,Concept_ID,br,fa
793,schon::ADV,dija,به این زودی
794,wieder::ADV,adarre,باز
795,wieder::ADV,adarre,دوباره
796,vor::PRP,dirak,در جلوی
797,hinter::PRP,a-drek,پشت
798,hinter::PRP,a-dreñv,پشت
799,unter::PRP,dindan,تحت
800,durch::PRP,dre,از وسط
801,durch::PRP,dre,از ميان
802,neben::PRP,e-kichen,کنار
803,neben::PRP,e-kichen,پهلوی
804,zwischen::PRP,etre,بین
805,zwischen::PRP,etre,میان
806,wegen::PRP,abalamour da,برای
807,wegen::PRP,abalamour da,بخاطر
808,dies::PRN,hemañ,این
809,das::PRN,se,آن
810,das::PRN,hennezh,آن
811,alles::PRN,pep tra,تمام
812,alles::PRN,pep tra,همه‌چیر
813,ich::PRN,me,من
814,du::PRN,te,تو
815,er::PRN,eñ,او
816,wir::PRN,ni,ما
817,ihr::PRN,c'hwi,شما
818,sie::PRN,int,آنها
819,was::FPRN,petra,چه
820,wer::FPRN,piv,کی
821,wo::FADV,pelec'h,کجا
822,wohin::FADV,da belec'h,بکجا
823,wie::FADV,penaos,چطور
824,wie::FADV,penaos,چگونه
825,warum::FADV,perak,چرا
826,warum::FADV,perak,برای چه
827,wieviel::FNUM,pet,چند
828,wieviel::FNUM,pet,چقدر
829,eins::NUM,unan,یک
830,zwei::NUM,daou,دو
831,drei::NUM,tri,سه
832,vier::NUM,pevar,چهار
833,fünf::NUM,pemp,پنج
834,sechs::NUM,c'hwec'h,شش
835,sieben::NUM,seizh,هفت
836,acht::NUM,eizh,هشت
837,neun::NUM,nav,نه
838,zehn::NUM,dek,ده
839,elf::NUM,unnek,یازده
840,zwölf::NUM,daouzek,دوازده
841,zwanzig::NUM,ugent,بیست
842,dreißig::NUM,tregont,سی
843,vierzig::NUM,daou-ugent,چهل
844,fünfzig::NUM,hanter-kant,پنجاه
845,sechzig::NUM,tri-ugent,شصت
846,siebzig::NUM,dek ha tri-ugent,هفتاد
847,achtzig::NUM,pevar-ugent,هشتاد
848,neunzig::NUM,dek ha pevar-ugent,نود
849,hundert::NUM,kant,صد
850,tausend::NUM,mil,هزار
851,und::CNJ,ha,و
852,oder::CNJ,pe,یا
853,stehen::V,bezañ a-sav,ایستادن
854,sitzen::V,azezañ,نشستن
855,sitzen::V,bezañ en e goazez,نشستن
856,liegen::V,bezañ en e c'hourvez,خوابیدن
857,liegen::V,bezañ en e c'hourvez,دراز کشیدن
858,hängen::V,krougañ,آویزان بودن
859,werden::V,dazonet,شدن
860,passieren::V,c'hoarvezout,گذشتن
861,passieren::V,c'hoarvezout,اتفاق افتادن
862,beginnen::V,stagañ,شروع شدن
863,enden::V,achuiñ,تمام شدن
864,wechseln::V,cheñch,عوض شدن
865,aufgehen[Sonne]::V,dirouzañ,برآمدن
866,aufgehen[Sonne]::V,dirouzañ,طلوع کردن
867,scheinen[Sonne]::V,lugernañ,تابیدن
868,donnern::V,taranal,رعد زدن
869,wehen::V,c'hwezhañ,دمیدن
870,strömen::V,deredek,روان شدن
871,fließen::V,redek,روان شدن
872,sich drehen::V,troiñ,چرخیدن
873,schwanken::V,trantellat,خم و راست شدن
874,schwingen::V,froumal,تاب خوردن
875,schwingen::V,froumal,نوسان کردن
876,fallen::V,kouezhañ,افتادن
877,fallen::V,kouezhañ,سقوط کردن
878,brennen::V,deviñ,سوزاندن
879,rauchen::V,divogedañ,دود کردن
880,regnen::V,glavañ,باران آمدن
881,gefrieren::V,reviñ,یخ بستن
882,tauen::V,diskornañ,آب شدن
883,schmelzen::V,teuziñ,آب شدن
884,trocknen::V,sec'hañ,خشک شدن
885,sieden::V,berviñ,جوشیدن
886,faulen::V,breinañ,فاسد شدن
887,verfaulen::V,breinañ,پوسیدن
888,reißen::V,darnaouiñ,پاره شدن
889,versinken::V,sodellañ,غرق شدن
890,vergehen::V,tremen,گذشتن
891,erscheinen::V,donet war-wel,ظاهر شدن
892,verschwinden::V,monet diwar wel,گم شدن
893,verschwinden::V,monet diwar wel,از بین رفتن
894,sinken::V,en em izelat,پایین آمدن
895,abnehmen::V,nebeutaat,کم شدن
896,zunehmen::V,kreskiñ,زیاد شدن
897,steigen::V,sevel,بالا رفتن
898,wachsen::V,kreskiñ,قد کشیدن
899,glänzen::V,lugernañ,برق زدن
900,funkeln::V,elieniñ,جرقه زدن
901,lärmen::V,rabotat,شلوغ کردن
902,klirren::V,diridignat,جرنگ جرنگ صدا کردن
903,klirren::V,sterlinkañ,جرنگ جرنگ صدا کردن
904,brausen::V,gwegal,طوفانی بودن
905,rauschen::V,trouzal,خش‌خش کردن
906,klingen::V,seniñ,صدا دادن
907,bellen::V,harzhal,عوعو کردن
908,heulen::V,yudal,زوزه کشیدن
909,blasen::V,c'hwezhañ,فوت کردن
910,pfeifen::V,c'hwitellat,سوت زدن
911,schreien::V,huchal,فریاد زدن
912,stöhnen::V,hirvoudiñ,نالیدن
913,zittern::V,krenañ,لرزیدن
914,leben::V,bevañ,زیستن
915,leben::V,bevañ,زندگی کردن
916,geboren werden::V,genel,متولد شدن
917,atmen::V,tennañ e anal,تنفس کردن
918,trinken::V,evañ,نوشیدن
919,essen::V,debriñ,خوردن
920,schlucken::V,lonkañ,بلعیدن
921,schlucken::V,lonkañ,قورت دادن
922,müde werden::V,skuizhañ,خسته شدن
923,einschlafen::V,menel kousket,خواب رفتن
924,schlafen::V,kousket,خوابیدن
925,aufwachen::V,dihuniñ,از خواب بیدار شدن
926,aufstehen::V,sevel,بیدار شدن
927,sich erholen::V,diskuizhañ,استراحت کردن
928,krank werden::V,klañviñ,مریض شدن
929,krank sein::V,bezañ klañv,بیمار بودن
930,schmerzen::V,skourjezañ,درد کردن
931,husten::V,pasaat,سرفه کردن
932,husten::V,peudal,سرفه کردن
933,genesen::V,pareañ,بهبود یافتن
934,sterben::V,mervel,مردن
935,umkommen::V,perisañ,کشته شدن
936,sich bewegen::V,bouljal,حرکت کردن
937,sich rühren::V,fiñval,تکان خوردن
938,sich erheben::V,sevel,برخواستن
939,sich setzen::V,azezañ,نشستن
940,sich setzen::V,mont en e goazez,نشستن
941,hinfallen::V,kouezhañ,زمین خوردن
942,laufen::V,redek,پیاده رفتن
943,schreiten::V,kerzhet,قدم زدن
944,spazierengehen::V,pourmen,گردش رفتن
945,eilen::V,hastañ,شتاب کردن
946,sich beeilen::V,hastañ,عجله کردن
947,sausen::V,karzhañ,صفیر کشیدن
948,rennen::V,redek,دویدن
949,springen::V,lammat,پریدن
950,klettern::V,krimpat,بالا رفتن
951,schaukeln::V,brañsellat,تاب خوردن
952,kriechen::V,skrampañ,خزیدن
953,schwimmen::V,neuial,شنا کردن
954,tauchen::V,splujañ,غواصی کردن
955,rudern::V,roeñvat,پارو زدن
956,fahren::V,kas,سواره رفتن
957,fahren::V,bleniañ,سواره رفتن
958,fliegen::V,nijal,پریدن
959,gehen::V,mont,رفتن
960,weggehen::V,mont kuit,رفتن
961,abfahren::V,mont kuit,حرکت کردن
962,anhalten::V,chom a-sav,ایست کردن
963,hineingehen::V,monet e-barzh,داخل شدن
964,eintreten::V,monet e-barzh,وارد شدن
965,kommen::V,dont,آمدن
966,ankommen::V,erruout,رسیدن
967,zurückkommen::V,addonet,برگشتن
968,bleiben::V,chom,ماندن
969,warten::V,gortoz,منتظر بودن
970,erwarten::V,gortoz,انتظار داشتن
971,suchen::V,klask,جستجو کردن
972,finden::V,kavout,یافتن
973,finden::V,kavout,پیدا کردن
974,versuchen::V,klask,سعی کردن
975,versuchen::V,klask,کوشش کردن
976,vorbereiten::V,aozañ,آماده کردن
977,lieben::V,karout,عاشق بودن
978,mögen::V,karout,میل داشتن
979,mögen::V,karout,دوست داشتن
980,lachen::V,c'hoarzin,خندیدن
981,rühren::V,tenerañ,به رقت آوردن
982,weinen::V,gouelañ,گریه کردن
983,schimpfen::V,krozal,فحاشی کردن
984,sich ärgern::V,fachañ,ناراحت شدن
985,sich ärgern::V,en em fachañ,ناراحت شدن
986,fliehen::V,tec'het,گریختن
987,flüchten::V,tuzañ,فرار کردن
988,sehen::V,gwelet,دیدن
989,anschauen::V,sellout ouzh,نگاه کردن
990,ansehen::V,sellout ouzh,تماشا کردن
991,hören::V,klevet,شنیدن
992,zuhören::V,selaou,گوش دادن
993,probieren::V,blasa,چشیدن
994,riechen::V,klevet,بوییدن
995,riechen::V,klevet,بو کردن
996,fühlen::V,santout,احساس کردن
997,scheinen::V,diskouez bezañ,بنظر آمدن
998,zu sehen sein::V,bezañ gwelus,دیده شدن
999,vernehmen::V,merzhañ,شنیدن
1000,frieren::V,anoued,سرد بودن
1001,tun::V,ober,کردن
1002,können::V,gouzout,توانستن
1003,wollen::V,fellout da,خواستن
1004,wollen::V,kaout c'hoant da,خواستن
1005,anfangen::V,kregiñ,شروع کردن
1006,beenden::V,achuiñ,تمام کردن
1007,beenden::V,achuiñ,پایان دادن
1008,aufhören::V,paouez,دست کشیدن
1009,öffnen::V,digeriñ,گشودن
1010,öffnen::V,digeriñ,باز کردن
1011,schließen::V,serriñ,بستن
1012,schließen::V,serriñ,قفل کردن
1013,stellen::V,lakaat,گذاردن
1014,setzen::V,lakaat,نشاندن
1015,legen::V,lakaat,گذاشتن
1016,berühren::V,touch,دست زدن
1017,berühren::V,touch,لمس کردن
1018,verbinden::V,eren,وصل کردن
1019,bedecken::V,goloiñ,پوشاندن
1020,aufhängen::V,istribilhañ,آویختن
1021,anzünden::V,alumiñ,سوزاندن
1022,anzünden::V,c'hwezzañ,سوزاندن
1023,aufheben::V,dastum,برداشتن
1024,aufheben::V,dastum,بلند کردن
1025,zurücklassen::V,lezel,گذاشتن
1026,verlieren::V,koll,گم کردن
1027,fallen lassen::V,laoskel,انداختن
1028,fallen lassen::V,lezel da gouezhel,انداختن
1029,machen::V,ober,کردن
1030,machen::V,ober,ساختن
1031,herstellen::V,fardañ,ساختن
1032,herstellen::V,fardañ,تولید کردن
1033,bauen::V,sevel,ساختن
1034,bauen::V,sevel,بنا کردن
1035,reparieren::V,adaozañ,درست کردن
1036,reparieren::V,adaozañ,تعمیر کردن
1037,verbessern::V,gwellaat,بهتر کردن
1038,ändern::V,cheñch,تغییر دادن
1039,graben::V,kleuzañ,کندن
1040,graben::V,kleuzañ,گود کردن
1041,beugen::V,plegañ,کج کردن
1042,biegen::V,krommañ,خم کردن
1043,drehen::V,treiñ,چرخاندن
1044,wenden::V,treiñ,برگرداندن
1045,umdrehen::V,treiñ,برگرداندن
1046,heben::V,sevel,برداشتن
1047,hochheben::V,sevel,برآوردن
1048,hochheben::V,sevel,بلند کردن
1049,ergreifen::V,kemer,گرفتن
1050,halten::V,dalc'hen,نگاه داشتن
1051,drücken::V,bountañ,فشار دادن
1052,drücken::V,bountañ,فشار آوردن
1053,schieben::V,poulzañ,هل دادن
1054,kratzen::V,skrabat,خاریدن
1055,lecken::V,lipat,لیسیدن
1056,beißen::V,kregiñ,گاز زدن
1057,abreißen::V,diframmañ,پاره کردن
1058,abschneiden::V,troc'hañ,بریدن
1059,abschneiden::V,troc'hañ,قطع کردن
1060,binden::V,stagañ,بستن
1061,stecken::V,sankañ,فرو کردن
1062,brechen::V,darnaouiñ,شکستن
1063,klopfen::V,skoiñ,کوبیدن
1064,hauen::V,dornañ,زدن
1065,kleben::V,pegañ,چسباندن
1066,reiben::V,taravat,مالش دادن
1067,reiben::V,trekiñ,مالش دادن
1068,streichen::V,toazañ,مالیدن
1069,schleifen::V,lemmañ,تیز کردن
1070,schneiden::V,troc'hañ,چیدن
1071,schneiden::V,troc'hañ,بریدن
1072,rütteln::V,tordorosañ,لرزاندن
1073,rütteln::V,tordorosañ,تکان دادن
1074,schütteln::V,hejañ,تکان دادن
1075,schütten::V,diskargañ,ریختن
1076,füllen::V,kargañ,پر کردن
1077,einwickeln::V,gronnañ,پیچیدن
1078,tragen::V,dougen,بردن
1079,tragen::V,dougen,حمل کردن
1080,schleppen::V,stlejal,کشیدن
1081,ziehen::V,sachañ,کشیدن
1082,aufbewahren::V,miret,نگهداری کردن
1083,werfen::V,teuler,انداختن
1084,werfen::V,teuler,پرتاب کردن
1085,fangen::V,tapañ,گرفتن
1086,packen::V,krapat,گرفتن
1087,verstecken::V,kuzhat,قایم کردن
1088,verstecken::V,kuzhat,پنهان کردن
1089,teilen::V,rannañ,قسمت کردن
1090,teilen::V,rannañ,تقسیم کردن
1091,schicken::V,kas,فرستادن
1092,schicken::V,kas,ارسال کردن
1093,bringen::V,degas,آوردن
1094,hinzufügen::V,lakat ouzhpenn,افزودن
1095,hinzufügen::V,lakat ouzhpenn,اضافه کردن
1096,bekommen::V,kaout,گرفتن
1097,erhalten::V,kaout,دریافت کردن
1098,nehmen::V,kemer,گرفتن
1099,nehmen::V,kemer,برداشتن
1100,wählen::V,choaz,انتخاب کردن
1101,auswählen::V,dibab,برگزیدن
1102,bewahren::V,mirout,حفظ کردن
1103,bewahren::V,mirout,حفاظت کردن
1104,behindern::V,diaezañ,مانع بودن
1105,verderben::V,lovrañ,از بین بردن
1106,beschädigen::V,gwallegañ,صدمه زدن
1107,zerbrechen::V,torriñ,شکستن
1108,zerreißen::V,diroegiñ,دریدن
1109,zerreißen::V,diroegiñ,پاره کردن
1110,zerstören::V,distrujañ,خراب کردن
1111,zerstören::V,distrujañ,ویران کردن
1112,verbrennen::V,deviñ,سوزاندن
1113,geben::V,reiñ,دادن
1114,schenken::V,donezonañ,هدیه دادن
1115,versprechen::V,prometiñ,قول دادن
1116,versprechen::V,prometiñ,وعده دادن
1117,wünschen::V,hetiñ,آرزو کردن
1118,loben::V,feurmiñ,ستایش کردن
1119,küssen::V,pokat,بوسیدن
1120,wiegen::V,pouezañ,نوسان کردن
1121,zudecken::V,goloiñ,پوشاندن
1122,wecken::V,dihuniñ,بیدار کردن
1123,zeigen::V,diskouez,نشان دادن
1124,führen::V,kas,رهنمائی کردن
1125,lehren::V,deskiñ,آموختن
1126,lehren::V,deskiñ,یاد دادن
1127,unterrichten::V,kelenn,درس دادن
1128,unterrichten::V,kelenn,تدریس کردن
1129,leiten::V,bleinañ,اداره کردن
1130,antreiben::V,poulzañ,عجله دادن
1131,lassen::V,leuskel,وادار کردن
1132,einladen::V,pediñ,دعوت کردن
1133,einladen::V,pediñ,مهمان کردن
1134,vereinigen::V,unisañ,یکی کردن
1135,vereinigen::V,unisañ,متحد کردن
1136,besuchen::V,gweladenniñ,دیدار کردن
1137,treffen::V,kejal,ملاقات کردن
1138,treffen::V,ankontrañ,ملاقات کردن
1139,sich versammeln::V,bodennañ,جمع شدن
1140,spielen::V,c'hoari,بازی کردن
1141,singen::V,kanañ,آواز خواندن
1142,tanzen::V,dañsal,رقصیدن
1143,sich trennen::V,dispartiañ,جدا شدن
1144,verlassen::V,lezel,ترک کردن
1145,retten::V,saveteiñ,نجات دادن
1146,bewachen::V,mesa,حراست کردن
1147,schützen::V,diwall,حفظ کردن
1148,verteidigen::V,difenn,دفاع کردن
1149,sich schlagen::V,lopañ,کتک‌کاری کردن
1150,siegen::V,trec'hiñ,پیروز شدن
1151,ärgern::V,hegasiñ,ناراحت کردن
1152,schlagen::V,skeiñ,زدن
1153,schlagen::V,skeiñ,کوبیدن
1154,treten::V,botaouiñ,لگد زدن
1155,stechen::V,pikat,چاقو زدن
1156,stoßen::V,stokañ,هل دادن
1157,stehlen::V,laerezh,دزدیدن
1158,stören::V,direnkañ,مزاحم شدن
1159,belästigen::V,dregasiñ,زحمت دادن
1160,verbergen::V,skoachañ,پنهان کردن
1161,täuschen::V,tromplañ,گول زدن
1162,täuschen::V,tromplañ,فریب دادن
1163,betrügen::V,lorbañ,گول زدن
1164,betrügen::V,lorbañ,فریب دادن
1165,töten::V,lazhañ,کشتن
1166,wohnen::V,bezañ o chom,منزل داشتن
1167,wohnen::V,bezañ o chom,سکونت داشتن
1168,arbeiten::V,labourat,کار کردن
1169,sammeln::V,dastum,جمع کردن
1170,pflücken::V,kuntuilhañ,چیدن
1171,jagen::V,chaseal,شکار کردن
1172,fischen::V,pesketa,صید کردن
1173,fischen::V,pesketa,ماهی‌گیری کردن
1174,fassen::V,pakañ,گرفتن
1175,hüten::V,geota,چراندن
1176,hüten::V,geota,مراقبت کردن
1177,anbinden::V,stagañ,متصل کردن
1178,füttern::V,boueta,غذا دادن
1179,melken::V,goro,دوشیدن
1180,hacken::V,difrakal,خرد کردن
1181,gießen::V,dourañ,ریختن
1182,reifen::V,azviñ,رسیدن
1183,zubereiten::V,keginañ,طبخ کردن
1184,zubereiten::V,keginañ,آماده کردن
1185,kochen::V,poazhañ,پختن
1186,kochen::V,poazhañ,آشپزی کردن
1187,backen::V,fritañ,پختن
1188,braten::V,rostañ,سرخ کردن
1189,stricken::V,stammañ,بافتن
1190,nähen::V,gwriat,دوختن
1191,färben::V,livañ,رنگ زدن
1192,reinigen::V,naetañ,پاک کردن
1193,reinigen::V,naetañ,تمیز کردن
1194,waschen::V,gwalc'hiñ,شستن
1195,abwischen::V,torchañ,زدودن
1196,spülen::V,disgwalc'hiñ,شستن
1197,fegen::V,skubañ,جارو کردن
1198,kehren::V,skubañ,جارو کردن
1199,baden::V,kouronkañ,شنا کردن
1200,baden::V,kouronkañ,حمام کردن
1201,sich waschen::V,en em walc'hiñ,شستشو کردن
1202,sich anziehen::V,gwiskañ,لباس پوشیدن
1203,kämmen::V,kribat,شانه زدن
1204,schmücken::V,kinklañ,زینت دادن
1205,sagen::V,larêt,گفتن
1206,sagen::V,lavaret,گفتن
1207,sprechen::V,komz,حرف زدن
1208,sprechen::V,komz,صحبت کردن
1209,reden::V,kaozeal,حرف زدن
1210,reden::V,kaozeal,صحبت کردن
1211,sich unterhalten::V,balbotal,گپ زدن
1212,fragen::V,goulenn,پرسیدن
1213,fragen::V,goulenn,سؤال کردن
1214,bitten::V,goulenn,خواهش کردن
1215,bitten::V,goulenn,درخواست کردن
1216,erzählen::V,kontañ,نقل کردن
1217,erzählen::V,kontañ,حکایت کردن
1218,mitteilen::V,kemenn,خبر دادن
1219,nennen::V,anviñ,نامیدن
1220,rufen::V,gelver,صدا کردن
1221,prahlen::V,fougeal,پز آمدن
1222,übersetzen::V,treiñ,ترجمه کردن
1223,denken::V,soñjal,فکر کردن
1224,glauben::V,krediñ,باور کردن
1225,glauben::V,krediñ,عقیده داشتن
1226,bemerken::V,apresevañ,متوجه شدن
1227,erkennen::V,anavout,شناختن
1228,erkennen::V,anavout,تشخیص دادن
1229,begreifen::V,meizañ,فهمیدن
1230,begreifen::V,meizañ,درک کردن
1231,verstehen::V,kompren,فهمیدن
1232,lernen::V,deskiñ,آموختن
1233,lernen::V,deskiñ,یاد گرفتن
1234,wissen::V,gouzout,دانستن
1235,sich erinnern an::V,kaout soñj e,به یاد آوردن
1236,vergessen::V,ankouaat,فراموش کردن
1237,messen::V,muzuliañ,اندازه گرفتن
1238,zählen::V,kontañ,شمردن
1239,rechnen::V,jedañ,حساب کردن
1240,lesen::V,lenn,خواندن
1241,malen::V,livañ,نقاشی کردن
1242,zeichnen::V,tresañ,کشیدن
1243,zeichnen::V,tresañ,رسم کردن
1244,schreiben::V,skrivañ,نوشتن
1245,besitzen::V,kaout,داشتن
1246,kaufen::V,prenañ,خریدن
1247,kaufen::V,prenañ,خرید کردن
1248,verkaufen::V,gwerzhañ,فروختن
1249,bezahlen::V,paeañ,پرداختن
1250,zahlen::V,paeañ,پرداخت کردن
1251,beherrschen::V,mestroniañ,مسلط بودن
1252,ertragen::V,anduriñ,تحمل کردن
1253,Grube::N,,گودال
1254,Spur::N,,رد
1255,Lehm::N,,گل
1256,Laut::N,,صدا
1257,Winkel::N,,کنج
1258,Lagerfeuer::N,,آتش
1259,vergebens::ADV,,بیهوده
1260,untergehen[Sonne]::V,,غروب کردن
1261,läuten::V,,زنگ زدن
1262,klingeln::V,,زنگ زدن
1263,sich fürchten::V,,واهمه کردن
1264,fürchten::V,,ترسیدن
1265,gelingen::V,,موفق شدن
1266,geraten::V,,نتیجه دادن
1267,schwenken::V,,تاب دادن
1268,reichen::V,,دادن
1269,aufziehen::V,,تربیت کردن
1270,schießen::V,,تیر زدن
1271,treiben::V,,راندن
1272,umrühren::V,,هم زدن
1273,ausziehen::V,,درآوردن
1274,anziehen::V,,پوشیدن
