,Concept_ID,ps,ku
82,Schatten::N,سیوری,sî
83,Wetter::N,هوا,hewa
84,Nebel::N,لړه,mij
85,Wolke::N,ورېځ,ewr
86,Regen::N,وریا,baran
87,Regen::N,باران,baran
88,Schnee::N,واوره,berf
89,Eis::N,یخ,qeşa
90,Eis::N,کنګل,qeşa
91,Frost::N,یخ,xûsik
92,Kälte::N,ساړه,serma
93,Hitze::N,تودوخي,germayî
94,Raureif::N,سپینه پرخه,şext
95,Regenbogen::N,بوډۍ ټال,heftreng
96,Regenbogen::N,سره زرغونه,heftreng
97,Donner::N,تالنده,gire-gir
98,Strömung::N,بهېدنه,şewl
99,Tropfen::N,قطره,dilop
100,Tropfen::N,څاڅکی,dilop
101,Schaum::N,ځګ,kef
102,Schmutz::N,ناپاکي,gemar
103,See::N,جهیل,gol
104,Sumpf::N,جبه,hezek
105,Moor::N,جبه,mafêl
106,Wiese::N,چمن,sûrik
107,Wiese::N,شنېلی,sûrik
108,Wald::N,ځنګل,çiya
109,Wald::N,ځنګل,daristan
110,Hügel::N,تپه,gir
111,Anhöhe::N,غونډۍ,sere gir
112,Berg::N,غ‍‍‍‍‍ر,kaş
113,Gipfel::N,څوکه,sere gir
114,Höhle::N,کاز,şikeft
115,Abhang::N,لمن,kaş
116,Quelle::N,چینه,kanî
117,Bach::N,واله,çem
118,Fluss::N,سیند,çem
119,Fluss::N,سیند,rûbar
120,Ufer::N,غاړه,kevî
121,Küste::N,ساحل,berav
122,Festland::N,وچه,bejahî
123,Meer::N,بحر,behr
124,Meer::N,سمندر,behr
125,Bucht::N,کارۍ,derav
126,Insel::N,ټاپو,girav
127,Insel::N,جزيره,girav
128,Blume::N,ګل,kulînk
129,Gras::N,واښه,giha
130,Wurzel::N,ریښه,reh
131,Baum::N,ونه,dar
132,Stamm::N,ډډ,bavik
133,Rinde::N,پوستکی,qaqil
134,Ast::N,ښاخ,gulî
135,Zweig::N,څانګه,şax
136,Blatt::N,پاڼه,pel
137,Birke::N,توس,dara sipî
138,Kiefer[Baum]::N,نښتر,dara bî
139,Weide[Baum]::N,وله,dara belalûk
140,Tanne::N,ناجو,merx
141,Horn::N,ښکر,strô
142,Feder::N,بڼکه,pîrtîk
143,Fell::N,پوستکی,heyar
144,Flügel::N,وزر,per
145,Klaue::N,پنجه,napîk
146,Klaue::N,منګول,napîk
147,Kralle::N,پنجه,dinik
148,Kralle::N,پنجه,dirnax
149,Kralle::N,منګول,dinik
150,Kralle::N,منګول,dirnax
151,Schwanz::N,لکۍ,dûv
152,Ei::N,وۍ,hêk
153,Ei::N,هګۍ,hêk
154,Nest::N,جاله,hêlîn
155,Bau::N,کاز,avahî
156,Tier::N,ژوی,heywan
157,Tier::N,حیوان,heywan
158,Herde::N,رمه,hoz
159,Herde::N,غېله,hoz
160,Kuh::N,غوا,çêlek
161,Bulle::N,غوئی,ga
162,Pferd::N,آس,hesp
163,Schaf::N,پسه,mîh
164,Schwein::N,سرکوزی,beraz
165,Hund::N,سپی,seh
166,Katze::N,پشه,pişîk
167,Bär::N,خرس,hirç
168,Eichhörnchen::N,خړ لمی,pilûr
169,Elch::N,ګوزن,pazkovî
170,Fuchs::N,سپلم,rovî
171,Hase::N,سوی,kîroşk
172,Maus::N,مږک,mişk
173,Wolf::N,لېوه,gur
174,Vogel::N,مرغه,çûk
175,Schwarm::N,سېل,lufik
176,Huhn::N,چرګه,mirîşk
177,Hahn::N,چرګ,dîk
178,Gans::N,بته,qaz
179,Adler::N,عقاب,eylo
180,Ente::N,ایلۍ,werdek
181,Eule::N,ګونګی,bûm
182,Eule::N,ګونګی,kund
183,Kranich::N,کلنګ,quling
184,Krähe::N,کارغه,qijik
185,Kuckuck::N,فاخته,pepûk
186,Schwan::N,قو,qû
187,Fisch::N,کب,masî
188,Fisch::N,ماهی,masî
189,Schlange[Tier]::N,مار,mar
190,Wurm::N,چینجی,kurm
191,Spinne::N,غڼه,pîrê
192,Spinne::N,تارکښ,pîrê
193,Ameise::N,مېږی,mîro
194,Ameise::N,مېږی,gêrîk
195,Laus::N,سپږه,spi
196,Mücke::N,ماشی,mêş
197,Fliege::N,مچ,mêş
198,Schmetterling::N,پتنګ,perperîk
199,Beere::N,مېوۍ,hirç
200,Apfel::N,مڼه,sêv
201,Pilz::N,خرېړی,bîrov
202,Zwiebel::N,پیاز,pîvaz
203,Saat::N,تخم,tov
204,Korn::N,تخم,dexl
205,Korn::N,دانه,dexl
206,Heu::N,بوس,sap
207,Heu::N,پروړه,sap
208,Schale::N,پوستکی,qaşik
209,Grube::N,کنده,çahl
210,Falle::N,دام,dafik
211,Falle::N,لومه,dafik
212,Schlinge::N,کړۍ,dahf
213,Spur::N,نښه,rêç
214,Asche::N,آس,xweli
215,Asche::N,ایره,xweli
216,Dreck::N,ناپاکي,gemarî
217,Eisen::N,اوسپنه,hesing
218,Gold::N,سره زر,zêr
219,Silber::N,نقره,zîv
220,Silber::N,سپین زر,zîv
221,Kohle::N,سکور,komir
222,Kohle::N,سکاره,komir
223,Glas::N,ښيښه,qedeh
224,Lehm::N,خټه,kelpîç
225,Sand::N,شګه,qûm
226,Mensch::N,انسان,mirov
227,Mann::N,سړی,mêr
228,Mann::N,نارینه,mêr
229,Frau::N,ښځه,jin
230,Kind::N,بچی,zarok
231,Kind::N,ماشوم,zarok
232,Junge::N,هلک,kur
233,Mädchen::N,نجلۍ,keç
234,Mädchen::N,نجلۍ,keçik
235,Familie::N,کورنۍ,malbat
236,Großvater::N,بابا,bapîr
237,Großmutter::N,انا,pîrik
238,Eltern::N,مور او پلار,bavudê
239,Vater::N,پلار,bav
240,Mutter::N,مور,dê
241,Mutter::N,مور,dayik
242,Sohn::N,زوی,kur
243,Tochter::N,لور,keç
244,Bruder::N,ورور,bira
245,Schwester::N,خور,xweh
246,Onkel::N,تره,am
247,Onkel::N,تره,xal
248,Onkel::N,ماما,am
249,Onkel::N,ماما,xal
250,Tante::N,خاله,metik
251,Tante::N,خاله,xaltîk
252,Ehemann::N,مېړه,mêr
253,Ehefrau::N,مېرمن,kulfet
254,Freude::N,خوشحالي,kêfxweşî
255,Gelächter::N,خندا,pîrqînî
256,Glück::N,بخت,bext
257,Kummer::N,غم,derd
258,Wunsch::N,هيله,daxwaz
259,Wunsch::N,هيله,xwestek
260,Wunsch::N,غوښتنه,daxwaz
261,Wunsch::N,غوښتنه,xwestek
262,Lust::N,شوق,şewq
263,Lust::N,مینه,şewq
264,Geist::N,روح,aqil
265,Gedanke::N,فکر,fikir
266,Gedächtnis::N,یاد,aqil
267,Gedächtnis::N,حافظه,aqil
268,Verstand::N,عقل,fêm
269,Verstand::N,شعور,fêm
270,Sinn::N,معنی,aqil
271,Grund::N,علت,asas
272,Grund::N,اساس,asas
273,Wahrheit::N,حقیقت,rastî
274,Gespräch::N,مرکه,guftûgo
275,Gespräch::N,خبرې اترې,guftûgo
276,Märchen::N,افسانه,çirok
277,Erzählung::N,قصه,çirok
278,Erzählung::N,قصه,vegotin
279,Erzählung::N,کیسه,çirok
280,Erzählung::N,کیسه,vegotin
281,Nachricht::N,خبر,nûçe
282,Neuigkeit::N,نوی خبر,hewal
283,Name::N,نوم,nav
284,Name::N,نوم,paşnav
285,Rätsel::N,کیسۍ,tiştonek
286,Rätsel::N,چیستان,tiştonek
287,Rede::N,وینا,gotar
288,Rede::N,وینا,axavtin
289,Sprache::N,ژبه,ziman
290,Stimme::N,غږ,pejn
291,Stimme::N,اواز,pejn
292,Wort::N,لغت,gotin
293,Wort::N,کلمه,gotin
294,Zeichen::N,نښه,şanek
295,Zeichen::N,اشاره,şanek
296,Ruf::N,ږغ,hawar
297,Ruf::N,بلنه,hawar
298,Lärm::N,غالمغال,xarbalix
299,Laut::N,ږغ,deng
300,Laut::N,ږغ,hês
301,Ton::N,اواز,awaz
302,Lied::N,غزله,sitran
303,Lied::N,سندره,sitran
304,Ruhe::N,ارامي,rihetî
305,Leute::N,خلک,xelk
306,Volk::N,ولس,xelk
307,Arbeit::N,کار,xebat
308,Gast::N,مېلمه,mêvan
309,Geschenk::N,تحفه,diyarî
310,Geschenk::N,سوغات,diyarî
311,Spiel::N,لوبه,lîstik
312,Gesellschaft::N,ډله,komal
313,Hilfe::N,کومک,alîkarî
314,Hilfe::N,مرسته,alîkarî
315,Freund::N,ملګری,heval
316,Kamerad::N,انډيوال,heval
317,Angelegenheit::N,موضوع,pirsgirêk
318,Anzahl::N,شمېر,çend
319,Anzahl::N,تعداد,çend
320,Art::N,ډول,çeh
321,Stück::N,ټوټه,lib
322,Stück::N,ټوټه,parçe
323,Teil::N,برخه,parçe
324,Hälfte::N,نیم,nîvî
325,Kreis::N,دایره,çemil
326,Kreuz::N,صلیب,xaç
327,Linie::N,خط,xezik
328,Linie::N,لیکه,xezik
329,Strich::N,کرښه,xezik
330,Abstand::N,فاصله,dûrahî
331,Entfernung::N,واټن,dûrahî
332,Gegend::N,سیمه,dever
333,Gegend::N,منطقه,dever
334,Platz::N,ځای,çih
335,Ort::N,ځای,dever
336,Seite::N,مخ,rûpel
337,Seite::N,اړخ,rûpel
338,Mitte::N,وسط,nav
339,Mitte::N,وسط,nabênê
340,Mitte::N,مینځ,nav
341,Mitte::N,مینځ,nabênê
342,Gegenstand::N,شی,tişt
343,Sache::N,شی,tişt
344,Sache::N,څيز,tişt
345,Rand::N,څنډه,kevî
346,Rand::N,کناره,kevî
347,Kante::N,اړخ,kevî
348,Ecke::N,ګوټ,qunç
349,Spitze::N,څوکه,derzî
350,Ende::N,څوکه,talî
351,Loch::N,سوری,qul
352,Winkel::N,کنج,kurnîşk
353,Winkel::N,کوتی,kurnîşk
354,Muster::N,نمونه,desen
355,Größe::N,قد,mezinî
356,Größe::N,لويوالی,mezinî
357,Länge::N,طول,dirêjahî
358,Länge::N,اوږد والی,dirêjahî
359,Höhe::N,جګوالی,bilindayî
360,Gewicht::N,وزن,giranî
361,Menge::N,اندازه,qas
362,Haufen::N,کوټه,lod
363,Reihe::N,صف,rêz
364,Reihe::N,کتار,rêz
365,Boot::N,قايق,kelek
366,Ruder::N,چپه,bêrik
367,Schlitten::N,ښویېدونی,xîjik
368,Ski::N,سکي,lakan
369,Lagerfeuer::N,اور,agir
370,Last::N,بار,bar
371,Last::N,پېټی,bar
372,Gang::N,تګ,fîtêz
373,Schritt::N,ګام,gav
374,Norden::N,شمال,bakur
375,Süden::N,سوېل,başur
376,Westen::N,لوېدېځ,rojava
377,Osten::N,شرق,rojhilat
378,Osten::N,ختیځ,rojhilat
379,Holz::N,لرګی,dep
380,Brett::N,تخته,dep
381,Platte::N,تخته,dep
382,Stütze::N,تکیوان,destek
383,Stange::N,ډاګه,sing
384,Stock::N,لرګی,çam
385,Stab::N,چيخله,qat
386,Rohr::N,نل,borî
387,Haus::N,کور,mal
388,Haus::N,کور,xanî
389,Heim::N,کور,mal
390,Ofen::N,تودنۍ,sobe
391,Fußboden::N,غولی,binpê
392,Tisch::N,مېز,mase
393,Stuhl::N,چوکۍ,kursî
394,Wiege::N,زانګو,derguş
395,Bett::N,کټ,qerewêle
396,Bett::N,چپرکټ,qerewêle
397,Regal::N,تاخچۍ,rêbaz
398,Kiste::N,صندوق,sindoq
399,Fenster::N,کړکۍ,çam
400,Fenster::N,کړکۍ,şibeke
401,Tür::N,دروازه,derî
402,Tor::N,دروازه,derge
403,Zaun::N,کټاره,hejik
404,Dach::N,بام,sere xanî
405,Leiter::N,زينه,pêling
406,Besen::N,جارو,melkes
407,Spaten::N,یوم,mer
408,Schaufel::N,بېلچه,bêr
409,Gabel::N,پنجه,çetel
410,Löffel::N,کاشوغه,kevçî
411,Messer::N,چاقو,kêr
412,Nagel::N,ميخ,bizmar
413,Netz::N,جال,tor
414,Haken::N,څنګک,çenqel
415,Griff::N,لاستی,destî
416,Schloss::N,کلپ,qonax
417,Bild::N,رسم,dimen
418,Figur::N,قدوقامت,figûr
419,Puppe::N,ګوډۍ,bûk
420,Beutel::N,کڅوړه,kîsik
421,Bündel::N,دسته,pêçek
422,Tasche::N,بکس,bêrîk
423,Tasche::N,توبره,bêrîk
424,Eimer::N,سطل,dewl
425,Deckel::N,سرپوښ,devik
426,Geschirr::N,لوښی,ferax
427,Sack::N,جوال,tûr
428,Tasse::N,پیاله,kada
429,Topf::N,دېګی,beroş
430,Kessel::N,دېګ,şîril
431,Essen::N,خوراک,xwarin
432,Nahrung::N,خوراک,xwarin
433,Speise::N,خواړه,xwarin
434,Fleisch::N,غوښه,goşt
435,Getreide::N,غله,zad
436,Brei::N,اوګره,hewdêl
437,Brot::N,ډوډۍ,
438,Scheibe::N,مړۍ,parçe
439,Fett::N,غوړي,rûn
440,Butter::N,کوچ,rûn
441,Öl::N,تېل,rûn
442,Salz::N,مالګه,xwe
443,Suppe::N,شوربا,şorbe
444,Honig::N,شات,hingiv
445,Milch::N,شوده,şîr
446,Tee::N,چای,çay
447,Leder::N,څرمن,çerm
448,Wolle::N,پشم,herî
449,Stoff::N,ټوټه,paç
450,Nadel::N,ستن,derzî
451,Faden::N,تار,ta
452,Knopf::N,تڼۍ,bişkok
453,Knopf::N,تکمه,bişkok
454,Knoten::N,غوټه,girêk
455,Farbe::N,رنګ,boyax
456,Kleidung::N,کالي,çil
457,Hemd::N,کميس,qutik
458,Hemd::N,کميس,miltan
459,Kragen::N,غاړه,stûvang
460,Ärmel::N,لستوڼی,hûçik
461,Hose::N,پطلون,şewel
462,Gürtel::N,کمربند,qayiş
463,Mütze::N,خولۍ,fîno
464,Schuh::N,بوټ,şêkal
465,Stiefel::N,موزه,gizme
466,Stiefel::N,موزه,çizme
467,Ring::N,ګوته,xelek
468,Band::N,فيته,band
469,Kamm::N,ګمنځ,şeh
470,Spiegel::N,ایینه,eynik
471,Spiegel::N,هنداره,eynik
472,Riemen::N,تسمه,qayiş
473,Schnur::N,مزی,doxin
474,Leine::N,رسۍ,şirît
475,Decke::N,بړستن,bataniye
476,Kissen::N,بالښت,balgî
477,Tuch::N,ټیکری,şar
478,Handtuch::N,دسمال,dezmal
479,Kraft::N,زور,hêz
480,Kraft::N,زور,qewet
481,Kraft::N,توان,hêz
482,Kraft::N,توان,qewet
483,Stärke::N,قوت,xurtî
484,Gesundheit::N,صحت,nojdarî
485,Gesundheit::N,روغتیا,nojdarî
486,Krankheit::N,مرض,nexweşî
487,Krankheit::N,ناروغي,nexweşî
488,Schmerz::N,درد,êş
489,Wunde::N,ټپ,kul
490,Wunde::N,زخم,kul
491,Fieber::N,تبه,ta
492,Arznei::N,دوا,derman
493,Arznei::N,دارو,derman
494,Brücke::N,پول,kopî
495,Brunnen::N,څاه,çal
496,Brunnen::N,څاه,kani
497,Brunnen::N,کوهی,çal
498,Brunnen::N,کوهی,kani
499,Weide::N,وله,beyar
500,Pfad::N,تړه,xaçirek
501,Weg::N,لیار,rê
502,Straße::N,سړک,rê
503,Dorf::N,کلی,gund
504,Stadt::N,ښار,baçar
505,Brief::N,لیک,name
506,Brief::N,مکتوب,name
507,Buch::N,کتاب,kitêb
508,Buch::N,کتاب,pirtûk
509,Buchstabe::N,حرف,herf
510,Buchstabe::N,توری,herf
511,Zeitung::N,اخبار,rojname
512,Leben::N,ژوند,jiyan
513,Tod::N,مرګ,mirin
514,Tod::N,مړینه,mirin
515,Grab::N,قبر,mezel
516,Grab::N,ډورۍ,mezel
517,Kirche::N,کلیسا,gilyas
518,Sünde::N,ګناه,guneh
519,Gott::N,خدای,xwedê
520,Arbeiter::N,کاریګر,hîşçî
521,Chef::N,آمر,bêg
522,Meister::N,استاد,hoste
523,Arzt::N,طبیب,doktor
524,Arzt::N,ډاکټر,doktor
525,Lehrer::N,معلم,mamoste
526,Lehrer::N,ښوونکی,mamoste
527,Geld::N,پیسې,pere
528,Geschäft::N,سوداګري,firoşgeh
529,Laden::N,دکان,dikan
530,Laden::N,مغازه,dikan
531,Preis::N,بیه,buha
532,Ware::N,مال,tişt
533,Nutzen::N,ګټه,fêde
534,Reichtum::N,شتمني,serwet
535,Welt::N,نړۍ,dinya
536,Welt::N,دنیا,dinya
537,Land::N,هېواد,welat
538,Staat::N,دولت,dewlet
539,König::N,باچا,şah
540,König::N,باچا,qral
541,König::N,پادشاه,şah
542,König::N,پادشاه,qral
543,Macht::N,قدرت,qewet
544,Macht::N,قدرت,destihilat
545,Grenze::N,حد,kevî
546,Grenze::N,سرحد,kevî
547,Krieg::N,جګړه,çeng
548,Krieg::N,جګړه,sêwaş
549,Feind::N,دښمن,dijmin
550,Gewalt::N,زور,zor
551,Gewalt::N,تشدد,zor
552,Kampf::N,جنګ,şer
553,Kampf::N,مبارزه,şer
554,Bogen[Waffe]::N,لیندۍ,kêvan
555,Pfeil::N,غشی,çîrik
556,Gewehr::N,ټوپک,tifing
557,Fehler::N,خطا,şaşî
558,Fehler::N,غلطي,şaşî
559,Lüge::N,دروغ,derew
560,Schaden::N,زیان,xisar
561,Schaden::N,تاوان,xisar
562,Unglück::N,بدبختي,bêbextî
563,Schuld::N,ګناه,suç
564,Alter::N,منګ,temen
565,Schluss::N,اخر,girtin
566,Zeit::N,وخت,çax
567,Tag::N,ورځ,roj
568,Morgen::N,سبا,sibeh
569,Morgen::N,سهار,sibeh
570,Mittag::N,غرمه,nîro
571,Abend::N,ماښام,êvar
572,Nacht::N,شپه,şev
573,Woche::N,اونۍ,heftî
574,Monat::N,مياشت,meh
575,Jahr::N,کال,sal
576,Frühling::N,پسرلی,bihar
577,Sommer::N,دوبی,havîn
578,Herbst::N,منی,payîz
579,Herbst::N,خزان,payîz
580,Winter::N,ژمی,zistan
581,Januar::N,جنوري,çile
582,Februar::N,فبروري,sibat
583,März::N,مارچ,adar
584,April::N,اپریل,nîsan
585,Mai::N,مې,gûlan
586,Juni::N,جون,hezîran
587,Juli::N,جولای,tîmeh
588,August::N,اګست,tebax
589,September::N,سپټامبر,îlon
590,Oktober::N,اکتوبر,çotmeh
591,November::N,نومبر,mijdar
592,Dezember::N,دسمبر,kanûn
593,Montag::N,دوشنبه,duşemb
594,Dienstag::N,سه شنبه,sêşem
595,Mittwoch::N,چارشنبه,çarşemb
596,Donnerstag::N,پنجشنبه,pêşemb
597,Freitag::N,جمعه,în
598,Samstag::N,خالي,şemî
599,Sonntag::N,یکشنبه,yekşemb
600,groß::A,لوی,mezin
601,klein::A,وړوکی,çûçik
602,lang::A,اوړد,dirêj
603,kurz::A,لنډ,kin
604,breit::A,پراخه,fireh
605,schmal::A,تنګ,tenik
606,dicht::A,ګڼ,gir
607,dick[Gegenstand]::A,پنډ,şîşman
608,dünn::A,نری,zirav
609,fein::A,نازک,tenik
610,fest::A,کلک,saxlem
611,fest::A,ټینګ,saxlem
612,flach::A,هوار,pahn
613,glatt::A,ښوی,dûz
614,glatt::A,ښوی,şayîk
615,hart::A,کلک,hişk
616,weich::A,نرم,nerm
617,weich::A,پوست,nerm
618,rund::A,ګرد,gilover
619,spitz::A,تېره,pîj
620,scharf::A,تېز,tûj
621,scharf::A,تېره,tûj
622,stumpf::A,پڅ,ne tûj
623,schwer::A,دروند,giran
624,schön::A,ښکلی,xweş
625,schön::A,ښکلی,xweşik
626,heiß::A,تود,kelandî
627,warm::A,تود,germ
628,kalt::A,ېخ,sar
629,kalt::A,سوړ,sar
630,kühl::A,ېخ,jemîrî
631,kühl::A,سوړ,jemîrî
632,frisch::A,تازه,ter
633,feucht::A,مرطوب,şil
634,nass::A,لوند,şilek
635,trocken::A,وچ,zuwa
636,voll::A,ډک,tijî
637,leer::A,خالی,vala
638,offen::A,خلاص,vekirî
639,offen::A,پرانیستی,vekirî
640,geschlossen::A,تړلی,asê
641,sauber::A,پاک,pakij
642,schmutzig::A,چټل,lewitî
643,roh::A,خام,xav
644,reif::A,پوخ,gihaştî
645,reif::A,رسېدلی,gihaştî
646,lecker::A,خوندور,xweş
647,lecker::A,مزه دار,xweş
648,süß::A,خوږ,şîrîn
649,süß::A,شیرین,şîrîn
650,bitter::A,تریخ,tahl
651,sauer::A,ټاک,tirş
652,sauer::A,تريو,tirş
653,hell::A,روڼ,ronî
654,hell::A,روښان,ronî
655,dunkel::A,تیاره,tarî
656,schwarz::A,تور,reş
657,weiß::A,سپين,sipî
658,rot::A,سور,sor
659,gelb::A,زېړ,zer
660,blau::A,شین,şîn
661,blau::A,اسماني رنګه,şîn
662,grün::A,زرغون,şîn
663,grau::A,خړ,gewr
664,bunt::A,رنګارنګ,rengîn
665,billig::A,ارزان,erzan
666,teuer::A,ګران,biha
667,wertvoll::A,قیمتي,hêja
668,wertvoll::A,قیمتي,giranbiha
669,blind::A,ړوند,kor
670,taub::A,کوڼ,kerr
671,kräftig::A,قوی,gir
672,kräftig::A,قوی,xurt
673,stark::A,قوی,xurt
674,stark::A,تکړه,xurt
675,schwach::A,ضعیف,kesad
676,schwach::A,کمزوری,kesad
677,fett::A,چاغ,qelew
678,schlank::A,خوش اندام,zirav
679,hübsch::A,ښکلی,xweşik
680,hübsch::A,ښایسته,xweşik
681,böse::A,شریر,xerab
682,böse::A,شریر,aciz
683,böse::A,قهرناک,xerab
684,böse::A,قهرناک,aciz
685,dumm::A,احمق,gêj
686,faul::A,لټ,têmbêl
687,faul::A,تنبل,têmbêl
688,fleißig::A,زحمت کښ,jêhatî
689,geizig::A,بخیل,destgirtî
690,klug::A,عاقل,baqil
691,klug::A,هوښیار,baqil
692,geschickt::A,ماهر,zîrek
693,geschickt::A,ماهر,ziring
694,lieb::A,عزیز,delal
695,lieb::A,محبوب,delal
696,lustig::A,خوشحال,kêfxweş
697,sanft::A,پوست,nazenîn
698,sanft::A,ملایم,nazenîn
699,hungrig::A,وږی,birçî
700,krank::A,مريض,nexweş
701,krank::A,ناروغ,nexweş
702,nackt::A,لوڅ,rût
703,nackt::A,لوڅ,tazî
704,traurig::A,غمجن,xemgîn
705,lebendig::A,ژوندی,bisaxî
706,gut::A,ښه,baş
707,schlecht::A,بد,xerab
708,schlecht::A,خراب,xerab
709,richtig::A,سم,rast
710,richtig::A,سم,saxlem
711,richtig::A,صحیح,rast
712,richtig::A,صحیح,saxlem
713,schlimm::A,بد,nebaş
714,schlimm::A,مخوف,nebaş
715,wahr::A,واقعي,rast
716,alt::A,زوړ,pîr
717,alt::A,زوړ,kevn
718,neu::A,نوی,nû
719,ehemalig::A,پخوانی,kevnar
720,ehemalig::A,پخوانی,peşidar
721,alt[Lebewesen]::A,زوړ,pîr
722,jung::A,ځوان,xort
723,arm::A,غریب,feqîr
724,arm::A,غریب,desteng
725,arm::A,بې وزله,feqîr
726,arm::A,بې وزله,desteng
727,reich::A,شتمن,dewlemend
728,reich::A,دولتمند,dewlemend
729,bekannt::A,اشنا,naskirî
730,berühmt::A,مشهور,navdar
731,fremd::A,پردی,xerîb
732,fremd::A,بېګانه,xerîb
733,verschieden::A,مختلف,çîhê
734,nah::A,نژدې,nêzîk
735,fern::A,لیری,dûr
736,linker::A,چپ,çepê
737,linker::A,کیڼ,çepê
738,rechter::A,ښی,rastê
739,anderer::A,بل,yê din
740,erster::A,لومړی,yekemîn
741,zweiter::A,دوهم,duda
742,dritter::A,درېم,sisêya
743,letzter::A,آخرنی,paşîn
744,letzter::A,وروستی,paşîn
745,allein::ADV,یوازې,tenê
746,auf einmal::ADV,په یوه وخت کی,jar kê
747,zusammen::ADV,یو ځای,tev
748,zusammen::ADV,یو ځای,bi hev re
749,lange::ADV,ډېر وخت,dirêj
750,lange::ADV,ډېره موده,dirêj
751,plötzlich::ADV,ناببره,ji nişkave
752,plötzlich::ADV,یوناڅاپه,ji nişkave
753,sofort::ADV,فوراً,yekser
754,sofort::ADV,سمدلاسه,yekser
755,später::ADV,وروسته,paşiyê
756,jetzt::ADV,اوس,nuha
757,heute::ADV,نن,îro
758,morgen::ADV,سبا,sibeh
759,bald::ADV,ژر,nêzîk
760,dann::ADV,پس,paşê
761,dann::ADV,وروسته,paşê
762,gestern::ADV,پرون,do
763,einst::ADV,پخوا,jar ke
764,damals::ADV,هغه وخت,hîngî
765,danach::ADV,بیا,piştra
766,vorher::ADV,دمخه,pîşî
767,zuerst::ADV,لومړی,bere
768,einmal::ADV,یو ځل,çarik
769,manchmal::ADV,ګاهی ګاهی,çarna
770,oft::ADV,ډېر ځله,gelek çaran
771,immer::ADV,تل,daîm
772,immer::ADV,همېشه,daîm
773,niemals::ADV,هیڅکله نه,tu çar
774,hier::ADV,دلته,li vir
775,hierhin::ADV,دلته,vir
776,hierhin::ADV,دې ځای ته,vir
777,von hier::ADV,د دې ځای نه,ji vir
778,dort::ADV,هلته,li wê derê
779,dorthin::ADV,هلته,wêda
780,dorthin::ADV,هغه ځای ته,wêda
781,geradeaus::ADV,مخامخ,rastê rast
782,vorwärts::ADV,مخ پهٔ وړاندې,ber bi pêş
783,rückwärts::ADV,بېرته,paşpê
784,zurück::ADV,بېرته,paşdo
785,zurück::ADV,بېرته,paşvê
786,unten::ADV,لاندي,jêrî
