,Concept_ID,ps,lv
287,Wurzel::N,ریښه,sakne
288,Baum::N,ونه,пу
289,Baum::N,ونه,koks
290,Stamm::N,ډډ,пучер
291,Stamm::N,ډډ,stumbrs
292,Rinde::N,پوستکی,кырсь
293,Rinde::N,پوستکی,miza
294,Ast::N,ښاخ,ув
295,Ast::N,ښاخ,zars
296,Zweig::N,څانګه,вож
297,Zweig::N,څانګه,nozare
298,Blatt::N,پاڼه,кор
299,Blatt::N,پاڼه,lapa
300,Birke::N,توس,кыдз
301,Birke::N,توس,bērzs
302,Kiefer[Baum]::N,نښتر,пожӧм
303,Kiefer[Baum]::N,نښتر,priede
304,Weide[Baum]::N,وله,бадь
305,Weide[Baum]::N,وله,kārkls
306,Tanne::N,ناجو,коз
307,Tanne::N,ناجو,egle
308,Horn::N,ښکر,сюр
309,Horn::N,ښکر,rags
310,Feder::N,بڼکه,гӧн
311,Feder::N,بڼکه,тывборд
312,Feder::N,بڼکه,spalva
313,Fell::N,پوستکی,ку
314,Fell::N,پوستکی,āda
315,Flügel::N,وزر,борд
316,Flügel::N,وزر,spārns
317,Klaue::N,پنجه,гыж
318,Klaue::N,پنجه,nags
319,Klaue::N,منګول,гыж
320,Klaue::N,منګول,nags
321,Kralle::N,پنجه,гыж
322,Kralle::N,پنجه,nags
323,Kralle::N,منګول,гыж
324,Kralle::N,منګول,nags
325,Schwanz::N,لکۍ,бӧж
326,Schwanz::N,لکۍ,ļipa
327,Ei::N,وۍ,кольк
328,Ei::N,وۍ,ola
329,Ei::N,هګۍ,кольк
330,Ei::N,هګۍ,ola
331,Nest::N,جاله,поз
332,Nest::N,جاله,ligzda
333,Bau::N,کاز,горс
334,Bau::N,کاز,пырмӧс
335,Bau::N,کاز,гу
336,Bau::N,کاز,ala
337,Tier::N,ژوی,пемӧс
338,Tier::N,ژوی,dzīvnieks
339,Tier::N,حیوان,пемӧс
340,Tier::N,حیوان,dzīvnieks
341,Herde::N,رمه,стада
342,Herde::N,رمه,кельӧб
343,Herde::N,رمه,ganāmpulks
344,Herde::N,غېله,стада
345,Herde::N,غېله,кельӧб
346,Herde::N,غېله,ganāmpulks
347,Kuh::N,غوا,мӧс
348,Kuh::N,غوا,govs
349,Bulle::N,غوئی,ӧш
350,Bulle::N,غوئی,bullis
351,Pferd::N,آس,вӧв
352,Pferd::N,آس,zirgs
353,Schaf::N,پسه,ыж
354,Schaf::N,پسه,aita
355,Schwein::N,سرکوزی,порсь
356,Schwein::N,سرکوزی,cūka
357,Hund::N,سپی,пон
358,Hund::N,سپی,suns
359,Katze::N,پشه,кань
360,Katze::N,پشه,kaķis
361,Bär::N,خرس,ош
362,Bär::N,خرس,lācis
363,Eichhörnchen::N,خړ لمی,ур
364,Eichhörnchen::N,خړ لمی,vāvere
365,Elch::N,ګوزن,йӧра
366,Elch::N,ګوزن,alnis
367,Fuchs::N,سپلم,руч
368,Fuchs::N,سپلم,lapsa
369,Hase::N,سوی,кӧч
370,Hase::N,سوی,zaķis
371,Maus::N,مږک,шыр
372,Maus::N,مږک,pele
373,Wolf::N,لېوه,кӧин
374,Wolf::N,لېوه,vilks
375,Vogel::N,مرغه,кай
376,Vogel::N,مرغه,лэбач
377,Vogel::N,مرغه,putns
378,Schwarm::N,سېل,чукӧр
379,Schwarm::N,سېل,spiets
380,Huhn::N,چرګه,курӧг
381,Huhn::N,چرګه,vista
382,Hahn::N,چرګ,петук
383,Hahn::N,چرګ,gailis
384,Gans::N,بته,дзодзӧг
385,Gans::N,بته,zoss
386,Adler::N,عقاب,кутш
387,Adler::N,عقاب,ērglis
388,Ente::N,ایلۍ,утка
389,Ente::N,ایلۍ,pīle
390,Eule::N,ګونګی,сюзь
391,Eule::N,ګونګی,pūce
392,Kranich::N,کلنګ,тури
393,Kranich::N,کلنګ,dzērve
394,Krähe::N,کارغه,рака
395,Krähe::N,کارغه,vārna
396,Kuckuck::N,فاخته,кӧк
397,Kuckuck::N,فاخته,dzeguze
398,Schwan::N,قو,юсь
399,Schwan::N,قو,gulbis
400,Fisch::N,کب,чери
401,Fisch::N,کب,zivs
402,Fisch::N,ماهی,чери
403,Fisch::N,ماهی,zivs
404,Schlange[Tier]::N,مار,кый
405,Schlange[Tier]::N,مار,čūska
406,Wurm::N,چینجی,номыр
407,Wurm::N,چینجی,tārps
408,Spinne::N,غڼه,черань
409,Spinne::N,غڼه,zirneklis
410,Spinne::N,تارکښ,черань
411,Spinne::N,تارکښ,zirneklis
412,Ameise::N,مېږی,кодзувкот
413,Ameise::N,مېږی,skudra
414,Laus::N,سپږه,той
415,Laus::N,سپږه,uts
416,Mücke::N,ماشی,ном
417,Mücke::N,ماشی,ods
418,Fliege::N,مچ,гут
419,Fliege::N,مچ,muša
420,Schmetterling::N,پتنګ,бобув
421,Schmetterling::N,پتنګ,tauriņš
422,Beere::N,مېوۍ,тусь
423,Beere::N,مېوۍ,вотӧс
424,Beere::N,مېوۍ,oga
425,Apfel::N,مڼه,яблӧг
426,Apfel::N,مڼه,ābols
427,Pilz::N,خرېړی,тшак
428,Pilz::N,خرېړی,sēne
429,Zwiebel::N,پیاز,луккок
430,Zwiebel::N,پیاز,йӧнгыль
431,Zwiebel::N,پیاز,sīpols
432,Saat::N,تخم,тусь
433,Saat::N,تخم,кӧйдыс
434,Saat::N,تخم,sēkla
435,Korn::N,تخم,тусь
436,Korn::N,تخم,grauds
437,Korn::N,دانه,тусь
438,Korn::N,دانه,grauds
439,Heu::N,بوس,турун
440,Heu::N,بوس,siens
441,Heu::N,پروړه,турун
442,Heu::N,پروړه,siens
443,Schale::N,پوستکی,кор
444,Schale::N,پوستکی,čaula
445,Schale::N,پوستکی,čaumala
446,Grube::N,کنده,гу
447,Grube::N,کنده,bedre
448,Falle::N,دام,лэч
449,Falle::N,دام,slazds
450,Falle::N,دام,lamatas
451,Falle::N,لومه,лэч
452,Falle::N,لومه,slazds
453,Falle::N,لومه,lamatas
454,Schlinge::N,کړۍ,лэч
455,Schlinge::N,کړۍ,cilpa
456,Spur::N,نښه,туй
457,Spur::N,نښه,pēda
458,Asche::N,آس,пӧм
459,Asche::N,آس,pelni
460,Asche::N,ایره,пӧм
461,Asche::N,ایره,pelni
462,Dreck::N,ناپاکي,няйт
463,Dreck::N,ناپاکي,dubļi
464,Eisen::N,اوسپنه,кӧрт
465,Eisen::N,اوسپنه,dzelzs
466,Gold::N,سره زر,зарни
467,Gold::N,سره زر,zelts
468,Silber::N,نقره,эзысь
469,Silber::N,نقره,sudrabs
470,Silber::N,سپین زر,эзысь
471,Silber::N,سپین زر,sudrabs
472,Kohle::N,سکور,шом
473,Kohle::N,سکور,ogle
474,Kohle::N,سکاره,шом
475,Kohle::N,سکاره,ogle
476,Glas::N,ښيښه,стеклӧ
477,Glas::N,ښيښه,stikls
478,Lehm::N,خټه,сёй
479,Lehm::N,خټه,māls
480,Sand::N,شګه,лыа
481,Sand::N,شګه,smiltis
482,Mensch::N,انسان,морт
483,Mensch::N,انسان,cilvēks
484,Mann::N,سړی,аймӧрт
485,Mann::N,سړی,мужичӧй
486,Mann::N,سړی,vīrietis
487,Mann::N,نارینه,аймӧрт
488,Mann::N,نارینه,мужичӧй
489,Mann::N,نارینه,vīrietis
490,Frau::N,ښځه,ань
491,Frau::N,ښځه,нывбаба
492,Frau::N,ښځه,sieviete
493,Kind::N,بچی,кага
494,Kind::N,بچی,bērns
495,Kind::N,ماشوم,кага
496,Kind::N,ماشوم,bērns
497,Junge::N,هلک,пи
498,Junge::N,هلک,zēns
499,Junge::N,هلک,puika
500,Junge::N,هلک,puisis
501,Mädchen::N,نجلۍ,ныв
502,Mädchen::N,نجلۍ,meiča
503,Mädchen::N,نجلۍ,skuķis
504,Mädchen::N,نجلۍ,meitene
505,Familie::N,کورنۍ,семья
506,Familie::N,کورنۍ,ģimene
507,Großvater::N,بابا,пӧль
508,Großvater::N,بابا,vecaistēvs
509,Großmutter::N,انا,баб
510,Großmutter::N,انا,vecāmāte
511,Eltern::N,مور او پلار,ай-мам
512,Eltern::N,مور او پلار,бать-мам
513,Eltern::N,مور او پلار,vecāki
514,Vater::N,پلار,бать
515,Vater::N,پلار,ай
516,Vater::N,پلار,tēvs
517,Mutter::N,مور,мам
518,Mutter::N,مور,māte
519,Sohn::N,زوی,пи
520,Sohn::N,زوی,dēls
521,Tochter::N,لور,ныв
522,Tochter::N,لور,meita
523,Bruder::N,ورور,вок
524,Bruder::N,ورور,brālis
525,Schwester::N,خور,чой
526,Schwester::N,خور,māsa
527,Onkel::N,تره,дядь
528,Onkel::N,تره,tēvocis
529,Onkel::N,ماما,дядь
530,Onkel::N,ماما,tēvocis
531,Tante::N,خاله,тьӧт
532,Tante::N,خاله,tante
533,Ehemann::N,مېړه,верӧс
534,Ehemann::N,مېړه,vīrs
535,Ehefrau::N,مېرمن,гӧтыр
536,Ehefrau::N,مېرمن,sieva
537,Freude::N,خوشحالي,радлун
538,Freude::N,خوشحالي,prieks
539,Gelächter::N,خندا,серам
540,Gelächter::N,خندا,smiekli
541,Glück::N,بخت,шуд
542,Glück::N,بخت,laime
543,Kummer::N,غم,шог
544,Kummer::N,غم,bēdas
545,Kummer::N,غم,raizes
546,Wunsch::N,هيله,кӧсйӧм
547,Wunsch::N,هيله,vēlme
548,Wunsch::N,هيله,vēlējums
549,Wunsch::N,غوښتنه,кӧсйӧм
550,Wunsch::N,غوښتنه,vēlme
551,Wunsch::N,غوښتنه,vēlējums
552,Lust::N,شوق,кыскӧм
553,Lust::N,شوق,радейтӧм
554,Lust::N,شوق,kāre
555,Lust::N,مینه,кыскӧм
556,Lust::N,مینه,радейтӧм
557,Lust::N,مینه,kāre
558,Geist::N,روح,лов
559,Geist::N,روح,gars
560,Gedanke::N,فکر,мӧвп
561,Gedanke::N,فکر,doma
562,Gedächtnis::N,یاد,паметь
563,Gedächtnis::N,یاد,atmiņa
564,Gedächtnis::N,حافظه,паметь
565,Gedächtnis::N,حافظه,atmiņa
566,Verstand::N,عقل,вежӧр
567,Verstand::N,عقل,prāts
568,Verstand::N,شعور,вежӧр
569,Verstand::N,شعور,prāts
570,Sinn::N,معنی,мог
571,Sinn::N,معنی,вежӧртас
572,Sinn::N,معنی,nozīme
573,Grund::N,علت,помка
574,Grund::N,علت,pamats
575,Grund::N,علت,iemesls
576,Grund::N,اساس,помка
577,Grund::N,اساس,pamats
578,Grund::N,اساس,iemesls
579,Wahrheit::N,حقیقت,збыль
580,Wahrheit::N,حقیقت,збыльтор
581,Wahrheit::N,حقیقت,taisnība
582,Wahrheit::N,حقیقت,patiesība
583,Gespräch::N,مرکه,сёрни
584,Gespräch::N,مرکه,saruna
585,Gespräch::N,خبرې اترې,сёрни
586,Gespräch::N,خبرې اترې,saruna
587,Märchen::N,افسانه,мойд
588,Märchen::N,افسانه,pasaka
589,Erzählung::N,قصه,висьт
590,Erzählung::N,قصه,stāsts
591,Erzählung::N,قصه,nostāsts
592,Erzählung::N,کیسه,висьт
593,Erzählung::N,کیسه,stāsts
594,Erzählung::N,کیسه,nostāsts
595,Nachricht::N,خبر,юӧртӧм
596,Nachricht::N,خبر,ziņa
597,Neuigkeit::N,نوی خبر,выльтор
598,Neuigkeit::N,نوی خبر,jaunums
599,Name::N,نوم,ним
600,Name::N,نوم,vārds
601,Rätsel::N,کیسۍ,нӧдкыв
602,Rätsel::N,کیسۍ,mīkla
603,Rätsel::N,چیستان,нӧдкыв
604,Rätsel::N,چیستان,mīkla
605,Rede::N,وینا,сёрни
606,Rede::N,وینا,runa
607,Sprache::N,ژبه,кыв
608,Sprache::N,ژبه,valoda
609,Stimme::N,غږ,гӧлӧс
610,Stimme::N,غږ,вом шы
611,Stimme::N,غږ,balss
612,Stimme::N,اواز,гӧлӧс
613,Stimme::N,اواز,вом шы
614,Stimme::N,اواز,balss
615,Wort::N,لغت,кыв
616,Wort::N,لغت,vārds
617,Wort::N,کلمه,кыв
618,Wort::N,کلمه,vārds
619,Zeichen::N,نښه,пас
620,Zeichen::N,نښه,zīme
621,Zeichen::N,اشاره,пас
622,Zeichen::N,اشاره,zīme
623,Ruf::N,ږغ,чукӧстчӧм
624,Ruf::N,ږغ,корӧм
625,Ruf::N,ږغ,sauciens
626,Ruf::N,بلنه,чукӧстчӧм
627,Ruf::N,بلنه,корӧм
628,Ruf::N,بلنه,sauciens
629,Lärm::N,غالمغال,шы
630,Lärm::N,غالمغال,зык
631,Lärm::N,غالمغال,зычитӧм
632,Lärm::N,غالمغال,troksnis
633,Laut::N,ږغ,шы
634,Laut::N,ږغ,skaņa
635,Ton::N,اواز,шы
636,Ton::N,اواز,tonis
637,Lied::N,غزله,сьылан
638,Lied::N,غزله,сьыланкыв
639,Lied::N,غزله,dziesma
640,Lied::N,سندره,сьылан
641,Lied::N,سندره,сьыланкыв
642,Lied::N,سندره,dziesma
643,Ruhe::N,ارامي,чӧв
644,Ruhe::N,ارامي,miers
645,Leute::N,خلک,йӧз
646,Leute::N,خلک,войтыр
647,Leute::N,خلک,ļaudis
648,Leute::N,خلک,cilvēki
649,Volk::N,ولس,йӧз
650,Volk::N,ولس,войтыр
651,Volk::N,ولس,tauta
652,Arbeit::N,کار,удж
653,Arbeit::N,کار,darbs
654,Gast::N,مېلمه,гӧсть
655,Gast::N,مېلمه,viešņa
656,Gast::N,مېلمه,ciemiņš
657,Geschenk::N,تحفه,козин
658,Geschenk::N,تحفه,dāvana
659,Geschenk::N,سوغات,козин
660,Geschenk::N,سوغات,dāvana
661,Spiel::N,لوبه,ворсан
662,Spiel::N,لوبه,rotaļa
663,Gesellschaft::N,ډله,котыр
664,Gesellschaft::N,ډله,biedrība
665,Gesellschaft::N,ډله,kompānija
666,Hilfe::N,کومک,отсӧг
667,Hilfe::N,کومک,palīdzība
668,Hilfe::N,مرسته,отсӧг
669,Hilfe::N,مرسته,palīdzība
670,Freund::N,ملګری,ёрт
671,Freund::N,ملګری,draugs
672,Kamerad::N,انډيوال,ёрт
673,Kamerad::N,انډيوال,biedrs
674,Angelegenheit::N,موضوع,мог
675,Angelegenheit::N,موضوع,делӧ
676,Angelegenheit::N,موضوع,darīšana
677,Anzahl::N,شمېر,лыд
678,Anzahl::N,شمېر,тшӧт
679,Anzahl::N,شمېر,skaits
680,Anzahl::N,شمېر,daudzums
681,Anzahl::N,تعداد,лыд
682,Anzahl::N,تعداد,тшӧт
683,Anzahl::N,تعداد,skaits
684,Anzahl::N,تعداد,daudzums
685,Art::N,ډول,сикас
686,Art::N,ډول,suga
687,Art::N,ډول,šķira
688,Stück::N,ټوټه,тор
689,Stück::N,ټوټه,gabals
690,Teil::N,برخه,юкӧн
691,Teil::N,برخه,daļa
692,Hälfte::N,نیم,пӧв
693,Hälfte::N,نیم,джын
694,Hälfte::N,نیم,puse
695,Kreis::N,دایره,кытш
696,Kreis::N,دایره,aplis
697,Kreis::N,دایره,riņķis
698,Kreuz::N,صلیب,перна
699,Kreuz::N,صلیب,крест
700,Kreuz::N,صلیب,krusts
701,Linie::N,خط,визь
702,Linie::N,خط,līnija
703,Linie::N,لیکه,визь
704,Linie::N,لیکه,līnija
705,Strich::N,کرښه,визь
706,Strich::N,کرښه,svītra
707,Abstand::N,فاصله,кост
708,Abstand::N,فاصله,коласт
709,Abstand::N,فاصله,atstarpe
710,Entfernung::N,واټن,ылна
711,Entfernung::N,واټن,attālums
712,Entfernung::N,واټن,atstatums
713,Gegend::N,سیمه,му-ва
714,Gegend::N,سیمه,apvidus
715,Gegend::N,سیمه,apgabals
716,Gegend::N,منطقه,му-ва
717,Gegend::N,منطقه,apvidus
718,Gegend::N,منطقه,apgabals
719,Platz::N,ځای,ылдӧс
720,Platz::N,ځای,йир
721,Platz::N,ځای,гӧгӧртас
722,Platz::N,ځای,vieta
723,Ort::N,ځای,ин
724,Ort::N,ځای,места
725,Ort::N,ځای,vieta
726,Seite::N,مخ,бок
727,Seite::N,مخ,ӧтарладор
728,Seite::N,مخ,sāns
729,Seite::N,اړخ,бок
730,Seite::N,اړخ,ӧтарладор
731,Seite::N,اړخ,sāns
732,Mitte::N,وسط,шӧр
733,Mitte::N,وسط,vidus
734,Mitte::N,مینځ,шӧр
735,Mitte::N,مینځ,vidus
736,Gegenstand::N,شی,кӧлуй
737,Gegenstand::N,شی,priekšmets
738,Sache::N,شی,добра
739,Sache::N,شی,lieta
740,Sache::N,څيز,добра
741,Sache::N,څيز,lieta
742,Rand::N,څنډه,дор
743,Rand::N,څنډه,mala
744,Rand::N,څنډه,apmale
745,Rand::N,کناره,дор
746,Rand::N,کناره,mala
747,Rand::N,کناره,apmale
748,Kante::N,اړخ,дор
749,Kante::N,اړخ,šķautne
750,Ecke::N,ګوټ,пельӧс
751,Ecke::N,ګوټ,kakts
752,Ecke::N,ګوټ,stūris
753,Spitze::N,څوکه,йыв
754,Spitze::N,څوکه,smaile
755,Spitze::N,څوکه,galotne
756,Ende::N,څوکه,пом
757,Ende::N,څوکه,gals
758,Ende::N,څوکه,uzgalis
759,Loch::N,سوری,розь
760,Loch::N,سوری,caurums
761,Winkel::N,کنج,пельӧс
762,Winkel::N,کنج,leņķis
763,Winkel::N,کوتی,пельӧс
764,Winkel::N,کوتی,leņķis
765,Muster::N,نمونه,сер
766,Muster::N,نمونه,piemērs
767,Größe::N,قد,ыджда
768,Größe::N,قد,lielums
