,Concept_ID,av,hi
0,Ohr::N,гӏин,कान
1,Ohr::N,гӏин,कर्ण
2,Nase::N,мегӏер,नाक
3,Nase::N,мегӏер,नासा
4,Mund::N,кӏал,मुख
5,Mund::N,кӏал,मुँह
6,Zahn::N,гӏус,दंत
7,Zahn::N,гӏус,दाँत
8,Zunge::N,мацӏ,जीभ
9,Zunge::N,мацӏ,ज़बान
10,Zunge::N,мацӏ,जिह्वा
11,Lippe::N,кӏветӏ,ओंठ
12,Lippe::N,кӏветӏ,होंठ
13,Wange::N,гӏоно,गाल
14,Wange::N,гӏоно,कपोल
15,Gesicht::N,гьумер,मुँह
16,Gesicht::N,гьумер,चेहरा
17,Stirn::N,нодо,माथा
18,Stirn::N,нодо,मस्तक
19,Haar::N,рас,बाल
20,Schnurrbart::N,михъ,मूँछें
21,Bart::N,мегеж,दाढ़ी
22,Kinn::N,нилъу,चिबुक
23,Kiefer[Anatomie]::N,чанагъ,जबड़ा
24,Kehle::N,щекъер,गला
25,Hals::N,габур,गला
26,Hals::N,габур,गरदन
27,Genick::N,гъванща,गरदन
28,Genick::N,гъванща,ग्रीवा
29,Kopf::N,бетӏер,सिर
30,Kopf::N,бетӏер,शीर्ष
31,Rücken::N,мугъ,पीठ
32,Bauch::N,чехь,उदर
33,Nabel::N,цӏину,नाभि
34,Nabel::N,цӏину,ढोंढी
35,Busen::N,керен,कुच
36,Busen::N,керен,स्तन
37,Brust::N,керен,वक्ष
38,Schulter::N,гъажазубетӏер,कंधा
39,Schulter::N,гъажазубетӏер,स्कंध
40,Arm::N,гъеж,बाँह
41,Arm::N,гъеж,बाज़ू
42,Ellenbogen::N,гӏункӏрукь,कुहनी
43,Hand::N,квер,हाथ
44,Hand::N,квер,हस्त
45,Handfläche::N,огъохъат,हथेली
46,Handfläche::N,жанисахъат,हथेली
47,Finger::N,килищ,उँगली
48,Finger::N,килищ,अँगुली
49,Fingernagel::N,малъ,नख
50,Fingernagel::N,малъ,नाख़ून
51,Nagel[Anatomie]::N,малъ,नख
52,Nagel[Anatomie]::N,малъ,नाख़ून
53,Zeh::N,килищ,उँगली
54,Zeh::N,килищ,पाँव की उँगली
55,Fuß::N,хӏетӏ,चरण
56,Fuß::N,хӏетӏ,पाँव
57,Fuß::N,хӏетӏе,चरण
58,Fuß::N,хӏетӏе,पाँव
59,Ferse::N,эгъе,एड़ी
60,Knie::N,наку,जानु
61,Knie::N,наку,घुटना
62,Oberschenkel::N,мачӏ,उरु
63,Bein::N,бох,टाँग
64,Körper::N,къаркъала,तन
65,Körper::N,къаркъала,देह
66,Körper::N,къаркъала,शरीर
67,Haut::N,тӏом,चर्म
68,Haut::N,тӏом,त्वचा
69,Blut::N,би,लहू
70,Blut::N,би,ख़ून
71,Ader::N,бидурихь,रग
72,Ader::N,бидурихь,शिरा
73,Knochen::N,ракьа,अस्थि
74,Gehirn::N,гӏадалнах,दिमाग़
75,Gehirn::N,гӏадалнах,मस्तिष्क
76,Herz::N,ракӏ,दिल
77,Herz::N,ракӏ,हृदय
78,Magen::N,кванирукъ,मेदा
79,Magen::N,кванирукъ,अमाशय
80,Leber::N,тӏул,जिगर
81,Leber::N,тӏул,यकृत्
82,Atem::N,хӏухь,दम
83,Atem::N,хӏухь,साँस
84,Atem::N,хӏухь,श्वास
85,Hunger::N,ракъи,भूख
86,Hunger::N,ракъи,क्षुधा
87,Träne::N,магӏу,आँसू
88,Träne::N,магӏу,अश्रु
89,Geschmack::N,тату,स्वाद
90,Geschmack::N,тату,ज़ायक़ा
91,Geruch::N,махӏ,बू
92,Geruch::N,махӏ,गंध
93,Schlaf::N,макьу,नींद
94,Schlaf::N,макьу,निद्रा
95,Traum::N,макьу,सपना
96,Traum::N,макьу,स्वप्न
97,Himmel::N,зоб,आकाश
98,Himmel::N,зоб,आसमान
99,Sonne::N,бакъ,रवि
100,Sonne::N,бакъ,सूरज
101,Sonne::N,бакъ,सूर्य
102,Mond::N,моцӏ,चाँद
103,Mond::N,моцӏ,चंद्र
104,Stern::N,цӏва,तारा
105,Stern::N,цӏва,सितारा
106,Luft::N,гьава,हवा
107,Luft::N,гьава,वायु
108,Wind::N,гьури,पाद
109,Welle::N,карачел,लहर
110,Welle::N,карачел,तरंग
111,Wasser::N,лъим,जल
112,Wasser::N,лъим,पानी
113,Stein::N,гьецӏо,पत्थर
114,Boden::N,ракь,मिट्टी
115,Erde::N,ракь,भूमि
116,Erde::N,ракь,ज़मीन
117,Erde::N,дуниял,भूमि
118,Erde::N,дуниял,ज़मीन
119,Staub::N,хӏур,धूल
120,Rauch::N,кӏкӏуй,धूआँ
121,Rauch::N,кӏкӏуй,धुम्र
122,Feuer::N,цӏа,आग
123,Feuer::N,цӏа,आतिश
124,Feuer::N,цӏа,अग्नि
125,Licht::N,канлъи,रोशनी
126,Licht::N,канлъи,प्रकाश
127,Schatten::N,рагӏад,छाया
128,Schatten::N,рагӏад,परछाई
129,Wetter::N,гьава-бакъ,ऋतु
130,Wetter::N,гьава-бакъ,मौसम
131,Nebel::N,гӏодобнакӏкӏ,धुँध
132,Nebel::N,гӏодобнакӏкӏ,कुहरा
133,Wolke::N,накӏкӏ,मेघ
134,Wolke::N,накӏкӏ,अभ्र
135,Regen::N,цӏад,मेंह
136,Regen::N,цӏад,बारिश
137,Schnee::N,гӏазу,हिम
138,Schnee::N,гӏазу,बर्फ़
139,Eis::N,цӏер,हिम
140,Eis::N,цӏер,बर्फ़
141,Frost::N,замгьари,ठंड
142,Kälte::N,квач,सर्दी
143,Kälte::N,квач,शीतलता
144,Hitze::N,багӏари,ताप
145,Hitze::N,багӏари,गरमी
146,Raureif::N,мартӏ,पाला
147,Regenbogen::N,нур,इंद्र-धनुष
148,Regenbogen::N,чамбара,इंद्र-धनुष
149,Donner::N,гъугъай,गरज
150,Donner::N,гъугъай,मेघ-गर्जन
151,Donner::N,гъугъади,गरज
152,Donner::N,гъугъади,मेघ-गर्जन
153,Strömung::N,чвахи,बहाव
154,Strömung::N,чвахи,प्रवाह
155,Tropfen::N,резел,बूँद
156,Tropfen::N,тӏинкӏ,बूँद
157,Tropfen::N,къатӏра,बूँद
158,Tropfen::N,тӏенкӏел,बूँद
159,Schaum::N,полоп,झाग
160,Schmutz::N,чороклъи,गंद
161,Schmutz::N,чороклъи,कीचड़
162,See::N,хӏор,झील
163,See::N,хӏор,सरोवर
164,Sumpf::N,хьуцӏ,दलदल
165,Sumpf::N,хьуцӏ,धँसान
166,Wiese::N,мегъ,घास-स्थल
167,Wiese::N,гӏурдаллъи,घास-स्थल
168,Wald::N,рохь,जंगल
169,Hügel::N,гохӏ,टीला
170,Hügel::N,гохӏ,पहाड़
171,Anhöhe::N,сийитма,टीला
172,Anhöhe::N,сийитма,पहाड़ी
173,Berg::N,мегӏер,पहाड़
174,Gipfel::N,тӏогь,शिखर
175,Höhle::N,нохъо,गुहा
176,Höhle::N,нохъо,गुफ़ा
177,Abhang::N,лабаллъи,ढाल
178,Abhang::N,лабаллъи,ढलान
179,Quelle::N,ицц,चश्मा
180,Bach::N,лъар,सोता
181,Bach::N,лъар,नदिका
182,Fluss::N,гӏор,नदी
183,Fluss::N,гӏор,सरिता
184,Ufer::N,рагӏал,तट
185,Ufer::N,рагӏал,किनारा
186,Küste::N,рагӏал,समुद्र-तट
187,Festland::N,ракь,महाद्वीप
188,Festland::N,ракъдаллъи,महाद्वीप
189,Meer::N,ралъад,सागर
190,Meer::N,ралъад,समुद्र
191,Bucht::N,кӏветӏ,खाड़ी
192,Insel::N,чӏинкӏиллъи,टापू
193,Insel::N,чӏинкӏиллъи,द्वीप
194,Blume::N,тӏегь,फूल
195,Blume::N,тӏегь,पुष्प
196,Gras::N,хер,घास
197,Wurzel::N,кьибил,मूल
198,Baum::N,гъветӏ,पेड़
199,Baum::N,гъветӏ,वृक्ष
200,Stamm::N,рохти,धड़
201,Rinde::N,макъар,छाल
202,Rinde::N,макъар,वल्कल
203,Ast::N,ноцӏ,डाल
204,Ast::N,ноцӏ,शाखा
205,Zweig::N,гӏаркьел,टहनी
206,Blatt::N,тӏамах,पत्र
207,Blatt::N,тӏамах,पत्ता
208,Birke::N,мах,भूर्ज
209,Birke::N,махигъветӏ,भूर्ज
210,Kiefer[Baum]::N,накӏкӏигъветӏ,पाइन-वृक्ष
211,Weide[Baum]::N,рицӏцӏ,बेंत
212,Weide[Baum]::N,рицӏцӏигъветӏ,बेंत
213,Tanne::N,ёлка,फ़र
214,Horn::N,лълъар,सींग
215,Horn::N,лълъар,विषाण
216,Feder::N,хӏули,पर
217,Feder::N,хӏули,पंख
218,Fell::N,тӏом,खाल
219,Fell::N,тӏом,पशु-चर्म
220,Fell::N,цӏоко,खाल
221,Fell::N,цӏоко,पशु-चर्म
222,Flügel::N,кваркьи,पंख
223,Flügel::N,кваркьи,डैना
224,Klaue::N,галъ,पंजा
225,Kralle::N,квачӏ,पंजा
226,Kralle::N,квачӏ,नाख़ून
227,Kralle::N,катиквачӏ,पंजा
228,Kralle::N,катиквачӏ,नाख़ून
229,Schwanz::N,рачӏ,पूँछ
230,Ei::N,хоно,अंडा
231,Nest::N,бусен,नीड़
232,Nest::N,бусен,घोंसला
233,Bau::N,каратӏ,बिल
234,Bau::N,каратӏ,माँद
235,Tier::N,хӏайван,पशु
236,Tier::N,хӏайван,जानवर
237,Herde::N,рехъен,गल्ला
238,Herde::N,рехъед,गल्ला
239,Kuh::N,гӏака,गौ
240,Kuh::N,гӏака,गाय
241,Bulle::N,оц,साँड़
242,Pferd::N,чу,अश्व
243,Pferd::N,чу,घोड़ा
244,Schaf::N,чахъу,भेड़
245,Schwein::N,болъон,शूकर
246,Hund::N,гьой,श्वान
247,Hund::N,гьой,कुत्ता
248,Katze::N,кету,बिल्ली
249,Bär::N,ци,रीछ
250,Bär::N,ци,भालू
251,Eichhörnchen::N,гвангва,गिलहरी
252,Fuchs::N,цер,लोमड़ी
253,Hase::N,гӏанкӏ,खरहा
254,Hase::N,гӏанкӏ,ख़रगोश
255,Maus::N,гӏункӏкӏ,मूष
256,Maus::N,гӏункӏкӏ,चूहा
257,Wolf::N,бацӏ,वृक
258,Wolf::N,бацӏ,भेड़िया
259,Vogel::N,хӏинчӏ,पक्षी
260,Vogel::N,хӏинчӏ,चिड़िया
261,Schwarm::N,тӏел,झुंड
262,Huhn::N,гӏанкӏу,मुर्ग़ी
263,Hahn::N,хӏелеко,मुर्ग़ा
264,Gans::N,хъаз,हंस
265,Gans::N,хъаз,हंसिनी
266,Adler::N,цӏум,उक़ाब
267,Ente::N,ордек,बतख़
268,Ente::N,ордек,बत्तक
269,Eule::N,беццаруз,उल्लू
270,Kranich::N,къункъра,सारस
271,Kranich::N,къункъра,क्रौंंच
272,Krähe::N,гъеду,काक
273,Kuckuck::N,гагу,कोयल
274,Kuckuck::N,гагу,कोकिल
275,Schwan::N,хӏанкъва,हंस
276,Schwan::N,хӏанкъва,मराल
277,Fisch::N,ччугӏа,मछली
278,Fisch::N,ччугӏа,मत्स्य
279,Barsch::N,окунь,पर्च
280,Hecht::N,щука,पाइक
281,Schlange[Tier]::N,борохь,सर्प
282,Wurm::N,хӏапара,कृमि
283,Wurm::N,хӏапара,कीड़ा
284,Spinne::N,хъанхъра,लूता
285,Spinne::N,хъанхъра,मकड़ी
286,Ameise::N,цӏунцӏра,चींटी
287,Laus::N,нацӏ,जूँ
288,Mücke::N,кӏкӏара,डाँस
289,Fliege::N,тӏутӏ,मक्खी
290,Fliege::N,тӏутӏ,मक्षिका
291,Schmetterling::N,кӏалкӏучӏ,तितली
292,Apfel::N,гӏеч,सेब
293,Pilz::N,гӏурдахӏан,खुंबी
294,Zwiebel::N,кӏочӏопер,प्याज़
295,Saat::N,хьон,बीज
296,Korn::N,мугь,दाना
297,Heu::N,хер,मूखी घास
298,Schale::N,хъал,बकला
299,Schale::N,хъал,छिलका
300,Grube::N,гвенд,गड्ढा
301,Falle::N,къор,जाल
302,Falle::N,къор,फँदा
303,Falle::N,къотен,जाल
304,Falle::N,къотен,फँदा
305,Schlinge::N,кӏичӏ,फँदा
306,Spur::N,лъалкӏ,सुराग़
307,Spur::N,лъалкӏ,पद-चिह्न
308,Asche::N,рахъу,राख
309,Dreck::N,гъиз,मैल
310,Dreck::N,гъиз,गंदगी
311,Dreck::N,хӏарщ,मैल
312,Dreck::N,хӏарщ,गंदगी
313,Eisen::N,махх,लोहा
314,Gold::N,месед,सोना
315,Gold::N,месед,स्वर्ण
316,Silber::N,гӏарац,रजत
317,Silber::N,гӏарац,चाँदी
318,Kohle::N,тӏурччи,कोयला
319,Glas::N,цӏер,काँच
320,Lehm::N,хӏатӏ,चिकनी मिट्टी
321,Sand::N,сали,रेत
322,Sand::N,сали,बालू
323,Mensch::N,чи,मानव
324,Mensch::N,чи,इनसान
325,Mensch::N,чи,मनुष्य
326,Mann::N,бихьинчи,आदमी
327,Mann::N,бихьинчи,पुरुष
328,Frau::N,гӏадан,औरत
329,Frau::N,гӏадан,महिला
330,Frau::N,гӏадан,स्त्री
331,Kind::N,лъимер,बाल
332,Kind::N,лъимер,बच्चा
333,Junge::N,вас,लड़का
334,Mädchen::N,яс,लड़की
335,Mädchen::N,яс,कुमारी
336,Familie::N,хъизан,परिवार
337,Großvater::N,кӏудада,दादा
338,Großmutter::N,кӏодо,नानी
339,Eltern::N,эбел-эмен,माँ-बाप
340,Eltern::N,эбел-эмен,माता-पिता
341,Vater::N,эмен,बाप
342,Vater::N,эмен,पिता
343,Mutter::N,эбел,माँ
344,Mutter::N,эбел,माता
345,Sohn::N,вас,बेटा
346,Sohn::N,вас,पुत्र
347,Tochter::N,яс,बेटी
348,Tochter::N,яс,पुत्री
349,Bruder::N,вац,भाई
350,Bruder::N,вац,भ्राता
351,Schwester::N,яц,बहन
352,Schwester::N,яц,भगिनी
353,Onkel::N,даци,ताऊ
354,Onkel::N,даци,काका
355,Tante::N,ада,बूआ
356,Tante::N,ада,फूफी
357,Tante::N,ада,ख़ाला
358,Ehemann::N,рос,पति
359,Ehemann::N,рос,शौहर
360,Ehefrau::N,чӏужу,बीवी
361,Freude::N,ракӏбохи,आनंद
362,Freude::N,ракӏбохи,प्रसन्नता
363,Gelächter::N,релъи,हँसी
364,Gelächter::N,релъи,क़हक़हा
365,Glück::N,талихӏ,आनंद
366,Glück::N,талихӏ,ख़ुशी
367,Glück::N,талихӏ-рохел,आनंद
368,Glück::N,талихӏ-рохел,ख़ुशी
369,Kummer::N,хӏалкъай,शोक
370,Kummer::N,хӏалкъай,दुःख
371,Wunsch::N,къасд,इच्छा
372,Wunsch::N,къасд,अभिलाषा
373,Lust::N,гъира,चाह
374,Lust::N,гъира,कामना
375,Geist::N,чӏанкӏ,जान
376,Geist::N,чӏанкӏ,प्राण
377,Geist::N,рухӏ-жан,जान
378,Geist::N,рухӏ-жан,प्राण
379,Gedanke::N,пикру,विचार
380,Verstand::N,лумалъи,समझ
381,Verstand::N,лумалъи,अक़्ल
382,Verstand::N,лумалъи,बुद्धि
383,Verstand::N,цӏодорлъи,समझ
384,Verstand::N,цӏодорлъи,अक़्ल
385,Verstand::N,цӏодорлъи,बुद्धि
386,Sinn::N,магӏна,अर्थ
387,Grund::N,багьана,वजह
388,Grund::N,багьана,कारण
389,Wahrheit::N,ритӏухълъи,सत्य
390,Wahrheit::N,ритӏухълъи,सच्चाई
391,Gespräch::N,накъит,चर्चा
392,Gespräch::N,накъит,वार्ता
393,Gespräch::N,накъит,बात-चीत
394,Märchen::N,маргьа,क़िस्सा
395,Erzählung::N,къиса,कथा
396,Erzählung::N,къиса,कहानी
397,Nachricht::N,хабар,सूचना
398,Nachricht::N,хабар,समाचार
399,Neuigkeit::N,хабар-гӏазаб,ख़बर
400,Neuigkeit::N,хабар-гӏазаб,समाचार
401,Name::N,цӏар,नाम
402,Rätsel::N,бицанкӏо,पहेली
403,Rede::N,речь,वचन
404,Rede::N,речь,भाषण
405,Rede::N,калам,वचन
406,Rede::N,калам,भाषण
407,Sprache::N,мацӏ,भाषा
408,Sprache::N,мацӏ,ज़बान
409,Stimme::N,гьаракь,स्वर
410,Stimme::N,гьаракь,आवाज़
411,Wort::N,рагӏи,शब्द
412,Wort::N,рагӏи,लफ़्ज़
413,Zeichen::N,ишара,निशान
414,Zeichen::N,гӏаламат,निशान
415,Ruf::N,ахӏи,पुकार
416,Ruf::N,ахӏи,आह्वान
417,Lärm::N,хъуй,शोर
418,Lärm::N,хъуй,हुल्लड़
419,Lärm::N,хъуди,शोर
420,Lärm::N,хъуди,हुल्लड़
421,Laut::N,гьаракь,स्वर
422,Laut::N,гьаракь,ध्वनि
423,Laut::N,сас,स्वर
424,Laut::N,сас,ध्वनि
425,Lied::N,кечӏ,गीत
426,Ruhe::N,рахӏат,आराम
427,Ruhe::N,рахӏат,ख़ामोशी
428,Leute::N,гӏадамал,लोग
429,Volk::N,халкъ,क़ौम
430,Volk::N,халкъ,प्रजा
431,Arbeit::N,хӏалтӏи,काम
432,Gast::N,гьобол,अतिथि
433,Gast::N,гьобол,मेहमान
434,Geschenk::N,сайигъат,उपहार
435,Geschenk::N,сайигъат,तोहफ़ा
436,Spiel::N,хӏай,खेल
437,Spiel::N,хӏай,क्रीड़ा
438,Spiel::N,расанди,खेल
439,Spiel::N,расанди,क्रीड़ा
440,Gesellschaft::N,жамагӏат,साथ
441,Hilfe::N,кумек,मदद
442,Hilfe::N,кумек,सहायता
443,Freund::N,гьудул,मित्र
444,Kamerad::N,гьалмагъ,साथी
445,Kamerad::N,гьалмагъ,कामरेड
446,Angelegenheit::N,къваригӏел,बात
447,Angelegenheit::N,къваригӏел,मामला
448,Anzahl::N,рикӏкӏен,तादाद
449,Anzahl::N,рикӏкӏен,संख्या
450,Art::N,жинс,तरह
451,Art::N,жинс,क़िस्म
452,Stück::N,кесек,फाँक
453,Stück::N,кесек,टुकड़ा
454,Teil::N,пай,भाग
455,Teil::N,пай,हिस्सा
456,Hälfte::N,бащдаб,अर्धभाग
457,Kreis::N,гор,चक्कर
458,Kreuz::N,хъанч,सलीब
459,Kreuz::N,хъанч,क्रूस
460,Linie::N,мухъ,लाइन
461,Strich::N,хӏучч,लकीर
462,Abstand::N,манзил,अंतर
463,Abstand::N,манзил,फ़ासला
464,Entfernung::N,манзил,दूरी
465,Entfernung::N,манзил,फ़ासला
466,Gegend::N,рахъ,इलाक़ा
467,Platz::N,бакӏ,जगह
468,Platz::N,бакӏ,स्थान
469,Ort::N,бакӏ,स्थल
470,Ort::N,бакӏ,स्थान
471,Seite::N,рахъ,ओर
472,Seite::N,рахъ,तरफ़
473,Mitte::N,бакьулъбакӏ,बीच
474,Mitte::N,бакьулъбакӏ,मध्य
475,Gegenstand::N,жо,चीज़
476,Gegenstand::N,жо,पदार्थ
477,Sache::N,жо,चीज़
478,Sache::N,жо,वस्तु
479,Rand::N,мицӏир,छोर
480,Rand::N,мицӏир,उपांत
481,Kante::N,рагӏал,कोर
482,Kante::N,рагӏал,किनारा
483,Kante::N,рагӏа-ракьан,कोर
484,Kante::N,рагӏа-ракьан,किनारा
485,Ecke::N,цили,कोना
486,Ecke::N,цили,नुक्कड़
487,Spitze::N,тӏогь,नोक
488,Ende::N,кӏал,छोर
489,Ende::N,кӏал,सिरा
490,Loch::N,каратӏ,छेद
491,Loch::N,каратӏ,सूराख़
492,Muster::N,накъиш,नमूना
493,Muster::N,накъиш,डिज़ाइन
494,Größe::N,кӏодо́лъи,परिमाण
495,Größe::N,кӏодо́лъи,विस्तार
496,Länge::N,халалъи,लंबाई
497,Höhe::N,борхалъи,ऊँचाई
498,Höhe::N,борхалъи,उच्चता
499,Gewicht::N,бакӏлъи,भार
500,Gewicht::N,бакӏлъи,वज़न
501,Haufen::N,гъуни,ढेर
502,Haufen::N,гъуни,अंबार
