,Concept_ID,av,hi
503,Reihe::N,ирга́,क़तार
504,Reihe::N,ирга́,पंक्ति
505,Boot::N,раса,नाव
506,Boot::N,раса,नौका
507,Ruder::N,раххан,चप्पू
508,Schlitten::N,чанагъ,बर्फ़-गाड़ी
509,Ski::N,лыжаби,स्की
510,Lagerfeuer::N,цӏа,अलाव
511,Lagerfeuer::N,цӏа,कैंप-फ़ायर
512,Last::N,бакӏлъи,भार
513,Gang::N,хьвади,चाल
514,Gang::N,хьвада-чӏвади,चाल
515,Schritt::N,гали,डग
516,Schritt::N,гали,क़दम
517,Norden::N,шимал,उत्तर
518,Süden::N,юг,दक्खिन
519,Süden::N,къибла,दक्खिन
520,Westen::N,гъарб,पश्चिम
521,Westen::N,магъриб,पश्चिम
522,Osten::N,шаркъ,पूरब
523,Osten::N,машрикъ,पूरब
524,Holz::N,цӏул,काठ
525,Holz::N,цӏул,काष्ठ
526,Brett::N,хъарщи,पटरा
527,Brett::N,хъарщи,तख़्ता
528,Platte::N,къоно,फलक
529,Platte::N,къоно,तख़्ता
530,Stange::N,гӏер,छड़
531,Stange::N,гӏер,बाँस
532,Stock::N,тӏил,लाठी
533,Stab::N,гӏер,लग्गा
534,Rohr::N,турба,नल
535,Haus::N,ригь,घर
536,Haus::N,ригь,मकान
537,Haus::N,рукъзал,घर
538,Haus::N,рукъзал,मकान
539,Heim::N,рукъ,घर
540,Heim::N,рукъ,गृह
541,Ofen::N,печь,चूल्हा
542,Fußboden::N,чӏабар,फ़र्श
543,Tisch::N,стол,मेज़
544,Stuhl::N,бакӏу,कुरसी
545,Wiege::N,кини,पालना
546,Wiege::N,кини,हिंडोला
547,Bett::N,кровать,खाट
548,Bett::N,кровать,पलंग
549,Regal::N,хъарщи,शेल्फ़
550,Kiste::N,ящик,पेटी
551,Kiste::N,ящик,डिब्बा
552,Kiste::N,тӏалагъуд,पेटी
553,Kiste::N,тӏалагъуд,डिब्बा
554,Fenster::N,гордо,खिड़की
555,Tür::N,нуцӏа,द्वार
556,Tür::N,нуцӏа,दरवाज़ा
557,Tor::N,каву,फाटक
558,Zaun::N,раци,बाड़ा
559,Dach::N,тӏох,छत
560,Dach::N,тӏох,छप्पर
561,Leiter::N,мали,सीढ़ी
562,Besen::N,жул,झाड़ू
563,Besen::N,жул,बुहारी
564,Spaten::N,бел,कुदाल
565,Schaufel::N,раххан,बेलचा
566,Schaufel::N,раххан,फावड़ा
567,Gabel::N,гӏучӏ,काँटा
568,Löffel::N,гъуд,चम्मच
569,Messer::N,нус,छुरा
570,Messer::N,нус,चाक़ू
571,Nagel::N,магӏ,कील
572,Nagel::N,магӏ,मेख़
573,Netz::N,гьин,जाल
574,Haken::N,гъанцӏа,अंकुश
575,Griff::N,гӏоркь,मूठ
576,Griff::N,гӏоркь,हत्था
577,Schloss::N,кӏулал,ताला
578,Bild::N,сурат,चित्र
579,Puppe::N,нани,पुतली
580,Puppe::N,нани,गुड़िया
581,Beutel::N,таргьа,झोला
582,Bündel::N,къай,पुलिंदा
583,Tasche::N,сумка,बेग
584,Tasche::N,сумка,बस्ता
585,Tasche::N,къвачӏа,बेग
586,Tasche::N,къвачӏа,बस्ता
587,Eimer::N,ведро,बाल्टी
588,Deckel::N,тӏалъел,ढक्कन
589,Deckel::N,дадитӏалъел,ढक्कन
590,Geschirr::N,цӏарагӏ,बरतन-भाँड़े
591,Sack::N,хъап,बोरा
592,Sack::N,къандалъо,बोरा
593,Tasse::N,чашка,प्याला
594,Topf::N,хьаг,देग़चा
595,Kessel::N,хьаг,देग़
596,Kessel::N,хьаг,बटलोई
597,Kessel::N,гереги,देग़
598,Kessel::N,гереги,बटलोई
599,Essen::N,тӏагӏам,खाना
600,Nahrung::N,квен,भोजन
601,Speise::N,квен,खाना
602,Speise::N,квен,व्यंजन
603,Fleisch::N,гьан,मांस
604,Fleisch::N,гьан,गोश्त
605,Getreide::N,бугӏа-ролъ,अनाज
606,Getreide::N,могьолабл_культураби,अनाज
607,Brei::N,карщ,भरता
608,Brei::N,карщ,दलिया
609,Brot::N,чед,रोटी
610,Scheibe::N,мочӏу,कतला
611,Fett::N,беэнлъи,वसा
612,Fett::N,беэнлъи,चरबी
613,Butter::N,нах,मक्खन
614,Öl::N,нах,तेल
615,Salz::N,цӏам,नमक
616,Suppe::N,чурпа,सूप
617,Suppe::N,чурпа,शोरबा
618,Honig::N,гьоцӏо,शहद
619,Milch::N,рахь,दूध
620,Tee::N,чай,चाय
621,Leder::N,тӏом,चमड़ा
622,Wolle::N,квас,ऊन
623,Stoff::N,ххам,कपड़ा
624,Nadel::N,рокӏкӏен,सूई
625,Faden::N,кун,डोरा
626,Knopf::N,маргъал,बटन
627,Knopf::N,маргъал,घुंडी
628,Knoten::N,гарацӏ,गाँठ
629,Knoten::N,гарацӏ,गुत्थी
630,Farbe::N,релъен,रंग
631,Farbe::N,релъен,वर्ण
632,Kleidung::N,ретӏел,पहनावा
633,Hemd::N,гурде,कुरता
634,Hemd::N,гурде,क़मीज़
635,Kragen::N,габур,गरदनी
636,Kragen::N,габур,गरेबान
637,Ärmel::N,къвал,आस्तीन
638,Hose::N,тӏажу,पैंट
639,Hose::N,тӏажу,पतलून
640,Gürtel::N,рачел,पेटी
641,Gürtel::N,рачел,मेखला
642,Mütze::N,тӏагъур,टोपी
643,Stiefel::N,этек,बूट
644,Stiefel::N,чакма,बूट
645,Ring::N,баргъич,अँगूठी
646,Band::N,лента,पट्टी
647,Kamm::N,гьоркьо,कंघी
648,Spiegel::N,матӏу,आईना
649,Spiegel::N,матӏу,दर्पण
650,Riemen::N,рижу,तसमा
651,Riemen::N,рижу,पट्टा
652,Decke::N,одея́ло,रज़ाई
653,Kissen::N,къандалъо,तकिया
654,Kissen::N,къандалъо,गाद्दा
655,Tuch::N,квархьи,रूमाल
656,Tuch::N,квархьи,वस्त्र
657,Handtuch::N,беркӏалрацӏцӏ,अँगोछा
658,Kraft::N,гуч,ज़ोर
659,Kraft::N,гуч,शक्ति
660,Kraft::N,къуват,ज़ोर
661,Kraft::N,къуват,शक्ति
662,Stärke::N,хӏалкӏвей,बल
663,Stärke::N,хӏалкӏвей,ताक़त
664,Gesundheit::N,сахлъи́,स्वास्थ्य
665,Gesundheit::N,сахлъи́,तंदुरुस्ती
666,Krankheit::N,унти,रोग
667,Krankheit::N,унти,बीमारी
668,Krankheit::N,щокълъи,रोग
669,Krankheit::N,щокълъи,बीमारी
670,Schmerz::N,унти,दर्द
671,Schmerz::N,унти,पीड़ा
672,Wunde::N,ругъун,घाव
673,Wunde::N,ругъун,ज़ख़्म
674,Fieber::N,цӏа-кан,ज्वर
675,Fieber::N,цӏа-кан,बुख़ार
676,Arznei::N,дару,दवा
677,Arznei::N,дару,औषाधि
678,Brücke::N,кьо,पुल
679,Brücke::N,кьо,सेतु
680,Brunnen::N,гъуй,कुआँ
681,Weide::N,рицӏцӏ,चरागाह
682,Weide::N,лъичӏирма,चरागाह
683,Weide::N,гӏурдаллъи,चरागाह
684,Weide::N,ри́цӏигъветӏ,चरागाह
685,Weide::N,рицӏцӏигъветӏ,चरागाह
686,Pfad::N,сухъмахъ,पथ
687,Pfad::N,сухъмахъ,पगडंडी
688,Weg::N,нух,मार्ग
689,Straße::N,нух,राह
690,Straße::N,нух,रास्ता
691,Dorf::N,росу,गाँव
692,Dorf::N,росу,ग्राम
693,Stadt::N,шагьар,शहर
694,Brief::N,кагъат,ख़त
695,Brief::N,кагъат,पत्र
696,Brief::N,кагъат,चिट्ठी
697,Brief::N,рисалат,ख़त
698,Brief::N,рисалат,पत्र
699,Brief::N,рисалат,चिट्ठी
700,Buch::N,тӏехь,किताब
701,Buch::N,тӏехь,पुस्तक
702,Buchstabe::N,хӏарп,अक्षर
703,Zeitung::N,газет,अख़बार
704,Zeitung::N,газет,समाचार-पत्र
705,Leben::N,яшав,जीवन
706,Leben::N,яшав,ज़िंदगी
707,Tod::N,хвел,मौत
