,Concept_ID,ru,ca
857,schreiten::V,шагать,procedir
858,spazierengehen::V,гулять,passejar
859,eilen::V,спешить,anar corrent
860,sich beeilen::V,торопиться,afanyar-se
861,sausen::V,мчаться,córrer
862,rennen::V,бегать,córrer
863,springen::V,прыгать,saltar
864,klettern::V,лазать,escalar
865,schaukeln::V,раскачиваться,gronxar-se
866,schaukeln::V,раскачиваться,balancejar-se
867,kriechen::V,ползать,reptar
868,kriechen::V,ползать,arrossegar-se
869,schwimmen::V,плавать,nadar
870,tauchen::V,нырять,bussejar
871,tauchen::V,нырять,submergir-se
872,rudern::V,грести,remar
873,fahren::V,ехать,anar
874,fliegen::V,летать,volar
875,gehen::V,идти,caminar
876,weggehen::V,уйти,anar-se'n
877,abfahren::V,отправиться,partir
878,anhalten::V,остановиться,aturar-se
879,hineingehen::V,входить,entrar
880,eintreten::V,войти,entrar
881,kommen::V,прийти,venir
882,ankommen::V,прибыть,arribar
883,zurückkommen::V,возвратиться,tornar
884,bleiben::V,остаться,quedar-se
885,warten::V,ждать,esperar
886,erwarten::V,ожидать,esperar
887,suchen::V,искать,buscar
888,finden::V,найти,trobar
889,versuchen::V,пытаться,intentar
890,vorbereiten::V,подготовить,preparar
891,lieben::V,любить,estimar
892,mögen::V,любить,agradar a
893,lachen::V,смеяться,riure
894,rühren::V,растрогать,commoure
895,rühren::V,растрогать,emocionar
896,weinen::V,плакать,plorar
897,schimpfen::V,ругаться,renyar
898,sich ärgern::V,сердиться,enfadar-se
899,sich fürchten::V,бояться,tenir por
900,fürchten::V,бояться,témer
901,fliehen::V,убегать,fugir
902,flüchten::V,убежать,refugiar-se
903,sehen::V,видеть,veure
904,anschauen::V,посмотреть,mirar
905,ansehen::V,смотреть,mirar
906,hören::V,слышать,oir
907,zuhören::V,слушать,escoltar
908,probieren::V,пробовать,provar
909,riechen::V,нюхать,olorar
910,fühlen::V,чувствовать,sentīr
911,scheinen::V,казаться,semblar
912,zu sehen sein::V,виднеться,poder-se veure
913,vernehmen::V,услышать,percebre
914,frieren::V,мерзнуть,tenir fred
915,tun::V,делать,fer
916,können::V,мочь,poder
917,können::V,уметь,poder
918,wollen::V,хотеть,voler
919,anfangen::V,начать,iniciar
920,beenden::V,закончить,acabar
921,aufhören::V,перестать,deixar
922,gelingen::V,удаться,sortir bé
923,geraten::V,оказаться,sortir
924,öffnen::V,открыть,obrir
925,schließen::V,закрыть,tancar
926,stellen::V,поставить,posar
927,stellen::V,поставить,col·locar
928,setzen::V,посадить,assentar
929,legen::V,класть,posar
930,berühren::V,трогать,tocar
931,verbinden::V,связать,unir
932,verbinden::V,связать,connectar
933,bedecken::V,покрыть,tapar
934,bedecken::V,покрыть,cobrir
935,aufhängen::V,повесить,penjar
936,anzünden::V,зажечь,encendre
937,aufheben::V,поднять,aixecar
938,zurücklassen::V,оставить,deixar
939,verlieren::V,потерять,pērdre
940,fallen lassen::V,уронить,deixar caure
941,machen::V,сделать,fer
942,herstellen::V,изготовить,producir
943,bauen::V,строить,construir
944,reparieren::V,чинить,reparar
945,verbessern::V,улучшить,millorar
946,ändern::V,изменить,canviar
947,graben::V,копать,cavar
948,beugen::V,согнуть,doblegar
949,biegen::V,погнуть,corbar
950,biegen::V,погнуть,arquejar
951,drehen::V,вертеть,girar
952,wenden::V,повернуть,girar
953,umdrehen::V,перевернуть,voltar
954,heben::V,поднимать,pujar
955,heben::V,поднимать,aixecar
956,hochheben::V,поднять,aixecar
957,ergreifen::V,схватить,agafar
958,halten::V,держать,mantenir
959,drücken::V,нажимать,prémer
960,drücken::V,нажимать,estrènyer
961,schieben::V,толкать,empènyer
962,kratzen::V,скрести,raspar
963,lecken::V,лизать,llepar
964,beißen::V,кусать,mossegar
965,abreißen::V,оторвать,arrencar
966,abschneiden::V,отрезать,tallar
967,binden::V,вязать,lligar
968,stecken::V,воткнуть,ficar
969,brechen::V,сломать,trencar
970,klopfen::V,стучать,trucar
971,hauen::V,бить,picar
972,hauen::V,бить,colpejar
973,kleben::V,клеить,enganxar
974,reiben::V,тереть,fregar
975,streichen::V,намазать,untar
976,schleifen::V,точить,afilar
977,schleifen::V,точить,esmolar
978,schneiden::V,резать,tallar
979,rütteln::V,шатать,sacsejar
980,schütteln::V,трясти,agitar
981,schütteln::V,трясти,sacsejar
982,schwenken::V,махать,agitar
983,schütten::V,налить,abocar
984,füllen::V,наполнить,omplir
985,einwickeln::V,завернуть,embolicar
986,tragen::V,нести,dur
987,tragen::V,нести,portar
988,schleppen::V,тащить,arrossegar
989,ziehen::V,тянуть,tirar
990,ziehen::V,тянуть,estirar
991,aufbewahren::V,хранить,conservar
992,werfen::V,бросать,llançar
993,fangen::V,ловить,agafar
994,fangen::V,ловить,atrapar
995,packen::V,схватить,engrapar
996,verstecken::V,спрятать,amagar
997,teilen::V,разделить,dividir
998,schicken::V,посылать,enviar
999,bringen::V,принести,portar
1000,hinzufügen::V,добавить,afegir
1001,bekommen::V,достать,obtenir
1002,erhalten::V,получить,rebre
1003,nehmen::V,взять,prendre
1004,wählen::V,выбрать,triar
1005,wählen::V,выбрать,elegir
1006,auswählen::V,отобрать,escollir
1007,auswählen::V,отобрать,seleccionar
1008,bewahren::V,сохранить,conservar
1009,behindern::V,препятствовать,impedir
1010,behindern::V,препятствовать,obstaculitzar
1011,verderben::V,испортить,espatllar
1012,beschädigen::V,повредить,danyar
1013,beschädigen::V,повредить,destrossar
1014,zerbrechen::V,разбить,trencar
1015,zerreißen::V,разорвать,estripar
1016,zerstören::V,разрушить,destruir
1017,verbrennen::V,сжечь,cremar
1018,geben::V,дать,donar
1019,reichen::V,передать,passar
1020,schenken::V,дарить,regalar
1021,versprechen::V,обещать,prometre
1022,wünschen::V,желать,desitjar
1023,loben::V,хвалить,elogiar
1024,küssen::V,целовать,fer un petó a
1025,wiegen::V,качать,bressolar
1026,zudecken::V,накрыть,tapar
1027,zudecken::V,накрыть,cobrir
1028,wecken::V,разбудить,despertar
1029,zeigen::V,показать,mostrar
1030,zeigen::V,показать,ensenyar
1031,führen::V,вести,guiar
1032,führen::V,вести,conduir
1033,lehren::V,учить,ensenyar
1034,unterrichten::V,преподавать,ensenyar
1035,aufziehen::V,воспитать,criar
1036,leiten::V,руководить,dirigir
1037,antreiben::V,подгонять,impel·lir
1038,lassen::V,заставить,fer
1039,einladen::V,пригласить,invitar
1040,einladen::V,пригласить,convidar
1041,vereinigen::V,объединить,unir
1042,besuchen::V,посетить,visitar
1043,besuchen::V,посетить,anar a veure
1044,treffen::V,встретить,trobar
1045,sich versammeln::V,собраться,reunir-se
1046,spielen::V,играть,jugar
1047,singen::V,петь,cantār
1048,tanzen::V,плясать,ballar
1049,tanzen::V,танцевать,ballar
1050,sich trennen::V,расстаться,separar-se
1051,verlassen::V,покинуть,deixar
1052,verlassen::V,покинуть,abandonar
1053,retten::V,спасти,salvar
1054,bewachen::V,охранять,vigilar
1055,schützen::V,уберегать,protegir
1056,verteidigen::V,защитить,defensar
1057,sich schlagen::V,драться,barallar-se
1058,schießen::V,стрелять,tirar
1059,schießen::V,стрелять,disparar
1060,siegen::V,победить,vèncer
1061,ärgern::V,сердить,enfadar
1062,schlagen::V,ударить,pegar
1063,schlagen::V,ударить,colpejar
1064,treten::V,пинать,donar un cop de peu a
1065,stechen::V,уколоть,punxar
1066,stechen::V,уколоть,apunyalar
1067,stoßen::V,толкнуть,empènyer
1068,stehlen::V,украсть,robar
1069,stören::V,помешать,molestar
1070,belästigen::V,надоедать,importunar
1071,verbergen::V,скрыть,amagar
1072,verbergen::V,скрыть,ocultar
1073,täuschen::V,обмануть,enganyar
1074,betrügen::V,смошенничать,estafar
1075,töten::V,убить,matar
1076,wohnen::V,проживать,vīure
1077,wohnen::V,проживать,habitar
1078,arbeiten::V,работать,treballar
1079,sammeln::V,собрать,col·leccionar
1080,pflücken::V,рвать,collir
1081,pflücken::V,срывать,collir
1082,jagen::V,охотиться,caçar
1083,fischen::V,рыбачить,pescar
1084,fassen::V,поймать,atrapar
1085,hüten::V,пасти,pasturar
1086,treiben::V,гнать,arriar
1087,anbinden::V,привязать,lligar
1088,füttern::V,кормить,donar menjar a
1089,melken::V,доить,munyir
1090,hacken::V,рубить,picar
1091,hacken::V,рубить,tallar
1092,gießen::V,полить,regar
1093,reifen::V,созреть,madurar
1094,zubereiten::V,приготовить,preparar
1095,kochen::V,варить,coure
1096,backen::V,печь,coure al forn
1097,braten::V,жарить,rostir
1098,umrühren::V,перемешать,remenar
1099,stricken::V,вязать,tricotar
1100,stricken::V,вязать,fer punt de mitja
1101,nähen::V,шить,cosir
1102,färben::V,покрасить,tenyir
1103,reinigen::V,очистить,netejar
1104,waschen::V,стирать,rentār
1105,abwischen::V,вытереть,eixugar
1106,spülen::V,полоскать,esbandir
1107,fegen::V,подметать,escombrar
1108,kehren::V,мести,escombrar
1109,baden::V,купаться,banyar-se
1110,sich waschen::V,мыться,rentār-se
1111,ausziehen::V,снять,treure's
1112,anziehen::V,надеть,posar-se
1113,sich anziehen::V,одеться,vestir-se
1114,kämmen::V,причесать,pentinar
1115,schmücken::V,украсить,adornar
1116,sagen::V,сказать,dir
1117,sprechen::V,говорить,parlar
1118,reden::V,разговаривать,parlar
1119,sich unterhalten::V,беседовать,conversar
1120,fragen::V,спросить,preguntar
1121,bitten::V,просить,demanar
1122,erzählen::V,рассказать,contar
1123,erzählen::V,рассказать,explicar
1124,mitteilen::V,сообщить,comunicar
1125,nennen::V,назвать,nomenar
1126,rufen::V,звать,cridar
1127,prahlen::V,хвастаться,lloar-se
1128,prahlen::V,хвастаться,jactar-se
1129,übersetzen::V,перевести,traduir
1130,denken::V,думать,pensar
1131,glauben::V,верить,creure
1132,bemerken::V,заметить,notar
1133,erkennen::V,узнать,reconèixer
1134,begreifen::V,понять,comprendre
1135,begreifen::V,постичь,comprendre
1136,verstehen::V,услышать,entendre
1137,lernen::V,учиться,aprendre
1138,wissen::V,знать,saber
1139,sich erinnern an::V,вспомнить,recordar
1140,vergessen::V,забыть,oblidar
1141,messen::V,мерить,mesurar
1142,zählen::V,считать,comptar
1143,rechnen::V,считать,calcular
1144,lesen::V,читать,llegir
1145,malen::V,рисовать,pintar
1146,zeichnen::V,рисовать,dibuixar
1147,schreiben::V,писать,escrīure
1148,besitzen::V,иметь,posseir
1149,kaufen::V,купить,comprar
1150,verkaufen::V,продать,vendre
1151,bezahlen::V,заплатить,pagar
1152,zahlen::V,платить,pagar per
1153,beherrschen::V,владеть,dominar
1154,ertragen::V,вытерпеть,aguantar
