,Concept_ID,nl,sl
829,alles::PRN,alles,vsè
830,ich::PRN,ik,jàz
831,du::PRN,je,tí
832,du::PRN,jij,tí
833,er::PRN,hij,òn
834,wir::PRN,we,mí
835,wir::PRN,wij,mí
836,ihr::PRN,jullie,ví
837,sie::PRN,ze,ôni
838,sie::PRN,zij,ôni
839,was::FPRN,wat,káj
840,wer::FPRN,wie,kdó
841,wo::FADV,waar,kjé
842,wohin::FADV,waarheen,kám
843,wie::FADV,hoe,kakó
844,warum::FADV,waarom,zakáj
845,wieviel::FNUM,hoeveel,kóliko
846,eins::NUM,één,êden
847,zwei::NUM,twee,dvá
848,drei::NUM,drie,trí
849,vier::NUM,vier,štíri
850,fünf::NUM,vijf,pét
851,sechs::NUM,zes,šést
852,sieben::NUM,zeven,sédem
853,acht::NUM,acht,ósem
854,neun::NUM,negen,devét
855,zehn::NUM,tien,desét
856,elf::NUM,elf,enájst
857,zwölf::NUM,twaalf,dvánajst
858,zwanzig::NUM,twintig,dvájset
859,dreißig::NUM,dertig,trídeset
860,vierzig::NUM,veertig,štírideset
861,fünfzig::NUM,vijftig,pétdeset
862,sechzig::NUM,zestig,šéstdeset
863,siebzig::NUM,zeventig,sédemdeset
864,achtzig::NUM,tachtig,ósemdeset
865,neunzig::NUM,negentig,devétdeset
866,hundert::NUM,honderd,stó
867,tausend::NUM,duizend,tísoč
868,und::CNJ,en,in
869,oder::CNJ,of,áli
870,stehen::V,staan,státi
871,sitzen::V,zitten,sedéti
872,liegen::V,liggen,ležáti
873,hängen::V,hangen,viséti
874,werden::V,worden,postáti
875,passieren::V,gebeuren,zgodíti se
876,beginnen::V,beginnen,začéti se
877,enden::V,eindigen,končáti se
878,wechseln::V,wijzigen,ménjati se
879,wechseln::V,veranderen,ménjati se
880,aufgehen[Sonne]::V,opgaan,vzíti
881,untergehen[Sonne]::V,ondergaan,zaíti
882,scheinen[Sonne]::V,schijnen,sijáti
883,donnern::V,donderen,grméti
884,wehen::V,waaien,píhati
885,strömen::V,stromen,líti
886,fließen::V,vloeien,têči
887,sich drehen::V,draaien,vrtéti se
888,sich drehen::V,zich draaien,vrtéti se
889,schwanken::V,wankelen,kolébati
890,schwingen::V,zwieren,níhati
891,fallen::V,vallen,pádati
892,brennen::V,branden,goréti
893,rauchen::V,roken,kadíti se
894,regnen::V,regenen,deževáti
895,gefrieren::V,bevriezen,zmŕzniti
896,tauen::V,dooien,tájati
897,schmelzen::V,smelten,kopnéti
898,trocknen::V,drogen,sušíti se
899,sieden::V,koken,kipéti
900,sieden::V,zieden,kipéti
901,faulen::V,rotten,gníti
902,verfaulen::V,verrotten,zgníti
903,reißen::V,scheuren,tŕgati se
904,versinken::V,verzinken,pogrézniti se
905,vergehen::V,vergaan,miníti
906,erscheinen::V,opdagen,pojáviti se
907,erscheinen::V,verschijnen,pojáviti se
908,verschwinden::V,verdwijnen,izgíniti
909,sinken::V,zinken,péšati
910,abnehmen::V,afnemen,pojémati
911,abnehmen::V,verminderen,pojémati
912,zunehmen::V,toenemen,véčati se
913,zunehmen::V,toenemen,množíti se
914,steigen::V,stijgen,dvígati se
915,steigen::V,omhooggaan,dvígati se
916,wachsen::V,groeien,rásti
917,glänzen::V,glanzen,sijáti
918,glänzen::V,schitteren,sijáti
919,funkeln::V,fonkelen,ískriti se
920,lärmen::V,lawaai maken,ropotáti
921,lärmen::V,lawaai maken,razgrájati
922,läuten::V,luiden,zvoníti
923,klingeln::V,bellen,zvončkljáti
924,klirren::V,rinkelen,žvenketáti
925,brausen::V,bruisen,šuméti
926,rauschen::V,ruisen,šuštéti
927,rauschen::V,ruisen,šelestéti
928,klingen::V,klinken,zvenéti
929,bellen::V,blaffen,lájati
930,heulen::V,huilen,zavíjati
931,blasen::V,blazen,píhniti
932,pfeifen::V,fluiten,pískati
933,pfeifen::V,fluiten,žvížgati
934,schreien::V,gillen,kričáti
935,schreien::V,schreeuwen,kričáti
936,stöhnen::V,steunen,stókati
937,zittern::V,beven,drgetáti
938,zittern::V,sidderen,drgetáti
939,leben::V,leven,živéti
940,geboren werden::V,geboren worden,rodíti se
941,atmen::V,ademen,díhati
942,trinken::V,drinken,píti
943,essen::V,eten,jésti
944,schlucken::V,slikken,požírati
945,müde werden::V,moe worden,péšati
946,müde werden::V,moe worden,utrúditi se
947,einschlafen::V,inslapen,zaspáti
948,schlafen::V,slapen,spáti
949,aufwachen::V,ontwaken,zbudíti se
950,aufwachen::V,wakker worden,zbudíti se
951,aufstehen::V,opstaan,vstáti
952,sich erholen::V,zich ontspannen,oddahníti se
953,krank werden::V,ziek worden,oboléti
954,krank sein::V,ziek zijn,bíti bolán
955,schmerzen::V,pijn doen,boléti
956,husten::V,hoesten,kášljati
957,genesen::V,genezen,okrévati
958,sterben::V,sterven,umréti
959,sterben::V,overlijden,umréti
960,umkommen::V,omkomen,pogíniti
961,sich bewegen::V,zich bewegen,zganíti se
962,sich rühren::V,zich verroeren,premakníti se
963,sich erheben::V,oprijzen,vstájati
964,sich erheben::V,oprijzen,vzdígniti se
965,sich erheben::V,verrijzen,vstájati
966,sich erheben::V,verrijzen,vzdígniti se
967,sich setzen::V,gaan zitten,sésti
968,hinfallen::V,vallen,pásti dôl
969,hinfallen::V,neervallen,pásti dôl
970,laufen::V,lopen,hodíti
971,schreiten::V,stappen,stópati
972,schreiten::V,schrijden,stópati
973,spazierengehen::V,gaan wandelen,na sprehòd íti
974,eilen::V,ijlen,drvéti
975,eilen::V,haasten,drvéti
976,sich beeilen::V,zich haasten,hitéti
977,sausen::V,stuiven,dírkati
978,rennen::V,rennen,dírjati
979,springen::V,springen,skákati
980,klettern::V,klimmen,plézati
981,klettern::V,klauteren,plézati
982,schaukeln::V,schommelen,kolébati
983,kriechen::V,kruipen,pláziti se
984,schwimmen::V,zwemmen,plávati
985,tauchen::V,duiken,potápljati se
986,rudern::V,roeien,vesláti
987,fahren::V,rijden,vozíti se
988,fahren::V,rijden,peljáti se
989,fliegen::V,vliegen,létati
990,gehen::V,gaan,íti
991,weggehen::V,weggaan,odíti
992,abfahren::V,vertrekken,odpeljáti se
993,anhalten::V,stoppen,ustáviti se
994,anhalten::V,stilhouden,ustáviti se
995,hineingehen::V,ingaan,íti nóter
996,hineingehen::V,binnengaan,íti nóter
997,eintreten::V,binnenkomen,vstopíti
998,kommen::V,komen,príti
999,ankommen::V,aankomen,prispéti
1000,ankommen::V,aankomen,prihájati
1001,zurückkommen::V,terugkomen,vrníti se
1002,bleiben::V,blijven,ostáti
1003,warten::V,wachten,čákati
1004,erwarten::V,verwachten,pričakováti
1005,suchen::V,zoeken,iskáti
1006,finden::V,vinden,nájti
1007,versuchen::V,proberen,poskúšati
1008,versuchen::V,beproeven,poskúšati
1009,vorbereiten::V,voorbereiden,pripráviti
1010,lieben::V,houden van,ljubíti
1011,mögen::V,lusten,márati
1012,mögen::V,houden van,márati
1013,lachen::V,lachen,smejáti se
1014,rühren::V,roeren,ganíti
1015,weinen::V,huilen,jókati
1016,weinen::V,huilen,plákati
1017,weinen::V,schreien,jókati
1018,weinen::V,schreien,plákati
1019,schimpfen::V,kijven,psováti
1020,schimpfen::V,kijven,zmérjati
1021,schimpfen::V,schelden,psováti
1022,schimpfen::V,schelden,zmérjati
1023,sich ärgern::V,zich ergeren,jezíti se
1024,sich fürchten::V,bang zijn,báti se
1025,fürchten::V,vrezen,báti se
1026,fliehen::V,vluchten,bežáti
1027,flüchten::V,ontsnappen,pobégniti
1028,flüchten::V,ontkomen,pobégniti
1029,sehen::V,zien,vídeti
1030,anschauen::V,aankijken,oglédati
1031,ansehen::V,aanzien,glédati
1032,ansehen::V,bekijken,glédati
1033,hören::V,horen,slíšati
1034,zuhören::V,luisteren,poslúšati
1035,probieren::V,proeven,poskúšati
1036,riechen::V,ruiken,dúhati
1037,fühlen::V,voelen,čutíti
1038,scheinen::V,lijken,zdéti se
1039,zu sehen sein::V,te zien zijn,vídeti se
1040,vernehmen::V,vernemen,čúti
1041,frieren::V,het koud hebben,zébsti
1042,tun::V,doen,délati
1043,können::V,kunnen,môči
1044,wollen::V,willen,hotéti
1045,anfangen::V,beginnen,začéti
1046,anfangen::V,aanvangen,začéti
1047,beenden::V,beëindigen,dokončáti
1048,aufhören::V,ophouden,prenéhati
1049,gelingen::V,lukken,uspéti
1050,gelingen::V,lukken,posréčiti se
1051,gelingen::V,gelukken,uspéti
1052,gelingen::V,gelukken,posréčiti se
1053,geraten::V,uitvallen,obnêsti se
1054,öffnen::V,openen,odpréti
1055,öffnen::V,opendoen,odpréti
1056,schließen::V,sluiten,zapréti
1057,schließen::V,dichtdoen,zapréti
1058,stellen::V,stellen,postáviti
1059,stellen::V,plaatsen,postáviti
1060,setzen::V,zetten,posadíti
1061,setzen::V,plaatsen,posadíti
1062,legen::V,leggen,položíti
1063,berühren::V,aanraken,dotíkati se
1064,verbinden::V,verbinden,obvézati
1065,bedecken::V,bedekken,pokríti
1066,aufhängen::V,ophangen,obésiti
1067,anzünden::V,aansteken,zažgáti
1068,aufheben::V,oprapen,vzdígniti
1069,zurücklassen::V,achterlaten,zapustíti
1070,verlieren::V,verliezen,izgubíti
1071,fallen lassen::V,laten vallen,navréči
1072,machen::V,maken,naredíti
1073,machen::V,maken,napráviti
1074,herstellen::V,produceren,izdélati
1075,herstellen::V,voortbrengen,izdélati
1076,bauen::V,bouwen,gradíti
1077,reparieren::V,repareren,popráviti
1078,reparieren::V,herstellen,popráviti
1079,verbessern::V,verbeteren,izbóljšati
1080,ändern::V,wijzigen,spremeníti
1081,ändern::V,veranderen,spremeníti
1082,graben::V,graven,kopáti
1083,graben::V,graven,grêbsti
1084,beugen::V,buigen,upogníti
1085,biegen::V,buigen,zavíjati
1086,drehen::V,draaien,vrtéti
1087,wenden::V,keren,obrníti
1088,wenden::V,wenden,obrníti
1089,umdrehen::V,omdraaien,zasúkati
1090,heben::V,heffen,dvígati
1091,heben::V,optillen,dvígati
1092,hochheben::V,tillen,privzdígniti
1093,ergreifen::V,pakken,zgrábiti
1094,ergreifen::V,grijpen,zgrábiti
1095,halten::V,houden,držáti
1096,drücken::V,drukken,tiščáti
1097,schieben::V,duwen,ríniti
1098,schieben::V,schuiven,ríniti
1099,kratzen::V,krassen,práskati
1100,lecken::V,likken,lízati
1101,beißen::V,bijten,grísti
1102,abreißen::V,afrukken,odtŕgati
1103,abreißen::V,afscheuren,odtŕgati
1104,abschneiden::V,afsnijden,odrézati
1105,binden::V,binden,vézati
1106,stecken::V,steken,vtakníti
1107,brechen::V,breken,lomíti
1108,klopfen::V,kloppen,tólči
1109,hauen::V,houwen,séči
1110,kleben::V,plakken,lépiti
1111,reiben::V,wrijven,tréti
1112,reiben::V,wrijven,dŕgniti
1113,streichen::V,smeren,namázati
1114,schleifen::V,slijpen,brúsiti
1115,schneiden::V,snijden,rézati
1116,rütteln::V,schudden,strésti
1117,schütteln::V,schudden,majáti
1118,schwenken::V,wuiven,obrníti
1119,schwenken::V,zwaaien,obrníti
1120,schütten::V,gieten,sípati
1121,schütten::V,storten,sípati
1122,füllen::V,vullen,napolníti
1123,einwickeln::V,inwikkelen,zavíti
1124,tragen::V,dragen,nêsti
1125,schleppen::V,slepen,vláčiti
1126,ziehen::V,trekken,vléči
1127,aufbewahren::V,bewaren,shranjeváti
1128,werfen::V,gooien,lúčati
1129,fangen::V,vangen,ujéti
1130,packen::V,pakken,prijéti
1131,packen::V,vastpakken,prijéti
1132,verstecken::V,verstoppen,skríti
1133,teilen::V,delen,razdelíti
1134,schicken::V,sturen,pošíljati
1135,bringen::V,brengen,prinêsti
1136,hinzufügen::V,toevoegen,pristáviti
1137,bekommen::V,verkrijgen,dobíti
1138,erhalten::V,krijgen,prejéti
1139,nehmen::V,nemen,vzéti
1140,wählen::V,kiezen,izbírati
1141,wählen::V,verkiezen,izbírati
1142,auswählen::V,uitkiezen,izbráti
1143,bewahren::V,bewaren,ohraníti
1144,behindern::V,hinderen,ovírati
1145,verderben::V,bederven,pokváriti
1146,beschädigen::V,beschadigen,poškodováti
1147,zerbrechen::V,breken,razlomíti
1148,zerbrechen::V,stukbreken,razlomíti
1149,zerreißen::V,scheuren,raztŕgati
1150,zerreißen::V,verscheuren,raztŕgati
1151,zerstören::V,vernielen,razrúšiti
1152,verbrennen::V,branden,sežgáti
1153,verbrennen::V,verbranden,sežgáti
1154,geben::V,geven,dáti
1155,reichen::V,reiken,séči
1156,reichen::V,reiken,molíti
1157,reichen::V,aanreiken,séči
1158,reichen::V,aanreiken,molíti
1159,schenken::V,schenken,podáriti
1160,versprechen::V,beloven,obljubíti
1161,wünschen::V,wensen,vóščiti
1162,loben::V,loven,hváliti
1163,loben::V,prijzen,hváliti
1164,küssen::V,kussen,poljubováti
1165,wiegen::V,wiegen,zíbati
1166,zudecken::V,toedekken,pokríti
1167,wecken::V,wekken,zbudíti
1168,zeigen::V,tonen,pokázati
1169,zeigen::V,wijzen,pokázati
1170,führen::V,voeren,vêsti
1171,lehren::V,leren,učíti
1172,unterrichten::V,onderwijzen,poučeváti
1173,aufziehen::V,grootbrengen,vzgojíti
1174,leiten::V,leiden,uprávljati
1175,antreiben::V,aandrijven,goníti
1176,lassen::V,laten,povzročíti
1177,einladen::V,uitnodigen,povábiti
1178,vereinigen::V,verenigen,zdrúžiti
1179,besuchen::V,bezoeken,obiskáti
1180,treffen::V,treffen,pogodíti
1181,treffen::V,ontmoeten,pogodíti
1182,sich versammeln::V,zich verzamelen,zbráti se
1183,spielen::V,spelen,igráti se
1184,singen::V,zingen,péti
1185,tanzen::V,dansen,plésati
1186,sich trennen::V,van elkaar gaan,ločíti se
1187,verlassen::V,verlaten,zapustíti
1188,retten::V,redden,réšiti
1189,bewachen::V,bewaken,strážiti
1190,schützen::V,beschermen,sčítiti
1191,verteidigen::V,verdedigen,braníti
1192,sich schlagen::V,knokken,têpsti se
1193,schießen::V,schieten,stréljati
1194,siegen::V,overwinnen,zmágati
1195,ärgern::V,ergeren,jezíti
1196,ärgern::V,ergeren,razbúriti
1197,schlagen::V,slaan,têpsti
1198,schlagen::V,slaan,udáriti
1199,treten::V,trappen,teptáti
1200,treten::V,schoppen,teptáti
1201,stechen::V,steken,ubôsti
1202,stechen::V,prikken,ubôsti
1203,stoßen::V,stoten,peháti
1204,stoßen::V,stoten,drégniti
1205,stehlen::V,stelen,ukrásti
1206,stehlen::V,stelen,pokrásti
1207,stören::V,storen,motíti
1208,stören::V,verstoren,motíti
1209,belästigen::V,lastig vallen,nadlegováti
1210,verbergen::V,verbergen,skríti
1211,täuschen::V,misleiden,slepíti
1212,betrügen::V,bedriegen,várati
1213,betrügen::V,bedriegen,ogoljufáti
1214,töten::V,doden,ubíti
1215,wohnen::V,wonen,prebívati
1216,arbeiten::V,werken,délati
1217,sammeln::V,inzamelen,zbráti
1218,sammeln::V,verzamelen,zbráti
1219,pflücken::V,plukken,obráti
1220,jagen::V,jagen,lovíti
1221,fischen::V,vissen,ribáriti
1222,fassen::V,vangen,zajéti
1223,hüten::V,hoeden,pásti
1224,treiben::V,drijven,pogánjati
1225,anbinden::V,vastbinden,privézati
1226,füttern::V,voeren,kŕmiti
1227,melken::V,melken,mólsti
1228,hacken::V,hakken,sékati
1229,gießen::V,gieten,ulíti
1230,reifen::V,rijpen,zoréti
1231,zubereiten::V,klaarmaken,pripráviti
1232,zubereiten::V,toebereiden,pripráviti
1233,kochen::V,koken,kúhati
1234,backen::V,bakken,cvréti
1235,braten::V,braden,pêči
1236,umrühren::V,omroeren,preméšati
1237,stricken::V,breien,plêsti
1238,nähen::V,naaien,šívati
1239,färben::V,verven,bárvati
1240,färben::V,kleuren,bárvati
1241,reinigen::V,reinigen,očístiti
1242,waschen::V,wassen,opráti
1243,abwischen::V,afvegen,obrísati
1244,spülen::V,spoelen,splakováti
1245,spülen::V,afwassen,splakováti
1246,fegen::V,vegen,pométati
1247,kehren::V,vegen,mésti
1248,baden::V,baden,kópati se
1249,sich waschen::V,zich wassen,umíti se
1250,ausziehen::V,uittrekken,izvléči
1251,anziehen::V,aantrekken,obléči
1252,sich anziehen::V,zich aankleden,obléči se
1253,kämmen::V,kammen,česáti
1254,schmücken::V,tooien,okrasíti
1255,sagen::V,zeggen,dejáti
1256,sprechen::V,spreken,govoríti
1257,reden::V,praten,rêči
1258,sich unterhalten::V,zich onderhouden,razgovárjati se
1259,fragen::V,vragen,vprášati
1260,bitten::V,vragen,prosíti
1261,bitten::V,verzoeken,prosíti
1262,erzählen::V,vertellen,práviti
1263,mitteilen::V,meedelen,naznániti
1264,nennen::V,noemen,imenováti
1265,rufen::V,roepen,klícati
1266,prahlen::V,pralen,baháti se
1267,übersetzen::V,vertalen,prevêsti
1268,denken::V,denken,mísliti
1269,glauben::V,geloven,verjéti
1270,bemerken::V,bemerken,opáziti
1271,erkennen::V,herkennen,spoznáti
1272,begreifen::V,begrijpen,pôjmiti
1273,verstehen::V,verstaan,razuméti
1274,lernen::V,leren,učíti se
1275,wissen::V,weten,znáti
1276,wissen::V,weten,védeti
1277,sich erinnern an::V,zich herinneren aan,spómniti se
1278,vergessen::V,vergeten,pozábiti
1279,messen::V,meten,mériti
1280,zählen::V,tellen,štéti
1281,rechnen::V,rekenen,račúnati
1282,lesen::V,lezen,bráti
1283,lesen::V,lezen,čítati
1284,malen::V,schilderen,slíkati
1285,zeichnen::V,tekenen,rísati
1286,schreiben::V,schrijven,písati
1287,besitzen::V,bezitten,iméti
1288,kaufen::V,kopen,kupíti
1289,verkaufen::V,verkopen,prodáti
1290,bezahlen::V,betalen,pláčati
1291,zahlen::V,betalen,plačeváti
1292,beherrschen::V,beheersen,obvládati
1293,ertragen::V,verdragen,prenêsti
