,Concept_ID,ba,sv
790,du::PRN,һин,du
791,er::PRN,ул,han
792,wir::PRN,беҙ,vi
793,ihr::PRN,һеҙ,ni
794,sie::PRN,улар,de
795,was::FPRN,ә,vad
796,was::FPRN,ни,vad
797,was::FPRN,нәмә,vad
798,wer::FPRN,ҡем,vem
799,wo::FADV,ҡайҙа,var
800,wohin::FADV,ҡайҙа,vart
801,wie::FADV,инидәй,hur
802,warum::FADV,ин өсөн,varför
803,wieviel::FNUM,күпме,hur mycket
804,eins::NUM,бер,en
805,eins::NUM,бер,ett
806,zwei::NUM,ике,två
807,zwei::NUM,икәү,två
808,drei::NUM,өс,tre
809,vier::NUM,дүрт,fyra
810,fünf::NUM,биш,fem
811,sechs::NUM,алты,sex
812,sieben::NUM,ете,sju
813,acht::NUM,һигеҙ,åtta
814,neun::NUM,туғыҙ,nio
815,zehn::NUM,ун,tio
816,elf::NUM,ун бер,elva
817,zwölf::NUM,ун ике,tolv
818,zwanzig::NUM,егерме,tjugo
819,dreißig::NUM,утыҙ,trettio
820,vierzig::NUM,ҡырҡ,fyrtio
821,fünfzig::NUM,илле,femtio
822,sechzig::NUM,алтмыш,sextio
823,siebzig::NUM,етмеш,sjuttio
824,achtzig::NUM,һикһән,åttio
825,neunzig::NUM,туҡһан,nittio
826,hundert::NUM,йөҙ,hundra
827,tausend::NUM,мең,tusen
828,und::CNJ,да,och
829,oder::CNJ,йәки,eller
830,stehen::V,тороу,stå
831,sitzen::V,ултырыу,sitta
832,liegen::V,ятыу,ligga
833,hängen::V,аҫылынып тороу,hänga
834,werden::V,булыу,bli
835,passieren::V,булыу,ske
836,passieren::V,булыу,hända
837,beginnen::V,башлау,börja
838,enden::V,бөтөү,ända
839,enden::V,тамамланыү,ända
840,wechseln::V,үҙгәреү,växla
841,aufgehen[Sonne]::V,ҡалҡыу,gå upp
842,untergehen[Sonne]::V,байыу,gå ned
843,scheinen[Sonne]::V,яҡтыртып тороу,skina
844,donnern::V,күкрәү,dundra
845,wehen::V,иҫеү,blåsa
846,strömen::V,ташыу,forsa
847,strömen::V,ташыу,strömma
848,fließen::V,ағыу,flyta
849,sich drehen::V,әйләнеү,snurra
850,schwanken::V,тирбәлеү,vackla
851,schwingen::V,бәүетеү,svinga
852,fallen::V,йығылыу,falla
853,brennen::V,яныу,brinna
854,rauchen::V,төтәү,ryka
855,regnen::V,ямғыр яуа,regna
856,gefrieren::V,туңыү,frysa
857,tauen::V,иреү,töa
858,schmelzen::V,иреү,smälta
859,trocknen::V,кибеү,torka
860,sieden::V,ҡайнау,koka
861,sieden::V,ҡайнау,sjuda
862,faulen::V,сереу,ruttna
863,verfaulen::V,сереу,ruttna
864,reißen::V,өҙөү,brista
865,reißen::V,йыртылыу,brista
866,versinken::V,батыу,sjunka
867,vergehen::V,үтеү,förgå
868,erscheinen::V,килеп сығыу,synas
869,erscheinen::V,килеп сығыу,visa sig
870,verschwinden::V,юғалыу,försvinna
871,sinken::V,түбәнәйеү,sjunka
872,abnehmen::V,кәметеү,avta
873,abnehmen::V,кәметеү,minskas
874,zunehmen::V,артыу,tilltaga
875,steigen::V,күтәрелеү,stiga
876,wachsen::V,үҫеү,växa
877,glänzen::V,ялтырау,glimma
878,funkeln::V,баҙлау,tindra
879,funkeln::V,баҙлау,gnistra
880,lärmen::V,шаулау,bråka
881,lärmen::V,шаулау,väsnas
882,läuten::V,ҡағыу,ringa
883,klingeln::V,ҡағыу,ringa
884,klingeln::V,шылтыратыу,ringa
885,klirren::V,шылтыратыу,klirra
886,brausen::V,ҡотороноу,brusa
887,rauschen::V,шыптырлау,susa
888,klingen::V,яңғырау,låta
889,klingen::V,яңғырау,klinga
890,bellen::V,өрөү,skälla
891,heulen::V,олоу,yla
892,heulen::V,олоу,tjuta
893,blasen::V,өрөү,blåsa
894,pfeifen::V,һызғырып ебәреү,vissla
895,schreien::V,ҡысҡырыу,skrika
896,stöhnen::V,уңғырашыу,stöna
897,zittern::V,ҡалтырау,darra
898,zittern::V,ҡалтырау,skälva
899,leben::V,йәшәү,leva
900,geboren werden::V,тыуыу,födas
901,atmen::V,тын алыү,andas
902,trinken::V,эсеү,dricka
903,essen::V,ашау,äta
904,schlucken::V,йотоу,svälja
905,müde werden::V,арыу,tröttna
906,einschlafen::V,йоҡлап китеү,somna
907,schlafen::V,йоҡлау,sova
908,aufwachen::V,уяныу,vakna
909,aufstehen::V,тороу,stiga upp
910,sich erholen::V,ял итеү,repa sig
911,sich erholen::V,ял итеү,hämta sig
912,krank werden::V,сирләү,insjukna
913,krank sein::V,сирләү,vara sjuk
914,schmerzen::V,ауыртыу,smärta
915,schmerzen::V,ауыртыу,göra ont
916,husten::V,йүтәлләү,hosta
917,genesen::V,һауығыу,tillfriskna
918,sterben::V,үлеү,dö
919,umkommen::V,һәләк булыу,omkomma
920,sich bewegen::V,хәрәкәт итеү,röra sig
921,sich rühren::V,ҡуҙғалыу,röra på sig
922,sich erheben::V,тороу,resa sig
923,sich setzen::V,ултырыу,sätta sig
924,hinfallen::V,ҡолау,falla omkull
925,laufen::V,йөрөү,löpa
926,schreiten::V,атлау,skrida
927,spazierengehen::V,ял итеп йороү,promenera
928,eilen::V,ашығыу,ila
929,eilen::V,ҡабаланыу,ila
930,sich beeilen::V,ашығыу,skynda sig
931,sich beeilen::V,ҡабаланыу,skynda sig
932,sausen::V,елеү,susa
933,rennen::V,йүгеп йөрөү,löpa
934,rennen::V,йүгеп йөрөү,springa
935,springen::V,һикереү,hoppa
936,klettern::V,үрмәләү,klättra
937,klettern::V,үрмәләп менеү,klättra
938,schaukeln::V,сайҡалыу,gunga
939,kriechen::V,шыуышыу,kräla
940,schwimmen::V,йоҙөү,simma
941,tauchen::V,сумыу,dyka
942,rudern::V,ишеү,ro
943,fahren::V,йөрөү,köra
944,fliegen::V,осоу,flyga
945,gehen::V,барыу,gå
946,weggehen::V,китеү,gå bort
947,abfahren::V,сығыу,resa
948,abfahren::V,сығыу,avresa
949,anhalten::V,тукталыу,stanna
950,hineingehen::V,инеү,gå in
951,eintreten::V,инеү,träda in
952,kommen::V,килеү,komma
953,ankommen::V,килеү,ankomma
954,zurückkommen::V,ҡайтыу,återkomma
955,bleiben::V,ҡалыу,bli
956,bleiben::V,ҡалыу,förbli
957,warten::V,көтөп тороу,vänta
958,erwarten::V,көтөү,vänta
959,suchen::V,эҙләү,leta
960,finden::V,табыу,finna
961,versuchen::V,тырышып ҡарау,försöka
962,vorbereiten::V,әҙерләү,förbereda
963,lieben::V,яратыу,älska
964,mögen::V,һөйөү,tycka om
965,mögen::V,яратыу,tycka om
966,lachen::V,көлөү,skratta
967,rühren::V,ҡағылыу,röra
968,weinen::V,илау,gråta
969,schimpfen::V,һүгенеү,skälla
970,schimpfen::V,тиргәнеү,skälla
971,schimpfen::V,һуҡраныу,skälla
972,sich ärgern::V,асыуланыу,förargas
973,sich fürchten::V,ҡурҡыу,vara rädd
974,fürchten::V,ҡурҡыу,frukta
975,fliehen::V,ҡасыу,fly
976,fliehen::V,ҡасыу,rymma
977,flüchten::V,ҡасыу,fly
978,sehen::V,күреү,se
979,anschauen::V,ҡарау,se på
980,anschauen::V,ҡарау,betrakta
981,ansehen::V,ҡарау,åse
982,ansehen::V,тикшереү,åse
983,hören::V,ишетеү,höra
984,zuhören::V,тыңлау,höra på
985,zuhören::V,тыңлау,lyssna till
986,probieren::V,татыу,smaka
987,probieren::V,татыу,smaka på
988,riechen::V,еҫкәү,lukta
989,fühlen::V,тойоу,känna
990,scheinen::V,кеүек күренеү,verka
991,scheinen::V,кеүек күренеү,tyckas
992,scheinen::V,тойолоу,verka
993,scheinen::V,тойолоу,tyckas
994,zu sehen sein::V,күренеү,synas
995,zu sehen sein::V,күренеү,kunna ses
996,vernehmen::V,ишетеү,få veta
997,vernehmen::V,ишетеү,förnimma
998,frieren::V,туңыү,frysa
999,tun::V,яһау,göra
1000,tun::V,әшләү,göra
1001,können::V,алыу,kunna
1002,können::V,мөмкин булыу,kunna
1003,wollen::V,теләү,vilja
1004,anfangen::V,башлау,börja
1005,beenden::V,бөтөрөү,avsluta
1006,beenden::V,тамамлау,avsluta
1007,aufhören::V,туктау,sluta
1008,aufhören::V,туктау,upphöra
1009,gelingen::V,уңышлы булыу,lyckas
1010,geraten::V,булып сығыу,bli
1011,öffnen::V,асыу,öppna
1012,schließen::V,йомоу,låsa
1013,schließen::V,йомоу,stänga
1014,stellen::V,ҡуйыу,ställa
1015,setzen::V,урынлаштырыу,sätta
1016,legen::V,һалыу,lägga
1017,berühren::V,тейеү,beröra
1018,berühren::V,ҡағылыу,beröra
1019,verbinden::V,ҡушыу,förbinda
1020,verbinden::V,бәйләү,förbinda
1021,bedecken::V,ҡаплау,täcka
1022,bedecken::V,ҡаплау,betäcka
1023,aufhängen::V,элеү,hänga
1024,aufhängen::V,элеү,hänga upp
1025,anzünden::V,тоҡандырыу,tända
1026,anzünden::V,тоҡандырыу,antända
1027,anzünden::V,тоҡандырыу,tända på
1028,aufheben::V,мендереү,lyfta
1029,zurücklassen::V,ҡалдырыу,lämna
1030,zurücklassen::V,ҡалдырыу,efterlämna
1031,verlieren::V,юғалтыу,mista
1032,verlieren::V,юғалтыу,förlora
1033,fallen lassen::V,төшөрөп ебәреү,tappa
1034,fallen lassen::V,төшөрөп ебәреү,släppa
1035,machen::V,яһау,göra
1036,machen::V,эшләү,göra
1037,herstellen::V,эшләп сығарыу,tillverka
1038,herstellen::V,эшләп сығарыу,framställa
1039,bauen::V,төҙөү,bygga
1040,reparieren::V,төҙәтеү,reparera
1041,verbessern::V,яҡшыртыу,rätta
1042,verbessern::V,яҡшыртыу,förbättra
1043,ändern::V,үҙгәртеү,ändra
1044,ändern::V,үҙгәртеү,förändra
1045,graben::V,ҡаҙыу,gräva
1046,beugen::V,бөгөү,böja
1047,biegen::V,бөгөү,böja
1048,biegen::V,бөгөү,kröka
1049,drehen::V,өйрөлтөү,vrida
1050,drehen::V,әйләндереү,vrida
1051,wenden::V,әйләндереү,vända
1052,umdrehen::V,түңкәреү,vrida om
1053,heben::V,күтәреү,häva
1054,heben::V,мендереү,häva
1055,hochheben::V,күтәреү,lyfta
1056,ergreifen::V,тотоп алыу,gripa
1057,halten::V,тотоу,hålla
1058,drücken::V,ҡыҫыу,trycka
1059,schieben::V,этеү,skjuta
1060,schieben::V,төртөү,skjuta
1061,kratzen::V,ҡырыу,riva
1062,kratzen::V,ҡырыу,skrapa
1063,lecken::V,ялау,slicka
1064,beißen::V,тешләү,bita
1065,abreißen::V,өҙөү,slita_av
1066,abreißen::V,өҙөү,riva_av
1067,abschneiden::V,ҡырҡыу,skära av
1068,binden::V,бәйләү,binda
1069,stecken::V,ҡаҙау,sticka
1070,brechen::V,боҙоу,bryta
1071,brechen::V,боҙоу,brista
1072,klopfen::V,шаҡылдау,banka
1073,klopfen::V,шаҡылдау,klappa
1074,hauen::V,туҡмау,hugga
1075,kleben::V,йәбештереү,klistra
1076,reiben::V,ыуыу,gnida
1077,reiben::V,ышҡыу,gnida
1078,streichen::V,яғыу,smörja
1079,schleifen::V,үткерләү,slipa
1080,schneiden::V,ҡырҡыу,skära
1081,schneiden::V,ҡырҡыу,klippa
1082,rütteln::V,һелкетеү,skaka
1083,schütteln::V,һелкетеү,rista
1084,schwenken::V,болғау,svänga
1085,schütten::V,ҡойоу,hälla
1086,füllen::V,тултырыу,fylla
1087,einwickeln::V,төрөү,slå in
1088,einwickeln::V,төрөү,veckla in
1089,tragen::V,алып барыу,bära
1090,schleppen::V,һөйрәү,släpa
1091,ziehen::V,тартыу,dra
1092,aufbewahren::V,һаҡлау,förvara
1093,aufbewahren::V,һаҡлау,ta vara på
1094,werfen::V,ырғытыу,kasta
1095,fangen::V,тотоу,fånga
1096,packen::V,етеү,gripa
1097,packen::V,етеү,gripa tag
1098,packen::V,тотоп алыу,gripa
1099,packen::V,тотоп алыу,gripa tag
1100,verstecken::V,йәшереү,gömma
1101,teilen::V,бүлеү,dela
1102,schicken::V,ебәреү,skicka
1103,bringen::V,килтереү,bringa
1104,hinzufügen::V,өтәү,tillägga
1105,bekommen::V,алыу,få
1106,bekommen::V,алыу,erhålla
1107,erhalten::V,алыу,få
1108,erhalten::V,алыу,erhålla
1109,nehmen::V,алыу,ta
1110,nehmen::V,алыу,taga
1111,wählen::V,һайлаү,välja
1112,auswählen::V,һайлап алыу,utvälja
1113,bewahren::V,һаҡлау,bevara
1114,behindern::V,тотҡарлыҡ яһау,hindra
1115,behindern::V,тотҡарлыҡ яһау,förhindra
1116,verderben::V,боҙоу,förstöra
1117,beschädigen::V,боҙоу,skada
1118,zerbrechen::V,ҡыйратыу,bryta isär
1119,zerbrechen::V,ҡыйратыу,bryta sönder
1120,zerreißen::V,йыртыу,riva sönder
1121,zerreißen::V,йыртыу,slita sönder
1122,zerstören::V,емереү,förstöra
1123,verbrennen::V,үртәү,bränna
1124,verbrennen::V,үртәү,bränna upp
1125,geben::V,биреү,ge
1126,reichen::V,биреү,räcka
1127,schenken::V,бүләк итеү,skänka
1128,versprechen::V,вәғәҙә биреү,lova
1129,wünschen::V,теләу,önska
1130,loben::V,маҡтау,lova
1131,loben::V,маҡтау,beröma
1132,küssen::V,үбеү,pussa
1133,wiegen::V,бәүетеү,vagga
1134,wiegen::V,тирбәтеү,vagga
1135,zudecken::V,ҡаплау,täcka
1136,wecken::V,уятыу,väcka
1137,zeigen::V,күрһәтеү,visa
1138,führen::V,етәкләү,föra
1139,lehren::V,уҡытыу,lära
1140,lehren::V,өйрәтеү,lära
1141,unterrichten::V,уҡытыу,undervisa
1142,aufziehen::V,тәрбиәле,uppfostra
1143,leiten::V,етәкләү,leda
1144,leiten::V,етәкселек итеү,leda
1145,antreiben::V,ашыҡтырыу,driva på
1146,lassen::V,мәжбүр итеү,få att
1147,einladen::V,саҡырыу,bjuda
1148,einladen::V,саҡырыу,inbjuda
1149,vereinigen::V,берләштереү,förena
1150,besuchen::V,килеп сығыу,besöka
1151,treffen::V,тойоү,möta
1152,treffen::V,тойоү,träffa
1153,treffen::V,осратыу,möta
1154,treffen::V,осратыу,träffa
1155,treffen::V,ҡаршылау,möta
1156,treffen::V,ҡаршылау,träffa
1157,sich versammeln::V,йыйылыу,församla sig
1158,spielen::V,тартыу,leka
1159,spielen::V,тартыу,spela
1160,singen::V,йырлау,sjunga
1161,tanzen::V,бейеү,dansa
1162,sich trennen::V,айырылышыу,skiljas
1163,verlassen::V,ташлау,lämna
1164,verlassen::V,ташлау,överge
1165,verlassen::V,ташлап китеү,lämna
1166,verlassen::V,ташлап китеү,överge
1167,retten::V,ҡотҡарыу,rädda
1168,bewachen::V,һаҡлау,bevaka
1169,schützen::V,һаҡлау,skydda
1170,schützen::V,һаҡлау,beskydda
1171,verteidigen::V,яҡлау,försvara
1172,sich schlagen::V,һуғышыу,slåss
1173,schießen::V,атыу,skjuta
1174,siegen::V,еңеү,segra
1175,ärgern::V,асыуландырыу,förarga
1176,schlagen::V,бәреү,slå
1177,schlagen::V,туҡмау,slå
1178,treten::V,тибеү,sparka
1179,treten::V,типкеләү,sparka
1180,stechen::V,сәнсеү,sticka
1181,stoßen::V,этеү,stöta
1182,stoßen::V,төртөү,stöta
1183,stehlen::V,урлау,stjäla
1184,stören::V,ҡамасаулау,störa
1185,belästigen::V,бимазалау,genera
1186,belästigen::V,бимазалау,besvära
1187,belästigen::V,ҡамасаулау,genera
1188,belästigen::V,ҡамасаулау,besvära
1189,verbergen::V,йәшереү,dölja
1190,täuschen::V,ултыртыу,vilseleda
1191,betrügen::V,алдау,bedra
1192,töten::V,үлтереү,döda
1193,wohnen::V,йәшәү,bo
1194,arbeiten::V,эшләү,arbeta
1195,sammeln::V,йыйыу,samla
1196,pflücken::V,өҙөү,plocka
1197,jagen::V,аулау,jaga
1198,fischen::V,аулау,fiska
1199,fassen::V,тотоу,fånga
1200,hüten::V,көтөү,vakta
1201,treiben::V,ҡыуыу,driva
1202,anbinden::V,бәйләү,binda fast
1203,füttern::V,ашатыу,fodra
1204,melken::V,һауыү,mjölka
1205,hacken::V,турау,hacka
1206,hacken::V,тапау,hacka
1207,gießen::V,ҡойоу,hälla
1208,gießen::V,ҡойоу,vattna
1209,reifen::V,өлғөрөү,mogna
1210,zubereiten::V,бешереү,tillaga
1211,zubereiten::V,бешереү,tillreda
1212,kochen::V,бешереү,koka
1213,backen::V,бешереү,baka
1214,braten::V,ҡурыу,steka
1215,umrühren::V,ҡатнаштырыу,röra om
1216,stricken::V,бәйләү,sticka
1217,nähen::V,тегеү,sy
1218,färben::V,буяу,färga
1219,reinigen::V,таҙартыу,rensa
1220,reinigen::V,таҙартыу,rengöra
1221,waschen::V,йыуыу,tvätta
1222,abwischen::V,һөртөү,torka av
1223,spülen::V,сайҡау,spola
1224,spülen::V,сайҡау,skölja
1225,fegen::V,һепереү,feja
1226,kehren::V,һепереү,sopa
1227,baden::V,һыу инеү,bada
1228,sich waschen::V,йыуыныу,tvätta sig
1229,ausziehen::V,сисеү,ta av
1230,anziehen::V,кейеү,ta på
1231,sich anziehen::V,кейенеү,klä på sig
1232,kämmen::V,тарау,kamma
1233,schmücken::V,биҙәү,pynta
1234,schmücken::V,биҙәү,smycka
1235,sagen::V,әйтеү,säga
1236,sprechen::V,әйтеү,tala
1237,sprechen::V,һөйләшеү,tala
1238,reden::V,һөйләшеү,tala
1239,reden::V,һөйләшеү,prata
1240,sich unterhalten::V,әңгәмәләшеү,prata
1241,fragen::V,һорау,fråga
1242,fragen::V,һорау,spörja
1243,bitten::V,үтенеү,be
1244,erzählen::V,һөйләү,berätta
1245,mitteilen::V,әйтеү,meddela
1246,nennen::V,атау,kalla
1247,nennen::V,исемләү,kalla
1248,rufen::V,саҡырыу,ropa
1249,prahlen::V,маҡтаныу,pråla
1250,prahlen::V,маҡтаныу,skryta
1251,prahlen::V,шапырыныу,pråla
1252,prahlen::V,шапырыныу,skryta
1253,übersetzen::V,тәржемә итеү,tolka
1254,übersetzen::V,тәржемә итеү,översätta
1255,denken::V,уйлау,tänka
1256,glauben::V,ышаныу,tro
1257,bemerken::V,күреү,uppmärksamma
1258,bemerken::V,күреү,lägga märke till
1259,erkennen::V,таныу,känna igen
1260,begreifen::V,аңлау,begripa
1261,verstehen::V,аңлау,förstå
1262,lernen::V,өйрәнеү,lära sig
1263,wissen::V,белеү,veta
1264,sich erinnern an::V,хәтергә алыу,minnas
1265,sich erinnern an::V,хәтергә алыу,komma ihåg
1266,vergessen::V,онотоу,glömma
1267,messen::V,үлсәү,mäta
1268,zählen::V,һанау,räkna
1269,rechnen::V,һанау,räkna
1270,lesen::V,уҡыу,läsa
1271,malen::V,һүрәт яһау,måla
1272,malen::V,рәсем төшөрөү,måla
1273,zeichnen::V,һүрәт яһау,teckna
1274,zeichnen::V,рәсем төшөрөү,teckna
1275,schreiben::V,яҙыу,skriva
1276,besitzen::V,биләү,äga
1277,besitzen::V,биләү,besitta
1278,kaufen::V,һатып алыу,köpa
1279,verkaufen::V,һатыу,sälja
1280,bezahlen::V,түләү,betala
1281,zahlen::V,түләү,betala
1282,beherrschen::V,биләү,behärska
1283,ertragen::V,түҙеү,tåla
1284,ertragen::V,түҙеү,uthärda
