,Concept_ID,cv,udm
717,fett::A,мӑнтӑр,кӧй
718,schlank::A,йӑрӑс,веськыт
719,schlank::A,йӑрӑс,веськрес
720,schlank::A,яштака,веськыт
721,schlank::A,яштака,веськрес
722,hübsch::A,хитре,чебер
723,hübsch::A,хитре,синмаськымон
724,böse::A,усал,лек
725,dumm::A,ухмах,шузи
726,dumm::A,ухмах,визьтэм
727,faul::A,наян,азьтэм
728,faul::A,юлхав,азьтэм
729,faul::A,ӳркенчӗк,азьтэм
730,fleißig::A,хастар,сюлмо
731,geizig::A,хытӑ,сук
732,klug::A,ӑслӑ,визьмо
733,geschickt::A,ӑста,усто
734,geschickt::A,ӑста,быгатӥсь
735,lieb::A,савнӑ,мусо
736,lustig::A,хаваслӑ,шулдыр
737,sanft::A,ачаш,мусо
738,sanft::A,ачаш,эрке
739,hungrig::A,выҫӑ,сютэм
740,krank::A,чирлӗ,висись
741,nackt::A,ҫара,гольык
742,traurig::A,салхуллӑ,мӧзмыт
743,lebendig::A,чӗрӗ,улэп
744,gut::A,аван,ӟеч
745,gut::A,аван,умой
746,gut::A,лайӑх,ӟеч
747,gut::A,лайӑх,умой
748,schlecht::A,япӑх,урод
749,schlecht::A,япӑх,алама
750,schlecht::A,начар,урод
751,schlecht::A,начар,алама
752,richtig::A,тӗрӗс,шонер
753,schlimm::A,йӗрӗнчӗк,алама
754,wahr::A,чӑн,зэмос
755,alt::A,кивӗ,вуж
756,neu::A,ҫӗнӗ,выль
757,ehemalig::A,пулнӑ,азьвылэз
758,alt[Lebewesen]::A,ватӑ,пересь
759,jung::A,яш,егит
760,jung::A,яш,пинал
761,jung::A,ҫамрӑк,егит
762,jung::A,ҫамрӑк,пинал
763,arm::A,чухӑн,начар
764,arm::A,чухӑн,куанер
765,reich::A,пуян,узыр
766,bekannt::A,пӗлӗш,тодмо
767,berühmt::A,чаплӑ,дано
768,fremd::A,ют,ят
769,verschieden::A,расна,пӧртэм
770,nah::A,ҫывӑх,матысь
771,nah::A,ҫывӑхри,матысь
772,fern::A,инҫе,кыдёкысь
773,fern::A,аякри,кыдёкысь
774,linker::A,сулахай,паллян
775,rechter::A,сылтӑм,бур
776,rechter::A,сылтӑм,бурпал
777,anderer::A,урӑх,мукет
778,erster::A,пӗрремӗш,нырысетӥез
779,zweiter::A,иккӗмӗш,кыктэтӥез
780,dritter::A,виҫҫӗмӗш,кунньметӥез
781,letzter::A,юлашки,берло
782,letzter::A,юлашки,берпум
783,allein::ADV,пӗччен,огназ
784,auf einmal::ADV,кӗмӗрккен,огдыре
785,zusammen::ADV,пӗрле,ӵош
786,zusammen::ADV,пӗрле,валче
787,lange::ADV,вӑрах,кема
788,plötzlich::ADV,сасартӑк,мапламтэ шорысь
789,sofort::ADV,тӳрех,али ик
790,später::ADV,кайран,бергес
791,später::ADV,кайран,берлогес
792,jetzt::ADV,халь,али
793,jetzt::ADV,халь,табере
794,jetzt::ADV,халӗ,али
795,jetzt::ADV,халӗ,табере
796,heute::ADV,паян,туннэ
797,morgen::ADV,ыран,ӵуказе
798,bald::ADV,халех,ӝоген
799,bald::ADV,кӗҫех,ӝоген
800,dann::ADV,унтан,берло
801,gestern::ADV,ӗнер,толон
802,einst::ADV,пӗррехинче,огпол
803,einst::ADV,пӗррехинче,одӥг пол
804,damals::ADV,ун чухне,соку
805,damals::ADV,апла пулсан,соку
806,danach::ADV,унтан,собере
807,vorher::ADV,малтан,азьло
808,vorher::ADV,малтан,азьвыл
809,zuerst::ADV,пирвай,азьло
810,einmal::ADV,пӗррехинче,огпол
811,manchmal::ADV,хӑш чухне,куддыръя
812,oft::ADV,тӑтӑш,ӵем
813,immer::ADV,ялан,пыр
814,immer::ADV,ялан,котьку
815,niemals::ADV,нихӑҫан та,уз ноку
816,hier::ADV,кунта,татын
817,hierhin::ADV,кунта,татчы
818,von hier::ADV,кунтан,татысь
819,dort::ADV,унта,отӥ
820,dort::ADV,унта,отын
821,dort::ADV,ҫавӑнта,отӥ
822,dort::ADV,ҫавӑнта,отын
823,dorthin::ADV,унта,отчы
824,dorthin::ADV,ҫавӑнта,отчы
825,geradeaus::ADV,тикӗс,меӵак
826,vorwärts::ADV,малалла,азьлань
827,rückwärts::ADV,хыҫала,берлань
828,zurück::ADV,каялла,берен
829,zurück::ADV,каялла,берлань
830,unten::ADV,аялта,улын
831,hinab::ADV,аялта,улэ
832,oben::ADV,ҫӳлте,вылын
833,oben::ADV,ҫӳлте,вылӥын
834,hinauf::ADV,ҫӳле,вылэ
835,hinauf::ADV,ҫӳле,вылӥе
836,hinauf::ADV,ҫӳле,выллань
837,überall::ADV,таҫта та,котькытын
838,überall::ADV,таҫта та,пасьтана
839,überall::ADV,пур ҫӗрте те,котькытын
840,überall::ADV,пур ҫӗрте те,пасьтана
841,überall::ADV,кирек ӑҫта та,котькытын
842,überall::ADV,кирек ӑҫта та,пасьтана
843,nicht::ADV,мар,уз
844,ein wenig::ADV,пӑртак,ичи
845,ein wenig::ADV,пӑртак,ӧжыт
846,ein wenig::ADV,пӑртак,огшап
847,kaum::ADV,аран,муртса
848,sehr::ADV,питӗ,туж
849,sehr::ADV,питӗ,лекос
850,so::ADV,апла,озьы
851,so::ADV,апла,тазьы
852,noch::ADV,татах,на
853,nur::ADV,ҫех,гинэ
854,schon::ADV,ӗнтӗ,ни
855,schon::ADV,ӗнтӗ,ини
856,wieder::ADV,каллех,нош
857,wieder::ADV,каллех,кайта
858,vergebens::ADV,харам,юнме
859,vor::PRP,умӗнче,азьын
860,hinter::PRP,кайра,берын
861,hinter::PRP,кайра,бӧрсьы
862,unter::PRP,айне,улын
863,unter::PRP,айӗпе,улын
864,unter::PRP,айӗнче,улын
865,unter::PRP,ҫитеспе,улын
866,durch::PRP,витӗр,пыр
867,durch::PRP,витӗр,пыртӥ
868,neben::PRP,патӗнче,бордын
869,zwischen::PRP,хушшинче,вискын
870,wegen::PRP,пула,сэрен
871,wegen::PRP,пирки,сэрен
872,dies::PRN,ку,та
873,dies::PRN,ҫак,та
874,das::PRN,ҫав,со
875,alles::PRN,пурте,ваньмыз
876,alles::PRN,йӑлт,ваньмыз
877,ich::PRN,эп,мон
878,du::PRN,эс,тон
879,er::PRN,вӑл,со
880,wir::PRN,эпир,ми
881,ihr::PRN,эсир,тӥ
882,sie::PRN,вӗсем,соос
883,was::FPRN,мӗн,ма
884,was::FPRN,мӗскер,ма
885,was::FPRN,мӗн те пулин,ма
886,wer::FPRN,кам,кин
887,wo::FADV,ӑҫта,кытын
888,wohin::FADV,ӑҫта,кытчы
889,wie::FADV,епле,кызьы
890,wie::FADV,мӗнле,кызьы
891,warum::FADV,ма,малы
892,warum::FADV,мӗншӗн,малы
893,wieviel::FNUM,миҫе,кӧня
894,eins::NUM,пӗр,одӥг
895,eins::NUM,пӗрре,одӥг
896,zwei::NUM,ик,кык
897,zwei::NUM,икӗ,кык
898,zwei::NUM,иккӗ,кык
899,drei::NUM,виҫ,куинь
900,drei::NUM,виҫӗ,куинь
901,drei::NUM,виҫҫӗ,куинь
902,vier::NUM,тӑват,ньыль
903,fünf::NUM,пилӗк,вить
904,fünf::NUM,пиллӗк,вить
905,sechs::NUM,улт,куать
906,sechs::NUM,ултӑ,куать
907,sechs::NUM,улттӑ,куать
908,sieben::NUM,ҫич,сизьым
909,sieben::NUM,ҫичӗ,сизьым
910,sieben::NUM,ҫиччӗ,сизьым
911,acht::NUM,сакӑр,тямыс
912,acht::NUM,саккӑр,тямыс
913,neun::NUM,тӑхӑр,укмыс
914,neun::NUM,тӑххӑр,укмыс
915,zehn::NUM,вунӑ,дас
916,zehn::NUM,вуннӑ,дас
917,elf::NUM,вун пӗр,дас одӥг
918,zwölf::NUM,вун ик,дас кык
919,zwölf::NUM,вун икӗ,дас кык
920,zwölf::NUM,вун иккӗ,дас кык
921,zwanzig::NUM,ҫирӗм,кызь
922,dreißig::NUM,вӑтӑр,куамын
923,vierzig::NUM,хӗрӗх,ньыльдон
924,fünfzig::NUM,аллӑ,витьтон
925,sechzig::NUM,утмӑл,куатьтон
926,siebzig::NUM,ҫитмӗл,сизьымдон
927,achtzig::NUM,сакӑр вунӑ,тямыстон
928,achtzig::NUM,сакӑр вуннӑ,тямыстон
929,neunzig::NUM,тӑхӑр вун,укмыстон
930,neunzig::NUM,тӑхӑр вунӑ,укмыстон
931,neunzig::NUM,тӑхӑр вуннӑ,укмыстон
932,hundert::NUM,ҫӗр,сю
933,tausend::NUM,пин,сюрс
934,und::CNJ,та,и
935,und::CNJ,та,но
936,oder::CNJ,е,яке
937,stehen::V,тӑр,сылыны
938,sitzen::V,лар,пукыны
939,liegen::V,вырт,кылльыны
940,hängen::V,усӑнса тӑр,ошкыса улыны
941,hängen::V,ҫакӑнса тӑр,ошкыса улыны
942,werden::V,пул,луыны
943,passieren::V,пул,луыны
944,beginnen::V,пуҫлан,кутскыны
945,enden::V,пӗт,бырыны
946,enden::V,вӗҫлен,бырыны
947,wechseln::V,улшӑн,воштӥськыны
948,aufgehen[Sonne]::V,тух,ӝужаны
949,untergehen[Sonne]::V,анса лар,пуксьыны
950,scheinen[Sonne]::V,пӑх,пиштыны
951,scheinen[Sonne]::V,пӑх,чиляны
952,donnern::V,кӗмсӗртет,гудыръяны
953,donnern::V,авӑт,гудыръяны
954,wehen::V,варкӑш,пелляськыны
955,strömen::V,тӑкӑн,киськыны
956,strömen::V,тӑкӑн,исьтӥськыны
957,fließen::V,юх,бызьыны
958,sich drehen::V,ҫаврӑн,берганы
959,schwanken::V,чӳхен,вошъяськыны
960,schwingen::V,суллан,шонаськыны
961,fallen::V,кип,усьыны
962,fallen::V,тӳр кип,усьыны
963,fallen::V,татӑлса ан,усьыны
964,brennen::V,ҫун,ӝуаны
965,rauchen::V,мӑкӑрлан,ӵындыны
966,rauchen::V,тӗтӗм кӑлар,ӵындыны
967,regnen::V,ҫумӑр ҫӑвать,зорыны
968,gefrieren::V,шӑн,кынмыны
969,tauen::V,ирӗл,шунаны
970,schmelzen::V,ирӗл,шунаны
971,trocknen::V,тип,куасьмыны
972,sieden::V,вӗре,пӧзьыны
973,faulen::V,ҫӗр,сисьмыны
974,verfaulen::V,ҫӗр,сисьмыны
975,reißen::V,ҫурӑл,кеськыны
976,versinken::V,пут,выйыны
977,vergehen::V,ирт,ортчыны
978,erscheinen::V,курӑн,адскыны
979,erscheinen::V,курӑнса кай,адскыны
980,verschwinden::V,ҫухал,бырыны
981,sinken::V,чак,усьыны
982,abnehmen::V,чак,синыны
983,zunehmen::V,пысӑклан,йылыны
984,steigen::V,ҫӗклен,лӧпкыны
985,wachsen::V,ӳс,будыны
986,glänzen::V,ҫиҫ,чиляны
987,glänzen::V,ҫиҫ,пиштыны
988,funkeln::V,ялкӑш,чилекъяны
989,funkeln::V,йӑлтӑртат,чилекъяны
990,lärmen::V,шавла,уретыны
991,lärmen::V,шавла,ӵашетыны
992,läuten::V,шӑнкӑравла,жингыртыны
993,klingeln::V,шӑнкӑравла,жингыртыны
994,klirren::V,калтлат,жильккетыны
995,klirren::V,шӑнкӑлтат,жильккетыны
996,brausen::V,ахӑр,лекъяськыны
997,rauschen::V,вашӑлтат,ӵашетыны
998,rauschen::V,чашӑлтат,ӵашетыны
999,klingen::V,янӑра,кылӥськыны
1000,bellen::V,вӗр,утыны
1001,heulen::V,ула,вузыны
1002,blasen::V,вӗр,пельтыны
1003,pfeifen::V,шӑхӑр,шуланы
1004,schreien::V,кӑшкӑр,черекъяны
1005,schreien::V,кӑшкӑр,кесяськыны
1006,stöhnen::V,йынӑш,ӝуштыны
1007,zittern::V,чӗтре,дырекъяны
1008,zittern::V,чӗтре,куалекъяны
1009,leben::V,пурӑн,улыны
1010,geboren werden::V,ҫурал,вордӥськыны
1011,atmen::V,сывла,шоканы
1012,trinken::V,ӗҫ,юыны
1013,essen::V,ҫи,сиыны
1014,schlucken::V,ҫӑт,ньылыны
1015,müde werden::V,ӗшен,жадьыны
1016,einschlafen::V,ыйха пут,умме усьыны
1017,einschlafen::V,ҫывӑрса кай,умме усьыны
1018,schlafen::V,ҫывӑр,кӧлыны
1019,aufwachen::V,вӑран,сайканы
1020,aufstehen::V,тӑр,султыны
1021,sich erholen::V,кан,шутэтскыны
1022,krank werden::V,чирле,висьыны
1023,krank sein::V,чирле,висьыны
1024,schmerzen::V,сур,висьыны
1025,schmerzen::V,ырат,висьыны
1026,husten::V,ӳсӗр,кызыны
1027,genesen::V,сывал,юнматскыны
1028,genesen::V,сывал,бурмытскылыны
1029,genesen::V,тӳрлен,юнматскыны
1030,genesen::V,тӳрлен,бурмытскылыны
1031,sterben::V,вил,кулыны
1032,umkommen::V,вил,бырыны
1033,sich bewegen::V,куҫ,вырыны
1034,sich rühren::V,хускал,вырӟыны
1035,sich rühren::V,хускал,вырӟылыны
1036,sich erheben::V,тӑр,султыны
1037,sich setzen::V,лар,пуксьыны
1038,hinfallen::V,ӳк,усьыны
1039,laufen::V,ут,мыныны
1040,schreiten::V,ут,вамышъяны
1041,spazierengehen::V,уҫӑлса ҫӳре,мыныны
1042,spazierengehen::V,уҫӑлса ҫӳре,ветлыны
1043,spazierengehen::V,уткаласа ҫӳре,мыныны
1044,spazierengehen::V,уткаласа ҫӳре,ветлыны
1045,eilen::V,васка,дыртыны
1046,eilen::V,хыпалан,дыртыны
1047,sich beeilen::V,васка,дыртыны
1048,sich beeilen::V,хыпалан,дыртыны
1049,sausen::V,ыткӑн,туж ӝог мыныны
1050,sausen::V,вӗҫтер,туж ӝог мыныны
1051,rennen::V,чуп,бызьылыны
1052,springen::V,сик,тэтчаны
1053,klettern::V,улӑх,тубаны
1054,schaukeln::V,йӳрӗн,лэйканы
1055,schaukeln::V,йӳрӗн,шонаськыны
1056,kriechen::V,шу,нюж ветлыны
1057,kriechen::V,упален,нюж ветлыны
1058,schwimmen::V,иш,уяны
1059,tauchen::V,чӑм,зумылыны
1060,rudern::V,авӑс,полсаны
1061,fahren::V,пыр,ветлыны
1062,fliegen::V,вӗҫ,лобаны
1063,gehen::V,кай,мыныны
1064,weggehen::V,кай,кошкыны
1065,abfahren::V,тапран,кошкыны
1066,anhalten::V,чарӑн,дугдыны
1067,hineingehen::V,кӗр,пырыны
1068,eintreten::V,кӗр,пырыны
1069,kommen::V,кил,вуыны
1070,kommen::V,кил,лыктыны
1071,ankommen::V,ҫит,вуыны
1072,zurückkommen::V,таврӑн,берытскыны
1073,zurückkommen::V,каялла кил,берытскыны
1074,bleiben::V,юл,кыльыны
1075,warten::V,кӗт,витьыны
1076,erwarten::V,кӗт,витьыны
1077,erwarten::V,кӗт,возьманы
1078,suchen::V,шыра,утчаны
1079,finden::V,туп,шедьтыны
1080,versuchen::V,пикен,турттыны
1081,vorbereiten::V,хатӗрле,дасяны
1082,lieben::V,юрат,гажаны
1083,mögen::V,кӑмӑлла,яратыны
1084,mögen::V,килӗштер,яратыны
1085,lachen::V,кул,серекъяны
1086,lachen::V,ахӑлтат,серекъяны
1087,rühren::V,ҫулӑх,сюлме йӧтыны
1088,weinen::V,йӗр,бӧрдыны
1089,weinen::V,макӑр,бӧрдыны
1090,schimpfen::V,вӑрҫ,даллашыны
1091,schimpfen::V,ятлаҫ,даллашыны
1092,sich ärgern::V,ҫиллен,лекъяськыны
1093,sich fürchten::V,шиклен,кышканы
1094,sich fürchten::V,шиклен,курданы
1095,fürchten::V,хӑра,курданы
1096,fürchten::V,хӑра,кышканы
1097,fliehen::V,тар,пегӟыны
1098,flüchten::V,чупса тар,пегӟыны
1099,sehen::V,кур,адӟыны
1100,anschauen::V,пӑхса ил,учкыны
1101,ansehen::V,пӑх,учкыны
1102,hören::V,илт,кылыны
1103,zuhören::V,итле,кылзыны
1104,zuhören::V,тӑнла,кылзыны
1105,probieren::V,астив,веръяны
1106,riechen::V,шӑршла,зынъяны
1107,fühlen::V,туй,шӧдыны
1108,fühlen::V,сис,шӧдыны
1109,scheinen::V,туйӑн,адскыны
1110,zu sehen sein::V,курӑн,адӟиськыны
1111,vernehmen::V,пӑл,кылыны
1112,frieren::V,йӳтен,кынмыны
1113,tun::V,ту,карыны
1114,können::V,пултар,быгатыны
1115,wollen::V,те,потыны
1116,anfangen::V,пуҫла,кутскыны
1117,beenden::V,пӗтер,быдтыны
1118,beenden::V,пӗтер,быдэстыны
1119,aufhören::V,пӑрах,дугдыны
1120,gelingen::V,ӑн,быгатыны
1121,gelingen::V,ӑн,луыны
1122,geraten::V,пул,лэсяны
1123,öffnen::V,уҫ,усьтыны
1124,schließen::V,хуп,пытсаны
1125,stellen::V,ларт,пуктыны
1126,stellen::V,тӑрат,пуктыны
1127,setzen::V,ларт,пуктыны
1128,legen::V,хур,поныны
1129,berühren::V,перӗн,исаны
1130,verbinden::V,сып,герӟаны
1131,bedecken::V,вит,пытсаны
1132,aufhängen::V,ҫак,ошыны
1133,anzünden::V,ҫут,ӝуатыны
1134,aufheben::V,ҫӗкле,ӝутыны
1135,zurücklassen::V,манса хӑвар,кельтыны
1136,verlieren::V,ҫӗтер,ыштыны
1137,fallen lassen::V,ӳкер,уськытыны
1138,machen::V,ту,лэсьтыны
1139,herstellen::V,ӑстала,лэсьтыны
1140,bauen::V,ту,пуктыны
1141,reparieren::V,юса,тупатыны
1142,verbessern::V,лайӑхлат,умоятыны
1143,ändern::V,улӑштар,воштыны
1144,graben::V,чав,копаны
1145,graben::V,чакала,копаны
1146,beugen::V,кукӑрт,губыртыны
1147,biegen::V,ав,куасаны
1148,biegen::V,кукӑрт,куасаны
1149,drehen::V,ҫавӑр,бергатыны
1150,wenden::V,ӳпӗнтер,берыктыны
1151,umdrehen::V,ҫавӑр,берыктыны
1152,heben::V,хӑпарт,ӝутыны
1153,hochheben::V,йӑт,ӝутъяны
1154,ergreifen::V,тыт,кутыны
1155,ergreifen::V,тыт,кырмыны
1156,halten::V,тыт,возьыны
1157,drücken::V,пус,зӥбыны
1158,drücken::V,пус,пачкатыны
1159,schieben::V,тӗк,донганы
1160,schieben::V,тӗрт,донганы
1161,kratzen::V,хыр,вуштыны
1162,lecken::V,ҫула,нюлыны
1163,beißen::V,ҫырт,куртчыны
1164,beißen::V,хып,куртчыны
1165,abreißen::V,тат,ишкалтыны
1166,abschneiden::V,кас,шорыны
1167,abschneiden::V,кас,вандыны
1168,binden::V,ҫых,керттыны
1169,stecken::V,чик,мертчытыны
1170,brechen::V,хуҫ,тӥяны
1171,klopfen::V,такка,йыганы
1172,klopfen::V,такка,шарккетыны
1173,hauen::V,шакка,жугыны
1174,hauen::V,шакка,тышканы
1175,kleben::V,ҫыпӑҫтар,лякыны
1176,reiben::V,сӑтӑр,зыраны
1177,reiben::V,сӑтӑр,вуштыны
1178,streichen::V,сӗр,зыраны
1179,schleifen::V,хӑйра,шерыны
1180,schneiden::V,кас,вандыны
1181,rütteln::V,лӑка,зуркатыны
1182,rütteln::V,силлентер,зуркатыны
1183,schütteln::V,лӑка,куалекъятыны
1184,schütteln::V,силлентер,куалекъятыны
1185,schwenken::V,сулла,шонаны
1186,schütten::V,тултар,лэзьыны
1187,füllen::V,тултар,тырмытыны
1188,einwickeln::V,чӗрке,биньыны
1189,tragen::V,ҫӗкле,нуыны
1190,schleppen::V,сӗтӗр,кыскыны
1191,ziehen::V,тӑс,кыскыны
1192,aufbewahren::V,усра,возьыны
1193,werfen::V,пӑрах,куяны
1194,werfen::V,пӑрах,лэзяны
1195,fangen::V,тыт,кутыны
1196,packen::V,тыт,кутыны
1197,packen::V,тыт,кырмыны
1198,verstecken::V,пытарса хур,ватыны
1199,teilen::V,уйӑр,люкыны
1200,teilen::V,пайла,люкыны
1201,schicken::V,яр,ыстыны
1202,bringen::V,кӳр,вайыны
1203,hinzufügen::V,хуш,ватсаны
1204,bekommen::V,ил,басьтыны
1205,bekommen::V,туян,басьтыны
1206,erhalten::V,ил,басьтыны
1207,erhalten::V,туян,басьтыны
1208,nehmen::V,ил,кутыны
1209,nehmen::V,ил,басьтыны
1210,wählen::V,суйла,бырйыны
1211,auswählen::V,суйла,бырйыны
1212,bewahren::V,упра,возьыны
1213,behindern::V,кансӗрле,могӟытыны
1214,behindern::V,чӑрмантар,могӟытыны
1215,verderben::V,пӑс,сӧрыны
1216,beschädigen::V,пӑс,урод лэсьтыны
1217,zerbrechen::V,ват,сӧрыны
1218,zerbrechen::V,ҫӗмӗр,сӧрыны
1219,zerreißen::V,ҫур,кесяны
1220,zerstören::V,иш,куашкатыны
1221,verbrennen::V,ҫунтар,сутыны
1222,geben::V,пар,сётыны
1223,reichen::V,пар,сётыны
1224,schenken::V,парнеле,кузьманы
1225,versprechen::V,тума пул,кыл сётыны
1226,versprechen::V,сӑмах пар,кыл сётыны
1227,wünschen::V,сун,сӥзьыны
1228,loben::V,ырла,ушъяны
1229,küssen::V,чуп ту,чупаны
1230,wiegen::V,сиктер,веттаны
1231,wiegen::V,сиктер,лэйкатыны
1232,wiegen::V,силле,веттаны
1233,wiegen::V,силле,лэйкатыны
1234,zudecken::V,вит,шобыртыны
1235,wecken::V,вӑрат,сайкатыны
1236,zeigen::V,кӑтарт,возьматыны
1237,führen::V,илсе пыр,нуыны
1238,führen::V,ҫавӑтса пыр,нуыны
1239,lehren::V,вёрент,дышетыны
1240,unterrichten::V,вёрент,дышетыны
1241,aufziehen::V,вӗрент,будэтыны
1242,leiten::V,тытса пыр,кивалтыны
1243,antreiben::V,васкат,дыртытыны
1244,lassen::V,пусахла,-ытыны
1245,lassen::V,хуш,-ытыны
1246,einladen::V,чӗн,ӧтьыны
1247,vereinigen::V,пӗрлештер,огазеяны
1248,besuchen::V,ҫит,адӟыськыны
1249,besuchen::V,кӗрсе кур,адӟыськыны
1250,treffen::V,тӗл пул,пумитаны
1251,sich versammeln::V,пуҫтарӑн,люкаськыны
1252,spielen::V,выля,шудыны
1253,singen::V,юрла,кырӟаны
1254,tanzen::V,ташла,эктыны
1255,sich trennen::V,уйрӑл,люкиськыны
1256,verlassen::V,хӑвар,куштыны
1257,retten::V,ҫӑл,утьыны
1258,bewachen::V,хуралла,возьманы
1259,schützen::V,сыхла,утялтыны
1260,verteidigen::V,хӳтӗле,возьманы
1261,sich schlagen::V,ҫапӑҫ,жугиськыны
1262,schießen::V,пер,ыбылӥськны
1263,siegen::V,ҫӗн,вормыны
1264,siegen::V,ҫӗнтер,вормыны
1265,ärgern::V,тарӑхтар,вожпоттыны
1266,ärgern::V,ҫиллентер,вожпоттыны
1267,schlagen::V,ҫап,жуккыны
1268,treten::V,тап,лёганы
1269,stechen::V,чик,бышкалтыны
1270,stoßen::V,чыш,донгыны
1271,stehlen::V,вӑрла,вораны
1272,stehlen::V,вӑрла,лушканы
1273,stören::V,кансӗрле,люкетыны
1274,belästigen::V,аптӑрат,акыльтыны
1275,belästigen::V,аптӑрат,вукылмыны
1276,belästigen::V,хупла,акыльтыны
1277,belästigen::V,хупла,вукылмыны
1278,verbergen::V,пытар,ватыны
1279,täuschen::V,суй,алданы
1280,betrügen::V,ултала,пӧяны
1281,töten::V,вӗлер,виыны
1282,wohnen::V,чуна пар,улыны
1283,wohnen::V,парӑнса тӑр,улыны
1284,arbeiten::V,ӗҫле,ужаны
1285,sammeln::V,пух,бичаны
1286,pflücken::V,тат,ишкыны
1287,jagen::V,сунара ҫӳре,пӧйшураны
1288,fischen::V,пулӑ тыт,чорыганы
1289,fassen::V,тыт,кутыны
1290,hüten::V,кӗт,возьманы
1291,treiben::V,хӑвала,улляны
1292,anbinden::V,кӑкар,думыны
1293,füttern::V,ҫитер,сюдыны
1294,melken::V,су,кыскыны
1295,hacken::V,вакла,кораны
1296,gießen::V,шӑвар,киськаны
1297,reifen::V,пиҫ,вуыны
1298,reifen::V,пиҫ,кисьманы
1299,zubereiten::V,пӗҫер,лесьтыны
1300,kochen::V,пӗҫер,пӧзьтыны
1301,backen::V,пӗҫер,пыжыны
1302,braten::V,ӑшала,пыжыны
1303,umrühren::V,хутӑштар,сураны
1304,stricken::V,ҫых,керттыны
1305,nähen::V,ҫӗле,вурыны
1306,färben::V,пӗвет,буяны
1307,reinigen::V,тасат,сузяны
1308,waschen::V,ҫу,мисьтаськыны
1309,abwischen::V,шӑл,ӵушылыны
1310,spülen::V,чӳхе,гылъяны
1311,fegen::V,шӑл,ӵужыны
1312,kehren::V,шӑл,ӵужыны
1313,baden::V,шыва кӗр,пыласькыны
1314,sich waschen::V,ҫӑвӑн,пыласькыны
1315,ausziehen::V,салан,кыльыны
1316,anziehen::V,тӑхӑн,дӥсяны
1317,sich anziehen::V,тӑхӑн,дӥсьяськыны
1318,kämmen::V,тура,сынаны
1319,schmücken::V,илемлет,чеберъяны
1320,sagen::V,те,шуыны
1321,sagen::V,те,вераны
1322,sprechen::V,кала,вераськыны
1323,reden::V,сӑмахла,вераськыны
1324,reden::V,калаҫ,вераськыны
1325,sich unterhalten::V,пупле,вераськыны
1326,fragen::V,ыйт,юаны
1327,bitten::V,ыйт,курыны
1328,erzählen::V,каласа пар,вераны
1329,erzählen::V,каласа пар,мадьыны
1330,mitteilen::V,пӗлтер,ивортыны
1331,mitteilen::V,хыпарла,ивортыны
1332,nennen::V,те,шуыны
1333,nennen::V,чӗн,шуыны
1334,rufen::V,чӗн,ӧтьыны
1335,prahlen::V,мухтан,ушъяськыны
1336,prahlen::V,вӗҫкӗнлен,ушъяськыны
1337,übersetzen::V,куҫар,берыктыны
1338,denken::V,шухӑшла,малпаны
1339,glauben::V,ӗнен,оскыны
1340,bemerken::V,асӑрха,адӟыны
1341,erkennen::V,палла,тодыны
1342,begreifen::V,ӑнлан,валаны
1343,verstehen::V,пӗл,валаны
1344,lernen::V,вӗрен,дышетскыны
1345,wissen::V,пӗл,тодыны
1346,wissen::V,ӑнкар,тодыны
1347,sich erinnern an::V,аса ил,тодэ вайыны
1348,vergessen::V,ман,вунэтыны
1349,vergessen::V,манса кай,вунэтыны
1350,messen::V,виҫ,мертаны
1351,zählen::V,шутла,лыдъяны
1352,rechnen::V,шутла,лыдъяны
1353,lesen::V,вула,лыдӟыны
1354,malen::V,ӳкер,суреданы
1355,zeichnen::V,ӳкер,суреданы
1356,schreiben::V,ҫыр,гожъяны
1357,besitzen::V,тыт,луыны
1358,kaufen::V,ил,басьтыны
1359,kaufen::V,туян,басьтыны
1360,verkaufen::V,сут,вузаны
1361,bezahlen::V,тӳле,тырыны
1362,zahlen::V,тӳле,тырыны
1363,beherrschen::V,тыт,кузёяськыны
1364,ertragen::V,тӳс,чиданы
1365,Bauch::N,,кӧт
