,Concept_ID,cv,lez
301,Arbeit::N,ӗҫхӗл,кӏвалах
302,Arbeit::N,ӗҫлев,кӏвалах
303,Gast::N,хӑна,мугьман
304,Geschenk::N,парне,савкьат
305,Geschenk::N,кучченеҫ,савкьат
306,Spiel::N,вӑйӑ,къугъун
307,Gesellschaft::N,общество,жемят
308,Gesellschaft::N,общество,общество
309,Hilfe::N,пулӑшу,куьмек
310,Freund::N,тус,дуст
311,Kamerad::N,юлташ,яр-дуст
312,Kamerad::N,тус,яр-дуст
313,Angelegenheit::N,ӗҫ,кар
314,Anzahl::N,йыш,сан
315,Anzahl::N,йыш,кьадар
316,Anzahl::N,хисеп,сан
317,Anzahl::N,хисеп,кьадар
318,Art::N,тӗс,жуьре
319,Stück::N,татӑк,кӏус
320,Teil::N,пай,пай
321,Hälfte::N,ҫурӑ,зур
322,Hälfte::N,ҫурӑ,зур пай
323,Kreis::N,ункӑ,круг
324,Kreis::N,ункӑ,чкаяр
325,Kreis::N,ункӑ,элкъвей цӏар
326,Kreis::N,ҫавракӑш,круг
327,Kreis::N,ҫавракӑш,чкаяр
328,Kreis::N,ҫавракӑш,элкъвей цӏар
329,Kreuz::N,хӗрес,хаш
330,Linie::N,йӗр,цӏар
331,Strich::N,йӗр,цӏар
332,Abstand::N,хушӑ,ара
333,Entfernung::N,хушӑ,мензил
334,Gegend::N,вырӑн,чка
335,Platz::N,хутлӑх,ара
336,Ort::N,вырӑн,чка
337,Seite::N,ен,пад
338,Seite::N,аяк,пад
339,Seite::N,айӑк,пад
340,Mitte::N,варӑ,юкь
341,Gegenstand::N,япала,затӏ
342,Sache::N,япала,шей
343,Sache::N,япала,затӏ
344,Rand::N,вӗҫ,къерех
345,Rand::N,хӗрӗ,къерех
346,Rand::N,хӗрри,къерех
347,Kante::N,хайкача,син
348,Kante::N,хысак,син
349,Ecke::N,кӗтес,пӏипӏ
350,Spitze::N,вӗҫ,кӏвенкӏв
351,Ende::N,вӗҫ,кьил
352,Loch::N,шӑтӑк,тӏеквен
353,Winkel::N,кӗтес,пӏипӏ
354,Muster::N,эреш,гишир
355,Größe::N,пысӑкӑш,кьадар
356,Länge::N,вӑрӑмӑш,яргъивал
357,Höhe::N,ҫӳллӗш,кьакьанвал
358,Gewicht::N,виҫе,заланвал
359,Gewicht::N,йывӑрӑш,заланвал
360,Menge::N,йыш,кьадар
361,Haufen::N,купа,хара
362,Reihe::N,рет,жерге
363,Boot::N,кимӗ,луьткве
364,Ruder::N,кӗсмен,кьусу
365,Schlitten::N,ҫуна,гъелерар
366,Ski::N,йӗлтӗр,
367,Lagerfeuer::N,вут,цӏай
368,Lagerfeuer::N,кӑвайт,цӏай
369,Last::N,сулмаклӑх,заланвал
370,Last::N,йывӑр япала,заланвал
371,Gang::N,куҫӑм,ериш
372,Schritt::N,утӑм,къадам
373,Schritt::N,пусӑм,къадам
374,Norden::N,ҫурҫӗр,кефер
375,Norden::N,ҫурҫӗр,кефер пад
376,Süden::N,кӑнтӑр,кьибле
377,Westen::N,анӑҫ,рагъакӏидай пад
378,Westen::N,хӗвел анӑҫ,рагъакӏидай пад
379,Osten::N,хӗвел тухӑҫ,рагъэкъечӏдай пад
380,Holz::N,йывӑҫ,кӏарас
381,Brett::N,хӑма,кьул
382,Brett::N,хӑма,тахта
383,Platte::N,плита,
384,Stütze::N,ура,даях
385,Stange::N,шерте,юрк
386,Stock::N,патак,лаш
387,Stab::N,шӑчӑ,юрк
388,Rohr::N,пӑрӑх,турба
389,Haus::N,ҫурт,ужагъ
390,Heim::N,кил,кӏвал
391,Ofen::N,кӑмака,пич
392,Fußboden::N,урай,кӏвалин ччил
393,Tisch::N,сӗтел,стол
394,Stuhl::N,пукан,стул
395,Wiege::N,сӑпка,кьеб
396,Bett::N,кравать,тахт
397,Regal::N,ҫӳлӗк,кьацӏ
398,Regal::N,сентре,кьацӏ
399,Kiste::N,ещӗк,ящик
400,Kiste::N,сунтӑх,ящик
401,Fenster::N,чӳрече,дакӏар
402,Tür::N,алӑк,рак
403,Tor::N,хапха,варар
404,Zaun::N,хӳме,пару
405,Dach::N,тӑрӑ,къав
406,Leiter::N,пусма,гурар
407,Besen::N,шӑпӑр,таран кул
408,Spaten::N,кӗреҫе,ппер
409,Schaufel::N,кӗреҫе,хекендаз
410,Gabel::N,вилка,шиш
411,Löffel::N,кашӑк,тӏур
412,Messer::N,ҫӗҫӗ,чукӏул
413,Nagel::N,пӑта,мих
414,Netz::N,тетел,чил
415,Haken::N,йӑрхах,къармах
416,Haken::N,ҫекӗл,къармах
417,Griff::N,хӑлӑп,ттум
418,Schloss::N,ҫӑра,куьлег
419,Bild::N,сӑн,шикил
420,Bild::N,сӑн,суьрет
421,Bild::N,сӑнлӑх,шикил
422,Bild::N,сӑнлӑх,суьрет
423,Bild::N,картина,шикил
424,Bild::N,картина,суьрет
425,Figur::N,кӗлетке,фигура
426,Puppe::N,пукане,нини
427,Beutel::N,михӗ,тагъар
428,Bündel::N,ҫыхӑ,галгам
429,Bündel::N,тӗрке,галгам
430,Tasche::N,сумка,чанта
431,Eimer::N,витре,ведре
432,Deckel::N,хупӑ,кьил
433,Deckel::N,хупӑ,къалпагъ
434,Geschirr::N,савӑт-сапа,къаб-къажах
435,Sack::N,михӗ,чувал
436,Tasse::N,курка,сукӏра
437,Topf::N,кастрюль,къажгъан
438,Kessel::N,хуран,къажгъан
439,Essen::N,апат,тӏуьн
440,Nahrung::N,апат-ҫимӗс,тӏуьн
441,Speise::N,апат,хуьрек
442,Speise::N,ҫимӗҫ,хуьрек
443,Fleisch::N,аш,як
444,Fleisch::N,какай,як
445,Getreide::N,тырӑ,техил
446,Brei::N,пӑтӑ,хапӏа
447,Brei::N,пӑтӑ,хешил
448,Brot::N,ҫӑкӑр,фу
449,Scheibe::N,чӗлӗ,чӏук
450,Scheibe::N,касӑк,чӏук
451,Fett::N,ҫу,ягълу
452,Butter::N,ҫу,гъери
453,Öl::N,ҫу,ягълу
454,Salz::N,тӑвар,кьел
455,Suppe::N,яшка,суп
456,Suppe::N,яшка,шурпа
457,Honig::N,пыл,вирт
458,Milch::N,сӗт,нек
459,Tee::N,чей,чай
460,Leder::N,сӑран,тумаж
461,Wolle::N,ҫӑм,йис
462,Stoff::N,тӗртӗм,парча
463,Nadel::N,йӗп,раб
464,Faden::N,ҫип,гъал
465,Knopf::N,тӳме,дуьгме
466,Knoten::N,йӑлӑ,тӏвал
467,Farbe::N,сӑрӑ,ранг
468,Kleidung::N,тум,партал
469,Kleidung::N,ҫипуҫ,партал
470,Kleidung::N,тум-тир,партал
471,Hemd::N,кӗпе,перем
472,Kragen::N,ҫуха,хев
473,Ärmel::N,ҫанӑ,хел
474,Hose::N,шӑлавар,шалвар
475,Gürtel::N,пиҫиххи,чӏул
476,Mütze::N,ҫӗлӗк,бармак
477,Mütze::N,ҫӗлӗк,бапӏах
478,Schuh::N,пушмак,ботинка
479,Schuh::N,ботинок,ботинка
480,Stiefel::N,атӑ,чекме
481,Ring::N,ҫӗрӗ,тупӏал
482,Band::N,хаю,тасма
483,Band::N,йӗсме,тасма
484,Kamm::N,тура,регъ
485,Spiegel::N,тӗкӗр,гуьзгуь
486,Spiegel::N,куҫ кӗски,гуьзгуь
487,Riemen::N,чӗн,къайиш
488,Schnur::N,кантра,еб
489,Leine::N,касмӑк,
490,Decke::N,утиял,яргъан
491,Kissen::N,ҫытар,хъуьцуьган
492,Kissen::N,минтер,хъуьцуьган
493,Tuch::N,тутӑр,шал
494,Handtuch::N,ал шӑлли,дасмал
495,Kraft::N,вӑй,гуж
496,Kraft::N,хӑват,гуж
497,Stärke::N,хал,къуват
498,Stärke::N,хӑват,къуват
499,Gesundheit::N,хал,сагъвал
500,Gesundheit::N,сывлӑх,сагъвал
501,Krankheit::N,чир,тӏал
502,Schmerz::N,ырату,тӏал
503,Schmerz::N,ырату,тӏарвал
504,Wunde::N,суран,хер
505,Fieber::N,сив чир,ифин
506,Arznei::N,эмел,дарман
507,Brücke::N,кӗпер,муьгъ
508,Brunnen::N,ҫӑл,къуй
509,Brunnen::N,пусӑ,къуй
510,Weide::N,ҫаран,уьруьш
511,Pfad::N,йӗр,рехъ
512,Pfad::N,сукмак,рехъ
513,Weg::N,ҫул,рехъ
514,Weg::N,ҫул-йӗр,рехъ
515,Straße::N,ҫӳрев,рехъ
516,Straße::N,ҫул ҫӳрени,рехъ
517,Dorf::N,ял,хуьр
518,Stadt::N,хула,шегьер
519,Brief::N,ҫыру,кагъаз
520,Buch::N,кӗнеке,улуб
521,Buchstabe::N,сас палли,гьарф
522,Zeitung::N,хаҫат,газета
523,Leben::N,пурнӑҫ,уьмуьр
524,Tod::N,вилӗм,кьиникь
525,Grab::N,масар шӑтӑкӗ,сур
526,Kirche::N,чиркӳ,килиса
527,Sünde::N,ҫылӑх,гунагь
528,Gott::N,турӑ,аллагь
529,Arbeiter::N,рабочи,фяле
530,Chef::N,пуҫлӑх,гьаким
531,Meister::N,ӑста,устӏар
532,Meister::N,мастер,устӏар
533,Arzt::N,врач,доктор
534,Arzt::N,тухтӑр,доктор
535,Lehrer::N,учитель,муаллим
536,Lehrer::N,вӗрентекен,муаллим
537,Geld::N,укҫа,пул
538,Geschäft::N,бизнес,
539,Laden::N,магазин,магазин
540,Preis::N,хак,къимет
541,Ware::N,тавар,мал
542,Ware::N,тавар,товар
543,Nutzen::N,пайта,хийир
544,Nutzen::N,пайта,менфят
545,Reichtum::N,мул,девлет
546,Welt::N,тӗнче,дуьнья
547,Land::N,ҫӗр-шыв,уьлкве
548,Staat::N,патшàлӑх,пачагьлугъ
549,Staat::N,патшàлӑх,государство
550,König::N,король,пачагь
551,Macht::N,власть,власть
552,Grenze::N,чикӗ,сергьят
553,Krieg::N,вӑрҫӑ,дяве
554,Feind::N,тӑшман,душман
555,Gewalt::N,ирӗксӗрлӳ,гуж
556,Kampf::N,кӗрешӳ,женг
557,Bogen[Waffe]::N,ухӑ,чӏемерук
558,Pfeil::N,ҫӗмрен,хьел
559,Pfeil::N,ухӑ йӗппи,хьел
560,Gewehr::N,пӑшал,тфенг
561,Fehler::N,йӑнӑш,гъалатӏ
562,Lüge::N,суя,ттаб
563,Lüge::N,ултав,ттаб
564,Schaden::N,сиен,зиян
565,Schaden::N,сиен,зарар
566,Unglück::N,шар,бала
567,Unglück::N,шар,бедбахтвал
568,Unglück::N,инкек,бала
569,Unglück::N,инкек,бедбахтвал
570,Schuld::N,айӑп,тахсир
571,Alter::N,ҫул шучӗ,яш
572,Schluss::N,пӗтни,эхир
573,Schluss::N,пӗтмӗш,эхир
574,Zeit::N,вӑхӑт,вяде
575,Tag::N,кун,югъ
576,Morgen::N,ир,пакама
577,Mittag::N,кӑнтӑрла,нисин
578,Abend::N,каҫ,няни
579,Nacht::N,каҫ,йиф
580,Woche::N,эрне,гьафте
581,Monat::N,уйӑх,варз
582,Jahr::N,ҫулталӑк,йис
583,Frühling::N,ҫур,гатфар
584,Frühling::N,ҫуркунне,гатфар
585,Sommer::N,ҫу,гад
586,Sommer::N,ҫулла,гад
587,Herbst::N,кӗр,зул
588,Herbst::N,кӗркунне,зул
589,Winter::N,хӗл,кьуьд
590,Winter::N,хӗлле,кьуьд
591,Januar::N,январь,январь
592,Februar::N,февраль,февраль
593,Februar::N,кӗҫӗн кӑрлач,февраль
594,März::N,март,март
595,März::N,пуш уйӑхӗ,март
596,April::N,апрель,апрель
597,Mai::N,май,май
598,Juni::N,июнь,июнь
599,Juli::N,июль,июль
600,August::N,август,август
601,September::N,сентябрь,сентябрь
602,September::N,авӑн уйӑхӗ,сентябрь
603,Oktober::N,октябрь,октябрь
604,November::N,ноябрь,ноябрь
605,Dezember::N,раштав,декабрь
606,Dezember::N,декабрь,декабрь
607,Montag::N,тунти кун,ислен
608,Dienstag::N,ытлари кун,саласа
609,Mittwoch::N,юн кун,арбе
610,Donnerstag::N,кӗҫнерни кун,хемис югъ
611,Freitag::N,эрне кун,жуьмя
612,Freitag::N,эрне кун,жуьмя югъ
613,Samstag::N,шӑмат кун,киш
614,Sonntag::N,вырсарни кун,гьяд
615,groß::A,пысӑк,еке
616,groß::A,пысӑк,чӏехи
617,klein::A,пӗчӗк,гъвечӏи
618,lang::A,вӑрӑм,яргъи
619,kurz::A,кӗске,куьруь
620,breit::A,сарлака,гьяркьуь
621,schmal::A,ансӑр,гуьтӏуь
622,dicht::A,йӑвӑ,къалин
623,dick[Gegenstand]::A,хулӑн,
624,dünn::A,ҫинҫе,кьелечӏ
625,dünn::A,ҫӳхе,кьелечӏ
626,fein::A,тарай,шуькӏуь
627,fein::A,вӗлтӗрти,шуькӏуь
628,fest::A,тӗреклӗ,кӏеви
629,flach::A,лаптак,кьулу
630,glatt::A,такӑр,цӏалцӏам
631,hart::A,хытӑ,кӏеви
632,weich::A,ҫемҫе,хъуьтуьл
633,rund::A,ҫавра,элкъвей
634,spitz::A,шӗвӗр,хци
635,scharf::A,ҫивӗч,хци
636,stumpf::A,мӑка,къуьруь
637,stumpf::A,пуклак,къуьруь
638,stumpf::A,тӗрӗнчӗк,къуьруь
639,stumpf::A,ӑнкарусӑр,къуьруь
640,schwer::A,йывӑр,залан
641,schön::A,илемлӗ,иер
642,heiß::A,вӗри,кудай
643,warm::A,ӑшӑ,чими
644,kalt::A,сивӗ,мекьи
645,kühl::A,уҫӑ,къайи
646,frisch::A,уҫӑ,таза
647,frisch::A,уҫӑ,михьи
648,feucht::A,йӗпе,ламу
649,nass::A,нӳрӗ,кьежей
650,trocken::A,типӗ,кьуру
651,voll::A,тулли,ацӏай
652,leer::A,пушӑ,буш
653,leer::A,пушӑ,ичӏи
654,offen::A,уҫӑ,ахъа
655,geschlossen::A,хупӑ,кӏеви
656,sauber::A,таса,михьи
657,schmutzig::A,пылчӑклӑ,чиркин
658,schmutzig::A,пылчӑклӑ,кьацӏай
659,schmutzig::A,вараланчӑк,чиркин
660,schmutzig::A,вараланчӑк,кьацӏай
661,roh::A,чӗрӗ,чиг
662,roh::A,чӗрӗ,ицӏи
663,reif::A,пулнӑ,дигмиш хьайи
664,reif::A,пиҫӗхнӗ,дигмиш хьайи
665,reif::A,аталаннӑ,дигмиш хьайи
666,reif::A,пиҫсе ҫитнӗ,дигмиш хьайи
667,lecker::A,тутлӑ,дадлу
668,lecker::A,техӗмлӗ,дадлу
669,süß::A,пылак,ширин
670,bitter::A,йӳҫӗ,туькьуьл
671,sauer::A,йӳҫӗ,цуру
672,sauer::A,йӳҫек,цуру
673,sauer::A,кӑвасак,цуру
674,hell::A,ҫутӑ,экуь
675,dunkel::A,тӗттӗм,мичӏи
676,schwarz::A,хура,чӏулав
677,weiß::A,шурӑ,лацу
678,rot::A,хӗрлӗ,яру
679,gelb::A,сарӑ,хъипи
680,blau::A,кӑвак,вили
681,grün::A,симӗс,къацу
682,grün::A,пиҫмен,къацу
683,grün::A,ӑс пухман,къацу
684,grau::A,кӑвак,рехи
685,bunt::A,чӑпар,цӏару
686,bunt::A,чӑпар,яру-цӏару
687,billig::A,йӳнӗ,ужуз
688,teuer::A,хаклӑ,багьа
689,wertvoll::A,паха,масан
690,blind::A,суккӑр,буьркьуь
691,taub::A,хӑлхасӑр,биши
692,kräftig::A,хӑватлӑ,гужлу
693,stark::A,вирлӗ,къуватлу
694,schwach::A,халсӑр,такьатсуз
695,fett::A,самӑр,куьк
696,fett::A,мӑнтӑр,куьк
697,schlank::A,йӑрӑс,шумал
698,schlank::A,яштака,шумал
699,hübsch::A,хитре,гуьрчег
700,böse::A,усал,пис
701,dumm::A,ухмах,ахмакь
702,faul::A,наян,тенпел
703,faul::A,юлхав,тенпел
704,faul::A,ӳркенчӗк,тенпел
705,fleißig::A,хастар,сяй ийидай
706,fleißig::A,хастар,сяйи ийидай
707,geizig::A,хытӑ,мискьи
708,klug::A,ӑслӑ,акьуллу
709,geschickt::A,ӑста,магьир
