,Concept_ID,lez,av
732,von hier::ADV,инай,гьаниса
733,dort::ADV,ана,гьениб
734,dorthin::ADV,аниз,гьадаба
735,geradeaus::ADV,дуьз,битӏутӏа
736,vorwärts::ADV,вилик,цебехун
737,vorwärts::ADV,виликди,цебехун
738,rückwärts::ADV,кьулухъ,нахъ-нахъ
739,unten::ADV,агъада,ахакь
740,unten::ADV,агъада,гъоркь
741,hinab::ADV,агъуз,эхебе
742,oben::ADV,винел,тӏад
743,oben::ADV,винел,тӏадехун
744,hinauf::ADV,виниз,эхеде
745,überall::ADV,вирина,кибго
746,nicht::ADV,ваъ,
747,ein wenig::ADV,са тӏимил,дагьабго
748,kaum::ADV,жизви,хӏалалъ
749,sehr::ADV,лап,кутакалда
750,so::ADV,икӏ,гьедин
751,noch::ADV,гьеле,жеги
752,nur::ADV,анжах,гӏӣцӏго
753,schon::ADV,хъувуна,
754,schon::ADV,мадни дардиз,
755,schon::ADV,мадни гуьтӏуьз,
756,schon::ADV,мадни гуьтӏуь я,
757,vergebens::ADV,нагьакь,чӏалгӏаде
758,vergebens::ADV,нагьакьа,чӏалгӏаде
759,vor::PRP,вилик,цебе
760,hinter::PRP,кьулухъ,хадуса
761,unter::PRP,кӏаник,ахакь
762,unter::PRP,кӏаник,гъоркь
763,durch::PRP,арадай,
764,durch::PRP,-кай хкатна,
765,neben::PRP,патав,аскӏо
766,neben::PRP,мукьув,аскӏо
767,zwischen::PRP,ара,гьоркьоб
768,zwischen::PRP,арада,гьоркьоб
769,wegen::PRP,гъиляй,гьелда
770,dies::PRN,и,гьаб
771,dies::PRN,и,гьеб
772,dies::PRN,им,гьаб
773,dies::PRN,им,гьеб
774,das::PRN,а,доб
775,das::PRN,ам,доб
776,alles::PRN,вири,
777,alles::PRN,михьиз,
778,ich::PRN,за,дун
779,ich::PRN,зун,дун
780,du::PRN,вун,дуца
781,er::PRN,ам,доб
782,er::PRN,гьа,доб
783,wir::PRN,чун,ниж
784,ihr::PRN,куьн,нуж
785,sie::PRN,абур,дол
786,sie::PRN,абур,эл
787,was::FPRN,вуч,щиб
788,wer::FPRN,вуж,щиб
789,wo::FADV,гьина,киб
790,wo::FADV,гьина,кибехун
791,wohin::FADV,гьиниз,кибехун
792,wie::FADV,гьикӏ,кин
793,warum::FADV,вучиз,щай
794,wieviel::FNUM,шумуд,кигӏан
795,eins::NUM,са,цо
796,zwei::NUM,кьвед,кӏиго
797,drei::NUM,пуд,лъабго
798,vier::NUM,кьуд,ункъо
799,fünf::NUM,вад,щуго
800,sechs::NUM,ругуд,анлъго
801,sieben::NUM,ирид,анкьго
802,acht::NUM,муьжуьд,микьго
803,neun::NUM,кӏуьд,ичӏго
804,zehn::NUM,цӏуд,анцӏго
805,elf::NUM,цӏусад,анцӏила цо
806,zwölf::NUM,цӏикьвед,кӏиго-анцӏила
807,zwanzig::NUM,къад,къого
808,dreißig::NUM,къанницӏуд,лъеберго
809,vierzig::NUM,яхцӏур,кӏикъого
810,fünfzig::NUM,яхцӏурни цӏуд,кӏикъо́ялда анцӏго
811,sechzig::NUM,пудкъад,лъабкъого
812,siebzig::NUM,пудкъанни цӏуд,лъабкъо́ялда анцӏго
813,achtzig::NUM,кьудкъад,ункъого
814,neunzig::NUM,кьудкъанни цӏуд,ункъоялда а́нцӏила
815,hundert::NUM,виш,нусго
816,tausend::NUM,агъзур,азарго
817,und::CNJ,ва,ва
818,und::CNJ,ва,-ги
819,oder::CNJ,я,ялъуни
820,stehen::V,акъвазун,бахъунчӏезе
821,sitzen::V,ацукьун,гӏодов чӏезе
822,liegen::V,къаткун,бегизе
823,hängen::V,куьрс хьун,базе
824,werden::V,хьун,бахъине
825,passieren::V,хьун,лъугьине
826,passieren::V,хьун,лъугьа-бахъине
827,beginnen::V,башламиш хьун,байбихьизе
828,enden::V,куьтягь хьун,лъугӏизе
829,wechseln::V,дегиш хьун,хиса-басизе
830,wechseln::V,дегиш хьун,хисизе
831,aufgehen[Sonne]::V,экъечӏун,баккизе
832,untergehen[Sonne]::V,акӏун,щинкӏизе
833,scheinen[Sonne]::V,ишигь гун,къалъ-къалъизе
834,donnern::V,къукърумар авун,гъугъазе
835,strömen::V,авахьун,чвахизе
836,fließen::V,авахьун,чвахизе
837,sich drehen::V,элкъуьн,сверизе
838,schwanken::V,юзун,хьвагӏезе
839,schwanken::V,юзун,багъа-бачаризе
840,schwingen::V,галтад хьун,щвартӏезе
841,fallen::V,аватун,бортизе
842,brennen::V,кун,рекӏине
843,brennen::V,ккун,рекӏине
844,regnen::V,къун,базе
845,gefrieren::V,муркӏади кьун,гӏу́низе
846,tauen::V,цӏурун,биаризе
847,schmelzen::V,цӏурун,биине
848,trocknen::V,кьурун,бакъвазе
849,sieden::V,ругун,гьалдезе
850,faulen::V,кутӏун,махӏцине
851,verfaulen::V,чуьруьтмиш хьун,туризе
852,verfaulen::V,кутӏун,туризе
853,reißen::V,атӏун,бихъизе
854,reißen::V,къазунун,бихъизе
855,versinken::V,батмиш хьун,гъанкъизе
856,vergehen::V,алатун,базе
857,vergehen::V,алатун,бахъизе
858,vergehen::V,алатун,ине
859,erscheinen::V,майдандиз акъатун,баккизе
860,verschwinden::V,квахьун,къине
861,verschwinden::V,квахьун,билизе
862,sinken::V,элекьун,гӏодо́бе ккезе
863,abnehmen::V,тӏимил хьун,тӏаса камизе
864,abnehmen::V,гъвечӏи хьун,тӏаса камизе
865,zunehmen::V,артух хьун,гӏемерлъизе
866,steigen::V,хкаж хьун,бахине
867,wachsen::V,экъечӏун,кӏодолъизе
868,glänzen::V,цӏарцӏар гун,цӏвакизе
869,funkeln::V,нур гун,паркъезе
870,lärmen::V,ван авун,хъудизе
871,lärmen::V,ван авун,чӏиргъдизе
872,läuten::V,зенг ягъун,кьабизе
873,klingeln::V,зенг ягъун,кьабизе
874,klirren::V,зигринг авун,зваргъизе
875,brausen::V,къати хьун,гьалаглъизе
876,rauschen::V,вишриш авун,шуршудизе
877,klingen::V,ван авун,бахъине
878,bellen::V,элуькьун,гъанчдезе
879,heulen::V,къув ягъун,рурудизе
880,blasen::V,уф гун,гьохьизе
881,pfeifen::V,уьфт ягъун,гьещтӏезе
882,schreien::V,гьараюн,ахӏизе
883,schreien::V,гьараюн,ахӏдезе
884,stöhnen::V,суза авун,зигардизе
885,zittern::V,зурзун,дарран
886,zittern::V,зурзун,гьаргьадизе
887,leben::V,яшамиш хьун,бетӏербахъизе
888,geboren werden::V,хьун,лъугьине
889,atmen::V,нефес чӏугун,хӏухьел биччазе
890,trinken::V,хъун,гьекъезе
891,essen::V,тӏуьн,квине
892,essen::V,тӏуьн,кваназе
893,schlucken::V,туькьуьнун,кӏкӏвине
894,schlucken::V,туькьуьнун,къулчӏизе
895,müde werden::V,галатун,сваказе
896,müde werden::V,юргъун хьун,сваказе
897,einschlafen::V,ксун,кьижизе
898,einschlafen::V,ксун,гъапуллъизе
899,schlafen::V,ксун,кьижизе
900,aufwachen::V,ахварай аватун,бигьине
901,aufstehen::V,къарагъун,бахъине
902,aufstehen::V,къарагъун,тӏадебахъине
903,sich erholen::V,ял ягъун,хьи бахъизе
904,sich erholen::V,ял ягъун,хӏалхьи гьабизе
905,krank werden::V,кефсуз хьун,унтизе
906,krank sein::V,тӏа хьун,унтизе
907,schmerzen::V,тӏа хьун,унтизе
908,husten::V,уьгьуь ягъун,хъегӏизе
909,genesen::V,сагъ хъхьун,лъилъизе
910,sterben::V,кьин,хвезе
911,umkommen::V,терг хьун,гьалаглъизе
912,sich bewegen::V,юзун,багъаризе
913,sich bewegen::V,юзун,багъаргъизе
914,sich rühren::V,юзун,багъаризе
915,sich erheben::V,къарагъун,тӏадебахъине
916,sich erheben::V,къарагъун,бахъине
917,sich setzen::V,ацукьун,гӏодов чӏезе
918,hinfallen::V,алукьун,щапизе
919,laufen::V,къекъуьн,хьвадизе
920,schreiten::V,ккамар къачун,чӏезе
921,spazierengehen::V,сейр авун,тира-сверизе
922,eilen::V,тади авун,ракӏхӏалакине
923,eilen::V,тади авун,дуризе
924,sich beeilen::V,гьерекатун,дуризе
925,sich beeilen::V,гьерекатун,гӏедегӏизе
926,sausen::V,чкурун,тӏуризе
927,rennen::V,катун,бекеризе
928,rennen::V,зверун,бекеризе
929,springen::V,хкадарун,кӏанцӏизе
930,klettern::V,акьахун,хархадизе
931,kriechen::V,капаралди фин,хъурщизе
932,schwimmen::V,сирнав авун,лъедезе
933,tauchen::V,кьилихъди циз вегьин,букъардизе
934,rudern::V,кьусуйралди лодка гьалун,хазе
935,rudern::V,цуьруьгъуьлдалди кӏватӏун,хазе
936,fahren::V,фин,ине
937,fliegen::V,лув гун,боржине
938,fliegen::V,цавай фин,боржине
939,gehen::V,фин,ине
940,weggehen::V,хъфин,ине
941,abfahren::V,фин,къокъине
942,abfahren::V,рекье гьатун,къокъине
943,anhalten::V,акъвазун,чӏезе
944,anhalten::V,акъвазун,тархъизе
945,anhalten::V,акъвазун,лъалхъизе
946,hineingehen::V,гьахьун,тӏаделъугьине
947,eintreten::V,гьахьун,лъугьине
948,kommen::V,атун,бачӏине
949,ankommen::V,атун,щвезе
950,ankommen::V,атун,тӏадебачӏине
951,zurückkommen::V,хтун,тадбуссине
952,zurückkommen::V,хтун,тӏадбуссине
953,bleiben::V,амукьун,чӏезе
954,bleiben::V,амукьун,хутӏизе
955,warten::V,гуьзлемишун,чӏезе
956,erwarten::V,вил алаз акъвазун,балагьизе
957,suchen::V,къекъуьн,балагьизе
958,finden::V,жугъун,батизе
959,versuchen::V,алахъун,хӏалбихьизе
960,vorbereiten::V,гьазурун,хӏадурлъизабизе
961,lieben::V,кӏан хьун,балай бегьизе
962,mögen::V,рикӏ ацукьун,бокьизе
963,lachen::V,хъуьруьн,белъизе
964,weinen::V,шехьун,гӏодизе
965,schimpfen::V,сеперар гун,гъанчдезе
966,schimpfen::V,экъуьгъунар авун,гъанчдезе
967,sich ärgern::V,хъел акатун,вагъизе
968,sich ärgern::V,хъел акатун,ццида́хине
969,sich fürchten::V,кичӏе хьун,хӏинкъизе
970,fürchten::V,къурхутмиш хьун,беркъазе
971,fürchten::V,къурхутмиш хьун,хӏинкъа-къазе
972,fliehen::V,катун,лъутизе
973,flüchten::V,катун,лъутизе
974,sehen::V,акун,бихьизе
975,anschauen::V,вил вегьин,бертӏамизе
976,anschauen::V,вил вегьин,балагьизе
977,ansehen::V,килигун,бала-гъалагьизе
978,hören::V,ван хьун,рагӏизе
979,zuhören::V,яб гун,гӏенеккизе
980,probieren::V,дад акун,кӏалдиб хъва́зе
981,probieren::V,дад акун,чӏамизе
982,riechen::V,ни чӏугун,су́нтӏизе
983,fühlen::V,гьисс авун,чӏвазе
984,frieren::V,кьун,цӏорозе
985,frieren::V,мекьи хьун,цӏорозе
986,tun::V,авун,гьабизе
987,können::V,хьун,кӏвезе
988,können::V,хьун,лъазе
989,können::V,акъакьун,кӏвезе
990,können::V,акъакьун,лъазе
991,wollen::V,кӏан хьун,бокьизе
992,anfangen::V,башламишун,байбихьизе
993,beenden::V,куьтягьун,тӏубазабизе
994,beenden::V,куьтягьун,лъугӏизабизе
995,aufhören::V,акъвазун,бахъизе
996,gelingen::V,арадал атун,бахъизе
997,geraten::V,акъатун,бахъизе
998,öffnen::V,ахъаюн,рагьизе
999,schließen::V,акьалун,къазе
1000,stellen::V,эцигун,чӏвазе
1001,setzen::V,ацукьарун,рекӏинабизе
1002,setzen::V,ацукьарун,гӏодор чӏезаризе
1003,legen::V,эцигун,лъезе
1004,berühren::V,хкӏурун,хъвазе
1005,verbinden::V,гилигун,хьухьине
1006,verbinden::V,гилигун,бухьине
1007,bedecken::V,кӏевун,кквезе
1008,aufhängen::V,куьрсарун,базе
1009,anzünden::V,куькӏуьрун,бакизе
1010,anzünden::V,куькӏуьрун,рекӏинабизе
1011,aufheben::V,хкажун,
1012,zurücklassen::V,тун,тезе
1013,verlieren::V,квадарун,билизабизе
1014,fallen lassen::V,авадрун,бортизабизе
1015,machen::V,авун,гьабизе
1016,machen::V,кар авун,гьабизе
1017,herstellen::V,расун,гьабизе
1018,herstellen::V,расун,хӏадурлъизабизе
1019,bauen::V,туькӏуьрун,базе
1020,bauen::V,туькӏуьрун,гьабизе
1021,reparieren::V,расун,къачӏазе
1022,verbessern::V,хъсанрун,лъикӏлъизабизе
1023,ändern::V,табдил авун,хисизабизе
1024,graben::V,эгъуьнун,бухъизе
1025,beugen::V,акӏажарун,хьетӏизабизе
1026,beugen::V,кангур авун,хьетӏизабизе
1027,biegen::V,патахъарун,гьетӏизабизе
1028,drehen::V,алчударун,тиризабизе
1029,drehen::V,алчударун,свердизабизе
1030,umdrehen::V,элкъуьрун,бегизе
1031,umdrehen::V,элкъуьрун,бега-битӏизе
1032,heben::V,хкажун,борхизе
1033,hochheben::V,хкажун,борхалъизабизе
1034,hochheben::V,хкажун,борхизе
1035,ergreifen::V,агалчна кьун,кквезе
1036,halten::V,кьун,кквезе
1037,drücken::V,чуькьуьн,къазе
1038,drücken::V,чуькьуьн,къанцӏу́зе
1039,drücken::V,чуькьуьн,къвал ба́зе
1040,schieben::V,хуртӏ гун,хъилдизе
1041,kratzen::V,къадгъунун,хачазе
1042,lecken::V,мез гун,чӏикӏизе
1043,beißen::V,кӏасун,хӏанчӏизе
1044,beißen::V,кӏасун,хӏанчӏизабизе
1045,abreißen::V,галудун,тӏезе
1046,abreißen::V,галудун,тӏезабизе
1047,abschneiden::V,атӏун,къотӏизе
1048,stecken::V,сухун,къазабизе
1049,brechen::V,хун,бекизе
1050,brechen::V,кукӏварун,бекизе
1051,klopfen::V,тахъ-тахъ авун,дванкезе
1052,hauen::V,ягъун,базе
1053,kleben::V,алкӏурун,бацӏцӏине
1054,kleben::V,кукӏурун,бацӏцӏине
1055,reiben::V,тӏушунун,хачазе
1056,streichen::V,алтадун,бахине
1057,streichen::V,алтадун,жужазе
1058,schleifen::V,кӏвенкӏв авун,лъухьизе
1059,schneiden::V,атӏун,къотӏизе
1060,rütteln::V,къарсурун,багъа-бачаризабизе
1061,schütteln::V,къарсурун,кӏобокӏизе
1062,schwenken::V,элягъун,гьесадизе
1063,schwenken::V,элягъун,хьвагӏезабизе
1064,schwenken::V,галтадун,гьесадизе
1065,schwenken::V,галтадун,хьвагӏезабизе
1066,schütten::V,цун,тӏезе
1067,füllen::V,ацӏурун,цӏезабизе
1068,einwickeln::V,кутун,жемизе
1069,einwickeln::V,элкъуьрун,жемизе
1070,tragen::V,тухун,баччизе
1071,schleppen::V,галчӏурун,бехъерхъизе
1072,ziehen::V,ялун,цӏазе
1073,ziehen::V,чӏугун,цӏазе
1074,aufbewahren::V,хуьн,цӏунизе
1075,werfen::V,гадрун,рехизе
1076,fangen::V,кьун,кквезе
1077,packen::V,кьун,кквезе
1078,verstecken::V,кӏевун,бахчизе
1079,teilen::V,паюн,бикьизе
1080,schicken::V,ракъурун,битӏизе
1081,bringen::V,гъун,баччизе
1082,hinzufügen::V,алава авун,жубазе
1083,bekommen::V,къачун,щвезе
1084,bekommen::V,жугъурун,щвезе
1085,erhalten::V,къачун,щвезе
1086,erhalten::V,къачун,босизе
1087,nehmen::V,къачун,босизе
1088,wählen::V,хкягъун,бищизе
1089,auswählen::V,хкягъун,тӏасабищизе
1090,bewahren::V,хуьн,цӏунизе
1091,behindern::V,манийвал авун,квекӏен гьабизе
1092,verderben::V,чӏурун,хвезабизе
1093,beschädigen::V,нукьсанвал гун,галгъазабизе
1094,zerbrechen::V,хун,щущазабизе
1095,zerreißen::V,къазунун,бихъизе
1096,zerstören::V,чӏурун,биххизабизе
1097,zerstören::V,барбатӏун,биххизабизе
1098,verbrennen::V,ккун,бухӏизе
1099,geben::V,гун,кьезе
1100,reichen::V,вугун,кьезе
1101,reichen::V,гун,кьезе
1102,schenken::V,пишкеш авун,кьезе
1103,versprechen::V,гаф гун,назру гьабизе
1104,wünschen::V,дуьа авун,бокьизе
1105,loben::V,тариф авун,беццизе
1106,loben::V,тариф авун,бецца-бекъизе
1107,küssen::V,темен гун,баизе
1108,wiegen::V,эчӏягъун,чӏучӏадизабизе
1109,zudecken::V,гьалдун,тӏадбигъине
1110,wecken::V,ахварай авудун,бигьинабизе
1111,zeigen::V,къалурун,бихьизабизе
1112,führen::V,тухун,бачине
1113,lehren::V,кӏелиз тун,малъизе
1114,lehren::V,кӏелиз тун,цӏализабизе
1115,unterrichten::V,тарс гун,цӏализабизе
1116,aufziehen::V,тербия гун,гӏезабизе
1117,aufziehen::V,тербияламишун,гӏезабизе
1118,leiten::V,идара авун,нухмалъи гьабизе
1119,antreiben::V,тади кутун,гӏедегӏизабизе
1120,einladen::V,теклиф авун,ахӏизе
1121,einladen::V,теклиф авун,тӏадеахӏизе
1122,vereinigen::V,сад авун,цолъизабизе
1123,besuchen::V,кьилив атун,баккизе
1124,besuchen::V,кьилив атун,хьвадизе
1125,treffen::V,гьалтун,дандчӏвазе
1126,sich versammeln::V,алтӏушун,данделъизе
1127,sich versammeln::V,алтӏушун,бакӏаризе
1128,spielen::V,къугъун,басандизе
1129,singen::V,лугьун,ахӏизе
1130,singen::V,мани лугьун,ахӏизе
1131,tanzen::V,кьуьл авун,кьурдизе
1132,sich trennen::V,къакъатун,батӏалъизе
1133,verlassen::V,гъил къачун,тезе
1134,verlassen::V,гъил къачун,рехунтезе
1135,retten::V,къутармишун,хвасар гьабизе
1136,retten::V,къутармишун,хвасарлъизабизе
1137,bewachen::V,хуьн,цӏунизе
1138,schützen::V,хуьн,цӏунизе
1139,verteidigen::V,хуьн,цӏунизе
1140,sich schlagen::V,кукӏун,багъизе
1141,schießen::V,акъатун,речӏчӏизе
1142,siegen::V,гъалиб хьун,бергьине
1143,ärgern::V,хъел гъун,вагъизавизе
1144,ärgern::V,хъел кутун,вагъизавизе
1145,schlagen::V,ягъун,кьабизе
1146,schlagen::V,галукьарун,кьабизе
1147,treten::V,кьуьл къекъягъун,мал тункизе
1148,treten::V,кьуьл эцягъун,мал тункизе
1149,stechen::V,акьадарун,къазабизе
1150,stoßen::V,эцягъун,тункизе
1151,stoßen::V,эцягъун,хъилдизе
1152,stehlen::V,чуьнуьхун,щинкӏизабизе
1153,stören::V,хкуьрун,квекӏен гьабизе
1154,stören::V,хкуьрун,татубахъи гьабизе
1155,belästigen::V,хкуьрун,рахӏатхвезабизе
1156,belästigen::V,азият гун,рахӏатхвезабизе
1157,verbergen::V,далдаламишун,бахчизе
1158,verbergen::V,далдаламишун,балъго тезе
1159,täuschen::V,алцурарун,божуда рекӏкӏ гьабизе
1160,täuschen::V,алцурарун,гуккизе
1161,täuschen::V,алцуррун,божуда рекӏкӏ гьабизе
1162,täuschen::V,алцуррун,гуккизе
1163,betrügen::V,алцурарун,хӏилла гьабизе
1164,betrügen::V,алцурарун,сандирахълъи гьабизе
1165,betrügen::V,гьарамзадавал авун,хӏилла гьабизе
1166,betrügen::V,гьарамзадавал авун,сандирахълъи гьабизе
1167,töten::V,яна кьин,чӏвазе
1168,wohnen::V,дуланмиш хьун,яшав гьабизе
1169,arbeiten::V,кӏвалахун,хӏалтӏизе
1170,arbeiten::V,кӏвалах авун,хӏалтӏизе
1171,sammeln::V,кӏватӏун,бакӏаризе
1172,pflücken::V,атӏун,бетӏизе
1173,jagen::V,гъуьрч авун,чан гьабизе
1174,fischen::V,гъетер кьун,ччугӏа кквезе
1175,fassen::V,кьун,кквезе
1176,hüten::V,чӏура хуьн,кваназабизе
1177,treiben::V,гьалун,гъезе
1178,anbinden::V,акалун,бухьине
1179,füttern::V,ем гун,кваназабизе
1180,melken::V,ацун,бечӏчӏизе
1181,hacken::V,куьткуьнун,чӏвазе
1182,gießen::V,яд гун,лъалъазе
1183,reifen::V,чурун,барщизе
1184,reifen::V,агакьун,барщизе
1185,zubereiten::V,гьазурун,бежа-белъине
1186,kochen::V,ругун,белъине
1187,backen::V,чурун,базе
1188,braten::V,чурун,бежизе
1189,umrühren::V,какадарун,багъаризе
1190,stricken::V,хурун,хьухьине
1191,nähen::V,цун,букъизе
1192,färben::V,шир ягъун,кьер гьабизе
1193,reinigen::V,михьун,бацӏцӏине
1194,waschen::V,чуьхуьн,чуризе
1195,abwischen::V,гуьцӏун,бацӏцӏине
1196,spülen::V,экъуьрун,хулизе
1197,fegen::V,шуткун,лъухьизе
1198,kehren::V,кул алтадун,лъухьизе
1199,baden::V,эхъуьн,чордезе
1200,sich waschen::V,жендек чуьхуьн,
1201,ausziehen::V,хутӏунун,бахъизе
1202,ausziehen::V,галудун,бахъизе
1203,anziehen::V,алукӏун,ретӏине
1204,sich anziehen::V,алукӏун,ретӏине
1205,sich anziehen::V,парталар алукӏун,ретӏине
1206,kämmen::V,эвягъун,хазе
1207,schmücken::V,безетмишун,чӏухӏизабизе
1208,schmücken::V,гуьрчегарун,чӏухӏизабизе
1209,sagen::V,лугьун,бицине
1210,sprechen::V,рахун,бицине
1211,reden::V,рахун,гаргадизе
1212,sich unterhalten::V,ихтилат авун,гаргадизе
1213,fragen::V,жузун,цӏехезе
1214,fragen::V,жузун,гьикъизе
1215,bitten::V,тӏалабун,гьаризе
1216,erzählen::V,ахъаюн,бицине
1217,mitteilen::V,хабар гун,лъазабизе
1218,nennen::V,тӏвар гун,цӏар лъезе
1219,rufen::V,эверун,ахӏизе
1220,prahlen::V,яцӏу гафар авун,беццаризе
1221,übersetzen::V,таржума авун,буссинабизе
1222,übersetzen::V,гафладун,буссинабизе
1223,denken::V,фикир авун,ургъизе
1224,glauben::V,агъун,божизе
1225,bemerken::V,фикир гун,берречӏчӏизе
1226,begreifen::V,гъавурда акьун,бичӏчӏизе
1227,lernen::V,кӏелун,цӏализе
1228,wissen::V,чир хьун,лъазе
1229,wissen::V,чирхьун,лъазе
1230,sich erinnern an::V,рикӏел хуьн,ракӏалде щвезе
1231,vergessen::V,рикӏелай фин,кӏочене
1232,vergessen::V,рикӏелай алатун,кӏочене
1233,messen::V,алцумун,борцине
1234,zählen::V,гьисабун,рикӏкӏине
1235,rechnen::V,гьисабун,рикӏкӏине
1236,lesen::V,кӏелун,цӏализе
1237,malen::V,кхьин,бахъизе
1238,malen::V,шикилар чӏугун,бахъизе
1239,zeichnen::V,чӏугун,бахъизе
1240,schreiben::V,кхьин,хъвазе
1241,besitzen::V,иеси хьун,щвезе
1242,besitzen::V,иеси хьун,бу́кӏине
1243,kaufen::V,къачун,босизе
1244,kaufen::V,маса къачун,босизе
1245,verkaufen::V,гун,бичизе
1246,verkaufen::V,маса гун,бичизе
1247,bezahlen::V,къимет гун,кьезе
1248,bezahlen::V,эвезда авун,кьезе
1249,bezahlen::V,гьакъи агакьрун,кьезе
1250,zahlen::V,къимет гун,кьезе
1251,zahlen::V,эвезда авун,кьезе
1252,zahlen::V,гьакъи агакьрун,кьезе
1253,beherrschen::V,иеси хьун,
1254,ertragen::V,таб гун,баччизе
1255,Oberschenkel::N,,мачӏ
1256,Strömung::N,,чвахи
1257,Ski::N,,лыжаби
1258,Platte::N,,къоно
1259,dick[Gegenstand]::A,,бицатаб
1260,auf einmal::ADV,,цихӏинтӏаго
1261,zurück::ADV,,нахъе
1262,wieder::ADV,,на́хъеги
1263,wehen::V,,пуйзе
1264,rauchen::V,,кӏкӏуй буризе
1265,schaukeln::V,,гьерщезе
1266,zu sehen sein::V,,бихьизе
1267,vernehmen::V,,рагӏизе
1268,wenden::V,,бегизе
1269,binden::V,,бухьине
1270,erkennen::V,,лъазе
1271,erkennen::V,,батӏаго бахъизе
