,Concept_ID,de,cs
128,Birke::N,Birke,bříza
129,Kiefer[Baum]::N,Kiefer,sosna
130,Kiefer[Baum]::N,Kiefer,borovice
131,Weide[Baum]::N,Weide,vrba
132,Tanne::N,Tanne,jedle
133,Horn::N,Horn,roh
134,Feder::N,Feder,pero
135,Fell::N,Fell,srst
136,Flügel::N,Flügel,křídlo
137,Klaue::N,Klaue,dráp
138,Klaue::N,Klaue,pazneht
139,Kralle::N,Kralle,dráp
140,Schwanz::N,Schwanz,ocas
141,Ei::N,Ei,vejce
142,Nest::N,Nest,hnízdo
143,Bau::N,Bau,nora
144,Tier::N,Tier,zvíře
145,Herde::N,Herde,stádo
146,Kuh::N,Kuh,kráva
147,Bulle::N,Bulle,býk
148,Pferd::N,Pferd,kůň
149,Schaf::N,Schaf,ovce
150,Schwein::N,Schwein,vepř
151,Schwein::N,Schwein,prase
152,Hund::N,Hund,pes
153,Katze::N,Katze,kočka
154,Bär::N,Bär,medvěd
155,Eichhörnchen::N,Eichhörnchen,veverka
156,Elch::N,Elch,los
157,Fuchs::N,Fuchs,liška
158,Hase::N,Hase,zajíc
159,Maus::N,Maus,myš
160,Wolf::N,Wolf,vlk
161,Vogel::N,Vogel,pták
162,Schwarm::N,Schwarm,roj
163,Schwarm::N,Schwarm,hejno
164,Huhn::N,Huhn,kuře
165,Huhn::N,Huhn,slepice
166,Hahn::N,Hahn,kohout
167,Gans::N,Gans,husa
168,Adler::N,Adler,orel
169,Ente::N,Ente,kachna
170,Eule::N,Eule,sova
171,Kranich::N,Kranich,jeřáb
172,Krähe::N,Krähe,vrána
173,Kuckuck::N,Kuckuck,kukačka
174,Schwan::N,Schwan,labuť
175,Fisch::N,Fisch,ryba
176,Barsch::N,Barsch,okoun
177,Hecht::N,Hecht,štika
178,Schlange[Tier]::N,Schlange,had
179,Wurm::N,Wurm,červ
180,Spinne::N,Spinne,pavouk
181,Ameise::N,Ameise,mravenec
182,Laus::N,Laus,veš
183,Mücke::N,Mücke,komár
184,Fliege::N,Fliege,moucha
185,Schmetterling::N,Schmetterling,motýl
186,Beere::N,Beere,bobule
187,Apfel::N,Apfel,jablko
188,Pilz::N,Pilz,houba
189,Zwiebel::N,Zwiebel,cibule
190,Saat::N,Saat,osivo
191,Korn::N,Korn,zrno
192,Heu::N,Heu,seno
193,Schale::N,Schale,slupka
194,Schale::N,Schale,skořápka
195,Grube::N,Grube,jáma
196,Falle::N,Falle,past
197,Falle::N,Falle,léčka
198,Schlinge::N,Schlinge,smyčka
199,Spur::N,Spur,stopa
200,Asche::N,Asche,popel
201,Dreck::N,Dreck,špína
202,Eisen::N,Eisen,železo
203,Gold::N,Gold,zlato
204,Silber::N,Silber,stříbro
205,Kohle::N,Kohle,uhlí
206,Glas::N,Glas,sklo
207,Lehm::N,Lehm,jíl
208,Lehm::N,Lehm,hlína
209,Sand::N,Sand,písek
210,Mensch::N,Mensch,člověk
211,Mann::N,Mann,muž
212,Frau::N,Frau,žena
213,Kind::N,Kind,dítě
214,Junge::N,Junge,hoch
215,Junge::N,Junge,chlapec
216,Mädchen::N,Mädchen,děvče
217,Familie::N,Familie,rodina
218,Großvater::N,Großvater,děd
219,Großvater::N,Großvater,dědeček
220,Großmutter::N,Großmutter,babička
221,Eltern::N,Eltern,rodiče
222,Vater::N,Vater,otec
223,Mutter::N,Mutter,matka
224,Sohn::N,Sohn,syn
225,Tochter::N,Tochter,dcera
226,Bruder::N,Bruder,bratr
227,Schwester::N,Schwester,sestra
228,Onkel::N,Onkel,strýc
229,Tante::N,Tante,teta
230,Ehemann::N,Ehemann,choť
231,Ehemann::N,Ehemann,manžel
232,Ehefrau::N,Ehefrau,choť
233,Ehefrau::N,Ehefrau,manželka
234,Freude::N,Freude,radost
235,Gelächter::N,Gelächter,smích
236,Glück::N,Glück,štěstí
237,Kummer::N,Kummer,žal
238,Kummer::N,Kummer,trápení
239,Wunsch::N,Wunsch,přání
240,Lust::N,Lust,chuť
241,Geist::N,Geist,duch
242,Gedanke::N,Gedanke,myšlenka
243,Gedächtnis::N,Gedächtnis,paměť
244,Verstand::N,Verstand,rozum
245,Sinn::N,Sinn,smysl
246,Grund::N,Grund,důvod
247,Wahrheit::N,Wahrheit,pravda
248,Gespräch::N,Gespräch,rozhovor
249,Märchen::N,Märchen,pohádka
250,Erzählung::N,Erzählung,povídka
251,Nachricht::N,Nachricht,zpráva
252,Neuigkeit::N,Neuigkeit,novina
253,Neuigkeit::N,Neuigkeit,novinka
254,Name::N,Name,jméno
255,Rätsel::N,Rätsel,hádanka
256,Rede::N,Rede,řeč
257,Rede::N,Rede,proslov
258,Sprache::N,Sprache,řeč
259,Sprache::N,Sprache,jazyk
260,Stimme::N,Stimme,hlas
261,Wort::N,Wort,slovo
262,Zeichen::N,Zeichen,znamení
263,Ruf::N,Ruf,zavolání
264,Lärm::N,Lärm,hluk
265,Laut::N,Laut,zvuk
266,Ton::N,Ton,tón
267,Lied::N,Lied,píseň
268,Ruhe::N,Ruhe,klid
269,Ruhe::N,Ruhe,pokoj
270,Leute::N,Leute,lidé
271,Volk::N,Volk,národ
272,Arbeit::N,Arbeit,práce
273,Gast::N,Gast,host
274,Geschenk::N,Geschenk,dar
275,Spiel::N,Spiel,hra
276,Gesellschaft::N,Gesellschaft,společnost
277,Hilfe::N,Hilfe,pomoc
278,Freund::N,Freund,přítel
279,Kamerad::N,Kamerad,kamarád
280,Angelegenheit::N,Angelegenheit,záležitost
281,Anzahl::N,Anzahl,počet
282,Art::N,Art,druh
283,Stück::N,Stück,kus
284,Stück::N,Stück,kousek
285,Teil::N,Teil,díl
286,Teil::N,Teil,část
287,Hälfte::N,Hälfte,půl
288,Kreis::N,Kreis,kruh
289,Kreuz::N,Kreuz,kříž
290,Linie::N,Linie,linka
291,Strich::N,Strich,čára
292,Strich::N,Strich,čárka
293,Abstand::N,Abstand,vzdálenost
294,Entfernung::N,Entfernung,vzdálenost
295,Gegend::N,Gegend,krajina
296,Platz::N,Platz,prostor
297,Ort::N,Ort,místo
298,Seite::N,Seite,strana
299,Mitte::N,Mitte,střed
300,Mitte::N,Mitte,prostředek
301,Gegenstand::N,Gegenstand,předmět
302,Sache::N,Sache,věc
303,Rand::N,Rand,kraj
304,Rand::N,Rand,okraj
305,Kante::N,Kante,hrana
306,Ecke::N,Ecke,roh
307,Spitze::N,Spitze,hrot
308,Spitze::N,Spitze,špička
309,Ende::N,Ende,konec
310,Loch::N,Loch,díra
311,Winkel::N,Winkel,kout
312,Muster::N,Muster,vzor
313,Größe::N,Größe,velikost
314,Länge::N,Länge,délka
315,Höhe::N,Höhe,výška
316,Gewicht::N,Gewicht,váha
317,Menge::N,Menge,množství
318,Haufen::N,Haufen,kupa
319,Haufen::N,Haufen,hromada
320,Reihe::N,Reihe,řada
321,Reihe::N,Reihe,řádek
322,Boot::N,Boot,člun
323,Ruder::N,Ruder,veslo
324,Schlitten::N,Schlitten,sáně
325,Ski::N,Ski,lyže
326,Lagerfeuer::N,Lagerfeuer,táborák
327,Last::N,Last,náklad
328,Last::N,Last,břemeno
329,Gang::N,Gang,chůze
330,Gang::N,Gang,chodba
331,Schritt::N,Schritt,krok
332,Norden::N,Norden,sever
333,Süden::N,Süden,jih
334,Westen::N,Westen,západ
335,Osten::N,Osten,východ
336,Holz::N,Holz,dřevo
337,Brett::N,Brett,prkno
338,Platte::N,Platte,deska
339,Stütze::N,Stütze,opěra
340,Stange::N,Stange,tyč
341,Stange::N,Stange,tyčka
342,Stock::N,Stock,hůlka
343,Stab::N,Stab,hůl
344,Rohr::N,Rohr,trubka
345,Haus::N,Haus,dům
346,Heim::N,Heim,domov
347,Ofen::N,Ofen,kamna
348,Fußboden::N,Fußboden,podlaha
349,Tisch::N,Tisch,stůl
350,Stuhl::N,Stuhl,židle
351,Wiege::N,Wiege,kolébka
352,Bett::N,Bett,postel
353,Regal::N,Regal,regál
354,Regal::N,Regal,police
355,Kiste::N,Kiste,bedna
356,Fenster::N,Fenster,okno
357,Tür::N,Tür,dveře
358,Tor::N,Tor,vrata
359,Zaun::N,Zaun,plot
360,Dach::N,Dach,střecha
361,Leiter::N,Leiter,žebřík
362,Besen::N,Besen,koště
363,Besen::N,Besen,smeták
364,Spaten::N,Spaten,rýč
365,Schaufel::N,Schaufel,lopata
366,Gabel::N,Gabel,vidlička
367,Löffel::N,Löffel,lžíce
368,Messer::N,Messer,nůž
369,Nagel::N,Nagel,hřebík
370,Netz::N,Netz,síť
371,Haken::N,Haken,hák
372,Griff::N,Griff,držadlo
373,Schloss::N,Schloss,zámek
374,Bild::N,Bild,obraz
375,Figur::N,Figur,figura
376,Puppe::N,Puppe,panenka
377,Beutel::N,Beutel,pytlík
378,Bündel::N,Bündel,svazek
379,Tasche::N,Tasche,taška
380,Tasche::N,Tasche,brašna
381,Eimer::N,Eimer,kýbl
382,Eimer::N,Eimer,vědro
383,Deckel::N,Deckel,víko
384,Deckel::N,Deckel,příklop
385,Geschirr::N,Geschirr,nádobí
386,Sack::N,Sack,pytel
387,Tasse::N,Tasse,šálek
388,Topf::N,Topf,hrnec
389,Kessel::N,Kessel,kotel
390,Essen::N,Essen,jídlo
391,Nahrung::N,Nahrung,strava
392,Nahrung::N,Nahrung,potrava
393,Speise::N,Speise,jídlo
394,Fleisch::N,Fleisch,maso
395,Getreide::N,Getreide,obilí
396,Brei::N,Brei,kaše
397,Brot::N,Brot,chléb
398,Scheibe::N,Scheibe,krajíc
399,Fett::N,Fett,tuk
400,Fett::N,Fett,omastek
401,Butter::N,Butter,máslo
402,Öl::N,Öl,olej
403,Salz::N,Salz,sůl
404,Suppe::N,Suppe,polévka
405,Honig::N,Honig,med
406,Milch::N,Milch,mléko
407,Tee::N,Tee,čaj
408,Leder::N,Leder,kůže
409,Wolle::N,Wolle,vlna
410,Stoff::N,Stoff,látka
411,Nadel::N,Nadel,jehla
412,Faden::N,Faden,nit
413,Knopf::N,Knopf,knoflík
414,Knoten::N,Knoten,uzel
415,Farbe::N,Farbe,barva
416,Kleidung::N,Kleidung,šaty
417,Kleidung::N,Kleidung,šatstvo
418,Hemd::N,Hemd,košile
419,Kragen::N,Kragen,límec
420,Ärmel::N,Ärmel,rukáv
421,Hose::N,Hose,kalhoty
422,Gürtel::N,Gürtel,pás
423,Gürtel::N,Gürtel,opasek
424,Mütze::N,Mütze,čepice
425,Schuh::N,Schuh,bota
426,Stiefel::N,Stiefel,holínka
427,Ring::N,Ring,prsten
428,Band::N,Band,pásek
429,Kamm::N,Kamm,hřeben
430,Spiegel::N,Spiegel,zrcadlo
431,Riemen::N,Riemen,řemen
432,Schnur::N,Schnur,šňůra
433,Leine::N,Leine,vodítko
434,Decke::N,Decke,pokrývka
435,Decke::N,Decke,přikrývka
436,Kissen::N,Kissen,polštář
437,Tuch::N,Tuch,šátek
438,Handtuch::N,Handtuch,ručník
439,Kraft::N,Kraft,síla
440,Stärke::N,Stärke,síla
441,Gesundheit::N,Gesundheit,zdraví
442,Krankheit::N,Krankheit,nemoc
443,Krankheit::N,Krankheit,choroba
444,Schmerz::N,Schmerz,bolest
445,Wunde::N,Wunde,rána
446,Fieber::N,Fieber,horečka
447,Arznei::N,Arznei,lék
448,Brücke::N,Brücke,most
449,Brunnen::N,Brunnen,studna
450,Weide::N,Weide,pastva
451,Weide::N,Weide,pastvina
452,Pfad::N,Pfad,pěšina
453,Weg::N,Weg,cesta
454,Straße::N,Straße,silnice
455,Dorf::N,Dorf,vesnice
456,Stadt::N,Stadt,město
457,Brief::N,Brief,dopis
458,Buch::N,Buch,kniha
459,Buchstabe::N,Buchstabe,písmeno
460,Zeitung::N,Zeitung,noviny
461,Leben::N,Leben,život
462,Tod::N,Tod,smrt
463,Grab::N,Grab,hrob
464,Kirche::N,Kirche,kostel
465,Sünde::N,Sünde,hřích
466,Gott::N,Gott,bůh
467,Arbeiter::N,Arbeiter,dělník
468,Arbeiter::N,Arbeiter,pracovník
469,Chef::N,Chef,šéf
470,Chef::N,Chef,vedoucí
471,Meister::N,Meister,mistr
472,Arzt::N,Arzt,lékař
473,Lehrer::N,Lehrer,učitel
474,Geld::N,Geld,peníze
475,Geschäft::N,Geschäft,obchod
476,Laden::N,Laden,krám
477,Preis::N,Preis,cena
478,Ware::N,Ware,zboží
479,Nutzen::N,Nutzen,užitek
480,Reichtum::N,Reichtum,bohatství
481,Welt::N,Welt,svět
482,Land::N,Land,země
483,Staat::N,Staat,stát
484,König::N,König,král
485,Macht::N,Macht,moc
486,Macht::N,Macht,mocnost
487,Grenze::N,Grenze,hranice
488,Krieg::N,Krieg,válka
489,Feind::N,Feind,nepřítel
490,Gewalt::N,Gewalt,násilí
491,Kampf::N,Kampf,boj
492,Bogen[Waffe]::N,Bogen,luk
493,Pfeil::N,Pfeil,šíp
494,Gewehr::N,Gewehr,puška
495,Gewehr::N,Gewehr,ručnice
496,Fehler::N,Fehler,chyba
497,Lüge::N,Lüge,lež
498,Schaden::N,Schaden,škoda
499,Unglück::N,Unglück,neštěstí
500,Schuld::N,Schuld,vina
501,Alter::N,Alter,věk
502,Schluss::N,Schluss,konec
503,Zeit::N,Zeit,čas
504,Tag::N,Tag,den
505,Morgen::N,Morgen,ráno
506,Morgen::N,Morgen,jitro
507,Mittag::N,Mittag,poledne
508,Abend::N,Abend,večer
509,Nacht::N,Nacht,noc
510,Woche::N,Woche,týden
511,Monat::N,Monat,měsíc
512,Jahr::N,Jahr,rok
513,Frühling::N,Frühling,jaro
514,Sommer::N,Sommer,léto
515,Herbst::N,Herbst,podzim
516,Winter::N,Winter,zima
517,Januar::N,Januar,leden
518,Februar::N,Februar,únor
519,März::N,März,březen
520,April::N,April,duben
521,Mai::N,Mai,květen
522,Juni::N,Juni,červen
523,Juli::N,Juli,červenec
524,August::N,August,srpen
525,September::N,September,září
526,Oktober::N,Oktober,říjen
527,November::N,November,listopad
528,Dezember::N,Dezember,prosinec
529,Montag::N,Montag,pondělí
530,Montag::N,Montag,pondělek
531,Dienstag::N,Dienstag,úterý
532,Mittwoch::N,Mittwoch,středa
533,Donnerstag::N,Donnerstag,čtvrtek
534,Freitag::N,Freitag,pátek
535,Samstag::N,Samstag,sobota
536,Sonntag::N,Sonntag,neděle
537,groß::A,groß,velký
538,klein::A,klein,malý
539,lang::A,lang,dlouhý
540,kurz::A,kurz,krátký
541,breit::A,breit,široký
542,schmal::A,schmal,úzký
543,dicht::A,dicht,hustý
544,dick[Gegenstand]::A,dick,tlustý
545,dünn::A,dünn,tenký
546,fein::A,fein,jemný
547,fest::A,fest,pevný
548,flach::A,flach,plochý
549,flach::A,flach,placatý
550,glatt::A,glatt,hladký
551,hart::A,hart,tvrdý
552,weich::A,weich,měkký
553,rund::A,rund,kulatý
554,rund::A,rund,okrouhlý
555,spitz::A,spitz,špičatý
556,scharf::A,scharf,ostrý
557,stumpf::A,stumpf,tupý
558,schwer::A,schwer,těžký
559,schön::A,schön,pěkný
560,schön::A,schön,krásný
561,heiß::A,heiß,horký
562,warm::A,warm,teplý
563,kalt::A,kalt,studený
564,kühl::A,kühl,chladný
565,frisch::A,frisch,svěží
566,feucht::A,feucht,vlhký
567,nass::A,nass,mokrý
568,trocken::A,trocken,suchý
569,voll::A,voll,plný
570,leer::A,leer,prázdný
571,offen::A,offen,otevřený
572,geschlossen::A,geschlossen,zavřený
573,sauber::A,sauber,čistý
574,schmutzig::A,schmutzig,špinavý
575,roh::A,roh,syrový
576,reif::A,reif,zralý
577,lecker::A,lecker,chutný
578,süß::A,süß,sladký
579,bitter::A,bitter,hořký
580,sauer::A,sauer,kyselý
581,hell::A,hell,světlý
582,dunkel::A,dunkel,temný
583,schwarz::A,schwarz,černý
584,weiß::A,weiß,bílý
585,rot::A,rot,rudý
586,rot::A,rot,červený
587,gelb::A,gelb,žlutý
588,blau::A,blau,modrý
589,grün::A,grün,zelený
590,grau::A,grau,šedý
591,grau::A,grau,šedivý
592,bunt::A,bunt,pestrý
593,billig::A,billig,levný
594,billig::A,billig,laciný
595,teuer::A,teuer,drahý
596,wertvoll::A,wertvoll,cenný
597,blind::A,blind,slepý
598,taub::A,taub,hluchý
599,kräftig::A,kräftig,silný
600,stark::A,stark,silný
601,schwach::A,schwach,slabý
602,fett::A,fett,tučný
603,fett::A,fett,tlustý
604,schlank::A,schlank,štíhlý
605,hübsch::A,hübsch,hezký
606,böse::A,böse,zlý
607,dumm::A,dumm,hloupý
608,faul::A,faul,líný
609,fleißig::A,fleißig,pilný
610,geizig::A,geizig,lakomý
611,klug::A,klug,chytrý
612,geschickt::A,geschickt,šikovný
613,lieb::A,lieb,milý
614,lustig::A,lustig,veselý
615,sanft::A,sanft,mírný
616,hungrig::A,hungrig,hladový
617,krank::A,krank,nemocný
618,nackt::A,nackt,nahý
619,traurig::A,traurig,smutný
620,traurig::A,traurig,truchlivý
621,lebendig::A,lebendig,živý
622,gut::A,gut,dobrý
623,schlecht::A,schlecht,špatný
624,richtig::A,richtig,pravý
625,richtig::A,richtig,správný
626,schlimm::A,schlimm,zlý
627,wahr::A,wahr,pravdivý
628,alt::A,alt,starý
629,neu::A,neu,nový
630,ehemalig::A,ehemalig,bývalý
631,alt[Lebewesen]::A,alt,starý
632,jung::A,jung,mladý
633,arm::A,arm,chudý
634,reich::A,reich,bohatý
635,bekannt::A,bekannt,známý
636,berühmt::A,berühmt,slavný
637,fremd::A,fremd,cizí
638,verschieden::A,verschieden,různý
639,verschieden::A,verschieden,rozličný
640,nah::A,nah,blízký
641,fern::A,fern,daleký
642,linker::A,linker,levý
643,rechter::A,rechter,pravý
644,anderer::A,anderer,jiný
645,erster::A,erster,první
646,zweiter::A,zweiter,druhý
647,dritter::A,dritter,třetí
648,letzter::A,letzter,poslední
649,allein::ADV,allein,sám
650,auf einmal::ADV,auf einmal,najednou
651,zusammen::ADV,zusammen,spolu
652,zusammen::ADV,zusammen,dohromady
653,lange::ADV,lange,dlouho
654,plötzlich::ADV,plötzlich,vtom
655,plötzlich::ADV,plötzlich,náhle
656,sofort::ADV,sofort,hned
657,sofort::ADV,sofort,ihned
658,später::ADV,später,později
659,jetzt::ADV,jetzt,teď
660,jetzt::ADV,jetzt,nyní
661,heute::ADV,heute,dnes
662,heute::ADV,heute,dneska
663,morgen::ADV,morgen,zítra
664,bald::ADV,bald,brzo
665,dann::ADV,dann,pak
666,dann::ADV,dann,potom
667,gestern::ADV,gestern,včera
668,einst::ADV,einst,kdysi
669,damals::ADV,damals,tehdy
670,damals::ADV,damals,tenkrát
671,danach::ADV,danach,podle toho
672,vorher::ADV,vorher,dříve
673,vorher::ADV,vorher,napřed
674,zuerst::ADV,zuerst,nejprve
675,zuerst::ADV,zuerst,nejdříve
676,einmal::ADV,einmal,jednou
677,manchmal::ADV,manchmal,někdy
678,oft::ADV,oft,často
679,immer::ADV,immer,vždy
680,immer::ADV,immer,stále
681,niemals::ADV,niemals,nikdy
682,hier::ADV,hier,zde
683,hier::ADV,hier,tady
684,hierhin::ADV,hierhin,sem
685,von hier::ADV,von hier,odtud
686,dort::ADV,dort,tam
687,dorthin::ADV,dorthin,tam
688,geradeaus::ADV,geradeaus,rovně
689,vorwärts::ADV,vorwärts,kupředu
690,rückwärts::ADV,rückwärts,zpět
691,zurück::ADV,zurück,zpět
692,zurück::ADV,zurück,nazpět
693,unten::ADV,unten,dole
694,hinab::ADV,hinab,dolů
695,oben::ADV,oben,nahoře
696,oben::ADV,oben,navrchu
697,hinauf::ADV,hinauf,nahoru
698,überall::ADV,überall,všude
699,nicht::ADV,nicht,ne
700,ein wenig::ADV,ein wenig,trochu
701,kaum::ADV,kaum,sotva
702,sehr::ADV,sehr,velmi
703,sehr::ADV,sehr,velice
704,so::ADV,so,tak
705,so::ADV,so,takto
706,noch::ADV,noch,ještě
707,nur::ADV,nur,jen
708,nur::ADV,nur,jenom
709,schon::ADV,schon,už
710,schon::ADV,schon,již
711,wieder::ADV,wieder,zase
712,vergebens::ADV,vergebens,marně
713,vor::PRP,vor,před
714,hinter::PRP,hinter,za
715,unter::PRP,unter,pod
716,durch::PRP,durch,skrz
717,neben::PRP,neben,vedle
718,zwischen::PRP,zwischen,mezi
719,wegen::PRP,wegen,pro
720,dies::PRN,dies,toto
721,dies::PRN,dies,tohle
722,das::PRN,das,to
723,alles::PRN,alles,všechno
724,ich::PRN,ich,já
725,du::PRN,du,ty
726,er::PRN,er,on
727,wir::PRN,wir,my
728,ihr::PRN,ihr,vy
729,sie::PRN,sie,oni
730,was::FPRN,was,co
731,wer::FPRN,wer,kdo
732,wo::FADV,wo,kde
733,wohin::FADV,wohin,kam
734,wie::FADV,wie,jak
735,warum::FADV,warum,proč
736,wieviel::FNUM,wieviel,kolik
737,eins::NUM,eins,jeden
738,zwei::NUM,zwei,dva
739,drei::NUM,drei,tři
740,vier::NUM,vier,čtyři
741,fünf::NUM,fünf,pět
742,sechs::NUM,sechs,šest
743,sieben::NUM,sieben,sedm
744,acht::NUM,acht,osm
745,neun::NUM,neun,devět
746,zehn::NUM,zehn,deset
747,elf::NUM,elf,jedenáct
748,zwölf::NUM,zwölf,dvanáct
749,zwanzig::NUM,zwanzig,dvacet
750,dreißig::NUM,dreißig,třicet
751,vierzig::NUM,vierzig,čtyřicet
752,fünfzig::NUM,fünfzig,padesát
753,sechzig::NUM,sechzig,šedesát
754,siebzig::NUM,siebzig,sedmdesát
755,achtzig::NUM,achtzig,osmdesát
756,neunzig::NUM,neunzig,devadesát
757,hundert::NUM,hundert,sto
758,tausend::NUM,tausend,tisíc
759,und::CNJ,und,a
760,oder::CNJ,oder,nebo
761,stehen::V,stehen,stát
762,sitzen::V,sitzen,sedět
763,liegen::V,liegen,ležet
764,hängen::V,hängen,viset
765,werden::V,werden,stát se
766,passieren::V,passieren,stát se
767,beginnen::V,beginnen,počít
768,enden::V,enden,končit
769,enden::V,enden,skončit
770,wechseln::V,wechseln,měnit se
771,aufgehen[Sonne]::V,aufgehen,vyjít
772,untergehen[Sonne]::V,untergehen,zapadnout
773,scheinen[Sonne]::V,scheinen,svítit
774,donnern::V,donnern,hřmět
775,wehen::V,wehen,vát
776,wehen::V,wehen,vanout
777,strömen::V,strömen,proudit
778,fließen::V,fließen,téct
779,sich drehen::V,sich drehen,točit se
780,schwanken::V,schwanken,kolísat
781,schwanken::V,schwanken,houpat se
782,schwingen::V,schwingen,kývat se
783,fallen::V,fallen,padat
784,brennen::V,brennen,hořet
785,rauchen::V,rauchen,kouřit
786,regnen::V,regnen,pršet
787,gefrieren::V,gefrieren,zamrznout
788,tauen::V,tauen,tát
789,schmelzen::V,schmelzen,tavit
790,trocknen::V,trocknen,schnout
791,sieden::V,sieden,vřít
792,faulen::V,faulen,hnít
793,verfaulen::V,verfaulen,shnít
794,reißen::V,reißen,roztrhat se
795,versinken::V,versinken,topit se
796,versinken::V,versinken,ponořit se
797,vergehen::V,vergehen,plynout
798,erscheinen::V,erscheinen,objevit se
799,verschwinden::V,verschwinden,zmizet
800,sinken::V,sinken,klesat
801,abnehmen::V,abnehmen,ubýt
802,zunehmen::V,zunehmen,přibýt
803,steigen::V,steigen,stoupat
804,wachsen::V,wachsen,růst
805,glänzen::V,glänzen,lesknout se
806,funkeln::V,funkeln,jiskřit se
807,lärmen::V,lärmen,dělat hluk
808,läuten::V,läuten,zvonit
