,Concept_ID,uk,sk
837,eins::NUM,один,jeden
838,zwei::NUM,два,dva
839,drei::NUM,три,tri
840,vier::NUM,чотири,štyri
841,fünf::NUM,п’ять,päť
842,sechs::NUM,шість,šesť
843,sieben::NUM,сім,sedem
844,acht::NUM,вісім,osem
845,neun::NUM,дев’ять,deväť
846,zehn::NUM,десять,desať
847,elf::NUM,одинадцять,jedenásť
848,zwölf::NUM,дванадцять,dvanásť
849,zwanzig::NUM,двадцять,dvadsať
850,dreißig::NUM,тридцять,tridsať
851,vierzig::NUM,сорок,štyridsať
852,fünfzig::NUM,п’ятдесят,päťdesiat
853,sechzig::NUM,шістдесят,šesťdesiat
854,siebzig::NUM,сімдесят,sedemdesiat
855,achtzig::NUM,вісімдесят,osemdesiat
856,neunzig::NUM,дев’яносто,deväťdesiat
857,hundert::NUM,сто,sto
858,tausend::NUM,тисяча,tisíc
859,und::CNJ,і,i
860,oder::CNJ,або,alebo
861,stehen::V,стояти,stáť
862,sitzen::V,сидіти,sedieť
863,liegen::V,лежати,ležať
864,hängen::V,висіти,visieť
865,werden::V,стати,stať sa
866,werden::V,робитися,stať sa
867,passieren::V,трапитися,stať sa
868,beginnen::V,початися,začať sa
869,enden::V,кінчитися,končiť sa
870,wechseln::V,мінятися,meniť sa
871,aufgehen[Sonne]::V,зійти,vychádzať
872,untergehen[Sonne]::V,зайти,zapadnúť
873,scheinen[Sonne]::V,світити,svietiť
874,donnern::V,гриміти,hrmieť
875,wehen::V,віяти,viať
876,strömen::V,литися,prúdiť
877,fließen::V,текти,tiecť
878,sich drehen::V,обертатися,točiť sa
879,sich drehen::V,обертатися,krútiť sa
880,schwanken::V,коливатися,kolísať
881,schwanken::V,коливатися,klátiť sa
882,schwingen::V,хитатися,kývať sa
883,schwingen::V,хитатися,chvieť sa
884,schwingen::V,гойдатися,kývať sa
885,schwingen::V,гойдатися,chvieť sa
886,fallen::V,падати,padať
887,brennen::V,горіти,páliť
888,brennen::V,горіти,horieť
889,rauchen::V,диміти,dymiť sa
890,regnen::V,дощити,pršať
891,gefrieren::V,змерзнути,zamrznút
892,tauen::V,танути,taviť sa
893,schmelzen::V,плавитися,taviť sa
894,trocknen::V,сохнути,schnúť
895,sieden::V,кипіти,vrieť
896,faulen::V,гнити,hniť
897,verfaulen::V,згнити,zhniť
898,reißen::V,рватися,pretrhnúť sa
899,versinken::V,тонути,zapadnúť
900,versinken::V,тонути,potopiť sa
901,vergehen::V,проходити,plynúť
902,erscheinen::V,з’явитися,objaviť sa
903,verschwinden::V,щезнути,zmiznúť
904,verschwinden::V,зникнути,zmiznúť
905,sinken::V,спадати,klesať
906,abnehmen::V,поменшитися,ubúdať
907,zunehmen::V,збільшуватися,pribúdať
908,steigen::V,підніматися,stúpať
909,wachsen::V,рости,rásť
910,glänzen::V,блищати,jagať sa
911,glänzen::V,блищати,lesknúť sa
912,funkeln::V,блискати,iskriť sa
913,lärmen::V,шуміти,lomoziť
914,läuten::V,дзвонити,cengať
915,klingeln::V,дзвонити,zvoniť
916,klirren::V,дзвякати,rinčať
917,brausen::V,бушувати,hučať
918,rauschen::V,шелестіти,šumieť
919,klingen::V,лунати,znieť
920,klingen::V,лунати,zvoniť
921,klingen::V,звучати,znieť
922,klingen::V,звучати,zvoniť
923,bellen::V,гавкати,štekať
924,bellen::V,гавкати,brechať
925,heulen::V,вити,vyť
926,blasen::V,дунути,duť
927,blasen::V,дунути,fúkať
928,pfeifen::V,свистіти,pískať
929,pfeifen::V,свистіти,hvízdať
930,schreien::V,кричати,kričať
931,stöhnen::V,стогнати,stenať
932,zittern::V,тремтіти,triasť sa
933,leben::V,жити,žiť
934,geboren werden::V,народитися,narodiť sa
935,atmen::V,дихати,dýchať
936,trinken::V,пити,piť
937,essen::V,їсти,jesť
938,schlucken::V,ковтати,zhltnuť
939,müde werden::V,втомитися,unaviť sa
940,einschlafen::V,заснути,usnúť
941,einschlafen::V,заснути,zaspať
942,schlafen::V,спати,spať
943,aufwachen::V,прокинутися,zobudiť sa
944,aufstehen::V,встати,vstať
945,sich erholen::V,відпочивати,zotavovať sa
946,sich erholen::V,відпочивати,oddýchovať si
947,krank werden::V,захворіти,ochorieť
948,krank sein::V,хворіти,chorieť
949,krank sein::V,хворіти,byť chorý
950,schmerzen::V,боліти,bolieť
951,husten::V,кашляти,kašľať
952,genesen::V,одужати,uzdraviť sa
953,genesen::V,видужати,uzdraviť sa
954,sterben::V,померти,umrieť
955,sterben::V,померти,zomrieť
956,umkommen::V,згинути,zahynúť
957,sich bewegen::V,рухатися,pohybovať sa
958,sich rühren::V,ворушитися,hnúť sa
959,sich erheben::V,встати,zdvihnúť sa
960,sich setzen::V,сісти,sadnúť si
961,hinfallen::V,упасти,spadnúť
962,laufen::V,ходити,bežať
963,schreiten::V,крокувати,kráčať
964,spazierengehen::V,гуляти,prechádzať sa
965,eilen::V,спішити,súriť
966,sich beeilen::V,поспішати,ponáhľať sa
967,sausen::V,мчатися,hučať
968,rennen::V,бігати,bežať
969,springen::V,скакати,skákať
970,springen::V,стрибати,skákať
971,klettern::V,лазити,liezť
972,schaukeln::V,гойдатися,húpať
973,schaukeln::V,гойдатися,hojdať
974,kriechen::V,повзати,liezť
975,kriechen::V,повзати,plaziť sa
976,schwimmen::V,пливти,plávať
977,schwimmen::V,плавати,plávať
978,tauchen::V,пірнати,ponoriť sa
979,rudern::V,гребти,veslovať
980,rudern::V,веслувати,veslovať
981,fahren::V,їхати,ísť
982,fahren::V,їхати,jazdiť
983,fliegen::V,літати,letieť
984,gehen::V,іти,ísť
985,weggehen::V,піти,odísť
986,weggehen::V,піти,odchádzať
987,abfahren::V,від’їхати,odcestovať
988,abfahren::V,відправитися,odcestovať
989,anhalten::V,зупинитися,zadržať sa
990,anhalten::V,зупинитися,zastaviť sa
991,hineingehen::V,входити,vchádzať
992,eintreten::V,увійти,vojsť
993,eintreten::V,увійти,vstúpiť
994,kommen::V,прийти,prísť
995,ankommen::V,прибути,prísť
996,ankommen::V,прибути,doraziť
997,zurückkommen::V,повернутися,vrátiť sa
998,bleiben::V,залишитися,ostať
999,bleiben::V,залишитися,zostať
1000,warten::V,чекати,čakať
1001,erwarten::V,чекати,očakávať
1002,suchen::V,шукати,hľadať
1003,finden::V,знайти,nájsť
1004,versuchen::V,випробовувати,skúsiť
1005,versuchen::V,випробовувати,pokúsiť sa
1006,vorbereiten::V,підготувати,pripraviť
1007,lieben::V,любити,ľúbiť
1008,lieben::V,любити,milovať
1009,mögen::V,любити,mať rád
1010,mögen::V,подобатися,mať rád
1011,lachen::V,сміятися,smiať sa
1012,rühren::V,розчулити,dojať
1013,weinen::V,плакати,plakať
1014,schimpfen::V,лаятися,nadávať
1015,sich ärgern::V,сердитися,hnevať sa
1016,sich ärgern::V,сердитися,zlostiť sa
1017,sich fürchten::V,боятися,báť sa
1018,fürchten::V,боятися,báť sa
1019,fliehen::V,тікати,utekať
1020,flüchten::V,утекти,utiecť
1021,sehen::V,бачити,vidieť
1022,anschauen::V,поглянути,pozrieť sa na
1023,ansehen::V,дивитися на,pozrieť
1024,hören::V,чути,počúvať
1025,zuhören::V,слухати,počúvať
1026,probieren::V,покуштувати,ochutnať
1027,riechen::V,нюхати,ňuchať
1028,fühlen::V,відчувати,cítiť
1029,fühlen::V,відчувати,pociťovať
1030,scheinen::V,здаватися,zdať sa
1031,zu sehen sein::V,виднітися,byť vidieť
1032,vernehmen::V,почути,počuť
1033,frieren::V,мерзнути,mrznúť
1034,frieren::V,мерзнути,oziabať
1035,tun::V,робити,robiť
1036,können::V,могти,môcť
1037,wollen::V,хотіти,chcieť
1038,anfangen::V,почати,začať
1039,beenden::V,закінчити,skončiť
1040,aufhören::V,перестати,prestať
1041,gelingen::V,вдатися,podariť sa
1042,geraten::V,опинитися,dariť sa
1043,öffnen::V,відкрити,otvoriť
1044,schließen::V,закрити,zavrieť
1045,stellen::V,поставити,postaviť
1046,setzen::V,посадити,posadiť
1047,legen::V,класти,klásť
1048,legen::V,класти,položiť
1049,berühren::V,чіпати,dotykať sa
1050,verbinden::V,зв’язати,spojiť
1051,bedecken::V,покрити,pokryť
1052,aufhängen::V,повісити,zavesiť
1053,anzünden::V,запалити,zapáliť
1054,aufheben::V,підняти,zdvihnúť
1055,zurücklassen::V,залишити,zanechať
1056,verlieren::V,загубити,stratiť
1057,fallen lassen::V,упустити,pustiť
1058,machen::V,зробити,robiť
1059,herstellen::V,виготовити,vyrobiť
1060,bauen::V,будувати,stavať
1061,bauen::V,будувати,budovať
1062,reparieren::V,лагодити,opraviť
1063,verbessern::V,поліпшити,zlepšiť
1064,ändern::V,змінити,zmeniť
1065,ändern::V,змінити,preinačiť
1066,graben::V,копати,ryť
1067,graben::V,копати,kopať
1068,beugen::V,зігнути,ohnúť
1069,biegen::V,погнути,ohnúť
1070,drehen::V,вертіти,točiť
1071,drehen::V,вертіти,krútiť
1072,wenden::V,повернути,obrátiť
1073,wenden::V,повернути,prevrátiť
1074,umdrehen::V,перевернути,otočiť
1075,umdrehen::V,перевернути,obrátiť
1076,heben::V,піднімати,dvíhať
1077,heben::V,піднімати,povzniesť
1078,hochheben::V,підняти,zdvihnúť
1079,ergreifen::V,схопити,uchopiť sa
1080,halten::V,тримати,držať
1081,drücken::V,натискати,tisnúť
1082,schieben::V,пхати,posunovať
1083,schieben::V,штовхати,posunovať
1084,kratzen::V,шкребти,škrabať
1085,lecken::V,лизати,lízať
1086,beißen::V,кусати,kúsať
1087,abreißen::V,відірвати,odtrhnúť
1088,abschneiden::V,відрізати,odrezať
1089,abschneiden::V,відрізати,odkrojiť
1090,binden::V,в’язати,zaviazať
1091,binden::V,в’язати,priviazať
1092,stecken::V,увіткнути,strčiť
1093,brechen::V,зламати,zlomiť
1094,klopfen::V,стукати,tĺcť
1095,klopfen::V,стукати,klopať
1096,hauen::V,бити,nabiť
1097,kleben::V,клеїти,lepiť
1098,kleben::V,клеїти,nalepiť
1099,reiben::V,терти,trieť
1100,streichen::V,намазати,namazať
1101,schleifen::V,точити,ostríť
1102,schneiden::V,різати,rezať
1103,schneiden::V,різати,strihať
1104,rütteln::V,хитати,triasť
1105,rütteln::V,хитати,lomcovať
1106,schütteln::V,трясти,triasť
1107,schütteln::V,трясти,potriasť
1108,schwenken::V,махати,mávať
1109,schütten::V,налити,sypať
1110,füllen::V,наповнити,plniť
1111,einwickeln::V,загорнути,zabaliť
1112,tragen::V,нести,niesť
1113,schleppen::V,тягти,vliecť
1114,ziehen::V,тягнути,ťahať
1115,aufbewahren::V,зберігати,uložiť
1116,aufbewahren::V,зберігати,uschovať
1117,werfen::V,кидати,hodiť
1118,werfen::V,кидати,vrhnúť
1119,fangen::V,ловити,chytať
1120,packen::V,схопити,baliť
1121,packen::V,схопити,chytiť
1122,verstecken::V,сховати,skryť
1123,verstecken::V,сховати,schovať
1124,teilen::V,розділити,podeliť
1125,teilen::V,розділити,rozdeliť
1126,schicken::V,посилати,posielať
1127,bringen::V,принести,priniesť
1128,hinzufügen::V,додати,pripojiť
1129,bekommen::V,дістати,dostať
1130,erhalten::V,одержати,prijať
1131,nehmen::V,взяти,vziať
1132,wählen::V,вибрати,voliť
1133,auswählen::V,відібрати,vybrať
1134,auswählen::V,відібрати,vyvoliť
1135,bewahren::V,зберегти,zachovať
1136,behindern::V,перешкоджати,zavadzať
1137,behindern::V,перешкоджати,byť v ceste
1138,verderben::V,зіпсувати,skaziť
1139,beschädigen::V,зашкодити,ublížiť
1140,beschädigen::V,зашкодити,poškodiť
1141,zerbrechen::V,розбити,rozbiť
1142,zerbrechen::V,розбити,prelomiť
1143,zerreißen::V,розірвати,pretrhnúť
1144,zerstören::V,зруйнувати,zničiť
1145,verbrennen::V,спалити,spáliť
1146,geben::V,дати,dať
1147,reichen::V,передати,podať
1148,schenken::V,дарувати,darovať
1149,versprechen::V,обіцяти,sľúbiť
1150,wünschen::V,бажати,želať
1151,loben::V,хвалити,chváliť
1152,küssen::V,цілувати,bozkať
1153,wiegen::V,качати,kolísať
1154,zudecken::V,накрити,prikryť
1155,wecken::V,розбудити,zobudiť
1156,zeigen::V,показати,ukázať
1157,führen::V,вести,viesť
1158,lehren::V,вчити,učiť
1159,unterrichten::V,викладати,vyučovať
1160,aufziehen::V,виховати,vychovať
1161,leiten::V,керувати,viesť
1162,antreiben::V,підганяти,popudiť
1163,lassen::V,змусити,dať
1164,einladen::V,запросити,pozvať
1165,einladen::V,запросити,povolať
1166,vereinigen::V,об’єднати,spojiť
1167,vereinigen::V,об’єднати,zjednotiť
1168,besuchen::V,завітати,navštíviť
1169,besuchen::V,відвідати,navštíviť
1170,treffen::V,зустріти,stretnúť
1171,sich versammeln::V,зібратися,zhromaždiť sa
1172,spielen::V,грати,hrať
1173,singen::V,співати,spievať
1174,tanzen::V,танцювати,tancovať
1175,sich trennen::V,розлучитися,rozísť sa
1176,verlassen::V,покинути,opustiť
1177,retten::V,врятувати,zachrániť
1178,bewachen::V,охороняти,strážiť
1179,schützen::V,уберігати,chrániť
1180,verteidigen::V,захистити,brániť
1181,sich schlagen::V,битися,biť sa
1182,sich schlagen::V,дратися,biť sa
1183,schießen::V,стріляти,streliť
1184,schießen::V,стріляти,strieľať
1185,siegen::V,перемогти,zvíťaziť
1186,ärgern::V,сердити,hnevať
1187,ärgern::V,сердити,zlostiť
1188,schlagen::V,ударити,biť
1189,schlagen::V,ударити,udrieť
1190,treten::V,штовхати,kopnúť
1191,stechen::V,вколоти,bodnúť
1192,stechen::V,вколоти,pichnúť
1193,stoßen::V,штовхнути,udrieť
1194,stehlen::V,украсти,kradnúť
1195,stören::V,перешкодити,vyrušiť
1196,belästigen::V,докучати,obťažovať
1197,verbergen::V,сховати,skryť
1198,täuschen::V,обдурити,sklamať
1199,betrügen::V,зшахраювати,klamať
1200,betrügen::V,зшахраювати,podvádzať
1201,töten::V,убити,zabiť
1202,töten::V,убити,usmrtiť
1203,wohnen::V,жити,bývať
1204,wohnen::V,мешкати,bývať
1205,arbeiten::V,працювати,pracovať
1206,sammeln::V,зібрати,zbierať
1207,pflücken::V,зривати,trhať
1208,pflücken::V,зривати,oberať
1209,jagen::V,полювати,poľovať
1210,fischen::V,рибалити,loviť ryby
1211,fischen::V,рибалити,chytať ryby
1212,fassen::V,піймати,uloviť
1213,hüten::V,пасти,pásť
1214,treiben::V,гнати,hnať
1215,anbinden::V,прив’язати,priviazať
1216,füttern::V,годувати,kŕmiť
1217,füttern::V,харчувати,kŕmiť
1218,melken::V,доїти,dojiť
1219,hacken::V,рубати,seknúť
1220,gießen::V,полити,polievať
1221,reifen::V,дозріти,dozrieť
1222,zubereiten::V,зготовити,pripraviť
1223,zubereiten::V,приготувати,pripraviť
1224,kochen::V,варити,variť
1225,kochen::V,готувати,variť
1226,backen::V,пекти,piecť
1227,backen::V,пекти,smažiť
1228,braten::V,смажити,piecť
1229,braten::V,смажити,pražiť
1230,umrühren::V,переміщати,pomiešať
1231,stricken::V,в’язати,pliesť
1232,nähen::V,шити,šiť
1233,färben::V,пофарбувати,zafarbiť
1234,reinigen::V,очистити,čistiť
1235,waschen::V,мити,myť
1236,abwischen::V,витерти,utrieť
1237,spülen::V,полоскати,vyplachovať
1238,fegen::V,підмітати,zametať
1239,kehren::V,мести,zametať
1240,baden::V,купатися,kúpať sa
1241,sich waschen::V,митися,umývať sa
1242,ausziehen::V,зняти,zobliecť
1243,anziehen::V,надіти,obliecť
1244,sich anziehen::V,одягтися,obliecť sa
1245,sich anziehen::V,одягнутися,obliecť sa
1246,kämmen::V,зачесати,česať
1247,schmücken::V,оздобити,ozdobiť
1248,sagen::V,сказати,povedať
1249,sprechen::V,говорити,hovoriť
1250,reden::V,розмовляти,rozprávať
1251,sich unterhalten::V,бесідувати,rozprávať sa
1252,fragen::V,запитати,spýtať sa
1253,bitten::V,просити,prosiť
1254,erzählen::V,розповісти,rozprávať
1255,mitteilen::V,повідомити,oznámiť
1256,nennen::V,назвати,nazvať
1257,nennen::V,назвати,menovať
1258,rufen::V,кликати,volať
1259,rufen::V,кликати,zavolať
1260,prahlen::V,хвалитися,vystatovať sa
1261,übersetzen::V,перекласти,preložiť
1262,denken::V,думати,myslieť
1263,denken::V,мислити,myslieť
1264,glauben::V,вірити,veriť
1265,bemerken::V,помітити,podotknuť
1266,bemerken::V,помітити,spozorovať
1267,erkennen::V,пізнати,poznať
1268,begreifen::V,осягнути,pochopiť
1269,begreifen::V,осягнути,porozumieť
1270,verstehen::V,почути,rozumieť
1271,lernen::V,навчатися,učiť sa
1272,wissen::V,знати,vedieť
1273,sich erinnern an::V,пам’ятати,pamätať si na
1274,vergessen::V,забути,zabudnuť
1275,messen::V,міряти,merať
1276,zählen::V,лічити,počítať
1277,rechnen::V,рахувати,rátať
1278,rechnen::V,рахувати,počítať
1279,lesen::V,читати,čítať
1280,malen::V,малювати,maľovať
1281,zeichnen::V,рисувати,kresliť
1282,schreiben::V,писати,písať
1283,besitzen::V,мати,mať
1284,besitzen::V,мати,vlastniť
1285,kaufen::V,купити,kúpiť
1286,verkaufen::V,продати,predať
1287,bezahlen::V,заплатити,zaplatiť
1288,zahlen::V,платити,platiť
1289,beherrschen::V,володіти,ovládať
1290,ertragen::V,витерпіти,znášať
1291,ertragen::V,витерпіти,vydržať
