,Concept_ID,hi,et
117,Welle::N,लहर,laine
118,Welle::N,तरंग,laine
119,Wasser::N,जल,vesi
120,Wasser::N,पानी,vesi
121,Stein::N,पत्थर,kivi
122,Boden::N,मिट्टी,maa
123,Boden::N,मिट्टी,pinnas
124,Erde::N,भूमि,maa
125,Erde::N,ज़मीन,maa
126,Staub::N,धूल,põrm
127,Rauch::N,धूआँ,suits
128,Rauch::N,धुम्र,suits
129,Funke::N,चिनगारी,säde
130,Funke::N,स्फुलिंग,säde
131,Feuer::N,आग,tuli
132,Feuer::N,आतिश,tuli
133,Feuer::N,अग्नि,tuli
134,Licht::N,रोशनी,valgus
135,Licht::N,प्रकाश,valgus
136,Schatten::N,छाया,vari
137,Schatten::N,परछाई,vari
138,Wetter::N,ऋतु,ilm
139,Wetter::N,मौसम,ilm
140,Nebel::N,धुँध,udu
141,Nebel::N,कुहरा,udu
142,Wolke::N,मेघ,pilv
143,Wolke::N,अभ्र,pilv
144,Regen::N,मेंह,sadu
145,Regen::N,बारिश,sadu
146,Schnee::N,हिम,lumi
147,Schnee::N,बर्फ़,lumi
148,Eis::N,हिम,jää
149,Eis::N,बर्फ़,jää
150,Frost::N,ठंड,pakane
151,Kälte::N,सर्दी,külm
152,Kälte::N,सर्दी,külmus
153,Kälte::N,शीतलता,külm
154,Kälte::N,शीतलता,külmus
155,Hitze::N,ताप,kuumus
156,Hitze::N,ताप,palavus
157,Hitze::N,गरमी,kuumus
158,Hitze::N,गरमी,palavus
159,Raureif::N,पाला,härmatis
160,Regenbogen::N,इंद्र-धनुष,vikerkaar
161,Donner::N,गरज,kõu
162,Donner::N,गरज,müristamine
163,Donner::N,मेघ-गर्जन,kõu
164,Donner::N,मेघ-गर्जन,müristamine
165,Strömung::N,बहाव,voolus
166,Strömung::N,बहाव,jõevool
167,Strömung::N,प्रवाह,voolus
168,Strömung::N,प्रवाह,jõevool
169,Tropfen::N,बूँद,tilk
170,Schaum::N,झाग,vaht
171,Schmutz::N,गंद,pori
172,Schmutz::N,गंद,mustus
173,Schmutz::N,कीचड़,pori
174,Schmutz::N,कीचड़,mustus
175,See::N,झील,järv
176,See::N,सरोवर,järv
177,Sumpf::N,दलदल,soo
178,Sumpf::N,धँसान,soo
179,Moor::N,झाबर,raba
180,Moor::N,धँसान,raba
181,Wiese::N,घास-स्थल,aas
182,Wiese::N,घास-स्थल,nurm
183,Wald::N,जंगल,mets
184,Hügel::N,टीला,küngas
185,Hügel::N,पहाड़,küngas
186,Anhöhe::N,टीला,küngas
187,Anhöhe::N,पहाड़ी,küngas
188,Berg::N,पहाड़,mägi
189,Gipfel::N,शिखर,mäetipp
190,Höhle::N,गुहा,koobas
191,Höhle::N,गुफ़ा,koobas
192,Abhang::N,ढाल,nõlvak
193,Abhang::N,ढलान,nõlvak
194,Quelle::N,चश्मा,allikas
195,Bach::N,सोता,oja
196,Bach::N,नदिका,oja
197,Fluss::N,नदी,jõgi
198,Fluss::N,सरिता,jõgi
199,Ufer::N,तट,kallas
200,Ufer::N,किनारा,kallas
201,Küste::N,समुद्र-तट,rannik
202,Festland::N,महाद्वीप,mander
203,Festland::N,महाद्वीप,maismaa
204,Meer::N,सागर,meri
205,Meer::N,समुद्र,meri
206,Bucht::N,खाड़ी,laht
207,Insel::N,टापू,saar
208,Insel::N,द्वीप,saar
209,Blume::N,फूल,lill
210,Blume::N,पुष्प,lill
211,Gras::N,घास,rohi
212,Wurzel::N,मूल,juur
213,Baum::N,पेड़,puu
214,Baum::N,वृक्ष,puu
215,Stamm::N,धड़,tüvi
216,Rinde::N,छाल,koor
217,Rinde::N,वल्कल,koor
218,Ast::N,डाल,oks
219,Ast::N,शाखा,oks
220,Zweig::N,टहनी,oks
221,Blatt::N,पत्र,leht
222,Blatt::N,पत्ता,leht
223,Birke::N,भूर्ज,kask
224,Kiefer[Baum]::N,पाइन-वृक्ष,mänd
225,Weide[Baum]::N,बेंत,paju
226,Tanne::N,फ़र,nulg
227,Horn::N,सींग,sarv
228,Horn::N,विषाण,sarv
229,Feder::N,पर,sulg
230,Feder::N,पंख,sulg
231,Fell::N,खाल,karvkate
232,Fell::N,खाल,karusnahk
233,Fell::N,पशु-चर्म,karvkate
234,Fell::N,पशु-चर्म,karusnahk
235,Flügel::N,पंख,tiib
236,Flügel::N,पंख,tiivik
237,Flügel::N,डैना,tiib
238,Flügel::N,डैना,tiivik
239,Klaue::N,पंजा,küüs
240,Kralle::N,पंजा,küünis
241,Kralle::N,नाख़ून,küünis
242,Schwanz::N,पूँछ,saba
243,Ei::N,अंडा,muna
244,Nest::N,नीड़,pesa
245,Nest::N,घोंसला,pesa
246,Bau::N,बिल,urg
247,Bau::N,माँद,urg
248,Tier::N,पशु,loom
249,Tier::N,जानवर,loom
250,Herde::N,गल्ला,kari
251,Kuh::N,गौ,lehm
252,Kuh::N,गाय,lehm
253,Bulle::N,साँड़,pull
254,Pferd::N,अश्व,hobune
255,Pferd::N,घोड़ा,hobune
256,Schaf::N,भेड़,lammas
257,Schwein::N,शूकर,siga
258,Hund::N,श्वान,koer
259,Hund::N,कुत्ता,koer
260,Katze::N,बिल्ली,kass
261,Bär::N,रीछ,karu
262,Bär::N,भालू,karu
263,Eichhörnchen::N,गिलहरी,orav
264,Elch::N,एल्क,põder
265,Fuchs::N,लोमड़ी,rebane
266,Hase::N,खरहा,jänes
267,Hase::N,ख़रगोश,jänes
268,Maus::N,मूष,hiir
269,Maus::N,चूहा,hiir
270,Wolf::N,वृक,hunt
271,Wolf::N,भेड़िया,hunt
272,Vogel::N,पक्षी,lind
273,Vogel::N,चिड़िया,lind
274,Schwarm::N,झुंड,parv
275,Huhn::N,मुर्ग़ी,kana
276,Hahn::N,मुर्ग़ा,kukk
277,Gans::N,हंस,hani
278,Gans::N,हंसिनी,hani
279,Adler::N,उक़ाब,kotkas
280,Ente::N,बतख़,part
281,Ente::N,बत्तक,part
282,Eule::N,उल्लू,kakk
283,Eule::N,उल्लू,öökull
284,Kranich::N,सारस,kurg
285,Kranich::N,क्रौंंच,kurg
286,Krähe::N,काक,vares
287,Kuckuck::N,कोयल,kägu
288,Kuckuck::N,कोकिल,kägu
289,Schwan::N,हंस,luik
290,Schwan::N,मराल,luik
291,Fisch::N,मछली,kala
292,Fisch::N,मत्स्य,kala
293,Barsch::N,पर्च,ahven
294,Hecht::N,पाइक,haug
295,Schlange[Tier]::N,सर्प,uss
296,Wurm::N,कृमि,uss
297,Wurm::N,कृमि,vagel
298,Wurm::N,कीड़ा,uss
299,Wurm::N,कीड़ा,vagel
300,Spinne::N,लूता,ämblik
301,Spinne::N,मकड़ी,ämblik
302,Ameise::N,चींटी,sipelgas
303,Laus::N,जूँ,täi
304,Mücke::N,डाँस,sääsk
305,Fliege::N,मक्खी,kärbes
306,Fliege::N,मक्षिका,kärbes
307,Schmetterling::N,तितली,liblikas
308,Beere::N,बेरी,mari
309,Apfel::N,सेब,õun
310,Pilz::N,खुंबी,seen
311,Zwiebel::N,प्याज़,sibul
312,Saat::N,बीज,seeme
313,Korn::N,दाना,iva
314,Korn::N,दाना,tera
315,Heu::N,मूखी घास,hein
316,Schale::N,बकला,koor
317,Schale::N,छिलका,koor
318,Grube::N,गड्ढा,kaevand
319,Falle::N,जाल,lõks
320,Falle::N,जाल,püünis
321,Falle::N,फँदा,lõks
322,Falle::N,फँदा,püünis
323,Schlinge::N,फँदा,aas
324,Spur::N,सुराग़,jälg
325,Spur::N,पद-चिह्न,jälg
326,Asche::N,राख,tuhk
327,Dreck::N,मैल,saast
328,Dreck::N,मैल,mustus
329,Dreck::N,गंदगी,saast
330,Dreck::N,गंदगी,mustus
331,Eisen::N,लोहा,raud
332,Gold::N,सोना,kuld
333,Gold::N,स्वर्ण,kuld
334,Silber::N,रजत,hõbe
335,Silber::N,चाँदी,hõbe
336,Kohle::N,कोयला,süsi
337,Glas::N,काँच,klaas
338,Lehm::N,चिकनी मिट्टी,savi
339,Sand::N,रेत,liiv
340,Sand::N,बालू,liiv
341,Mensch::N,मानव,inimene
342,Mensch::N,इनसान,inimene
343,Mensch::N,मनुष्य,inimene
344,Mann::N,आदमी,mees
345,Mann::N,पुरुष,mees
346,Frau::N,औरत,naine
347,Frau::N,महिला,naine
348,Frau::N,स्त्री,naine
349,Kind::N,बाल,laps
350,Kind::N,बच्चा,laps
351,Junge::N,लड़का,poiss
352,Mädchen::N,लड़की,tüdruk
353,Mädchen::N,कुमारी,tüdruk
354,Familie::N,परिवार,perekond
355,Großvater::N,दादा,vanaisa
356,Großmutter::N,नानी,vanaema
357,Eltern::N,माँ-बाप,vanemad
358,Eltern::N,माता-पिता,vanemad
359,Vater::N,बाप,isa
360,Vater::N,पिता,isa
361,Mutter::N,माँ,ema
362,Mutter::N,माता,ema
363,Sohn::N,बेटा,poeg
364,Sohn::N,पुत्र,poeg
365,Tochter::N,बेटी,tütar
366,Tochter::N,पुत्री,tütar
367,Bruder::N,भाई,vend
368,Bruder::N,भ्राता,vend
369,Schwester::N,बहन,õde
370,Schwester::N,भगिनी,õde
371,Onkel::N,ताऊ,onu
372,Onkel::N,काका,onu
373,Tante::N,बूआ,tädi
374,Tante::N,फूफी,tädi
375,Tante::N,ख़ाला,tädi
376,Ehemann::N,पति,mees
377,Ehemann::N,पति,abikaasa
378,Ehemann::N,शौहर,mees
379,Ehemann::N,शौहर,abikaasa
380,Ehefrau::N,बीवी,naine
381,Ehefrau::N,बीवी,abikaasa
382,Freude::N,आनंद,rõõm
383,Freude::N,प्रसन्नता,rõõm
384,Gelächter::N,हँसी,naer
385,Gelächter::N,क़हक़हा,naer
386,Glück::N,आनंद,õnn
387,Glück::N,ख़ुशी,õnn
388,Kummer::N,शोक,mure
389,Kummer::N,शोक,kurbus
390,Kummer::N,दुःख,mure
391,Kummer::N,दुःख,kurbus
392,Wunsch::N,इच्छा,soov
393,Wunsch::N,अभिलाषा,soov
394,Lust::N,चाह,himu
395,Lust::N,कामना,himu
396,Geist::N,जान,vaim
397,Geist::N,प्राण,vaim
398,Gedanke::N,विचार,mõte
399,Gedächtnis::N,याददाश्त,mälu
400,Gedächtnis::N,स्मरण-शक्ति,mälu
401,Verstand::N,समझ,aru
402,Verstand::N,समझ,mõistus
403,Verstand::N,अक़्ल,aru
404,Verstand::N,अक़्ल,mõistus
405,Verstand::N,बुद्धि,aru
406,Verstand::N,बुद्धि,mõistus
407,Sinn::N,अर्थ,tähendus
408,Grund::N,वजह,põhjus
409,Grund::N,कारण,põhjus
410,Wahrheit::N,सत्य,tõde
411,Wahrheit::N,सच्चाई,tõde
412,Gespräch::N,चर्चा,kõne
413,Gespräch::N,चर्चा,vestlus
414,Gespräch::N,वार्ता,kõne
415,Gespräch::N,वार्ता,vestlus
416,Gespräch::N,बात-चीत,kõne
417,Gespräch::N,बात-चीत,vestlus
418,Märchen::N,क़िस्सा,muinasjutt
419,Erzählung::N,कथा,jutustus
420,Erzählung::N,कहानी,jutustus
421,Nachricht::N,सूचना,teade
422,Nachricht::N,समाचार,teade
423,Neuigkeit::N,ख़बर,uudis
424,Neuigkeit::N,समाचार,uudis
425,Name::N,नाम,nimi
426,Rätsel::N,पहेली,mõistatus
427,Rede::N,वचन,kõne
428,Rede::N,भाषण,kõne
429,Sprache::N,भाषा,keel
430,Sprache::N,ज़बान,keel
431,Stimme::N,स्वर,hääl
432,Stimme::N,आवाज़,hääl
433,Wort::N,शब्द,sõna
434,Wort::N,लफ़्ज़,sõna
435,Zeichen::N,निशान,märk
436,Ruf::N,पुकार,hüüe
437,Ruf::N,आह्वान,hüüe
438,Lärm::N,शोर,müra
439,Lärm::N,हुल्लड़,müra
440,Laut::N,स्वर,hääl
441,Laut::N,ध्वनि,hääl
442,Ton::N,सुर,toon
443,Ton::N,स्वर,toon
444,Lied::N,गीत,laul
445,Ruhe::N,आराम,rahu
446,Ruhe::N,आराम,vaikus
447,Ruhe::N,ख़ामोशी,rahu
448,Ruhe::N,ख़ामोशी,vaikus
449,Leute::N,लोग,inimesed
450,Volk::N,क़ौम,rahvas
451,Volk::N,प्रजा,rahvas
452,Arbeit::N,काम,töö
453,Gast::N,अतिथि,külaline
454,Gast::N,मेहमान,külaline
455,Geschenk::N,उपहार,kingitus
456,Geschenk::N,तोहफ़ा,kingitus
457,Spiel::N,खेल,mäng
458,Spiel::N,क्रीड़ा,mäng
459,Gesellschaft::N,साथ,selts
460,Hilfe::N,मदद,abi
461,Hilfe::N,सहायता,abi
462,Freund::N,मित्र,sõber
463,Kamerad::N,साथी,sõber
464,Kamerad::N,कामरेड,sõber
465,Angelegenheit::N,बात,asi
466,Angelegenheit::N,मामला,asi
467,Anzahl::N,तादाद,arv
468,Anzahl::N,तादाद,hulk
469,Anzahl::N,संख्या,arv
470,Anzahl::N,संख्या,hulk
471,Art::N,तरह,liik
472,Art::N,क़िस्म,liik
473,Stück::N,फाँक,tükk
474,Stück::N,टुकड़ा,tükk
475,Teil::N,भाग,osa
476,Teil::N,हिस्सा,osa
477,Hälfte::N,अर्धभाग,pool
478,Kreis::N,चक्कर,ring
479,Kreuz::N,सलीब,rist
480,Kreuz::N,क्रूस,rist
481,Linie::N,लाइन,joon
482,Strich::N,लकीर,joon
483,Abstand::N,अंतर,vahe
484,Abstand::N,फ़ासला,vahe
485,Entfernung::N,दूरी,kaugus
486,Entfernung::N,दूरी,vahemaa
487,Entfernung::N,फ़ासला,kaugus
488,Entfernung::N,फ़ासला,vahemaa
489,Gegend::N,इलाक़ा,ümbrus
490,Platz::N,जगह,ruum
491,Platz::N,स्थान,ruum
492,Ort::N,स्थल,paik
493,Ort::N,स्थान,paik
494,Seite::N,ओर,pool
495,Seite::N,तरफ़,pool
496,Mitte::N,बीच,keskpaik
497,Mitte::N,मध्य,keskpaik
498,Gegenstand::N,चीज़,ese
499,Gegenstand::N,पदार्थ,ese
500,Sache::N,चीज़,ese
501,Sache::N,वस्तु,ese
502,Rand::N,छोर,äär
503,Rand::N,छोर,serv
504,Rand::N,उपांत,äär
505,Rand::N,उपांत,serv
506,Kante::N,कोर,kant
507,Kante::N,किनारा,kant
508,Ecke::N,कोना,nurk
509,Ecke::N,नुक्कड़,nurk
510,Spitze::N,नोक,teravik
511,Ende::N,छोर,ots
512,Ende::N,छोर,jupp
513,Ende::N,सिरा,ots
514,Ende::N,सिरा,jupp
515,Loch::N,छेद,auk
516,Loch::N,सूराख़,auk
517,Winkel::N,कोण,nurk
518,Winkel::N,कोना,nurk
519,Muster::N,नमूना,muster
520,Muster::N,डिज़ाइन,muster
521,Größe::N,परिमाण,suurus
522,Größe::N,विस्तार,suurus
523,Länge::N,लंबाई,pikkus
524,Höhe::N,ऊँचाई,kõrgus
525,Höhe::N,उच्चता,kõrgus
526,Gewicht::N,भार,kaal
527,Gewicht::N,भार,raskus
528,Gewicht::N,वज़न,kaal
529,Gewicht::N,वज़न,raskus
530,Menge::N,मात्रा,arv
531,Menge::N,मात्रा,hulk
532,Haufen::N,ढेर,hunnik
533,Haufen::N,अंबार,hunnik
534,Reihe::N,क़तार,rivi
535,Reihe::N,पंक्ति,rivi
536,Boot::N,नाव,paat
537,Boot::N,नौका,paat
538,Ruder::N,चप्पू,aer
539,Schlitten::N,बर्फ़-गाड़ी,saan
540,Ski::N,स्की,suusk
541,Lagerfeuer::N,अलाव,lõke
542,Lagerfeuer::N,कैंप-फ़ायर,lõke
543,Last::N,भार,koorem
544,Gang::N,चाल,käik
545,Schritt::N,डग,samm
546,Schritt::N,क़दम,samm
547,Norden::N,उत्तर,põhi
548,Süden::N,दक्खिन,lõuna
549,Westen::N,पश्चिम,lääs
550,Osten::N,पूरब,ida
551,Holz::N,काठ,puu
552,Holz::N,काष्ठ,puu
553,Brett::N,पटरा,saelaud
554,Brett::N,तख़्ता,saelaud
555,Platte::N,फलक,plaat
556,Platte::N,तख़्ता,plaat
557,Stütze::N,टेक,tugi
558,Stütze::N,थूनी,tugi
559,Stange::N,छड़,latt
560,Stange::N,छड़,teivas
561,Stange::N,बाँस,latt
562,Stange::N,बाँस,teivas
563,Stock::N,लाठी,kepp
564,Stab::N,लग्गा,varras
565,Rohr::N,नल,toru
566,Haus::N,घर,maja
567,Haus::N,मकान,maja
568,Heim::N,घर,kodu
569,Heim::N,गृह,kodu
570,Ofen::N,चूल्हा,ahi
571,Fußboden::N,फ़र्श,põrand
572,Tisch::N,मेज़,laud
573,Stuhl::N,कुरसी,tool
574,Wiege::N,पालना,häll
575,Wiege::N,पालना,kätki
576,Wiege::N,हिंडोला,häll
577,Wiege::N,हिंडोला,kätki
578,Bett::N,खाट,voodi
579,Bett::N,पलंग,voodi
580,Regal::N,शेल्फ़,riiul
581,Kiste::N,पेटी,kast
582,Kiste::N,डिब्बा,kast
583,Fenster::N,खिड़की,aken
584,Tür::N,द्वार,uks
585,Tür::N,दरवाज़ा,uks
586,Tor::N,फाटक,värav
587,Zaun::N,बाड़ा,aed
588,Zaun::N,बाड़ा,tara
589,Dach::N,छत,katus
590,Dach::N,छप्पर,katus
591,Leiter::N,सीढ़ी,redel
592,Besen::N,झाड़ू,luud
593,Besen::N,बुहारी,luud
594,Spaten::N,कुदाल,labidas
595,Schaufel::N,बेलचा,kühvel
596,Schaufel::N,फावड़ा,kühvel
597,Gabel::N,काँटा,kahvel
598,Löffel::N,चम्मच,lusikas
599,Messer::N,छुरा,nuga
600,Messer::N,चाक़ू,nuga
601,Nagel::N,कील,nael
602,Nagel::N,मेख़,nael
603,Netz::N,जाल,võrk
604,Haken::N,अंकुश,haak
605,Haken::N,अंकुश,konks
606,Griff::N,मूठ,sang
607,Griff::N,मूठ,käepide
608,Griff::N,हत्था,sang
609,Griff::N,हत्था,käepide
610,Schloss::N,ताला,lukk
611,Bild::N,चित्र,pilt
612,Figur::N,मूर्ति,kuju
613,Figur::N,मूर्ति,kujund
614,Puppe::N,पुतली,nukk
615,Puppe::N,गुड़िया,nukk
616,Beutel::N,झोला,paun
617,Bündel::N,पुलिंदा,kimp
618,Tasche::N,बेग,kott
619,Tasche::N,बस्ता,kott
620,Eimer::N,बाल्टी,pang
621,Eimer::N,बाल्टी,ämber
622,Deckel::N,ढक्कन,kaas
623,Geschirr::N,बरतन-भाँड़े,nõud
624,Sack::N,बोरा,kott
625,Tasse::N,प्याला,tass
626,Topf::N,देग़चा,pada
627,Kessel::N,देग़,pada
628,Kessel::N,बटलोई,pada
629,Essen::N,खाना,söök
630,Nahrung::N,भोजन,toit
631,Speise::N,खाना,roog
632,Speise::N,व्यंजन,roog
633,Fleisch::N,मांस,liha
634,Fleisch::N,गोश्त,liha
635,Getreide::N,अनाज,teravili
636,Brei::N,भरता,puder
637,Brei::N,दलिया,puder
638,Brot::N,रोटी,sai
639,Brot::N,रोटी,leib
640,Scheibe::N,कतला,viil
641,Scheibe::N,कतला,viilukas
642,Fett::N,वसा,rasv
643,Fett::N,चरबी,rasv
644,Butter::N,मक्खन,või
645,Öl::N,तेल,õli
646,Salz::N,नमक,sool
647,Suppe::N,सूप,supp
648,Suppe::N,शोरबा,supp
649,Honig::N,शहद,mesi
650,Milch::N,दूध,piim
651,Tee::N,चाय,tee
652,Leder::N,चमड़ा,nahk
653,Wolle::N,ऊन,vill
654,Stoff::N,कपड़ा,kangas
655,Nadel::N,सूई,nõel
656,Faden::N,डोरा,niit
657,Knopf::N,बटन,nööp
658,Knopf::N,घुंडी,nööp
659,Knoten::N,गाँठ,sõlm
660,Knoten::N,गुत्थी,sõlm
661,Farbe::N,रंग,värv
662,Farbe::N,वर्ण,värv
663,Kleidung::N,पहनावा,riided
664,Kleidung::N,पहनावा,riietus
665,Hemd::N,कुरता,särk
666,Hemd::N,क़मीज़,särk
667,Kragen::N,गरदनी,krae
668,Kragen::N,गरेबान,krae
669,Ärmel::N,आस्तीन,varrukas
670,Hose::N,पैंट,püksid
671,Hose::N,पतलून,püksid
672,Gürtel::N,पेटी,vöö
673,Gürtel::N,मेखला,vöö
674,Mütze::N,टोपी,müts
675,Schuh::N,जूता,king
676,Stiefel::N,बूट,saabas
677,Ring::N,अँगूठी,sõrmus
678,Band::N,पट्टी,lint
679,Kamm::N,कंघी,kamm
680,Spiegel::N,आईना,peegel
681,Spiegel::N,दर्पण,peegel
682,Riemen::N,तसमा,rihm
683,Riemen::N,पट्टा,rihm
684,Schnur::N,डोरी,nöör
685,Schnur::N,सुतली,nöör
686,Leine::N,रस्सी,jalutusrihm
687,Decke::N,रज़ाई,tekk
688,Kissen::N,तकिया,padi
689,Kissen::N,गाद्दा,padi
690,Tuch::N,रूमाल,kalev
691,Tuch::N,वस्त्र,kalev
692,Handtuch::N,अँगोछा,käterätik
693,Kraft::N,ज़ोर,jõud
694,Kraft::N,शक्ति,jõud
695,Stärke::N,बल,tugevus
696,Stärke::N,ताक़त,tugevus
697,Gesundheit::N,स्वास्थ्य,tervis
698,Gesundheit::N,तंदुरुस्ती,tervis
699,Krankheit::N,रोग,haigus
700,Krankheit::N,बीमारी,haigus
701,Schmerz::N,दर्द,valu
702,Schmerz::N,पीड़ा,valu
703,Wunde::N,घाव,haav
704,Wunde::N,ज़ख़्म,haav
705,Fieber::N,ज्वर,palavik
706,Fieber::N,बुख़ार,palavik
707,Arznei::N,दवा,ravim
708,Arznei::N,औषाधि,ravim
709,Brücke::N,पुल,sild
710,Brücke::N,सेतु,sild
711,Brunnen::N,कुआँ,kaev
712,Weide::N,चरागाह,karjamaa
713,Pfad::N,पथ,rada
714,Pfad::N,पगडंडी,rada
715,Weg::N,मार्ग,tee
716,Straße::N,राह,tee
717,Straße::N,रास्ता,tee
718,Dorf::N,गाँव,küla
719,Dorf::N,ग्राम,küla
720,Stadt::N,शहर,linn
721,Brief::N,ख़त,kiri
722,Brief::N,पत्र,kiri
723,Brief::N,चिट्ठी,kiri
724,Buch::N,किताब,raamat
725,Buch::N,पुस्तक,raamat
726,Buchstabe::N,अक्षर,täht
727,Zeitung::N,अख़बार,ajaleht
728,Zeitung::N,समाचार-पत्र,ajaleht
729,Leben::N,जीवन,elu
730,Leben::N,ज़िंदगी,elu
731,Tod::N,मौत,surm
732,Tod::N,मृत्यु,surm
733,Grab::N,क़ब्र,haud
734,Kirche::N,चर्च,kirik
735,Kirche::N,गिरजा,kirik
736,Sünde::N,पाप,patt
737,Sünde::N,गुनाह,patt
738,Gott::N,देव,jumal
739,Gott::N,ईश्वर,jumal
740,Arbeiter::N,मज़दूर,tööline
741,Chef::N,अध्यक्ष,ülemus
742,Chef::N,अध्यक्ष,juhataja
743,Meister::N,शिल्पज्ञ,meister
744,Arzt::N,वैद्य,arst
745,Arzt::N,डॉक्टर,arst
746,Arzt::N,चिकित्सक,arst
747,Lehrer::N,शिक्षक,õpetaja
748,Lehrer::N,अध्यापक,õpetaja
749,Geld::N,धन,raha
750,Geld::N,पैसा,raha
751,Geschäft::N,सौदा,äri
752,Geschäft::N,व्यापार,äri
753,Laden::N,दुकान,pood
754,Laden::N,दुकान,kauplus
755,Preis::N,दाम,hind
756,Preis::N,मूल्य,hind
757,Ware::N,माल,kaup
758,Ware::N,पण्य,kaup
759,Nutzen::N,लाभ,tulu
760,Nutzen::N,लाभ,kasulikkus
761,Nutzen::N,फ़ायदा,tulu
762,Nutzen::N,फ़ायदा,kasulikkus
763,Reichtum::N,धन,rikkus
764,Reichtum::N,दौलत,rikkus
765,Welt::N,विश्व,maailm
766,Welt::N,दुनिया,maailm
767,Land::N,देश,maa
768,Land::N,मुल्क,maa
769,Staat::N,राज्य,riik
770,Staat::N,राष्ट्र,riik
771,König::N,राजा,kuningas
772,König::N,बादशाह,kuningas
