,Concept_ID,el,be
736,hierhin::ADV,εδώ,сюды
737,von hier::ADV,από δω,адсюль
738,von hier::ADV,από δω,адгэтуль
739,dort::ADV,εκεί,там
740,dorthin::ADV,προς τα κει,туды
741,geradeaus::ADV,κατευθείαν,прама
742,vorwärts::ADV,εμπρός,наперад
743,rückwärts::ADV,πίσω,назад
744,zurück::ADV,πίσω,назад
745,unten::ADV,κάτω,унізе
746,hinab::ADV,προς τα κάτω,уніз
747,oben::ADV,πάνω,угары
748,oben::ADV,πάνω,наверсе
749,oben::ADV,επάνω,угары
750,oben::ADV,επάνω,наверсе
751,hinauf::ADV,προς τα πάνω,угару
752,überall::ADV,παντού,усюды
753,nicht::ADV,δεν,не
754,ein wenig::ADV,λιγάκι,трошкі
755,kaum::ADV,μόλις,ледзьве
756,sehr::ADV,πολύ,вельмі
757,so::ADV,έτσι,так
758,noch::ADV,ακόμα,яшчэ
759,nur::ADV,μόνο,толькі
760,schon::ADV,ήδη,ужо
761,schon::ADV,κιόλας,ужо
762,wieder::ADV,ξανά,зноў
763,vergebens::ADV,μάταια,дарма
764,vergebens::ADV,μάταια,дарэмна
765,vor::PRP,μπροστά σε,перад
766,vor::PRP,μπροστά από,перад
767,hinter::PRP,πίσω από ,за
768,hinter::PRP,πίσω από ,ззаду
769,unter::PRP,υπό,пад
770,unter::PRP,κάτω από,пад
771,durch::PRP,διά,праз
772,durch::PRP,διά μέσου,праз
773,neben::PRP,δίπλα σε,каля
774,zwischen::PRP,μεταξύ,між
775,zwischen::PRP,μεταξύ,паміж
776,zwischen::PRP,ανάμεσα σε,між
777,zwischen::PRP,ανάμεσα σε,паміж
778,wegen::PRP,για,з-за
779,wegen::PRP,λόγω,з-за
780,dies::PRN,αυτό,гэта
781,das::PRN,το,тое
782,alles::PRN,όλα,усё
783,ich::PRN,εγώ,я
784,du::PRN,σύ,ты
785,du::PRN,εσύ,ты
786,er::PRN,αυτός,ён
787,wir::PRN,εμείς,мы
788,ihr::PRN,εσείς,вы
789,sie::PRN,αυτοί,яны
790,was::FPRN,τι,што
791,wer::FPRN,ποιος,хто
792,wo::FADV,πού,дзе
793,wohin::FADV,πού,куды
794,wohin::FADV,για πού,куды
795,wie::FADV,πώς,як
796,warum::FADV,γιατί,чаму
797,wieviel::FNUM,πόσος,колькі
798,eins::NUM,ένα,адзін
799,zwei::NUM,δύο,два
800,drei::NUM,τρία,тры
801,drei::NUM,τρεις,тры
802,vier::NUM,τέσσερα,чатыры
803,vier::NUM,τέσσερις,чатыры
804,fünf::NUM,πέντε,пяць
805,sechs::NUM,έξι,шесць
806,sieben::NUM,εφτά,сем
807,acht::NUM,οχτώ,восем
808,neun::NUM,εννιά,дзевяць
809,zehn::NUM,δέκα,дзесяць
810,elf::NUM,έντεκα,адзінаццаць
811,zwölf::NUM,δώδεκα,дванаццаць
812,zwanzig::NUM,είκοσι,дваццаць
813,dreißig::NUM,τριάντα,трыццаць
814,vierzig::NUM,σαράντα,сорак
815,fünfzig::NUM,πενήντα,пядзесят
816,sechzig::NUM,εξήντα,шесдзесят
817,siebzig::NUM,εβδομήντα,семдзесят
818,achtzig::NUM,ογδόντα,восемдзесят
819,neunzig::NUM,ενενήντα,дзевяноста
820,hundert::NUM,εκατό,сто
821,tausend::NUM,χίλιοι,тысяча
822,und::CNJ,και,і
823,und::CNJ,και,ды
824,oder::CNJ,ή,або
825,stehen::V,στέκομαι,стаяць
826,stehen::V,είμαι όρθιος,стаяць
827,sitzen::V,κάθομαι,сядзець
828,liegen::V,είμαι ξαπλωμένος,ляжаць
829,hängen::V,κρέμομαι,вісець
830,werden::V,γίνομαι,стаць
831,werden::V,γίνομαι,зрабіцца
832,passieren::V,συμβαίνω,трапіцца
833,beginnen::V,αρχίζω,пачацца
834,enden::V,τελειώνω,кончыцца
835,wechseln::V,αλλάζω,мяняцца
836,aufgehen[Sonne]::V,βγαίνω,узысці
837,aufgehen[Sonne]::V,ανατέλλω,узысці
838,untergehen[Sonne]::V,δύω,зайсці
839,untergehen[Sonne]::V,βασιλεύω,зайсці
840,scheinen[Sonne]::V,λάμπω,свяціць
841,donnern::V,βροντώ,грымець
842,wehen::V,φυσώ,дзьмуць
843,strömen::V,ρέω,ліцца
844,strömen::V,τρέχω,ліцца
845,fließen::V,ρέω,цячы
846,sich drehen::V,γυρίζω,круціцца
847,sich drehen::V,γυρίζω,варочацца
848,sich drehen::V,στρέφομαι,круціцца
849,sich drehen::V,στρέφομαι,варочацца
850,schwanken::V,ταλαντεύομαι,хістацца
851,schwingen::V,αιωρούμαι,гайдацца
852,schwingen::V,αιωρούμαι,калыхацца
853,schwingen::V,ταλαντεύομαι,гайдацца
854,schwingen::V,ταλαντεύομαι,калыхацца
855,fallen::V,πέφτω,падаць
856,brennen::V,καίω,гарэць
857,rauchen::V,καπνίζω,дымець
858,regnen::V,βρέχω,дажджыць
859,gefrieren::V,παγώνω,замерзнуць
860,tauen::V,λειώνω,раставаць
861,schmelzen::V,λειώνω,плавіцца
862,trocknen::V,στεγνώνω,сохнуць
863,sieden::V,βράζω,кіпець
864,faulen::V,σαπίζω,гнісці
865,verfaulen::V,σαπίζω,згнісці
866,reißen::V,σχίζω,ірвацца
867,versinken::V,βουλιάζω,тануць
868,versinken::V,βυθίζομαι,тануць
869,vergehen::V,περνώ,праходзіць
870,erscheinen::V,εμφανίζομαι,зʼявіцца
871,verschwinden::V,χάνομαι,знікнуць
872,verschwinden::V,εξαφανίζομαι,знікнуць
873,sinken::V,κατεβαίνω,спадаць
874,abnehmen::V,μειώνομαι ,паменшыцца
875,zunehmen::V,αυξάνω,павялічвацца
876,zunehmen::V,μεγαλώνω,павялічвацца
877,steigen::V,ανεβαίνω,паднімацца
878,wachsen::V,μεγαλώνω,расці
879,glänzen::V,γυαλίζω,блішчаць
880,funkeln::V,αστράφτω,бліскаць
881,funkeln::V,σπιθοβολώ,бліскаць
882,lärmen::V,θορυβώ,шумець
883,läuten::V,χτυπώ ,званіць
884,klingeln::V,κουδουνίζω,званіць
885,klirren::V,κουδουνίζω,бразгаць
886,brausen::V,βουΐζω,бушаваць
887,rauschen::V,βουΐζω,шастаць
888,klingen::V,ηχώ,гучаць
889,bellen::V,γαυγίζω,брахаць
890,heulen::V,ουρλιάζω,выць
891,blasen::V,φυσώ,дзьмухнуць
892,pfeifen::V,σφυρίζω,свістаць
893,schreien::V,κραυγάζω,крычаць
894,stöhnen::V,βογγώ,стагнаць
895,zittern::V,τρέμω,дрыжаць
896,leben::V,ζω,жыць
897,geboren werden::V,γεννιέμαι,нарадзіцца
898,atmen::V,αναπνέω,дыхаць
899,trinken::V,πίνω,піць
900,essen::V,τρώω,есці
901,schlucken::V,καταπίνω,глытаць
902,müde werden::V,κουράζομαι,стаміцца
903,einschlafen::V,αποκοιμιέμαι,заснуць
904,schlafen::V,κοιμάμαι,спаць
905,aufwachen::V,ξυπνώ,рассыпацца
906,aufstehen::V,σηκώνομαι,устаць
907,sich erholen::V,ξεκουράζομαι,адпачываць
908,krank werden::V,αρρωσταίνω,захварэць
909,krank sein::V,ασθενώ,хварэць
910,schmerzen::V,πονώ,балець
911,husten::V,βήχω,кашляць
912,genesen::V,θεραπεύομαι,паправіцца
913,genesen::V,θεραπεύομαι,паздаравець
914,sterben::V,πεθαίνω,памерці
915,umkommen::V,πεθαίνω,загінуць
916,sich bewegen::V,κουνιέμαι,рухацца
917,sich rühren::V,σαλεύω,варушыцца
918,sich erheben::V,επαναστατώ,устаць
919,sich setzen::V,κάθομαι,сесці
920,hinfallen::V,πέφτω κάτω,упасці
921,laufen::V,τρέχω,хадзіць
922,schreiten::V,βαδίζω,шагаць
923,schreiten::V,βαδίζω,крочыць
924,spazierengehen::V,κάνω βόλτα,гуляць
925,spazierengehen::V,πηγαίνω περίπατο,гуляць
926,eilen::V,σπεύδω,спяшацца
927,sich beeilen::V,βιάζομαι,спяшацца
928,sausen::V,τρέχω γρήγορα,імчацца
929,rennen::V,τρέχω,бегаць
930,springen::V,πηδώ,скакаць
931,klettern::V,σκαρφαλώνω,лазіць
932,schaukeln::V,κουνιέμαι,гайдацца
933,kriechen::V,έρπω,поўзаць
934,kriechen::V,σέρνομαι,поўзаць
935,schwimmen::V,κολυμπώ,плаваць
936,tauchen::V,βουτώ,ныраць
937,rudern::V,κωπηλατώ,веславаць
938,fahren::V,πηγαίνω,ехаць
939,fliegen::V,πετώ,лятаць
940,gehen::V,βαδίζω,ісці
941,gehen::V,πηγαίνω,ісці
942,weggehen::V,φεύγω,пайсці
943,abfahren::V,ξεκινώ,адʼяжджаць
944,abfahren::V,αναχωρώ,адʼяжджаць
945,anhalten::V,σταματώ,спыніцца
946,anhalten::V,σταματώ,затрымацца
947,hineingehen::V,μπαίνω,уваходзіць
948,eintreten::V,μπαίνω,увайсці
949,eintreten::V,εισέρχομαι,увайсці
950,kommen::V,έρχομαι,прыйсці
951,ankommen::V,φτάνω,прыбыць
952,zurückkommen::V,επιστρέφω,вярнуцца
953,bleiben::V,μένω,застацца
954,warten::V,περιμένω,чакаць
955,erwarten::V,αναμένω,чакаць
956,erwarten::V,περιμένω,чакаць
957,suchen::V,ψάχνω,шукаць
958,finden::V,βρίσκω,знайсці
959,versuchen::V,προσπαθώ,прабаваць
960,vorbereiten::V,προετοιμάζω,падрыхтаваць
961,lieben::V,αγαπώ,кахаць
962,mögen::V,μου αρέσει,любіць
963,lachen::V,γελώ,смяяцца
964,rühren::V,συγκινώ,расчуліць
965,weinen::V,κλαίω,плакаць
966,schimpfen::V,βρίζω,лаяцца
967,sich ärgern::V,θυμώνω,сердаваць
968,sich fürchten::V,φοβάμαι,баяцца
969,fürchten::V,φοβάμαι,баяцца
970,fliehen::V,φεύγω,уцякаць
971,flüchten::V,δραπετεύω,уцячы
972,sehen::V,βλέπω,бачыць
973,anschauen::V,κοιτάζω,паглядзець
974,ansehen::V,βλέπω,глядзець
975,hören::V,ακούω,чуць
976,zuhören::V,ακούω,слухаць
977,probieren::V,δοκιμάζω,каштаваць
978,riechen::V,μυρίζω,нюхаць
979,riechen::V,οσφραίνομαι,нюхаць
980,fühlen::V,αισθάνομαι,адчуваць
981,scheinen::V,φαίνομαι,здавацца
982,zu sehen sein::V,φαίνομαι,віднецца
983,vernehmen::V,ακούω,пачуць
984,vernehmen::V,μαθαίνω,пачуць
985,frieren::V,κρυώνω,мёрзнуць
986,tun::V,κάνω,рабіць
987,können::V,ξέρω,умець
988,können::V,μπορώ,умець
989,wollen::V,θέλω,хацець
990,anfangen::V,αρχίζω,пачаць
991,beenden::V,τελειώνω,закончыць
992,aufhören::V,παύω,перастаць
993,gelingen::V,πετυχαίνω,удацца
994,geraten::V,γίνομαι,аказацца
995,öffnen::V,ανοίγω,адчыніць
996,schließen::V,κλείνω,зачыніць
997,stellen::V,θέτω,паставіць
998,setzen::V,θέτω,пасадзіць
999,legen::V,θέτω,класці
1000,berühren::V,εγγίζω,чапаць
1001,verbinden::V,συνδέω,звязаць
1002,bedecken::V,σκεπάζω,накрыць
1003,aufhängen::V,κρεμώ,павесіць
1004,anzünden::V,ανάβω,запаліць
1005,aufheben::V,σηκώνω,падняць
1006,zurücklassen::V,εγκαταλείπω,пакінуць
1007,verlieren::V,χάνω,згубіць
1008,fallen lassen::V,αφήνω να πέσει,упусціць
1009,machen::V,κάνω,зрабіць
1010,machen::V,φτιάχνω,зрабіць
1011,herstellen::V,κατασκευάζω,вырабіць
1012,bauen::V,χτίζω,будаваць
1013,bauen::V,οικοδομώ,будаваць
1014,reparieren::V,επισκευάζω,правіць
1015,reparieren::V,επιδιορθώνω,правіць
1016,verbessern::V,βελτιώνω,палепшыць
1017,verbessern::V,καλυτερεύω,палепшыць
1018,ändern::V,αλλάζω,змяніць
1019,graben::V,σκάβω,капаць
1020,beugen::V,λυγίζω,сагнуць
1021,biegen::V,κάμπτω,пагнуць
1022,drehen::V,στρέφω,вярцець
1023,wenden::V,γυρίζω,павярнуць
1024,umdrehen::V,γυρίζω,перавярнуць
1025,heben::V,υψώνω,падымаць
1026,heben::V,σηκώνω,падымаць
1027,hochheben::V,υψώνω,падняць
1028,hochheben::V,σηκώνω,падняць
1029,ergreifen::V,πιάνω,схапіць
1030,ergreifen::V,πιάνω,схваціць
1031,ergreifen::V,αρπάζω,схапіць
1032,ergreifen::V,αρπάζω,схваціць
1033,halten::V,βαστώ,трымаць
1034,drücken::V,πιέζω,націскаць
1035,schieben::V,σπρώχνω,пхаць
1036,schieben::V,σπρώχνω,штурхаць
1037,kratzen::V,γρατσουνίζω,скрэбці
1038,lecken::V,γλείφω,лізаць
1039,beißen::V,δαγκάνω,кусаць
1040,abreißen::V,κόβω,адарваць
1041,abreißen::V,σχίζω,адарваць
1042,abschneiden::V,αποκόπτω,адрэзаць
1043,binden::V,δένω,вязаць
1044,stecken::V,χώνω,уваткнуць
1045,brechen::V,σπάζω,зламаць
1046,klopfen::V,χτυπώ,стукаць
1047,klopfen::V,τινάζω,стукаць
1048,hauen::V,χτυπώ,біць
1049,kleben::V,κολλώ,клеіць
1050,reiben::V,τρίβω,церці
1051,streichen::V,αλείφω,намазаць
1052,schleifen::V,ακονίζω,тачыць
1053,schneiden::V,κόβω,рэзаць
1054,rütteln::V,σείω,хістаць
1055,rütteln::V,τινάζω,хістаць
1056,schütteln::V,σείω,трэсці
1057,schütteln::V,κουνώ,трэсці
1058,schwenken::V,κουνώ,махаць
1059,schütten::V,χύνω,наліць
1060,füllen::V,γεμίζω,напоўніць
1061,einwickeln::V,τυλίγω,загарнуць
1062,tragen::V,φέρνω,несці
1063,schleppen::V,κουβαλώ,цягнуць
1064,ziehen::V,τραβώ,цягнуць
1065,aufbewahren::V,φυλάω,захоўваць
1066,werfen::V,ρίχνω,кідаць
1067,fangen::V,πιάνω,лавіць
1068,packen::V,τσακώνω,схапіць
1069,packen::V,τσακώνω,схваціць
1070,verstecken::V,κρύβω,схаваць
1071,teilen::V,μερίζω,раздзяліць
1072,schicken::V,στέλνω,пасылаць
1073,bringen::V,φέρνω,прынесці
1074,hinzufügen::V,προσθέτω,дабавіць
1075,bekommen::V,προσκομίζω,дастаць
1076,erhalten::V,παίρνω,атрымаць
1077,erhalten::V,λαμβάνω,атрымаць
1078,nehmen::V,πιάνω,ўзяць
1079,nehmen::V,παίρνω,ўзяць
1080,wählen::V,εκλέγω,выбраць
1081,auswählen::V,διαλέγω,адабраць
1082,bewahren::V,διατηρώ,захаваць
1083,behindern::V,εμποδίζω,перашкаджаць
1084,verderben::V,χαλώ,сапсаваць
1085,beschädigen::V,ζημιώνω,пашкодзіць
1086,zerbrechen::V,σπάζω,разбіць
1087,zerreißen::V,σχίζω,разадраць
1088,zerstören::V,καταστρέφω,разбурыць
1089,verbrennen::V,καίω,спаліць
1090,geben::V,δίνω,даць
1091,reichen::V,δίνω,перадаць
1092,schenken::V,χαρίζω,дарыць
1093,versprechen::V,υπόσχομαι,абяцаць
1094,wünschen::V,εύχομαι,жадаць
1095,loben::V,επαινώ,хваліць
1096,küssen::V,φιλώ,цалаваць
1097,wiegen::V,κουνώ,гушкаць
1098,wiegen::V,κουνώ,калыхаць
1099,wiegen::V,νανουρίζω,гушкаць
1100,wiegen::V,νανουρίζω,калыхаць
1101,zudecken::V,σκεπάζω,накрыць
1102,wecken::V,ξυπνώ,пабудзіць
1103,zeigen::V,δείχνω,паказаць
1104,führen::V,οδηγώ,весці
1105,lehren::V,διδάσκω,вучыць
1106,unterrichten::V,διδάσκω,выкладаць
1107,aufziehen::V,ανατρέφω,выхаваць
1108,leiten::V,ηγούμαι,кіраваць
1109,leiten::V,διευθύνω,кіраваць
1110,antreiben::V,σπρώχνω,падганяць
1111,antreiben::V,παρακινώ,падганяць
1112,lassen::V,αφήνω,прымусіць
1113,einladen::V,προσκαλώ,запрасіць
1114,vereinigen::V,ενώνω,абʼяднаць
1115,besuchen::V,επισκέπτομαι,наведаць
1116,treffen::V,συναντώ,сустрэць
1117,sich versammeln::V,μαζεύομαι,сабрацца
1118,spielen::V,παίζω,гуляць
1119,singen::V,τραγουδώ,пець
1120,singen::V,τραγουδώ,спяваць
1121,tanzen::V,χορεύω,танцаваць
1122,sich trennen::V,αποχωρίζομαι,расстацца
1123,verlassen::V,εγκαταλείπω,пакінуць
1124,retten::V,σώζω,выратаваць
1125,bewachen::V,φρουρώ,ахоўваць
1126,schützen::V,προστατεύω,уберагаць
1127,verteidigen::V,υπερασπίζω,абараніць
1128,sich schlagen::V,χτυπιέμαι,біцца
1129,sich schlagen::V,χτυπιέμαι,драцца
1130,schießen::V,πυροβολώ,страляць
1131,siegen::V,νικώ,перамагчы
1132,ärgern::V,τσαντίζω,злаваць
1133,schlagen::V,χτυπώ,ударыць
1134,treten::V,κλοτσώ,штурхаць
1135,stechen::V,τρυπώ,укалоць
1136,stoßen::V,ωθώ,папхнуць
1137,stoßen::V,σπρώχνω,папхнуць
1138,stehlen::V,κλέβω,украсці
1139,stören::V,διαταράσσω,перашкодзіць
1140,belästigen::V,ενοχλώ,дакучаць
1141,verbergen::V,κρύβω,скрыць
1142,verbergen::V,κρύβω,схаваць
1143,täuschen::V,παραπλανώ,падмануць
1144,betrügen::V,απατώ,змахляваць
1145,töten::V,σκοτώνω,забіць
1146,töten::V,θανατώνω,забіць
1147,wohnen::V,μένω,жыць
1148,wohnen::V,κατοικώ,жыць
1149,arbeiten::V,δουλεύω,працаваць
1150,arbeiten::V,εργάζομαι,працаваць
1151,sammeln::V,μαζεύω,сабраць
1152,sammeln::V,συλλέγω,сабраць
1153,pflücken::V,κόβω,зрываць
1154,jagen::V,κυνηγώ,паляваць
1155,fischen::V,ψαρεύω,рыбачыць
1156,fassen::V,πιάνω,злавіць
1157,hüten::V,φυλάγω,пасвіць
1158,hüten::V,προσέχω,пасвіць
1159,treiben::V,οδηγώ,гнаць
1160,anbinden::V,δένω,прывязаць
1161,füttern::V,ταΐζω,карміць
1162,melken::V,αρμέγω,даіць
1163,hacken::V,κόβω,сячы
1164,gießen::V,ποτίζω,паліць
1165,reifen::V,ωριμάζω,паспець
1166,zubereiten::V,ετοιμάζω,зварыць
1167,zubereiten::V,ετοιμάζω,згатаваць
1168,kochen::V,βράζω,варыць
1169,backen::V,ψήνω,пячы
1170,braten::V,τηγανίζω,смажыць
1171,umrühren::V,ανακατεύω,перамяшаць
1172,stricken::V,πλέκω,вязаць
1173,nähen::V,ράβω,шыць
1174,färben::V,βάφω,пафарбаваць
1175,färben::V,χρωματίζω,пафарбаваць
1176,reinigen::V,καθαρίζω,ачысціць
1177,waschen::V,πλένω,мыць
1178,abwischen::V,σφουγγίζω,выцерці
1179,spülen::V,ξεπλένω,паласкаць
1180,fegen::V,σκουπίζω,падмятаць
1181,kehren::V,σκουπίζω,месці
1182,baden::V,κάνω μπάνιο,купацца
1183,sich waschen::V,πλένομαι,мыцца
1184,ausziehen::V,βγάζω,зняць
1185,anziehen::V,φορώ,надзець
1186,sich anziehen::V,ντύνομαι,адзецца
1187,kämmen::V,χτενίζω,прычасаць
1188,schmücken::V,στολίζω,аздобіць
1189,sagen::V,λέω,сказаць
1190,sprechen::V,μιλώ,гаварыць
1191,reden::V,μιλώ,размаўляць
1192,reden::V,κουβεντιάζω,размаўляць
1193,sich unterhalten::V,συνομιλώ,гутарыць
1194,sich unterhalten::V,κουβεντιάζω,гутарыць
1195,fragen::V,ρωτώ,спытаць
1196,bitten::V,ζητώ,прасіць
1197,bitten::V,παρακαλώ,прасіць
1198,erzählen::V,διηγούμαι,расказаць
1199,mitteilen::V,πληροφορώ,паведаміць
1200,nennen::V,ονομάζω,назваць
1201,rufen::V,φωνάζω,зваць
1202,prahlen::V,καυχιέμαι,хваліцца
1203,übersetzen::V,μεταφράζω,перакласці
1204,denken::V,σκέφτομαι,думаць
1205,glauben::V,πιστεύω,верыць
1206,bemerken::V,παρατηρώ,заўважыць
1207,erkennen::V,αναγνωρίζω,пазнаць
1208,begreifen::V,καταλαβαίνω,спасцігнуць
1209,verstehen::V,ακούω,пачуць
1210,lernen::V,μαθαίνω,вучыцца
1211,wissen::V,ξέρω,знаць
1212,sich erinnern an::V,θυμάμαι,памятаць
1213,vergessen::V,ξεχνώ,забыць
1214,messen::V,μετρώ,мераць
1215,zählen::V,μετρώ,лічыць
1216,rechnen::V,λογαριάζω,лічыць
1217,lesen::V,διαβάζω,чытаць
1218,malen::V,ζωγραφίζω,маляваць
1219,zeichnen::V,σχεδιάζω,рысаваць
1220,schreiben::V,γράφω,пісаць
1221,besitzen::V,κατέχω,мець
1222,kaufen::V,αγοράζω,купіць
1223,verkaufen::V,πουλώ,прадаць
1224,bezahlen::V,πληρώνω,заплаціць
1225,zahlen::V,πληρώνω,плаціць
1226,beherrschen::V,κυριαρχώ,уладаць
1227,beherrschen::V,κυριαρχώ,валодаць
1228,ertragen::V,βαστώ,выцерпець
1229,ertragen::V,αντέχω,выцерпець
