,Concept_ID,sl,ru
92,Raureif::N,ívje,иней
93,Raureif::N,slána,иней
94,Regenbogen::N,mávrica,радуга
95,Donner::N,gròm,гром
96,Strömung::N,strúja,течение
97,Tropfen::N,káplja,капля
98,Schaum::N,péna,пена
99,Schmutz::N,nesnága,грязь
100,See::N,jézero,озеро
101,Sumpf::N,močvírje,топь
102,Moor::N,bárje,болото
103,Wiese::N,trávnik,луг
104,Wald::N,lés,лес
105,Wald::N,gòzd,лес
106,Hügel::N,brég,холм
107,Hügel::N,goríca,холм
108,Anhöhe::N,gríč,возвышенность
109,Anhöhe::N,višína,возвышенность
110,Berg::N,gôra,гора
111,Berg::N,planína,гора
112,Gipfel::N,vŕh,вершина
113,Höhle::N,jáma,пещера
114,Höhle::N,votlína,пещера
115,Abhang::N,pobóčje,склон
116,Quelle::N,izvír,источник
117,Bach::N,pôtok,ручей
118,Fluss::N,réka,река
119,Ufer::N,brég,берег
120,Küste::N,obála,побережье
121,Küste::N,obréžje,побережье
122,Festland::N,celína,суша
123,Festland::N,kopnína,суша
124,Meer::N,mórje,море
125,Bucht::N,zalív,бухта
126,Insel::N,ôtok,остров
127,Blume::N,cvetlíca,цветок
128,Gras::N,tráva,трава
129,Wurzel::N,korenína,корень
130,Baum::N,drevó,дерево
131,Stamm::N,dêblo,ствол
132,Rinde::N,lúbje,кора
133,Rinde::N,skórja,кора
134,Ast::N,véja,сук
135,Zweig::N,véja,ветвь
136,Blatt::N,líst,лист
137,Birke::N,bréza,береза
138,Kiefer[Baum]::N,bòr,сосна
139,Weide[Baum]::N,vŕba,ива
140,Tanne::N,hója,ель
141,Horn::N,róg,рог
142,Feder::N,peró,перо
143,Fell::N,kŕzno,шкура
144,Flügel::N,krílo,крыло
145,Klaue::N,párkelj,коготь
146,Kralle::N,krémpelj,лапа
147,Schwanz::N,rèp,хвост
148,Ei::N,jájce,яйцо
149,Nest::N,gnézdo,гнездо
150,Bau::N,brlòg,нора
151,Tier::N,živál,животное
152,Herde::N,čréda,стадо
153,Kuh::N,kráva,корова
154,Bulle::N,bìk,бык
155,Pferd::N,kònj,лошадь
156,Schaf::N,ôvca,овца
157,Schwein::N,svínja,свинья
158,Hund::N,pès,собака
159,Katze::N,máčka,кошка
160,Bär::N,mêdved,медведь
161,Eichhörnchen::N,véverica,белка
162,Elch::N,lós,лось
163,Fuchs::N,lisíca,лиса
164,Hase::N,zájec,заяц
165,Maus::N,mìš,мышь
166,Wolf::N,vólk,волк
167,Vogel::N,ptìč,птица
168,Vogel::N,ptíca,птица
169,Schwarm::N,játa,стая
170,Huhn::N,kokóš,курица
171,Hahn::N,petêlin,петух
172,Gans::N,gós,гусь
173,Adler::N,ôrel,орел
174,Ente::N,ráca,утка
175,Eule::N,sôva,сова
176,Kranich::N,žerjàv,журавль
177,Krähe::N,vrána,ворона
178,Kuckuck::N,kúkavica,кукушка
179,Schwan::N,labód,лебедь
180,Fisch::N,ríba,рыба
181,Barsch::N,ostríž,окунь
182,Hecht::N,ščúka,щука
183,Schlange[Tier]::N,káča,змея
184,Wurm::N,čr̀v,червяк
185,Wurm::N,glísta,червяк
186,Spinne::N,pájek,паук
187,Ameise::N,mrávlja,муравей
188,Laus::N,úš,вошь
189,Mücke::N,komár,комар
190,Fliege::N,múha,муха
191,Schmetterling::N,metúlj,бабочка
192,Beere::N,jágoda,ягода
193,Apfel::N,jábolko,яблоко
194,Pilz::N,góba,гриб
195,Zwiebel::N,čebúla,луковица
196,Saat::N,séme,семя
197,Korn::N,zŕno,зерно
198,Heu::N,senó,сено
199,Schale::N,lupína,шелуха
200,Grube::N,jáma,яма
201,Falle::N,pást,ловушка
202,Schlinge::N,zánka,силок
203,Schlinge::N,pêtlja,силок
204,Spur::N,sléd,след
205,Asche::N,pepél,зола
206,Asche::N,pepél,пепел
207,Dreck::N,bláto,грязь
208,Eisen::N,želézo,железо
209,Gold::N,zlató,золото
210,Silber::N,srebró,серебро
211,Kohle::N,ógel,уголь
212,Glas::N,stêklo,стекло
213,Lehm::N,ílo,глина
214,Sand::N,pések,песок
215,Mensch::N,člôvek,человек
216,Mann::N,móž,мужчина
217,Mann::N,môški,мужчина
218,Frau::N,gospá,женщина
219,Frau::N,žénska,женщина
220,Kind::N,déte,ребенок
221,Kind::N,otròk,ребенок
222,Junge::N,fànt,мальчик
223,Junge::N,déček,мальчик
224,Mädchen::N,deklè,девочка
225,Mädchen::N,déklica,девочка
226,Familie::N,družína,семья
227,Großvater::N,dèd,дедушка
228,Großvater::N,dédek,дедушка
229,Großmutter::N,bábica,бабушка
230,Eltern::N,stárši,родители
231,Vater::N,ôče,отец
232,Mutter::N,máma,мать
233,Sohn::N,sín,сын
234,Tochter::N,hčí,дочь
235,Tochter::N,hčérka,дочь
236,Bruder::N,bràt,брат
237,Schwester::N,sêstra,сестра
238,Onkel::N,újec,дядя
239,Onkel::N,stríc,дядя
240,Tante::N,têta,тетя
241,Tante::N,strína,тетя
242,Ehemann::N,móž,муж
243,Ehemann::N,sopróg,муж
244,Ehefrau::N,žêna,жена
245,Ehefrau::N,sopróga,жена
246,Freude::N,rádost,радость
247,Freude::N,vesêlje,радость
248,Gelächter::N,sméh,смех
249,Gelächter::N,grohòt,смех
250,Glück::N,sréča,счастье
251,Kummer::N,gorjé,горе
252,Wunsch::N,žêlja,желание
253,Lust::N,poželênje,влечение
254,Geist::N,dúša,дух
255,Gedanke::N,mísel,мысль
256,Gedächtnis::N,pámet,память
257,Sinn::N,pomèn,смысл
258,Sinn::N,smísel,смысл
259,Grund::N,vzròk,повод
260,Wahrheit::N,resníca,правда
261,Gespräch::N,pogóvor,беседа
262,Märchen::N,právljica,сказка
263,Erzählung::N,povést,рассказ
264,Nachricht::N,sporočílo,сообщение
265,Neuigkeit::N,novóst,новость
266,Name::N,imé,имя
267,Rätsel::N,ugánka,загадка
268,Rede::N,góvor,речь
269,Sprache::N,jêzik,язык
270,Stimme::N,glás,голос
271,Wort::N,beséda,слово
272,Zeichen::N,znák,знак
273,Ruf::N,klíc,зов
274,Lärm::N,hrúp,шум
275,Lärm::N,trúšč,шум
276,Laut::N,glás,звук
277,Ton::N,tón,звучание
278,Lied::N,pésem,песня
279,Ruhe::N,pokòj,покой
280,Leute::N,ljudjé,люди
281,Volk::N,národ,народ
282,Arbeit::N,délo,работа
283,Gast::N,gòst,гость
284,Geschenk::N,darílo,подарок
285,Spiel::N,ígra,игра
286,Gesellschaft::N,drúžba,общество
287,Hilfe::N,pomóč,помощь
288,Freund::N,prijátelj,друг
289,Kamerad::N,továriš,приятель
290,Angelegenheit::N,zadéva,дело
291,Anzahl::N,števílo,количество
292,Art::N,vŕsta,вид
293,Stück::N,kós,кусок
294,Teil::N,dél,часть
295,Hälfte::N,polovíca,половина
296,Kreis::N,króg,круг
297,Kreis::N,kolobár,круг
298,Kreuz::N,kríž,крест
299,Linie::N,próga,линия
300,Strich::N,čŕta,черта
301,Abstand::N,preslédek,промежуток
302,Entfernung::N,oddáljenost,расстояние
303,Gegend::N,kràj,местность
304,Gegend::N,dežêla,местность
305,Platz::N,prôstor,пространство
306,Ort::N,mésto,место
307,Seite::N,bòk,сторона
308,Seite::N,strán,сторона
309,Mitte::N,sredína,середина
310,Gegenstand::N,prédmet,предмет
311,Sache::N,réč,вещь
312,Sache::N,stvár,вещь
313,Rand::N,kràj,край
314,Kante::N,rób,ребро
315,Ecke::N,vogál,угол
316,Spitze::N,óst,кончик
317,Ende::N,kônec,конец
318,Loch::N,lúknja,дыра
319,Winkel::N,kót,угол
320,Muster::N,vzórec,узор
321,Größe::N,veličína,размер
322,Länge::N,dolžína,длина
323,Höhe::N,vršína,высота
324,Gewicht::N,téža,вес
325,Menge::N,količína,количество
326,Haufen::N,kùp,куча
327,Haufen::N,kopíca,куча
328,Reihe::N,níz,ряд
329,Reihe::N,vŕsta,ряд
330,Boot::N,čóln,лодка
331,Ruder::N,vêslo,весло
332,Schlitten::N,saní,сани
333,Ski::N,smučí,лыжа
334,Lagerfeuer::N,táborni ôgenj,костер
335,Last::N,tôvor,тяжесть
336,Gang::N,hòd,ход
337,Schritt::N,korák,шаг
338,Norden::N,séver,север
339,Süden::N,júg,юг
340,Westen::N,zapàd,запад
341,Osten::N,vzhòd,восток
342,Holz::N,lés,древесина
343,Brett::N,deskà,доска
344,Platte::N,plôča,плита
345,Stütze::N,opóra,подпорка
346,Stütze::N,zaslómba,подпорка
347,Stange::N,gréd,жердь
348,Stock::N,pálica,палка
349,Stab::N,pálica,шест
350,Rohr::N,cév,труба
351,Haus::N,híša,дом
352,Heim::N,dóm,дом
353,Ofen::N,péč,печь
354,Fußboden::N,pòd,пол
355,Tisch::N,míza,стол
356,Stuhl::N,stòl,стул
357,Wiege::N,zíbel,колыбель
358,Bett::N,póstelja,постель
359,Regal::N,políca,полка
360,Kiste::N,zabòj,ящик
361,Fenster::N,ôkno,окно
362,Tür::N,vráta,дверь
363,Tor::N,velíka vráta,ворота
364,Zaun::N,ográja,забор
365,Dach::N,stréha,крыша
366,Leiter::N,léstev,лестница
367,Besen::N,mêtla,метла
368,Spaten::N,lopáta,лопата
369,Schaufel::N,lopáta,совок
370,Gabel::N,vílice,вилка
371,Löffel::N,žlíca,ложка
372,Messer::N,nòž,нож
373,Nagel::N,žebèlj,гвоздь
374,Netz::N,mréža,сеть
375,Haken::N,kljúka,крюк
376,Griff::N,ročáj,ручка
377,Griff::N,oprijèm,ручка
378,Schloss::N,ključávnica,замок
379,Bild::N,slíka,картина
380,Figur::N,figúra,фигура
381,Figur::N,postáva,фигура
382,Puppe::N,lútka,кукла
383,Beutel::N,môšnja,мешок
384,Bündel::N,cúla,связка
385,Bündel::N,svéženj,связка
386,Tasche::N,tórba,сумка
387,Tasche::N,tobôlec,сумка
388,Eimer::N,vêdro,ведро
389,Deckel::N,pokròv,крышка
390,Deckel::N,poklópec,крышка
391,Geschirr::N,posóda,посуда
392,Sack::N,vréča,мешок
393,Tasse::N,skodélica,чашка
394,Topf::N,lônec,кастрюля
395,Kessel::N,kôtel,котел
396,Essen::N,hrána,еда
397,Nahrung::N,živílo,пища
398,Speise::N,jéd,блюдо
399,Speise::N,jéd,кушанье
400,Fleisch::N,mesó,мясо
401,Getreide::N,žíto,хлеб
402,Brei::N,káša,каша
403,Brot::N,krùh,хлеб
404,Scheibe::N,réženj,ломоть
405,Fett::N,mást,жир
406,Fett::N,maščôba,жир
407,Butter::N,máslo,масло
408,Öl::N,ólje,масло
409,Salz::N,sól,соль
410,Suppe::N,júha,суп
411,Honig::N,méd,мед
412,Milch::N,mléko,молоко
413,Tee::N,čáj,чай
414,Leder::N,úsnje,кожа
415,Wolle::N,vólna,шерсть
416,Stoff::N,blagó,ткань
417,Nadel::N,ígla,игла
418,Faden::N,nít,нитка
419,Knopf::N,gúmb,пуговица
420,Knoten::N,vôzel,узел
421,Farbe::N,bárva,краска
422,Kleidung::N,obléka,одежда
423,Hemd::N,srájca,рубашка
424,Kragen::N,ovrátnik,воротник
425,Ärmel::N,rokáv,рукав
426,Hose::N,hláče,брюки
427,Gürtel::N,pás,пояс
428,Mütze::N,kápa,шапка
429,Mütze::N,čépica,шапка
430,Schuh::N,čévelj,ботинок
431,Stiefel::N,škórenj,сапог
432,Ring::N,pŕstan,кольцо
433,Band::N,trák,лента
434,Kamm::N,glavník,расческа
435,Spiegel::N,zrcálo,зеркало
436,Spiegel::N,ogledálo,зеркало
437,Riemen::N,jêrmen,ремень
438,Schnur::N,vŕvca,веревка
439,Leine::N,konôpec,поводок
440,Decke::N,odéja,одеяло
441,Kissen::N,blazína,подушка
442,Tuch::N,pŕt,платок
443,Tuch::N,rúta,платок
444,Handtuch::N,brisáča,полотенце
445,Kraft::N,síla,сила
446,Stärke::N,jákost,крепость
447,Gesundheit::N,zdrávje,здоровье
448,Krankheit::N,bolézen,болезнь
449,Schmerz::N,ból,боль
450,Schmerz::N,bolečína,боль
451,Wunde::N,rána,рана
452,Fieber::N,vročína,лихорадка
453,Fieber::N,vročína,температура
454,Arznei::N,lék,лекарство
455,Arznei::N,zdravílo,лекарство
456,Brücke::N,móst,мост
457,Brunnen::N,vodnják,колодец
458,Weide::N,páša,пастбище
459,Pfad::N,stezà,тропа
460,Weg::N,pót,путь
461,Weg::N,pót,дорога
462,Straße::N,césta,улица
463,Straße::N,césta,дорога
464,Dorf::N,vás,деревня
465,Stadt::N,mésto,город
466,Brief::N,písmo,письмо
467,Buch::N,knjíga,книга
468,Buchstabe::N,čŕka,буква
469,Zeitung::N,čásnik,газета
470,Leben::N,življênje,жизнь
471,Tod::N,smŕt,смерть
472,Grab::N,gròb,могила
473,Kirche::N,cérkev,церковь
474,Sünde::N,gréh,грех
475,Gott::N,bóg,бог
476,Arbeiter::N,délavec,рабочий
477,Chef::N,šéf,начальник
478,Meister::N,mójster,мастер
479,Arzt::N,zdravník,врач
480,Lehrer::N,učítelj,учитель
481,Geld::N,denár,деньги
482,Geschäft::N,kupčíja,занятие
483,Laden::N,trgovína,магазин
484,Preis::N,céna,цена
485,Ware::N,róba,товар
486,Nutzen::N,príd,выгода
487,Reichtum::N,bogástvo,богатство
488,Welt::N,svét,мир
489,Land::N,dežêla,страна
490,Staat::N,držáva,государство
491,König::N,králj,король
492,Macht::N,oblást,власть
493,Grenze::N,mêja,граница
494,Krieg::N,vôjna,война
495,Feind::N,sovrážnik,враг
496,Gewalt::N,nasílje,насилие
497,Kampf::N,bòj,борьба
498,Kampf::N,bórba,борьба
499,Bogen[Waffe]::N,lók,лук
500,Pfeil::N,puščíca,стрела
501,Gewehr::N,púška,ружье
502,Fehler::N,zmóta,ошибка
503,Lüge::N,láž,ложь
504,Schaden::N,okvára,вред
505,Unglück::N,nesréča,беда
506,Schuld::N,krívda,вина
507,Alter::N,dôba,возраст
508,Schluss::N,kônec,окончание
509,Zeit::N,čàs,время
510,Tag::N,dán,день
511,Morgen::N,jútro,утро
512,Mittag::N,póldan,полдень
513,Abend::N,večér,вечер
514,Nacht::N,nóč,ночь
515,Woche::N,téden,неделя
516,Monat::N,mésec,месяц
517,Jahr::N,léto,год
518,Frühling::N,pomlád,весна
519,Sommer::N,polétje,лето
520,Herbst::N,jesén,осень
521,Winter::N,zíma,зима
522,Januar::N,jánuar,январь
523,Februar::N,fébruar,февраль
524,März::N,márec,март
525,April::N,apríl,апрель
526,Mai::N,máj,май
527,Juni::N,júnij,июнь
528,Juli::N,júlij,июль
529,August::N,avgúst,август
530,September::N,septêmber,сентябрь
531,Oktober::N,október,октябрь
532,November::N,novêmber,ноябрь
533,Dezember::N,decémber,декабрь
534,Montag::N,ponedéljek,понедельник
535,Dienstag::N,tôrek,вторник
536,Mittwoch::N,sréda,среда
537,Donnerstag::N,četŕtek,четверг
538,Freitag::N,pétek,пятница
539,Samstag::N,sobóta,суббота
540,Sonntag::N,nedélja,воскресенье
541,groß::A,vêlik,большой
542,klein::A,májhen,маленький
543,lang::A,dólg,длинный
544,kurz::A,krátek,короткий
545,breit::A,širòk,широкий
546,schmal::A,ózek,узкий
547,dicht::A,góst,густой
548,dick[Gegenstand]::A,dêbel,толстый
549,dünn::A,tánek,тонкий
550,fein::A,drôben,тонкий
551,fest::A,tŕden,крепкий
552,flach::A,plán,плоский
553,flach::A,plòsk,плоский
554,glatt::A,gládek,гладкий
555,hart::A,tŕd,твердый
556,weich::A,mehák,мягкий
557,rund::A,okrógel,круглый
558,spitz::A,šílast,остроконечный
559,scharf::A,óster,острый
560,stumpf::A,tóp,тупой
561,stumpf::A,skŕhan,тупой
562,schwer::A,têžek,тяжелый
563,schön::A,lép,красивый
564,schön::A,krásen,красивый
565,heiß::A,vròč,жаркий
566,warm::A,tôpel,теплый
567,kalt::A,mŕzel,холодный
568,kalt::A,hláden,холодный
569,kühl::A,hláden,прохладный
570,frisch::A,svéž,свежий
571,feucht::A,vlážen,влажный
572,nass::A,móker,мокрый
573,trocken::A,súh,сухой
574,voll::A,póln,полный
575,voll::A,póln,наполненный
576,leer::A,prázen,пустой
577,offen::A,odpŕt,открытый
578,geschlossen::A,zapŕt,закрытый
579,sauber::A,číst,чистый
580,sauber::A,líčen,чистый
581,schmutzig::A,umázan,грязный
582,roh::A,suròv,сырой
583,reif::A,zrèl,зрелый
584,lecker::A,okúsen,вкусный
585,süß::A,sládek,сладкий
586,bitter::A,grenák,горький
587,sauer::A,kísel,кислый
588,hell::A,svetèl,светлый
589,dunkel::A,temèn,темный
590,schwarz::A,čŕn,черный
591,weiß::A,bél,белый
592,rot::A,rdèč,красный
593,gelb::A,žólt,желтый
594,gelb::A,rumèn,желтый
595,blau::A,móder,синий
596,grün::A,zelèn,зеленый
597,grau::A,sív,серый
598,bunt::A,písan,пестрый
599,billig::A,pocéni,дешевый
600,teuer::A,drág,дорогой
601,wertvoll::A,dragocén,ценный
602,blind::A,slép,слепой
603,taub::A,glúh,глухой
604,kräftig::A,močán,могучий
605,stark::A,ják,сильный
606,schwach::A,šíbek,слабый
607,fett::A,dêbel,жирный
608,schlank::A,vítek,стройный
609,hübsch::A,lép,прелестный
610,böse::A,zèl,злой
611,böse::A,hudôben,злой
612,dumm::A,glúp,глупый
613,dumm::A,bédast,глупый
614,faul::A,lén,ленивый
615,fleißig::A,marljív,прилежный
616,geizig::A,škŕt,жадный
617,klug::A,pámeten,умный
618,geschickt::A,spréten,искусный
619,lieb::A,míl,милый
620,lieb::A,ljúb,милый
621,lustig::A,vesél,веселый
622,sanft::A,láhek,нежный
623,hungrig::A,láčen,голодный
624,krank::A,bolán,больной
625,nackt::A,nág,голый
626,traurig::A,túžen,грустный
627,lebendig::A,žív,живой
628,gut::A,dóber,хороший
629,schlecht::A,malopríden,плохой
630,richtig::A,pravílen,правильный
631,schlimm::A,húd,отвратительный
632,schlimm::A,húd,мерзкий
633,wahr::A,resníčen,настоящий
634,alt::A,stàr,старый
635,neu::A,nòv,новый
636,ehemalig::A,nekdánji,бывший
637,alt[Lebewesen]::A,stàr,пожилой
638,jung::A,mlád,молодой
639,arm::A,ubóg,бедный
640,arm::A,réven,бедный
641,reich::A,bogàt,богатый
642,bekannt::A,znán,знакомый
643,berühmt::A,sláven,знаменитый
644,berühmt::A,znamenít,знаменитый
645,fremd::A,túj,чужой
646,verschieden::A,razlíčen,разный
647,nah::A,blížnji,близкий
648,fern::A,dáleč,далекий
649,linker::A,lévi,левый
650,rechter::A,désni,правый
651,anderer::A,drúgi,другой
652,erster::A,pŕvi,первый
653,zweiter::A,drúgi,второй
654,dritter::A,trétji,третий
655,letzter::A,poslédnji,последний
656,allein::ADV,sám,один
657,auf einmal::ADV,obênem,сразу
658,zusammen::ADV,skúpaj,вместе
659,lange::ADV,dólgo,долго
660,plötzlich::ADV,náglo,вдруг
661,plötzlich::ADV,nenádoma,вдруг
662,sofort::ADV,prècej,тотчас
663,später::ADV,poznêje,позже
664,jetzt::ADV,zdàj,сейчас
665,heute::ADV,dánes,сегодня
666,morgen::ADV,jútri,завтра
667,bald::ADV,kmálu,скоро
668,dann::ADV,nató,потом
669,gestern::ADV,včéraj,вчера
670,einst::ADV,nékdaj,однажды
671,damals::ADV,tedàj,тогда
672,damals::ADV,takràt,тогда
673,danach::ADV,potèm,затем
674,vorher::ADV,poprèj,раньше
675,zuerst::ADV,spŕva,сперва
676,einmal::ADV,ênkrat,раз
677,manchmal::ADV,včásih,иногда
678,oft::ADV,pogósto,часто
679,immer::ADV,védno,всегда
680,immer::ADV,zméraj,всегда
681,niemals::ADV,nikdàr,никогда
682,hier::ADV,tù,здесь
683,hier::ADV,túkaj,здесь
684,hierhin::ADV,sèmkaj,сюда
685,von hier::ADV,od tú,отсюда
686,dort::ADV,tàm,там
687,dorthin::ADV,tjà,туда
688,geradeaus::ADV,rávno napréj,прямо
689,vorwärts::ADV,napréj,вперед
690,rückwärts::ADV,zádaj,назад
691,zurück::ADV,nazáj,обратно
692,unten::ADV,dôli,внизу
693,unten::ADV,spôdaj,внизу
694,hinab::ADV,dôl,вниз
695,oben::ADV,gôri,наверху
696,oben::ADV,zgôraj,наверху
697,hinauf::ADV,gôr,вверх
698,überall::ADV,povsód,везде
699,nicht::ADV,ne,не
700,ein wenig::ADV,málo,немного
701,kaum::ADV,kómaj,едва
702,sehr::ADV,zeló,очень
703,so::ADV,takó,так
704,noch::ADV,še,еще
705,nur::ADV,samó,только
706,schon::ADV,žè,уже
707,wieder::ADV,spét,опять
708,vergebens::ADV,zamàn,напрасно
709,vergebens::ADV,zastónj,напрасно
710,vor::PRP,pred,перед
711,hinter::PRP,za,за
712,hinter::PRP,za,позади
713,unter::PRP,pod,под
714,durch::PRP,skózi,сквозь
715,neben::PRP,kràj,возле
716,neben::PRP,póleg,возле
717,zwischen::PRP,med,между
718,zwischen::PRP,izmed,между
719,wegen::PRP,zarádi,из-за
720,dies::PRN,tó,это
721,das::PRN,tó,то
722,alles::PRN,vsè,все
723,ich::PRN,jàz,я
724,du::PRN,tí,ты
725,er::PRN,òn,он
726,wir::PRN,mí,мы
727,ihr::PRN,ví,вы
728,sie::PRN,ôni,они
729,was::FPRN,káj,что
730,wer::FPRN,kdó,кто
731,wo::FADV,kjé,где
732,wohin::FADV,kám,куда
733,wie::FADV,kakó,как
734,warum::FADV,zakáj,почему
735,wieviel::FNUM,kóliko,сколько
736,eins::NUM,êden,один
737,zwei::NUM,dvá,два
738,drei::NUM,trí,три
739,vier::NUM,štíri,четыре
740,fünf::NUM,pét,пять
741,sechs::NUM,šést,шесть
742,sieben::NUM,sédem,семь
743,acht::NUM,ósem,восемь
744,neun::NUM,devét,девять
745,zehn::NUM,desét,десять
746,elf::NUM,enájst,одиннадцать
747,zwölf::NUM,dvánajst,двенадцать
748,zwanzig::NUM,dvájset,двадцать
749,dreißig::NUM,trídeset,тридцать
750,vierzig::NUM,štírideset,сорок
751,fünfzig::NUM,pétdeset,пятьдесят
752,sechzig::NUM,šéstdeset,шестьдесят
753,siebzig::NUM,sédemdeset,семьдесят
754,achtzig::NUM,ósemdeset,восемьдесят
755,neunzig::NUM,devétdeset,девяносто
756,hundert::NUM,stó,сто
757,tausend::NUM,tísoč,тысяча
758,und::CNJ,in,и
759,oder::CNJ,áli,или
760,oder::CNJ,áli,либо
761,stehen::V,státi,стоять
762,sitzen::V,sedéti,сидеть
763,liegen::V,ležáti,лежать
764,hängen::V,viséti,висеть
765,werden::V,postáti,стать
766,passieren::V,zgodíti se,случиться
767,beginnen::V,začéti se,начаться
768,enden::V,končáti se,кончиться
769,wechseln::V,ménjati se,меняться
770,aufgehen[Sonne]::V,vzíti,взойти
771,untergehen[Sonne]::V,zaíti,зайти
772,scheinen[Sonne]::V,sijáti,светить
773,donnern::V,grméti,греметь
774,wehen::V,píhati,дуть
775,strömen::V,líti,литься
776,fließen::V,têči,течь
777,sich drehen::V,vrtéti se,вращаться
778,schwanken::V,kolébati,колебаться
779,schwingen::V,níhati,качаться
780,fallen::V,pádati,падать
781,brennen::V,goréti,гореть
782,rauchen::V,kadíti se,дымить
783,regnen::V,deževáti,дождить
784,gefrieren::V,zmŕzniti,замерзнуть
785,tauen::V,tájati,таять
786,schmelzen::V,kopnéti,плавиться
787,trocknen::V,sušíti se,сохнуть
788,sieden::V,kipéti,кипеть
789,faulen::V,gníti,гнить
790,verfaulen::V,zgníti,сгнить
791,reißen::V,tŕgati se,рваться
792,versinken::V,pogrézniti se,тонуть
793,vergehen::V,miníti,проходить
794,erscheinen::V,pojáviti se,появиться
795,verschwinden::V,izgíniti,исчезнуть
796,sinken::V,péšati,спадать
797,abnehmen::V,pojémati,уменьшиться
798,zunehmen::V,véčati se,увеличиваться
799,zunehmen::V,množíti se,увеличиваться
800,steigen::V,dvígati se,подниматься
801,wachsen::V,rásti,расти
802,glänzen::V,sijáti,блестеть
803,funkeln::V,ískriti se,сверкать
804,lärmen::V,ropotáti,шуметь
805,lärmen::V,razgrájati,шуметь
806,läuten::V,zvoníti,звонить
807,klingeln::V,zvončkljáti,звонить
808,klirren::V,žvenketáti,звякать
809,brausen::V,šuméti,бушевать
810,rauschen::V,šuštéti,шелестеть
811,rauschen::V,šelestéti,шелестеть
812,klingen::V,zvenéti,звучать
813,bellen::V,lájati,лаять
814,heulen::V,zavíjati,выть
815,blasen::V,píhniti,дунуть
816,pfeifen::V,pískati,свистеть
817,pfeifen::V,žvížgati,свистеть
818,schreien::V,kričáti,кричать
819,stöhnen::V,stókati,стонать
820,zittern::V,drgetáti,дрожать
821,leben::V,živéti,жить
822,geboren werden::V,rodíti se,родиться
823,atmen::V,díhati,дышать
824,trinken::V,píti,пить
825,essen::V,jésti,есть
826,essen::V,jésti,кушать
827,schlucken::V,požírati,глотать
