,Concept_ID,lez,cy
776,nicht::ADV,ваъ,ni
777,nicht::ADV,ваъ,nid
778,ein wenig::ADV,са тӏимил,tipyn
779,ein wenig::ADV,са тӏимил,ychydig
780,kaum::ADV,жизви,prin
781,sehr::ADV,лап,iawn
782,so::ADV,икӏ,fel
783,so::ADV,икӏ,felly
784,noch::ADV,гьеле,eto
785,nur::ADV,анжах,yn unig
786,schon::ADV,хъувуна,eisoes
787,schon::ADV,хъувуна,yn barod
788,schon::ADV,мадни дардиз,eisoes
789,schon::ADV,мадни дардиз,yn barod
790,schon::ADV,мадни гуьтӏуьз,eisoes
791,schon::ADV,мадни гуьтӏуьз,yn barod
792,schon::ADV,мадни гуьтӏуь я,eisoes
793,schon::ADV,мадни гуьтӏуь я,yn barod
794,vergebens::ADV,нагьакь,yn ofer
795,vergebens::ADV,нагьакьа,yn ofer
796,vor::PRP,вилик,o flaen
797,hinter::PRP,кьулухъ,ar ôl
798,unter::PRP,кӏаник,islaw
799,durch::PRP,арадай,trwy
800,durch::PRP,-кай хкатна,trwy
801,neben::PRP,патав,ar bwys
802,neben::PRP,мукьув,ar bwys
803,zwischen::PRP,ара,rhwng
804,zwischen::PRP,ара,cydrhwng
805,zwischen::PRP,арада,rhwng
806,zwischen::PRP,арада,cydrhwng
807,wegen::PRP,гъиляй,o achos
808,wegen::PRP,гъиляй,oherwydd
809,dies::PRN,и,hyn
810,dies::PRN,им,hyn
811,das::PRN,а,hynny
812,das::PRN,ам,hynny
813,alles::PRN,вири,popeth
814,alles::PRN,михьиз,popeth
815,ich::PRN,за,fi
816,ich::PRN,зун,fi
817,du::PRN,вун,ti
818,er::PRN,ам,fe
819,er::PRN,гьа,fe
820,wir::PRN,чун,ni
821,ihr::PRN,куьн,chi
822,sie::PRN,абур,hwy
823,was::FPRN,вуч,pa beth
824,wer::FPRN,вуж,pwy
825,wo::FADV,гьина,ble
826,wo::FADV,гьина,ym mha le
827,wohin::FADV,гьиниз,i ble
828,wohin::FADV,гьиниз,i ba le
829,wie::FADV,гьикӏ,sut
830,warum::FADV,вучиз,pam
831,wieviel::FNUM,шумуд,faint
832,eins::NUM,са,un
833,zwei::NUM,кьвед,dau
834,drei::NUM,пуд,tri
835,vier::NUM,кьуд,pedwar
836,fünf::NUM,вад,pump
837,sechs::NUM,ругуд,chwech
838,sieben::NUM,ирид,saith
839,acht::NUM,муьжуьд,wyth
840,neun::NUM,кӏуьд,naw
841,zehn::NUM,цӏуд,deg
842,elf::NUM,цӏусад,un ar ddeg
843,zwölf::NUM,цӏикьвед,deuddeg
844,zwölf::NUM,цӏикьвед,un deg dau
845,zwanzig::NUM,къад,ugain
846,dreißig::NUM,къанницӏуд,tri deg
847,dreißig::NUM,къанницӏуд,deg ar hugain
848,vierzig::NUM,яхцӏур,deugain
849,fünfzig::NUM,яхцӏурни цӏуд,hanner cant
850,sechzig::NUM,пудкъад,chwe deg
851,siebzig::NUM,пудкъанни цӏуд,saith deg
852,siebzig::NUM,пудкъанни цӏуд,deg a thrigain
853,achtzig::NUM,кьудкъад,wyth deg
854,achtzig::NUM,кьудкъад,pedar ugain
855,neunzig::NUM,кьудкъанни цӏуд,naw deg
856,neunzig::NUM,кьудкъанни цӏуд,deg a phedwar ugain
857,hundert::NUM,виш,cant
858,tausend::NUM,агъзур,mil
859,und::CNJ,ва,a
860,oder::CNJ,я,neu
861,stehen::V,акъвазун,sefyll
862,sitzen::V,ацукьун,eistedd
863,liegen::V,къаткун,gorwedd
864,hängen::V,куьрс хьун,hongian
865,werden::V,хьун,dod yn
866,werden::V,хьун,mynd yn
867,passieren::V,хьун,digwydd
868,beginnen::V,башламиш хьун,cychwyn
869,enden::V,куьтягь хьун,gorffen
870,wechseln::V,дегиш хьун,newid
871,aufgehen[Sonne]::V,экъечӏун,codi
872,untergehen[Sonne]::V,акӏун,machlud
873,scheinen[Sonne]::V,ишигь гун,tywynnu
874,donnern::V,къукърумар авун,taranu
875,strömen::V,авахьун,ffrydio
876,fließen::V,авахьун,llifo
877,sich drehen::V,элкъуьн,troi
878,sich drehen::V,элкъуьн,cylchdroi
879,schwanken::V,юзун,siglo
880,schwingen::V,галтад хьун,siglo
881,fallen::V,аватун,cwympo
882,brennen::V,кун,llosgi
883,brennen::V,ккун,llosgi
884,regnen::V,къун,glawio
885,gefrieren::V,муркӏади кьун,rhewi
886,tauen::V,цӏурун,toddi
887,tauen::V,цӏурун,meirioli
888,schmelzen::V,цӏурун,toddi
889,trocknen::V,кьурун,sychu
890,sieden::V,ругун,berwi
891,faulen::V,кутӏун,pydru
892,faulen::V,кутӏун,braenu
893,verfaulen::V,чуьруьтмиш хьун,pydru
894,verfaulen::V,чуьруьтмиш хьун,dadfeilio
895,verfaulen::V,кутӏун,pydru
896,verfaulen::V,кутӏун,dadfeilio
897,reißen::V,атӏун,clecian
898,reißen::V,атӏун,torri'n glats
899,reißen::V,къазунун,clecian
900,reißen::V,къазунун,torri'n glats
901,versinken::V,батмиш хьун,suddo
902,vergehen::V,алатун,myned heibio
903,vergehen::V,алатун,pasio
904,erscheinen::V,майдандиз акъатун,ymddangos
905,verschwinden::V,квахьун,diflannu
906,sinken::V,элекьун,syrthio
907,abnehmen::V,тӏимил хьун,lleihau
908,abnehmen::V,гъвечӏи хьун,lleihau
909,zunehmen::V,артух хьун,cynyddu
910,steigen::V,хкаж хьун,codi
911,wachsen::V,экъечӏун,tyfu
912,glänzen::V,цӏарцӏар гун,disgleirio
913,funkeln::V,нур гун,pefrio
914,lärmen::V,ван авун,cadw sŵn
915,lärmen::V,ван авун,gwneud twrw
916,läuten::V,зенг ягъун,canu
917,klingeln::V,зенг ягъун,canu
918,klingeln::V,зенг ягъун,seinio
919,klirren::V,зигринг авун,tincian
920,brausen::V,къати хьун,rhuo
921,rauschen::V,вишриш авун,siffrwd
922,rauschen::V,вишриш авун,chwithrwd
923,klingen::V,ван авун,seinio
924,bellen::V,элуькьун,cyfarth
925,heulen::V,къув ягъун,udo
926,heulen::V,къув ягъун,oernadu
927,blasen::V,уф гун,chwythu
928,pfeifen::V,уьфт ягъун,chwibanu
929,schreien::V,гьараюн,gweiddi
930,schreien::V,гьараюн,bloeddio
931,stöhnen::V,суза авун,griddfan
932,zittern::V,зурзун,crynu
933,leben::V,яшамиш хьун,byw
934,geboren werden::V,хьун,cael eich geni
935,atmen::V,нефес чӏугун,anadlu
936,trinken::V,хъун,yfed
937,essen::V,тӏуьн,bwyta
938,schlucken::V,туькьуьнун,llyncu
939,müde werden::V,галатун,blino
940,müde werden::V,юргъун хьун,blino
941,einschlafen::V,ксун,mynd i gysgu
942,einschlafen::V,ксун,syrthio i gysgu
943,schlafen::V,ксун,huno
944,schlafen::V,ксун,cysgu
945,aufwachen::V,ахварай аватун,dihuno
946,aufstehen::V,къарагъун,codi
947,sich erholen::V,ял ягъун,ymlacio
948,sich erholen::V,ял ягъун,dadflino
949,krank werden::V,кефсуз хьун,mynd yn sâl
950,krank werden::V,кефсуз хьун,mynd yn wael
951,krank sein::V,тӏа хьун,gwaelu
952,schmerzen::V,тӏа хьун,brifo
953,husten::V,уьгьуь ягъун,pesychu
954,genesen::V,сагъ хъхьун,gwella
955,genesen::V,сагъ хъхьун,cael yn ôl
956,sterben::V,кьин,marw
957,umkommen::V,терг хьун,trengi
958,sich bewegen::V,юзун,symud
959,sich rühren::V,юзун,syflyd
960,sich erheben::V,къарагъун,codi
961,sich setzen::V,ацукьун,eistedd
962,hinfallen::V,алукьун,cwympo
963,laufen::V,къекъуьн,cerdded
964,schreiten::V,ккамар къачун,camu
965,spazierengehen::V,сейр авун,mynd am dro
966,eilen::V,тади авун,rhuthro
967,sich beeilen::V,гьерекатун,brysio
968,sausen::V,чкурун,rhuthro
969,rennen::V,катун,rhedeg
970,rennen::V,зверун,rhedeg
971,springen::V,хкадарун,llamu
972,springen::V,хкадарун,neidio
973,klettern::V,акьахун,dringo
974,kriechen::V,капаралди фин,cropian
975,schwimmen::V,сирнав авун,nofio
976,tauchen::V,кьилихъди циз вегьин,plymio
977,tauchen::V,кьилихъди циз вегьин,ymsuddo
978,rudern::V,кьусуйралди лодка гьалун,rhwyfo
979,rudern::V,цуьруьгъуьлдалди кӏватӏун,rhwyfo
980,fahren::V,фин,gyrru
981,fahren::V,фин,dreifio
982,fliegen::V,лув гун,hedfan
983,fliegen::V,цавай фин,hedfan
984,gehen::V,фин,mynd
985,weggehen::V,хъфин,mynd
986,weggehen::V,хъфин,ymadael
987,abfahren::V,фин,ymadael
988,abfahren::V,рекье гьатун,ymadael
989,anhalten::V,акъвазун,stopio
990,hineingehen::V,гьахьун,mynd i mewn
991,eintreten::V,гьахьун,mynd i
992,kommen::V,атун,dod
993,ankommen::V,атун,cyrraedd
994,zurückkommen::V,хтун,dychwelyd
995,bleiben::V,амукьун,aros
996,bleiben::V,амукьун,sefyll
997,warten::V,гуьзлемишун,aros
998,warten::V,гуьзлемишун,disgwyl
999,erwarten::V,вил алаз акъвазун,disgwyl
1000,suchen::V,къекъуьн,chwilio am
1001,finden::V,жугъун,darganfod
1002,versuchen::V,алахъун,profi
1003,versuchen::V,алахъун,ceisio
1004,vorbereiten::V,гьазурун,paratoi
1005,lieben::V,кӏан хьун,caru
1006,mögen::V,рикӏ ацукьун,hoffi
1007,lachen::V,хъуьруьн,chwerthin
1008,weinen::V,шехьун,wylo
1009,weinen::V,шехьун,llefain
1010,schimpfen::V,сеперар гун,grwgnach
1011,schimpfen::V,экъуьгъунар авун,grwgnach
1012,sich ärgern::V,хъел акатун,gofidio
1013,sich fürchten::V,кичӏе хьун,ofni
1014,fürchten::V,къурхутмиш хьун,arswydo
1015,fliehen::V,катун,ffoi
1016,flüchten::V,катун,dianc
1017,sehen::V,акун,gweld
1018,anschauen::V,вил вегьин,syllu
1019,anschauen::V,вил вегьин,edrych
1020,ansehen::V,килигун,gwylio
1021,hören::V,ван хьун,clywed
1022,zuhören::V,яб гун,gwrando
1023,probieren::V,дад акун,profi
1024,riechen::V,ни чӏугун,arogli
1025,fühlen::V,гьисс авун,teimlo
1026,fühlen::V,гьисс авун,clywed
1027,frieren::V,кьун,bod yn oer
1028,frieren::V,мекьи хьун,bod yn oer
1029,tun::V,авун,gwneud
1030,können::V,хьун,gallu
1031,können::V,акъакьун,gallu
1032,wollen::V,кӏан хьун,bod mewn angen
1033,anfangen::V,башламишун,dechrau
1034,beenden::V,куьтягьун,darfod
1035,beenden::V,куьтягьун,gorffen
1036,aufhören::V,акъвазун,peidio
1037,gelingen::V,арадал атун,llwyddo
1038,geraten::V,акъатун,diweddu
1039,öffnen::V,ахъаюн,agor
1040,schließen::V,акьалун,cau
1041,stellen::V,эцигун,gosod
1042,setzen::V,ацукьарун,gosod
1043,legen::V,эцигун,gosod
1044,berühren::V,хкӏурун,cyffwrdd
1045,verbinden::V,гилигун,cysylltu
1046,bedecken::V,кӏевун,gorchuddio
1047,aufhängen::V,куьрсарун,crogi
1048,aufhängen::V,куьрсарун,hongian
1049,anzünden::V,куькӏуьрун,cynnau
1050,aufheben::V,хкажун,codi
1051,zurücklassen::V,тун,gadael
1052,verlieren::V,квадарун,colli
1053,fallen lassen::V,авадрун,gollwng
1054,machen::V,авун,gwneud
1055,machen::V,кар авун,gwneud
1056,herstellen::V,расун,cynhyrchu
1057,bauen::V,туькӏуьрун,adeiladu
1058,reparieren::V,расун,trwsio
1059,reparieren::V,расун,atgyweirio
1060,verbessern::V,хъсанрун,diwygio
1061,ändern::V,табдил авун,altro
1062,graben::V,эгъуьнун,palu
1063,graben::V,эгъуьнун,cloddio
1064,beugen::V,акӏажарун,plygu
1065,beugen::V,кангур авун,plygu
1066,biegen::V,патахъарун,plygu
1067,drehen::V,алчударун,troelli
1068,umdrehen::V,элкъуьрун,troi
1069,heben::V,хкажун,codi
1070,hochheben::V,хкажун,dyrchafu
1071,ergreifen::V,агалчна кьун,gafael
1072,halten::V,кьун,dal
1073,drücken::V,чуькьуьн,pwyso
1074,drücken::V,чуькьуьн,gwasgu
1075,schieben::V,хуртӏ гун,gwthio
1076,kratzen::V,къадгъунун,crafu
1077,lecken::V,мез гун,llyfu
1078,beißen::V,кӏасун,cnoi
1079,beißen::V,кӏасун,brathu
1080,abreißen::V,галудун,tynnu ymaith
1081,abschneiden::V,атӏун,torri
1082,stecken::V,сухун,plannu
1083,brechen::V,хун,torri
1084,brechen::V,кукӏварун,torri
1085,klopfen::V,тахъ-тахъ авун,taro
1086,hauen::V,ягъун,taro
1087,kleben::V,алкӏурун,gludio
1088,kleben::V,кукӏурун,gludio
1089,reiben::V,тӏушунун,rhwbio
1090,streichen::V,алтадун,taenu
1091,schleifen::V,кӏвенкӏв авун,hogi
1092,schneiden::V,атӏун,torri
1093,rütteln::V,къарсурун,ysgytio
1094,schütteln::V,къарсурун,siglo
1095,schütteln::V,къарсурун,ysgwyd
1096,schwenken::V,элягъун,siglo
1097,schwenken::V,галтадун,siglo
1098,schütten::V,цун,tywallt
1099,füllen::V,ацӏурун,llenwi
1100,einwickeln::V,кутун,lapio
1101,einwickeln::V,элкъуьрун,lapio
1102,tragen::V,тухун,cludo
1103,schleppen::V,галчӏурун,llusgo
1104,ziehen::V,ялун,tynnu
1105,ziehen::V,чӏугун,tynnu
1106,aufbewahren::V,хуьн,cadw
1107,werfen::V,гадрун,taflu
1108,fangen::V,кьун,dal
1109,packen::V,кьун,cipio
1110,packen::V,кьун,crafangu
1111,verstecken::V,кӏевун,celu
1112,verstecken::V,кӏевун,cuddio
1113,teilen::V,паюн,rhannu
1114,schicken::V,ракъурун,anfon
1115,bringen::V,гъун,dod â
1116,hinzufügen::V,алава авун,chwanegu
1117,bekommen::V,къачун,cael
1118,bekommen::V,жугъурун,cael
1119,erhalten::V,къачун,derbyn
1120,nehmen::V,къачун,cymryd
1121,wählen::V,хкягъун,dewis
1122,auswählen::V,хкягъун,dethol
1123,bewahren::V,хуьн,cadw
1124,behindern::V,манийвал авун,atal
1125,behindern::V,манийвал авун,rhwystro
1126,verderben::V,чӏурун,difetha
1127,beschädigen::V,нукьсанвал гун,niweidio
1128,zerbrechen::V,хун,torri
1129,zerreißen::V,къазунун,rhwygo
1130,zerstören::V,чӏурун,dinistrio
1131,zerstören::V,барбатӏун,dinistrio
1132,verbrennen::V,ккун,llosgi
1133,geben::V,гун,rhoi
1134,reichen::V,вугун,estyn
1135,reichen::V,гун,estyn
1136,schenken::V,пишкеш авун,rhoddi
1137,versprechen::V,гаф гун,addo
1138,wünschen::V,дуьа авун,dymuno
1139,loben::V,тариф авун,canmol
1140,küssen::V,темен гун,cusanu
1141,wiegen::V,эчӏягъун,siglo
1142,zudecken::V,гьалдун,gorchuddio
1143,wecken::V,ахварай авудун,deffro
1144,zeigen::V,къалурун,dangos
1145,führen::V,тухун,arwain
1146,lehren::V,кӏелиз тун,dysgu
1147,unterrichten::V,тарс гун,hyfforddi
1148,aufziehen::V,тербия гун,dod i fyny
1149,aufziehen::V,тербияламишун,dod i fyny
1150,leiten::V,идара авун,arwain
1151,antreiben::V,тади кутун,annog
1152,einladen::V,теклиф авун,gwahodd
1153,vereinigen::V,сад авун,uno
1154,vereinigen::V,сад авун,cyfuno
1155,besuchen::V,кьилив атун,ymweld â
1156,treffen::V,гьалтун,cwrdd
1157,treffen::V,гьалтун,cyfarfod
1158,sich versammeln::V,алтӏушун,casglu
1159,sich versammeln::V,алтӏушун,cynnull
1160,spielen::V,къугъун,chwarae
1161,singen::V,лугьун,canu
1162,singen::V,мани лугьун,canu
1163,tanzen::V,кьуьл авун,dawnsio
1164,sich trennen::V,къакъатун,ymwahanu
1165,verlassen::V,гъил къачун,gadael
1166,retten::V,къутармишун,achub
1167,bewachen::V,хуьн,gwarchod
1168,schützen::V,хуьн,noddi
1169,verteidigen::V,хуьн,amddiffyn
1170,sich schlagen::V,кукӏун,ffraeo
1171,sich schlagen::V,кукӏун,terfysgu
1172,schießen::V,акъатун,saethu
1173,siegen::V,гъалиб хьун,ennill
1174,ärgern::V,хъел гъун,cythruddo
1175,ärgern::V,хъел кутун,cythruddo
1176,schlagen::V,ягъун,curo
1177,schlagen::V,галукьарун,curo
1178,treten::V,кьуьл къекъягъун,cicio
1179,treten::V,кьуьл эцягъун,cicio
1180,stechen::V,акьадарун,pigo
1181,stoßen::V,эцягъун,gwthio
1182,stehlen::V,чуьнуьхун,dwyn
1183,stehlen::V,чуьнуьхун,lladrata
1184,stören::V,хкуьрун,aflonyddu
1185,belästigen::V,хкуьрун,trafferthu
1186,belästigen::V,азият гун,trafferthu
1187,verbergen::V,далдаламишун,cuddio
1188,täuschen::V,алцурарун,twyllo
1189,täuschen::V,алцуррун,twyllo
1190,betrügen::V,алцурарун,hocedu
1191,betrügen::V,гьарамзадавал авун,hocedu
1192,töten::V,яна кьин,lladd
1193,wohnen::V,дуланмиш хьун,byw
1194,arbeiten::V,кӏвалахун,gweithio
1195,arbeiten::V,кӏвалах авун,gweithio
1196,sammeln::V,кӏватӏун,casglu
1197,pflücken::V,атӏун,casglu
1198,jagen::V,гъуьрч авун,hela
1199,fischen::V,гъетер кьун,pysgota
1200,fassen::V,кьун,dal
1201,hüten::V,чӏура хуьн,bugeilio
1202,treiben::V,гьалун,gyrru
1203,anbinden::V,акалун,clymu
1204,füttern::V,ем гун,porthi
1205,melken::V,ацун,godro
1206,hacken::V,куьткуьнун,torri
1207,gießen::V,яд гун,dyfrhau
1208,reifen::V,чурун,aeddfedu
1209,reifen::V,агакьун,aeddfedu
1210,zubereiten::V,гьазурун,coginio
1211,kochen::V,ругун,berwi
1212,backen::V,чурун,pobi
1213,backen::V,чурун,crasu
1214,braten::V,чурун,ffrio
1215,umrühren::V,какадарун,cyffroi
1216,stricken::V,хурун,gwau
1217,nähen::V,цун,gwnïo
1218,färben::V,шир ягъун,lliwio
1219,reinigen::V,михьун,glanhau
1220,waschen::V,чуьхуьн,golchi
1221,abwischen::V,гуьцӏун,sychu
1222,spülen::V,экъуьрун,streulio
1223,fegen::V,шуткун,ysgubo
1224,kehren::V,кул алтадун,ysgubo
1225,baden::V,эхъуьн,cael bath
1226,sich waschen::V,жендек чуьхуьн,ymolchi
1227,ausziehen::V,хутӏунун,tynnu
1228,ausziehen::V,галудун,tynnu
1229,anziehen::V,алукӏун,gwisgo
1230,sich anziehen::V,алукӏун,ymwisgo
1231,sich anziehen::V,парталар алукӏун,ymwisgo
1232,kämmen::V,эвягъун,cribo
1233,schmücken::V,безетмишун,harddu
1234,schmücken::V,безетмишун,addurno
1235,schmücken::V,гуьрчегарун,harddu
1236,schmücken::V,гуьрчегарун,addurno
1237,sagen::V,лугьун,dweud
1238,sprechen::V,рахун,llefaru
1239,reden::V,рахун,siarad
1240,sich unterhalten::V,ихтилат авун,sgwrsio
1241,fragen::V,жузун,gofyn
1242,bitten::V,тӏалабун,gofyn am
1243,erzählen::V,ахъаюн,dweud
1244,mitteilen::V,хабар гун,cyfleu
1245,nennen::V,тӏвар гун,enwi
1246,rufen::V,эверун,galw
1247,prahlen::V,яцӏу гафар авун,brolio
1248,prahlen::V,яцӏу гафар авун,ymffrostio
1249,übersetzen::V,таржума авун,cyfieithu
1250,übersetzen::V,гафладун,cyfieithu
1251,denken::V,фикир авун,meddwl
1252,glauben::V,агъун,credu
1253,glauben::V,агъун,coelio
1254,bemerken::V,фикир гун,sylwi
1255,begreifen::V,гъавурда акьун,amgyffred
1256,lernen::V,кӏелун,dysgu
1257,wissen::V,чир хьун,gwybod
1258,wissen::V,чирхьун,gwybod
1259,sich erinnern an::V,рикӏел хуьн,cofio
1260,vergessen::V,рикӏелай фин,anghofio
1261,vergessen::V,рикӏелай алатун,anghofio
1262,messen::V,алцумун,mesur
1263,zählen::V,гьисабун,cyfrif
1264,rechnen::V,гьисабун,cyfrifo
1265,lesen::V,кӏелун,darllen
1266,malen::V,кхьин,peintio
1267,malen::V,шикилар чӏугун,peintio
1268,zeichnen::V,чӏугун,tynnu
1269,schreiben::V,кхьин,ysgrifennu
1270,besitzen::V,иеси хьун,meddu
1271,kaufen::V,къачун,prynu
1272,kaufen::V,маса къачун,prynu
1273,verkaufen::V,гун,gwerthu
1274,verkaufen::V,маса гун,gwerthu
1275,bezahlen::V,къимет гун,talu am
1276,bezahlen::V,эвезда авун,talu am
1277,bezahlen::V,гьакъи агакьрун,talu am
1278,zahlen::V,къимет гун,talu
1279,zahlen::V,эвезда авун,talu
1280,zahlen::V,гьакъи агакьрун,talu
1281,beherrschen::V,иеси хьун,rheoli
1282,beherrschen::V,иеси хьун,llywodraethu
1283,ertragen::V,таб гун,dioddef
1284,Oberschenkel::N,,clun
1285,Strömung::N,,cerrynt
1286,Moor::N,,rhos
1287,Gedächtnis::N,,cof
1288,Ski::N,,sgi
1289,Platte::N,,llech
1290,Leine::N,,tennyn
1291,Geschäft::N,,busnes
1292,dick[Gegenstand]::A,,trwchus
1293,auf einmal::ADV,,ar yr un pryd
1294,zurück::ADV,,yn ôl
1295,wieder::ADV,,drachefn
1296,wehen::V,,chwythu
1297,rauchen::V,,mygu
1298,schaukeln::V,,siglo
1299,rühren::V,,cynhyrfu
1300,scheinen::V,,ymddangos
1301,zu sehen sein::V,,dod i'r golwg
1302,vernehmen::V,,clywed sôn am
1303,wenden::V,,troi
1304,binden::V,,clymu
1305,lassen::V,,gadael
1306,erkennen::V,,adnabod
1307,verstehen::V,,deall
