,Concept_ID,eu,br
814,hinauf::ADV,gora,e-krec'h
815,hinauf::ADV,gorantz,e-krec'h
816,überall::ADV,edonon,dre-holl
817,nicht::ADV,ez,ne ... ket
818,ein wenig::ADV,apur bat,un tammig
819,ein wenig::ADV,pixka bat,un tammig
820,kaum::ADV,ozta,a-boan
821,kaum::ADV,nekez,a-boan
822,sehr::ADV,oso,-tre
823,sehr::ADV,oso,-kenañ
824,so::ADV,hala,evel-se
825,so::ADV,honela,evel-se
826,noch::ADV,oraindik,c'hoazh
827,nur::ADV,bakarrik,hepken
828,schon::ADV,ja,dija
829,schon::ADV,jada,dija
830,wieder::ADV,berriro,adarre
831,vergebens::ADV,alferrik,
832,vor::PRP,aurrean,dirak
833,hinter::PRP,ostean,a-drek
834,hinter::PRP,ostean,a-dreñv
835,hinter::PRP,gibelean,a-drek
836,hinter::PRP,gibelean,a-dreñv
837,unter::PRP,pean,dindan
838,unter::PRP,azpian,dindan
839,durch::PRP,zehar,dre
840,neben::PRP,ondoan,e-kichen
841,neben::PRP,aldamenean,e-kichen
842,zwischen::PRP,artean,etre
843,wegen::PRP,-gatik,abalamour da
844,dies::PRN,hau,hemañ
845,das::PRN,hura,se
846,das::PRN,hura,hennezh
847,alles::PRN,dena,pep tra
848,ich::PRN,ni,me
849,du::PRN,zu,te
850,er::PRN,bera,eñ
851,wir::PRN,gu,ni
852,ihr::PRN,zuek,c'hwi
853,sie::PRN,berak,int
854,was::FPRN,zer,petra
855,wer::FPRN,nor,piv
856,wo::FADV,non,pelec'h
857,wohin::FADV,nora,da belec'h
858,wie::FADV,nola,penaos
859,wie::FADV,zelan,penaos
860,warum::FADV,zeren,perak
861,warum::FADV,zergatik,perak
862,wieviel::FNUM,zenbat,pet
863,eins::NUM,bat,unan
864,zwei::NUM,bi,daou
865,zwei::NUM,biga,daou
866,drei::NUM,hiru,tri
867,vier::NUM,lau,pevar
868,fünf::NUM,bost,pemp
869,sechs::NUM,sei,c'hwec'h
870,sieben::NUM,zazpi,seizh
871,acht::NUM,zortzi,eizh
872,neun::NUM,bederatzi,nav
873,zehn::NUM,hamar,dek
874,elf::NUM,hamaika,unnek
875,zwölf::NUM,hamabi,daouzek
876,zwanzig::NUM,hogei,ugent
877,dreißig::NUM,hogeita hamar,tregont
878,vierzig::NUM,berrogei,daou-ugent
879,fünfzig::NUM,berrogeita hamar,hanter-kant
880,sechzig::NUM,hirurogei,tri-ugent
881,siebzig::NUM,hirurogeita hamar,dek ha tri-ugent
882,achtzig::NUM,laurogei,pevar-ugent
883,neunzig::NUM,laurogeita hamar,dek ha pevar-ugent
884,hundert::NUM,ehun,kant
885,tausend::NUM,mila,mil
886,und::CNJ,eta,ha
887,oder::CNJ,edo,pe
888,stehen::V,zutik egon,bezañ a-sav
889,sitzen::V,eserita egon,azezañ
890,sitzen::V,eserita egon,bezañ en e goazez
891,liegen::V,etzan,bezañ en e c'hourvez
892,hängen::V,eskegita egon,krougañ
893,hängen::V,zintzilik egon,krougañ
894,werden::V,bihurtu,dazonet
895,werden::V,bilakatu,dazonet
896,passieren::V,pasatu,c'hoarvezout
897,passieren::V,gertatu,c'hoarvezout
898,beginnen::V,hasi,stagañ
899,enden::V,bukatu,achuiñ
900,wechseln::V,aldatu,cheñch
901,aufgehen[Sonne]::V,ilki,dirouzañ
902,aufgehen[Sonne]::V,sortu,dirouzañ
903,untergehen[Sonne]::V,sartu,
904,scheinen[Sonne]::V,eguzkia egon,lugernañ
905,donnern::V,trumoia jo,taranal
906,wehen::V,haizea ibili,c'hwezhañ
907,strömen::V,zorrotadaka isuri,deredek
908,fließen::V,isuri,redek
909,sich drehen::V,biratu,troiñ
910,schwanken::V,zabuka ibili,trantellat
911,schwingen::V,kulunkatu,froumal
912,fallen::V,erori,kouezhañ
913,brennen::V,sutan egon,deviñ
914,rauchen::V,kea bota,divogedañ
915,regnen::V,euria ari izan,glavañ
916,gefrieren::V,izoztu,reviñ
917,gefrieren::V,hormatu,reviñ
918,tauen::V,gesaldu,diskornañ
919,schmelzen::V,urtu,teuziñ
920,trocknen::V,idortu,sec'hañ
921,trocknen::V,lehortu,sec'hañ
922,sieden::V,irakin,berviñ
923,faulen::V,hirotu,breinañ
924,faulen::V,usteldu,breinañ
925,verfaulen::V,hirotu,breinañ
926,verfaulen::V,usteldu,breinañ
927,reißen::V,eten,darnaouiñ
928,reißen::V,tarrat egin,darnaouiñ
929,versinken::V,urperatu,sodellañ
930,vergehen::V,iragan,tremen
931,erscheinen::V,agertu,donet war-wel
932,verschwinden::V,desagertu,monet diwar wel
933,sinken::V,beheititu,en em izelat
934,abnehmen::V,gutxitu,nebeutaat
935,abnehmen::V,beheratu,nebeutaat
936,zunehmen::V,gora egin,kreskiñ
937,steigen::V,igo,sevel
938,wachsen::V,hazi,kreskiñ
939,glänzen::V,distiratu,lugernañ
940,funkeln::V,izarniatu,elieniñ
941,lärmen::V,zarata atera,rabotat
942,läuten::V,jo,
943,läuten::V,hots egin,
944,klingeln::V,txirrina jo,
945,klirren::V,tintin egin,diridignat
946,klirren::V,tintin egin,sterlinkañ
947,brausen::V,marru egin,gwegal
948,rauschen::V,fir-fir egin,trouzal
949,klingen::V,soinu egin,seniñ
950,bellen::V,zaunkatu,harzhal
951,heulen::V,ulu egin,yudal
952,heulen::V,uhuri egin,yudal
953,blasen::V,ufa egin,c'hwezhañ
954,blasen::V,putz egin,c'hwezhañ
955,pfeifen::V,txistu egin,c'hwitellat
956,schreien::V,oihu egin,huchal
957,schreien::V,garrasi egin,huchal
958,stöhnen::V,intziri egin,hirvoudiñ
959,zittern::V,ikara egin,krenañ
960,zittern::V,dar-dar egin,krenañ
961,leben::V,bizi izan,bevañ
962,geboren werden::V,jaio,genel
963,atmen::V,hats egin,tennañ e anal
964,atmen::V,arnasa egin,tennañ e anal
965,trinken::V,edan,evañ
966,essen::V,jan,debriñ
967,schlucken::V,irentsi,lonkañ
968,müde werden::V,unatu,skuizhañ
969,müde werden::V,nekatu,skuizhañ
970,einschlafen::V,lokartu,menel kousket
971,schlafen::V,lo egin,kousket
972,aufwachen::V,esnatu,dihuniñ
973,aufwachen::V,atzarri,dihuniñ
974,aufstehen::V,jaiki,sevel
975,sich erholen::V,atseden egin,diskuizhañ
976,krank werden::V,gaixotu,klañviñ
977,krank sein::V,eri izan,bezañ klañv
978,krank sein::V,gaixo izan,bezañ klañv
979,schmerzen::V,min egin,skourjezañ
980,husten::V,eztul egin,pasaat
981,husten::V,eztul egin,peudal
982,genesen::V,osatu,pareañ
983,sterben::V,hil,mervel
984,sterben::V,zendu,mervel
985,umkommen::V,istripuz hil,perisañ
986,sich bewegen::V,higitu,bouljal
987,sich rühren::V,zirkin egin,fiñval
988,sich erheben::V,zutitu,sevel
989,sich erheben::V,altxatu,sevel
990,sich setzen::V,eseri,azezañ
991,sich setzen::V,eseri,mont en e goazez
992,sich setzen::V,jesarri,azezañ
993,sich setzen::V,jesarri,mont en e goazez
994,hinfallen::V,erori,kouezhañ
995,laufen::V,ibili,redek
996,schreiten::V,oinkatu,kerzhet
997,spazierengehen::V,paseatu,pourmen
998,spazierengehen::V,ostera bat egin,pourmen
999,eilen::V,lasterkatu,hastañ
1000,sich beeilen::V,lehiatu,hastañ
1001,sausen::V,ziztu bizian joan,karzhañ
1002,rennen::V,lasterka egin,redek
1003,springen::V,jauzi egin,lammat
1004,klettern::V,igo,krimpat
1005,schaukeln::V,zabu egin,brañsellat
1006,schaukeln::V,zanbulu egin,brañsellat
1007,kriechen::V,narras egin,skrampañ
1008,schwimmen::V,igerikatu,neuial
1009,schwimmen::V,igeri egin,neuial
1010,tauchen::V,murgildu,splujañ
1011,tauchen::V,pulunpatu,splujañ
1012,rudern::V,bogatu,roeñvat
1013,rudern::V,arraun egin,roeñvat
1014,fahren::V,joan,kas
1015,fahren::V,joan,bleniañ
1016,fliegen::V,hegaldatu,nijal
1017,fliegen::V,hegan egin,nijal
1018,gehen::V,joan,mont
1019,weggehen::V,alde egin,mont kuit
1020,abfahren::V,abiatu,mont kuit
1021,anhalten::V,geratu,chom a-sav
1022,anhalten::V,gelditu,chom a-sav
1023,hineingehen::V,sartu,monet e-barzh
1024,eintreten::V,sartu,monet e-barzh
1025,kommen::V,etorri,dont
1026,ankommen::V,heldu,erruout
1027,ankommen::V,iritsi,erruout
1028,zurückkommen::V,itzuli,addonet
1029,bleiben::V,gelditu,chom
1030,warten::V,itxaron,gortoz
1031,warten::V,zain egon,gortoz
1032,erwarten::V,iguriki,gortoz
1033,suchen::V,bilatu,klask
1034,finden::V,idoro,kavout
1035,finden::V,aurkitu,kavout
1036,versuchen::V,saiatu,klask
1037,versuchen::V,ahalegindu,klask
1038,vorbereiten::V,gertatu,aozañ
1039,lieben::V,maitatu,karout
1040,lieben::V,maite izan,karout
1041,mögen::V,laket izan,karout
1042,mögen::V,atsegin izan,karout
1043,lachen::V,irri egin,c'hoarzin
1044,lachen::V,barre egin,c'hoarzin
1045,rühren::V,hunkitu,tenerañ
1046,weinen::V,negar egin,gouelañ
1047,schimpfen::V,erneguka ari izan,krozal
1048,sich ärgern::V,ernegatu,fachañ
1049,sich ärgern::V,ernegatu,en em fachañ
1050,sich ärgern::V,haserretu,fachañ
1051,sich ärgern::V,haserretu,en em fachañ
1052,sich fürchten::V,beldur izan,
1053,fürchten::V,beldur izan,
1054,fliehen::V,ihes egin,tec'het
1055,flüchten::V,ihes egin,tuzañ
1056,sehen::V,ikusi,gwelet
1057,anschauen::V,begietsi,sellout ouzh
1058,ansehen::V,begiratu,sellout ouzh
1059,hören::V,aditu,klevet
1060,zuhören::V,entzun,selaou
1061,probieren::V,dastatu,blasa
1062,riechen::V,usnatu,klevet
1063,riechen::V,usaindu,klevet
1064,fühlen::V,sentitu,santout
1065,scheinen::V,iruditu,diskouez bezañ
1066,scheinen::V,begitandu,diskouez bezañ
1067,zu sehen sein::V,azaldu,bezañ gwelus
1068,vernehmen::V,aditu,merzhañ
1069,frieren::V,hotz izan,anoued
1070,tun::V,egin,ober
1071,können::V,ahal izan,gouzout
1072,wollen::V,nahi izan,fellout da
1073,wollen::V,nahi izan,kaout c'hoant da
1074,anfangen::V,hasi,kregiñ
1075,beenden::V,bukatu,achuiñ
1076,aufhören::V,utzi,paouez
1077,gelingen::V,lortu,
1078,geraten::V,heldu,
1079,öffnen::V,ireki,digeriñ
1080,öffnen::V,zabaldu,digeriñ
1081,schließen::V,itxi,serriñ
1082,stellen::V,ipini,lakaat
1083,setzen::V,jesarri,lakaat
1084,legen::V,jarri,lakaat
1085,berühren::V,ukitu,touch
1086,verbinden::V,uztartu,eren
1087,bedecken::V,estali,goloiñ
1088,aufhängen::V,eseki,istribilhañ
1089,aufhängen::V,eskegi,istribilhañ
1090,anzünden::V,piztu,alumiñ
1091,anzünden::V,piztu,c'hwezzañ
1092,aufheben::V,jaso,dastum
1093,zurücklassen::V,atzean utzi,lezel
1094,verlieren::V,galdu,koll
1095,fallen lassen::V,erortzen utzi,laoskel
1096,fallen lassen::V,erortzen utzi,lezel da gouezhel
1097,machen::V,egin,ober
1098,herstellen::V,ekoiztu,fardañ
1099,bauen::V,eraiki,sevel
1100,reparieren::V,konpondu,adaozañ
1101,verbessern::V,hobetu,gwellaat
1102,ändern::V,mudatu,cheñch
1103,graben::V,aitzurtu,kleuzañ
1104,beugen::V,makurtu,plegañ
1105,biegen::V,malgutu,krommañ
1106,biegen::V,makolatu,krommañ
1107,drehen::V,jiratu,treiñ
1108,wenden::V,bihurtu,treiñ
1109,umdrehen::V,biratu,treiñ
1110,umdrehen::V,alderantzikatu,treiñ
1111,heben::V,jaso,sevel
1112,heben::V,goratu,sevel
1113,hochheben::V,goratu,sevel
1114,hochheben::V,altxatu,sevel
1115,ergreifen::V,oratu,kemer
1116,halten::V,eutsi,dalc'hen
1117,drücken::V,sakatu,bountañ
1118,schieben::V,bultzatu,poulzañ
1119,kratzen::V,hatz egin,skrabat
1120,kratzen::V,hazka egin,skrabat
1121,lecken::V,miaztu,lipat
1122,lecken::V,lamikatu,lipat
1123,beißen::V,hozka egin,kregiñ
1124,beißen::V,ausiki egin,kregiñ
1125,abreißen::V,kendu,diframmañ
1126,abschneiden::V,moztu,troc'hañ
1127,abschneiden::V,pikatu,troc'hañ
1128,binden::V,lotu,stagañ
1129,binden::V,estekatu,stagañ
1130,stecken::V,sartu,sankañ
1131,brechen::V,apurtu,darnaouiñ
1132,klopfen::V,jo,skoiñ
1133,hauen::V,jo,dornañ
1134,kleben::V,itsatsi,pegañ
1135,reiben::V,igurtzi,taravat
1136,reiben::V,igurtzi,trekiñ
1137,streichen::V,igurtzi,toazañ
1138,schleifen::V,zorroztu,lemmañ
1139,schneiden::V,moztu,troc'hañ
1140,rütteln::V,astindu,tordorosañ
1141,rütteln::V,inarrosi,tordorosañ
1142,schütteln::V,astindu,hejañ
1143,schütteln::V,inarrosi,hejañ
1144,schwenken::V,zabukatu,
1145,schütten::V,isuri,diskargañ
1146,füllen::V,bete,kargañ
1147,einwickeln::V,bildu,gronnañ
1148,tragen::V,eroan,dougen
1149,tragen::V,eraman,dougen
1150,schleppen::V,narrastu,stlejal
1151,schleppen::V,herrestatu,stlejal
1152,ziehen::V,tira egin,sachañ
1153,aufbewahren::V,gorde,miret
1154,werfen::V,jaurti,teuler
1155,werfen::V,aurtiki,teuler
1156,fangen::V,atzeman,tapañ
1157,packen::V,heldu,krapat
1158,verstecken::V,ostendu,kuzhat
1159,verstecken::V,ezkutatu,kuzhat
1160,teilen::V,zatitu,rannañ
1161,schicken::V,bidali,kas
1162,bringen::V,ekarri,degas
1163,hinzufügen::V,eratxiki,lakat ouzhpenn
1164,hinzufügen::V,gaineratu,lakat ouzhpenn
1165,bekommen::V,jaso,kaout
1166,erhalten::V,jaso,kaout
1167,nehmen::V,hartu,kemer
1168,wählen::V,hautatu,choaz
1169,wählen::V,aukeratu,choaz
1170,auswählen::V,hautatu,dibab
1171,auswählen::V,aukeratu,dibab
1172,bewahren::V,begiratu,mirout
1173,behindern::V,oztopatu,diaezañ
1174,verderben::V,hondatu,lovrañ
1175,beschädigen::V,akastu,gwallegañ
1176,zerbrechen::V,apurtu,torriñ
1177,zerreißen::V,zarratatu,diroegiñ
1178,zerstören::V,suntsitu,distrujañ
1179,verbrennen::V,erre,deviñ
1180,verbrennen::V,kiskali,deviñ
1181,geben::V,eman,reiñ
1182,reichen::V,luzatu,
1183,reichen::V,helarazi,
1184,schenken::V,oparitu,donezonañ
1185,versprechen::V,agindu,prometiñ
1186,wünschen::V,opatu,hetiñ
1187,wünschen::V,opetsi,hetiñ
1188,loben::V,laudatu,feurmiñ
1189,loben::V,goraipatu,feurmiñ
1190,küssen::V,musu eman,pokat
1191,wiegen::V,kulunkatu,pouezañ
1192,zudecken::V,estali,goloiñ
1193,wecken::V,esnatu,dihuniñ
1194,wecken::V,iratzartu,dihuniñ
1195,zeigen::V,erakutsi,diskouez
1196,führen::V,gidatu,kas
1197,lehren::V,irakatsi,deskiñ
1198,unterrichten::V,eskolak eman,kelenn
1199,aufziehen::V,hazi,
1200,leiten::V,arteztu,bleinañ
1201,antreiben::V,bulkatu,poulzañ
1202,lassen::V,-arazi,leuskel
1203,einladen::V,gonbidatu,pediñ
1204,vereinigen::V,batu,unisañ
1205,vereinigen::V,bateratu,unisañ
1206,besuchen::V,ikustatu,gweladenniñ
1207,treffen::V,topatu,kejal
1208,treffen::V,topatu,ankontrañ
1209,sich versammeln::V,bildu,bodennañ
1210,spielen::V,jolastu,c'hoari
1211,singen::V,abestu,kanañ
1212,singen::V,kantatu,kanañ
1213,tanzen::V,dantzatu,dañsal
1214,tanzen::V,dantzan egin,dañsal
1215,sich trennen::V,banandu,dispartiañ
1216,verlassen::V,utzietsi,lezel
1217,retten::V,salbatu,saveteiñ
1218,retten::V,gaizkatu,saveteiñ
1219,bewachen::V,jagon,mesa
1220,bewachen::V,zaindu,mesa
1221,schützen::V,babestu,diwall
1222,schützen::V,gerizatu,diwall
1223,verteidigen::V,aldeztu,difenn
1224,sich schlagen::V,elkar jo,lopañ
1225,sich schlagen::V,elkar borrokatu,lopañ
1226,schießen::V,tiro egin,
1227,siegen::V,irabazi,trec'hiñ
1228,ärgern::V,ernegatu,hegasiñ
1229,ärgern::V,haserretu,hegasiñ
1230,schlagen::V,jo,skeiñ
1231,schlagen::V,erauntsi,skeiñ
1232,treten::V,zapaldu,botaouiñ
1233,treten::V,ostiaktu,botaouiñ
1234,stechen::V,sastatu,pikat
1235,stoßen::V,bultzatu,stokañ
1236,stehlen::V,ostu,laerezh
1237,stehlen::V,lapurtu,laerezh
1238,stören::V,galarazi,direnkañ
1239,belästigen::V,gohaindu,dregasiñ
1240,belästigen::V,alamena eman,dregasiñ
1241,verbergen::V,ezkutatu,skoachañ
1242,täuschen::V,tronpatu,tromplañ
1243,täuschen::V,engainatu,tromplañ
1244,betrügen::V,iruzurtu,lorbañ
1245,töten::V,hil,lazhañ
1246,töten::V,heriotza eman,lazhañ
1247,wohnen::V,bizi izan,bezañ o chom
1248,arbeiten::V,lan egin,labourat
1249,arbeiten::V,behar egin,labourat
1250,sammeln::V,bildu,dastum
1251,sammeln::V,bildumatu,dastum
1252,pflücken::V,batu,kuntuilhañ
1253,pflücken::V,bildu,kuntuilhañ
1254,jagen::V,ehizatu,chaseal
1255,fischen::V,arrantzatu,pesketa
1256,fischen::V,arrantza egin,pesketa
1257,fassen::V,harrapatu,pakañ
1258,hüten::V,begiratu,geota
1259,treiben::V,bultza egin,
1260,anbinden::V,estekatu,stagañ
1261,füttern::V,bazkatu,boueta
1262,melken::V,jetzi,goro
1263,hacken::V,xehatu,difrakal
1264,gießen::V,isuri,dourañ
1265,reifen::V,heldu,azviñ
1266,reifen::V,zoritu,azviñ
1267,zubereiten::V,prestatu,keginañ
1268,kochen::V,egosi,poazhañ
1269,backen::V,labean egin,fritañ
1270,braten::V,erregosi,rostañ
1271,umrühren::V,eragin,
1272,stricken::V,trikotatu,stammañ
1273,stricken::V,puntu egin,stammañ
1274,nähen::V,josi,gwriat
1275,färben::V,tindatu,livañ
1276,reinigen::V,ikuzi,naetañ
1277,reinigen::V,garbitu,naetañ
1278,waschen::V,xahutu,gwalc'hiñ
1279,waschen::V,garbitu,gwalc'hiñ
1280,abwischen::V,xukatu,torchañ
1281,spülen::V,irakutzi,disgwalc'hiñ
1282,fegen::V,erraztatu,skubañ
1283,kehren::V,isastu,skubañ
1284,baden::V,bainatu,kouronkañ
1285,baden::V,bainua hartu,kouronkañ
1286,sich waschen::V,burua garbitu,en em walc'hiñ
1287,ausziehen::V,erantzi,
1288,anziehen::V,jantzi,
1289,sich anziehen::V,jantzi,gwiskañ
1290,kämmen::V,orraztu,kribat
1291,schmücken::V,apaindu,kinklañ
1292,sagen::V,esan,larêt
1293,sagen::V,esan,lavaret
1294,sprechen::V,mintzatu,komz
1295,sprechen::V,hitz egin,komz
1296,reden::V,hitz egin,kaozeal
1297,sich unterhalten::V,solastu,balbotal
1298,sich unterhalten::V,solas egin,balbotal
1299,fragen::V,galdetu,goulenn
1300,bitten::V,eskatu,goulenn
1301,bitten::V,galdegin,goulenn
1302,erzählen::V,edestu,kontañ
1303,erzählen::V,kontatu,kontañ
1304,mitteilen::V,jakinarazi,kemenn
1305,nennen::V,izena eman,anviñ
1306,rufen::V,dei egin,gelver
1307,prahlen::V,harrokerian ibili,fougeal
1308,prahlen::V,ahoberokeriak esan,fougeal
1309,übersetzen::V,itzuli,treiñ
1310,denken::V,pentsatu,soñjal
1311,denken::V,gogoeta egin,soñjal
1312,glauben::V,sinetsi,krediñ
1313,bemerken::V,ohartu,apresevañ
1314,bemerken::V,konturatu,apresevañ
1315,erkennen::V,ezagutu,anavout
1316,erkennen::V,antzeman,anavout
1317,begreifen::V,ulertu,meizañ
1318,verstehen::V,aditu,kompren
1319,lernen::V,ikasi,deskiñ
1320,wissen::V,jakin,gouzout
1321,sich erinnern an::V,gogoratu,kaout soñj e
1322,sich erinnern an::V,gogoan izan,kaout soñj e
1323,vergessen::V,ahaztu,ankouaat
1324,vergessen::V,ahantzi,ankouaat
1325,messen::V,neurtu,muzuliañ
1326,zählen::V,zenbatu,kontañ
1327,zählen::V,kopuratu,kontañ
1328,rechnen::V,kalkulatu,jedañ
1329,lesen::V,irakurri,lenn
1330,malen::V,margotu,livañ
1331,zeichnen::V,marraztu,tresañ
1332,schreiben::V,idatzi,skrivañ
1333,besitzen::V,ukan,kaout
1334,besitzen::V,eduki,kaout
1335,kaufen::V,erosi,prenañ
1336,verkaufen::V,saldu,gwerzhañ
1337,bezahlen::V,ordaindu,paeañ
1338,zahlen::V,ordaindu,paeañ
1339,beherrschen::V,menpean izan,mestroniañ
1340,ertragen::V,jasan,anduriñ
1341,ertragen::V,pairatu,anduriñ
