,Concept_ID,ab,ps
705,sanft::A,аҟəымшəышə,ملایم
706,sanft::A,ақьыҧш,پوست
707,sanft::A,ақьыҧш,ملایم
708,hungrig::A,амлашь,وږی
709,krank::A,ачымазаҩ,مريض
710,krank::A,ачымазаҩ,ناروغ
711,nackt::A,аҟьантаз,لوڅ
712,traurig::A,алахьеиқəҵага,غمجن
713,lebendig::A,абза,ژوندی
714,gut::A,абзиа,ښه
715,schlecht::A,-хəарҭам,بد
716,schlecht::A,-хəарҭам,خراب
717,richtig::A,иашоу,سم
718,richtig::A,иашоу,صحیح
719,schlimm::A,абааҧсы,بد
720,schlimm::A,абааҧсы,مخوف
721,wahr::A,агəҭылса,واقعي
722,wahr::A,абзиаҵəҟьа,واقعي
723,alt::A,Ажə,زوړ
724,neu::A,аҿыц,نوی
725,ehemalig::A,анкьатәи,پخوانی
726,alt[Lebewesen]::A,абырг,زوړ
727,alt[Lebewesen]::A,ақабада,زوړ
728,alt[Lebewesen]::A,Ажə,زوړ
729,jung::A,аҟата,ځوان
730,arm::A,ананамга,غریب
731,arm::A,ананамга,بې وزله
732,reich::A,абеиа,شتمن
733,reich::A,абеиа,دولتمند
734,bekannt::A,адыр,اشنا
735,berühmt::A,адыр,مشهور
736,fremd::A,атəым,پردی
737,fremd::A,атəым,بېګانه
738,verschieden::A,Еиуа-еиҧшым,مختلف
739,nah::A,ааигəа,نژدې
740,fern::A,ахара,لیری
741,linker::A,арма,چپ
742,linker::A,арма,کیڼ
743,rechter::A,арҕьа,ښی
744,anderer::A,даҽа,بل
745,anderer::A,даҽакы,بل
746,erster::A,актәи,لومړی
747,zweiter::A,аҩбатəи,دوهم
748,dritter::A,ахҕатәи,درېم
749,letzter::A,аҵыхəтəантəи,آخرنی
750,letzter::A,аҵыхəтəантəи,وروستی
751,allein::ADV,мацара,یوازې
752,auf einmal::ADV,зныкала,په یوه وخت کی
753,auf einmal::ADV,зныкҟьара,په یوه وخت کی
754,zusammen::ADV,аиц...,یو ځای
755,lange::ADV,акыраамҭа,ډېر وخت
756,lange::ADV,акыраамҭа,ډېره موده
757,plötzlich::ADV,иаалырҟьаны,ناببره
758,plötzlich::ADV,иаалырҟьаны,یوناڅاپه
759,sofort::ADV,иаразнакҵәҟьа,فوراً
760,sofort::ADV,иаразнакҵәҟьа,سمدلاسه
761,später::ADV,уажəшьҭаншəа,وروسته
762,jetzt::ADV,уажәы,اوس
763,heute::ADV,иахьа,نن
764,morgen::ADV,уаҵәы,سبا
765,bald::ADV,иласны,ژر
766,dann::ADV,нас,پس
767,dann::ADV,нас,وروسته
768,gestern::ADV,иацы,پرون
769,einst::ADV,зны,پخوا
770,damals::ADV,усҟан,هغه وخت
771,danach::ADV,нас,بیا
772,vorher::ADV,уаанӡа,دمخه
773,zuerst::ADV,азнаказы,لومړی
774,zuerst::ADV,аҧхьа,لومړی
775,einmal::ADV,зны,یو ځل
776,manchmal::ADV,зны-зынла,ګاهی ګاهی
777,oft::ADV,лассы-лассы,ډېر ځله
778,immer::ADV,енагь,تل
779,immer::ADV,енагь,همېشه
780,immer::ADV,еснагь,تل
781,immer::ADV,еснагь,همېشه
782,niemals::ADV,ианакəызаалак,هیڅکله نه
783,hier::ADV,ара,دلته
784,hier::ADV,абра,دلته
785,hier::ADV,араҟа,دلته
786,hierhin::ADV,ара,دلته
787,hierhin::ADV,ара,دې ځای ته
788,hierhin::ADV,араҟа,دلته
789,hierhin::ADV,араҟа,دې ځای ته
790,von hier::ADV,арантә,د دې ځای نه
791,dort::ADV,уа,هلته
792,dorthin::ADV,уахь,هلته
793,dorthin::ADV,уахь,هغه ځای ته
794,dorthin::ADV,анахь,هلته
795,dorthin::ADV,анахь,هغه ځای ته
796,geradeaus::ADV,ишиашоу,مخامخ
797,vorwärts::ADV,ҕхьаҟа,مخ پهٔ وړاندې
798,rückwärts::ADV,шьҭахьла,بېرته
799,zurück::ADV,шьҭахьҟа,بېرته
800,unten::ADV,лбаа,لاندي
801,hinab::ADV,алада,ښکته
802,oben::ADV,хыхь,پورته
803,hinauf::ADV,аҩада,پاس
804,überall::ADV,зегьынцьара,هره خوا
805,nicht::ADV,-м,نه
806,ein wenig::ADV,ҕыҭк,یو څه
807,kaum::ADV,аарлаҳәа,ایله
808,kaum::ADV,афергьҳәа,ایله
809,sehr::ADV,даара,ډېر
810,sehr::ADV,даара,زيات
811,so::ADV,ас,داسې
812,so::ADV,ас,دومره
813,so::ADV,абас,داسې
814,so::ADV,абас,دومره
815,noch::ADV,макьана,نور
816,nur::ADV,заҵәык,تش
817,nur::ADV,заҵәык,صرف
818,schon::ADV,уажәшьҭа,دمخه
819,schon::ADV,аиҳа ипоу,دمخه
820,wieder::ADV,ҿыц,بیا
821,wieder::ADV,дырҩегь,بیا
822,wieder::ADV,дырҩегьых,بیا
823,vergebens::ADV,баша,عبث
824,vor::PRP,аҕхьа,دمخه
825,hinter::PRP,нхыҵ,شاته
826,unter::PRP,амҵа,لاندي
827,unter::PRP,амҵан,لاندي
828,neben::PRP,ааигуара,نژدې
829,zwischen::PRP,абжьара,ترمینځ
830,wegen::PRP,-иззы,د ... له لاسه
831,wegen::PRP,-ҟнытә,د ... له لاسه
832,dies::PRN,ари,دا
833,dies::PRN,абри,دا
834,das::PRN,Абни,دا
835,das::PRN,убри,دا
836,alles::PRN,зегьы,هرڅهٔ
837,ich::PRN,са,زه
838,ich::PRN,сара,زه
839,du::PRN,бара,ته
840,er::PRN,иара,دی
841,wir::PRN,ҳара,مونږ
842,ihr::PRN,шәара,تاسې
843,sie::PRN,дара,هغوی
844,wer::FPRN,дарбан,چا
845,wer::FPRN,дарбан,څوک
846,wo::FADV,иабыкуу,چيری
847,wo::FADV,иабыкуу,چېرته
848,wo::FADV,аба-,چيری
849,wo::FADV,аба-,چېرته
850,wo::FADV,ахь-,چيری
851,wo::FADV,ахь-,چېرته
852,wohin::FADV,иабыкуу,چېرته
853,wohin::FADV,аба-,چېرته
854,wohin::FADV,ахь-,چېرته
855,wie::FADV,-шҕа,څنګه
856,warum::FADV,избан,ولې
857,wieviel::FNUM,заҟа,څو
858,wieviel::FNUM,заҟа,څومره
859,eins::NUM,акы,یو
860,eins::NUM,аӡәы,یو
861,zwei::NUM,ҩба,دوه
862,drei::NUM,хҕа,درې
863,vier::NUM,ҕшьба,څلور
864,fünf::NUM,хəба,پنځه
865,sechs::NUM,фба,شپږ
866,sieben::NUM,Бжьба,اوه
867,acht::NUM,ааба,اته
868,neun::NUM,жәба,نهه
869,zehn::NUM,жәаба,لس
870,elf::NUM,жәеизатәи,یوولس
871,zwölf::NUM,жәаҩа,دولس
872,zwanzig::NUM,ҩажәа,شل
873,dreißig::NUM,ҩажәижәабатәи,دېرش
874,vierzig::NUM,ҩынҩажәа,څلوېښت
875,fünfzig::NUM,ҩынҩажәеижәаба,پنځوس
876,sechzig::NUM,хынҩажәа,شپېته
877,siebzig::NUM,хынҩажәижәаба,اویا
878,achtzig::NUM,ҕшьынҩажәа,اتیا
879,neunzig::NUM,ҕшьынҩажәижәаба,نوي
880,hundert::NUM,шәкы,سل
881,tausend::NUM,зқьы,زر
882,und::CNJ,-и,او
883,oder::CNJ,ма,ېا
884,stehen::V,агылазаара,درېدل
885,sitzen::V,атəара,کښېنستل
886,sitzen::V,атəа(заа)ра,کښېنستل
887,liegen::V,аиара,ملاستل
888,hängen::V,акнаҳара,ځړېدل
889,werden::V,аҟалара,کېدل
890,passieren::V,аҟалара,پېښېدل
891,beginnen::V,алагара,شروع کېدل
892,enden::V,алгара,خلاصدل
893,enden::V,алгара,تمامېدل
894,wechseln::V,аҽыҧсахра,تغییر موندل
895,aufgehen[Sonne]::V,агылара,ختل
896,aufgehen[Sonne]::V,ахашлара,ختل
897,aufgehen[Sonne]::V,аҩаҵхахара,ختل
898,untergehen[Sonne]::V,аҭашəара,لوېدل
899,untergehen[Sonne]::V,аҭашəара,پرېوتل
900,scheinen[Sonne]::V,акаҧхара,رڼا کول
901,donnern::V,адыдра,تنېدل
902,donnern::V,адыдра,غړمبېدل
903,wehen::V,асра,چلېدل
904,strömen::V,акаҭəара,بهېدل
905,fließen::V,ацара,بهېدل
906,fließen::V,ацара,تویېدل
907,sich drehen::V,ахагьежьра,ګرځېدل
908,sich drehen::V,ахагьежьра,چورلېدل
909,schwanken::V,аҵысра,زنګېدل
910,schwingen::V,ахызазара,زنګېدل
911,schwingen::V,акьаандара,زنګېدل
912,fallen::V,акаҳара,ولېدل
913,brennen::V,абылра,سوځېدل
914,rauchen::V,ахылҵра,لوګی کول
915,regnen::V,аура,باران اورېدل
916,gefrieren::V,аҵаара,کنګل نيول
917,tauen::V,аӡҭра,وېلې کېدل
918,schmelzen::V,ақəӡыҭра,وېلې کېدل
919,schmelzen::V,аҭəара,وېلې کېدل
920,trocknen::V,абара,وچېدل
921,sieden::V,ашра,اېشېدل
922,faulen::V,абаара,خرابېدل
923,verfaulen::V,абаара,ورستېدل
924,verfaulen::V,аилашра,ورستېدل
925,reißen::V,аҧжəара,شلېدل
926,versinken::V,аӡааҟəрылара,ډوېېدل
927,vergehen::V,ацара,تېرېدل
928,erscheinen::V,ацəырҵра,ښکارېدل
929,verschwinden::V,аҵашəкəара,ورکېدل
930,sinken::V,атəара,ښکته کېدل
931,sinken::V,алаҟəра,ښکته کېدل
932,abnehmen::V,ацӡаара,کمېدل
933,abnehmen::V,аиҵалара,کمېدل
934,zunehmen::V,аҽырҭбаара,زیاتېدل
935,zunehmen::V,аиҵыҵра,زیاتېدل
936,zunehmen::V,арацəахара,زیاتېدل
937,steigen::V,азҳара,جګېدل
938,steigen::V,азҳара,پورته کېدل
939,steigen::V,ашьҭыҵра,جګېدل
940,steigen::V,ашьҭыҵра,پورته کېدل
941,steigen::V,адухара,جګېدل
942,steigen::V,адухара,پورته کېدل
943,steigen::V,ацлара,جګېدل
944,steigen::V,ацлара,پورته کېدل
945,wachsen::V,азҳара,وده کول
946,glänzen::V,ацыр-цырра,ځلېدل
947,glänzen::V,ацыҩ-цыҩра,ځلېدل
948,glänzen::V,аказказра,ځلېدل
949,funkeln::V,ашап-шапра,پړکېدل
950,funkeln::V,ацым-цымра,پړکېدل
951,lärmen::V,ашьҭыбжьгара,غال و غول کول
952,lärmen::V,аҕьҕьаҳәа аилалара,غال و غول کول
953,läuten::V,аҵəҵəасра,زنګ وهل
954,klingeln::V,аҵəҵəасра,زنګ وهل
955,klirren::V,ахьархьарра,کړنګېدل
956,klirren::V,архьархьарра,کړنګېدل
957,brausen::V,аилаҽҽара,تلاطم کول
958,brausen::V,еилашуера,تلاطم کول
959,klingen::V,агара,آواز کول
960,klingen::V,ашьҭыбжь гара,آواز کول
961,bellen::V,ашра,غپېدل
962,heulen::V,ауура,انګلل
963,blasen::V,аҭəҳəара,پو کول
964,pfeifen::V,ашəшəра,شپېلک وهل
965,schreien::V,аҳəҳəара,ناره کول
966,schreien::V,ахəаара,ناره کول
967,schreien::V,аҟаара,ناره کول
968,stöhnen::V,ақьра,زګېروی کول
969,zittern::V,аҵыс-ҵысра,لړزېدل
970,leben::V,аҟазаара,ژوند کول
971,geboren werden::V,Аира,زېږېدل
972,atmen::V,аҕсыҕ лагаҩагара,ساه کښل
973,atmen::V,аҕсыҕ лагаҩагара,تنفس کول
974,trinken::V,ажəра,څښل
975,essen::V,акрыфара,خوړل
976,schlucken::V,албаадара,غړپول
977,müde werden::V,ааҕсара,ستړی کېدل
978,einschlafen::V,ацəара,ویده کېدل
979,schlafen::V,ацəазаара,خوب کول
980,aufwachen::V,аҿыхара,ویښېدل
981,aufstehen::V,Агəылҵра,پاڅېدل
982,sich erholen::V,аҧсшьара,استراحت کول
983,krank werden::V,ачмазаҩхара,رنځورېدل
984,krank sein::V,аҳəарҧсарра,ناجوړېدل
985,schmerzen::V,ахьра,خوږېدل
986,schmerzen::V,ахьра,درد کول
987,husten::V,аимҳәара,ټوخېدل
988,genesen::V,абзиахара,رغېدل
989,genesen::V,аӷəӷəахара,رغېدل
990,sterben::V,аҧсра,مړل
991,umkommen::V,аҭахара,تلفېدل
992,sich bewegen::V,аиҭаҵра,چلېدل
993,sich bewegen::V,аиҭаҵра,حرکت کول
994,sich rühren::V,ақəацара,ښورېدل
995,sich erheben::V,аҩагылара,درېدل
996,sich setzen::V,атəара,کښېنستل
997,hinfallen::V,акаҳара,لوېدل
998,laufen::V,аныҟəара,منډې وهل
999,schreiten::V,ашьаҿа еихгара,قدم ایښودل
1000,spazierengehen::V,анеи-ааира,چکر وهل
1001,eilen::V,аццакра,بېړه کول
1002,sich beeilen::V,аццакра,عجله کول
1003,sausen::V,аҧырра,ځغستل
1004,sausen::V,иҭрысны,ځغستل
1005,sausen::V,ишьҭҟьаны ацара,ځغستل
1006,rennen::V,аҩра,زغلېدل
1007,springen::V,аҧара,ټوپ وهل
1008,klettern::V,ақəлара,ختل
1009,schaukeln::V,аҟəараҟəанҽара,زنګېدل
1010,kriechen::V,аҳəазара,خاپوړی وهل
1011,schwimmen::V,аӡсара,لامبو وهل
1012,tauchen::V,ахəӡааҵəира,غوټه وهل
1013,rudern::V,аҵшьра,پارو وهل
1014,fahren::V,акала,تلل
1015,fliegen::V,аҧырра,الوتل
1016,gehen::V,аиҭаҵра,تلل
1017,weggehen::V,ацара,بهر وتل
1018,abfahren::V,адəықəлара,تلل
1019,abfahren::V,ацара,تلل
1020,anhalten::V,ааныргылара,ودرېدل
1021,hineingehen::V,аҭалара,داخلېدل
1022,eintreten::V,аҩналара,ننوتل
1023,kommen::V,аара,راتلل
1024,kommen::V,ааира,راتلل
1025,ankommen::V,ааира,رسېدل
1026,ankommen::V,аара,رسېدل
1027,ankommen::V,анеира,رسېدل
1028,zurückkommen::V,азыхынҳəра,بېرته راتلل
1029,bleiben::V,аанхара,پاتې کېدل
1030,bleiben::V,анхара,پاتې کېدل
1031,bleiben::V,аангылара,پاتې کېدل
1032,warten::V,азҧшзаара,انتظار وېستل
1033,erwarten::V,азҧшра,انتظار کول
1034,suchen::V,ашьҭазаара,لټول
1035,finden::V,аҧшаара,میندل
1036,finden::V,аҧшаара,پیدا کول
1037,versuchen::V,аҽазкра,هڅه کول
1038,vorbereiten::V,армазеира,چمتوکول
1039,lieben::V,абзиабара,مینه لرل
1040,mögen::V,агəаҧхара,خوښول
1041,mögen::V,агəаҧхара,علاقه لرل
1042,lachen::V,аччара,خندېدل
1043,rühren::V,арҵəуара,اغېزه کول
1044,weinen::V,аҵəуара,ژړل
1045,schimpfen::V,ацəҳара,ښکنځا کول
1046,sich ärgern::V,агəаара,قهر راتلل
1047,sich fürchten::V,аӡыӡара,ډارېدل
1048,fürchten::V,ацəшəара,ډارېدل
1049,fliehen::V,абналара,تښتېدل
1050,fliehen::V,ацəцара,تښتېدل
1051,flüchten::V,абналара,تښتېدل
1052,flüchten::V,ацəцара,تښتېدل
1053,sehen::V,абара,لیدل
1054,anschauen::V,ахəаҧшра,کتل
1055,ansehen::V,ахəаҧшра,ننداره کول
1056,hören::V,аҳара,اورېدل
1057,zuhören::V,азыӡырҩра,غوږ نیول
1058,probieren::V,аҧышəара,څکه کول
1059,probieren::V,аҧышəара,چاشنی کول
1060,riechen::V,афыҩра,بويول
1061,fühlen::V,анырра,حسول
1062,fühlen::V,ацәакырра,حسول
1063,scheinen::V,шәа,ښکارېدل
1064,scheinen::V,аацәырҵа,ښکارېدل
1065,vernehmen::V,аҳара,خبرېدل
1066,frieren::V,ашəра,ساړه کېتل
1067,frieren::V,аҵаара,ساړه کېتل
1068,tun::V,аҟаҵара,کول
1069,können::V,алшара,کولای شول
1070,können::V,алшара,د لاسه کېدل
1071,wollen::V,аҭахра,غوښتل
1072,anfangen::V,алагара,شروع کول
1073,beenden::V,алгара,ختمول
1074,beenden::V,алгара,پای ته رسول
1075,aufhören::V,аҟəыҵра,بس کول
1076,gelingen::V,аура,موفق کېدل
1077,gelingen::V,аура,بریالی کېدل
1078,gelingen::V,аманшəалахара,موفق کېدل
1079,gelingen::V,аманшəалахара,بریالی کېدل
1080,gelingen::V,алҵра,موفق کېدل
1081,gelingen::V,алҵра,بریالی کېدل
1082,geraten::V,нзаарын,کېدل
1083,öffnen::V,аартра,خلاصول
1084,öffnen::V,аартра,پرانیستل
1085,schließen::V,аркра,تړل
1086,stellen::V,аргылара,ایښودل
1087,setzen::V,артəара,کښېنول
1088,legen::V,ақəҵара,ایښودل
1089,berühren::V,акьысра,لاس وهل
1090,berühren::V,алакьысра,لاس وهل
1091,verbinden::V,аҿаҳəара,تړل
1092,bedecken::V,ақəршəра,پوښول
1093,aufhängen::V,акнаҳара,ځوړندول
1094,anzünden::V,аркра,بلول
1095,aufheben::V,ашьҭыхра,پورته کول
1096,zurücklassen::V,аныжьра,پرېښودل
1097,verlieren::V,ацəыӡра,ورکول
1098,fallen lassen::V,ацəкаҳара,له لاسه لوېدل
1099,machen::V,ачаҧара,کول
1100,herstellen::V,аиҵдара,جوړول
1101,herstellen::V,аиҵдара,توليدول
1102,bauen::V,аргылара,جوړول
1103,reparieren::V,арҽеира,ترمیمول
1104,verbessern::V,аиҕьтəра,اصلاح کول
1105,ändern::V,аҧсахра,تغیر ورکول
1106,graben::V,ажра,کيندل
1107,beugen::V,арҟəра,ټیټول
1108,beugen::V,архəара,ټیټول
1109,biegen::V,арҟəра,کږول
1110,biegen::V,архəара,کږول
1111,drehen::V,аргьежьра,ګرځول
1112,umdrehen::V,аарҳәра,اړول
1113,heben::V,аҩахара,جګول
1114,heben::V,аҩахара,پورته کول
1115,heben::V,араҳара,جګول
1116,heben::V,араҳара,پورته کول
1117,hochheben::V,ахагалара,جګول
1118,hochheben::V,ашьҭҳəара,جګول
1119,halten::V,акра,نیول
1120,drücken::V,ақəрӷəӷəара,کښېکښل
1121,schieben::V,аҵгəара,پوری وهل
1122,schieben::V,агəара,پوری وهل
1123,kratzen::V,ацəҟьара,ګرول
1124,lecken::V,арбзара,څټل
1125,beißen::V,ацҳара,چیچل
1126,abreißen::V,амжəара,شکول
1127,abschneiden::V,ахҵəара,پرېکول
1128,abschneiden::V,аҿахҵəара,پرېکول
1129,binden::V,аҿаҳəара,تړل
1130,stecken::V,алаҵара,ټومبل
1131,brechen::V,аҧҵəара,ماتول
1132,klopfen::V,асра,ټکول
1133,hauen::V,ақəкшара,ټکول
1134,kleben::V,аҷабра,نښلول
1135,kleben::V,аҷабра,سرېښول
1136,reiben::V,арҟəыҷра,مږل
1137,streichen::V,ахьшьра,مښل
1138,schleifen::V,ахра,تېره کول
1139,schneiden::V,аҧҟара,غوڅول
1140,schneiden::V,аҧҟара,پرېکول
1141,rütteln::V,арҵысра,خوڅول
1142,schütteln::V,аршəшəара,ښورول
1143,schwenken::V,аҟьара,خوڅول
1144,schütten::V,аҭаҭəара,اچول
1145,schütten::V,аҭаҭəара,تویول
1146,füllen::V,арҭəра,ډکول
1147,einwickeln::V,алаҳəара,پېچل
1148,einwickeln::V,алаҳəара,نغښتل
1149,tragen::V,аҩагара,وړل
1150,schleppen::V,арҳəазара,وړل
1151,ziehen::V,ахара,کښل
1152,aufbewahren::V,аҵəахра,ساتل
1153,werfen::V,аршəра,اچول
1154,werfen::V,аршəра,غورځول
1155,fangen::V,акра,نیول
1156,fangen::V,акра,ګیرول
1157,packen::V,анкра,نیول
1158,packen::V,аҵкаара,نیول
1159,verstecken::V,аҵəахра,پټول
1160,teilen::V,ашара,وېشل
1161,teilen::V,ашара,تقسیمول
1162,schicken::V,ашьҭра,لېږل
1163,schicken::V,ашьҭра,استول
1164,bringen::V,аагара,راوړل
1165,hinzufügen::V,ацҵара,زیاتول
1166,bekommen::V,аҧшаара,حاصلول
1167,bekommen::V,архиара,حاصلول
1168,bekommen::V,аура,حاصلول
1169,erhalten::V,аиура,اخیستل
1170,nehmen::V,агара,نیول
1171,nehmen::V,агара,اخيستل
1172,wählen::V,алҧшаара,خوښول
1173,auswählen::V,алхра,چنده کول
1174,behindern::V,аҧырхагахара,مانع کېدل
1175,behindern::V,аҧырхагахара,ممانعت کول
1176,verderben::V,алгара,خرابېدل
1177,verderben::V,абжьыхра,خرابېدل
1178,verderben::V,аҧхасҭатəра,خرابېدل
1179,beschädigen::V,аҧхасҭатəра,ورانول
1180,zerbrechen::V,аҧҽра,ماتول
1181,zerreißen::V,аҧжəара,څیرې کول
1182,zerstören::V,аилаҧыххаара,ړنګول
1183,zerstören::V,аилаҧыххаара,ورانول
1184,verbrennen::V,абылра,سوځول
1185,geben::V,аҭара,ورکول
1186,reichen::V,аҭара,ورکول
1187,schenken::V,аҩгара,بښل
1188,versprechen::V,ақəргəыӷра,لوز کول
1189,loben::V,арҽхəара,ستایل
1190,loben::V,арҽхəара,تمجید کول
1191,küssen::V,агəӡра,ښکلول
1192,zudecken::V,аҵахҩара,پوښول
1193,zudecken::V,ақəршəра,پوښول
1194,wecken::V,арҿыхара,ويښول
1195,zeigen::V,арбара,ښودل
1196,führen::V,аныҟəгара,بیول
1197,lehren::V,арҵара,درس ورکول
1198,lehren::V,арҵара,تعلیم ورکول
1199,unterrichten::V,арҧхьара,درس ورکول
1200,aufziehen::V,ааӡара,روزل
1201,leiten::V,ахагылазаара,رهبری کول
1202,leiten::V,ахагылазаара,لارښوونه کول
1203,antreiben::V,арццакра,چټک کول
1204,lassen::V,арҟаҵара,اړکول
1205,einladen::V,ааҕхьара,بلل
1206,einladen::V,анаҧхьара,بلل
1207,vereinigen::V,аилаҵара,متحد کول
1208,vereinigen::V,аилаҵара,یوځای کول
1209,besuchen::V,абара,کتنه کول
1210,treffen::V,аҧылара,ليدل
1211,treffen::V,аҧылара,تلقی کول
1212,sich versammeln::V,аизара,راغونډېدل
1213,spielen::V,ахəмарра,لوبه کول
1214,singen::V,ашəаҳəара,سندرې وېل
1215,tanzen::V,акəашара,ګډېدل
1216,sich trennen::V,аилыҵра,بېلېدل
1217,verlassen::V,акажьра,ترک کول
1218,retten::V,Аиқəрхара,نجات ورکول
1219,bewachen::V,ахьчара,ساتل
1220,bewachen::V,ахьчара,حفاظت کول
1221,schützen::V,ацəыхьчара,ژغورل
1222,verteidigen::V,ахьчара,دفاع کول
1223,sich schlagen::V,аисра,جنګېدل
1224,schießen::V,ахысра,ویشتل
1225,siegen::V,аиааира,غالبېدل
1226,ärgern::V,аргəаара,خپه کول
1227,schlagen::V,асра,وهل
1228,schlagen::V,аҭасра,وهل
1229,stechen::V,алакшара,ټومبل
1230,stoßen::V,агəҭасра,ټېل وهل
1231,stoßen::V,агəҭасра,پوری وهل
1232,stehlen::V,аӡара,تښتول
1233,stehlen::V,аӡара,غلا کول
1234,stören::V,аҧырхагахара,ماتول
1235,belästigen::V,аргəамҵра,ځورول
1236,belästigen::V,аргəамҵра,تکلیف ورکول
1237,verbergen::V,аӡара,پټول
1238,täuschen::V,ажьара,تېرایستل
1239,täuschen::V,ажьара,خطا ایستل
1240,betrügen::V,ажьара,غولول
1241,töten::V,ашьра,وژل
1242,töten::V,ашьра,مړ کول
1243,wohnen::V,анхара,اوسېدل
1244,arbeiten::V,аусура,کار کول
1245,sammeln::V,аҟəшəара,راټولول
1246,sammeln::V,аҟəшəара,راغونډول
1247,pflücken::V,аҿыршəара,شکول
1248,pflücken::V,аҿыхра,شکول
1249,jagen::V,ашəарыцара,ښکار کول
1250,fischen::V,аҧсыӡ икуеит,کب نيول
1251,fassen::V,акра,نیول
1252,fassen::V,акра,ګیرول
1253,hüten::V,арҳəра,پوول
1254,hüten::V,ахьчара,پوول
1255,treiben::V,акацара,بیول
1256,anbinden::V,адҳəалара,تړل
1257,füttern::V,акырҿаҵара,خوراک ورکول
1258,melken::V,ахьара,لوشل
1259,hacken::V,аҟəаҟəара,پی کول
1260,gießen::V,аҵаҭəара,اوبه کول
1261,reifen::V,ашəра,رسېدل
1262,reifen::V,аҟалара,رسېدل
1263,zubereiten::V,ацура,تیارول
1264,kochen::V,ажəра,پخول
1265,backen::V,аӡра,پخول
1266,braten::V,аӡра,وريتول
1267,umrühren::V,аилрыхра,لړل
1268,stricken::V,аҧара,اوبدل
1269,nähen::V,аӡахра,ګنډل
1270,färben::V,ашəра,رنګول
1271,reinigen::V,арыцқьара,صافول
1272,waschen::V,аӡәӡәара,مینځل
1273,abwischen::V,арбара,وچول
1274,spülen::V,аҭыршара,کنګالول
1275,fegen::V,аҧссара,جارو کول
1276,baden::V,аҽыкəабара,لمبېدل
1277,sich waschen::V,аҽыӡəӡəара,ځان مينځل
1278,ausziehen::V,ашəыхра,کښل
1279,ausziehen::V,ашəыхра,ایستل
1280,anziehen::V,ашəҵара,اغوستل
1281,sich anziehen::V,аҽеилаҳəара,کالی اغوستل
1282,kämmen::V,аҳəара,ګمنځول
1283,schmücken::V,арҧшӡара,ښکلی کول
1284,sagen::V,аҳəара,وېل
1285,sprechen::V,ацəажəара,وېل
1286,sprechen::V,ацəажəара,غږېدل
1287,reden::V,ацəажəара,ګړېدل
1288,reden::V,ацəажəара,خبرې کول
1289,reden::V,аицәажәара,ګړېدل
1290,reden::V,аицәажәара,خبرې کول
1291,sich unterhalten::V,аицәажәара,خبری کول
1292,fragen::V,азҵаара,پوښتنه کول
1293,bitten::V,аҳəара,غوښتل
1294,erzählen::V,аҳəара,کيسه کول
1295,erzählen::V,аҳəара,حکايت کول
1296,mitteilen::V,азыцҳара,خبرول
1297,mitteilen::V,азыцҳара,خبر ورکول
1298,nennen::V,ахьӡҵара,نوم ايښودل
1299,rufen::V,азҿыҭра,بلل
1300,prahlen::V,аҽхəара,لاپې وهل
1301,übersetzen::V,аиҭагара,ژباړل
1302,übersetzen::V,аиҭагара,ترجمه کول
1303,denken::V,азхəыцра,فکر کول
1304,glauben::V,ахаҵара,باور کول
1305,bemerken::V,агəаҭара,لیدل
1306,erkennen::V,адырра,پېژندل
1307,begreifen::V,аилкаара,رسېدل
1308,begreifen::V,аилкаара,پوهېدل
1309,verstehen::V,аҳара,پوهېدل
1310,lernen::V,аҵара,زده کول
1311,lernen::V,аҵара,درس لوستل
1312,wissen::V,адырра,پوهېدل
1313,sich erinnern an::V,агəаларшəара,یادول
1314,sich erinnern an::V,агəаларшəара,په یاد راوړل
1315,vergessen::V,ахашҭра,هېرول
1316,messen::V,ашəара,اندازه کول
1317,zählen::V,аҧхьаӡара,شمارل
1318,rechnen::V,аҳасабра,حسابول
1319,lesen::V,аҧхьара,لوستل
1320,besitzen::V,амазаара,لرل
1321,kaufen::V,Аахəара,رانیول
1322,verkaufen::V,аҭира,خرڅول
1323,bezahlen::V,ахҭынҵара,تأدیه کول
1324,bezahlen::V,ашəара,تأدیه کول
1325,zahlen::V,ашəара,کسات اخيستل
1326,ertragen::V,ачҳара,زغمل
1327,Moor::N,,جبه
1328,Kralle::N,,پنجه
1329,Kralle::N,,منګول
1330,Schwarm::N,,سېل
1331,Sache::N,,شی
1332,Sache::N,,څيز
1333,Menge::N,,اندازه
1334,Essen::N,,خوراک
1335,Geschäft::N,,سوداګري
1336,Monat::N,,مياشت
1337,Jahr::N,,کال
1338,dünn::A,,نری
1339,roh::A,,خام
1340,durch::PRP,,د مینځ نه
1341,was::FPRN,,څهٔ
1342,rauschen::V,,شڼهار کول
1343,zu sehen sein::V,,ښکارېدل
1344,wenden::V,,اړول
1345,ergreifen::V,,نیول
1346,bewahren::V,,ساتل
1347,wünschen::V,,غوښتل
1348,wiegen::V,,زنګول
1349,treten::V,,په لغته وهل
1350,kehren::V,,جارو کول
1351,malen::V,,رسمول
1352,zeichnen::V,,رسمول
1353,schreiben::V,,لیکل
1354,beherrschen::V,,تسلط لرل
