,Concept_ID,,ta
81,Raureif::N,,உறைபனி வெண்திரை
82,Regenbogen::N,,வானவில்
83,Donner::N,,இடி
84,Strömung::N,,நீரோட்டம்
85,Tropfen::N,,துளி
86,Schaum::N,,நுரை
87,Schmutz::N,,அழுக்கு
88,See::N,,ஏரி
89,Sumpf::N,,சதுப்பு நிலம்
90,Moor::N,,முட்புதற்காடு
91,Wiese::N,,பசும் புல்தரை
92,Wald::N,,காடு
93,Hügel::N,,குன்று
94,Anhöhe::N,,பதுக்கை
95,Berg::N,,மலை
96,Gipfel::N,,உச்சி மாநாடு
97,Höhle::N,,குகை
98,Abhang::N,,சரிவு
99,Quelle::N,,மூலம்
100,Bach::N,,ஓடை
101,Fluss::N,,ஆறு
102,Ufer::N,,நீர்க்கரை
103,Küste::N,,கடற்கரை
104,Festland::N,,நிலம்
105,Meer::N,,கடல்
106,Bucht::N,,சிறுகுடா
107,Insel::N,,தீவு
108,Blume::N,,பூ
109,Gras::N,,புல்தரை
110,Wurzel::N,,வேர்
111,Baum::N,,மரம்
112,Stamm::N,,அடிமரம்
113,Rinde::N,,பட்டை
114,Rinde::N,,மரப்பட்டை
115,Ast::N,,கினை
116,Zweig::N,,குச்சி
117,Blatt::N,,இலை
118,Birke::N,,பிர்ச் மரம்
119,Kiefer[Baum]::N,,தேவதாரு மரம்
120,Weide[Baum]::N,,மர வகைகளுள் ஒன்று
121,Tanne::N,,சாதிக்கய்
122,Horn::N,,கொம்பு
123,Feder::N,,இறகு
124,Fell::N,,மென்முடி
125,Flügel::N,,இறக்கை
126,Klaue::N,,நகம்
127,Kralle::N,,நகம்
128,Schwanz::N,,வால்
129,Ei::N,,முட்டை
130,Nest::N,,கூடு
131,Bau::N,,குகை
132,Tier::N,,விலங்கு
133,Herde::N,,கூட்டம்
134,Kuh::N,,பசு
135,Bulle::N,,காளை
136,Pferd::N,,குதிரை
137,Schaf::N,,செம்மறிஆடு
138,Schwein::N,,பன்றி
139,Hund::N,,நாய்
140,Katze::N,,பூனை
141,Bär::N,,கரடி
142,Eichhörnchen::N,,அணில்
143,Elch::N,,கடம்பை
144,Fuchs::N,,நரி
145,Hase::N,,முயல்
146,Maus::N,,எலி
147,Wolf::N,,ஓநாய்
148,Vogel::N,,பறவை
149,Schwarm::N,,தொகுதி
150,Huhn::N,,கோழிக்குஞசு
151,Hahn::N,,சேவல்
152,Gans::N,,பெண் வாத்து
153,Adler::N,,பருநது
154,Ente::N,,வாத்து
155,Eule::N,,ஆந்தை
156,Kranich::N,,நாரை
157,Krähe::N,,காகம்
158,Kuckuck::N,,குயில்
159,Schwan::N,,அன்னம்
160,Fisch::N,,மீன்
161,Barsch::N,,பேர்ச்
162,Hecht::N,,கோலாச்சி மீன்
163,Schlange[Tier]::N,,பாம்பு
164,Wurm::N,,புழு
165,Spinne::N,,சிலந்தி
166,Ameise::N,,எறும்பு
167,Laus::N,,பேன்
168,Mücke::N,,கொசுவினப்பூச்சி
169,Fliege::N,,ஈ
170,Schmetterling::N,,வண்ணத்துப்பூச்சி
171,Beere::N,,சதைப்பழம்
172,Apfel::N,,ஆப்பிள பழம்
173,Pilz::N,,காளான்
174,Zwiebel::N,,வெங்காயம்
175,Saat::N,,விதை
176,Korn::N,,தானியம்
177,Heu::N,,வைக்கோல்
178,Schale::N,,தோல்
179,Grube::N,,குழி
180,Falle::N,,பொறி
181,Schlinge::N,,கண்ணி
182,Spur::N,,சுவடு
183,Asche::N,,சாம்பல்
184,Dreck::N,,அழுக்கு
185,Eisen::N,,இரும்பு
186,Gold::N,,தங்கம்
187,Silber::N,,வெள்ளி
188,Kohle::N,,நிலக்கரி
189,Glas::N,,கண்ணாடி
190,Lehm::N,,களிமண்
191,Sand::N,,மணல்
192,Mensch::N,,மனிதர்கள்
193,Mann::N,,மனிதன்
194,Frau::N,,பெண்
195,Kind::N,,குழந்தை
196,Junge::N,,பையன்
197,Mädchen::N,,சிறுமி
198,Familie::N,,குடும்பம்
199,Großvater::N,,தாத்தா
200,Großmutter::N,,பாட்டி
201,Eltern::N,,பெற்றோர்
202,Vater::N,,தந்தை
203,Mutter::N,,தாய்
204,Sohn::N,,மகன்
205,Tochter::N,,மகள்
206,Bruder::N,,சகோதரன்
207,Schwester::N,,அக்கா
208,Onkel::N,,தாய் மாமன்
209,Tante::N,,அத்தை
210,Ehemann::N,,கணவன்
211,Ehefrau::N,,மனைவி
212,Freude::N,,கொண்டாட்டம்
213,Gelächter::N,,சிரிப்பு
214,Glück::N,,மகிழ்ச்சி
215,Kummer::N,,துயரம்
216,Wunsch::N,,விருப்பம்
217,Lust::N,,விருப்பம்
218,Geist::N,,ஆன்மா
219,Gedanke::N,,எண்ணம்
220,Gedächtnis::N,,ஞாபகம்
221,Verstand::N,,மனம்
222,Sinn::N,,அர்த்தம்
223,Grund::N,,காரணம்
224,Wahrheit::N,,உண்நை
225,Gespräch::N,,பெசு
226,Märchen::N,,நம்பத்தகாத கதை
227,Erzählung::N,,கதை
228,Nachricht::N,,செய்தி
229,Neuigkeit::N,,செய்தி
230,Name::N,,பெயர்
231,Rätsel::N,,புதிர்
232,Rede::N,,பேச்சு
233,Sprache::N,,மொழி
234,Stimme::N,,குரல்
235,Wort::N,,வார்த்தை
236,Zeichen::N,,குறி
237,Ruf::N,,அழைப்பு
238,Lärm::N,,சத்தம்
239,Laut::N,,ஒலி
240,Ton::N,,குரல்
241,Lied::N,,பாட்டு
242,Ruhe::N,,அமைதி
243,Leute::N,,மக்கள்
244,Volk::N,,மக்கள்
245,Arbeit::N,,வேலை
246,Gast::N,,விருந்தாளி
247,Geschenk::N,,பரிசுப் பொருள்
248,Spiel::N,,விளையாட்டு
249,Gesellschaft::N,,சமுதாயம்
250,Hilfe::N,,உதவி
251,Freund::N,,நண்பன்
252,Kamerad::N,,உடனிருப்பவன்
253,Angelegenheit::N,,செய்தி
254,Anzahl::N,,எண்ணிக்கை
255,Art::N,,வகை
256,Stück::N,,துண்டம்
257,Teil::N,,பகுதி
258,Hälfte::N,,பாதி
259,Kreis::N,,வட்டம்
260,Kreuz::N,,சிலுவை
261,Linie::N,,கோடு
262,Strich::N,,வாத நோய்
263,Abstand::N,,இடைவெளி
264,Entfernung::N,,தூரம்
265,Gegend::N,,வட்டாரம்
266,Platz::N,,வெற்றிடம்
267,Ort::N,,இடம்
268,Seite::N,,பக்கம்
269,Mitte::N,,இடைப்பகுதி
270,Gegenstand::N,,உருப்படி
271,Sache::N,,பொருள்
272,Rand::N,,தொங்கு
273,Kante::N,,விளிம்பு
274,Ecke::N,,மூலை
275,Spitze::N,,முனை
276,Ende::N,,முடிவு
277,Loch::N,,துளை
278,Winkel::N,,கோணம்
279,Muster::N,,பாங்கு
280,Größe::N,,அளவு
281,Länge::N,,நீளம்
282,Höhe::N,,உயரம்
283,Gewicht::N,,எடை
284,Menge::N,,தொகை
285,Haufen::N,,குவியல்
286,Reihe::N,,வரிசை
287,Boot::N,,படகு
288,Ruder::N,,துடுப்பு
289,Schlitten::N,,சகடையிலா வண்டி
290,Ski::N,,பனிச் சறுக்கல்
291,Lagerfeuer::N,,மூட்டம்
292,Last::N,,பாரம்
293,Gang::N,,நடை
294,Schritt::N,,காலடி
295,Norden::N,,வடக்கு
296,Süden::N,,தெற்கு
297,Westen::N,,மேற்கு திசை
298,Osten::N,,கிழக்கு
299,Holz::N,,மரக்கட்டை
300,Brett::N,,பலகை
301,Platte::N,,பலகம்
302,Stütze::N,,அடைப்புகன்
303,Stange::N,,கம்பம்
304,Stock::N,,குச்சி
305,Stab::N,,கம்பு
306,Rohr::N,,குழாய்
307,Haus::N,,வீடு
308,Heim::N,,வீடு
309,Ofen::N,,அடுப்பு
310,Fußboden::N,,தரை
311,Tisch::N,,மேசை
312,Stuhl::N,,நாற்காலி
313,Wiege::N,,தொட்டில்
314,Bett::N,,படுக்கை
315,Regal::N,,அலமாரி
316,Kiste::N,,பெட்டி
317,Fenster::N,,சாளரம்
318,Tür::N,,கதவு
319,Tor::N,,வாசற்கதவு
320,Zaun::N,,வேலி
321,Dach::N,,கூரை
322,Leiter::N,,ஏணி
323,Besen::N,,விளக்குமாறு
324,Spaten::N,,மண்வெட்டி
325,Schaufel::N,,அடிதண்டா
326,Gabel::N,,முட்கரண்டி
327,Löffel::N,,கரண்டி
328,Messer::N,,கத்தி
329,Nagel::N,,ஆணி
330,Netz::N,,வலை
331,Haken::N,,கொக்கி
332,Griff::N,,கைப்பிடி
333,Schloss::N,,பூட்டு
334,Bild::N,,படம்
335,Figur::N,,எண்ணிக்கை
336,Puppe::N,,பொம்மை
337,Beutel::N,,பை
338,Bündel::N,,பொதி
339,Tasche::N,,பை
340,Eimer::N,,வாளி
341,Deckel::N,,உறை
342,Geschirr::N,,பாத்திரம்
343,Sack::N,,பை
344,Tasse::N,,கிண்ணம்
345,Topf::N,,பானை
346,Kessel::N,,கெண்டி
347,Essen::N,,உணவருந்துதல்
348,Nahrung::N,,உணவு
349,Speise::N,,உணவு வகை
350,Fleisch::N,,இறைச்சி
351,Getreide::N,,மக்காச்சோளம்
352,Brei::N,,கஞ்சி
353,Brot::N,,ரொட்டி
354,Scheibe::N,,துண்டு
355,Fett::N,,கொழுப்பு
356,Butter::N,,வெண்ணெய்
357,Öl::N,,எண்ணெய்
358,Salz::N,,உப்பு
359,Suppe::N,,ரசம்
360,Honig::N,,தேன்
361,Milch::N,,பால்
362,Tee::N,,தெனீர்
363,Leder::N,,பதம் செய்யப்பட்ட தோல்
364,Wolle::N,,கம்பளி
365,Stoff::N,,துணி
366,Nadel::N,,ஊசி
367,Faden::N,,நூல்
368,Knopf::N,,பொத்தான்
369,Knoten::N,,முடிச்சு
370,Farbe::N,,வண்ணக் குழம்பு
371,Kleidung::N,,ஆடைகள்
372,Hemd::N,,சட்டை
373,Kragen::N,,கழுத்துப் பட்டை
374,Ärmel::N,,சட்டைக்கை
375,Hose::N,,கால்சட்டை
376,Gürtel::N,,பெல்ட்
377,Mütze::N,,தொப்பி
378,Schuh::N,,காலணி
379,Stiefel::N,,காலணி
380,Ring::N,,மோதிரம்
381,Band::N,,நாடா
382,Kamm::N,,கீப்பு
383,Spiegel::N,,ஆடி
384,Spiegel::N,,கண்ணாடி
385,Riemen::N,,வார்
386,Schnur::N,,கயிறு
387,Leine::N,,தோல்வார்
388,Decke::N,,போர்வை
389,Kissen::N,,தலையணை
390,Tuch::N,,துணி
391,Handtuch::N,,தண்டு
392,Kraft::N,,நிர்பந்தம்
393,Stärke::N,,பலம்
394,Gesundheit::N,,ஆரோக்கியம்
395,Krankheit::N,,நோய்
396,Schmerz::N,,வலி
397,Wunde::N,,காயம்
398,Fieber::N,,காய்ச்சல்
399,Arznei::N,,மருந்து
400,Brücke::N,,பாலம்
401,Brunnen::N,,கேணி
402,Weide::N,,மேய்ச்சல் நிலம்
403,Pfad::N,,நடை வழி
404,Weg::N,,வழி
405,Straße::N,,சாலை
406,Dorf::N,,கிராமம்
407,Stadt::N,,நகரம்
408,Brief::N,,கடிதம்
409,Buch::N,,புத்தகம்
410,Buchstabe::N,,எழத்து
411,Zeitung::N,,செய்தித்தாள்
412,Leben::N,,வாழ்க்கை
413,Tod::N,,மரணம்
414,Grab::N,,சமாதி
415,Kirche::N,,தேவாலயம்
416,Sünde::N,,பாவம்
417,Gott::N,,கடவுள்
418,Arbeiter::N,,தொழிலாளி
419,Chef::N,,மேலாளர்
420,Meister::N,,தலைவன்
421,Arzt::N,,மருத்துவர்
422,Lehrer::N,,ஆசிரியர்
423,Geld::N,,பணம்
424,Geschäft::N,,வாணிபம்
425,Laden::N,,கடை
426,Preis::N,,விலை
427,Ware::N,,சாமன்கள்
428,Nutzen::N,,இலாபம்
429,Reichtum::N,,சொத்து
430,Welt::N,,உலகம்
431,Land::N,,நாடு
432,Staat::N,,நாடு
433,König::N,,அரசன்
434,Macht::N,,அதிகாரம்
435,Grenze::N,,எல்லை
436,Krieg::N,,போர்
437,Feind::N,,எதிரி
438,Gewalt::N,,வன்முறை
439,Kampf::N,,போராட்டம்
440,Bogen[Waffe]::N,,வில்
441,Pfeil::N,,அம்பு
442,Gewehr::N,,துப்பாக்கி
443,Fehler::N,,தவறு
444,Lüge::N,,பொய்
445,Schaden::N,,சேதாரம்
446,Unglück::N,,இடையூறு
447,Schuld::N,,குற்றம்
448,Alter::N,,வயது
449,Schluss::N,,முடிவு
450,Zeit::N,,காலம்
451,Tag::N,,நாள்
452,Morgen::N,,காலை நேரம்
453,Mittag::N,,மதியம்
454,Abend::N,,மாலைப் பொழுது
455,Nacht::N,,இரவு
456,Woche::N,,வாரம்
457,Monat::N,,மாதம்
458,Jahr::N,,வருடம்
459,Frühling::N,,வசந்தம்
460,Sommer::N,,கோடை
461,Herbst::N,,இலையுதிர் காலம்
462,Winter::N,,குளிர்காலம்
463,Januar::N,,ஜனவரி
464,Februar::N,,பிபரவரி மாதம்
465,März::N,,மார்ச் மாதம்
466,April::N,,ஏப்ரல் மாதம்
467,Mai::N,,மே மாதம்
468,Juni::N,,ஜூன் மாதம்
469,Juli::N,,ஜூலை மாதம்
470,August::N,,ஆகஸ்ட் மாதம்
471,September::N,,செப்டம்பர் மாதம்
472,Oktober::N,,அக்டோபர் மாதம்
473,November::N,,நவம்பர் மாதம்
474,Dezember::N,,டிசம்பர்
475,Montag::N,,திங்கட் கிழமை
476,Dienstag::N,,செவ்வாய்க்கிழமை
477,Mittwoch::N,,புதன் கிழமை
478,Donnerstag::N,,வியாழக் கிழமை
479,Freitag::N,,வெள்ளிக்கிழமை
480,Samstag::N,,சனிக்கிழமை
481,Sonntag::N,,ஞாயிறுக் கிழமை
482,groß::A,,பெரிய
483,klein::A,,சிறிய
484,lang::A,,நீண்ட
485,kurz::A,,குட்டையான
486,breit::A,,அகலமான
487,schmal::A,,குறுகலான
488,dicht::A,,அடர்த்தியான
489,dick[Gegenstand]::A,,தடித்த
490,dünn::A,,சன்னமான
491,fein::A,,மெல்லிய
492,fest::A,,உறுதியாள
493,flach::A,,தட்டையான
494,glatt::A,,வழுவழுப்பான
495,hart::A,,கடினமான
496,weich::A,,மென்மையான
497,rund::A,,உருண்டையான
498,spitz::A,,திகந்தமாக
499,scharf::A,,கூரான
500,stumpf::A,,உளம் திறந்த
501,schwer::A,,கனமான
502,schön::A,,அழகான
503,heiß::A,,சூடான
504,warm::A,,இதமான
505,kalt::A,,குளிர்ச்சியான
506,kühl::A,,குளிர்ச்சியான
507,frisch::A,,சுத்தமான
508,feucht::A,,ஈரமான
509,nass::A,,ஈரமான
510,trocken::A,,உலர்ந்த
511,voll::A,,நிரம்பிய
512,leer::A,,காலியான
513,offen::A,,திறந்த
514,geschlossen::A,,மூடப்பட்ட
515,sauber::A,,சுத்தமான
516,schmutzig::A,,அழக்கான
517,roh::A,,கச்சா
518,reif::A,,பழுத்த
519,lecker::A,,சுவைமிக்க
520,süß::A,,இனிப்பான
521,bitter::A,,கசப்பான
522,sauer::A,,புளிப்பாக
523,hell::A,,பளபளப்பான
524,dunkel::A,,கருமையான
525,schwarz::A,,கருப்பு வண்ண
526,weiß::A,,வெண்மையன
527,rot::A,,சிவப்பு
528,gelb::A,,மஞ்சள் வண்ணம்
529,blau::A,,நீல வண்ண
530,grün::A,,பச்சை வண்ண
531,grau::A,,சாம்பல் நிற
532,bunt::A,,வண்ண மயமான
533,billig::A,,மலிவான
534,teuer::A,,விலை அதிகமான
535,wertvoll::A,,மதிப்புள்ள
536,blind::A,,பார்வையற்ற
537,taub::A,,செவிடான
538,kräftig::A,,வலிமையான
539,stark::A,,பலமான
540,schwach::A,,பலவீனமான
541,fett::A,,பருமனாக
542,schlank::A,,ஒல்லியான
543,hübsch::A,,அழகிய
544,böse::A,,கேடு விளைவிக்கும்
545,dumm::A,,முட்டாள்தனமான
546,faul::A,,சோம்பலான
547,fleißig::A,,ஊக்கந்தளராத
548,geizig::A,,கஞேசத்தனமான
549,klug::A,,சாதுரியமான
550,geschickt::A,,திறமையள்ள
551,lieb::A,,அன்புக்குரிய
552,lustig::A,,களிப்புமிக்க
553,sanft::A,,சாதுவான
554,hungrig::A,,பசியுடன்
555,krank::A,,நோயுற்று
556,nackt::A,,ஆடையற்ற
557,traurig::A,,சோகமான
558,lebendig::A,,பிழைப்பு
559,gut::A,,நல்ல
560,schlecht::A,,கெட்ட
561,richtig::A,,சரியான
562,schlimm::A,,அருவருப்பான
563,wahr::A,,உண்மையான
564,alt::A,,பழைய
565,neu::A,,புதிய
566,ehemalig::A,,முன்நாள்
567,alt[Lebewesen]::A,,வயதான
568,jung::A,,இளமையான
569,arm::A,,ஏழ்மையான
570,reich::A,,செல்வம் படைத்த
571,bekannt::A,,பழக்கப்பட்ட
572,berühmt::A,,புகழ்பெற்ற
573,fremd::A,,அயல் நாட்டு
574,verschieden::A,,வித்தியாசமான
575,nah::A,,பக்கத்தில் உள்ள
576,fern::A,,தொலை தூரத்தில்
577,linker::A,,மீந்திருக்கும்
578,rechter::A,,வலதுபக்கம்
579,anderer::A,,மற்ற
580,erster::A,,முதனமையான
581,zweiter::A,,இரண்டாவது
582,dritter::A,,மூன்றாவது
583,letzter::A,,கடைசி
584,allein::ADV,,தனியாக
585,auf einmal::ADV,,தடீரென்று
586,zusammen::ADV,,சேர்ந்து
587,lange::ADV,,அதிக நோம்
588,plötzlich::ADV,,தடீரென்று
589,sofort::ADV,,உடனடியாக
590,später::ADV,,பிறகு
591,jetzt::ADV,,இப்பொழது
592,heute::ADV,,இன்று
593,morgen::ADV,,நாளைக்கு
594,bald::ADV,,சீக்கிரம்
595,dann::ADV,,அப்பொழுது
596,gestern::ADV,,நேற்று
597,einst::ADV,,ஒரே முறை
598,damals::ADV,,அப்பொழுது
599,danach::ADV,,பிற்பாடு
600,vorher::ADV,,முன்பாக
601,zuerst::ADV,,முதலில்
602,einmal::ADV,,ஒரே முறை
603,manchmal::ADV,,சில நேரங்களில்
604,oft::ADV,,அடிக்கடி
605,immer::ADV,,எப்பொழுதும்
606,niemals::ADV,,ஒருபோதும் இல்லை
607,hier::ADV,,இங்கே
608,hierhin::ADV,,இவ்விடத்திற்கு
609,von hier::ADV,,இனி
610,dort::ADV,,அங்கே
611,dorthin::ADV,,அவ்விடத்திற்கு
612,geradeaus::ADV,,முன்னாலிருக்கும்
613,vorwärts::ADV,,முன்புறமாக
614,rückwärts::ADV,,பின்னோக்கி
615,zurück::ADV,,பின்பக்கம்
616,unten::ADV,,கீழாக
617,hinab::ADV,,கீழ் நோக்கி
618,oben::ADV,,மேலே
619,hinauf::ADV,,மேலே
620,überall::ADV,,எல்லா இடத்திலும்
621,nicht::ADV,,இல்லை
622,ein wenig::ADV,,கொஞ்சம்
623,kaum::ADV,,அரிதாக
624,sehr::ADV,,மிக்க
625,so::ADV,,மிகவும்
626,noch::ADV,,இப்பொழுதும்
627,nur::ADV,,மட்டும்
628,schon::ADV,,ஏற்கனவே
629,wieder::ADV,,மறுபடியும்
630,vergebens::ADV,,வீண்
631,vor::PRP,,முன்
632,hinter::PRP,,பின்பக்கம்
633,unter::PRP,,கீழே
634,durch::PRP,,ஊடே
635,neben::PRP,,அடுத்து
636,zwischen::PRP,,இடையில்
637,wegen::PRP,,ஏனெனில்
638,dies::PRN,,இது
639,das::PRN,,அது
640,alles::PRN,,ஒவ்வொன்றும்
641,ich::PRN,,நான்
642,du::PRN,,நீ
643,er::PRN,,அவன்
644,wir::PRN,,நாம்
645,wir::PRN,,நாங்கள்
646,ihr::PRN,,நீங்கள்
647,sie::PRN,,அவர்கள்
648,was::FPRN,,என்ன
649,wer::FPRN,,யார்
650,wo::FADV,,எங்கே
651,wohin::FADV,,எதற்கு
652,wie::FADV,,எப்படி
653,warum::FADV,,ஏன்
654,wieviel::FNUM,,எவ்வளவு
655,eins::NUM,,ஒன்று
656,zwei::NUM,,இரண்டு
657,drei::NUM,,மூன்று
658,vier::NUM,,நான்கு
659,fünf::NUM,,ஐந்து
660,sechs::NUM,,ஆறு
661,sieben::NUM,,ஏழு
662,acht::NUM,,எட்டு
663,neun::NUM,,ஒன்பது
664,zehn::NUM,,பத்து
665,elf::NUM,,பதினொன்று
666,zwölf::NUM,,பன்னிரண்டு
667,zwanzig::NUM,,இருபது
668,dreißig::NUM,,முப்பது
669,vierzig::NUM,,நாற்பது
670,fünfzig::NUM,,ஐமபது
671,sechzig::NUM,,அறுபது
672,siebzig::NUM,,எழுபது
673,achtzig::NUM,,எண்பது
674,neunzig::NUM,,தொன்னூறு
675,hundert::NUM,,நூறு
676,tausend::NUM,,ஆயிரம்
677,und::CNJ,,மற்றும்
678,oder::CNJ,,அல்லது
679,stehen::V,,நில்
680,sitzen::V,,உட்கார்
681,liegen::V,,படு
682,hängen::V,,தொங்கச் செய்
683,werden::V,,ஆகு
684,passieren::V,,நிகழ்
685,beginnen::V,,ஆரம்பி
686,enden::V,,முடி
687,wechseln::V,,மாற்று
688,aufgehen[Sonne]::V,,உயர எழு
689,untergehen[Sonne]::V,,பொறுத்து
690,scheinen[Sonne]::V,,பிரகாசி
691,donnern::V,,இடி
692,wehen::V,,வீசு
693,strömen::V,,பாயதல்
694,fließen::V,,நீரோட்டம் போக்கில் போ
695,sich drehen::V,,சுழல்
696,schwanken::V,,தள்ளாடு
697,schwingen::V,,ஆடு
698,fallen::V,,விழு
699,brennen::V,,எரி
700,rauchen::V,,பகை பிடி
701,regnen::V,,மழை பெய்
702,gefrieren::V,,உறைந்துவிடு
703,tauen::V,,உருகு
704,schmelzen::V,,உருகு
705,trocknen::V,,உலர்த்து
706,sieden::V,,கொதிக்க வை
707,faulen::V,,அழுகச் செய்
708,verfaulen::V,,அழுகச் செய்
709,reißen::V,,திடீரென அறு
710,versinken::V,,மூழ்கு
711,vergehen::V,,கடந்துசெல்
712,erscheinen::V,,தோன்றச்
713,verschwinden::V,,மறைந்து போ
714,sinken::V,,பதைவுறு
715,abnehmen::V,,குறை
716,zunehmen::V,,உயர்த்து
717,steigen::V,,உயர எழு
718,wachsen::V,,வளர்
719,glänzen::V,,மிளிர்
720,funkeln::V,,பிரகாசி
721,lärmen::V,,கொம்பு
722,läuten::V,,மணியொலியிசை
723,klingeln::V,,மணி அடி
724,klirren::V,,கிலுங்கு
725,brausen::V,,இரைதல்
726,rauschen::V,,சலசலப்பு
727,klingen::V,,சிலம்புதல்
728,bellen::V,,குரை
729,heulen::V,,ஊளையிடு
730,blasen::V,,ஊது
731,pfeifen::V,,சீழ்க்கை எழப்பு
732,schreien::V,,கூச்சலிடு
733,stöhnen::V,,வேதனை
734,zittern::V,,நடுங்கு
735,leben::V,,உயிருடனிரு
736,geboren werden::V,,பிற
737,atmen::V,,சுவாசி
738,trinken::V,,குடி
739,essen::V,,சாப்பிடு
740,schlucken::V,,முழுங்கு
741,müde werden::V,,கையயர்தல்
742,einschlafen::V,,தூங்க
743,schlafen::V,,தூங்கு
744,aufwachen::V,,எழுப்பு
745,aufstehen::V,,எழுந்திரு
746,sich erholen::V,,இளைப்பாறு
747,krank werden::V,,விழுதல்
748,krank sein::V,,நருக்கலாயிருக்க
749,schmerzen::V,,நோவுறு
750,husten::V,,இருமு
751,genesen::V,,குணம் அடை
752,sterben::V,,மரணமடை
753,umkommen::V,,நசி
754,sich bewegen::V,,நகர்த்து
755,sich rühren::V,,அசை
756,sich erheben::V,,எழுந்து நில்
757,sich setzen::V,,உட்கார்
758,hinfallen::V,,விழு
759,laufen::V,,நட
760,schreiten::V,,கவடுவைத்தல்
761,spazierengehen::V,,உலவு
762,eilen::V,,விரைந்து
763,sich beeilen::V,,அவசரப்படுத்து
764,sausen::V,,விரைந்து செல்
765,rennen::V,,ஓடு
766,springen::V,,குதி
767,klettern::V,,ஏறு
768,schaukeln::V,,தள்ளாடு
769,kriechen::V,,மெதுவாக நடந்து செல்
770,schwimmen::V,,நீந்து
771,tauchen::V,,மூழ்கி நீச்சலடி
772,rudern::V,,துடுப்புப் போடு
773,fahren::V,,ஓட்டு
774,fliegen::V,,பற
775,gehen::V,,போ
776,weggehen::V,,விலகிச் செல்
777,abfahren::V,,புறப்பட்டுச் செல்
778,anhalten::V,,நின்றுவிடு
779,hineingehen::V,,மறையச் செய்
780,eintreten::V,,நுழை
781,kommen::V,,வா
782,ankommen::V,,வநது சேர்
783,zurückkommen::V,,திரும்பி வா
784,bleiben::V,,இரு
785,warten::V,,தாமதி
786,erwarten::V,,எதிர்நோக்கு
787,suchen::V,,தேடு
788,finden::V,,கண்டுபிடி
789,versuchen::V,,முயற்சி செய்
790,vorbereiten::V,,ஆயத்தம் செய்
791,lieben::V,,அன்பு செலுத்து
792,mögen::V,,விரும்பு
793,lachen::V,,சிரி
794,rühren::V,,இதயத்தைத் தொடு
795,weinen::V,,அழு
796,schimpfen::V,,சாபமிடு
797,sich ärgern::V,,கோப்பபடு
798,sich fürchten::V,,பயப்படு
799,fürchten::V,,பயப்படுத்து
800,fliehen::V,,ஓடு
801,flüchten::V,,தப்பிவிடு
802,sehen::V,,பார்
803,anschauen::V,,கூர்ந்து கவனி
804,ansehen::V,,கவனி
805,hören::V,,கேள்
