,Concept_ID,kv,pt
814,durch::PRP,пыр,através de
815,neben::PRP,бокам,junto de
816,neben::PRP,бокам,ao lado de
817,neben::PRP,боксиным,junto de
818,neben::PRP,боксиным,ao lado de
819,zwischen::PRP,коласас,entre
820,wegen::PRP,понда,por
821,wegen::PRP,понда,por causa de
822,dies::PRN,эта,isto
823,das::PRN,сiя,isso
824,das::PRN,сiя,aquilo
825,alles::PRN,быдӧс,todo
826,ich::PRN,ме,eu
827,du::PRN,тэ,tu
828,er::PRN,сiя,ele
829,wir::PRN,мийӧ,nós
830,ihr::PRN,ті,vós
831,ihr::PRN,ті,vocês
832,sie::PRN,нія,eles
833,was::FPRN,мый,quê
834,wer::FPRN,кин,quem
835,wo::FADV,кытӧн,onde
836,wohin::FADV,кытчӧ,aonde
837,wohin::FADV,кытчӧ,para onde
838,wie::FADV,дзик,como
839,warum::FADV,мыля,porquê
840,warum::FADV,мыля,por que
841,warum::FADV,мыйсянь,porquê
842,warum::FADV,мыйсянь,por que
843,wieviel::FNUM,мымда,quanto
844,eins::NUM,ӧт,um
845,zwei::NUM,кык,dois
846,drei::NUM,куим,três
847,vier::NUM,нёль,quatro
848,fünf::NUM,вит,cinco
849,sechs::NUM,квать,seis
850,sieben::NUM,сизим,sete
851,acht::NUM,кыкьямыс,oito
852,neun::NUM,ӧкмыс,nove
853,zehn::NUM,дас,dez
854,elf::NUM,дасотік,onze
855,zwölf::NUM,даскык,doze
856,zwanzig::NUM,кыкдас,vinte
857,dreißig::NUM,куимдас,trinta
858,vierzig::NUM,нёльдас,quarenta
859,fünfzig::NUM,витдас,cinquenta
860,sechzig::NUM,кватьдас,sessenta
861,siebzig::NUM,сизимдас,setenta
862,achtzig::NUM,кыкьямысдас,oitenta
863,neunzig::NUM,ӧкмысдас,noventa
864,hundert::NUM,сто,cem
865,hundert::NUM,сто,cento
866,tausend::NUM,тысяча,mil
867,und::CNJ,и,e
868,und::CNJ,да,e
869,oder::CNJ,или,ou
870,stehen::V,сулавны,estar em pé
871,sitzen::V,пукавны,estar sentado
872,liegen::V,куйлыны,jazer
873,liegen::V,куйлыны,estar deitado
874,hängen::V,ӧшавны,pender
875,hängen::V,ӧшавны,estar pendurado
876,werden::V,лоны,tornar-se
877,passieren::V,аркмыны,acontecer
878,beginnen::V,петны,começar
879,enden::V,-сь,acabar
880,enden::V,-сь,terminar
881,enden::V,бырны,acabar
882,enden::V,бырны,terminar
883,wechseln::V,вежсьыны,variar
884,wechseln::V,вежсьыны,alternar
885,aufgehen[Sonne]::V,петавны,nascer
886,untergehen[Sonne]::V,пуксьыны,pôr-se
887,scheinen[Sonne]::V,югьявны,brilhar
888,donnern::V,гымавны,trovejar
889,wehen::V,пӧлявны,soprar
890,strömen::V,киссьыны,correr
891,fließen::V,визывтны,fluir
892,sich drehen::V,бергавны,girar
893,schwanken::V,кӧвьясьны,oscilar
894,schwingen::V,дюттясьны,vibrar
895,fallen::V,усьны,cair
896,brennen::V,сотчыны,arder
897,rauchen::V,тшынасьны,fumegar
898,regnen::V,зэрны,chover
899,gefrieren::V,гегдыны,gelar
900,gefrieren::V,гегдыны,congelar
901,tauen::V,сывны,derreter
902,tauen::V,сывны,descongelar
903,schmelzen::V,сывны,fundir-se
904,trocknen::V,косьмыны,secar
905,sieden::V,пизьны,ferver
906,faulen::V,нёльзьыны,estragar-se
907,verfaulen::V,тӧрмыны,apodrecer
908,verfaulen::V,сiсьмыны,apodrecer
909,reißen::V,косясьны,romper-se
910,versinken::V,вӧйны,afundar-se
911,vergehen::V,мунны,passar
912,erscheinen::V,мыччисьны,aparecer
913,verschwinden::V,ӧшны,desaparecer
914,sinken::V,ямны,descer
915,abnehmen::V,ямны,diminuir
916,abnehmen::V,ямны,decrescer
917,zunehmen::V,паськавны,crescer
918,zunehmen::V,паськавны,aumentar
919,steigen::V,лэбтiсьны,subir
920,wachsen::V,быдмыны,crescer
921,glänzen::V,свиттявны,brilhar
922,funkeln::V,югйовтлыны,cintilar
923,funkeln::V,югйӧв-керны,cintilar
924,lärmen::V,чавзыны,fazer barulho
925,läuten::V,диньгыны,chocalhar
926,klingeln::V,силькӧтны,tocar
927,klirren::V,жольӧтны,tinir
928,brausen::V,гуасьны,bramar
929,rauschen::V,кышӧтны,murmurar
930,rauschen::V,кышӧтны,rumorejar
931,klingen::V,горавны,soar
932,bellen::V,увтны,ladrar
933,bellen::V,вувтны,ladrar
934,heulen::V,уннявны,uivar
935,blasen::V,пӧлявны,soprar
936,pfeifen::V,пиксыны,assobiar
937,schreien::V,айзыны,gritar
938,stöhnen::V,ойзыны,gemer
939,stöhnen::V,ружтыны,gemer
940,zittern::V,легьявны,tremer
941,leben::V,овны,viver
942,geboren werden::V,шогмыны,nascer
943,atmen::V,лолавны,respirar
944,trinken::V,юны,beber
945,essen::V,сёйны,comer
946,schlucken::V,ньылавны,engolir
947,müde werden::V,мыдзны,cansar-se
948,einschlafen::V,ланьтны,adormecer
949,schlafen::V,узьны,dormir
950,aufwachen::V,саймыны,acordar
951,aufwachen::V,пальмыны,acordar
952,aufstehen::V,сувтны,levantar-se
953,sich erholen::V,шоччисьлыны,descansar
954,krank werden::V,моржитны,adoecer
955,krank werden::V,моржитны,ficar doente
956,krank sein::V,шогавны,estar doente
957,krank sein::V,визьӧтны,estar doente
958,schmerzen::V,висьны,doer
959,husten::V,кашляйтны,tossir
960,genesen::V,бурдны,convalescer
961,sterben::V,кувны,morrer
962,umkommen::V,вийсьыны,perecer
963,sich bewegen::V,локны,mover-se
964,sich bewegen::V,ветлӧтны,mover-se
965,sich rühren::V,вӧрзьӧтчыны,mexer-se
966,sich erheben::V,сувтны,levantar-se
967,sich setzen::V,пуксьыны,sentar-se
968,hinfallen::V,пӧрласьны,cair
969,laufen::V,мунны,andar
970,laufen::V,мунны,caminhar
971,schreiten::V,тальччавны,andar
972,schreiten::V,тальччавны,caminhar
973,spazierengehen::V,котрасьны,passear
974,eilen::V,тэрмасьны,apressar-se
975,sich beeilen::V,тэрмасьны,apressar-se
976,sich beeilen::V,тэрмасьны,despachar-se
977,sausen::V,вирдавны-котӧртны,correr
978,springen::V,чеччавны,saltar
979,klettern::V,кышасьны,trepar
980,schaukeln::V,чурликасьны,baloiçar
981,kriechen::V,кыскасьны-мунны,rastejar
982,kriechen::V,кыскасьны-мунны,arrastar-se
983,schwimmen::V,вартчыны,nadar
984,tauchen::V,сунгисьны ваӧ,mergulhar
985,rudern::V,сынны,remar
986,fahren::V,мунны,ir
987,fliegen::V,лэбавны,voar
988,gehen::V,мунны,ir
989,gehen::V,мунны,andar
990,weggehen::V,мунны,partir
991,weggehen::V,мунны,ir-se embora
992,abfahren::V,иньдӧтчыны,sair
993,abfahren::V,иньдӧтчыны,partir
994,abfahren::V,мунны,sair
995,abfahren::V,мунны,partir
996,anhalten::V,сувтны,parar
997,hineingehen::V,пырны,entrar
998,eintreten::V,пырны,entrar
999,kommen::V,локны,vir
1000,ankommen::V,локны,chegar
1001,zurückkommen::V,бертны,voltar
1002,zurückkommen::V,бертны,regressar
1003,zurückkommen::V,панӧвтсьыны,voltar
1004,zurückkommen::V,панӧвтсьыны,regressar
1005,bleiben::V,кольччыны,ficar
1006,bleiben::V,кольччыны,permanecer
1007,warten::V,видзчисьны,esperar
1008,erwarten::V,видзчисьны,esperar
1009,erwarten::V,видзчисьны,aguardar
1010,suchen::V,кошшыны,buscar
1011,suchen::V,кошшыны,procurar
1012,finden::V,адззыны,achar
1013,finden::V,адззыны,encontrar
1014,versuchen::V,пондыны,tentar
1015,versuchen::V,пондӧтны,tentar
1016,vorbereiten::V,лӧсьӧтны,preparar
1017,lieben::V,милуйтны,amar
1018,lieben::V,милуйтны,querer
1019,mögen::V,радейтны,gostar de
1020,lachen::V,серавны,rir
1021,lachen::V,серавны,rir-se
1022,rühren::V,сьӧлӧм вӧрзьӧтны,comover
1023,weinen::V,горзыны,chorar
1024,schimpfen::V,видчыны,ralhar
1025,sich ärgern::V,лёкавны,zangar-se
1026,sich fürchten::V,повны,ter medo de
1027,sich fürchten::V,повны,ter receio de
1028,fürchten::V,повны,temer
1029,fürchten::V,повны,recear
1030,fliehen::V,пышшыны,fugir
1031,flüchten::V,пышшыны,refugiar-se
1032,sehen::V,адззыны,ver
1033,anschauen::V,видзӧтны,olhar
1034,ansehen::V,видзӧтны,mirar
1035,hören::V,кывны,ouvir
1036,zuhören::V,кывзыны,escutar
1037,probieren::V,пешлыны,provar
1038,probieren::V,пешлыны,saborear
1039,riechen::V,дукавны,cheirar
1040,fühlen::V,кывны,sentir
1041,scheinen::V,декуйтчыны,parecer
1042,zu sehen sein::V,тыдавны,estar à vista
1043,vernehmen::V,тӧдмавны,ouvir
1044,frieren::V,гегдыны,ter frio
1045,tun::V,керны,fazer
1046,können::V,вермыны,saber
1047,wollen::V,мӧдны,querer
1048,anfangen::V,петны,iniciar
1049,beenden::V,ештӧтны,acabar
1050,beenden::V,ештӧтны,terminar
1051,beenden::V,керыштны,acabar
1052,beenden::V,керыштны,terminar
1053,aufhören::V,дугдыны,cessar
1054,aufhören::V,дугдыны,desistir
1055,gelingen::V,шогмыны,sair bem
1056,gelingen::V,шогмыны,dar bom resultado
1057,geraten::V,мыччисьны,sair
1058,geraten::V,мыччисьны,dar resultado
1059,öffnen::V,осьтны,abrir
1060,schließen::V,пӧднавны,fechar
1061,stellen::V,сувтӧтны,pôr
1062,stellen::V,сувтӧтны,colocar
1063,setzen::V,пуксьӧтны,pôr
1064,setzen::V,пуксьӧтны,meter
1065,legen::V,пуктыны,pôr
1066,legen::V,пуктыны,meter
1067,berühren::V,вӧрзьӧтны,tocar
1068,verbinden::V,йитны,unir
1069,verbinden::V,йитны,ligar
1070,bedecken::V,вевттьыны,cobrir
1071,aufhängen::V,ӧшӧтны,pendurar
1072,anzünden::V,ӧзтыны,acender
1073,aufheben::V,лэбтыны,apanhar
1074,aufheben::V,лэбтыны,levantar
1075,zurücklassen::V,кольны,deixar
1076,verlieren::V,ӧштыны,perder
1077,fallen lassen::V,уськӧтны,deixar cair
1078,machen::V,керны,fazer
1079,herstellen::V,вӧчны,produzir
1080,bauen::V,строитны,edificar
1081,bauen::V,строитны,construir
1082,reparieren::V,вочны,reparar
1083,reparieren::V,вочны,consertar
1084,verbessern::V,бурсьӧтны,melhorar
1085,ändern::V,вежны,mudar
1086,ändern::V,вежны,alterar
1087,graben::V,гарйыны,cavar
1088,beugen::V,кусіньтны,curvar
1089,biegen::V,чукыльтыштны,vergar
1090,drehen::V,бергӧтны,girar
1091,wenden::V,бергӧтны,virar
1092,wenden::V,бергӧтны,voltar
1093,umdrehen::V,бергӧтны,virar
1094,umdrehen::V,бергӧтны,revolver
1095,heben::V,лэбтыны,levantar
1096,hochheben::V,лэбтыны,erguer
1097,hochheben::V,лэбтыны,levantar
1098,ergreifen::V,кватитны,apanhar
1099,halten::V,видзны,segurar
1100,drücken::V,личкыны,apertar
1101,schieben::V,тойлавны,empurrar
1102,kratzen::V,шаркӧтны,raspar
1103,lecken::V,нювны,lamber
1104,beißen::V,йирны,morder
1105,abreißen::V,орӧтны,arrancar
1106,abschneiden::V,шӧрыштны,talhar
1107,abschneiden::V,вундыштны,talhar
1108,binden::V,гӧрдззыны,ligar
1109,stecken::V,мӧртны,meter
1110,stecken::V,мӧртны,enfiar
1111,brechen::V,жугдыны,romper
1112,brechen::V,жугдыны,quebrar
1113,klopfen::V,зукӧтны,bater
1114,hauen::V,желльыны,bater
1115,kleben::V,лякӧтны,colar
1116,reiben::V,зыртны,esfregar
1117,streichen::V,мавтны,barrar
1118,schleifen::V,кыскыны,afiar
1119,schneiden::V,вундавны,cortar
1120,rütteln::V,шатлавны,sacudir
1121,schütteln::V,зыбӧтны,abanar
1122,schütteln::V,зыбӧтны,sacudir
1123,schwenken::V,ӧвтны,agitar
1124,schwenken::V,макайтны,agitar
1125,schütten::V,кисьтны,deitar
1126,füllen::V,тыртны,encher
1127,füllen::V,тырсьӧтны,encher
1128,einwickeln::V,тубны,envolver
1129,einwickeln::V,тубны,embrulhar
1130,tragen::V,новйӧтны,levar
1131,tragen::V,новйӧтны,trazer
1132,schleppen::V,кыскыны,arrastar
1133,ziehen::V,кыскыны,puxar
1134,aufbewahren::V,видзны,guardar
1135,aufbewahren::V,видзны,conservar
1136,werfen::V,шентывлыны,lançar
1137,fangen::V,кутны,apanhar
1138,packen::V,кутасьны,agarrar
1139,packen::V,кватитны,agarrar
1140,verstecken::V,дзебны,esconder
1141,teilen::V,торйӧтны,partir
1142,teilen::V,торйӧтны,dividir
1143,schicken::V,иньдыны,enviar
1144,bringen::V,вайны,trazer
1145,hinzufügen::V,содтыны,acrescentar
1146,bekommen::V,получитны,obter
1147,erhalten::V,получитны,receber
1148,nehmen::V,босьтны,tomar
1149,wählen::V,бӧрйыны,eleger
1150,wählen::V,бӧрйыны,escolher
1151,auswählen::V,бӧрйыны,escolher
1152,auswählen::V,бӧрйыны,seleccionar
1153,bewahren::V,видзны,guardar
1154,bewahren::V,видзны,conservar
1155,behindern::V,падтыны,impedir
1156,verderben::V,изводавны,estragar
1157,verderben::V,изводавны,corromper
1158,beschädigen::V,паздыны,danificar
1159,zerbrechen::V,паздыны,romper
1160,zerbrechen::V,паздыны,quebrar
1161,zerreißen::V,косявны,rasgar
1162,zerstören::V,паздыны,destruir
1163,verbrennen::V,сотны,queimar
1164,geben::V,сетны,dar
1165,reichen::V,сетны,passar
1166,schenken::V,козьнавны,oferecer
1167,versprechen::V,кӧсйыны,prometer
1168,wünschen::V,бурсьыны,desejar
1169,loben::V,ошкыны,louvar
1170,küssen::V,окавны,beijar
1171,wiegen::V,тюттьӧтны,embalar
1172,zudecken::V,вевттьыны,tapar
1173,zudecken::V,вевттьыны,cobrir
1174,wecken::V,саймӧтны,acordar
1175,wecken::V,саймӧтны,despertar
1176,zeigen::V,мыччавны,mostrar
1177,führen::V,нуӧтны,guiar
1178,führen::V,нуӧтны,conduzir
1179,lehren::V,велӧтны,ensinar
1180,unterrichten::V,велӧтны,instruir
1181,aufziehen::V,быдтыны,criar
1182,leiten::V,юравны,dirigir
1183,leiten::V,юравны,conduzir
1184,leiten::V,веськӧтлыны,dirigir
1185,leiten::V,веськӧтлыны,conduzir
1186,antreiben::V,тэрмӧтны,impelir
1187,lassen::V,-ӧтыны,fazer
1188,einladen::V,корны,convidar
1189,vereinigen::V,ӧтувтны,unir
1190,vereinigen::V,ӧтувтны,reunir
1191,vereinigen::V,ӧтлаавны,unir
1192,vereinigen::V,ӧтлаавны,reunir
1193,besuchen::V,пыравлыны,ir ver
1194,besuchen::V,пыравлыны,visitar
1195,treffen::V,пантавны,encontrar
1196,sich versammeln::V,ӧксьыны,reunir-se
1197,spielen::V,орсны,jogar
1198,spielen::V,орсны,brincar
1199,singen::V,сьывны,cantar
1200,tanzen::V,йӧктыны,bailar
1201,sich trennen::V,торьясьны,apartar-se
1202,verlassen::V,кольны,deixar
1203,verlassen::V,кольны,abandonar
1204,retten::V,мынтны,salvar
1205,bewachen::V,смекайтны,vigiar
1206,bewachen::V,смекайтны,guardar
1207,schützen::V,дорйыны,proteger
1208,verteidigen::V,дорйыны,defender
1209,sich schlagen::V,тышкасьны,brigar
1210,sich schlagen::V,тышкасьны,bater-se
1211,schießen::V,лыйны,disparar
1212,siegen::V,вермыны,vencer
1213,ärgern::V,лӧгӧтны,irritar
1214,ärgern::V,лӧгӧтны,aborrecer
1215,schlagen::V,базнитны,bater
1216,treten::V,чужьявны,pisar
1217,stechen::V,бытшкыны,picar
1218,stoßen::V,тапкыны,empurrar
1219,stoßen::V,тойыштны,empurrar
1220,stehlen::V,гусявны,furtar
1221,stören::V,костіавны,perturbar
1222,belästigen::V,назыляйтны,incomodar
1223,belästigen::V,назыляйтны,importunar
1224,verbergen::V,дзебны,ocultar
1225,verbergen::V,дзебны,esconder
1226,täuschen::V,бӧбӧтны,iludir
1227,täuschen::V,бӧбӧтны,enganar
1228,täuschen::V,пӧрьявны,iludir
1229,täuschen::V,пӧрьявны,enganar
1230,betrügen::V,муклачитны,burlar
1231,betrügen::V,муклачитны,enganar
1232,töten::V,вийны,matar
1233,wohnen::V,овны,morar
1234,arbeiten::V,уджавны,trabalhar
1235,sammeln::V,ӧктыны,recolher
1236,sammeln::V,ӧктыны,coleccionar
1237,pflücken::V,судзлавны,colher
1238,jagen::V,вӧравны,caçar
1239,fischen::V,чериавны,pescar
1240,fassen::V,кутны,apanhar
1241,hüten::V,вердны,guardar
1242,hüten::V,йирсьӧтны,guardar
1243,treiben::V,вашӧтны,conduzir
1244,anbinden::V,кӧртавны,atar
1245,füttern::V,вердны,dar de comer a
1246,melken::V,высьтыны,ordenhar
1247,melken::V,чилькӧтны,ordenhar
1248,hacken::V,керавны,rachar
1249,gießen::V,киськавны,regar
1250,reifen::V,кисьмыны,amadurecer
1251,zubereiten::V,лӧсьӧтны,preparar
1252,kochen::V,пуны,cozer
1253,backen::V,пӧжавны,cozer
1254,braten::V,жаритны,assar
1255,braten::V,жаритны,fritar
1256,umrühren::V,соравны,remexer
1257,stricken::V,домавны,tricotar
1258,stricken::V,домавны,fazer malha
1259,nähen::V,вурны,coser
1260,nähen::V,вурны,costurar
1261,färben::V,краситны,tingir
1262,färben::V,краситны,colorir
1263,reinigen::V,весӧтны,limpar
1264,reinigen::V,весӧтны,purificar
1265,waschen::V,пеславны,lavar
1266,abwischen::V,чышкыны,limpar
1267,abwischen::V,чышкыны,esfregar
1268,spülen::V,гывьявны,lavar
1269,spülen::V,гывьявны,enxaguar
1270,fegen::V,чышкыны,varrer
1271,kehren::V,чышкыны,varrer
1272,baden::V,купайтчыны ,banhar
1273,baden::V,купайтчыны ,tomar banho
1274,sich waschen::V,миссьыны,lavar-se
1275,ausziehen::V,гыжтӧтны,despir
1276,ausziehen::V,пӧрччавны,despir
1277,anziehen::V,пасьтавны,vestir
1278,sich anziehen::V,пасьтасьны,vestir-se
1279,kämmen::V,сынавны,pentear
1280,schmücken::V,баситны,adornar
1281,sagen::V,висьтавны,dizer
1282,sprechen::V,шуны,falar
1283,reden::V,баитны,falar
1284,sich unterhalten::V,сёрнитны,conversar
1285,fragen::V,юавны,perguntar
1286,bitten::V,корны,pedir
1287,erzählen::V,висьтавны,contar
1288,mitteilen::V,висьтавны,comunicar
1289,mitteilen::V,висьтавны,participar
1290,nennen::V,нимтны,nomear
1291,nennen::V,нимтны,apelidar
1292,rufen::V,китсавны,chamar
1293,rufen::V,корны,chamar
1294,rufen::V,чукӧстны,chamar
1295,prahlen::V,ошшасьны,gabar-se
1296,prahlen::V,ошшасьны,vangloriar-se
1297,übersetzen::V,вуджӧтны,traduzir
1298,denken::V,чайтны,pensar
1299,glauben::V,веритны,crer
1300,bemerken::V,казявны,notar
1301,bemerken::V,казявны,observar
1302,erkennen::V,тӧдсавны,reconhecer
1303,begreifen::V,вежӧртны,apreender
1304,begreifen::V,вежӧртны,compreender
1305,verstehen::V,кывны,entender
1306,verstehen::V,кывны,compreender
1307,lernen::V,велӧтчыны,aprender
1308,wissen::V,тӧдны,saber
1309,sich erinnern an::V,касьтывны,lembrar-se de
1310,sich erinnern an::V,касьтывны,recordar-se de
1311,vergessen::V,вунӧтны,esquecer
1312,messen::V,меряйтны,medir
1313,zählen::V,лыддьыны,contar
1314,rechnen::V,лыддьыны,calcular
1315,lesen::V,лыддьӧтны,ler
1316,zeichnen::V,гижмавны,desenhar
1317,schreiben::V,гижны,escrever
1318,besitzen::V,лоны,possuir
1319,kaufen::V,небны,comprar
1320,verkaufen::V,вузавны,vender
1321,bezahlen::V,вештыны,pagar
1322,zahlen::V,вештыны,pagar
1323,ertragen::V,терпитны,suportar
1324,Insel::N,,ilha
1325,Menge::N,,quantidade
1326,Gewalt::N,,violência
1327,Alter::N,,idade
1328,richtig::A,,justo
1329,richtig::A,,correcto
1330,wahr::A,,verdadeiro
1331,berühmt::A,,famoso
1332,berühmt::A,,célebre
1333,allein::ADV,,só
1334,rennen::V,,correr
1335,malen::V,,pintar
1336,beherrschen::V,,imperar
