,Concept_ID,ru,te
708,donnern::V,греметь,ఉరుముట
709,wehen::V,дуть,దురద్పప్టము
710,strömen::V,литься,పారుట
711,fließen::V,течь,ప్రవహించు
712,sich drehen::V,вращаться,తిరుగు
713,schwanken::V,колебаться,ఆడించుట
714,schwingen::V,качаться,ఊగుట
715,fallen::V,падать,పడు
716,brennen::V,гореть,కాలుట
717,rauchen::V,дымить,పొగసుట
718,regnen::V,дождить,కురిపించుట
719,gefrieren::V,замерзнуть,గడ్డకట్టు
720,tauen::V,таять,కరగు
721,schmelzen::V,плавиться,కరగు
722,trocknen::V,сохнуть,యెండుట
723,sieden::V,кипеть,ఉడుకు
724,faulen::V,гнить,క్రుళ్లు
725,verfaulen::V,сгнить,క్షిణించు
726,reißen::V,рваться,చించు
727,versinken::V,тонуть,మునుగు
728,vergehen::V,проходить,సంభవించు
729,erscheinen::V,появиться,కనబడు
730,verschwinden::V,исчезнуть,అదృశ్యమగు
731,sinken::V,спадать,ముణుగుట
732,abnehmen::V,уменьшиться,తగ్గు
733,zunehmen::V,увеличиваться,పెరుగుట
734,steigen::V,подниматься,లేచు
735,wachsen::V,расти,పెరుగు
736,glänzen::V,блестеть,ప్రకాశించు
737,funkeln::V,сверкать,ప్రకాశించు
738,lärmen::V,шуметь,అరుచుట
739,läuten::V,звонить,మేళవించుట
740,klingeln::V,звонить,వాయించుట
741,klirren::V,звякать,ఘంటానాదము
742,brausen::V,бушевать,గర్జించు
743,rauschen::V,шелестеть,చటచటమనుట
744,klingen::V,звучать,ధ్వనించుట
745,bellen::V,лаять,అఱచు
746,heulen::V,выть,కూయు
747,blasen::V,дунуть,దురద్పప్టము
748,pfeifen::V,свистеть,ఈలవేయు
749,schreien::V,кричать,అఱచు
750,stöhnen::V,стонать,మూలుగు
751,zittern::V,дрожать,వణకు
752,leben::V,жить,జీవించుట
753,geboren werden::V,родиться,పుట్టుట
754,atmen::V,дышать,ఉపిరి తీయు
755,trinken::V,пить,త్రాగు
756,essen::V,есть,తిను
757,essen::V,кушать,తిను
758,schlucken::V,глотать,మ్రింగు
759,müde werden::V,устать,అలయు
760,einschlafen::V,заснуть,నిద్రించు
761,schlafen::V,спать,నిద్రురించు
762,aufwachen::V,проснуться,మేలుకొను
763,aufstehen::V,встать,లేచు
764,sich erholen::V,отдыхать,నడ్డి వాల్చు
765,krank werden::V,заболеть,జబ్బుపడు
766,krank sein::V,болеть,జబ్బు చేయు
767,schmerzen::V,болеть,నొచ్చుట
768,husten::V,кашлять,దగ్గుట
769,genesen::V,поправиться,కుదురుట
770,sterben::V,умереть,మరణించు
771,umkommen::V,погибнуть,నశించు
772,sich bewegen::V,двигаться,కదలు
773,sich rühren::V,шевельнуться,కదలు
774,sich erheben::V,встать,లేచు
775,sich setzen::V,сесть,కూర్చుణ్డు
776,hinfallen::V,упасть,దొర్లు
777,laufen::V,ходить,నడచు
778,schreiten::V,шагать,అడుగుపెట్టుట
779,spazierengehen::V,гулять,పచారు చేయు
780,eilen::V,спешить,తొందరపడు
781,sich beeilen::V,торопиться,త్వరపెట్టు
782,sausen::V,мчаться,విసరికొట్టు
783,rennen::V,бегать,పరుగెత్తు
784,springen::V,прыгать,దుముకు
785,klettern::V,лазать,ఎక్కు
786,schaukeln::V,раскачиваться,ఉయ్యాల ఊగు 
787,kriechen::V,ползать,ప్రాకు
788,schwimmen::V,плавать,ఈదు
789,tauchen::V,нырять,మునుగు
790,rudern::V,грести,తెడ్లతోఁగడపు
791,fahren::V,ехать,నడపు
792,fliegen::V,летать,ఎగురు
793,gehen::V,идти,పోవు
794,weggehen::V,уйти,బయలుదేరు
795,abfahren::V,отправиться,విడిచిపోవు
796,anhalten::V,остановиться,నిలుపు
797,hineingehen::V,входить,ప్రవేశించు
798,eintreten::V,войти,ప్రవేశించు
799,kommen::V,прийти,వచ్చు
800,ankommen::V,прибыть,వచ్చి చేరు
801,zurückkommen::V,возвратиться,తిరిగీవచ్చుట
802,bleiben::V,остаться,ఉండు
803,warten::V,ждать,కనిపెట్టు
804,erwarten::V,ожидать,నిరిక్షించు
805,suchen::V,искать,వెదకు
806,finden::V,найти,కనుగొను
807,versuchen::V,пытаться,ప్రయత్నించు
808,vorbereiten::V,подготовить,తయారుచేయు
809,lieben::V,любить,ప్రేమించు
810,mögen::V,любить,ఇష్టపడు
811,lachen::V,смеяться,నవ్వు
812,rühren::V,растрогать,గుండె తాకు
813,weinen::V,плакать,వీడ్చు
814,schimpfen::V,ругаться,గొణుగు
815,sich ärgern::V,сердиться,అలుగు
816,sich fürchten::V,бояться,భయపడు
817,fürchten::V,бояться,భయపడు
818,fliehen::V,убегать,పాఱిపోపు
819,flüchten::V,убежать,తప్పించుకొను
820,sehen::V,видеть,చూచు
821,anschauen::V,посмотреть,చూచు
822,ansehen::V,смотреть,కాచియుండు
823,hören::V,слышать,విను
824,zuhören::V,слушать,విను
825,probieren::V,пробовать,చవిచూచుట
826,riechen::V,нюхать,వాసనచూచు
827,fühlen::V,чувствовать,స్పర్శించుట
828,scheinen::V,казаться,కనబడు
829,zu sehen sein::V,виднеться,చూవు
830,vernehmen::V,услышать,విను
831,frieren::V,мерзнуть,చలికి వడకు
832,tun::V,делать,చేయు
833,können::V,мочь,గల
834,können::V,уметь,గల
835,wollen::V,хотеть,కోరు
836,anfangen::V,начать,ఆరంభించు
837,beenden::V,закончить,ముగించు
838,aufhören::V,перестать,నిలుపు
839,gelingen::V,удаться,గెలుపాందు
840,geraten::V,оказаться,వెలువడు
841,öffnen::V,открыть,తెఱచు
842,schließen::V,закрыть,మూయు
843,stellen::V,поставить,ఉంచు
844,setzen::V,посадить,ఉంచు
845,legen::V,класть,పెట్టు
846,berühren::V,трогать,తాకు
847,verbinden::V,связать,చేర్చుట
848,bedecken::V,покрыть,మూయు
849,aufhängen::V,повесить,వ్రేలాడదీయు
850,anzünden::V,зажечь,వెలిగించు
851,aufheben::V,поднять,సేకరించు
852,zurücklassen::V,оставить,విడుచు
853,verlieren::V,потерять,పోగొట్టుకొను
854,fallen lassen::V,уронить,జాఱవిడుచు
855,machen::V,сделать,చేయు
856,herstellen::V,изготовить,ఉత్పత్తిచేయు
857,bauen::V,строить,నిర్మించు
858,reparieren::V,чинить,సరిచేయు
859,verbessern::V,улучшить,వృద్ధి చేయు
860,ändern::V,изменить,మార్చు
861,graben::V,копать,త్రవ్వు
862,beugen::V,согнуть,వంచు
863,biegen::V,погнуть,వంచు
864,drehen::V,вертеть,నూలువడుకు
865,wenden::V,повернуть,త్రిప్పు
866,umdrehen::V,перевернуть,త్రిప్పు
867,heben::V,поднимать,ఎత్తు
868,hochheben::V,поднять,ఎత్తు
869,ergreifen::V,схватить,వశపఱచుకొను
870,halten::V,держать,ఉంచు
871,drücken::V,нажимать,అణచు
872,schieben::V,толкать,నొక్కు
873,kratzen::V,скрести,గోకు
874,lecken::V,лизать,నాకు
875,beißen::V,кусать,కఱచు
876,abreißen::V,оторвать,తెగతెంచు
877,abschneiden::V,отрезать,తెగకొట్టు
878,binden::V,вязать,కట్టు
879,stecken::V,воткнуть,తగులుకొనివుండుట
880,brechen::V,сломать,పగులగొట్టు
881,klopfen::V,стучать,కొట్టు
882,hauen::V,бить,కొట్టు
883,kleben::V,клеить,అంటుకొను
884,reiben::V,тереть,రాచు
885,streichen::V,намазать,వ్యాపింపజేయు
886,schleifen::V,точить,రాచు
887,schneiden::V,резать,కోయు
888,rütteln::V,шатать,కుదిలించుట
889,schütteln::V,трясти,కదల్చు
890,schwenken::V,махать,ఊచుట
891,schütten::V,налить,పోయు
892,füllen::V,наполнить,నింపు
893,einwickeln::V,завернуть,చుట్టు
894,tragen::V,нести,మోయు
895,schleppen::V,тащить,ఈడ్చు
896,ziehen::V,тянуть,ఈడ్చు
897,aufbewahren::V,хранить,కాపాడు
898,werfen::V,бросать,విసరు
899,fangen::V,ловить,పట్టుకొను
900,packen::V,схватить,పట్టుకొను
901,verstecken::V,спрятать,దాచు
902,teilen::V,разделить,భాగించు
903,schicken::V,посылать,పంపు
904,bringen::V,принести,తెచ్చు
905,hinzufügen::V,добавить,చేర్చు
906,bekommen::V,достать,సంపాదించు
907,erhalten::V,получить,పుచ్చుకొను
908,nehmen::V,взять,తీసికొను
909,wählen::V,выбрать,ఇష్టపడు
910,auswählen::V,отобрать,ఏరుకొను
911,bewahren::V,сохранить,భద్రపఱుచు
912,behindern::V,препятствовать,అడ్డగించుట
913,verderben::V,испортить,చెఱచు
914,beschädigen::V,повредить,చెరుపుట
915,zerbrechen::V,разбить,పగులగొట్టు
916,zerreißen::V,разорвать,చించు
917,zerstören::V,разрушить,వాశనము చేయు
918,verbrennen::V,сжечь,కాల్చు
919,geben::V,дать,ఇచ్చు
920,reichen::V,передать,అందుకొనుట
921,schenken::V,дарить,అర్పించు
922,versprechen::V,обещать,వాగ్దత్తము చేయు
923,wünschen::V,желать,కోరు
924,loben::V,хвалить,స్తుతించు
925,küssen::V,целовать,ముద్దుపెట్టుకొను
926,wiegen::V,качать,ఊచుట
927,zudecken::V,накрыть,మూయు
928,wecken::V,разбудить,నిద్రపలేపుట
929,zeigen::V,показать,చూవు
930,führen::V,вести,దారిచూపు
931,lehren::V,учить,బోధించు
932,unterrichten::V,преподавать,నేర్పు
933,aufziehen::V,воспитать,పెంచు
934,leiten::V,руководить,తీసుకపోవుట
935,antreiben::V,подгонять,ప్రేరేపించు
936,lassen::V,заставить,అనుమతించు
937,einladen::V,пригласить,ఆహ్వానించు
938,vereinigen::V,объединить,కూడుట
939,besuchen::V,посетить,పోయి చూచు
940,treffen::V,встретить,కలియు
941,sich versammeln::V,собраться,కూర్చు
942,spielen::V,играть,ఆట లాడు
943,singen::V,петь,పాడు
944,tanzen::V,плясать,నృత్యముచేయు
945,tanzen::V,танцевать,నృత్యముచేయు
946,sich trennen::V,расстаться,ఎడబాయుట
947,verlassen::V,покинуть,విడుచు
948,retten::V,спасти,తప్పించుట
949,bewachen::V,охранять,కాపాడు
950,schützen::V,уберегать,రక్షించు
951,verteidigen::V,защитить,రక్షించు
952,sich schlagen::V,драться,జగడమాడు
953,schießen::V,стрелять,కాల్చు
954,siegen::V,победить,గెలుచు
955,ärgern::V,сердить,పీడించుట
956,schlagen::V,ударить,కొట్టు
957,treten::V,пинать,తన్ను
958,stechen::V,уколоть,కుట్టు
959,stoßen::V,толкнуть,గెంటు
960,stehlen::V,украсть,దొంగిలించు
961,stören::V,помешать,కలతపఱచు
962,belästigen::V,надоедать,పీడించు
963,verbergen::V,скрыть,దాచు
964,täuschen::V,обмануть,మోసము చేయు
965,betrügen::V,смошенничать,మోసపుచ్చు
966,töten::V,убить,చంపు
967,wohnen::V,проживать,నివసించు
968,arbeiten::V,работать,పనిచేయు
969,sammeln::V,собрать,ప్రోగుచేయు
970,pflücken::V,рвать,యేరుట
971,pflücken::V,срывать,యేరుట
972,jagen::V,охотиться,వేటాడు
973,fischen::V,рыбачить,వెదకు
974,fassen::V,поймать,పట్టుకొమ
975,hüten::V,пасти,మందచేరుట
976,treiben::V,гнать,నడపు
977,anbinden::V,привязать,కట్టు
978,füttern::V,кормить,భోజనము పెట్టు
979,melken::V,доить,పాలు పితుకు
980,hacken::V,рубить,నఱకు
981,gießen::V,полить,నీళ్ళుకట్టుట
982,reifen::V,созреть,పండుట
983,zubereiten::V,приготовить,వండు
984,kochen::V,варить,వండు
985,backen::V,печь,రొట్టెకాల్చు
986,braten::V,жарить,వేపు
987,umrühren::V,перемешать,కదులుట
988,stricken::V,вязать,అల్లు
989,nähen::V,шить,కుట్టు
990,färben::V,покрасить,రంగు వేయు
991,reinigen::V,очистить,శుభ్రము చేయు
992,waschen::V,стирать,కడుగు
993,abwischen::V,вытереть,తుడుచు
994,spülen::V,полоскать,నీటిలో జడించు
995,fegen::V,подметать,ఊడ్చు
996,kehren::V,мести,ఊడ్చు
997,baden::V,купаться,స్నానము చేయు
998,sich waschen::V,мыться,కడుగు
999,ausziehen::V,снять,విప్పు
1000,anziehen::V,надеть,ధరించు
1001,sich anziehen::V,одеться,బట్టలు వేసుకొను
1002,sich anziehen::V,одеться,తొడుగుకొను
1003,kämmen::V,причесать,దువ్వుట
1004,schmücken::V,украсить,అలంకరించు
1005,sagen::V,сказать,చెప్పు
1006,sprechen::V,говорить,చెప్పు
1007,reden::V,разговаривать,మాటలాడు
1008,sich unterhalten::V,беседовать,ముచ్చటలాడు
1009,fragen::V,спросить,ప్రశ్నించు
1010,bitten::V,просить,కోరు
1011,erzählen::V,рассказать,చెప్పు
1012,mitteilen::V,сообщить,తెలియజేయు
1013,nennen::V,назвать,పేరు వెట్టు
1014,rufen::V,звать,పిలుచు
1015,prahlen::V,хвастаться,జల్లి
1016,übersetzen::V,перевести,తర్జుమాచేయు
1017,denken::V,думать,ఆలోచించు
1018,glauben::V,верить,నమ్ము
1019,bemerken::V,заметить,గుర్తించు
1020,erkennen::V,узнать,గుర్తించు
1021,begreifen::V,понять,గ్రహించు
1022,begreifen::V,постичь,గ్రహించు
1023,verstehen::V,услышать,గ్రహించు
1024,lernen::V,учиться,నేర్చు కొను
1025,wissen::V,знать,తెలిసికొను
1026,sich erinnern an::V,вспомнить,జ్ఞాపకముంచుకొను
1027,vergessen::V,забыть,మఱచిపోవు
1028,messen::V,мерить,కొలుచుట
1029,zählen::V,считать,లెక్కపెట్టు
1030,rechnen::V,считать,లెక్కపెట్టు
1031,lesen::V,читать,చదువు
1032,malen::V,рисовать,పూనుట
1033,zeichnen::V,рисовать,వ్రాసుట
1034,schreiben::V,писать,వ్రాయు
1035,besitzen::V,иметь,కలిగియుండు
1036,kaufen::V,купить,కొను
1037,verkaufen::V,продать,అమ్ము
1038,bezahlen::V,заплатить,చెల్లించు
1039,zahlen::V,платить,చెల్లించు
1040,beherrschen::V,владеть,ఏలు
1041,ertragen::V,вытерпеть,భరించు
