,Concept_ID,lez,br
780,scheinen[Sonne]::V,ишигь гун,lugernañ
781,donnern::V,къукърумар авун,taranal
782,strömen::V,авахьун,deredek
783,fließen::V,авахьун,redek
784,sich drehen::V,элкъуьн,troiñ
785,schwanken::V,юзун,trantellat
786,schwingen::V,галтад хьун,froumal
787,fallen::V,аватун,kouezhañ
788,brennen::V,кун,deviñ
789,brennen::V,ккун,deviñ
790,regnen::V,къун,glavañ
791,gefrieren::V,муркӏади кьун,reviñ
792,tauen::V,цӏурун,diskornañ
793,schmelzen::V,цӏурун,teuziñ
794,trocknen::V,кьурун,sec'hañ
795,sieden::V,ругун,berviñ
796,faulen::V,кутӏун,breinañ
797,verfaulen::V,чуьруьтмиш хьун,breinañ
798,verfaulen::V,кутӏун,breinañ
799,reißen::V,атӏун,darnaouiñ
800,reißen::V,къазунун,darnaouiñ
801,versinken::V,батмиш хьун,sodellañ
802,vergehen::V,алатун,tremen
803,erscheinen::V,майдандиз акъатун,donet war-wel
804,verschwinden::V,квахьун,monet diwar wel
805,sinken::V,элекьун,en em izelat
806,abnehmen::V,тӏимил хьун,nebeutaat
807,abnehmen::V,гъвечӏи хьун,nebeutaat
808,zunehmen::V,артух хьун,kreskiñ
809,steigen::V,хкаж хьун,sevel
810,wachsen::V,экъечӏун,kreskiñ
811,glänzen::V,цӏарцӏар гун,lugernañ
812,funkeln::V,нур гун,elieniñ
813,lärmen::V,ван авун,rabotat
814,läuten::V,зенг ягъун,
815,klingeln::V,зенг ягъун,
816,klirren::V,зигринг авун,diridignat
817,klirren::V,зигринг авун,sterlinkañ
818,brausen::V,къати хьун,gwegal
819,rauschen::V,вишриш авун,trouzal
820,klingen::V,ван авун,seniñ
821,bellen::V,элуькьун,harzhal
822,heulen::V,къув ягъун,yudal
823,blasen::V,уф гун,c'hwezhañ
824,pfeifen::V,уьфт ягъун,c'hwitellat
825,schreien::V,гьараюн,huchal
826,stöhnen::V,суза авун,hirvoudiñ
827,zittern::V,зурзун,krenañ
828,leben::V,яшамиш хьун,bevañ
829,geboren werden::V,хьун,genel
830,atmen::V,нефес чӏугун,tennañ e anal
831,trinken::V,хъун,evañ
832,essen::V,тӏуьн,debriñ
833,schlucken::V,туькьуьнун,lonkañ
834,müde werden::V,галатун,skuizhañ
835,müde werden::V,юргъун хьун,skuizhañ
836,einschlafen::V,ксун,menel kousket
837,schlafen::V,ксун,kousket
838,aufwachen::V,ахварай аватун,dihuniñ
839,aufstehen::V,къарагъун,sevel
840,sich erholen::V,ял ягъун,diskuizhañ
841,krank werden::V,кефсуз хьун,klañviñ
842,krank sein::V,тӏа хьун,bezañ klañv
843,schmerzen::V,тӏа хьун,skourjezañ
844,husten::V,уьгьуь ягъун,pasaat
845,husten::V,уьгьуь ягъун,peudal
846,genesen::V,сагъ хъхьун,pareañ
847,sterben::V,кьин,mervel
848,umkommen::V,терг хьун,perisañ
849,sich bewegen::V,юзун,bouljal
850,sich rühren::V,юзун,fiñval
851,sich erheben::V,къарагъун,sevel
852,sich setzen::V,ацукьун,azezañ
853,sich setzen::V,ацукьун,mont en e goazez
854,hinfallen::V,алукьун,kouezhañ
855,laufen::V,къекъуьн,redek
856,schreiten::V,ккамар къачун,kerzhet
857,spazierengehen::V,сейр авун,pourmen
858,eilen::V,тади авун,hastañ
859,sich beeilen::V,гьерекатун,hastañ
860,sausen::V,чкурун,karzhañ
861,rennen::V,катун,redek
862,rennen::V,зверун,redek
863,springen::V,хкадарун,lammat
864,klettern::V,акьахун,krimpat
865,kriechen::V,капаралди фин,skrampañ
866,schwimmen::V,сирнав авун,neuial
867,tauchen::V,кьилихъди циз вегьин,splujañ
868,rudern::V,кьусуйралди лодка гьалун,roeñvat
869,rudern::V,цуьруьгъуьлдалди кӏватӏун,roeñvat
870,fahren::V,фин,kas
871,fahren::V,фин,bleniañ
872,fliegen::V,лув гун,nijal
873,fliegen::V,цавай фин,nijal
874,gehen::V,фин,mont
875,weggehen::V,хъфин,mont kuit
876,abfahren::V,фин,mont kuit
877,abfahren::V,рекье гьатун,mont kuit
878,anhalten::V,акъвазун,chom a-sav
879,hineingehen::V,гьахьун,monet e-barzh
880,eintreten::V,гьахьун,monet e-barzh
881,kommen::V,атун,dont
882,ankommen::V,атун,erruout
883,zurückkommen::V,хтун,addonet
884,bleiben::V,амукьун,chom
885,warten::V,гуьзлемишун,gortoz
886,erwarten::V,вил алаз акъвазун,gortoz
887,suchen::V,къекъуьн,klask
888,finden::V,жугъун,kavout
889,versuchen::V,алахъун,klask
890,vorbereiten::V,гьазурун,aozañ
891,lieben::V,кӏан хьун,karout
892,mögen::V,рикӏ ацукьун,karout
893,lachen::V,хъуьруьн,c'hoarzin
894,weinen::V,шехьун,gouelañ
895,schimpfen::V,сеперар гун,krozal
896,schimpfen::V,экъуьгъунар авун,krozal
897,sich ärgern::V,хъел акатун,fachañ
898,sich ärgern::V,хъел акатун,en em fachañ
899,sich fürchten::V,кичӏе хьун,
900,fürchten::V,къурхутмиш хьун,
901,fliehen::V,катун,tec'het
902,flüchten::V,катун,tuzañ
903,sehen::V,акун,gwelet
904,anschauen::V,вил вегьин,sellout ouzh
905,ansehen::V,килигун,sellout ouzh
906,hören::V,ван хьун,klevet
907,zuhören::V,яб гун,selaou
908,probieren::V,дад акун,blasa
909,riechen::V,ни чӏугун,klevet
910,fühlen::V,гьисс авун,santout
911,frieren::V,кьун,anoued
912,frieren::V,мекьи хьун,anoued
913,tun::V,авун,ober
914,können::V,хьун,gouzout
915,können::V,акъакьун,gouzout
916,wollen::V,кӏан хьун,fellout da
917,wollen::V,кӏан хьун,kaout c'hoant da
918,anfangen::V,башламишун,kregiñ
919,beenden::V,куьтягьун,achuiñ
920,aufhören::V,акъвазун,paouez
921,gelingen::V,арадал атун,
922,geraten::V,акъатун,
923,öffnen::V,ахъаюн,digeriñ
924,schließen::V,акьалун,serriñ
925,stellen::V,эцигун,lakaat
926,setzen::V,ацукьарун,lakaat
927,legen::V,эцигун,lakaat
928,berühren::V,хкӏурун,touch
929,verbinden::V,гилигун,eren
930,bedecken::V,кӏевун,goloiñ
931,aufhängen::V,куьрсарун,istribilhañ
932,anzünden::V,куькӏуьрун,alumiñ
933,anzünden::V,куькӏуьрун,c'hwezzañ
934,aufheben::V,хкажун,dastum
935,zurücklassen::V,тун,lezel
936,verlieren::V,квадарун,koll
937,fallen lassen::V,авадрун,laoskel
938,fallen lassen::V,авадрун,lezel da gouezhel
939,machen::V,авун,ober
940,machen::V,кар авун,ober
941,herstellen::V,расун,fardañ
942,bauen::V,туькӏуьрун,sevel
943,reparieren::V,расун,adaozañ
944,verbessern::V,хъсанрун,gwellaat
945,ändern::V,табдил авун,cheñch
946,graben::V,эгъуьнун,kleuzañ
947,beugen::V,акӏажарун,plegañ
948,beugen::V,кангур авун,plegañ
949,biegen::V,патахъарун,krommañ
950,drehen::V,алчударун,treiñ
951,umdrehen::V,элкъуьрун,treiñ
952,heben::V,хкажун,sevel
953,hochheben::V,хкажун,sevel
954,ergreifen::V,агалчна кьун,kemer
955,halten::V,кьун,dalc'hen
956,drücken::V,чуькьуьн,bountañ
957,schieben::V,хуртӏ гун,poulzañ
958,kratzen::V,къадгъунун,skrabat
959,lecken::V,мез гун,lipat
960,beißen::V,кӏасун,kregiñ
961,abreißen::V,галудун,diframmañ
962,abschneiden::V,атӏун,troc'hañ
963,stecken::V,сухун,sankañ
964,brechen::V,хун,darnaouiñ
965,brechen::V,кукӏварун,darnaouiñ
966,klopfen::V,тахъ-тахъ авун,skoiñ
967,hauen::V,ягъун,dornañ
968,kleben::V,алкӏурун,pegañ
969,kleben::V,кукӏурун,pegañ
970,reiben::V,тӏушунун,taravat
971,reiben::V,тӏушунун,trekiñ
972,streichen::V,алтадун,toazañ
973,schleifen::V,кӏвенкӏв авун,lemmañ
974,schneiden::V,атӏун,troc'hañ
975,rütteln::V,къарсурун,tordorosañ
976,schütteln::V,къарсурун,hejañ
977,schwenken::V,элягъун,
978,schwenken::V,галтадун,
979,schütten::V,цун,diskargañ
980,füllen::V,ацӏурун,kargañ
981,einwickeln::V,кутун,gronnañ
982,einwickeln::V,элкъуьрун,gronnañ
983,tragen::V,тухун,dougen
984,schleppen::V,галчӏурун,stlejal
985,ziehen::V,ялун,sachañ
986,ziehen::V,чӏугун,sachañ
987,aufbewahren::V,хуьн,miret
988,werfen::V,гадрун,teuler
989,fangen::V,кьун,tapañ
990,packen::V,кьун,krapat
991,verstecken::V,кӏевун,kuzhat
992,teilen::V,паюн,rannañ
993,schicken::V,ракъурун,kas
994,bringen::V,гъун,degas
995,hinzufügen::V,алава авун,lakat ouzhpenn
996,bekommen::V,къачун,kaout
997,bekommen::V,жугъурун,kaout
998,erhalten::V,къачун,kaout
999,nehmen::V,къачун,kemer
1000,wählen::V,хкягъун,choaz
1001,auswählen::V,хкягъун,dibab
1002,bewahren::V,хуьн,mirout
1003,behindern::V,манийвал авун,diaezañ
1004,verderben::V,чӏурун,lovrañ
1005,beschädigen::V,нукьсанвал гун,gwallegañ
1006,zerbrechen::V,хун,torriñ
1007,zerreißen::V,къазунун,diroegiñ
1008,zerstören::V,чӏурун,distrujañ
1009,zerstören::V,барбатӏун,distrujañ
1010,verbrennen::V,ккун,deviñ
1011,geben::V,гун,reiñ
1012,reichen::V,вугун,
1013,reichen::V,гун,
1014,schenken::V,пишкеш авун,donezonañ
1015,versprechen::V,гаф гун,prometiñ
1016,wünschen::V,дуьа авун,hetiñ
1017,loben::V,тариф авун,feurmiñ
1018,küssen::V,темен гун,pokat
1019,wiegen::V,эчӏягъун,pouezañ
1020,zudecken::V,гьалдун,goloiñ
1021,wecken::V,ахварай авудун,dihuniñ
1022,zeigen::V,къалурун,diskouez
1023,führen::V,тухун,kas
1024,lehren::V,кӏелиз тун,deskiñ
1025,unterrichten::V,тарс гун,kelenn
1026,aufziehen::V,тербия гун,
1027,aufziehen::V,тербияламишун,
1028,leiten::V,идара авун,bleinañ
1029,antreiben::V,тади кутун,poulzañ
1030,einladen::V,теклиф авун,pediñ
1031,vereinigen::V,сад авун,unisañ
1032,besuchen::V,кьилив атун,gweladenniñ
1033,treffen::V,гьалтун,kejal
1034,treffen::V,гьалтун,ankontrañ
1035,sich versammeln::V,алтӏушун,bodennañ
1036,spielen::V,къугъун,c'hoari
1037,singen::V,лугьун,kanañ
1038,singen::V,мани лугьун,kanañ
1039,tanzen::V,кьуьл авун,dañsal
1040,sich trennen::V,къакъатун,dispartiañ
1041,verlassen::V,гъил къачун,lezel
1042,retten::V,къутармишун,saveteiñ
1043,bewachen::V,хуьн,mesa
1044,schützen::V,хуьн,diwall
1045,verteidigen::V,хуьн,difenn
1046,sich schlagen::V,кукӏун,lopañ
1047,schießen::V,акъатун,
1048,siegen::V,гъалиб хьун,trec'hiñ
1049,ärgern::V,хъел гъун,hegasiñ
1050,ärgern::V,хъел кутун,hegasiñ
1051,schlagen::V,ягъун,skeiñ
1052,schlagen::V,галукьарун,skeiñ
1053,treten::V,кьуьл къекъягъун,botaouiñ
1054,treten::V,кьуьл эцягъун,botaouiñ
1055,stechen::V,акьадарун,pikat
1056,stoßen::V,эцягъун,stokañ
1057,stehlen::V,чуьнуьхун,laerezh
1058,stören::V,хкуьрун,direnkañ
1059,belästigen::V,хкуьрун,dregasiñ
1060,belästigen::V,азият гун,dregasiñ
1061,verbergen::V,далдаламишун,skoachañ
1062,täuschen::V,алцурарун,tromplañ
1063,täuschen::V,алцуррун,tromplañ
1064,betrügen::V,алцурарун,lorbañ
1065,betrügen::V,гьарамзадавал авун,lorbañ
1066,töten::V,яна кьин,lazhañ
1067,wohnen::V,дуланмиш хьун,bezañ o chom
1068,arbeiten::V,кӏвалахун,labourat
1069,arbeiten::V,кӏвалах авун,labourat
1070,sammeln::V,кӏватӏун,dastum
1071,pflücken::V,атӏун,kuntuilhañ
1072,jagen::V,гъуьрч авун,chaseal
1073,fischen::V,гъетер кьун,pesketa
1074,fassen::V,кьун,pakañ
1075,hüten::V,чӏура хуьн,geota
1076,treiben::V,гьалун,
1077,anbinden::V,акалун,stagañ
1078,füttern::V,ем гун,boueta
1079,melken::V,ацун,goro
1080,hacken::V,куьткуьнун,difrakal
1081,gießen::V,яд гун,dourañ
1082,reifen::V,чурун,azviñ
1083,reifen::V,агакьун,azviñ
1084,zubereiten::V,гьазурун,keginañ
1085,kochen::V,ругун,poazhañ
1086,backen::V,чурун,fritañ
1087,braten::V,чурун,rostañ
1088,umrühren::V,какадарун,
1089,stricken::V,хурун,stammañ
1090,nähen::V,цун,gwriat
1091,färben::V,шир ягъун,livañ
1092,reinigen::V,михьун,naetañ
1093,waschen::V,чуьхуьн,gwalc'hiñ
1094,abwischen::V,гуьцӏун,torchañ
1095,spülen::V,экъуьрун,disgwalc'hiñ
1096,fegen::V,шуткун,skubañ
1097,kehren::V,кул алтадун,skubañ
1098,baden::V,эхъуьн,kouronkañ
1099,sich waschen::V,жендек чуьхуьн,en em walc'hiñ
1100,ausziehen::V,хутӏунун,
1101,ausziehen::V,галудун,
1102,anziehen::V,алукӏун,
1103,sich anziehen::V,алукӏун,gwiskañ
1104,sich anziehen::V,парталар алукӏун,gwiskañ
1105,kämmen::V,эвягъун,kribat
1106,schmücken::V,безетмишун,kinklañ
1107,schmücken::V,гуьрчегарун,kinklañ
1108,sagen::V,лугьун,larêt
1109,sagen::V,лугьун,lavaret
1110,sprechen::V,рахун,komz
1111,reden::V,рахун,kaozeal
1112,sich unterhalten::V,ихтилат авун,balbotal
1113,fragen::V,жузун,goulenn
1114,bitten::V,тӏалабун,goulenn
1115,erzählen::V,ахъаюн,kontañ
1116,mitteilen::V,хабар гун,kemenn
1117,nennen::V,тӏвар гун,anviñ
1118,rufen::V,эверун,gelver
1119,prahlen::V,яцӏу гафар авун,fougeal
1120,übersetzen::V,таржума авун,treiñ
1121,übersetzen::V,гафладун,treiñ
1122,denken::V,фикир авун,soñjal
1123,glauben::V,агъун,krediñ
1124,bemerken::V,фикир гун,apresevañ
1125,begreifen::V,гъавурда акьун,meizañ
1126,lernen::V,кӏелун,deskiñ
1127,wissen::V,чир хьун,gouzout
1128,wissen::V,чирхьун,gouzout
1129,sich erinnern an::V,рикӏел хуьн,kaout soñj e
1130,vergessen::V,рикӏелай фин,ankouaat
1131,vergessen::V,рикӏелай алатун,ankouaat
1132,messen::V,алцумун,muzuliañ
1133,zählen::V,гьисабун,kontañ
1134,rechnen::V,гьисабун,jedañ
1135,lesen::V,кӏелун,lenn
1136,malen::V,кхьин,livañ
1137,malen::V,шикилар чӏугун,livañ
1138,zeichnen::V,чӏугун,tresañ
1139,schreiben::V,кхьин,skrivañ
1140,besitzen::V,иеси хьун,kaout
1141,kaufen::V,къачун,prenañ
1142,kaufen::V,маса къачун,prenañ
1143,verkaufen::V,гун,gwerzhañ
1144,verkaufen::V,маса гун,gwerzhañ
1145,bezahlen::V,къимет гун,paeañ
1146,bezahlen::V,эвезда авун,paeañ
1147,bezahlen::V,гьакъи агакьрун,paeañ
1148,zahlen::V,къимет гун,paeañ
1149,zahlen::V,эвезда авун,paeañ
1150,zahlen::V,гьакъи агакьрун,paeañ
1151,beherrschen::V,иеси хьун,mestroniañ
1152,ertragen::V,таб гун,anduriñ
1153,Oberschenkel::N,,morzhed
1154,Strömung::N,,red
1155,Moor::N,,taouarc'heg
1156,Gedächtnis::N,,eñvor
1157,Ski::N,,ski
1158,Platte::N,,plakenn
1159,Leine::N,,roll
1160,Geschäft::N,,stal
1161,dick[Gegenstand]::A,,tev
1162,auf einmal::ADV,,ar un dro
1163,zurück::ADV,,war-dreñv
1164,wieder::ADV,,adarre
1165,wehen::V,,c'hwezhañ
1166,rauchen::V,,divogedañ
1167,schaukeln::V,,brañsellat
1168,rühren::V,,tenerañ
1169,scheinen::V,,diskouez bezañ
1170,zu sehen sein::V,,bezañ gwelus
1171,vernehmen::V,,merzhañ
1172,wenden::V,,treiñ
1173,binden::V,,stagañ
1174,lassen::V,,leuskel
1175,erkennen::V,,anavout
1176,verstehen::V,,kompren
