,Concept_ID,ro,eu
148,Fluss::N,râu,uhaitz
149,Fluss::N,fluviu,ibai
150,Fluss::N,fluviu,uhaitz
151,Ufer::N,mal,bazter
152,Ufer::N,țărm,bazter
153,Küste::N,coastă,itsasalde
154,Festland::N,uscat,lehor
155,Meer::N,mare,itsaso
156,Bucht::N,golf,golko
157,Insel::N,insulă,irla
158,Insel::N,insulă,uharte
159,Blume::N,floare,lili
160,Gras::N,iarbă,belar
161,Wurzel::N,rădăcină,zuztar
162,Wurzel::N,rădăcină,sustrai
163,Baum::N,copac,zuhaitz
164,Baum::N,arbore,zuhaitz
165,Stamm::N,tulpină,enbor
166,Rinde::N,scoarță,azal
167,Ast::N,cracă,adar
168,Ast::N,creangă,adar
169,Zweig::N,ramură,abar
170,Zweig::N,creangă,abar
171,Blatt::N,frunză,hosto
172,Birke::N,mesteacăn,urki
173,Kiefer[Baum]::N,pin,ler
174,Weide[Baum]::N,salcie,zume
175,Weide[Baum]::N,salcie,sahats
176,Weide[Baum]::N,răchită,zume
177,Weide[Baum]::N,răchită,sahats
178,Tanne::N,brad,izei
179,Horn::N,corn,adar
180,Feder::N,pană,luma
181,Feder::N,pană,hegaki
182,Fell::N,piele,ile
183,Fell::N,piele,larru
184,Flügel::N,aripă,hego
185,Klaue::N,gheară,atzapar
186,Kralle::N,labă,erpe
187,Kralle::N,labă,atzapar
188,Kralle::N,gheară,erpe
189,Kralle::N,gheară,atzapar
190,Schwanz::N,coadă,isats
191,Schwanz::N,coadă,buztan
192,Ei::N,ou,arrautza
193,Nest::N,cuib,habia
194,Bau::N,bârlog,ohantze
195,Bau::N,vizuină,ohantze
196,Tier::N,animal,abere
197,Tier::N,animal,piztia
198,Herde::N,turmă,saldo
199,Herde::N,turmă,abere talde
200,Herde::N,cireadă,saldo
201,Herde::N,cireadă,abere talde
202,Kuh::N,vacă,behi
203,Bulle::N,taur,zezen
204,Pferd::N,cal,zaldi
205,Schaf::N,oaie,ardi
206,Schwein::N,porc,urde
207,Schwein::N,porc,txerri
208,Hund::N,câine,txakur
209,Katze::N,pisică,katu
210,Bär::N,urs,hartz
211,Eichhörnchen::N,veveriță,urtxintxa
212,Elch::N,elan,altze
213,Fuchs::N,vulpe,azeri
214,Hase::N,iepure,erbi
215,Maus::N,șoarece,sagu
216,Wolf::N,lup,otso
217,Vogel::N,pasăre,txori
218,Vogel::N,pasăre,hegazti
219,Schwarm::N,cârd,aldra
220,Huhn::N,găină,oilo
221,Hahn::N,cocoș,oilar
222,Gans::N,gâscă,antzara
223,Adler::N,vultur,arrano
224,Ente::N,rață,ahate
225,Eule::N,bufniță,hontza
226,Kranich::N,cocor,kurrilo
227,Krähe::N,cioară,bele
228,Kuckuck::N,cuc,kuku
229,Schwan::N,lebădă,beltxarga
230,Fisch::N,pește,arrain
231,Barsch::N,biban,perka
232,Hecht::N,știucă,lutxo
233,Schlange[Tier]::N,șarpe,suge
234,Wurm::N,vierme,har
235,Spinne::N,păianjen,armiarma
236,Ameise::N,furnică,inurri
237,Laus::N,păduche,zorri
238,Mücke::N,țânțar,eltxo
239,Fliege::N,muscă,euli
240,Schmetterling::N,fluture,pinpirin
241,Schmetterling::N,fluture,tximeleta
242,Beere::N,boabă,baia
243,Apfel::N,măr,sagar
244,Pilz::N,burete,onddo
245,Pilz::N,burete,perretxiko
246,Pilz::N,ciupercă,onddo
247,Pilz::N,ciupercă,perretxiko
248,Zwiebel::N,ceapă,tipula
249,Saat::N,semănătură,haziak
250,Korn::N,grâu,ale
251,Korn::N,grâu,pikor
252,Heu::N,fân,belar ondu
253,Schale::N,coajă,azal
254,Grube::N,groapă,hobi
255,Falle::N,cursă,harrapagailu
256,Falle::N,capcană,harrapagailu
257,Schlinge::N,laț,bilur
258,Schlinge::N,laț,xedera
259,Spur::N,dâră,lorratz
260,Asche::N,cenușă,errauts
261,Dreck::N,noroi,satsukeria
262,Dreck::N,murdărie,satsukeria
263,Eisen::N,fier,burdina
264,Gold::N,aur,urre
265,Gold::N,aur,urregorri
266,Silber::N,argint,zilar
267,Silber::N,argint,urrezuri
268,Kohle::N,cărbune,ikatz
269,Glas::N,sticlă,beira
270,Lehm::N,lut,buztin
271,Lehm::N,humă,buztin
272,Sand::N,nisip,harea
273,Sand::N,nisip,hondar
274,Mensch::N,om,gizaki
275,Mensch::N,persoană,gizaki
276,Mann::N,om,gizon
277,Mann::N,bărbat,gizon
278,Frau::N,femeie,andere
279,Frau::N,femeie,emakume
280,Kind::N,copil,haur
281,Junge::N,băiat,mutil
282,Junge::N,flăcău,mutil
283,Mädchen::N,fată,neska
284,Familie::N,familie,sendi
285,Familie::N,familie,familia
286,Großvater::N,bunic,aitona
287,Großvater::N,bunic,aitatxi
288,Großvater::N,tată mare,aitona
289,Großvater::N,tată mare,aitatxi
290,Großmutter::N,bunică,amona
291,Großmutter::N,bunică,amatxi
292,Großmutter::N,mamă mare,amona
293,Großmutter::N,mamă mare,amatxi
294,Eltern::N,părinți,gurasoak
295,Vater::N,tată,aita
296,Vater::N,părinte,aita
297,Mutter::N,mamă,ama
298,Sohn::N,fiu,seme
299,Sohn::N,fecior,seme
300,Tochter::N,fiică,alaba
301,Bruder::N,frate,neba
302,Bruder::N,frate,anaia
303,Schwester::N,soră,ahizpa
304,Onkel::N,unchi,osaba
305,Tante::N,mătușă,izeba
306,Ehemann::N,soț,senar
307,Ehemann::N,bărbat,senar
308,Ehefrau::N,soție,emazte
309,Freude::N,bucurie,poz
310,Freude::N,bucurie,pozkari
311,Gelächter::N,râset,barre
312,Gelächter::N,râset,karkara
313,Glück::N,fericire,zori
314,Kummer::N,mâhnire,xangrin
315,Kummer::N,mâhnire,atsekabe
316,Wunsch::N,dorință,nahi
317,Wunsch::N,dorință,nahikunde
318,Wunsch::N,deziderat,nahi
319,Wunsch::N,deziderat,nahikunde
320,Lust::N,poftă,gogo
321,Lust::N,înclinare,gogo
322,Geist::N,duh,gogo
323,Geist::N,minte,gogo
324,Geist::N,suflet,gogo
325,Gedanke::N,gând,gogoeta
326,Gedanke::N,cuget,gogoeta
327,Gedächtnis::N,memorie,oroimen
328,Gedächtnis::N,memorie,gogoramen
329,Verstand::N,minte,adimen
330,Verstand::N,minte,ulermen
331,Verstand::N,intelect,adimen
332,Verstand::N,intelect,ulermen
333,Sinn::N,sens,zentzu
334,Sinn::N,înțeles,zentzu
335,Grund::N,cauză,zergati
336,Grund::N,pricină,zergati
337,Wahrheit::N,adevăr,egia
338,Gespräch::N,convorbire,hizketa
339,Gespräch::N,convorbire,elkarrizketa
340,Gespräch::N,conversație,hizketa
341,Gespräch::N,conversație,elkarrizketa
342,Märchen::N,basm,ipuin
343,Märchen::N,poveste,ipuin
344,Erzählung::N,poveste,edesti
345,Erzählung::N,poveste,kontakizun
346,Nachricht::N,veste,albiste
347,Neuigkeit::N,noutate,berri
348,Neuigkeit::N,actualitate,berri
349,Name::N,nume,izen
350,Rätsel::N,ghicitoare,asmakizun
351,Rede::N,discurs,hitzaldi
352,Rede::N,discurs,mintzaldi
353,Sprache::N,limbă,hizkuntza
354,Sprache::N,limbaj,hizkuntza
355,Stimme::N,glas,ahots
356,Wort::N,cuvânt,hitz
357,Zeichen::N,semn,agerbide
358,Zeichen::N,semn,agergarri
359,Zeichen::N,semnal,agerbide
360,Zeichen::N,semnal,agergarri
361,Ruf::N,chemare,dei
362,Lärm::N,zgomot,zarata
363,Lärm::N,zgomot,harrabots
364,Lärm::N,tărăboi,zarata
365,Lärm::N,tărăboi,harrabots
366,Laut::N,sunet,hots
367,Ton::N,ton,tonu
368,Ton::N,ton,soinu
369,Lied::N,cântec,abesti
370,Ruhe::N,odihnă,nasaitasun
371,Ruhe::N,liniște,nasaitasun
372,Leute::N,lume,jende
373,Leute::N,oameni,jende
374,Volk::N,popor,herri
375,Volk::N,popor,populu
376,Volk::N,națiune,herri
377,Volk::N,națiune,populu
378,Arbeit::N,lucru,lan
379,Gast::N,musafir,arrotz
380,Gast::N,musafir,apopilo
381,Geschenk::N,dar,opari
382,Geschenk::N,cadou,opari
383,Spiel::N,joc,jolas
384,Gesellschaft::N,societate,gizarte
385,Hilfe::N,ajutor,helpide
386,Hilfe::N,ajutor,laguntza
387,Freund::N,amic,lagun
388,Freund::N,prieten,lagun
389,Kamerad::N,tovarăș,adiskide
390,Kamerad::N,tovarăș,lagunkide
391,Angelegenheit::N,afacere,afera
392,Anzahl::N,număr,kopuru
393,Anzahl::N,cantitate,kopuru
394,Art::N,fel,mota
395,Art::N,specie,mota
396,Stück::N,bucată,puska
397,Teil::N,parte,atal
398,Teil::N,porție,atal
399,Hälfte::N,jumătate,erdi
400,Kreis::N,cerc,biribilki
401,Kreuz::N,cruce,gurutze
402,Linie::N,linie,linea
403,Strich::N,linie,marra
404,Strich::N,trăsătură,marra
405,Abstand::N,distanță,tarte
406,Abstand::N,depărtare,tarte
407,Entfernung::N,distanță,urrunera
408,Entfernung::N,depărtare,urrunera
409,Gegend::N,regiune,alderdi
410,Gegend::N,regiune,eskualde
411,Platz::N,loc,leku
412,Ort::N,loc,toki
413,Seite::N,latură,albo
414,Mitte::N,centru,erdi
415,Gegenstand::N,obiect,gauzaki
416,Sache::N,lucru,gauza
417,Sache::N,chestie,gauza
418,Rand::N,bordură,ertz
419,Kante::N,muchie,ertz
420,Kante::N,bordură,ertz
421,Ecke::N,colț,kantoi
422,Spitze::N,vârf,punta
423,Spitze::N,creștet,punta
424,Ende::N,capăt,buru
425,Ende::N,capăt,mutur
426,Loch::N,gaură,zulo
427,Winkel::N,colț,zoko
428,Winkel::N,colț,bazter
429,Muster::N,desen,eredu
430,Muster::N,desen,marrazki
431,Größe::N,mărime,kaizu
432,Größe::N,mărime,tamaina
433,Länge::N,lungime,luzera
434,Höhe::N,înălțime,goiera
435,Höhe::N,înălțime,garaiera
436,Gewicht::N,greutate,hazta
437,Menge::N,cantitate,kopuru
438,Haufen::N,grămadă,pila
439,Haufen::N,grămadă,mendoi
440,Reihe::N,șir,ilara
441,Reihe::N,șir,errenkada
442,Reihe::N,rând,ilara
443,Reihe::N,rând,errenkada
444,Boot::N,barcă,potin
445,Boot::N,barcă,txalupa
446,Boot::N,luntre,potin
447,Boot::N,luntre,txalupa
448,Ruder::N,vâslă,arraun
449,Ruder::N,lopată,arraun
450,Schlitten::N,sanie,lera
451,Schlitten::N,sanie,narra
452,Ski::N,schi,eski
453,Lagerfeuer::N,foc de tabără,su
454,Last::N,povară,zama
455,Last::N,povară,karga
456,Last::N,sarcină,zama
457,Last::N,sarcină,karga
458,Gang::N,mers,ibilera
459,Gang::N,umblet,ibilera
460,Schritt::N,pas,pauso
461,Schritt::N,pas,urrats
462,Norden::N,nord,ipar
463,Norden::N,nord,iparralde
464,Norden::N,miazănoapte,ipar
465,Norden::N,miazănoapte,iparralde
466,Süden::N,sud,hego
467,Süden::N,sud,hegoalde
468,Süden::N,miazăzi,hego
469,Süden::N,miazăzi,hegoalde
470,Westen::N,apus,sartalde
471,Westen::N,apus,mendebalde
472,Osten::N,est,ekialde
473,Osten::N,est,sortalde
474,Osten::N,răsărit,ekialde
475,Osten::N,răsărit,sortalde
476,Holz::N,lemn,zur
477,Brett::N,scândură,ohol
478,Platte::N,placă,lauza
479,Stütze::N,proptea,irozgarri
480,Stütze::N,proptea,bermagailu
481,Stange::N,bară,haga
482,Stange::N,prăjină,haga
483,Stock::N,băț,makila
484,Stock::N,baston,makila
485,Stab::N,baston,makila
486,Stab::N,prăjină,makila
487,Rohr::N,tub,hodi
488,Rohr::N,țeavă,hodi
489,Haus::N,casă,etxe
490,Heim::N,casă,etxe
491,Heim::N,casă,etxaleku
492,Heim::N,cămin,etxe
493,Heim::N,cămin,etxaleku
494,Ofen::N,sobă,berogailu
495,Fußboden::N,podea,zoru
496,Fußboden::N,dușumea,zoru
497,Tisch::N,masă,mahai
498,Stuhl::N,scaun,aulki
499,Wiege::N,leagăn,kuma
500,Wiege::N,leagăn,sehaska
501,Bett::N,pat,ohe
502,Bett::N,pat,ohatze
503,Regal::N,rafturi,apalategi
504,Kiste::N,ladă,kutxa
505,Kiste::N,cutie,kutxa
506,Fenster::N,fereastră,leiho
507,Tür::N,ușă,ate
508,Tor::N,poartă,atari
509,Zaun::N,gard,hesi
510,Dach::N,acoperiș,teilatu
511,Leiter::N,scară,zurubi
512,Besen::N,mătură,erratz
513,Spaten::N,cazma,burdinpala
514,Spaten::N,hârleț,burdinpala
515,Schaufel::N,lopată,pala
516,Gabel::N,furculiță,sardexka
517,Löffel::N,lingură,koilara
518,Messer::N,cuțit,aizto
519,Nagel::N,cui,iltze
520,Netz::N,plasă,sare
521,Haken::N,cârlig,mako
522,Griff::N,mâner,eskutoki
523,Schloss::N,lacăt,sarraila
524,Bild::N,tablou,irudi
525,Bild::N,imagine,irudi
526,Figur::N,chip,figura
527,Figur::N,figură,figura
528,Puppe::N,păpușă,panpina
529,Puppe::N,păpușă,andrakila
530,Beutel::N,pungă,zorro
531,Beutel::N,săculeț,zorro
532,Bündel::N,mănunchi,azao
533,Bündel::N,mănunchi,espal
534,Tasche::N,geantă,poltsa
535,Eimer::N,găleată,treska
536,Deckel::N,capac,tapa
537,Deckel::N,capac,estalki
538,Geschirr::N,vase,baxera
539,Geschirr::N,vase,ontziteria
540,Geschirr::N,tacâmuri,baxera
541,Geschirr::N,tacâmuri,ontziteria
542,Sack::N,sac,zaku
543,Tasse::N,ceașcă,kikara
544,Topf::N,oală,ontzi
545,Topf::N,oală,lapiko
546,Kessel::N,cazan,pazia
547,Kessel::N,căldare,pazia
548,Essen::N,mâncare,janaldi
549,Nahrung::N,hrană,jan
550,Nahrung::N,aliment,jan
551,Speise::N,bucate,jaki
552,Speise::N,fel de bucate,jaki
553,Fleisch::N,carne,okela
554,Fleisch::N,carne,haragi
555,Getreide::N,cereale,labore
556,Brei::N,pireu,ahi
557,Brei::N,pireu,pure
558,Brot::N,pâine,ogi
559,Scheibe::N,felie,xerra
560,Scheibe::N,felie,pirripita
561,Scheibe::N,bucată,xerra
562,Scheibe::N,bucată,pirripita
563,Fett::N,untură,urin
564,Fett::N,untură,koipe
565,Fett::N,grăsime,urin
566,Fett::N,grăsime,koipe
567,Butter::N,unt,gurin
568,Öl::N,ulei,olio
569,Salz::N,sare,gatz
570,Suppe::N,supă,zopa
571,Suppe::N,supă,salda
572,Suppe::N,ciorbă,zopa
573,Suppe::N,ciorbă,salda
574,Honig::N,miere,ezti
575,Milch::N,lapte,esne
576,Tee::N,ceai,te
577,Leder::N,piele,larru
578,Wolle::N,lână,artile
579,Stoff::N,stofă,ehun
580,Nadel::N,ac,orratz
581,Nadel::N,ac,jostorratz
582,Faden::N,ață,hari
583,Knopf::N,buton,botoi
584,Knoten::N,nod,korapilo
585,Farbe::N,vopsea,pintura
586,Kleidung::N,haine,arropa
587,Kleidung::N,haine,jantziak
588,Kleidung::N,îmbrăcăminte,arropa
589,Kleidung::N,îmbrăcăminte,jantziak
590,Hemd::N,cămașă,atorra
591,Hemd::N,cămașă,alkandora
592,Kragen::N,guler,idun
593,Ärmel::N,mânecă,mahuka
594,Hose::N,pantaloni,prakak
595,Hose::N,pantaloni,galtzak
596,Gürtel::N,cordon,gerriko
597,Mütze::N,șapcă,txano
598,Mütze::N,șapcă,txapel
599,Schuh::N,gheată,oski
600,Schuh::N,gheată,oinetako
601,Stiefel::N,cizmă,bota
602,Ring::N,inel,uztai
603,Ring::N,verigă,uztai
604,Band::N,panglică,zinta
605,Band::N,panglică,xingola
606,Band::N,șiret,zinta
607,Band::N,șiret,xingola
608,Kamm::N,pieptene,orrazi
609,Spiegel::N,oglindă,mirail
610,Riemen::N,curea,uhal
611,Schnur::N,funie,lokailu
612,Schnur::N,sfoară,lokailu
613,Leine::N,lesă,lotura
614,Leine::N,curea,lotura
615,Decke::N,pătură,burusi
616,Kissen::N,pernă,kuxin
617,Tuch::N,batic,zapi
618,Tuch::N,batic,oihal
619,Handtuch::N,prosop,eskuzapi
620,Handtuch::N,prosop,eskuoihal
621,Handtuch::N,ștergar,eskuzapi
622,Handtuch::N,ștergar,eskuoihal
623,Kraft::N,forță,indar
624,Kraft::N,putere,indar
625,Stärke::N,tărie,indar
626,Stärke::N,vigoare,indar
627,Gesundheit::N,sănătate,osasun
628,Krankheit::N,boală,eritasun
629,Krankheit::N,boală,gaixotasun
630,Krankheit::N,maladie,eritasun
631,Krankheit::N,maladie,gaixotasun
632,Schmerz::N,durere,min
633,Wunde::N,rană,zauri
634,Fieber::N,febră,sukar
635,Arznei::N,leac,osagai
636,Arznei::N,leac,sendagai
637,Arznei::N,medicament,osagai
638,Arznei::N,medicament,sendagai
639,Brücke::N,pod,zubi
640,Brücke::N,punte,zubi
641,Brunnen::N,puț,putzu
642,Weide::N,izlaz,alha
643,Weide::N,izlaz,bazkaleku
644,Weide::N,pășune,alha
645,Weide::N,pășune,bazkaleku
646,Pfad::N,cărare,zidor
647,Pfad::N,cărare,bidexka
648,Weg::N,drum,bide
649,Straße::N,cale,errepide
650,Straße::N,stradă,errepide
651,Dorf::N,sat,herri
652,Stadt::N,oraș,hiri
653,Brief::N,scrisoare,gutun
654,Brief::N,scrisoare,eskutitz
655,Buch::N,carte,liburu
656,Buchstabe::N,literă,hizki
657,Buchstabe::N,caracter,hizki
658,Zeitung::N,ziar,egunkari
659,Zeitung::N,gazetă,egunkari
660,Leben::N,viață,bizi
661,Leben::N,viață,bizitza
662,Tod::N,moarte,herio
663,Tod::N,moarte,heriotza
664,Grab::N,groapă,hobi
665,Grab::N,groapă,hilobi
666,Grab::N,mormânt,hobi
667,Grab::N,mormânt,hilobi
668,Kirche::N,biserică,eliza
669,Sünde::N,păcat,hoben
670,Sünde::N,păcat,bekatu
671,Gott::N,zeu,jainko
672,Arbeiter::N,muncitor,langile
673,Arbeiter::N,muncitor,behargin
674,Chef::N,șef,nagusi
675,Meister::N,meșter,maisu
676,Meister::N,maestru,maisu
677,Arzt::N,medic,osagile
678,Arzt::N,medic,sendagile
679,Arzt::N,doctor,osagile
680,Arzt::N,doctor,sendagile
681,Lehrer::N,profesor,irakasle
682,Lehrer::N,învățător,irakasle
683,Geld::N,bani,diru
684,Geld::N,parale,diru
685,Geschäft::N,treabă,negozio
686,Geschäft::N,afacere,negozio
687,Laden::N,magazin,denda
688,Laden::N,magazin,saltegi
689,Laden::N,prăvălie,denda
690,Laden::N,prăvălie,saltegi
691,Preis::N,preț,prezio
692,Preis::N,preț,salneurri
693,Ware::N,marfă,salgai
694,Nutzen::N,folos,onura
695,Nutzen::N,folos,probetxu
696,Nutzen::N,profit,onura
697,Nutzen::N,profit,probetxu
698,Reichtum::N,avuție,aberastasun
699,Reichtum::N,bogăție,aberastasun
700,Welt::N,lume,ludi
701,Welt::N,lume,mundu
702,Land::N,țară,herrialde
703,Staat::N,stat,estatu
704,König::N,rege,errege
705,Macht::N,putere,botere
706,Macht::N,putință,botere
707,Grenze::N,hotar,muga
708,Grenze::N,graniță,muga
709,Grenze::N,frontieră,muga
710,Krieg::N,război,guda
711,Feind::N,dușman,etsai
712,Feind::N,dușman,arerio
713,Gewalt::N,violență,bortxa
714,Gewalt::N,violență,bortizkeria
715,Kampf::N,luptă,gudu
716,Kampf::N,luptă,auska
717,Bogen[Waffe]::N,arc,arku
718,Pfeil::N,săgeată,gezi
719,Gewehr::N,armă,fusil
720,Gewehr::N,pușcă,fusil
721,Fehler::N,eroare,huts
722,Fehler::N,eroare,hutsegin
723,Fehler::N,greșeală,huts
724,Fehler::N,greșeală,hutsegin
725,Lüge::N,minciună,gezur
726,Schaden::N,daună,kalte
727,Schaden::N,pagubă,kalte
728,Unglück::N,nenorocire,zoritxar
729,Unglück::N,nenorocire,zorigaitz
730,Schuld::N,vină,erru
731,Alter::N,etate,adin
732,Alter::N,vârstă,adin
733,Schluss::N,sfârșit,bukaera
734,Zeit::N,timp,aldi
735,Zeit::N,timp,denbora
736,Zeit::N,vreme,aldi
737,Zeit::N,vreme,denbora
738,Tag::N,zi,egun
739,Morgen::N,dimineață,goiz
740,Mittag::N,prânz,eguerdi
741,Mittag::N,amiază,eguerdi
742,Abend::N,seară,arrats
743,Nacht::N,noapte,gau
744,Woche::N,săptămână,aste
745,Monat::N,lună,hil
746,Jahr::N,an,urte
747,Frühling::N,primăvară,udalehen
748,Sommer::N,vară,uda
749,Herbst::N,toamnă,udazken
750,Herbst::N,toamnă,neguantz
751,Winter::N,iarnă,negu
752,Januar::N,ianuarie,urtarril
753,Februar::N,februarie,otsail
754,März::N,martie,martxo
755,April::N,aprilie,apiril
756,Mai::N,mai,maiatz
757,Juni::N,iunie,ekain
758,Juli::N,iulie,uztail
759,August::N,august,abuztu
760,September::N,septembrie,irail
761,Oktober::N,octombrie,urri
762,November::N,noiembrie,azaro
763,Dezember::N,decembrie,abendu
764,Montag::N,luni,astelehen
765,Dienstag::N,marți,astearte
766,Mittwoch::N,miercuri,asteazken
767,Donnerstag::N,joi,ostegun
768,Freitag::N,vineri,ostiral
769,Samstag::N,sâmbătă,larunbat
770,Sonntag::N,duminică,igande
771,groß::A,mare,handi
772,klein::A,mic,txiki
773,lang::A,lung,luze
774,kurz::A,scurt,labur
775,breit::A,lat,zabal
776,breit::A,larg,zabal
777,schmal::A,strâmt,mehar
778,dicht::A,des,sarri
779,dicht::A,des,trinko
780,dick[Gegenstand]::A,gros,lodi
781,dünn::A,subțire,mehe
782,fein::A,fin,fin
783,fein::A,subțire,fin
784,fest::A,tare,tinko
785,fest::A,solid,tinko
786,flach::A,șes,lau
787,flach::A,șes,ordoki
788,flach::A,plan,lau
789,flach::A,plan,ordoki
790,glatt::A,lins,leun
791,hart::A,dur,gogor
792,weich::A,moale,bigun
793,weich::A,moale,beratz
794,rund::A,rotund,biribil
795,rund::A,circular,biribil
796,spitz::A,ascuțit,puntadun
797,scharf::A,tăios,zorrotz
798,scharf::A,ascuțit,zorrotz
799,stumpf::A,tocit,kamuts
800,schwer::A,greu,astun
801,schwer::A,greu,pisutsu
802,schön::A,frumos,eder
803,heiß::A,cald,bero
804,heiß::A,cald,oso bero
805,heiß::A,fierbinte,bero
806,heiß::A,fierbinte,oso bero
807,warm::A,cald,bero
808,warm::A,fierbinte,bero
809,kalt::A,rece,hotz
810,kühl::A,rece,hotzil
811,kühl::A,răcoros,hotzil
812,frisch::A,răcoros,fresko
813,frisch::A,răcoros,hozkirri
814,frisch::A,proaspăt,fresko
815,frisch::A,proaspăt,hozkirri
816,feucht::A,umed,heze
817,feucht::A,jilav,heze
818,nass::A,ud,busti
819,trocken::A,sec,siku
820,trocken::A,sec,lehor
821,trocken::A,uscat,siku
822,trocken::A,uscat,lehor
823,voll::A,plin,bete
824,leer::A,gol,huts
825,offen::A,deschis,ireki
826,geschlossen::A,închis,itxita
827,sauber::A,curat,xahu
