,Concept_ID,ce,ga
788,geradeaus::ADV,нийса дӏа,ar aghaidh
789,vorwärts::ADV,хьалха,
790,rückwärts::ADV,юха,siar
791,zurück::ADV,юха,ar ais
792,unten::ADV,лахахь,thíos
793,hinab::ADV,охьа,síos
794,oben::ADV,лакхахь,thuas
795,hinauf::ADV,хьала,suas
796,überall::ADV,массанхьа,i ngach áit
797,überall::ADV,массанхьа,ar fud na háite
798,nicht::ADV,ца,ní
799,nicht::ADV,ца,cha
800,ein wenig::ADV,кӏеззиг,beagán
801,kaum::ADV,халла,ar éigean
802,sehr::ADV,вуно,an-
803,noch::ADV,кхин,fós
804,noch::ADV,кхин,go fóill
805,nur::ADV,бен ...ца,amháin
806,nur::ADV,бен ...ца,níl ach
807,schon::ADV,хӏинцале,cheana
808,schon::ADV,хӏинцале,cheana féin
809,wieder::ADV,юха а,arís
810,wieder::ADV,юха а,athuair
811,vergebens::ADV,эрна,amú
812,vergebens::ADV,эрна,in aisce
813,vor::PRP,хьалха,ar thosach
814,hinter::PRP,тӏехьа,laistiar de
815,hinter::PRP,тӏехьа,taobh thiar de
816,unter::PRP,кIелахь,faoi
817,durch::PRP,чекх,trí
818,neben::PRP,юххе,taobh le
819,neben::PRP,юххе,in aice le
820,zwischen::PRP,юккъехь,idir
821,wegen::PRP,дуьхьа,de bharr
822,wegen::PRP,дуьхьа,mar gheall ar
823,dies::PRN,и,seo
824,dies::PRN,иза,seo
825,das::PRN,и,sin
826,das::PRN,иза,sin
827,alles::PRN,дерриг,gach rud
828,ich::PRN,cо,mé
829,ich::PRN,cо,mise
830,du::PRN,хьо,tú
831,du::PRN,хьо,tusa
832,er::PRN,и,sé
833,er::PRN,и,seisean
834,er::PRN,иза,sé
835,er::PRN,иза,seisean
836,wir::PRN,тхо,sinn
837,wir::PRN,вай,sinn
838,ihr::PRN,шу,sibh
839,ihr::PRN,шу,sibhse
840,sie::PRN,уьш,siad
841,sie::PRN,уьш,siadsan
842,was::FPRN,хӏун,cad
843,was::FPRN,хӏун,céard
844,wer::FPRN,мила,cé
845,wo::FADV,мичaхь,cá
846,wo::FADV,мичaхь,cén áit
847,wohin::FADV,мича,cá
848,wohin::FADV,мича,cén áit
849,wie::FADV,муха,conas
850,wie::FADV,муха,cén chaoi
851,warum::FADV,хӏунда,cén fáth
852,warum::FADV,хӏунда,cad chuige
853,wieviel::FNUM,мел,cá mhéad
854,wieviel::FNUM,маса,cá mhéad
855,eins::NUM,цхьаъ,aon
856,zwei::NUM,шиъ,dhá
857,drei::NUM,кхоъ,trí
858,vier::NUM,диъ,ceathair
859,fünf::NUM,пхиъ,cúig
860,sechs::NUM,ялх,sé
861,sieben::NUM,ворхӏ,seacht
862,acht::NUM,бархӏ,ocht
863,neun::NUM,исс,naoi
864,zehn::NUM,итт,deich
865,elf::NUM,цхьайтта,aon déag
866,zwölf::NUM,шийтта,dó dhéag
867,zwanzig::NUM,ткъа,fiche
868,dreißig::NUM,ткъе итт,tríocha
869,vierzig::NUM,шовзткъа,daichead
870,vierzig::NUM,шовзткъа,ceathracha
871,fünfzig::NUM,шовзткъе итт,caoga
872,sechzig::NUM,кхузткъа,seasca
873,siebzig::NUM,кхузткъе итт,seachtó
874,achtzig::NUM,дезткъа,ochtó
875,neunzig::NUM,дезткъе итт,nócha
876,hundert::NUM,бӏе,céad
877,tausend::NUM,эзар,míle
878,und::CNJ,a,agus
879,oder::CNJ,я,nó
880,stehen::V,латта,seas
881,sitzen::V,хиъна ӏан,suigh
882,liegen::V,ӏилла,luigh
883,hängen::V,кхаза,tá crochta
884,werden::V,хила,éirigh
885,passieren::V,хила,tarlaigh
886,beginnen::V,доло,tosaigh
887,enden::V,дӏадерза,críochnaigh
888,wechseln::V,хийца,athraigh
889,aufgehen[Sonne]::V,кхета,éirigh
890,untergehen[Sonne]::V,чубуза,fuin
891,untergehen[Sonne]::V,чубуза,téigh faoi
892,scheinen[Sonne]::V,серло яла,taitin
893,scheinen[Sonne]::V,серло яла,soilsigh
894,donnern::V,къекъа,tá toirneach ann
895,wehen::V,хьекха,séid
896,strömen::V,эха,sil
897,fließen::V,охьаэха,rith
898,fließen::V,охьаэха,snigh
899,sich drehen::V,хьийза,cas
900,sich drehen::V,хьийза,imrothlaigh
901,schwanken::V,леста,luasc
902,schwingen::V,лесто,luasc
903,fallen::V,охьакхета,tit
904,brennen::V,дага,dóigh
905,rauchen::V,оза,plúch toite
906,regnen::V,догlа догlу,báistigh
907,regnen::V,догlа догlу,tá ag cur báistí
908,gefrieren::V,гӏоро,sioc
909,gefrieren::V,гӏоро,reoigh
910,tauen::V,даша,leáigh
911,tauen::V,даша,coscair
912,schmelzen::V,лала,leáigh
913,trocknen::V,дакъо,triomaigh
914,sieden::V,кхехка,fiuch
915,sieden::V,кхехка,beirigh
916,faulen::V,дахкадала,lobh
917,faulen::V,дахкадала,dreoigh
918,verfaulen::V,дахкадала,lobh
919,verfaulen::V,дахкадала,feoigh
920,reißen::V,хеда,bris
921,versinken::V,хичудаха,téigh síos
922,vergehen::V,дlаэха,téigh thart
923,erscheinen::V,схьадала,tar
924,erscheinen::V,ӏоттадала,tar
925,verschwinden::V,къайладала,imigh
926,sinken::V,лахдала,tit
927,sinken::V,лахдала,ísligh
928,zunehmen::V,лакхадала,méadaigh
929,steigen::V,хьаладала,éirigh
930,wachsen::V,кхиа,fás
931,glänzen::V,лепа,lonraigh
932,funkeln::V,къега,drithligh
933,lärmen::V,гӏовгӏаян,tóg callán
934,läuten::V,детта,buail
935,klingeln::V,дека,buail
936,klirren::V,дека,cling
937,brausen::V,хьаьдда даха,búir
938,rauschen::V,леста,tá ag siosarnach
939,klingen::V,дека,tá glór ag
940,bellen::V,лета,amhastraigh
941,heulen::V,угӏа,glam
942,blasen::V,хӏуп баха,séid
943,pfeifen::V,шок етта,lig fead
944,schreien::V,мохь бетта,béic
945,schreien::V,мохь бетта,glaoigh
946,stöhnen::V,узарш дан,lig cnead
947,zittern::V,дега,crith
948,zittern::V,дега,creathnaigh
949,leben::V,даха,mair
950,geboren werden::V,хила,rugadh
951,atmen::V,садеӏа,análaigh
952,trinken::V,мала,ól
953,essen::V,кхалла,ith
954,schlucken::V,къурдбан,slog
955,müde werden::V,кӏаддала,tuirsigh
956,einschlafen::V,наб кхета,tit ina chodladh
957,schlafen::V,вижа,codail
958,schlafen::V,наб ян,codail
959,schlafen::V,дижина хила,codail
960,aufwachen::V,самадала,múscail
961,aufstehen::V,гӏатта,éirigh
962,sich erholen::V,садаӏа,lig scíth
963,krank werden::V,цомгуш хила,éirigh tinn
964,krank sein::V,цомгуш хила,tá tinn
965,schmerzen::V,лаза,tá pian i
966,schmerzen::V,ӏийжа,tá pian i
967,husten::V,йовхарш етта,déan casacht
968,genesen::V,тадала,téarnaigh
969,sterben::V,дала,éag
970,sterben::V,дала,faigh bás
971,umkommen::V,хӏаллакхила,caill
972,sich bewegen::V,лела,bog
973,sich bewegen::V,лела,gluais
974,sich rühren::V,меттахъхьен,corraigh
975,sich erheben::V,хьалагlатта,seas suas
976,sich setzen::V,хаа,suigh
977,hinfallen::V,дожа,tit
978,hinfallen::V,охьакхета,tit
979,laufen::V,вада,siúil
980,laufen::V,хьада,siúil
981,schreiten::V,болар дан,siúil
982,schreiten::V,ког баккха,siúil
983,spazierengehen::V,доладала,téigh ag spaisteoireacht
984,eilen::V,сихдала,deifrigh
985,eilen::V,сихдала,brostaigh
986,sich beeilen::V,сихдала,deifrigh
987,sich beeilen::V,сихдала,déan deifir
988,rennen::V,дада,rith
989,springen::V,ирхкхийсадала,léim
990,klettern::V,тӏедийла,dreap
991,schaukeln::V,техко,téigh ar an maide corrach
992,kriechen::V,такха,snámh
993,schwimmen::V,некадан,snámh
994,tauchen::V,чулелха,tum
995,rudern::V,дига лело,iomair
996,rudern::V,дига лело,rámhaigh
997,rudern::V,кема лело,iomair
998,rudern::V,кема лело,rámhaigh
999,fahren::V,хахка,tiomáin
1000,fliegen::V,тӏемадала,eitil
1001,gehen::V,лeла,téigh
1002,weggehen::V,дӏадаха,imigh
1003,abfahren::V,дӏадаха,imigh
1004,anhalten::V,саца,stad
1005,hineingehen::V,чудала,téigh isteach
1006,eintreten::V,чудала,téigh isteach
1007,kommen::V,кхача,tar
1008,kommen::V,дӏакхача,tar
1009,kommen::V,схьакхача,tar
1010,ankommen::V,кхача,tar
1011,ankommen::V,схьакхача,tar
1012,zurückkommen::V,юхада,fill
1013,bleiben::V,диса,fan
1014,warten::V,хьежа,fan
1015,warten::V,cобар дан,fan
1016,erwarten::V,хьоьжуш ӏан,tá ag súil le
1017,erwarten::V,хьоьжуш ӏан,tá ag dréim le
1018,suchen::V,леха,lorg
1019,finden::V,каро,faigh
1020,finden::V,каро,aimsigh
1021,versuchen::V,дан хьажа,triail
1022,vorbereiten::V,кечъян,réitigh
1023,lieben::V,деза,gráigh
1024,mögen::V,безамхила,taitin le
1025,mögen::V,безамхила,is maith le
1026,lachen::V,дела,gáir
1027,rühren::V,хьедан,téigh i bhfeidhm ar
1028,weinen::V,делха,goil
1029,weinen::V,делха,caoin
1030,schimpfen::V,чехо,tá ag clamhsán
1031,sich ärgern::V,оьгӏазъэха,tá corraithe
1032,sich fürchten::V,кхера,tá eagla ar
1033,fürchten::V,кхера,tá eagla ar
1034,fliehen::V,дӏадада,teith
1035,flüchten::V,дӏадада,éalaigh
1036,sehen::V,ган,feic
1037,anschauen::V,хьажа,dearc
1038,anschauen::V,хьажа,féach ar
1039,anschauen::V,хьежа,dearc
1040,anschauen::V,хьежа,féach ar
1041,ansehen::V,хьовса,breathnaigh
1042,hören::V,хаза,cluin
1043,zuhören::V,ладогӏа,éist
1044,probieren::V,хьажа,bliais
1045,riechen::V,хьожа яха,bolaigh
1046,fühlen::V,хаадала,braith
1047,fühlen::V,хаадала,mothaigh
1048,scheinen::V,мотта,tá an chuma ar
1049,zu sehen sein::V,гуш хила,tá le feiceáil
1050,vernehmen::V,бартхатта,clois
1051,frieren::V,гӏоро,tá fuar
1052,tun::V,дан,déan
1053,können::V,дадала,féad
1054,können::V,дадала,is féidir le
1055,wollen::V,тӏергӏа,tá ag iarraidh
1056,anfangen::V,доло,tosaigh
1057,anfangen::V,доло,cuir tús le
1058,beenden::V,довла,críochnaigh
1059,beenden::V,довла,cuir deireadh le
1060,aufhören::V,саца,stad
1061,gelingen::V,кадала,éirigh le
1062,geraten::V,хила,tá deireadh ar
1063,öffnen::V,дӏаделла,oscail
1064,öffnen::V,схьаделла,oscail
1065,schließen::V,къовла,dún
1066,schließen::V,къовла,iaigh
1067,schließen::V,дӏачӏагӏа,dún
1068,schließen::V,дӏачӏагӏа,iaigh
1069,stellen::V,хlотто,cuir
1070,setzen::V,дийгӏа,cuir
1071,setzen::V,дийгӏа,socraigh
1072,legen::V,охьадилла,cuir
1073,berühren::V,хьедан,teagmhaigh le
1074,verbinden::V,вовшахтаса,ceangail
1075,bedecken::V,тилла,clúdaigh
1076,bedecken::V,тилла,cumhdaigh
1077,bedecken::V,тӏетаса,clúdaigh
1078,bedecken::V,тӏетаса,cumhdaigh
1079,aufhängen::V,хьалаолла,croch
1080,anzünden::V,лато,las
1081,anzünden::V,лато,adhain
1082,aufheben::V,айа,tóg
1083,aufheben::V,айа,ardaigh
1084,zurücklassen::V,дита,fág
1085,verlieren::V,дайа,caill
1086,fallen lassen::V,охьадожо,lig uait
1087,fallen lassen::V,охьадожо,caith uait
1088,machen::V,дан,déan
1089,machen::V,дан,réitigh
1090,herstellen::V,дан,táirg
1091,bauen::V,гӏишлоян,tóg
1092,reparieren::V,тадан,deisigh
1093,verbessern::V,нисдан,feabhsaigh
1094,ändern::V,хийца,athraigh
1095,graben::V,ахка,tochail
1096,beugen::V,сатто,crom
1097,biegen::V,сатто,lúb
1098,drehen::V,хьовзо,cas
1099,umdrehen::V,хьовзo,iompaigh
1100,umdrehen::V,хьовзo,tiontaigh
1101,heben::V,айа,ardaigh
1102,heben::V,хьалаайа,ardaigh
1103,hochheben::V,хьалаайа,tóg
1104,ergreifen::V,дӏалаца,beir ar
1105,halten::V,латто,coimeád
1106,halten::V,латто,coinnigh
1107,drücken::V,тӏетаӏо,brúigh
1108,schieben::V,татта,brúigh
1109,kratzen::V,мӏараш тийса,scríob
1110,lecken::V,мотт хьекха,ligh
1111,lecken::V,мотт хьекха,leadhb
1112,beißen::V,катoха,bain greim as
1113,abreißen::V,схьадаккха,stróic
1114,abreißen::V,схьадаккха,tarraing
1115,abschneiden::V,кхада,scoith
1116,binden::V,дӏадехка,ceangail
1117,binden::V,вовшахтаса,ceangail
1118,stecken::V,чудахийта,sáigh
1119,brechen::V,кагдан,bris
1120,klopfen::V,детта,cnag
1121,hauen::V,етта,buail
1122,kleben::V,тӏелато,gliúáil
1123,reiben::V,хьекхо,cuimil
1124,streichen::V,тlехьакха,leath
1125,schleifen::V,ирдан,líomh
1126,schneiden::V,ларга,gearr
1127,rütteln::V,лесто,croith
1128,schütteln::V,лесто,croith
1129,schwenken::V,лесто,luasc
1130,schütten::V,дотта,doirt
1131,füllen::V,дуза,líon
1132,einwickeln::V,хьарчо,cuach
1133,einwickeln::V,хьарчо,clúdaigh
1134,tragen::V,дахьа,iompair
1135,schleppen::V,ийзо,tarraing
1136,ziehen::V,озо,tarraing
1137,aufbewahren::V,ӏалашдан,coinnigh
1138,werfen::V,кхосса,caith
1139,fangen::V,леца,ceap
1140,packen::V,леца,beir ar
1141,verstecken::V,къайладаккха,folaigh
1142,verstecken::V,къайладаккха,cuir i bhfolach
1143,teilen::V,декъа,roinn
1144,schicken::V,дӏадахьийта,seol
1145,bringen::V,дан,beir
1146,bringen::V,дан,tabhair
1147,hinzufügen::V,тӏетоха,cuir le
1148,bekommen::V,даккха,faigh
1149,erhalten::V,даккха,faigh
1150,nehmen::V,схьаэца,tóg
1151,nehmen::V,схьаэца,glac
1152,wählen::V,харжа,pioc
1153,wählen::V,харжа,roghnaigh
1154,auswählen::V,харжа,roghnaigh
1155,bewahren::V,lалашдан,caomhnaigh
1156,behindern::V,новкъарло ян,cuir bac ar
1157,verderben::V,талхо,mill
1158,beschädigen::V,дохо,loit
1159,beschädigen::V,дохо,déan damáiste do
1160,zerbrechen::V,дохо,bris
1161,zerbrechen::V,кагдан,bris
1162,zerreißen::V,хадо,stiall
1163,zerstören::V,дохо,mill
1164,zerstören::V,дохо,scrios
1165,zerstören::V,кагдан,mill
1166,zerstören::V,кагдан,scrios
1167,verbrennen::V,даго,las
1168,verbrennen::V,даго,dóigh
1169,geben::V,яла,tabhair
1170,reichen::V,дӏадала,sín
1171,reichen::V,дӏадала,cuir
1172,reichen::V,дӏакховдо,sín
1173,reichen::V,дӏакховдо,cuir
1174,schenken::V,совгӏат дан,bronn
1175,schenken::V,совгӏат дан,tabhair
1176,versprechen::V,ваӏда дан,geall
1177,wünschen::V,лаа,guigh
1178,loben::V,хасто,mol
1179,küssen::V,оба яккха,póg
1180,wiegen::V,тахка,bog
1181,wiegen::V,тахка,luasc
1182,zudecken::V,тӏетаса,clúdaigh
1183,wecken::V,самадаккха,dúisigh
1184,zeigen::V,гайта,taispeáin
1185,führen::V,дига,treoraigh
1186,lehren::V,ӏамо,múin
1187,lehren::V,ӏамо,teagasc
1188,unterrichten::V,хьеха,múin
1189,unterrichten::V,хьеха,teagasc
1190,aufziehen::V,кхио,tóg
1191,leiten::V,урхалла дан,tá i gceannas ar
1192,antreiben::V,сихдан,gríosaigh
1193,lassen::V,-йта,cuir ag
1194,einladen::V,кхайкха,cuir cuireadh ar
1195,vereinigen::V,цхьаьнатоха,aontaigh
1196,besuchen::V,хьажахIотта,tabhair cuairt ar
1197,treffen::V,дуьхьалкхета,cas ar
1198,treffen::V,дуьхьалкхета,buail le
1199,sich versammeln::V,гулдан,bailigh
1200,sich versammeln::V,гулдан,cruinnigh
1201,spielen::V,ловза,imir
1202,spielen::V,ловза,tá ag spraoi
1203,singen::V,лакха,can
1204,tanzen::V,хелхадала,rinc
1205,tanzen::V,хелхадала,damhsaigh
1206,sich trennen::V,къаста,scar
1207,verlassen::V,дита,fág
1208,retten::V,кӏелхьардаккха,tarrtháil
1209,bewachen::V,ха дан,cosain
1210,bewachen::V,ха дан,gardáil
1211,schützen::V,лардан,cosain
1212,verteidigen::V,лардан,cosain
1213,sich schlagen::V,етта,tá ag bruíon
1214,schießen::V,детта,caith
1215,schießen::V,детта,scaoil
1216,siegen::V,тола,bain
1217,siegen::V,тола,buaigh
1218,ärgern::V,оьгӏаздахийта,cuir isteach ar
1219,schlagen::V,тоха,buail
1220,treten::V,мийра тоха,ciceáil
1221,stechen::V,ӏотта,sáigh
1222,stechen::V,къовзо,sáigh
1223,stoßen::V,татта,brúigh
1224,stoßen::V,татта,soncáil
1225,stehlen::V,лачкъо,goid
1226,stören::V,новкъарло ян,cuir isteach ar
1227,belästigen::V,сагатдан,cuir as do
1228,verbergen::V,къайладаккха,ceil
1229,täuschen::V,ӏexo,cuir dallamullóg ar
1230,betrügen::V,ледан,déan calaois ar
1231,töten::V,ден,maraigh
1232,wohnen::V,даха,cuir faoi
1233,wohnen::V,даха,tá ina chónaí
1234,arbeiten::V,къахьега,oibrigh
1235,sammeln::V,гулдан,bailigh
1236,sammeln::V,гулдан,cruinnigh
1237,pflücken::V,даха,pioc
1238,jagen::V,талла,seilg
1239,fischen::V,чӏерий леца,iasc
1240,fassen::V,лаца,beir ar
1241,fassen::V,схьалаца,beir ar
1242,hüten::V,лардан,aoirigh
1243,treiben::V,лахка,seol
1244,treiben::V,лахка,tiomáin
1245,anbinden::V,дӏадехка,ceangail
1246,füttern::V,хӏума яла,cothaigh
1247,füttern::V,хӏума яла,beathaigh
1248,melken::V,оза,bligh
1249,melken::V,оза,crúigh
1250,gießen::V,хи тоха,uiscigh
1251,reifen::V,хьекъа,aibigh
1252,zubereiten::V,кечъян,cócaráil
1253,zubereiten::V,кхача бан,cócaráil
1254,kochen::V,кхача бан,bruith
1255,kochen::V,кхача бан,beirigh
1256,backen::V,датта,bácáil
1257,braten::V,кхарза,róst
1258,braten::V,кхарза,frioch
1259,umrühren::V,кего,measc
1260,nähen::V,тега,fuaigh
1261,färben::V,басардан,dathaigh
1262,reinigen::V,цӏандан,glan
1263,waschen::V,йила,nigh
1264,waschen::V,йитта,nigh
1265,waschen::V,дӏадайа,nigh
1266,abwischen::V,дӏадайа,glan
1267,spülen::V,хи кхарза,sruthlaigh
1268,fegen::V,нуй хьакха,scuab
1269,kehren::V,нуй хьакха,scuab
1270,baden::V,лийча,folc
1271,sich waschen::V,юьхь йила,nigh é féin
1272,ausziehen::V,духар дӏадаккха,bain de
1273,sich anziehen::V,духа,gléas é féin
1274,kämmen::V,ехк хьакха,cíor
1275,schmücken::V,хаздан,maisigh
1276,sagen::V,ала,abair
1277,sprechen::V,баха,labhair
1278,sprechen::V,мотт бийца,labhair
1279,reden::V,къамел дан,caintigh
1280,sich unterhalten::V,къамел дан,caintigh
1281,sich unterhalten::V,къамел дан,tá ag comhrá
1282,fragen::V,хатта,fiafraigh
1283,fragen::V,хатта,cuir ceist
1284,bitten::V,деха,iarr
1285,erzählen::V,дийца,inis
1286,erzählen::V,дийца,eachtraigh
1287,mitteilen::V,хаам бан,aithris
1288,mitteilen::V,хаам бан,cuir in iúl
1289,nennen::V,цӏе яккха,ainmnigh
1290,rufen::V,кхайкха,glaoigh
1291,prahlen::V,куралла ян,maígh
1292,prahlen::V,дозалла дан,maígh
1293,übersetzen::V,гоч дан,aistrigh
1294,denken::V,ойла ян,síl
1295,denken::V,ойла ян,ceap
1296,glauben::V,теша,creid
1297,bemerken::V,ган,tabhair faoi deara
1298,erkennen::V,довза,aithin
1299,begreifen::V,кхета,tuig
1300,verstehen::V,кхета,tuig
1301,lernen::V,деша,foghlaim
1302,wissen::V,хаа,tá a fhios ag
1303,sich erinnern an::V,дагадан,cuimhnigh ar
1304,sich erinnern an::V,дагадан,is cuimhne ar
1305,vergessen::V,дицдала,dearmad
1306,messen::V,дуста,tomhais
1307,zählen::V,дагардан,cuntais
1308,rechnen::V,лара,ríomh
1309,rechnen::V,лара,áirigh
1310,lesen::V,еша,léigh
1311,malen::V,сурт дилла,péinteáil
1312,zeichnen::V,сурт дилла,línigh
1313,zeichnen::V,сурт дилла,tarraing
1314,schreiben::V,яздан,scríobh
1315,besitzen::V,доладан,is le
1316,kaufen::V,эца,ceannaigh
1317,verkaufen::V,дохка,díol
1318,bezahlen::V,мах бала,íoc as
1319,zahlen::V,мах бала,íoc
1320,beherrschen::V,собаре хила,rialaigh
1321,ertragen::V,лан,seas
1322,ertragen::V,лан,fulaing
1323,ertragen::V,лан,foighnigh
1324,ertragen::V,сатоха,seas
1325,ertragen::V,сатоха,fulaing
1326,ertragen::V,сатоха,foighnigh
1327,ertragen::V,садетта,seas
1328,ertragen::V,садетта,fulaing
1329,ertragen::V,садетта,foighnigh
1330,Schwarm::N,,saithe
1331,Schlinge::N,,sealán
1332,Art::N,,sórt
1333,Art::N,,saghas
1334,Entfernung::N,,fad
1335,Griff::N,,cos
1336,Griff::N,,hanla
1337,Figur::N,,fíor
1338,Bogen[Waffe]::N,,bogha
1339,so::ADV,,chomh
1340,so::ADV,,mar sin
1341,abnehmen::V,,maolaigh
1342,abnehmen::V,,laghdaigh
1343,sausen::V,,luathaigh
1344,wenden::V,,tiontaigh
1345,hacken::V,,gearr
1346,stricken::V,,cniotáil
1347,anziehen::V,,cuir ar
