,Concept_ID,kv,de
777,schlucken::V,ньылавны,schlucken
778,müde werden::V,мыдзны,müde werden
779,einschlafen::V,ланьтны,einschlafen
780,schlafen::V,узьны,schlafen
781,aufwachen::V,саймыны,aufwachen
782,aufwachen::V,пальмыны,aufwachen
783,aufstehen::V,сувтны,aufstehen
784,sich erholen::V,шоччисьлыны,sich erholen
785,krank werden::V,моржитны,krank werden
786,krank sein::V,шогавны,krank sein
787,krank sein::V,визьӧтны,krank sein
788,schmerzen::V,висьны,schmerzen
789,husten::V,кашляйтны,husten
790,genesen::V,бурдны,genesen
791,sterben::V,кувны,sterben
792,umkommen::V,вийсьыны,umkommen
793,sich bewegen::V,локны,sich bewegen
794,sich bewegen::V,ветлӧтны,sich bewegen
795,sich rühren::V,вӧрзьӧтчыны,sich rühren
796,sich erheben::V,сувтны,sich erheben
797,sich setzen::V,пуксьыны,sich setzen
798,hinfallen::V,пӧрласьны,hinfallen
799,laufen::V,мунны,laufen
800,schreiten::V,тальччавны,schreiten
801,spazierengehen::V,котрасьны,spazierengehen
802,eilen::V,тэрмасьны,eilen
803,sich beeilen::V,тэрмасьны,sich beeilen
804,sausen::V,вирдавны-котӧртны,sausen
805,springen::V,чеччавны,springen
806,klettern::V,кышасьны,klettern
807,schaukeln::V,чурликасьны,schaukeln
808,kriechen::V,кыскасьны-мунны,kriechen
809,schwimmen::V,вартчыны,schwimmen
810,tauchen::V,сунгисьны ваӧ,tauchen
811,rudern::V,сынны,rudern
812,fahren::V,мунны,fahren
813,fliegen::V,лэбавны,fliegen
814,gehen::V,мунны,gehen
815,weggehen::V,мунны,weggehen
816,abfahren::V,иньдӧтчыны,abfahren
817,abfahren::V,мунны,abfahren
818,anhalten::V,сувтны,anhalten
819,hineingehen::V,пырны,hineingehen
820,eintreten::V,пырны,eintreten
821,kommen::V,локны,kommen
822,ankommen::V,локны,ankommen
823,zurückkommen::V,бертны,zurückkommen
824,zurückkommen::V,панӧвтсьыны,zurückkommen
825,bleiben::V,кольччыны,bleiben
826,warten::V,видзчисьны,warten
827,erwarten::V,видзчисьны,erwarten
828,suchen::V,кошшыны,suchen
829,finden::V,адззыны,finden
830,versuchen::V,пондыны,versuchen
831,versuchen::V,пондӧтны,versuchen
832,vorbereiten::V,лӧсьӧтны,vorbereiten
833,lieben::V,милуйтны,lieben
834,mögen::V,радейтны,mögen
835,lachen::V,серавны,lachen
836,rühren::V,сьӧлӧм вӧрзьӧтны,rühren
837,weinen::V,горзыны,weinen
838,schimpfen::V,видчыны,schimpfen
839,sich ärgern::V,лёкавны,sich ärgern
840,sich fürchten::V,повны,sich fürchten
841,fürchten::V,повны,fürchten
842,fliehen::V,пышшыны,fliehen
843,flüchten::V,пышшыны,flüchten
844,sehen::V,адззыны,sehen
845,anschauen::V,видзӧтны,anschauen
846,ansehen::V,видзӧтны,ansehen
847,hören::V,кывны,hören
848,zuhören::V,кывзыны,zuhören
849,probieren::V,пешлыны,probieren
850,riechen::V,дукавны,riechen
851,fühlen::V,кывны,fühlen
852,scheinen::V,декуйтчыны,scheinen
853,zu sehen sein::V,тыдавны,zu sehen sein
854,vernehmen::V,тӧдмавны,vernehmen
855,frieren::V,гегдыны,frieren
856,tun::V,керны,tun
857,können::V,вермыны,können
858,wollen::V,мӧдны,wollen
859,anfangen::V,петны,anfangen
860,beenden::V,ештӧтны,beenden
861,beenden::V,керыштны,beenden
862,aufhören::V,дугдыны,aufhören
863,gelingen::V,шогмыны,gelingen
864,geraten::V,мыччисьны,geraten
865,öffnen::V,осьтны,öffnen
866,schließen::V,пӧднавны,schließen
867,stellen::V,сувтӧтны,stellen
868,setzen::V,пуксьӧтны,setzen
869,legen::V,пуктыны,legen
870,berühren::V,вӧрзьӧтны,berühren
871,verbinden::V,йитны,verbinden
872,bedecken::V,вевттьыны,bedecken
873,aufhängen::V,ӧшӧтны,aufhängen
874,anzünden::V,ӧзтыны,anzünden
875,aufheben::V,лэбтыны,aufheben
876,zurücklassen::V,кольны,zurücklassen
877,verlieren::V,ӧштыны,verlieren
878,fallen lassen::V,уськӧтны,fallen lassen
879,machen::V,керны,machen
880,herstellen::V,вӧчны,herstellen
881,bauen::V,строитны,bauen
882,reparieren::V,вочны,reparieren
883,verbessern::V,бурсьӧтны,verbessern
884,ändern::V,вежны,ändern
885,graben::V,гарйыны,graben
886,beugen::V,кусіньтны,beugen
887,biegen::V,чукыльтыштны,biegen
888,drehen::V,бергӧтны,drehen
889,wenden::V,бергӧтны,wenden
890,umdrehen::V,бергӧтны,umdrehen
891,heben::V,лэбтыны,heben
892,hochheben::V,лэбтыны,hochheben
893,ergreifen::V,кватитны,ergreifen
894,halten::V,видзны,halten
895,drücken::V,личкыны,drücken
896,schieben::V,тойлавны,schieben
897,kratzen::V,шаркӧтны,kratzen
898,lecken::V,нювны,lecken
899,beißen::V,йирны,beißen
900,abreißen::V,орӧтны,abreißen
901,abschneiden::V,шӧрыштны,abschneiden
902,abschneiden::V,вундыштны,abschneiden
903,binden::V,гӧрдззыны,binden
904,stecken::V,мӧртны,stecken
905,brechen::V,жугдыны,brechen
906,klopfen::V,зукӧтны,klopfen
907,hauen::V,желльыны,hauen
908,kleben::V,лякӧтны,kleben
909,reiben::V,зыртны,reiben
910,streichen::V,мавтны,streichen
911,schleifen::V,кыскыны,schleifen
912,schneiden::V,вундавны,schneiden
913,rütteln::V,шатлавны,rütteln
914,schütteln::V,зыбӧтны,schütteln
915,schwenken::V,ӧвтны,schwenken
916,schwenken::V,макайтны,schwenken
917,schütten::V,кисьтны,schütten
918,füllen::V,тыртны,füllen
919,füllen::V,тырсьӧтны,füllen
920,einwickeln::V,тубны,einwickeln
921,tragen::V,новйӧтны,tragen
922,schleppen::V,кыскыны,schleppen
923,ziehen::V,кыскыны,ziehen
924,aufbewahren::V,видзны,aufbewahren
925,werfen::V,шентывлыны,werfen
926,fangen::V,кутны,fangen
927,packen::V,кутасьны,packen
928,packen::V,кватитны,packen
929,verstecken::V,дзебны,verstecken
930,teilen::V,торйӧтны,teilen
931,schicken::V,иньдыны,schicken
932,bringen::V,вайны,bringen
933,hinzufügen::V,содтыны,hinzufügen
934,bekommen::V,получитны,bekommen
935,erhalten::V,получитны,erhalten
936,nehmen::V,босьтны,nehmen
937,wählen::V,бӧрйыны,wählen
938,auswählen::V,бӧрйыны,auswählen
939,bewahren::V,видзны,bewahren
940,behindern::V,падтыны,behindern
941,verderben::V,изводавны,verderben
942,beschädigen::V,паздыны,beschädigen
943,zerbrechen::V,паздыны,zerbrechen
944,zerreißen::V,косявны,zerreißen
945,zerstören::V,паздыны,zerstören
946,verbrennen::V,сотны,verbrennen
947,geben::V,сетны,geben
948,reichen::V,сетны,reichen
949,schenken::V,козьнавны,schenken
950,versprechen::V,кӧсйыны,versprechen
951,wünschen::V,бурсьыны,wünschen
952,loben::V,ошкыны,loben
953,küssen::V,окавны,küssen
954,wiegen::V,тюттьӧтны,wiegen
955,zudecken::V,вевттьыны,zudecken
956,wecken::V,саймӧтны,wecken
957,zeigen::V,мыччавны,zeigen
958,führen::V,нуӧтны,führen
959,lehren::V,велӧтны,lehren
960,unterrichten::V,велӧтны,unterrichten
961,aufziehen::V,быдтыны,aufziehen
962,leiten::V,юравны,leiten
963,leiten::V,веськӧтлыны,leiten
964,antreiben::V,тэрмӧтны,antreiben
965,lassen::V,-ӧтыны,lassen
966,einladen::V,корны,einladen
967,vereinigen::V,ӧтувтны,vereinigen
968,vereinigen::V,ӧтлаавны,vereinigen
969,besuchen::V,пыравлыны,besuchen
970,treffen::V,пантавны,treffen
971,sich versammeln::V,ӧксьыны,sich versammeln
972,spielen::V,орсны,spielen
973,singen::V,сьывны,singen
974,tanzen::V,йӧктыны,tanzen
975,sich trennen::V,торьясьны,sich trennen
976,verlassen::V,кольны,verlassen
977,retten::V,мынтны,retten
978,bewachen::V,смекайтны,bewachen
979,schützen::V,дорйыны,schützen
980,verteidigen::V,дорйыны,verteidigen
981,sich schlagen::V,тышкасьны,sich schlagen
982,schießen::V,лыйны,schießen
983,siegen::V,вермыны,siegen
984,ärgern::V,лӧгӧтны,ärgern
985,schlagen::V,базнитны,schlagen
986,treten::V,чужьявны,treten
987,stechen::V,бытшкыны,stechen
988,stoßen::V,тапкыны,stoßen
989,stoßen::V,тойыштны,stoßen
990,stehlen::V,гусявны,stehlen
991,stören::V,костіавны,stören
992,belästigen::V,назыляйтны,belästigen
993,verbergen::V,дзебны,verbergen
994,täuschen::V,бӧбӧтны,täuschen
995,täuschen::V,пӧрьявны,täuschen
996,betrügen::V,муклачитны,betrügen
997,töten::V,вийны,töten
998,wohnen::V,овны,wohnen
999,arbeiten::V,уджавны,arbeiten
1000,sammeln::V,ӧктыны,sammeln
1001,pflücken::V,судзлавны,pflücken
1002,jagen::V,вӧравны,jagen
1003,fischen::V,чериавны,fischen
1004,fassen::V,кутны,fassen
1005,hüten::V,вердны,hüten
1006,hüten::V,йирсьӧтны,hüten
1007,treiben::V,вашӧтны,treiben
1008,anbinden::V,кӧртавны,anbinden
1009,füttern::V,вердны,füttern
1010,melken::V,высьтыны,melken
1011,melken::V,чилькӧтны,melken
1012,hacken::V,керавны,hacken
1013,gießen::V,киськавны,gießen
1014,reifen::V,кисьмыны,reifen
1015,zubereiten::V,лӧсьӧтны,zubereiten
1016,kochen::V,пуны,kochen
1017,backen::V,пӧжавны,backen
1018,braten::V,жаритны,braten
1019,umrühren::V,соравны,umrühren
1020,stricken::V,домавны,stricken
1021,nähen::V,вурны,nähen
1022,färben::V,краситны,färben
1023,reinigen::V,весӧтны,reinigen
1024,waschen::V,пеславны,waschen
1025,abwischen::V,чышкыны,abwischen
1026,spülen::V,гывьявны,spülen
1027,fegen::V,чышкыны,fegen
1028,kehren::V,чышкыны,kehren
1029,baden::V,купайтчыны ,baden
1030,sich waschen::V,миссьыны,sich waschen
1031,ausziehen::V,гыжтӧтны,ausziehen
1032,ausziehen::V,пӧрччавны,ausziehen
1033,anziehen::V,пасьтавны,anziehen
1034,sich anziehen::V,пасьтасьны,sich anziehen
1035,kämmen::V,сынавны,kämmen
1036,schmücken::V,баситны,schmücken
1037,sagen::V,висьтавны,sagen
1038,sprechen::V,шуны,sprechen
1039,reden::V,баитны,reden
1040,sich unterhalten::V,сёрнитны,sich unterhalten
1041,fragen::V,юавны,fragen
1042,bitten::V,корны,bitten
1043,erzählen::V,висьтавны,erzählen
1044,mitteilen::V,висьтавны,mitteilen
1045,nennen::V,нимтны,nennen
1046,rufen::V,китсавны,rufen
1047,rufen::V,корны,rufen
1048,rufen::V,чукӧстны,rufen
1049,prahlen::V,ошшасьны,prahlen
1050,übersetzen::V,вуджӧтны,übersetzen
1051,denken::V,чайтны,denken
1052,glauben::V,веритны,glauben
1053,bemerken::V,казявны,bemerken
1054,erkennen::V,тӧдсавны,erkennen
1055,begreifen::V,вежӧртны,begreifen
1056,verstehen::V,кывны,verstehen
1057,lernen::V,велӧтчыны,lernen
1058,wissen::V,тӧдны,wissen
1059,sich erinnern an::V,касьтывны,sich erinnern an
1060,vergessen::V,вунӧтны,vergessen
1061,messen::V,меряйтны,messen
1062,zählen::V,лыддьыны,zählen
1063,rechnen::V,лыддьыны,rechnen
1064,lesen::V,лыддьӧтны,lesen
1065,zeichnen::V,гижмавны,zeichnen
1066,schreiben::V,гижны,schreiben
1067,besitzen::V,лоны,besitzen
1068,kaufen::V,небны,kaufen
1069,verkaufen::V,вузавны,verkaufen
1070,bezahlen::V,вештыны,bezahlen
1071,zahlen::V,вештыны,zahlen
1072,ertragen::V,терпитны,ertragen
1073,Insel::N,,Insel
1074,Menge::N,,Menge
1075,Gewalt::N,,Gewalt
1076,Alter::N,,Alter
1077,richtig::A,,richtig
1078,wahr::A,,wahr
1079,berühmt::A,,berühmt
1080,allein::ADV,,allein
1081,rennen::V,,rennen
1082,malen::V,,malen
1083,beherrschen::V,,beherrschen
