,Concept_ID,ady,tr
226,Familie::N,быны́,aile
227,Familie::N,уна́гъу,aile
228,Großvater::N,тэтэ́жъ,dede
229,Großvater::N,тэтэ́жъ,büyükbaba
230,Großmutter::N,нэнэ́жъ,nine
231,Großmutter::N,нэнэ́жъ,büyükanne
232,Eltern::N,ны-тыхэ́р,ebeveyn
233,Eltern::N,ны-тыхэ́р,ana baba
234,Vater::N,ты,ata
235,Vater::N,ты,baba
236,Mutter::N,ны,ana
237,Mutter::N,ны,anne
238,Sohn::N,къо,oğul
239,Tochter::N,пхъу,kız
240,Tochter::N,пхъу,kız evlât
241,Bruder::N,шы,abi
242,Bruder::N,шы,erkek kardeş
243,Schwester::N,шы́пхъу,abla
244,Schwester::N,шы́пхъу,kız kardeş
245,Onkel::N,янэ́ш,dayı
246,Tante::N,атэшыпхъу,hala
247,Tante::N,атэшыпхъу,teyze
248,Ehemann::N,лӏы,koca
249,Ehefrau::N,шъу́з,karı
250,Freude::N,гушӏуа́гъу,neşe
251,Freude::N,гушӏуа́гъу,sevinç
252,Gelächter::N,щхыныр,gülme
253,Gelächter::N,щхыныр,kahkaha
254,Glück::N,насы́п,mutluluk
255,Kummer::N,тхьамыкӏагъу,dert
256,Kummer::N,тхьамыкӏагъу,keder
257,Wunsch::N,шӏонгъоны́гъ,arzu
258,Wunsch::N,шӏонгъоны́гъ,istek
259,Lust::N,шӏонгъоны́гъ,arzu
260,Lust::N,шӏонгъоны́гъ,heves
261,Geist::N,гу,tin
262,Gedanke::N,гупшыс,fikir
263,Gedanke::N,гупшыс,düşünce
264,Gedächtnis::N,память,bellek
265,Verstand::N,акъы́л,zekâ
266,Sinn::N,мэхьанэ,anlam
267,Grund::N,ушъхьагъу,sebep
268,Wahrheit::N,шъыпкъэ́,doğruluk
269,Wahrheit::N,шъыпкъэ́,gerçeklik
270,Gespräch::N,гущыӏ,görüşme
271,Märchen::N,пшысэ,masal
272,Erzählung::N,къэба́р,öykü
273,Erzählung::N,къэба́р,hikâye
274,Nachricht::N,къэба́р,haber
275,Neuigkeit::N,къэбарыкӏ,haber
276,Name::N,цӏэ,ad
277,Name::N,цӏэ,isim
278,Rätsel::N,коджэхь-къоджэшх,bilmece
279,Rede::N,гущыӏ,söylev
280,Rede::N,гущыӏ,konuşma
281,Sprache::N,бзэ,dil
282,Sprache::N,бзэ,lisan
283,Stimme::N,макъэ́,ses
284,Wort::N,гущыӏ,kelime
285,Zeichen::N,тамы́гъ,işaret
286,Ruf::N,джэ макъ,çağırma
287,Lärm::N,макъэ,şamata
288,Lärm::N,макъэ,gürültü
289,Laut::N,макъэ,ses
290,Lied::N,орэ́д,türkü
291,Ruhe::N,самбырыныгъ,sakinlik
292,Leute::N,цӏыфхэ́р,halk
293,Leute::N,цӏыфхэ́р,insanlar
294,Volk::N,цӏыф лъэпкъ,ulus
295,Volk::N,цӏыф лъэпкъ,millet
296,Arbeit::N,ӏофшӏакӏэ́н,iş
297,Arbeit::N,ӏофшӏакӏэ́н,çalışma
298,Gast::N,хьакӏэ́,konuk
299,Gast::N,хьакӏэ́,misafir
300,Geschenk::N,шӏухьафтын,hediye
301,Geschenk::N,шӏухьафтын,armağan
302,Spiel::N,еоны́р,oyun
303,Spiel::N,джэгуны́р,oyun
304,Spiel::N,къегъэӏоны́р,oyun
305,Gesellschaft::N,обществ,çevre
306,Gesellschaft::N,обществ,arkadaşlık
307,Hilfe::N,ӏэпыӏэгъу,yardım
308,Freund::N,ныбджэгъу,dost
309,Freund::N,ныбджэгъу,arkadaş
310,Kamerad::N,ныбджэгъу,arkadaş
311,Angelegenheit::N,ӏофы́,iş
312,Angelegenheit::N,ӏофы́,husus
313,Anzahl::N,пчъагъэ́,sayı
314,Art::N,изэрэщы́т,çeşit
315,Art::N,лъэпкъ,çeşit
316,Stück::N,такъы́р,tane
317,Stück::N,такъы́р,parça
318,Teil::N,щыщ,kısım
319,Teil::N,ӏахь,kısım
320,Hälfte::N,ныкъо́,yarı
321,Kreis::N,хъура́й,daire
322,Kreuz::N,къащ,haç
323,Linie::N,хъахъ,hat
324,Linie::N,хъахъ,çizgi
325,Linie::N,итхъа́гъ,hat
326,Linie::N,итхъа́гъ,çizgi
327,Strich::N,хъахъ,çizgi
328,Strich::N,итхъагъ,çizgi
329,Abstand::N,азыфагу,aralık
330,Entfernung::N,чӏыгууанэ,mesafe
331,Entfernung::N,чӏыгууанэ,uzaklık
332,Gegend::N,чӏыпӏэ́,yöre
333,Platz::N,азыфагу,yer
334,Ort::N,чӏыпӏэ́,yer
335,Seite::N,лъэны́къу,yan
336,Seite::N,лъэны́къу,taraf
337,Mitte::N,гузэ́гу,orta
338,Mitte::N,гузэ́гу,merkez
339,Gegenstand::N,пкъыгъо,şey
340,Rand::N,цакӏэ́,kenar
341,Kante::N,цэгэналъ,kenar
342,Ecke::N,къогъу,köşe
343,Spitze::N,пакӏэ,uç
344,Spitze::N,пакӏэ,baş
345,Ende::N,кӏэ,uç
346,Loch::N,гъуа́н,oyuk
347,Loch::N,гъуа́н,delik
348,Winkel::N,къогъу,köşe
349,Muster::N,тхыпхъэ,örnek
350,Größe::N,иина́гъ,büyüklük
351,Länge::N,икӏыхьа́гъ,uzunluk
352,Höhe::N,лъэгагъ,yükseklik
353,Gewicht::N,онтэгъугъэ́,ağırlık
354,Menge::N,пчъагъэ́,miktar
355,Haufen::N,ӏат,küme
356,Haufen::N,ӏат,yığın
357,Reihe::N,саты́р,sıra
358,Boot::N,къуашъо́,kayık
359,Boot::N,къуашъо́,sandal
360,Ruder::N,къошъобэ́щ,kürek
361,Ski::N,лыжэхэр,kayak
362,Lagerfeuer::N,пхъэмашӏу,kamp ateşi
363,Gang::N,кӏоныр,gidiş
364,Gang::N,кӏоныр,yürüyüş
365,Schritt::N,лъэубэ́къу,adım
366,Norden::N,темы́р,kuzey
367,Süden::N,къыблэ́,güney
368,Westen::N,тыгъэкъохьа́пӏ,batı
369,Osten::N,тыгьэкъокӏы́пӏ,doğu
370,Holz::N,чъыгы́,ağaç
371,Holz::N,чъыгы́,tahta
372,Brett::N,пхъэ́мбгъу,tahta
373,Platte::N,упсыхьагъ,levha
374,Stütze::N,кӏэгъэкъон,dayak
375,Stütze::N,кӏэгъэкъон,destek
376,Stange::N,къорэ́гъ,çubuk
377,Stock::N,бэщ,sopa
378,Stock::N,бэщ,değnek
379,Stab::N,бэщ кӏы́хь,sırık
380,Stab::N,бэщ кӏы́хь,baston
381,Rohr::N,онджэкъ,boru
382,Haus::N,унэ́,ev
383,Heim::N,унэ́,ev
384,Heim::N,унэ́,yurt
385,Ofen::N,гъэжъэн,soba
386,Fußboden::N,джэхашъу,taban
387,Fußboden::N,джэхашъу,döşeme
388,Tisch::N,стол,masa
389,Stuhl::N,пхъэнтӏэ́кӏу,iskemle
390,Stuhl::N,пхъэнтӏэ́кӏу,sandalye
391,Wiege::N,кушъэ́,beşik
392,Bett::N,пӏэкӏо́р,yatak
393,Regal::N,мэкӏай,raf
394,Kiste::N,ящык,sandık
395,Fenster::N,шъхьаныгъу́пчъ,pencere
396,Tür::N,пчъэ,kapı
397,Tor::N,къэла́пчъ,kapı
398,Zaun::N,шӏыхьагъэ́,çit
399,Dach::N,шъхьэ́,dam
400,Dach::N,шъхьэ́,çatı
401,Leiter::N,лъэо́й,merdiven
402,Leiter::N,дэкӏояпӏэ́,merdiven
403,Besen::N,пхъэнкӏы́пхъ,süpürge
404,Spaten::N,къазгъы́р,bel
405,Schaufel::N,хэӏалъ,kürek
406,Gabel::N,цацэ,çatal
407,Löffel::N,джэмы́шх,kaşık
408,Messer::N,шъэжъы́й,bıçak
409,Nagel::N,гъучӏыӏу́н,çivi
410,Netz::N,хъытыу,ağ
411,Haken::N,хьажтӏаркъу,çengel
412,Griff::N,къопс,kulp
413,Griff::N,къопс,tutamak
414,Schloss::N,ӏункӏы́бз,kilit
415,Bild::N,сурэ́т,imaj
416,Bild::N,сурэ́т,resim
417,Puppe::N,нысхъа́п,kukla
418,Beutel::N,дзыо́,kese
419,Beutel::N,дзыо́,torba
420,Tasche::N,ӏэлъмэ́къ,çanta
421,Eimer::N,щалъ,kova
422,Deckel::N,шъхьэ,kapak
423,Geschirr::N,хьакъу-шыкъу,kap kacak
424,Sack::N,дзыо́,torba
425,Tasse::N,чашк,fincan
426,Topf::N,кастрюль,tencere
427,Kessel::N,шыуа́н,kazan
428,Essen::N,шхэн,yemek
429,Nahrung::N,шхэн,gıda
430,Nahrung::N,шхэн,besin
431,Speise::N,шхыныгъу,yemek
432,Fleisch::N,лы,et
433,Getreide::N,лэжьыгъацэ́,tahıl
434,Getreide::N,лэжьыгъацэ́,hububat
435,Brei::N,пӏастэ́,ezme
436,Brot::N,хьалыгъу,ekmek
437,Scheibe::N,такъы́р,dilim
438,Fett::N,дагъэ́,yağ
439,Butter::N,тхъу,tereyağı
440,Öl::N,тхъу,yağ
441,Öl::N,тхъу,akar yağ
442,Salz::N,щыгъу,tuz
443,Suppe::N,хьантхъупс,çorba
444,Honig::N,шъоу́,bal
445,Milch::N,щэ,süt
446,Tee::N,щай,çay
447,Leder::N,кӏы́шъу,deri
448,Leder::N,кӏы́шъу,meşin
449,Wolle::N,цы,yün
450,Stoff::N,шэкӏы,kumaş
451,Nadel::N,бгъэ́хаӏу,iğne
452,Faden::N,ӏуда́н,tire
453,Faden::N,ӏуда́н,iplik
454,Knopf::N,занкӏэу,düğme
455,Knoten::N,зэкъодзапӏэ,düğüm
456,Farbe::N,краск,boya
457,Kleidung::N,щыгъы́ны,giyim
458,Hemd::N,джан,gömlek
459,Kragen::N,пшъапӏ,yaka
460,Ärmel::N,гъуап,yen
461,Ärmel::N,гъуап,elbise kolu
462,Hose::N,гъончэ́дж,pantolon
463,Gürtel::N,бгыры́пх,kuşak
464,Mütze::N,паӏо́,bere
465,Mütze::N,паӏо́,kasket
466,Stiefel::N,щазым,çizme
467,Ring::N,ӏэлъы́н,yüzük
468,Band::N,лент,bağ
469,Band::N,лент,şerit
470,Kamm::N,мажь,tarak
471,Spiegel::N,гъундж,ayna
472,Riemen::N,бгыры́пх,kayış
473,Schnur::N,кӏапсэ́,ip
474,Schnur::N,кӏапсэ́,sicim
475,Leine::N,шъокӏапс,kayış
476,Decke::N,чыхӏэн,örtü
477,Decke::N,чыхӏэн,yorgan
478,Kissen::N,шъхьант,yastık
479,Tuch::N,шъхьэтехъу,bez
480,Handtuch::N,ӏаплъэкӏ,havlu
481,Kraft::N,къары́у,güç
482,Kraft::N,къары́у,kuvvet
483,Kraft::N,кӏуачӏэ́,güç
484,Kraft::N,кӏуачӏэ́,kuvvet
485,Stärke::N,кӏуачӏэ́,kuvvet
486,Gesundheit::N,псауныгъ,sağlık
487,Krankheit::N,узы,hastalık
488,Schmerz::N,узы,ağrı
489,Schmerz::N,узы,sancı
490,Wunde::N,уӏагъэ́,yara
491,Fieber::N,техьа́гъу,ateş
492,Fieber::N,жъоку,ateş
493,Arznei::N,ӏэзэ́гъу,ilâç
494,Brücke::N,лъэмы́д ж,köprü
495,Brunnen::N,псынэ́,kuyu
496,Brunnen::N,псынэ́,çeşme
497,Weide::N,хъупӏэ́,otlak
498,Pfad::N,лъагъу,patika
499,Pfad::N,лъагъу,keçiyolu
500,Weg::N,гъо́гу,yol
501,Straße::N,гъо́гу,yol
502,Straße::N,гъо́гу,cadde
503,Dorf::N,къуа́дж,köy
504,Stadt::N,къалэ́,kent
505,Stadt::N,къалэ́,şehir
506,Brief::N,тхэн,mektup
507,Brief::N,письмэ,mektup
508,Buch::N,тхы́лъ,kitap
509,Buchstabe::N,хьары́ф,harf
510,Zeitung::N,газет,gazete
511,Leben::N,гъашӏэ́,hayat
512,Tod::N,аджал,ölüm
513,Grab::N,бэны́,kabir
514,Kirche::N,чылы́с,kilise
515,Sünde::N,гунахь,günah
516,Gott::N,тхьэ,tanrı
517,Arbeiter::N,рабоч,işçi
518,Chef::N,гъэр,şef
519,Chef::N,гъэр,müdür
520,Meister::N,ӏэпыӏа́с,usta
521,Lehrer::N,кӏэлэегъа́дж,hoca
522,Lehrer::N,кӏэлэегъа́дж,öğretmen
523,Geld::N,ахъщ,para
524,Geschäft::N,ӏофшӏэн,ticaret
525,Laden::N,туча́н,dükkân
526,Preis::N,уасэ́,fiyat
527,Ware::N,хьап-щып,mal
528,Nutzen::N,чар,fayda
529,Nutzen::N,федэ́,fayda
530,Reichtum::N,байныгъ,servet
531,Reichtum::N,байныгъ,zenginlik
532,Welt::N,дуна́й,dünya
533,Land::N,хэгъэ́́гу,ülke
534,Staat::N,къэралыгъу,devlet
535,König::N,пачъы́хь,kral
536,Macht::N,шынэгъакзэ́,kudret
537,Macht::N,шынэгъакзэ́,iktidar
538,Grenze::N,гъуна́пкъ,had
539,Grenze::N,гъуна́пкъ,sınır
540,Krieg::N,зао́,savaş
541,Feind::N,пы́и,düşman
542,Gewalt::N,егъэзыгъэныгъ,zor
543,Gewalt::N,егъэзыгъэныгъ,cebir
544,Kampf::N,бэнэныгъ,savaş
545,Bogen[Waffe]::N,щабз,yay
546,Pfeil::N,щэбза́щ,ok
547,Gewehr::N,шхонч,tüfek
548,Fehler::N,хэукъоныгъ,hata
549,Fehler::N,хэукъоныгъ,yanlış
550,Lüge::N,пцӏы,yalan
551,Schaden::N,зэра́р,zarar
552,Unglück::N,тхьамыкӏагъу,felâket
553,Unglück::N,тхьамыкӏагъу,talihsizlik
554,Schuld::N,мысагъэ́,suç
555,Schuld::N,мысагъэ́,kabahat
556,Alter::N,ныбжь,yaş
557,Schluss::N,кӏэ,son
558,Zeit::N,уахътэ́,zaman
559,Tag::N,мафэ́,gün
560,Morgen::N,пчэды́жь,sabah
561,Mittag::N,щэджагьу́,öğle
562,Abend::N,пчыхьэ́,akşam
563,Nacht::N,чэщы́,gece
564,Woche::N,тхьамафэ́,hafta
565,Monat::N,мазэ́,ay
566,Jahr::N,илъэ́с,yıl
567,Jahr::N,илъэ́с,sene
568,Frühling::N,гъатхэ́,ilkbahar
569,Sommer::N,гъэмафэ́,yaz
570,Herbst::N,бжыхьэ́,güz
571,Herbst::N,бжыхьэ́,sonbahar
572,Winter::N,кӏыма́ф,kış
573,Januar::N,январь,ocak
574,Februar::N,февраль,şubat
575,März::N,март,mart
576,April::N,апрель,nisan
577,Mai::N,май,mayıs
578,Juni::N,июнь,haziran
579,Juli::N,июль,temmuz
580,August::N,август,ağustos
581,September::N,сентябрь,eylül
582,Oktober::N,октябрь,ekim
583,November::N,ноябрь,kasım
584,Dezember::N,декабрь,aralık
585,Montag::N,блыпэ́,pazartesi
586,Dienstag::N,гъубдж,salı
587,Mittwoch::N,бэрэскэжъый,çarşamba
588,Donnerstag::N,мэфэ́ку,perşembe
589,Freitag::N,бэрэскэшху,cuma
590,Samstag::N,шэмбэ́т,cumartesi
591,Sonntag::N,тхьаума́ф,pazar
592,groß::A,ины́,büyük
593,klein::A,цӏы́кӏу,ufak
594,klein::A,цӏы́кӏу,küçük
595,lang::A,кӏыхьэ́,uzun
596,kurz::A,кӏэкӏы́,kısa
597,breit::A,шъуамбгъо́,enli
598,breit::A,шъуамбгъо́,geniş
599,schmal::A,бгъузэ́,dar
600,dicht::A,ӏужъу́,sık
601,dicht::A,ӏужъу́,yoğun
602,dick[Gegenstand]::A,ӏужъу́,kalın
603,dick[Gegenstand]::A,ӏужъу́,iri
604,dünn::A,пӏуакӏэ́,ince
605,fein::A,пӏуакӏэ́,ince
606,fein::A,пӏуакӏэ́,narin
607,fest::A,пытэ́,sabit
608,fest::A,пытэ́,sağlam
609,flach::A,тешъо́,düz
610,flach::A,тешъо́,yassı
611,glatt::A,зэны́бжь,düz
612,hart::A,пытэ́,katı
613,weich::A,шъабэ́,yumuşak
614,rund::A,хъура́й,yuvarlak
615,spitz::A,папцӏэ́,sivri
616,scharf::A,чан,keskin
617,stumpf::A,цако́,kör
618,schwer::A,онтэ́гъу,ağır
619,schön::A,дахэ́,güzel
620,heiß::A,жъо́ркъ,kızgın
621,warm::A,фабэ́у,sıcak
622,kalt::A,чъыӏэ́,soğuk
623,kühl::A,чъыӏэтагъ,serin
624,frisch::A,чъыӏэтагъ,taze
625,feucht::A,шынагъэ зиӏэ,nemli
626,feucht::A,шынагъэ зиӏэ,rutubetli
627,feucht::A,шынэгъакӏэ зиӏэ,nemli
628,feucht::A,шынэгъакӏэ зиӏэ,rutubetli
629,nass::A,цӏынэ́,yaş
630,nass::A,цӏынэ́,ıslak
631,trocken::A,гъушъ,kuru
632,trocken::A,чъэпхъыгъ,kuru
633,voll::A,из,dolu
634,voll::A,из,dolmuş
635,voll::A,изыбз,dolu
636,voll::A,изыбз,dolmuş
637,leer::A,нэкӏы́,boş
638,offen::A,зэдэхыгъэ,açık
639,geschlossen::A,зэфэшӏыгъ,kapalı
640,sauber::A,къабзэ́,pak
641,sauber::A,къабзэ́,temiz
642,schmutzig::A,шӏо́и,pis
643,schmutzig::A,шӏо́и,kirli
644,roh::A,мыжъо́,çiğ
645,reif::A,чъэпхъыгъ,olgun
646,lecker::A,го́хьы,lezzetli
647,süß::A,ӏэшӏу,tatlı
648,süß::A,ӏэшӏу,şekerli
649,bitter::A,дыджы́,acı
650,sauer::A,хафэ́,ekşi
651,hell::A,нэфын,aydınlık
652,dunkel::A,мэзэхэ,karanlık
653,schwarz::A,шӏуцӏэ,kara
654,schwarz::A,шӏуцӏэ,siyah
655,weiß::A,фыжьы́,ak
656,weiß::A,фыжьы́,beyaz
657,rot::A,плъыжьы́,kırmızı
658,gelb::A,гъожьы́,sarı
659,blau::A,шхъуантӏэ,mavi
660,grün::A,шхъуантӏэ,yeşil
661,grau::A,шхъо,boz
662,bunt::A,къолэны,renkli
663,billig::A,пыут,ucuz
664,teuer::A,сикӏа́с,pahalı
665,teuer::A,силъа́пӏ,pahalı
666,wertvoll::A,пкӏэ зиӏ,değerli
667,wertvoll::A,уасэ́ зыфа́шӏ,değerli
668,blind::A,нэшъу́,kör
669,taub::A,дэгу,sağır
670,kräftig::A,лъэ́ш,dinç
671,kräftig::A,лъэ́ш,kuvvetli
672,stark::A,лъэ́ш,güçlü
673,stark::A,лъэ́ш,kuvvetli
674,schwach::A,хъыбэй,zayıf
675,schwach::A,хъыбэй,güçsüz
676,fett::A,пщэры́,şişman
677,schlank::A,ищыгъэ,narin
678,hübsch::A,дахэ́,güzel
679,hübsch::A,дахэ́,sevimli
680,böse::A,ябгэ,kötü
681,dumm::A,делэ,aptal
682,faul::A,шъхьахы́нэ,tembel
683,fleißig::A,егугъурэ,çalışkan
684,geizig::A,тхьацэ,cimri
685,klug::A,акъылышӏу́,zekî
