,Concept_ID,cy,et
814,so::ADV,felly,nii
815,noch::ADV,eto,veel
816,nur::ADV,yn unig,ainult
817,schon::ADV,eisoes,juba
818,schon::ADV,yn barod,juba
819,wieder::ADV,drachefn,jälle
820,vergebens::ADV,yn ofer,asjata
821,vor::PRP,o flaen,ees
822,hinter::PRP,ar ôl,taha
823,unter::PRP,islaw,all
824,durch::PRP,trwy,läbi
825,durch::PRP,trwy,kaudu
826,neben::PRP,ar bwys,kõrval
827,zwischen::PRP,rhwng,vahel
828,zwischen::PRP,cydrhwng,vahel
829,wegen::PRP,o achos,tõttu
830,wegen::PRP,o achos,pärast
831,wegen::PRP,oherwydd,tõttu
832,wegen::PRP,oherwydd,pärast
833,dies::PRN,hyn,see
834,das::PRN,hynny,see
835,alles::PRN,popeth,kõik
836,ich::PRN,fi,mina
837,du::PRN,ti,sina
838,er::PRN,fe,tema
839,wir::PRN,ni,me
840,ihr::PRN,chi,te
841,sie::PRN,hwy,nad
842,was::FPRN,pa beth,mis
843,wer::FPRN,pwy,kes
844,wo::FADV,ble,kus
845,wo::FADV,ym mha le,kus
846,wohin::FADV,i ble,kuhu
847,wohin::FADV,i ba le,kuhu
848,wie::FADV,sut,kuidas
849,warum::FADV,pam,miks
850,wieviel::FNUM,faint,mitu
851,wieviel::FNUM,faint,kui palju
852,eins::NUM,un,üks
853,zwei::NUM,dau,kaks
854,drei::NUM,tri,kolm
855,vier::NUM,pedwar,neli
856,fünf::NUM,pump,viis
857,sechs::NUM,chwech,kuus
858,sieben::NUM,saith,seitse
859,acht::NUM,wyth,kaheksa
860,neun::NUM,naw,üheksa
861,zehn::NUM,deg,kümme
862,elf::NUM,un ar ddeg,üksteist
863,zwölf::NUM,deuddeg,kaksteist
864,zwölf::NUM,un deg dau,kaksteist
865,zwanzig::NUM,ugain,kakskümmend
866,dreißig::NUM,tri deg,kolmkümmend
867,dreißig::NUM,deg ar hugain,kolmkümmend
868,vierzig::NUM,deugain,nelikümmend
869,fünfzig::NUM,hanner cant,viiskümmend
870,sechzig::NUM,chwe deg,kuuskümmend
871,siebzig::NUM,saith deg,seitsekümmend
872,siebzig::NUM,deg a thrigain,seitsekümmend
873,achtzig::NUM,wyth deg,kaheksakümmend
874,achtzig::NUM,pedar ugain,kaheksakümmend
875,neunzig::NUM,naw deg,üheksakümmend
876,neunzig::NUM,deg a phedwar ugain,üheksakümmend
877,hundert::NUM,cant,sada
878,tausend::NUM,mil,tuhat
879,und::CNJ,a,ja
880,oder::CNJ,neu,või
881,stehen::V,sefyll,seisma
882,sitzen::V,eistedd,istuma
883,liegen::V,gorwedd,lamama
884,hängen::V,hongian,rippuma
885,werden::V,dod yn,saama
886,werden::V,dod yn,hakkama
887,werden::V,mynd yn,saama
888,werden::V,mynd yn,hakkama
889,passieren::V,digwydd,juhtuma
890,beginnen::V,cychwyn,algama
891,beginnen::V,cychwyn,hakkama
892,enden::V,gorffen,lõppema
893,wechseln::V,newid,vahelduma
894,aufgehen[Sonne]::V,codi,tõusma
895,untergehen[Sonne]::V,machlud,loojuma
896,scheinen[Sonne]::V,tywynnu,paistma
897,donnern::V,taranu,kõmisema
898,wehen::V,chwythu,puhuma
899,strömen::V,ffrydio,voolama
900,fließen::V,llifo,voolama
901,sich drehen::V,troi,pöörduma
902,sich drehen::V,cylchdroi,pöörduma
903,schwanken::V,siglo,kõikuma
904,schwingen::V,siglo,võnkuma
905,fallen::V,cwympo,langema
906,brennen::V,llosgi,põlema
907,rauchen::V,mygu,suitsema
908,regnen::V,glawio,sadama
909,gefrieren::V,rhewi,kinni külmuma
910,tauen::V,toddi,sulama
911,tauen::V,meirioli,sulama
912,schmelzen::V,toddi,sulama
913,trocknen::V,sychu,kuivama
914,sieden::V,berwi,keema
915,faulen::V,pydru,mädanema
916,faulen::V,braenu,mädanema
917,verfaulen::V,pydru,mädanema
918,verfaulen::V,dadfeilio,mädanema
919,reißen::V,clecian,rebenema
920,reißen::V,torri'n glats,rebenema
921,versinken::V,suddo,uppuma
922,vergehen::V,myned heibio,mööduma
923,vergehen::V,pasio,mööduma
924,erscheinen::V,ymddangos,ilmuma
925,verschwinden::V,diflannu,kaduma
926,sinken::V,syrthio,vajuma
927,sinken::V,syrthio,langema
928,abnehmen::V,lleihau,vähenema
929,abnehmen::V,lleihau,kahenema
930,zunehmen::V,cynyddu,kasvama
931,steigen::V,codi,tõusma
932,steigen::V,codi,üles minema
933,wachsen::V,tyfu,kasvama
934,glänzen::V,disgleirio,läikimä
935,funkeln::V,pefrio,sädelema
936,lärmen::V,cadw sŵn,lärmama
937,lärmen::V,gwneud twrw,lärmama
938,läuten::V,canu,helisema
939,klingeln::V,canu,helisema
940,klingeln::V,seinio,helisema
941,klirren::V,tincian,kõlisema
942,brausen::V,rhuo,kohisema
943,rauschen::V,siffrwd,kohisema
944,rauschen::V,chwithrwd,kohisema
945,klingen::V,seinio,kõlama
946,bellen::V,cyfarth,haukuma
947,heulen::V,udo,uluma
948,heulen::V,oernadu,uluma
949,blasen::V,chwythu,puhuma
950,pfeifen::V,chwibanu,vilistama
951,schreien::V,gweiddi,karjuma
952,schreien::V,bloeddio,karjuma
953,stöhnen::V,griddfan,oigama
954,zittern::V,crynu,värisema
955,leben::V,byw,elama
956,leben::V,byw,elus olema
957,geboren werden::V,cael eich geni,sündima
958,atmen::V,anadlu,hingama
959,trinken::V,yfed,jooma
960,essen::V,bwyta,sööma
961,schlucken::V,llyncu,neelama
962,müde werden::V,blino,väsima
963,einschlafen::V,mynd i gysgu,uinuma
964,einschlafen::V,syrthio i gysgu,uinuma
965,schlafen::V,huno,magama
966,schlafen::V,cysgu,magama
967,aufwachen::V,dihuno,ärkama
968,aufstehen::V,codi,ärkama
969,aufstehen::V,codi,üles tõusma
970,sich erholen::V,ymlacio,puhkama
971,sich erholen::V,dadflino,puhkama
972,krank werden::V,mynd yn sâl,haigestuma
973,krank werden::V,mynd yn sâl,haigeks jääma
974,krank werden::V,mynd yn wael,haigestuma
975,krank werden::V,mynd yn wael,haigeks jääma
976,krank sein::V,gwaelu,haige olema
977,schmerzen::V,brifo,valutama
978,husten::V,pesychu,köhima
979,genesen::V,gwella,toibuma
980,genesen::V,cael yn ôl,toibuma
981,sterben::V,marw,surema
982,umkommen::V,trengi,surma saama
983,sich bewegen::V,symud,liikuma
984,sich rühren::V,syflyd,liikuma
985,sich erheben::V,codi,kerkima
986,sich setzen::V,eistedd,istet võtma
987,hinfallen::V,cwympo,kukkuma
988,hinfallen::V,cwympo,maha kukkuma
989,laufen::V,cerdded,kõndima
990,schreiten::V,camu,astuma
991,spazierengehen::V,mynd am dro,jalutama
992,eilen::V,rhuthro,ruttama
993,eilen::V,rhuthro,kiirustama
994,sich beeilen::V,brysio,ruttama
995,sich beeilen::V,brysio,kiirustama
996,sausen::V,rhuthro,kihutama
997,sausen::V,rhuthro,tormama
998,rennen::V,rhedeg,jooksma
999,rennen::V,rhedeg,kihutama
1000,springen::V,llamu,hüppama
1001,springen::V,neidio,hüppama
1002,klettern::V,dringo,ronima
1003,schaukeln::V,siglo,kiikuma
1004,kriechen::V,cropian,roomama
1005,schwimmen::V,nofio,ujuma
1006,tauchen::V,plymio,sukelduma
1007,tauchen::V,ymsuddo,sukelduma
1008,rudern::V,rhwyfo,sõudma
1009,fahren::V,gyrru,sõitma
1010,fahren::V,dreifio,sõitma
1011,fliegen::V,hedfan,lendama
1012,gehen::V,mynd,käima
1013,gehen::V,mynd,minema
1014,weggehen::V,mynd,ära minema
1015,weggehen::V,mynd,välja minema
1016,weggehen::V,ymadael,ära minema
1017,weggehen::V,ymadael,välja minema
1018,abfahren::V,ymadael,väljuma
1019,abfahren::V,ymadael,ära sõitma
1020,anhalten::V,stopio,peatuma
1021,hineingehen::V,mynd i mewn,sisenema
1022,hineingehen::V,mynd i mewn,sisse minema
1023,eintreten::V,mynd i,sisenema
1024,eintreten::V,mynd i,sisse astuma
1025,kommen::V,dod,tulema
1026,ankommen::V,cyrraedd,saabuma
1027,zurückkommen::V,dychwelyd,tagasi tulema
1028,bleiben::V,aros,jääma
1029,bleiben::V,sefyll,jääma
1030,warten::V,aros,ootama
1031,warten::V,disgwyl,ootama
1032,erwarten::V,disgwyl,ootama
1033,erwarten::V,disgwyl,lootma
1034,suchen::V,chwilio am,otsima
1035,finden::V,darganfod,leidma
1036,versuchen::V,profi,püüdma
1037,versuchen::V,profi,üritama
1038,versuchen::V,profi,katsetama
1039,versuchen::V,ceisio,püüdma
1040,versuchen::V,ceisio,üritama
1041,versuchen::V,ceisio,katsetama
1042,vorbereiten::V,paratoi,valmistama
1043,lieben::V,caru,armastama
1044,mögen::V,hoffi,sallima
1045,mögen::V,hoffi,meeldima
1046,lachen::V,chwerthin,naerma
1047,rühren::V,cynhyrfu,liigutama
1048,rühren::V,cynhyrfu,heldima panema
1049,weinen::V,wylo,nutma
1050,weinen::V,llefain,nutma
1051,schimpfen::V,grwgnach,sõimama
1052,sich ärgern::V,gofidio,ärrituma
1053,sich ärgern::V,gofidio,vihastuma
1054,sich fürchten::V,ofni,kartma
1055,sich fürchten::V,ofni,hirmu tundma
1056,fürchten::V,arswydo,kartma
1057,fliehen::V,ffoi,põgenema
1058,flüchten::V,dianc,põgenema
1059,sehen::V,gweld,nägema
1060,anschauen::V,syllu,vaatama
1061,anschauen::V,edrych,vaatama
1062,ansehen::V,gwylio,vaatama
1063,hören::V,clywed,kuulma
1064,zuhören::V,gwrando,kuulama
1065,probieren::V,profi,proovima
1066,riechen::V,arogli,nuusutama
1067,fühlen::V,teimlo,tundma
1068,fühlen::V,clywed,tundma
1069,scheinen::V,ymddangos,näida
1070,scheinen::V,ymddangos,ilmuda
1071,zu sehen sein::V,dod i'r golwg,ilmuma
1072,vernehmen::V,clywed sôn am,üle kuulama
1073,frieren::V,bod yn oer,külmetada
1074,tun::V,gwneud,tegema
1075,können::V,gallu,võima
1076,können::V,gallu,oskama
1077,wollen::V,bod mewn angen,tahtma
1078,anfangen::V,dechrau,hakkama
1079,anfangen::V,dechrau,alustama
1080,beenden::V,darfod,lõpetama
1081,beenden::V,gorffen,lõpetama
1082,aufhören::V,peidio,lakkama
1083,gelingen::V,llwyddo,õnnestuma
1084,geraten::V,diweddu,jõudma
1085,öffnen::V,agor,avama
1086,schließen::V,cau,sulgema
1087,stellen::V,gosod,panema
1088,stellen::V,gosod,asetama
1089,setzen::V,gosod,panema
1090,legen::V,gosod,panema
1091,legen::V,gosod,asetama
1092,berühren::V,cyffwrdd,riivama
1093,berühren::V,cyffwrdd,puudutama
1094,verbinden::V,cysylltu,ühendama
1095,bedecken::V,gorchuddio,katma
1096,aufhängen::V,crogi,riputama
1097,aufhängen::V,hongian,riputama
1098,anzünden::V,cynnau,süütama
1099,aufheben::V,codi,üles tõstma
1100,zurücklassen::V,gadael,jätma
1101,verlieren::V,colli,kaotama
1102,fallen lassen::V,gollwng,maha pillama
1103,fallen lassen::V,gollwng,kukkuda laskma
1104,machen::V,gwneud,tegema
1105,herstellen::V,cynhyrchu,valmistama
1106,bauen::V,adeiladu,ehitama
1107,reparieren::V,trwsio,parandama
1108,reparieren::V,atgyweirio,parandama
1109,verbessern::V,diwygio,parandama
1110,ändern::V,altro,muutma
1111,ändern::V,altro,ümber tegema
1112,graben::V,palu,kaevama
1113,graben::V,cloddio,kaevama
1114,beugen::V,plygu,painutama
1115,biegen::V,plygu,painutama
1116,drehen::V,troelli,keerama
1117,wenden::V,troi,ümber pöörama
1118,umdrehen::V,troi,ümber keerama
1119,heben::V,codi,tõstma
1120,hochheben::V,dyrchafu,üles tõstma
1121,hochheben::V,dyrchafu,kõrgele tõstma
1122,ergreifen::V,gafael,haarama
1123,halten::V,dal,hoidma
1124,drücken::V,pwyso,pigistama
1125,drücken::V,gwasgu,pigistama
1126,schieben::V,gwthio,lükkama
1127,kratzen::V,crafu,kraapima
1128,lecken::V,llyfu,lakkuma
1129,beißen::V,cnoi,purema
1130,beißen::V,cnoi,hammustama
1131,beißen::V,brathu,purema
1132,beißen::V,brathu,hammustama
1133,abreißen::V,tynnu ymaith,rebima
1134,abreißen::V,tynnu ymaith,ära rebima
1135,abschneiden::V,torri,ära lõikama
1136,binden::V,clymu,siduma
1137,stecken::V,plannu,pistma
1138,brechen::V,torri,murdma
1139,klopfen::V,taro,koputama
1140,hauen::V,taro,lööma
1141,kleben::V,gludio,kleepima
1142,reiben::V,rhwbio,hõõruma
1143,streichen::V,taenu,silitama
1144,schleifen::V,hogi,lihvima
1145,schleifen::V,hogi,teritama
1146,schneiden::V,torri,lõikama
1147,rütteln::V,ysgytio,raputama
1148,schütteln::V,siglo,raputama
1149,schütteln::V,siglo,loksutama
1150,schütteln::V,ysgwyd,raputama
1151,schütteln::V,ysgwyd,loksutama
1152,schwenken::V,siglo,vehkima
1153,schwenken::V,siglo,lehvitama
1154,schütten::V,tywallt,kallama
1155,füllen::V,llenwi,täitma
1156,einwickeln::V,lapio,sisse mähkima
1157,tragen::V,cludo,kandma
1158,schleppen::V,llusgo,tassima
1159,schleppen::V,llusgo,lohistama
1160,ziehen::V,tynnu,vedama
1161,ziehen::V,tynnu,tõmbama
1162,aufbewahren::V,cadw,säilitama
1163,aufbewahren::V,cadw,alal hoidma
1164,werfen::V,taflu,viskama
1165,fangen::V,dal,püüdma
1166,packen::V,cipio,kinni haarama
1167,packen::V,cipio,kinni võtma
1168,packen::V,crafangu,kinni haarama
1169,packen::V,crafangu,kinni võtma
1170,verstecken::V,celu,peitma
1171,verstecken::V,cuddio,peitma
1172,teilen::V,rhannu,jagama
1173,teilen::V,rhannu,jaotama
1174,schicken::V,anfon,saatma
1175,bringen::V,dod â,viima
1176,hinzufügen::V,chwanegu,lisama
1177,bekommen::V,cael,saama
1178,erhalten::V,derbyn,saama
1179,nehmen::V,cymryd,võtma
1180,wählen::V,dewis,valima
1181,auswählen::V,dethol,valima
1182,bewahren::V,cadw,hoidma
1183,behindern::V,atal,takistama
1184,behindern::V,rhwystro,takistama
1185,verderben::V,difetha,rikkuma
1186,beschädigen::V,niweidio,rikkuma
1187,zerbrechen::V,torri,katki tegema
1188,zerreißen::V,rhwygo,katki rebima
1189,zerstören::V,dinistrio,purustama
1190,verbrennen::V,llosgi,põletama
1191,geben::V,rhoi,andma
1192,reichen::V,estyn,andma
1193,reichen::V,estyn,ulatama
1194,schenken::V,rhoddi,kinkima
1195,versprechen::V,addo,lubama
1196,versprechen::V,addo,tõotama
1197,wünschen::V,dymuno,soovima
1198,loben::V,canmol,kiitma
1199,küssen::V,cusanu,suudlema
1200,wiegen::V,siglo,hällitama
1201,zudecken::V,gorchuddio,kaanetama
1202,zudecken::V,gorchuddio,kinni katma
1203,wecken::V,deffro,äratama
1204,zeigen::V,dangos,näitama
1205,führen::V,arwain,juhatama
1206,lehren::V,dysgu,õpetama
1207,unterrichten::V,hyfforddi,õpetama
1208,aufziehen::V,dod i fyny,üles kasvatama
1209,leiten::V,arwain,juhtima
1210,antreiben::V,annog,ergutama
1211,lassen::V,gadael,laskma
1212,einladen::V,gwahodd,kutsuma
1213,vereinigen::V,uno,ühendama
1214,vereinigen::V,cyfuno,ühendama
1215,besuchen::V,ymweld â,külastama
1216,treffen::V,cwrdd,kohtama
1217,treffen::V,cyfarfod,kohtama
1218,sich versammeln::V,casglu,kogunema
1219,sich versammeln::V,cynnull,kogunema
1220,spielen::V,chwarae,mängima
1221,singen::V,canu,laulma
1222,tanzen::V,dawnsio,tantsima
1223,sich trennen::V,ymwahanu,lahku minema
1224,verlassen::V,gadael,maha jätma
1225,retten::V,achub,päästma
1226,bewachen::V,gwarchod,valvama
1227,schützen::V,noddi,kaitsma
1228,verteidigen::V,amddiffyn,kaitsma
1229,sich schlagen::V,ffraeo,kaklema
1230,sich schlagen::V,terfysgu,kaklema
1231,schießen::V,saethu,tulistama
1232,siegen::V,ennill,võitma
1233,ärgern::V,cythruddo,ärritama
1234,ärgern::V,cythruddo,vihastama
1235,schlagen::V,curo,lööma
1236,treten::V,cicio,sõtkuma
1237,stechen::V,pigo,pistma
1238,stechen::V,pigo,torkama
1239,stoßen::V,gwthio,tõukama
1240,stehlen::V,dwyn,varastama
1241,stehlen::V,lladrata,varastama
1242,stören::V,aflonyddu,segama
1243,stören::V,aflonyddu,häirima
1244,belästigen::V,trafferthu,ahistama
1245,verbergen::V,cuddio,peitma
1246,verbergen::V,cuddio,varjama
1247,täuschen::V,twyllo,petma
1248,täuschen::V,twyllo,tüssama
1249,betrügen::V,hocedu,petma
1250,betrügen::V,hocedu,tüssama
1251,betrügen::V,hocedu,truudust murtma
1252,töten::V,lladd,tapma
1253,töten::V,lladd,surmama
1254,wohnen::V,byw,elama
1255,arbeiten::V,gweithio,töötama
1256,sammeln::V,casglu,koguma
1257,sammeln::V,casglu,korjama
1258,pflücken::V,casglu,noppima
1259,jagen::V,hela,jahtima
1260,fischen::V,pysgota,kalastama
1261,fischen::V,pysgota,kala püüdma
1262,fassen::V,dal,püüdma
1263,hüten::V,bugeilio,karjatama
1264,treiben::V,gyrru,ajama
1265,anbinden::V,clymu,kinni siduma
1266,füttern::V,porthi,söötma
1267,melken::V,godro,lüpsma
1268,hacken::V,torri,raiuma
1269,hacken::V,torri,lõhkuma
1270,gießen::V,dyfrhau,kastma
1271,reifen::V,aeddfedu,valmima
1272,zubereiten::V,coginio,valmistama
1273,kochen::V,berwi,keetma
1274,backen::V,pobi,küpsetama
1275,backen::V,crasu,küpsetama
1276,braten::V,ffrio,praadima
1277,umrühren::V,cyffroi,segama
1278,stricken::V,gwau,kuduma
1279,nähen::V,gwnïo,õmblema
1280,färben::V,lliwio,värvima
1281,reinigen::V,glanhau,puhastama
1282,waschen::V,golchi,pesema
1283,abwischen::V,sychu,puhtaks pühkima
1284,spülen::V,streulio,uhtma
1285,fegen::V,ysgubo,pühkima
1286,kehren::V,ysgubo,pühkima
1287,baden::V,cael bath,suplema
1288,baden::V,cael bath,kümblema
1289,sich waschen::V,ymolchi,end pesema
1290,ausziehen::V,tynnu,käest võtma
1291,ausziehen::V,tynnu,jalast võtma
1292,ausziehen::V,tynnu,seljast võtma
1293,anziehen::V,gwisgo,jalga panema
1294,sich anziehen::V,ymwisgo,riietuma
1295,kämmen::V,cribo,kammima
1296,schmücken::V,harddu,kaunistama
1297,schmücken::V,addurno,kaunistama
1298,sagen::V,dweud,ütlema
1299,sprechen::V,llefaru,rääkima
1300,sprechen::V,llefaru,kõnelema
1301,reden::V,siarad,kõnelema
1302,sich unterhalten::V,sgwrsio,vestlema
1303,fragen::V,gofyn,küsima
1304,bitten::V,gofyn am,paluma
1305,erzählen::V,dweud,jutustama
1306,mitteilen::V,cyfleu,teatama
1307,mitteilen::V,cyfleu,teada andma
1308,nennen::V,enwi,nimetama
1309,rufen::V,galw,kutsuma
1310,prahlen::V,brolio,hooplema
1311,prahlen::V,ymffrostio,hooplema
1312,übersetzen::V,cyfieithu,tõlkima
1313,denken::V,meddwl,mõtlema
1314,glauben::V,credu,uskuma
1315,glauben::V,coelio,uskuma
1316,bemerken::V,sylwi,märkama
1317,erkennen::V,adnabod,ära tundma
1318,begreifen::V,amgyffred,aru saama
1319,verstehen::V,deall,mõistma
1320,lernen::V,dysgu,õppima
1321,wissen::V,gwybod,teadma
1322,sich erinnern an::V,cofio,mäletama
1323,vergessen::V,anghofio,unustama
1324,messen::V,mesur,mõõtma
1325,zählen::V,cyfrif,loendama
1326,rechnen::V,cyfrifo,arvutama
1327,lesen::V,darllen,lugema
1328,malen::V,peintio,maalima
1329,zeichnen::V,tynnu,joonistama
1330,schreiben::V,ysgrifennu,kirjutama
1331,besitzen::V,meddu,omama
1332,kaufen::V,prynu,ostma
1333,verkaufen::V,gwerthu,müüma
1334,bezahlen::V,talu am,tasuma
1335,zahlen::V,talu,maksma
1336,beherrschen::V,rheoli,valitsema
1337,beherrschen::V,llywodraethu,valitsema
1338,ertragen::V,dioddef,taluma
