,Concept_ID,lv,hy
437,Schale::N,кор,կեղեւ
438,Schale::N,čaula,կեղեւ
439,Schale::N,čaumala,կեղեւ
440,Grube::N,гу,փոս
441,Grube::N,bedre,փոս
442,Falle::N,лэч,ծուղակ
443,Falle::N,slazds,ծուղակ
444,Falle::N,lamatas,ծուղակ
445,Schlinge::N,лэч,խեղդան
446,Schlinge::N,cilpa,խեղդան
447,Spur::N,туй,հետք
448,Spur::N,pēda,հետք
449,Asche::N,пӧм,մոխիր
450,Asche::N,pelni,մոխիր
451,Dreck::N,няйт,աղտ
452,Dreck::N,dubļi,աղտ
453,Eisen::N,кӧрт,երկաթ
454,Eisen::N,dzelzs,երկաթ
455,Gold::N,зарни,ոսկի
456,Gold::N,zelts,ոսկի
457,Silber::N,эзысь,արծաթ
458,Silber::N,sudrabs,արծաթ
459,Kohle::N,шом,քարածուխ
460,Kohle::N,ogle,քարածուխ
461,Glas::N,стеклӧ,ապակի
462,Glas::N,stikls,ապակի
463,Lehm::N,сёй,կավ
464,Lehm::N,māls,կավ
465,Sand::N,лыа,ավազ
466,Sand::N,smiltis,ավազ
467,Mensch::N,морт,մարդ
468,Mensch::N,cilvēks,մարդ
469,Mann::N,аймӧрт,մարդ
470,Mann::N,аймӧрт,տղամարդ
471,Mann::N,мужичӧй,մարդ
472,Mann::N,мужичӧй,տղամարդ
473,Mann::N,vīrietis,մարդ
474,Mann::N,vīrietis,տղամարդ
475,Frau::N,ань,կին
476,Frau::N,нывбаба,կին
477,Frau::N,sieviete,կին
478,Kind::N,кага,զավակ
479,Kind::N,bērns,զավակ
480,Junge::N,пи,տղա
481,Junge::N,zēns,տղա
482,Junge::N,puika,տղա
483,Junge::N,puisis,տղա
484,Mädchen::N,ныв,աղջիկ
485,Mädchen::N,meiča,աղջիկ
486,Mädchen::N,skuķis,աղջիկ
487,Mädchen::N,meitene,աղջիկ
488,Familie::N,семья,ընտանիք
489,Familie::N,ģimene,ընտանիք
490,Großvater::N,пӧль,պապ
491,Großvater::N,vecaistēvs,պապ
492,Großmutter::N,баб,տատ
493,Großmutter::N,vecāmāte,տատ
494,Eltern::N,ай-мам,ծնողներ
495,Eltern::N,бать-мам,ծնողներ
496,Eltern::N,vecāki,ծնողներ
497,Vater::N,бать,հայր
498,Vater::N,ай,հայր
499,Vater::N,tēvs,հայր
500,Mutter::N,мам,մայր
501,Mutter::N,māte,մայր
502,Sohn::N,пи,որդի
503,Sohn::N,dēls,որդի
504,Tochter::N,ныв,աղջիկ
505,Tochter::N,ныв,դուստր
506,Tochter::N,meita,աղջիկ
507,Tochter::N,meita,դուստր
508,Bruder::N,вок,եղբայր
509,Bruder::N,brālis,եղբայր
510,Schwester::N,чой,քույր
511,Schwester::N,māsa,քույր
512,Onkel::N,дядь,քեռի
513,Onkel::N,дядь,հորեղբայր
514,Onkel::N,tēvocis,քեռի
515,Onkel::N,tēvocis,հորեղբայր
516,Tante::N,тьӧт,մորաքույր
517,Tante::N,tante,մորաքույր
518,Ehemann::N,верӧс,մարդ
519,Ehemann::N,верӧс,ամուսին
520,Ehemann::N,vīrs,մարդ
521,Ehemann::N,vīrs,ամուսին
522,Ehefrau::N,гӧтыр,կին ամուսին
523,Ehefrau::N,sieva,կին ամուսին
524,Freude::N,радлун,ուրախություն
525,Freude::N,prieks,ուրախություն
526,Gelächter::N,серам,ծիծաղ
527,Gelächter::N,smiekli,ծիծաղ
528,Glück::N,шуд,երջանկություն
529,Glück::N,laime,երջանկություն
530,Kummer::N,шог,վիշտ
531,Kummer::N,bēdas,վիշտ
532,Kummer::N,raizes,վիշտ
533,Wunsch::N,кӧсйӧм,ցանկություն
534,Wunsch::N,vēlme,ցանկություն
535,Wunsch::N,vēlējums,ցանկություն
536,Lust::N,кыскӧм,փափագ
537,Lust::N,кыскӧм,իղձ
538,Lust::N,радейтӧм,փափագ
539,Lust::N,радейтӧм,իղձ
540,Lust::N,kāre,փափագ
541,Lust::N,kāre,իղձ
542,Geist::N,лов,ոգի
543,Geist::N,gars,ոգի
544,Gedanke::N,мӧвп,միտք
545,Gedanke::N,doma,միտք
546,Gedächtnis::N,паметь,հիշողություն
547,Gedächtnis::N,atmiņa,հիշողություն
548,Verstand::N,вежӧр,խելք
549,Verstand::N,prāts,խելք
550,Sinn::N,мог,իմաստ
551,Sinn::N,вежӧртас,իմաստ
552,Sinn::N,nozīme,իմաստ
553,Grund::N,помка,պատճառ
554,Grund::N,pamats,պատճառ
555,Grund::N,iemesls,պատճառ
556,Wahrheit::N,збыль,ճշմարտություն
557,Wahrheit::N,збыльтор,ճշմարտություն
558,Wahrheit::N,taisnība,ճշմարտություն
559,Wahrheit::N,patiesība,ճշմարտություն
560,Gespräch::N,сёрни,զրույց
561,Gespräch::N,saruna,զրույց
562,Märchen::N,мойд,պայիկի պատմություն
563,Märchen::N,pasaka,պայիկի պատմություն
564,Erzählung::N,висьт,պատմվածք
565,Erzählung::N,висьт,պատմություն
566,Erzählung::N,stāsts,պատմվածք
567,Erzählung::N,stāsts,պատմություն
568,Erzählung::N,nostāsts,պատմվածք
569,Erzählung::N,nostāsts,պատմություն
570,Nachricht::N,юӧртӧм,հաղորդագրություն
571,Nachricht::N,ziņa,հաղորդագրություն
572,Neuigkeit::N,выльтор,լուր
573,Neuigkeit::N,выльтор,նորություն
574,Neuigkeit::N,jaunums,լուր
575,Neuigkeit::N,jaunums,նորություն
576,Name::N,ним,անուն
577,Name::N,vārds,անուն
578,Rätsel::N,нӧдкыв,բարդ խնդիր
579,Rätsel::N,mīkla,բարդ խնդիր
580,Rede::N,сёрни,ճառ
581,Rede::N,сёрни,ելույթ
582,Rede::N,runa,ճառ
583,Rede::N,runa,ելույթ
584,Sprache::N,кыв,լեզու
585,Sprache::N,valoda,լեզու
586,Stimme::N,гӧлӧс,ձայն
587,Stimme::N,вом шы,ձայն
588,Stimme::N,balss,ձայն
589,Wort::N,кыв,բառ
590,Wort::N,vārds,բառ
591,Zeichen::N,пас,նշան
592,Zeichen::N,zīme,նշան
593,Ruf::N,чукӧстчӧм,կոչ
594,Ruf::N,чукӧстчӧм,կանչ
595,Ruf::N,корӧм,կոչ
596,Ruf::N,корӧм,կանչ
597,Ruf::N,sauciens,կոչ
598,Ruf::N,sauciens,կանչ
599,Lärm::N,шы,աղմուկ
600,Lärm::N,зык,աղմուկ
601,Lärm::N,зычитӧм,աղմուկ
602,Lärm::N,troksnis,աղմուկ
603,Laut::N,шы,հնչյուն
604,Laut::N,шы,ձայն
605,Laut::N,skaņa,հնչյուն
606,Laut::N,skaņa,ձայն
607,Ton::N,шы,տոն
608,Ton::N,tonis,տոն
609,Lied::N,сьылан,երգ
610,Lied::N,сьыланкыв,երգ
611,Lied::N,dziesma,երգ
612,Ruhe::N,чӧв,անդորրություն
613,Ruhe::N,miers,անդորրություն
614,Leute::N,йӧз,մարդիկ
615,Leute::N,войтыр,մարդիկ
616,Leute::N,ļaudis,մարդիկ
617,Leute::N,cilvēki,մարդիկ
618,Volk::N,йӧз,ազգ
619,Volk::N,войтыр,ազգ
620,Volk::N,tauta,ազգ
621,Arbeit::N,удж,գործ
622,Arbeit::N,удж,աշխատանք
623,Arbeit::N,darbs,գործ
624,Arbeit::N,darbs,աշխատանք
625,Gast::N,гӧсть,հյուր
626,Gast::N,viešņa,հյուր
627,Gast::N,ciemiņš,հյուր
628,Geschenk::N,козин,նվեր
629,Geschenk::N,dāvana,նվեր
630,Spiel::N,ворсан,խաղ
631,Spiel::N,rotaļa,խաղ
632,Gesellschaft::N,котыр,ընկերություն
633,Gesellschaft::N,biedrība,ընկերություն
634,Gesellschaft::N,kompānija,ընկերություն
635,Hilfe::N,отсӧг,օգնությթուն
636,Hilfe::N,palīdzība,օգնությթուն
637,Freund::N,ёрт,ընկեր
638,Freund::N,ёрт,բարեկամ
639,Freund::N,draugs,ընկեր
640,Freund::N,draugs,բարեկամ
641,Kamerad::N,ёрт,ուղեկից
642,Kamerad::N,biedrs,ուղեկից
643,Angelegenheit::N,мог,բան
644,Angelegenheit::N,мог,գործ
645,Angelegenheit::N,делӧ,բան
646,Angelegenheit::N,делӧ,գործ
647,Angelegenheit::N,darīšana,բան
648,Angelegenheit::N,darīšana,գործ
649,Anzahl::N,лыд,քանակ
650,Anzahl::N,лыд,գումար
651,Anzahl::N,тшӧт,քանակ
652,Anzahl::N,тшӧт,գումար
653,Anzahl::N,skaits,քանակ
654,Anzahl::N,skaits,գումար
655,Anzahl::N,daudzums,քանակ
656,Anzahl::N,daudzums,գումար
657,Art::N,сикас,տեսակ
658,Art::N,suga,տեսակ
659,Art::N,šķira,տեսակ
660,Stück::N,тор,կտոր
661,Stück::N,gabals,կտոր
662,Teil::N,юкӧн,մաս
663,Teil::N,daļa,մաս
664,Hälfte::N,пӧв,կես
665,Hälfte::N,джын,կես
666,Hälfte::N,puse,կես
667,Kreis::N,кытш,շիջանակ
668,Kreis::N,aplis,շիջանակ
669,Kreis::N,riņķis,շիջանակ
670,Kreuz::N,перна,խաչ
671,Kreuz::N,крест,խաչ
672,Kreuz::N,krusts,խաչ
673,Linie::N,визь,գիծ
674,Linie::N,līnija,գիծ
675,Strich::N,визь,գիծ
676,Strich::N,svītra,գիծ
677,Abstand::N,кост,անջրպետ
678,Abstand::N,коласт,անջրպետ
679,Abstand::N,atstarpe,անջրպետ
680,Entfernung::N,ылна,հեռավորություն
681,Entfernung::N,attālums,հեռավորություն
682,Entfernung::N,atstatums,հեռավորություն
683,Gegend::N,му-ва,շրջան
684,Gegend::N,apvidus,շրջան
685,Gegend::N,apgabals,շրջան
686,Platz::N,ылдӧс,տարածություն
687,Platz::N,йир,տարածություն
688,Platz::N,гӧгӧртас,տարածություն
689,Platz::N,vieta,տարածություն
690,Ort::N,ин,տեղ
691,Ort::N,ин,վայր
692,Ort::N,места,տեղ
693,Ort::N,места,վայր
694,Ort::N,vieta,տեղ
695,Ort::N,vieta,վայր
696,Seite::N,бок,կողմ
697,Seite::N,ӧтарладор,կողմ
698,Seite::N,sāns,կողմ
699,Mitte::N,шӧр,մեջտեղ
700,Mitte::N,vidus,մեջտեղ
701,Gegenstand::N,кӧлуй,առարկա
702,Gegenstand::N,priekšmets,առարկա
703,Sache::N,добра,բան
704,Sache::N,lieta,բան
705,Rand::N,дор,վերջք
706,Rand::N,mala,վերջք
707,Rand::N,apmale,վերջք
708,Kante::N,дор,եզր
709,Kante::N,šķautne,եզր
710,Ecke::N,пельӧс,անկյուն
711,Ecke::N,kakts,անկյուն
712,Ecke::N,stūris,անկյուն
713,Spitze::N,йыв,ծայր
714,Spitze::N,smaile,ծայր
715,Spitze::N,galotne,ծայր
716,Ende::N,пом,ծայր
717,Ende::N,gals,ծայր
718,Ende::N,uzgalis,ծայր
719,Loch::N,розь,անցք
720,Loch::N,caurums,անցք
721,Winkel::N,пельӧс,անկյուն
722,Winkel::N,leņķis,անկյուն
723,Muster::N,сер,օրինակ
724,Muster::N,piemērs,օրինակ
725,Größe::N,ыджда,մեծություն
726,Größe::N,lielums,մեծություն
727,Länge::N,кузьта,երկարություն
728,Länge::N,garums,երկարություն
729,Höhe::N,джуджда,բարձրություն
730,Höhe::N,augstums,բարձրություն
731,Gewicht::N,сьӧкта,կշիռ
732,Gewicht::N,сьӧкталун,կշիռ
733,Gewicht::N,svars,կշիռ
734,Gewicht::N,smagums,կշիռ
735,Menge::N,лун,քանակ
736,Menge::N,числӧ,քանակ
737,Menge::N,masa,քանակ
738,Menge::N,daudzums,քանակ
