,Concept_ID,cv,vep
729,hungrig::A,выҫӑ,näl'ghine
730,krank::A,чирлӗ,läžui
731,nackt::A,ҫара,alastoi
732,traurig::A,салхуллӑ,opalahine
733,lebendig::A,чӗрӗ,eläb
734,gut::A,аван,hüvä
735,gut::A,лайӑх,hüvä
736,schlecht::A,япӑх,huba
737,schlecht::A,начар,huba
738,richtig::A,тӗрӗс,oiged
739,schlimm::A,йӗрӗнчӗк,paha
740,wahr::A,чӑн,todesine
741,alt::A,кивӗ,vanh
742,neu::A,ҫӗнӗ,uz'
743,ehemalig::A,пулнӑ,edeline
744,alt[Lebewesen]::A,ватӑ,ravaz
745,jung::A,яш,nor'
746,jung::A,ҫамрӑк,nor'
747,arm::A,чухӑн,gol'l'
748,reich::A,пуян,elokaz
749,bekannt::A,пӗлӗш,tutab
750,berühmt::A,чаплӑ,tetab
751,fremd::A,ют,veraz
752,verschieden::A,расна,erazvuitte
753,nah::A,ҫывӑх,läheline
754,nah::A,ҫывӑхри,läheline
755,fern::A,инҫе,edahaine
756,fern::A,аякри,edahaine
757,linker::A,сулахай,hura
758,rechter::A,сылтӑм,oiged
759,anderer::A,урӑх,toine
760,erster::A,пӗрремӗш,ezmäine
761,zweiter::A,иккӗмӗш,toine
762,dritter::A,виҫҫӗмӗш,koumanz'
763,letzter::A,юлашки,jäl'gmäine
764,allein::ADV,пӗччен,üksnäze
765,auf einmal::ADV,кӗмӗрккен,ühten aigan
766,zusammen::ADV,пӗрле,ühtes
767,lange::ADV,вӑрах,hätken
768,plötzlich::ADV,сасартӑк,äkkid
769,sofort::ADV,тӳрех,kerdalaz
770,später::ADV,кайран,möhemba
771,jetzt::ADV,халь,nügüd'
772,jetzt::ADV,халӗ,nügüd'
773,heute::ADV,паян,tämbei
774,morgen::ADV,ыран,homen
775,bald::ADV,халех,pigai
776,bald::ADV,кӗҫех,pigai
777,dann::ADV,унтан,sid'
778,gestern::ADV,ӗнер,eglai
779,einst::ADV,пӗррехинче,ende
780,einst::ADV,пӗррехинче,kerdan
781,damals::ADV,ун чухне,siloi
782,damals::ADV,апла пулсан,siloi
783,danach::ADV,унтан,sid'
784,vorher::ADV,малтан,ende
785,zuerst::ADV,пирвай,ezmäi
786,einmal::ADV,пӗррехинче,kerdan
787,manchmal::ADV,хӑш чухне,erašti
788,oft::ADV,тӑтӑш,paksus
789,immer::ADV,ялан,kaiken
790,niemals::ADV,нихӑҫан та,ei nikonz
791,hier::ADV,кунта,täs
792,hier::ADV,кунта,tägä
793,hierhin::ADV,кунта,tänna
794,von hier::ADV,кунтан,täspäi
795,von hier::ADV,кунтан,sid'päi
796,dort::ADV,унта,sigä
797,dort::ADV,ҫавӑнта,sigä
798,dorthin::ADV,унта,sinna
799,dorthin::ADV,унта,nakkale
800,dorthin::ADV,ҫавӑнта,sinna
801,dorthin::ADV,ҫавӑнта,nakkale
802,geradeaus::ADV,тикӗс,kohtha
803,vorwärts::ADV,малалла,edehe
804,rückwärts::ADV,хыҫала,sel'gin
805,zurück::ADV,каялла,tagaze
806,unten::ADV,аялта,alahan
807,hinab::ADV,аялта,alaz
808,hinab::ADV,аялта,alahaks
809,oben::ADV,ҫӳлте,ülähän
810,hinauf::ADV,ҫӳле,ülez
811,hinauf::ADV,ҫӳле,ülähäks
812,überall::ADV,таҫта та,kaikjal
813,überall::ADV,пур ҫӗрте те,kaikjal
814,überall::ADV,кирек ӑҫта та,kaikjal
815,nicht::ADV,мар,ei
816,ein wenig::ADV,пӑртак,vähän
817,kaum::ADV,аран,habi
818,sehr::ADV,питӗ,lujas
819,so::ADV,апла,muga
820,so::ADV,апла,ninga
821,noch::ADV,татах,völ
822,nur::ADV,ҫех,järg
823,nur::ADV,ҫех,vaiše
824,schon::ADV,ӗнтӗ,jo
825,wieder::ADV,каллех,möst
826,vergebens::ADV,харам,uhtei
827,vor::PRP,умӗнче,edes
828,hinter::PRP,кайра,taga
829,unter::PRP,айне,al
830,unter::PRP,айӗпе,al
831,unter::PRP,айӗнче,al
832,unter::PRP,ҫитеспе,al
833,durch::PRP,витӗр,läbi
834,durch::PRP,витӗр,kal't
835,neben::PRP,патӗнче,rindal
836,zwischen::PRP,хушшинче,keskes
837,wegen::PRP,пула,tagut
838,wegen::PRP,пирки,tagut
839,dies::PRN,ку,nece
840,dies::PRN,ҫак,nece
841,das::PRN,ҫав,se
842,alles::PRN,пурте,kaik
843,alles::PRN,йӑлт,kaik
844,ich::PRN,эп,minä
845,du::PRN,эс,sinä
846,er::PRN,вӑл,hän
847,wir::PRN,эпир,mö
848,ihr::PRN,эсир,tö
849,sie::PRN,вӗсем,hö
850,was::FPRN,мӗн,mi
851,was::FPRN,мӗскер,mi
852,was::FPRN,мӗн те пулин,mi
853,wer::FPRN,кам,ken
854,wo::FADV,ӑҫта,kus
855,wohin::FADV,ӑҫта,kuna
856,wie::FADV,епле,kut
857,wie::FADV,епле,mit'
858,wie::FADV,мӗнле,kut
859,wie::FADV,мӗнле,mit'
860,warum::FADV,ма,mikš
861,warum::FADV,мӗншӗн,mikš
862,wieviel::FNUM,миҫе,äjak
863,wieviel::FNUM,миҫе,kuverz'
864,eins::NUM,пӗр,üks'
865,eins::NUM,пӗрре,üks'
866,zwei::NUM,ик,kaks'
867,zwei::NUM,икӗ,kaks'
868,zwei::NUM,иккӗ,kaks'
869,drei::NUM,виҫ,koume
870,drei::NUM,виҫӗ,koume
871,drei::NUM,виҫҫӗ,koume
872,vier::NUM,тӑват,nel'l'
873,fünf::NUM,пилӗк,viž
874,fünf::NUM,пиллӗк,viž
875,sechs::NUM,улт,kuz'
876,sechs::NUM,ултӑ,kuz'
877,sechs::NUM,улттӑ,kuz'
878,sieben::NUM,ҫич,seičeme
879,sieben::NUM,ҫичӗ,seičeme
880,sieben::NUM,ҫиччӗ,seičeme
881,acht::NUM,сакӑр,kahesa
882,acht::NUM,саккӑр,kahesa
883,neun::NUM,тӑхӑр,ühesa
884,neun::NUM,тӑххӑр,ühesa
885,zehn::NUM,вунӑ,kümne
886,zehn::NUM,вуннӑ,kümne
887,elf::NUM,вун пӗр,üks'toštkümne
888,zwölf::NUM,вун ик,kaks'toštkümne
889,zwölf::NUM,вун икӗ,kaks'toštkümne
890,zwölf::NUM,вун иккӗ,kaks'toštkümne
891,zwanzig::NUM,ҫирӗм,kaks'kümne
892,dreißig::NUM,вӑтӑр,koumekümne
893,vierzig::NUM,хӗрӗх,nel'l'kümne
894,fünfzig::NUM,аллӑ,vižkümne
895,sechzig::NUM,утмӑл,kuz'kümne
896,siebzig::NUM,ҫитмӗл,seičemekümne
897,achtzig::NUM,сакӑр вунӑ,kahesakümne
898,achtzig::NUM,сакӑр вуннӑ,kahesakümne
899,neunzig::NUM,тӑхӑр вун,ühesakümne
900,neunzig::NUM,тӑхӑр вунӑ,ühesakümne
901,neunzig::NUM,тӑхӑр вуннӑ,ühesakümne
902,hundert::NUM,ҫӗр,sada
903,tausend::NUM,пин,tuha
904,und::CNJ,та,i
905,und::CNJ,та,da
906,oder::CNJ,е,vai
907,stehen::V,тӑр,seišta
908,sitzen::V,лар,ištta
909,liegen::V,вырт,venuda
910,hängen::V,усӑнса тӑр,ripta
911,hängen::V,ҫакӑнса тӑр,ripta
912,werden::V,пул,lindä
913,werden::V,пул,tehtas
914,passieren::V,пул,ozaitas
915,beginnen::V,пуҫлан,augotadas
916,enden::V,пӗт,loptas
917,enden::V,вӗҫлен,loptas
918,wechseln::V,улшӑн,vajehtadas
919,aufgehen[Sonne]::V,тух,nousta
920,untergehen[Sonne]::V,анса лар,lasktas
921,scheinen[Sonne]::V,пӑх,paštta
922,donnern::V,кӗмсӗртет,juraita
923,donnern::V,авӑт,juraita
924,wehen::V,варкӑш,dölta
925,wehen::V,варкӑш,puhuda
926,strömen::V,тӑкӑн,valadas
927,fließen::V,юх,valuda
928,sich drehen::V,ҫаврӑн,punotas
929,schwanken::V,чӳхен,čibuda
930,schwingen::V,суллан,čibuda
931,fallen::V,кип,langeta
932,fallen::V,тӳр кип,langeta
933,fallen::V,татӑлса ан,langeta
934,brennen::V,ҫун,pallada
935,rauchen::V,мӑкӑрлан,savustada
936,rauchen::V,тӗтӗм кӑлар,savustada
937,regnen::V,ҫумӑр ҫӑвать,vihmda
938,gefrieren::V,шӑн,jäduda
939,gefrieren::V,шӑн,kül'mdä
940,tauen::V,ирӗл,sulada
941,schmelzen::V,ирӗл,sulada
942,trocknen::V,тип,kuida
943,trocknen::V,тип,kuivehtuda
944,sieden::V,вӗре,kehuda
945,faulen::V,ҫӗр,hapata
946,faulen::V,ҫӗр,traudäs
947,verfaulen::V,ҫӗр,hapata
948,reißen::V,ҫурӑл,rebita
949,versinken::V,пут,upota
950,vergehen::V,ирт,mända
951,erscheinen::V,курӑн,ozutadas
952,erscheinen::V,курӑнса кай,ozutadas
953,verschwinden::V,ҫухал,hajeta
954,sinken::V,чак,väheta
955,sinken::V,чак,lasktas
956,abnehmen::V,чак,peneta
957,zunehmen::V,пысӑклан,ližaduda
958,steigen::V,ҫӗклен,nousta
959,wachsen::V,ӳс,kazda
960,glänzen::V,ҫиҫ,loštta
961,funkeln::V,ялкӑш,hoštta
962,funkeln::V,йӑлтӑртат,hoštta
963,lärmen::V,шавла,robaita
964,läuten::V,шӑнкӑравла,judaita
965,klingeln::V,шӑнкӑравла,kelotada
966,klirren::V,калтлат,biraita
967,klirren::V,шӑнкӑлтат,biraita
968,brausen::V,ахӑр,bruncta
969,rauschen::V,вашӑлтат,šobaita
970,rauschen::V,чашӑлтат,šobaita
971,klingen::V,янӑра,heläita
972,bellen::V,вӗр,nutta
973,heulen::V,ула,ulaita
974,blasen::V,вӗр,puhuda
975,pfeifen::V,шӑхӑр,pistta
976,pfeifen::V,шӑхӑр,vihelta
977,schreien::V,кӑшкӑр,kirkta
978,schreien::V,кӑшкӑр,kidastada
979,stöhnen::V,йынӑш,ohkta
980,stöhnen::V,йынӑш,voivotada
981,zittern::V,чӗтре,säraita
982,leben::V,пурӑн,eläda
983,geboren werden::V,ҫурал,sünduda
984,atmen::V,сывла,henktä
985,trinken::V,ӗҫ,joda
986,essen::V,ҫи,söda
987,schlucken::V,ҫӑт,lainata
988,müde werden::V,ӗшен,väzuda
989,müde werden::V,ӗшен,šuštuda
990,einschlafen::V,ыйха пут,uinota
991,einschlafen::V,ҫывӑрса кай,uinota
992,schlafen::V,ҫывӑр,magata
993,schlafen::V,ҫывӑр,nukkuda
994,aufwachen::V,вӑран,heraštuda
995,aufstehen::V,тӑр,nousta
996,sich erholen::V,кан,lebaitas
997,krank werden::V,чирле,läžegata
998,krank sein::V,чирле,läžuda
999,schmerzen::V,сур,kibištada
1000,schmerzen::V,ырат,kibištada
1001,husten::V,ӳсӗр,rügda
1002,genesen::V,сывал,tervehtuda
1003,genesen::V,тӳрлен,tervehtuda
1004,sterben::V,вил,kolda
1005,umkommen::V,вил,kolda
1006,sich bewegen::V,куҫ,likkuda
1007,sich rühren::V,хускал,likahtada
1008,sich rühren::V,хускал,kubahtada
1009,sich erheben::V,тӑр,nousta
1010,sich setzen::V,лар,išttas
1011,hinfallen::V,ӳк,langeta
1012,laufen::V,ут,kävuda
1013,schreiten::V,ут,astta
1014,schreiten::V,ут,haškta
1015,spazierengehen::V,уҫӑлса ҫӳре,kävelta
1016,spazierengehen::V,уткаласа ҫӳре,kävelta
1017,eilen::V,васка,kiruhtada
1018,eilen::V,хыпалан,kiruhtada
1019,sich beeilen::V,васка,kiruhtada
1020,sich beeilen::V,хыпалан,kiruhtada
1021,sausen::V,ыткӑн,fun'urta
1022,sausen::V,вӗҫтер,fun'urta
1023,rennen::V,чуп,joksta
1024,springen::V,сик,hüptä
1025,klettern::V,улӑх,libuda
1026,schaukeln::V,йӳрӗн,čibuda
1027,kriechen::V,шу,ličtas
1028,kriechen::V,упален,ličtas
1029,schwimmen::V,иш,ujuda
1030,tauchen::V,чӑм,čukautas
1031,rudern::V,авӑс,souta
1032,fahren::V,пыр,ajada
1033,fahren::V,пыр,ajelda
1034,fliegen::V,вӗҫ,leta
1035,gehen::V,кай,mända
1036,gehen::V,кай,kävuda
1037,weggehen::V,кай,päzda
1038,weggehen::V,кай,lähtta
1039,abfahren::V,тапран,tönduda
1040,anhalten::V,чарӑн,seižutadas
1041,hineingehen::V,кӗр,mända südäimehe
1042,eintreten::V,кӗр,tulda
1043,kommen::V,кил,tulda
1044,ankommen::V,ҫит,tulda
1045,zurückkommen::V,таврӑн,pörtas
1046,zurückkommen::V,каялла кил,pörtas
1047,bleiben::V,юл,jäda
1048,warten::V,кӗт,varastada
1049,erwarten::V,кӗт,varastada
1050,suchen::V,шыра,ectä
1051,finden::V,туп,löuta
1052,versuchen::V,пикен,ladida
1053,versuchen::V,пикен,rohkaita
1054,vorbereiten::V,хатӗрле,vaumita
1055,lieben::V,юрат,armastada
1056,mögen::V,кӑмӑлла,navedida
1057,mögen::V,килӗштер,navedida
1058,lachen::V,кул,nagrda
1059,lachen::V,ахӑлтат,nagrda
1060,rühren::V,ҫулӑх,likutada
1061,weinen::V,йӗр,itkta
1062,weinen::V,макӑр,itkta
1063,schimpfen::V,вӑрҫ,laidas
1064,schimpfen::V,вӑрҫ,pačatada
1065,schimpfen::V,ятлаҫ,laidas
1066,schimpfen::V,ятлаҫ,pačatada
1067,sich ärgern::V,ҫиллен,rändüda
1068,sich fürchten::V,шиклен,varaita
1069,fürchten::V,хӑра,varaita
1070,fliehen::V,тар,pageta
1071,flüchten::V,чупса тар,pageta
1072,flüchten::V,чупса тар,joksta
1073,sehen::V,кур,nähta
1074,anschauen::V,пӑхса ил,kacta
1075,ansehen::V,пӑх,kacta
1076,hören::V,илт,kulda
1077,zuhören::V,итле,kundeltas
1078,zuhören::V,тӑнла,kundeltas
1079,probieren::V,астив,mujada
1080,riechen::V,шӑршла,rižada
1081,fühlen::V,туй,mujada
1082,fühlen::V,сис,mujada
1083,scheinen::V,туйӑн,näguda
1084,zu sehen sein::V,курӑн,näguda
1085,vernehmen::V,пӑл,kulištada
1086,frieren::V,йӳтен,kül'mdä
1087,tun::V,ту,tehta
1088,können::V,пултар,voida
1089,können::V,пултар,mahtta
1090,wollen::V,те,himoita
1091,wollen::V,те,tahtoida
1092,anfangen::V,пуҫла,zavottä
1093,anfangen::V,пуҫла,augotada
1094,beenden::V,пӗтер,loptä
1095,aufhören::V,пӑрах,loptas
1096,gelingen::V,ӑн,lähtta
1097,gelingen::V,ӑн,tehtas
1098,geraten::V,пул,tulda
1099,öffnen::V,уҫ,avaita
1100,schließen::V,хуп,saubata
1101,stellen::V,ларт,panda
1102,stellen::V,ларт,seižutada
1103,stellen::V,тӑрат,panda
1104,stellen::V,тӑрат,seižutada
1105,setzen::V,ларт,ištutada
1106,legen::V,хур,panda
1107,berühren::V,перӗн,koskta
1108,berühren::V,перӗн,käziduda
1109,verbinden::V,сып,ühtenzoitta
1110,bedecken::V,вит,katta
1111,bedecken::V,вит,peitta
1112,aufhängen::V,ҫак,riputada
1113,anzünden::V,ҫут,sütutada
1114,aufheben::V,ҫӗкле,leta
1115,zurücklassen::V,манса хӑвар,jätta
1116,verlieren::V,ҫӗтер,kadotada
1117,fallen lassen::V,ӳкер,kirbotada
1118,machen::V,ту,säta
1119,machen::V,ту,tehta
1120,herstellen::V,ӑстала,tehta
1121,bauen::V,ту,leta
1122,bauen::V,ту,sauda
1123,reparieren::V,юса,koheta
1124,verbessern::V,лайӑхлат,paremboita
1125,ändern::V,улӑштар,vajehtada
1126,graben::V,чав,kaida
1127,graben::V,чав,čongoida
1128,graben::V,чакала,kaida
1129,graben::V,чакала,čongoida
1130,beugen::V,кукӑрт,koverta
1131,biegen::V,ав,painda
1132,biegen::V,кукӑрт,painda
1133,drehen::V,ҫавӑр,punotada
1134,wenden::V,ӳпӗнтер,käta
1135,wenden::V,ӳпӗнтер,kärauta
1136,umdrehen::V,ҫавӑр,käta
1137,heben::V,хӑпарт,leta
1138,hochheben::V,йӑт,libutada
1139,ergreifen::V,тыт,tabata
1140,halten::V,тыт,pidada
1141,drücken::V,пус,painda
1142,schieben::V,тӗк,žigutada
1143,schieben::V,тӗрт,žigutada
1144,kratzen::V,хыр,künstä
1145,lecken::V,ҫула,nolda
1146,beißen::V,ҫырт,purda
1147,beißen::V,ҫырт,hambastada
1148,beißen::V,хып,purda
1149,beißen::V,хып,hambastada
1150,abreißen::V,тат,ratketa
1151,abschneiden::V,кас,čapata
1152,abschneiden::V,кас,leikata
1153,binden::V,ҫых,sidoda
1154,stecken::V,чик,čokaita
1155,brechen::V,хуҫ,katkaita
1156,klopfen::V,такка,kolkotada
1157,hauen::V,шакка,löda
1158,kleben::V,ҫыпӑҫтар,klejata
1159,reiben::V,сӑтӑр,hosta
1160,reiben::V,сӑтӑр,törkita
1161,reiben::V,сӑтӑр,jorotada
1162,streichen::V,сӗр,voita
1163,schleifen::V,хӑйра,hijoida
1164,schleifen::V,хӑйра,teravzoitta
1165,schneiden::V,кас,leikata
1166,rütteln::V,лӑка,heilutada
1167,rütteln::V,силлентер,heilutada
1168,schütteln::V,лӑка,pudištada
1169,schütteln::V,силлентер,pudištada
1170,schwenken::V,сулла,maihutada
1171,schütten::V,тултар,valada
1172,füllen::V,тултар,täutta
1173,einwickeln::V,чӗрке,kärdä
1174,tragen::V,ҫӗкле,kantta
1175,tragen::V,ҫӗкле,kandišta
1176,schleppen::V,сӗтӗр,vedätada
1177,ziehen::V,тӑс,vedada
1178,aufbewahren::V,усра,kaita
1179,werfen::V,пӑрах,čuta
1180,werfen::V,пӑрах,tactä
1181,fangen::V,тыт,püta
1182,packen::V,тыт,tabata
1183,verstecken::V,пытарса хур,peitta
1184,teilen::V,уйӑр,jagada
1185,teilen::V,пайла,jagada
1186,schicken::V,яр,oigeta
1187,bringen::V,кӳр,veda
1188,hinzufügen::V,хуш,ližata
1189,bekommen::V,ил,sada
1190,bekommen::V,туян,sada
1191,erhalten::V,ил,sada
1192,erhalten::V,туян,sada
1193,nehmen::V,ил,otta
1194,wählen::V,суйла,valita
1195,auswählen::V,суйла,valita
1196,bewahren::V,упра,kaita
1197,behindern::V,кансӗрле,telustada
1198,behindern::V,чӑрмантар,telustada
1199,verderben::V,пӑс,travida
1200,beschädigen::V,пӑс,satatada
1201,zerbrechen::V,ват,mureta
1202,zerbrechen::V,ҫӗмӗр,mureta
1203,zerreißen::V,ҫур,rebitada
1204,zerstören::V,иш,mureta
1205,verbrennen::V,ҫунтар,poltta
1206,geben::V,пар,antta
1207,reichen::V,пар,antta
1208,schenken::V,парнеле,lahjoita
1209,versprechen::V,тума пул,toivotada
1210,versprechen::V,сӑмах пар,toivotada
1211,wünschen::V,сун,toivotada
1212,loben::V,ырла,kitta
1213,küssen::V,чуп ту,tervehtada
1214,wiegen::V,сиктер,likutada
1215,wiegen::V,силле,likutada
1216,zudecken::V,вит,katta
1217,wecken::V,вӑрат,noustatada
1218,zeigen::V,кӑтарт,ozutada
1219,führen::V,илсе пыр,astutada
1220,führen::V,ҫавӑтса пыр,astutada
1221,lehren::V,вёрент,opeta
1222,unterrichten::V,вёрент,opeta
1223,aufziehen::V,вӗрент,kazvatada
1224,leiten::V,тытса пыр,ohjata
1225,antreiben::V,васкат,rigehtoitta
1226,lassen::V,пусахла,käskta
1227,lassen::V,хуш,käskta
1228,einladen::V,чӗн,kucta
1229,vereinigen::V,пӗрлештер,ühtenzoitta
1230,besuchen::V,ҫит,rižada
1231,besuchen::V,кӗрсе кур,rižada
1232,treffen::V,тӗл пул,vastata
1233,sich versammeln::V,пуҫтарӑн,kägeta
1234,sich versammeln::V,пуҫтарӑн,sätas
1235,spielen::V,выля,väta
1236,singen::V,юрла,pajatada
1237,tanzen::V,ташла,kargaita
1238,sich trennen::V,уйрӑл,erigata
1239,verlassen::V,хӑвар,jätta
1240,retten::V,ҫӑл,päzutada
1241,bewachen::V,хуралла,varjoita
1242,schützen::V,сыхла,kaita
1243,verteidigen::V,хӳтӗле,kaita
1244,sich schlagen::V,ҫапӑҫ,torata
1245,schießen::V,пер,ampta
1246,siegen::V,ҫӗн,vägestada
1247,siegen::V,ҫӗнтер,vägestada
1248,ärgern::V,тарӑхтар,verdutada
1249,ärgern::V,тарӑхтар,rändütada
1250,ärgern::V,ҫиллентер,verdutada
1251,ärgern::V,ҫиллентер,rändütada
1252,schlagen::V,ҫап,löda
1253,schlagen::V,ҫап,iškta
1254,treten::V,тап,peksta
1255,treten::V,тап,topsta
1256,stechen::V,чик,pystiä
1257,stoßen::V,чыш,iškta
1258,stoßen::V,чыш,pudištada
1259,stehlen::V,вӑрла,vargastada
1260,stören::V,кансӗрле,keskustada
1261,belästigen::V,аптӑрат,tartuteldas
1262,belästigen::V,хупла,tartuteldas
1263,verbergen::V,пытар,katelda
1264,täuschen::V,суй,manitada
1265,betrügen::V,ултала,manitada
1266,töten::V,вӗлер,rikta
1267,töten::V,вӗлер,surmita
1268,wohnen::V,чуна пар,eläda
1269,wohnen::V,парӑнса тӑр,eläda
1270,arbeiten::V,ӗҫле,rata
1271,sammeln::V,пух,kogota
1272,pflücken::V,тат,poimda
1273,jagen::V,сунара ҫӳре,mecata
1274,fischen::V,пулӑ тыт,kalatada
1275,fassen::V,тыт,tabata
1276,hüten::V,кӗт,paimeta
1277,treiben::V,хӑвала,ajada
1278,anbinden::V,кӑкар,küttestada
1279,anbinden::V,кӑкар,sidoda
1280,füttern::V,ҫитер,sötta
1281,melken::V,су,lüpsta
1282,hacken::V,вакла,sauda
1283,gießen::V,шӑвар,valada
1284,reifen::V,пиҫ,küpseta
1285,zubereiten::V,пӗҫер,vaumištada
1286,kochen::V,пӗҫер,keitta
1287,backen::V,пӗҫер,paštta
1288,braten::V,ӑшала,žarda
1289,umrühren::V,хутӑштар,segoitada
1290,stricken::V,ҫых,kudoda
1291,nähen::V,ҫӗле,ombelta
1292,färben::V,пӗвет,mujutada
1293,reinigen::V,тасат,puhtastada
1294,waschen::V,ҫу,pesta
1295,abwischen::V,шӑл,pühktä
1296,spülen::V,чӳхе,huhtoida
1297,fegen::V,шӑл,pühkta
1298,kehren::V,шӑл,uhoita
1299,baden::V,шыва кӗр,kül'ptäs
1300,sich waschen::V,ҫӑвӑн,pestas
1301,ausziehen::V,салан,riičta
1302,ausziehen::V,салан,rušta
1303,anziehen::V,тӑхӑн,panda päle
1304,anziehen::V,тӑхӑн,panda kädehe
1305,anziehen::V,тӑхӑн,panda jaugha
1306,sich anziehen::V,тӑхӑн,sobdas
1307,kämmen::V,тура,harjata
1308,schmücken::V,илемлет,čomitada
1309,sagen::V,те,sanuda
1310,sprechen::V,кала,pagišta
1311,reden::V,сӑмахла,pagišta
1312,reden::V,калаҫ,pagišta
1313,sich unterhalten::V,пупле,lodaita
1314,fragen::V,ыйт,küzuda
1315,bitten::V,ыйт,pakita
1316,erzählen::V,каласа пар,sanuda
1317,erzählen::V,каласа пар,starinoita
1318,mitteilen::V,пӗлтер,tedotada
1319,mitteilen::V,хыпарла,tedotada
1320,nennen::V,те,nimitada
1321,nennen::V,чӗн,nimitada
1322,rufen::V,чӗн,kucta
1323,prahlen::V,мухтан,kittäs
1324,prahlen::V,вӗҫкӗнлен,kittäs
1325,übersetzen::V,куҫар,käta
1326,denken::V,шухӑшла,meletada
1327,glauben::V,ӗнен,uskta
1328,bemerken::V,асӑрха,homaita
1329,erkennen::V,палла,tundištada
1330,begreifen::V,ӑнлан,tabata
1331,verstehen::V,пӗл,el'geta
1332,verstehen::V,пӗл,toimetada
1333,lernen::V,вӗрен,opetas
1334,wissen::V,пӗл,teta
1335,wissen::V,ӑнкар,teta
1336,sich erinnern an::V,аса ил,johtutada
1337,vergessen::V,ман,unohtada
1338,vergessen::V,манса кай,unohtada
1339,messen::V,виҫ,märita
1340,zählen::V,шутла,lugeda
1341,rechnen::V,шутла,lugeda
1342,lesen::V,вула,lugeda
1343,malen::V,ӳкер,pirta
1344,zeichnen::V,ӳкер,pirta
1345,schreiben::V,ҫыр,kirjutada
1346,besitzen::V,тыт,omištada
1347,kaufen::V,ил,ostta
1348,kaufen::V,туян,ostta
1349,verkaufen::V,сут,möda
1350,bezahlen::V,тӳле,maksta
1351,zahlen::V,тӳле,maksta
1352,beherrschen::V,тыт,valdoita
1353,ertragen::V,тӳс,tirpta
1354,Bauch::N,,vac
1355,Bauch::N,,koht
