,Concept_ID,sl,pl
390,Wiege::N,zíbel,kołyska
391,Bett::N,póstelja,łóżko
392,Bett::N,póstelja,pościel
393,Regal::N,políca,regał
394,Kiste::N,zabòj,skrzynia
395,Fenster::N,ôkno,okno
396,Tür::N,vráta,drzwi
397,Tor::N,velíka vráta,brama
398,Zaun::N,ográja,płot
399,Zaun::N,ográja,parkan
400,Dach::N,stréha,dach
401,Leiter::N,léstev,drabina
402,Besen::N,mêtla,miotła
403,Spaten::N,lopáta,rydel
404,Schaufel::N,lopáta,łopata
405,Gabel::N,vílice,widelec
406,Löffel::N,žlíca,łyżka
407,Messer::N,nòž,nóż
408,Nagel::N,žebèlj,gwóźdź
409,Netz::N,mréža,sieć
410,Haken::N,kljúka,hak
411,Griff::N,ročáj,chwyt
412,Griff::N,oprijèm,chwyt
413,Schloss::N,ključávnica,zamek
414,Bild::N,slíka,obraz
415,Figur::N,figúra,figura
416,Figur::N,postáva,figura
417,Puppe::N,lútka,lalka
418,Beutel::N,môšnja,torba
419,Bündel::N,cúla,wiązka
420,Bündel::N,svéženj,wiązka
421,Tasche::N,tórba,torba
422,Tasche::N,tobôlec,torba
423,Eimer::N,vêdro,kubeł
424,Eimer::N,vêdro,wiadro
425,Deckel::N,pokròv,przykrywka
426,Deckel::N,poklópec,przykrywka
427,Geschirr::N,posóda,statki
428,Geschirr::N,posóda,naczynia
429,Sack::N,vréča,worek
430,Tasse::N,skodélica,filiżanka
431,Topf::N,lônec,garnek
432,Kessel::N,kôtel,kocioł
433,Essen::N,hrána,jedzenie
434,Nahrung::N,živílo,pokarm
435,Nahrung::N,živílo,pożywienie
436,Speise::N,jéd,potrawa
437,Speise::N,jéd,jedzenie
438,Fleisch::N,mesó,mięso
439,Getreide::N,žíto,zboże
440,Brei::N,káša,kasza
441,Brot::N,krùh,chleb
442,Scheibe::N,réženj,kromka
443,Fett::N,mást,tłuszcz
444,Fett::N,maščôba,tłuszcz
445,Butter::N,máslo,masło
446,Öl::N,ólje,olej
447,Salz::N,sól,sól
448,Suppe::N,júha,zupa
449,Honig::N,méd,miód
450,Milch::N,mléko,mleko
451,Tee::N,čáj,herbata
452,Leder::N,úsnje,skóra
453,Wolle::N,vólna,wełna
454,Stoff::N,blagó,tkanina
455,Stoff::N,blagó,materiał
456,Nadel::N,ígla,igła
457,Faden::N,nít,nić
458,Faden::N,nít,nitka
459,Knopf::N,gúmb,guzik
460,Knoten::N,vôzel,węzeł
461,Farbe::N,bárva,farba
462,Kleidung::N,obléka,odzież
463,Hemd::N,srájca,koszula
464,Kragen::N,ovrátnik,kołnierz
465,Ärmel::N,rokáv,rękaw
466,Hose::N,hláče,spodnie
467,Gürtel::N,pás,pasek
468,Mütze::N,kápa,czapka
469,Mütze::N,čépica,czapka
470,Schuh::N,čévelj,but
471,Schuh::N,čévelj,bucik
472,Stiefel::N,škórenj,but
473,Stiefel::N,škórenj,kozak
474,Ring::N,pŕstan,pierścień
475,Band::N,trák,wstęga
476,Kamm::N,glavník,grzebień
477,Spiegel::N,zrcálo,lustro
478,Spiegel::N,ogledálo,lustro
479,Riemen::N,jêrmen,rzemień
480,Schnur::N,vŕvca,sznur
481,Leine::N,konôpec,smycz
482,Decke::N,odéja,kołdra
483,Kissen::N,blazína,poduszka
484,Tuch::N,pŕt,chustka
485,Tuch::N,rúta,chustka
486,Handtuch::N,brisáča,ręcznik
487,Kraft::N,síla,moc
488,Kraft::N,síla,siła
489,Stärke::N,jákost,moc
490,Stärke::N,jákost,siła
491,Gesundheit::N,zdrávje,zdrowie
492,Krankheit::N,bolézen,choroba
493,Schmerz::N,ból,ból
494,Schmerz::N,bolečína,ból
495,Wunde::N,rána,rana
496,Fieber::N,vročína,gorączka
497,Arznei::N,lék,lekarstwo
498,Arznei::N,zdravílo,lekarstwo
499,Brücke::N,móst,most
500,Brunnen::N,vodnják,studnia
501,Weide::N,páša,pastwisko
502,Pfad::N,stezà,ścieżka
503,Weg::N,pót,droga
504,Straße::N,césta,ulica
505,Dorf::N,vás,wieś
506,Stadt::N,mésto,miasto
507,Brief::N,písmo,list
508,Buch::N,knjíga,książka
509,Buchstabe::N,čŕka,litera
510,Zeitung::N,čásnik,gazeta
511,Zeitung::N,čásnik,dziennik
512,Leben::N,življênje,życie
513,Tod::N,smŕt,śmierć
514,Grab::N,gròb,grób
515,Kirche::N,cérkev,kościół
516,Sünde::N,gréh,grzech
517,Gott::N,bóg,bóg
518,Arbeiter::N,délavec,robotnik
519,Chef::N,šéf,szef
520,Meister::N,mójster,mistrz
521,Meister::N,mójster,majster
522,Arzt::N,zdravník,lekarz
523,Lehrer::N,učítelj,nauczyciel
524,Geld::N,denár,pieniądze
525,Geschäft::N,kupčíja,sprawa
526,Geschäft::N,kupčíja,interes
527,Laden::N,trgovína,sklep
528,Preis::N,céna,cena
529,Ware::N,róba,towar
530,Nutzen::N,príd,pożytek
531,Reichtum::N,bogástvo,bogactwo
532,Welt::N,svét,świat
533,Land::N,dežêla,kraj
534,Staat::N,držáva,państwo
535,König::N,králj,król
536,Macht::N,oblást,władza
537,Grenze::N,mêja,granica
538,Krieg::N,vôjna,wojna
539,Feind::N,sovrážnik,wróg
540,Gewalt::N,nasílje,władza
541,Kampf::N,bòj,bój
542,Kampf::N,bòj,walka
543,Kampf::N,bórba,bój
544,Kampf::N,bórba,walka
545,Bogen[Waffe]::N,lók,łuk
546,Pfeil::N,puščíca,strzała
547,Gewehr::N,púška,karabin
548,Fehler::N,zmóta,błąd
549,Lüge::N,láž,kłamstwo
550,Schaden::N,okvára,szkoda
551,Unglück::N,nesréča,nieszczęście
552,Schuld::N,krívda,wina
553,Alter::N,dôba,wiek
554,Schluss::N,kônec,koniec
555,Schluss::N,kônec,zakończenie
556,Zeit::N,čàs,czas
557,Tag::N,dán,dzień
558,Morgen::N,jútro,ranek
559,Morgen::N,jútro,poranek
560,Mittag::N,póldan,południe
561,Abend::N,večér,wieczór
562,Nacht::N,nóč,noc
563,Woche::N,téden,tydzień
564,Monat::N,mésec,miesiąc
565,Jahr::N,léto,rok
566,Frühling::N,pomlád,wiosna
567,Sommer::N,polétje,lato
568,Herbst::N,jesén,jesień
569,Winter::N,zíma,zima
570,Januar::N,jánuar,styczeń
571,Februar::N,fébruar,luty
572,März::N,márec,marzec
573,April::N,apríl,kwiecień
574,Mai::N,máj,maj
575,Juni::N,júnij,czerwiec
576,Juli::N,júlij,lipiec
577,August::N,avgúst,sierpień
578,September::N,septêmber,wrzesień
579,Oktober::N,október,październik
580,November::N,novêmber,listopad
581,Dezember::N,decémber,grudzień
582,Montag::N,ponedéljek,poniedziałek
583,Dienstag::N,tôrek,wtorek
584,Mittwoch::N,sréda,środa
585,Donnerstag::N,četŕtek,czwartek
586,Freitag::N,pétek,piątek
587,Samstag::N,sobóta,sobota
588,Sonntag::N,nedélja,niedziela
589,groß::A,vêlik,duży
590,groß::A,vêlik,wielki
591,klein::A,májhen,mały
592,lang::A,dólg,długi
593,kurz::A,krátek,krótki
594,breit::A,širòk,szeroki
595,schmal::A,ózek,wąski
596,dicht::A,góst,gęsty
597,dick[Gegenstand]::A,dêbel,gruby
598,dünn::A,tánek,cienki
599,fein::A,drôben,drobny
600,fest::A,tŕden,mocny
601,fest::A,tŕden,twardy
602,flach::A,plán,płaski
603,flach::A,plòsk,płaski
604,glatt::A,gládek,gładki
605,hart::A,tŕd,twardy
606,weich::A,mehák,miękki
607,rund::A,okrógel,okrągły
608,spitz::A,šílast,spiczasty
609,scharf::A,óster,ostry
610,stumpf::A,tóp,tępy
611,stumpf::A,skŕhan,tępy
612,schwer::A,têžek,ciężki
613,schön::A,lép,ładny
614,schön::A,lép,piękny
615,schön::A,krásen,ładny
616,schön::A,krásen,piękny
617,heiß::A,vròč,gorący
618,warm::A,tôpel,ciepły
619,kalt::A,mŕzel,zimny
620,kalt::A,hláden,zimny
621,kühl::A,hláden,chłodny
622,frisch::A,svéž,świeży
623,feucht::A,vlážen,wilgotny
624,nass::A,móker,mokry
625,trocken::A,súh,suchy
626,voll::A,póln,pełny
627,leer::A,prázen,pusty
628,leer::A,prázen,próżny
629,offen::A,odpŕt,otwarty
630,geschlossen::A,zapŕt,zamknięty
631,sauber::A,číst,czysty
632,sauber::A,líčen,czysty
633,schmutzig::A,umázan,brudny
634,roh::A,suròv,surowy
635,reif::A,zrèl,dojrzały
636,lecker::A,okúsen,smaczny
637,süß::A,sládek,słodki
638,bitter::A,grenák,gorzki
639,sauer::A,kísel,kwaśny
640,hell::A,svetèl,jasny
641,dunkel::A,temèn,ciemny
642,schwarz::A,čŕn,czarny
643,weiß::A,bél,biały
644,rot::A,rdèč,czerwony
645,gelb::A,žólt,żółty
646,gelb::A,rumèn,żółty
647,blau::A,móder,błękitny
648,blau::A,móder,niebieski
649,grün::A,zelèn,zielony
650,grau::A,sív,szary
651,bunt::A,písan,barwny
652,billig::A,pocéni,tani
653,teuer::A,drág,drogi
654,wertvoll::A,dragocén,cenny
655,blind::A,slép,ślepy
656,taub::A,glúh,głuchy
657,kräftig::A,močán,mocny
658,stark::A,ják,silny
659,schwach::A,šíbek,słaby
660,fett::A,dêbel,tłusty
661,schlank::A,vítek,smukły
662,hübsch::A,lép,ładny
663,böse::A,zèl,zły
664,böse::A,hudôben,zły
665,dumm::A,glúp,głupi
666,dumm::A,bédast,głupi
667,faul::A,lén,leniwy
668,fleißig::A,marljív,pilny
669,geizig::A,škŕt,skąpy
670,klug::A,pámeten,mądry
671,geschickt::A,spréten,zręczny
672,lieb::A,míl,miły
673,lieb::A,ljúb,miły
674,lustig::A,vesél,wesoły
675,sanft::A,láhek,łagodny
676,hungrig::A,láčen,głodny
677,krank::A,bolán,chory
678,nackt::A,nág,nagi
679,traurig::A,túžen,smutny
680,lebendig::A,žív,żywy
681,gut::A,dóber,dobry
682,schlecht::A,malopríden,zły
683,richtig::A,pravílen,słuszny
684,richtig::A,pravílen,właściwy
685,schlimm::A,húd,zły
686,wahr::A,resníčen,prawdziwy
687,alt::A,stàr,stary
688,neu::A,nòv,nowy
689,ehemalig::A,nekdánji,były
690,alt[Lebewesen]::A,stàr,stary
691,jung::A,mlád,młody
692,arm::A,ubóg,ubogi
693,arm::A,ubóg,biedny
694,arm::A,réven,ubogi
695,arm::A,réven,biedny
696,reich::A,bogàt,bogaty
697,bekannt::A,znán,znany
698,berühmt::A,sláven,słynny
699,berühmt::A,znamenít,słynny
700,fremd::A,túj,obcy
701,fremd::A,túj,cudzy
702,verschieden::A,razlíčen,różny
703,nah::A,blížnji,bliski
704,fern::A,dáleč,daleki
705,linker::A,lévi,lewy
706,rechter::A,désni,prawy
707,anderer::A,drúgi,inny
708,erster::A,pŕvi,pierwszy
709,zweiter::A,drúgi,drugi
710,dritter::A,trétji,trzeci
711,letzter::A,poslédnji,ostatni
712,allein::ADV,sám,sam
713,auf einmal::ADV,obênem,naraz
714,zusammen::ADV,skúpaj,razem
715,lange::ADV,dólgo,długo
716,plötzlich::ADV,náglo,nagle
717,plötzlich::ADV,nenádoma,nagle
718,sofort::ADV,prècej,natychmiast
719,später::ADV,poznêje,później
720,jetzt::ADV,zdàj,teraz
721,jetzt::ADV,zdàj,obecnie
722,heute::ADV,dánes,dziś
723,heute::ADV,dánes,dzisiaj
724,morgen::ADV,jútri,jutro
725,bald::ADV,kmálu,wkrótce
726,dann::ADV,nató,potem
727,gestern::ADV,včéraj,wczoraj
728,einst::ADV,nékdaj,kiedyś
729,einst::ADV,nékdaj,niegdyś
730,damals::ADV,tedàj,wtedy
731,damals::ADV,tedàj,wówczas
732,damals::ADV,takràt,wtedy
733,damals::ADV,takràt,wówczas
734,danach::ADV,potèm,następnie
735,vorher::ADV,poprèj,przedtem
736,zuerst::ADV,spŕva,naprzód
737,zuerst::ADV,spŕva,najpierw
738,einmal::ADV,ênkrat,raz
739,manchmal::ADV,včásih,czasem
740,oft::ADV,pogósto,często
741,immer::ADV,védno,zawsze
742,immer::ADV,zméraj,zawsze
743,niemals::ADV,nikdàr,nigdy
744,hier::ADV,tù,tu
745,hier::ADV,tù,tutaj
746,hier::ADV,túkaj,tu
747,hier::ADV,túkaj,tutaj
748,hierhin::ADV,sèmkaj,tu
749,von hier::ADV,od tú,stąd
750,dort::ADV,tàm,tam
751,dorthin::ADV,tjà,tam
752,geradeaus::ADV,rávno napréj,prosto
753,vorwärts::ADV,napréj,naprzód
754,rückwärts::ADV,zádaj,wstecz
755,zurück::ADV,nazáj,z powrotem
756,unten::ADV,dôli,u dołu
757,unten::ADV,dôli,na dole
758,unten::ADV,spôdaj,u dołu
759,unten::ADV,spôdaj,na dole
760,hinab::ADV,dôl,na_dół
761,hinab::ADV,dôl,w_dół
762,oben::ADV,gôri,w górze
763,oben::ADV,gôri,na górze
764,oben::ADV,zgôraj,w górze
765,oben::ADV,zgôraj,na górze
766,hinauf::ADV,gôr,w górę
767,hinauf::ADV,gôr,na górę
768,überall::ADV,povsód,wszędzie
769,nicht::ADV,ne,nie
770,ein wenig::ADV,málo,trochę
771,kaum::ADV,kómaj,ledwie
772,kaum::ADV,kómaj,prawie nie
773,sehr::ADV,zeló,bardzo
774,so::ADV,takó,tak
775,noch::ADV,še,jeszcze
776,nur::ADV,samó,tylko
777,schon::ADV,žè,już
778,wieder::ADV,spét,znów
779,wieder::ADV,spét,znowu
780,vergebens::ADV,zamàn,na próżno
781,vergebens::ADV,zastónj,na próżno
782,vor::PRP,pred,przed
783,hinter::PRP,za,za
784,unter::PRP,pod,pod
785,durch::PRP,skózi,przez
786,neben::PRP,kràj,obok
787,neben::PRP,póleg,obok
788,zwischen::PRP,med,między
789,zwischen::PRP,izmed,między
790,wegen::PRP,zarádi,z powodu
791,dies::PRN,tó,to
792,das::PRN,tó,to
793,alles::PRN,vsè,wszystko
794,ich::PRN,jàz,ja
795,du::PRN,tí,ty
796,er::PRN,òn,on
797,wir::PRN,mí,my
798,ihr::PRN,ví,wy
799,sie::PRN,ôni,oni
800,was::FPRN,káj,co
801,wer::FPRN,kdó,kto
802,wo::FADV,kjé,gdzie
803,wohin::FADV,kám,dokąd
804,wie::FADV,kakó,jak
805,warum::FADV,zakáj,dlaczego
806,wieviel::FNUM,kóliko,ile
807,eins::NUM,êden,jeden
808,zwei::NUM,dvá,dwa
809,drei::NUM,trí,trzy
810,vier::NUM,štíri,cztery
811,fünf::NUM,pét,pięć
812,sechs::NUM,šést,sześć
