,Concept_ID,ru,mhr
334,Ski::N,лыжа,е́че
335,Lagerfeuer::N,костер,туло́то
336,Last::N,тяжесть,нӧ́лтыш
337,Gang::N,ход,ошкылма́ш
338,Schritt::N,шаг,о́шкыл
339,Norden::N,север,йӱдйыма́л
340,Süden::N,юг,кечывалве́л
341,Westen::N,запад,касве́л
342,Osten::N,восток,эрве́л
343,Holz::N,древесина,пу
344,Brett::N,доска,оҥа́
345,Platte::N,плита,аста́р
346,Stütze::N,подпорка,чара́к
347,Stange::N,жердь,лома́ш
348,Stock::N,палка,тоя́
349,Stab::N,шест,вара́
350,Stab::N,шест,кашта́
351,Rohr::N,труба,пуч
352,Haus::N,дом,пӧрт
353,Heim::N,дом,мӧ́ҥгӧ
354,Ofen::N,печь,комака́
355,Fußboden::N,пол,кӱва́р
356,Tisch::N,стол,ӱсте́л
357,Stuhl::N,стул,пӱке́н
358,Wiege::N,колыбель,шепка́
359,Bett::N,постель,ва́кшыш
360,Regal::N,полка,шӧ́рлык
361,Kiste::N,ящик,шо́ндык
362,Kiste::N,ящик,я́шлык
363,Fenster::N,окно,окна́
364,Tür::N,дверь,омса́
365,Tor::N,ворота,капка́
366,Zaun::N,забор,сава́р
367,Dach::N,крыша,леве́дыш
368,Leiter::N,лестница,тошка́лтыш
369,Besen::N,метла,ӱштерво́штыр
370,Spaten::N,лопата,ко́льмо
371,Schaufel::N,совок,сово́к
372,Schaufel::N,совок,су́ско
373,Gabel::N,вилка,ви́лке
374,Löffel::N,ложка,па́не
375,Löffel::N,ложка,совла́
376,Messer::N,нож,кӱ́зӧ
377,Nagel::N,гвоздь,пуда́
378,Netz::N,сеть,вапш
379,Haken::N,крюк,са́гыле
380,Griff::N,ручка,кыл
381,Schloss::N,замок,кӧгӧ́н
382,Bild::N,картина,сӱре́т
383,Figur::N,фигура,фигу́р
384,Puppe::N,кукла,курча́к
385,Beutel::N,мешок,меша́к
386,Bündel::N,связка,арша́ш
387,Tasche::N,сумка,сумка́
388,Eimer::N,ведро,ведра́
389,Deckel::N,крышка,ко́мдыш
390,Geschirr::N,посуда,а́те
391,Sack::N,мешок,куль
392,Sack::N,мешок,меша́к
393,Tasse::N,чашка,чу́кыр
394,Tasse::N,чашка,чашка́
395,Topf::N,кастрюля,ми́ске
396,Kessel::N,котел,под
397,Essen::N,еда,ко́чкыш
398,Nahrung::N,пища,ку́рго
399,Speise::N,блюдо,ко́чкыш
400,Speise::N,кушанье,ко́чкыш
401,Fleisch::N,мясо,шыл
402,Getreide::N,хлеб,шу́рно
403,Brei::N,каша,пу́чымыш
404,Brot::N,хлеб,ки́нде
405,Scheibe::N,ломоть,ка́тыш
406,Fett::N,жир,коя́
407,Butter::N,масло,ӱй
408,Öl::N,масло,ӱй
409,Salz::N,соль,шинча́л
410,Suppe::N,суп,шӱр
411,Honig::N,мед,мӱй
412,Milch::N,молоко,шӧр
413,Tee::N,чай,чай
414,Leder::N,кожа,сура́н
415,Leder::N,кожа,шӱ́штӧ
416,Wolle::N,шерсть,пун
417,Stoff::N,ткань,куэ́м
418,Stoff::N,ткань,посто́
419,Nadel::N,игла,и́ме
420,Faden::N,нитка,шӱ́ртӧ
421,Knopf::N,пуговица,по́лдыш
422,Knoten::N,узел,пышке́м
423,Farbe::N,краска,чия́
424,Kleidung::N,одежда,чие́м
425,Kleidung::N,одежда,вурге́м
426,Hemd::N,рубашка,ту́выр
427,Kragen::N,воротник,сога́
428,Ärmel::N,рукав,шокш
429,Hose::N,брюки,йола́ш
430,Gürtel::N,пояс,ӱ́штӧ
431,Mütze::N,шапка,упш
432,Schuh::N,ботинок,боти́нке
433,Stiefel::N,сапог,кем
434,Ring::N,кольцо,шерга́ш
435,Band::N,лента,тасма́
436,Band::N,лента,ле́нте
437,Kamm::N,расческа,шерге́
438,Spiegel::N,зеркало,вошто́нчыш
439,Riemen::N,ремень,кӱзанӱ́штӧ
440,Schnur::N,веревка,кере́м
441,Schnur::N,веревка,кандыра́
442,Leine::N,поводок,вӱра́ҥ
443,Decke::N,одеяло,леве́дыш
444,Decke::N,одеяло,одея́л
445,Kissen::N,подушка,кӱ́пчык
446,Tuch::N,платок,шо́выч
447,Handtuch::N,полотенце,со́лык
448,Kraft::N,сила,вий
449,Kraft::N,сила,куа́т
450,Stärke::N,крепость,куа́т
451,Stärke::N,крепость,карма́н
452,Gesundheit::N,здоровье,таза́лык
453,Krankheit::N,болезнь,чер
454,Schmerz::N,боль,ко́рштыш
455,Wunde::N,рана,су́сыр
456,Fieber::N,лихорадка,йӱштыму́ж
457,Fieber::N,лихорадка,лихора́дке
458,Fieber::N,температура,йӱштыму́ж
459,Fieber::N,температура,лихора́дке
460,Arznei::N,лекарство,эм
461,Brücke::N,мост,кӱва́р
462,Brunnen::N,колодец,вӱдвыне́м
463,Weide::N,пастбище,нурше́р
464,Pfad::N,тропа,йолго́рно
465,Pfad::N,тропа,сокма́к
466,Weg::N,путь,ко́рно
467,Weg::N,дорога,ко́рно
468,Straße::N,улица,ко́рно
469,Straße::N,дорога,ко́рно
470,Dorf::N,деревня,ял
471,Stadt::N,город,ола́
472,Brief::N,письмо,се́рыш
473,Buch::N,книга,книга́
474,Buchstabe::N,буква,буква́
475,Zeitung::N,газета,газе́т
476,Leben::N,жизнь,и́лыш
477,Tod::N,смерть,колыма́ш
478,Grab::N,могила,шӱга́р
479,Kirche::N,церковь,че́рке
480,Sünde::N,грех,су́лык
481,Gott::N,бог,ю́мо
482,Arbeiter::N,рабочий,паша́зе
483,Chef::N,начальник,тӧра́
484,Meister::N,мастер,маста́р
485,Arzt::N,врач,врач
486,Lehrer::N,учитель,ту́ныктышо
487,Geld::N,деньги,окса́
488,Geschäft::N,занятие,сатулыма́ш
489,Laden::N,магазин,ке́выт
490,Preis::N,цена,ак
491,Ware::N,товар,сату́
492,Nutzen::N,выгода,пайда́
493,Reichtum::N,богатство,поя́нлык
494,Welt::N,мир,тӱня́
495,Land::N,страна,эл
496,Staat::N,государство,кугыжа́ныш
497,König::N,король,кугыжа́
498,Macht::N,власть,власть
499,Grenze::N,граница,грани́ца
500,Krieg::N,война,сар
501,Feind::N,враг,тушма́н
502,Gewalt::N,насилие,виешлыма́ш
503,Kampf::N,борьба,кредалма́ш
504,Bogen[Waffe]::N,лук,юҥе́ж
505,Pfeil::N,стрела,пикш
506,Gewehr::N,ружье,пыча́л
507,Fehler::N,ошибка,йо́ҥылыш
508,Lüge::N,ложь,шоя́к
509,Schaden::N,вред,зия́н
510,Unglück::N,беда,эҥге́к
511,Schuld::N,вина,тита́к
512,Schuld::N,вина,йола́
513,Alter::N,возраст,ийго́т
514,Schluss::N,окончание,муча́ш
515,Zeit::N,время,жап
516,Zeit::N,время,па́гыт
517,Tag::N,день,ке́че
518,Morgen::N,утро,эр
519,Mittag::N,полдень,кечыва́л
520,Abend::N,вечер,кас
521,Nacht::N,ночь,йӱд
522,Woche::N,неделя,арня́
523,Monat::N,месяц,ты́лзе
524,Jahr::N,год,ий
525,Frühling::N,весна,шо́шо
526,Sommer::N,лето,кеҥе́ж
527,Herbst::N,осень,шы́же
528,Winter::N,зима,те́ле
529,Januar::N,январь,шоркыйол
530,Januar::N,январь,идалыкву́й
531,Januar::N,январь,янва́рь
532,Februar::N,февраль,пургыж
533,Februar::N,февраль,февра́ль
534,März::N,март,ӱярня
535,März::N,март,март
536,April::N,апрель,апре́ль
537,Mai::N,май,ага
538,Mai::N,май,май
539,Juni::N,июнь,пеледыш
540,Juni::N,июнь,ию́нь
541,Juli::N,июль,сӱрем
542,Juli::N,июль,ию́ль
543,August::N,август,сорла
544,August::N,август,агарма́н
545,August::N,август,а́вгуст
546,September::N,сентябрь,идым
547,September::N,сентябрь,сентя́брь
548,Oktober::N,октябрь,шыжа
549,Oktober::N,октябрь,октя́брь
550,November::N,ноябрь,кылме тылзе
551,November::N,ноябрь,ноя́брь
552,Dezember::N,декабрь,дека́брь
553,Montag::N,понедельник,шо́чмо
554,Dienstag::N,вторник,ку́шкыжмо
555,Mittwoch::N,среда,вӱрге́че
556,Donnerstag::N,четверг,изарня́
557,Freitag::N,пятница,кугарня́
558,Samstag::N,суббота,шуматке́че
559,Sonntag::N,воскресенье,рушарня́
560,groß::A,большой,кугу́
561,klein::A,маленький,изи́
562,lang::A,длинный,кужу́
563,kurz::A,короткий,кӱ́чык
564,breit::A,широкий,кумда́
565,schmal::A,узкий,а́ҥысыр
566,dicht::A,густой,ну́гыдо
567,dick[Gegenstand]::A,толстый,кӱ́жгӧ
568,dünn::A,тонкий,ви́чкыж
569,fein::A,тонкий,ты́гыде
570,fest::A,крепкий,чо́ткыдо
571,flach::A,плоский,лапка́
572,glatt::A,гладкий,яклака́
573,hart::A,твердый,пе́ҥгыде
574,weich::A,мягкий,пу́шкыдо
575,rund::A,круглый,йырге́шке
576,spitz::A,остроконечный,коша́р
577,scharf::A,острый,пӱ́сӧ
578,stumpf::A,тупой,токма́к
579,schwer::A,тяжелый,не́ле
580,schön::A,красивый,сы́лне
581,heiß::A,жаркий,шо́кшо
582,warm::A,теплый,ле́ве
583,kalt::A,холодный,йӱ́штӧ
584,kühl::A,прохладный,юа́лге
585,kühl::A,прохладный,южгата́
586,frisch::A,свежий,свежа́
587,feucht::A,влажный,вӱ́дыжгӧ
588,nass::A,мокрый,нӧ́рӧ
589,trocken::A,сухой,ку́кшо
590,voll::A,полный,тич
591,voll::A,наполненный,тич
592,leer::A,пустой,яра́
593,offen::A,открытый,виш
594,geschlossen::A,закрытый,пе́тырыме
595,geschlossen::A,закрытый,тӱ́чмӧ
596,sauber::A,чистый,ару́
597,sauber::A,чистый,янда́р
598,schmutzig::A,грязный,лавыра́н
599,schmutzig::A,грязный,ла́выргыше
600,roh::A,сырой,кӱ́чымӧ
601,reif::A,зрелый,лӧза́
602,lecker::A,вкусный,ту́тло
603,süß::A,сладкий,ше́ре
604,bitter::A,горький,ко́чо
605,sauer::A,кислый,шо́по
606,hell::A,светлый,во́лгыдо
607,dunkel::A,темный,пычке́мыш
608,schwarz::A,черный,шола́
609,weiß::A,белый,ош
610,rot::A,красный,йошка́р
611,gelb::A,желтый,сар
612,blau::A,синий,ка́нде
613,grün::A,зеленый,ужа́р
614,grau::A,серый,сур
615,bunt::A,пестрый,олача́
616,billig::A,дешевый,шу́лдо
617,teuer::A,дорогой,ше́рге
618,wertvoll::A,ценный,шергака́н
619,blind::A,слепой,со́кыр
620,taub::A,глухой,соҥгыра́
621,kräftig::A,могучий,куа́тле
622,stark::A,сильный,вия́н
623,schwach::A,слабый,а́лдыме
624,fett::A,жирный,коя́
625,schlank::A,стройный,йоштката́
626,schlank::A,стройный,яжу́
627,hübsch::A,прелестный,чеве́р
628,böse::A,злой,шы́де
629,dumm::A,глупый,аҥыра́
630,faul::A,ленивый,його
631,fleißig::A,прилежный,ты́ршыше
632,geizig::A,жадный,чаҥга́
633,klug::A,умный,уша́н
634,geschickt::A,искусный,уста́
635,lieb::A,милый,ала́л
636,lustig::A,веселый,весела́
637,sanft::A,нежный,ны́жылге
638,hungrig::A,голодный,шу́жышо
639,krank::A,больной,че́рле
640,nackt::A,голый,чарама́т
641,traurig::A,грустный,ойга́н
642,lebendig::A,живой,и́лыше
643,gut::A,хороший,сай
644,schlecht::A,плохой,уда́
645,schlecht::A,плохой,шӱ́кшӧ
646,richtig::A,правильный,чы́нле
647,schlimm::A,отвратительный,аля́к
648,schlimm::A,отвратительный,тыра́н
649,schlimm::A,мерзкий,аля́к
650,schlimm::A,мерзкий,тыра́н
651,wahr::A,настоящий,чы́нле
652,wahr::A,настоящий,настоя́щий
653,alt::A,старый,то́што
654,neu::A,новый,у
655,ehemalig::A,бывший,о́нчычсо
656,ehemalig::A,бывший,онда́кысе
657,alt[Lebewesen]::A,пожилой,шо́нто
658,jung::A,молодой,са́мырык
659,arm::A,бедный,нужна́
660,reich::A,богатый,поя́н
661,bekannt::A,знакомый,па́лыме
662,berühmt::A,знаменитый,лӱ́млӧ
663,fremd::A,чужой,йот
664,verschieden::A,разный,тӱ́рлӧ
665,nah::A,близкий,ли́шыл
666,fern::A,далекий,тора́
667,fern::A,далекий,мӱ́ндыр
668,linker::A,левый,шола́
669,rechter::A,правый,пурла́
670,anderer::A,другой,вес
671,anderer::A,другой,мо́ло
672,erster::A,первый,и́кымше
673,zweiter::A,второй,ко́кымшо
674,dritter::A,третий,ку́мшо
675,letzter::A,последний,пыта́ртыш
676,allein::ADV,один,шкет
677,auf einmal::ADV,сразу,икана́ште
678,zusammen::ADV,вместе,пырля́
679,lange::ADV,долго,кужу́н
680,plötzlich::ADV,вдруг,кенета́
681,sofort::ADV,тотчас,кызыта́к
682,später::ADV,позже,варара́к
683,jetzt::ADV,сейчас,ы́нде
684,jetzt::ADV,сейчас,кы́зыт
685,heute::ADV,сегодня,та́че
686,morgen::ADV,завтра,эрла́
687,bald::ADV,скоро,вашке́
688,dann::ADV,потом,вара́
689,gestern::ADV,вчера,теҥге́че
690,einst::ADV,однажды,икана́
691,damals::ADV,тогда,туна́м
692,danach::ADV,затем,вара́
693,vorher::ADV,раньше,о́нчыч
694,zuerst::ADV,сперва,онда́к
695,einmal::ADV,раз,икана́
696,manchmal::ADV,иногда,ка́шын
697,manchmal::ADV,иногда,кокла́н
698,oft::ADV,часто,чӱ́чкыдын
699,immer::ADV,всегда,эре́
700,immer::ADV,всегда,ту́тыш
701,niemals::ADV,никогда,ок нигуна́м
702,hier::ADV,здесь,ты́ште
703,hierhin::ADV,сюда,ты́шке
704,hierhin::ADV,сюда,тыш
705,von hier::ADV,отсюда,тыше́ч
706,von hier::ADV,отсюда,тыве́ч
707,dort::ADV,там,ту́што
708,dorthin::ADV,туда,туш
709,dorthin::ADV,туда,ту́шко
710,geradeaus::ADV,прямо,вик
711,vorwärts::ADV,вперед,о́нчыко
712,rückwärts::ADV,назад,шеҥге́к
713,zurück::ADV,обратно,мӧҥге́ш
714,unten::ADV,внизу,ӱ́лнӧ
715,unten::ADV,внизу,йыма́лне
716,hinab::ADV,вниз,йыма́к
717,oben::ADV,наверху,кӱ́шнӧ
718,oben::ADV,наверху,ӱмба́лне
719,hinauf::ADV,вверх,кӱ́ш
720,hinauf::ADV,вверх,кӱ́шкӧ
721,überall::ADV,везде,чыла́ вере́
722,nicht::ADV,не,ок
723,nicht::ADV,не,о́геш
724,ein wenig::ADV,немного,изи́ш
725,kaum::ADV,едва,пыкше́
726,sehr::ADV,очень,чот
727,so::ADV,так,тыге́
728,noch::ADV,еще,а́ле
729,nur::ADV,только,гына́
730,schon::ADV,уже,ы́нде
731,wieder::ADV,опять,ада́к
732,vergebens::ADV,напрасно,ара́м
733,vor::PRP,перед,о́нчыч
734,hinter::PRP,за,шеҥге́лне
735,hinter::PRP,позади,шеҥге́лне
736,unter::PRP,под,йыма́лне
737,durch::PRP,сквозь,вошт
738,neben::PRP,возле,вокте́н
739,zwischen::PRP,между,кокла́ште
740,wegen::PRP,из-за,верч
741,dies::PRN,это,ти́де
742,das::PRN,то,са́де
743,alles::PRN,все,чыла́
744,ich::PRN,я,мый
745,du::PRN,ты,тый
746,er::PRN,он,ту́до
747,wir::PRN,мы,ме
748,ihr::PRN,вы,те
749,sie::PRN,они,ну́но
750,was::FPRN,что,мо
751,wer::FPRN,кто,кӧ
752,wo::FADV,где,куша́н
753,wohin::FADV,куда,куш
754,wohin::FADV,куда,ку́шко
755,wie::FADV,как,кузе́
756,warum::FADV,почему,мо
757,warum::FADV,почему,мола́н
