,Concept_ID,he,el
725,rückwärts::ADV,לאחור,πίσω
726,zurück::ADV,בחזרה,πίσω
727,zurück::ADV,אחורנית,πίσω
728,unten::ADV,למטה,κάτω
729,hinab::ADV,למטה,προς τα κάτω
730,oben::ADV,מעל,πάνω
731,oben::ADV,מעל,επάνω
732,oben::ADV,למעלה,πάνω
733,oben::ADV,למעלה,επάνω
734,hinauf::ADV,למעלה,προς τα πάνω
735,überall::ADV,בכל מקום,παντού
736,nicht::ADV,לא,δεν
737,ein wenig::ADV,קצת,λιγάκι
738,kaum::ADV,בקשי,μόλις
739,sehr::ADV,מאוד,πολύ
740,so::ADV,כך,έτσι
741,so::ADV,ככה,έτσι
742,noch::ADV,עוד,ακόμα
743,noch::ADV,עדין,ακόμα
744,nur::ADV,רק,μόνο
745,schon::ADV,כבר,ήδη
746,schon::ADV,כבר,κιόλας
747,wieder::ADV,שוב,ξανά
748,vergebens::ADV,לריק,μάταια
749,vergebens::ADV,לשוא,μάταια
750,vor::PRP,מול,μπροστά σε
751,vor::PRP,מול,μπροστά από
752,hinter::PRP,מאחורי,πίσω από 
753,unter::PRP,מתחת,υπό
754,unter::PRP,מתחת,κάτω από
755,durch::PRP,דרך,διά
756,durch::PRP,דרך,διά μέσου
757,neben::PRP,ליד,δίπλα σε
758,neben::PRP,על-יד,δίπλα σε
759,zwischen::PRP,בין,μεταξύ
760,zwischen::PRP,בין,ανάμεσα σε
761,wegen::PRP,בשל,για
762,wegen::PRP,בשל,λόγω
763,wegen::PRP,בגלל,για
764,wegen::PRP,בגלל,λόγω
765,dies::PRN,זה,αυτό
766,das::PRN,זה,το
767,alles::PRN,הכל,όλα
768,ich::PRN,אני,εγώ
769,du::PRN,את,σύ
770,du::PRN,את,εσύ
771,du::PRN,אתה,σύ
772,du::PRN,אתה,εσύ
773,er::PRN,הוא,αυτός
774,wir::PRN,אנחנו,εμείς
775,ihr::PRN,לה,εσείς
776,sie::PRN,הם,αυτοί
777,was::FPRN,מה,τι
778,wer::FPRN,מי,ποιος
779,wo::FADV,איפה,πού
780,wohin::FADV,לאן,πού
781,wohin::FADV,לאן,για πού
782,wie::FADV,איך,πώς
783,warum::FADV,למה,γιατί
784,wieviel::FNUM,כמה,πόσος
785,eins::NUM,אחד,ένα
786,zwei::NUM,שתים,δύο
787,drei::NUM,שלושה,τρία
788,drei::NUM,שלושה,τρεις
789,vier::NUM,ארבעה,τέσσερα
790,vier::NUM,ארבעה,τέσσερις
791,fünf::NUM,חמשה,πέντε
792,sechs::NUM,ששה,έξι
793,sieben::NUM,שבעה,εφτά
794,acht::NUM,שמונה,οχτώ
795,neun::NUM,תשעה,εννιά
796,zehn::NUM,עשרה,δέκα
797,elf::NUM,אחת עשרה,έντεκα
798,zwölf::NUM,שתים עשרה,δώδεκα
799,zwanzig::NUM,עשרים,είκοσι
800,dreißig::NUM,שלושים,τριάντα
801,vierzig::NUM,ארבעים,σαράντα
802,fünfzig::NUM,חמשים,πενήντα
803,sechzig::NUM,ששים,εξήντα
804,siebzig::NUM,שבעים,εβδομήντα
805,achtzig::NUM,שמונים,ογδόντα
806,neunzig::NUM,תשעים,ενενήντα
807,hundert::NUM,מאה,εκατό
808,tausend::NUM,אלף,χίλιοι
809,und::CNJ,ו,και
810,oder::CNJ,או,ή
811,stehen::V,עמד,στέκομαι
812,stehen::V,עמד,είμαι όρθιος
813,sitzen::V,ישב,κάθομαι
814,liegen::V,שכב,είμαι ξαπλωμένος
815,hängen::V,היה תלוי,κρέμομαι
816,werden::V,הפך ל,γίνομαι
817,passieren::V,קרה,συμβαίνω
818,beginnen::V,התחיל,αρχίζω
819,enden::V,הסתים,τελειώνω
820,wechseln::V,השתנה,αλλάζω
821,aufgehen[Sonne]::V,זרח,βγαίνω
822,aufgehen[Sonne]::V,זרח,ανατέλλω
823,untergehen[Sonne]::V,שקע,δύω
824,untergehen[Sonne]::V,שקע,βασιλεύω
825,scheinen[Sonne]::V,בהק,λάμπω
826,donnern::V,רעם,βροντώ
827,wehen::V,נשב,φυσώ
828,strömen::V,זרם,ρέω
829,strömen::V,זרם,τρέχω
830,fließen::V,זרם,ρέω
831,sich drehen::V,הסתובב,γυρίζω
832,sich drehen::V,הסתובב,στρέφομαι
833,schwanken::V,התנודד,ταλαντεύομαι
834,schwingen::V,התנענע,αιωρούμαι
835,schwingen::V,התנענע,ταλαντεύομαι
836,fallen::V,נפל,πέφτω
837,brennen::V,בער,καίω
838,rauchen::V,עשן,καπνίζω
839,regnen::V,ירד גשם,βρέχω
840,gefrieren::V,קפא,παγώνω
841,tauen::V,נמס,λειώνω
842,schmelzen::V,התיך,λειώνω
843,trocknen::V,התיבש,στεγνώνω
844,sieden::V,רתח,βράζω
845,faulen::V,רקב,σαπίζω
846,verfaulen::V,רקב,σαπίζω
847,reißen::V,נקרע,σχίζω
848,versinken::V,טבע,βουλιάζω
849,versinken::V,טבע,βυθίζομαι
850,vergehen::V,עבר,περνώ
851,erscheinen::V,נגלה,εμφανίζομαι
852,erscheinen::V,הופיע,εμφανίζομαι
853,verschwinden::V,נעלם,χάνομαι
854,verschwinden::V,נעלם,εξαφανίζομαι
855,sinken::V,ירד,κατεβαίνω
856,abnehmen::V,הפחית,μειώνομαι 
857,zunehmen::V,רבה,αυξάνω
858,zunehmen::V,רבה,μεγαλώνω
859,steigen::V,עלה,ανεβαίνω
860,wachsen::V,גדל,μεγαλώνω
861,glänzen::V,נצץ,γυαλίζω
862,glänzen::V,בהק,γυαλίζω
863,funkeln::V,נצנץ,αστράφτω
864,funkeln::V,נצנץ,σπιθοβολώ
865,lärmen::V,רעש,θορυβώ
866,läuten::V,צלצל,χτυπώ 
867,klingeln::V,צלצל,κουδουνίζω
868,klirren::V,קרקש,κουδουνίζω
869,brausen::V,געש,βουΐζω
870,rauschen::V,רשרש,βουΐζω
871,klingen::V,נשמע,ηχώ
872,bellen::V,נבח,γαυγίζω
873,heulen::V,ילל,ουρλιάζω
874,blasen::V,נשף,φυσώ
875,pfeifen::V,שרק,σφυρίζω
876,schreien::V,צעק,κραυγάζω
877,stöhnen::V,נאנק,βογγώ
878,zittern::V,רעד,τρέμω
879,leben::V,חי,ζω
880,geboren werden::V,נולד,γεννιέμαι
881,atmen::V,נשם,αναπνέω
882,trinken::V,שתה,πίνω
883,essen::V,אכל,τρώω
884,schlucken::V,בלע,καταπίνω
885,müde werden::V,התעיף,κουράζομαι
886,einschlafen::V,נרדם,αποκοιμιέμαι
887,schlafen::V,ישן,κοιμάμαι
888,aufwachen::V,התעורר,ξυπνώ
889,aufstehen::V,קם,σηκώνομαι
890,sich erholen::V,נפש,ξεκουράζομαι
891,krank werden::V,חלה,αρρωσταίνω
892,krank sein::V,היה חולה,ασθενώ
893,schmerzen::V,כאב,πονώ
894,husten::V,השתעל,βήχω
895,genesen::V,הבריא,θεραπεύομαι
896,sterben::V,מת,πεθαίνω
897,umkommen::V,נספה,πεθαίνω
898,sich bewegen::V,נע,κουνιέμαι
899,sich rühren::V,זז,σαλεύω
900,sich erheben::V,קם,επαναστατώ
901,sich setzen::V,התישב,κάθομαι
902,hinfallen::V,נפל,πέφτω κάτω
903,laufen::V,הלך ברגל,τρέχω
904,schreiten::V,פסע,βαδίζω
905,spazierengehen::V,טיל,κάνω βόλτα
906,spazierengehen::V,טיל,πηγαίνω περίπατο
907,eilen::V,אץ,σπεύδω
908,eilen::V,מהר,σπεύδω
909,sich beeilen::V,מהר,βιάζομαι
910,sausen::V,אץ,τρέχω γρήγορα
911,rennen::V,רץ,τρέχω
912,springen::V,קפץ,πηδώ
913,klettern::V,טפס,σκαρφαλώνω
914,schaukeln::V,התנדנד,κουνιέμαι
915,kriechen::V,זחל,έρπω
916,kriechen::V,זחל,σέρνομαι
917,schwimmen::V,שחה,κολυμπώ
918,tauchen::V,צלל,βουτώ
919,rudern::V,חתר,κωπηλατώ
920,fahren::V,נסע,πηγαίνω
921,fliegen::V,עף,πετώ
922,gehen::V,הלך,βαδίζω
923,gehen::V,הלך,πηγαίνω
924,weggehen::V,עזב,φεύγω
925,abfahren::V,יצא,ξεκινώ
926,abfahren::V,יצא,αναχωρώ
927,anhalten::V,עצר,σταματώ
928,hineingehen::V,נכנס,μπαίνω
929,eintreten::V,נכנס,μπαίνω
930,eintreten::V,נכנס,εισέρχομαι
931,kommen::V,בא,έρχομαι
932,ankommen::V,הגיע,φτάνω
933,zurückkommen::V,שב,επιστρέφω
934,zurückkommen::V,חזר,επιστρέφω
935,bleiben::V,נשאר,μένω
936,warten::V,חכה,περιμένω
937,warten::V,המתין,περιμένω
938,erwarten::V,צפה,αναμένω
939,erwarten::V,צפה,περιμένω
940,suchen::V,חפש,ψάχνω
941,finden::V,מצא,βρίσκω
942,versuchen::V,נסה,προσπαθώ
943,vorbereiten::V,הכין,προετοιμάζω
944,lieben::V,אהב,αγαπώ
945,mögen::V,אהב,μου αρέσει
946,lachen::V,צחק,γελώ
947,rühren::V,נגע ללב,συγκινώ
948,weinen::V,בכה,κλαίω
949,schimpfen::V,גער,βρίζω
950,sich ärgern::V,זעם,θυμώνω
951,sich ärgern::V,כעס,θυμώνω
952,sich fürchten::V,פחד,φοβάμαι
953,sich fürchten::V,חשש,φοβάμαι
954,fürchten::V,פחד מ,φοβάμαι
955,fürchten::V,חשש מ,φοβάμαι
956,fliehen::V,ברח,φεύγω
957,flüchten::V,נמלט,δραπετεύω
958,sehen::V,ראה,βλέπω
959,anschauen::V,הביט,κοιτάζω
960,ansehen::V,התבונן,βλέπω
961,hören::V,שמע,ακούω
962,zuhören::V,הקשיב,ακούω
963,probieren::V,נסה,δοκιμάζω
964,riechen::V,הריח,μυρίζω
965,riechen::V,הריח,οσφραίνομαι
966,fühlen::V,חש,αισθάνομαι
967,scheinen::V,נדמה,φαίνομαι
968,zu sehen sein::V,נראה,φαίνομαι
969,vernehmen::V,נודע ל,ακούω
970,vernehmen::V,נודע ל,μαθαίνω
971,frieren::V,קר ל,κρυώνω
972,tun::V,פעל,κάνω
973,können::V,יכל,ξέρω
974,können::V,יכל,μπορώ
975,wollen::V,רצה,θέλω
976,anfangen::V,התחיל,αρχίζω
977,beenden::V,גמר,τελειώνω
978,aufhören::V,סים,παύω
979,gelingen::V,הצליח,πετυχαίνω
980,geraten::V,עלה,γίνομαι
981,öffnen::V,פתח,ανοίγω
982,schließen::V,סגר,κλείνω
983,stellen::V,העמיד,θέτω
984,setzen::V,הושיב,θέτω
985,legen::V,שם,θέτω
986,berühren::V,נגע,εγγίζω
987,verbinden::V,קשר,συνδέω
988,bedecken::V,כסה,σκεπάζω
989,aufhängen::V,תלה,κρεμώ
990,anzünden::V,הצית,ανάβω
991,aufheben::V,אסף,σηκώνω
992,zurücklassen::V,השאיר,εγκαταλείπω
993,verlieren::V,אבד,χάνω
994,fallen lassen::V,שמט,αφήνω να πέσει
995,fallen lassen::V,הפיל,αφήνω να πέσει
996,machen::V,עשה,κάνω
997,machen::V,עשה,φτιάχνω
998,herstellen::V,יצר,κατασκευάζω
999,bauen::V,בנה,χτίζω
1000,bauen::V,בנה,οικοδομώ
1001,reparieren::V,תקן,επισκευάζω
1002,reparieren::V,תקן,επιδιορθώνω
1003,verbessern::V,שפר,βελτιώνω
1004,verbessern::V,שפר,καλυτερεύω
1005,ändern::V,שנה,αλλάζω
1006,graben::V,חפר,σκάβω
1007,beugen::V,כפף,λυγίζω
1008,biegen::V,כופף,κάμπτω
1009,drehen::V,סובב,στρέφω
1010,wenden::V,הפך,γυρίζω
1011,umdrehen::V,סובב,γυρίζω
1012,heben::V,הרים,υψώνω
1013,heben::V,הרים,σηκώνω
1014,hochheben::V,הרים,υψώνω
1015,hochheben::V,הרים,σηκώνω
1016,ergreifen::V,אחז,πιάνω
1017,ergreifen::V,אחז,αρπάζω
1018,halten::V,החזיק,βαστώ
1019,drücken::V,לחץ,πιέζω
1020,schieben::V,הזיז,σπρώχνω
1021,kratzen::V,שרט,γρατσουνίζω
1022,kratzen::V,שפשף,γρατσουνίζω
1023,lecken::V,לקק,γλείφω
1024,beißen::V,נשך,δαγκάνω
1025,abreißen::V,קרע,κόβω
1026,abreißen::V,קרע,σχίζω
1027,abschneiden::V,חתך,αποκόπτω
1028,binden::V,קשר,δένω
1029,stecken::V,תקע,χώνω
1030,brechen::V,שבר,σπάζω
1031,klopfen::V,נקש,χτυπώ
1032,klopfen::V,נקש,τινάζω
1033,hauen::V,הכה,χτυπώ
1034,kleben::V,הדביק,κολλώ
1035,reiben::V,שפשף,τρίβω
1036,streichen::V,מרח,αλείφω
1037,schleifen::V,השחיז,ακονίζω
1038,schneiden::V,גזר,κόβω
1039,rütteln::V,נענע,σείω
1040,rütteln::V,נענע,τινάζω
1041,schütteln::V,נער,σείω
1042,schütteln::V,נער,κουνώ
1043,schwenken::V,נופף,κουνώ
1044,schwenken::V,טלטל,κουνώ
1045,schütten::V,שפך,χύνω
1046,füllen::V,מלא,γεμίζω
1047,einwickeln::V,עטף,τυλίγω
1048,tragen::V,נשא,φέρνω
1049,schleppen::V,סחב,κουβαλώ
1050,ziehen::V,משך,τραβώ
1051,aufbewahren::V,שמר,φυλάω
1052,werfen::V,זרק,ρίχνω
1053,fangen::V,תפס,πιάνω
1054,packen::V,אחז,τσακώνω
1055,verstecken::V,החביא,κρύβω
1056,teilen::V,חלק,μερίζω
1057,schicken::V,שלח,στέλνω
1058,bringen::V,הביא,φέρνω
1059,hinzufügen::V,הוסיף,προσθέτω
1060,bekommen::V,תפס,προσκομίζω
1061,erhalten::V,קבל,παίρνω
1062,erhalten::V,קבל,λαμβάνω
1063,nehmen::V,אחז,πιάνω
1064,nehmen::V,אחז,παίρνω
1065,wählen::V,בחר,εκλέγω
1066,auswählen::V,בחר ב,διαλέγω
1067,bewahren::V,קים,διατηρώ
1068,behindern::V,מנע,εμποδίζω
1069,verderben::V,מנע,χαλώ
1070,beschädigen::V,הזיק,ζημιώνω
1071,zerbrechen::V,נשבר,σπάζω
1072,zerreißen::V,קרע,σχίζω
1073,zerstören::V,הרס,καταστρέφω
1074,zerstören::V,השמיד,καταστρέφω
1075,verbrennen::V,שרף,καίω
1076,geben::V,נתן,δίνω
1077,reichen::V,העביר,δίνω
1078,schenken::V,נתן במתנה,χαρίζω
1079,versprechen::V,הבטיח,υπόσχομαι
1080,wünschen::V,אחל,εύχομαι
1081,loben::V,שבח,επαινώ
1082,küssen::V,נשק,φιλώ
1083,wiegen::V,נדנד,κουνώ
1084,wiegen::V,נדנד,νανουρίζω
1085,zudecken::V,כסה,σκεπάζω
1086,wecken::V,עורר,ξυπνώ
1087,zeigen::V,הראה,δείχνω
1088,führen::V,הביא,οδηγώ
1089,führen::V,הוביל,οδηγώ
1090,lehren::V,למד,διδάσκω
1091,unterrichten::V,למד,διδάσκω
1092,aufziehen::V,רומם,ανατρέφω
1093,leiten::V,נהל,ηγούμαι
1094,leiten::V,נהל,διευθύνω
1095,antreiben::V,המרץ,σπρώχνω
1096,antreiben::V,המרץ,παρακινώ
1097,lassen::V,נתן,αφήνω
1098,einladen::V,הזמין,προσκαλώ
1099,vereinigen::V,אחד,ενώνω
1100,vereinigen::V,לכד,ενώνω
1101,besuchen::V,בקר,επισκέπτομαι
1102,treffen::V,פגש,συναντώ
1103,sich versammeln::V,התאסף,μαζεύομαι
1104,spielen::V,שחק,παίζω
1105,singen::V,שר,τραγουδώ
1106,tanzen::V,רקד,χορεύω
1107,sich trennen::V,נפרד,αποχωρίζομαι
1108,verlassen::V,עזב,εγκαταλείπω
1109,retten::V,הציל,σώζω
1110,bewachen::V,שמר,φρουρώ
1111,schützen::V,אבטח,προστατεύω
1112,verteidigen::V,הגן,υπερασπίζω
1113,sich schlagen::V,התכתש,χτυπιέμαι
1114,schießen::V,ירה,πυροβολώ
1115,siegen::V,גבר,νικώ
1116,siegen::V,נצח,νικώ
1117,ärgern::V,עצבן,τσαντίζω
1118,schlagen::V,הכה,χτυπώ
1119,schlagen::V,הלקה,χτυπώ
1120,treten::V,בעט,κλοτσώ
1121,stechen::V,דקר,τρυπώ
1122,stoßen::V,דחק,ωθώ
1123,stoßen::V,דחק,σπρώχνω
1124,stehlen::V,גנב,κλέβω
1125,stören::V,קטע,διαταράσσω
1126,stören::V,הפריע,διαταράσσω
1127,belästigen::V,הציק,ενοχλώ
1128,belästigen::V,הטריד,ενοχλώ
1129,verbergen::V,הצניע,κρύβω
1130,täuschen::V,שגע,παραπλανώ
1131,betrügen::V,הונה,απατώ
1132,töten::V,הרג,σκοτώνω
1133,töten::V,הרג,θανατώνω
1134,wohnen::V,גר,μένω
1135,wohnen::V,גר,κατοικώ
1136,arbeiten::V,עבד,δουλεύω
1137,arbeiten::V,עבד,εργάζομαι
1138,sammeln::V,אסף,μαζεύω
1139,sammeln::V,אסף,συλλέγω
1140,pflücken::V,קטף,κόβω
1141,jagen::V,צד,κυνηγώ
1142,fischen::V,דג,ψαρεύω
1143,fassen::V,תפס,πιάνω
1144,hüten::V,רעה,φυλάγω
1145,hüten::V,רעה,προσέχω
1146,treiben::V,הוציא,οδηγώ
1147,anbinden::V,קשר,δένω
1148,füttern::V,הלעיט,ταΐζω
1149,melken::V,חלב,αρμέγω
1150,hacken::V,קצץ,κόβω
1151,gießen::V,השקה,ποτίζω
1152,reifen::V,בשל,ωριμάζω
1153,zubereiten::V,הכין,ετοιμάζω
1154,kochen::V,בשל,βράζω
1155,backen::V,אפה,ψήνω
1156,braten::V,צלה,τηγανίζω
1157,braten::V,טגן,τηγανίζω
1158,umrühren::V,ערבב,ανακατεύω
1159,stricken::V,סרג,πλέκω
1160,nähen::V,תפר,ράβω
1161,färben::V,צבע,βάφω
1162,färben::V,צבע,χρωματίζω
1163,reinigen::V,נקה,καθαρίζω
1164,waschen::V,רחץ,πλένω
1165,waschen::V,כבס,πλένω
1166,abwischen::V,נגב,σφουγγίζω
1167,spülen::V,שטף,ξεπλένω
1168,fegen::V,טאטא,σκουπίζω
1169,kehren::V,טאטא,σκουπίζω
1170,baden::V,טבל,κάνω μπάνιο
1171,baden::V,שחה,κάνω μπάνιο
1172,sich waschen::V,התרחץ,πλένομαι
1173,ausziehen::V,הוריד,βγάζω
1174,anziehen::V,לבש,φορώ
1175,sich anziehen::V,התלבש,ντύνομαι
1176,kämmen::V,סרק,χτενίζω
1177,schmücken::V,קשט,στολίζω
1178,sagen::V,אמר,λέω
1179,sprechen::V,דבר,μιλώ
1180,reden::V,דבר,μιλώ
1181,reden::V,דבר,κουβεντιάζω
1182,sich unterhalten::V,שוחח,συνομιλώ
1183,sich unterhalten::V,שוחח,κουβεντιάζω
1184,fragen::V,שאל,ρωτώ
1185,bitten::V,בקש,ζητώ
1186,bitten::V,בקש,παρακαλώ
1187,erzählen::V,ספר,διηγούμαι
1188,mitteilen::V,מסר,πληροφορώ
1189,mitteilen::V,הודיע,πληροφορώ
1190,nennen::V,קרא בשם,ονομάζω
1191,rufen::V,גיס,φωνάζω
1192,rufen::V,הזמין לבוא,φωνάζω
1193,prahlen::V,התרברב,καυχιέμαι
1194,übersetzen::V,תרגם,μεταφράζω
1195,denken::V,חשב,σκέφτομαι
1196,glauben::V,האמין,πιστεύω
1197,bemerken::V,הבחין,παρατηρώ
1198,erkennen::V,זהה,αναγνωρίζω
1199,begreifen::V,קלט,καταλαβαίνω
1200,begreifen::V,הבין,καταλαβαίνω
1201,verstehen::V,הבין,ακούω
1202,lernen::V,למד,μαθαίνω
1203,wissen::V,ידע,ξέρω
1204,sich erinnern an::V,זכר,θυμάμαι
1205,vergessen::V,שכח,ξεχνώ
1206,messen::V,מדד,μετρώ
1207,zählen::V,ספר,μετρώ
1208,rechnen::V,חשב,λογαριάζω
1209,lesen::V,קרא,διαβάζω
1210,malen::V,ציר,ζωγραφίζω
1211,zeichnen::V,שרטט,σχεδιάζω
1212,schreiben::V,כתב,γράφω
1213,besitzen::V,היה בעל של,κατέχω
1214,kaufen::V,קנה,αγοράζω
1215,kaufen::V,רכש,αγοράζω
1216,verkaufen::V,מכר,πουλώ
1217,bezahlen::V,שלם,πληρώνω
1218,zahlen::V,שלם,πληρώνω
1219,beherrschen::V,שלט,κυριαρχώ
1220,ertragen::V,סבל,βαστώ
1221,ertragen::V,סבל,αντέχω
