,Concept_ID,en,cv
122,Blume::N,flower,чечек
123,Gras::N,grass,курӑк
124,Wurzel::N,root,тымар
125,Baum::N,tree,йывӑҫ
126,Stamm::N,trunk,вулӑ
127,Rinde::N,bark,хуйӑр
128,Ast::N,limb,турат
129,Zweig::N,branch,турат
130,Blatt::N,leaf,ҫулҫӑ
131,Birke::N,birch,хурӑн
132,Kiefer[Baum]::N,pine,хыр
133,Weide[Baum]::N,willow,хӑва
134,Tanne::N,fir,чӑрӑш
135,Horn::N,horn,мӑйрака
136,Feder::N,feather,тӗк
137,Fell::N,fur,ҫӑм
138,Flügel::N,wing,ҫунат
139,Klaue::N,claw,чӗрне
140,Kralle::N,claw,ура
141,Schwanz::N,tail,хӳре
142,Ei::N,egg,ҫӑмарта
143,Nest::N,nest,йӑва
144,Bau::N,lair,йӗнӗ
145,Tier::N,animal,выльӑх
146,Herde::N,flock,кӗтӳ
147,Kuh::N,cow,ӗне
148,Bulle::N,bull,вӑкӑр
149,Pferd::N,horse,лаша
150,Schaf::N,sheep,сурӑх
151,Schwein::N,pig,сысна
152,Hund::N,dog,йытӑ
153,Katze::N,cat,кушак
154,Bär::N,bear,упа
155,Eichhörnchen::N,squirrel,пакша
156,Elch::N,elk,пӑши
157,Fuchs::N,fox,тилӗ
158,Hase::N,hare,куян
159,Hase::N,hare,мулкач
160,Maus::N,mouse,шӑши
161,Wolf::N,wolf,кашкӑр
162,Vogel::N,bird,кайӑк
163,Vogel::N,bird,вӗҫен кайӑк
164,Schwarm::N,swarm,ушкӑн
165,Huhn::N,chicken,чӑх
166,Huhn::N,chicken,чӑхӑ
167,Hahn::N,cock,автан
168,Gans::N,goose,хур
169,Adler::N,eagle,ӑмӑрт кайӑк
170,Ente::N,duck,кӑвакал
171,Eule::N,owl,тӑмана
172,Kranich::N,crane,тӑрна
173,Krähe::N,crow,ула курак
174,Kuckuck::N,cuckoo,куккук
175,Schwan::N,swan,акӑш
176,Fisch::N,fish,пулӑ
177,Barsch::N,perch,уланкӑ
178,Hecht::N,pike,ҫӑрттан
179,Schlange[Tier]::N,snake,ҫӗлен
180,Wurm::N,worm,ӑман
181,Spinne::N,spider,эрешмен
182,Ameise::N,ant,кӑткӑ
183,Laus::N,louse,пыйтӑ
184,Mücke::N,midge,вӑрӑм туна
185,Fliege::N,fly,шӑна
186,Schmetterling::N,butterfly,лӗпӗш
187,Beere::N,berry,ҫырла
188,Apfel::N,apple,улма
189,Apfel::N,apple,пан улми
190,Pilz::N,mushroom,кӑмпа
191,Zwiebel::N,onion,сухан
192,Saat::N,seed,вӑрӑ
193,Korn::N,grain,тӗшӗ
194,Korn::N,grain,пӗрчӗ
195,Heu::N,hay,утӑ
196,Schale::N,husk,хупӑ
197,Grube::N,pit,шӑтӑк
198,Falle::N,trap,тапӑ
199,Falle::N,trap,капкӑн
200,Schlinge::N,noose,йӑлӑ
201,Spur::N,track,йӗр
202,Asche::N,ashes,кӗл
203,Dreck::N,filth,пылчӑк
204,Eisen::N,iron,тимӗр
205,Gold::N,gold,ылтӑн
206,Silber::N,silver,кӗмӗл
207,Kohle::N,coal,кӑмрӑк
208,Glas::N,glass,кӗленче
209,Lehm::N,clay,тӑм
210,Sand::N,sand,хӑйӑр
211,Mensch::N,human,ҫын
212,Mensch::N,human,этем
213,Mann::N,man,ар
214,Frau::N,woman,хӗрарӑм
215,Kind::N,child,ача
216,Junge::N,boy,ача
217,Junge::N,boy,ар ҫын ача
218,Mädchen::N,girl,хӗр ача
219,Familie::N,family,ҫемье
220,Familie::N,family,кил-йыш
221,Großvater::N,grandfather,кукаҫи
222,Großmutter::N,grandmother,кукамай
223,Eltern::N,parents,аҫа-ама
224,Vater::N,father,атте
225,Mutter::N,mother,анне
226,Sohn::N,son,ывӑл
227,Tochter::N,daughter,хӗр
228,Bruder::N,brother,ар тӑван
229,Schwester::N,sister,аппа
230,Schwester::N,sister,йӑмӑк
231,Onkel::N,uncle,мучи
232,Onkel::N,uncle,пичче
233,Tante::N,aunt,аппа
234,Ehemann::N,husband,упӑшка
235,Ehefrau::N,wife,арӑм
236,Freude::N,joy,савӑнӑҫ
237,Freude::N,joy,хаваслӑх
238,Gelächter::N,laughter,кулӑ
239,Glück::N,happiness,телей
240,Glück::N,happiness,ӑраскал
241,Kummer::N,grief,хурлӑх
242,Wunsch::N,wish,ӗмӗт
243,Wunsch::N,wish,кӑмӑл
244,Lust::N,desire,кӑмӑл
245,Geist::N,spirit,чун-чӗм
246,Geist::N,spirit,ыр-усал
247,Geist::N,spirit,чун хавалӗ
248,Gedanke::N,thought,шухӑш
249,Gedächtnis::N,memory,ас
250,Verstand::N,mind,ӑс
251,Verstand::N,mind,ӑс-тӑн
252,Verstand::N,mind,ӑс-хакӑл
253,Sinn::N,meaning,тупсӑм
254,Sinn::N,meaning,пӗлтерӗш
255,Grund::N,reason,сӑлтав
256,Wahrheit::N,truth,чӑнлӑх
257,Gespräch::N,talk,калаҫу
258,Märchen::N,fairy tale,юмах
259,Erzählung::N,story,акалав
260,Erzählung::N,story,каласа пани
261,Nachricht::N,message,хыпар
262,Neuigkeit::N,news,ҫӗнӗ хыпар
263,Name::N,name,ят
264,Rätsel::N,puzzle,сутмалли юмах
265,Rede::N,speech,сӑмах
266,Sprache::N,language,чӗлхе
267,Stimme::N,voice,сасӑ
268,Wort::N,word,сӑмах
269,Zeichen::N,sign,паллӑ
270,Ruf::N,call,йыхрав
271,Ruf::N,call,чӗнӳ
272,Lärm::N,noise,шав
273,Laut::N,sound,сасӑ
274,Ton::N,tone,сасӑ
275,Lied::N,song,юрӑ
276,Ruhe::N,calm,канӑҫлӑх
277,Ruhe::N,calm,лӑпкӑлӑх
278,Leute::N,people,ҫамрӑксем
279,Leute::N,people,ҫамрӑк ҫынсем
280,Volk::N,nation,халӑх
281,Arbeit::N,work,ӗҫхӗл
282,Arbeit::N,work,ӗҫлев
283,Gast::N,guest,хӑна
284,Geschenk::N,gift,парне
285,Geschenk::N,gift,кучченеҫ
286,Spiel::N,game,вӑйӑ
287,Gesellschaft::N,company,общество
288,Hilfe::N,help,пулӑшу
289,Freund::N,friend,тус
290,Kamerad::N,companion,юлташ
291,Kamerad::N,companion,тус
292,Angelegenheit::N,matter,ӗҫ
293,Anzahl::N,count,йыш
294,Anzahl::N,count,хисеп
295,Art::N,sort,тӗс
296,Stück::N,piece,татӑк
297,Teil::N,part,пай
298,Hälfte::N,half,ҫурӑ
299,Kreis::N,circle,ункӑ
300,Kreis::N,circle,ҫавракӑш
301,Kreuz::N,cross,хӗрес
302,Linie::N,line,йӗр
303,Strich::N,stroke,йӗр
304,Abstand::N,gap,хушӑ
305,Entfernung::N,distance,хушӑ
306,Gegend::N,area,вырӑн
307,Platz::N,space,хутлӑх
308,Ort::N,place,вырӑн
309,Seite::N,side,ен
310,Seite::N,side,аяк
311,Seite::N,side,айӑк
312,Mitte::N,middle,варӑ
313,Gegenstand::N,item,япала
314,Sache::N,thing,япала
315,Rand::N,fringe,вӗҫ
316,Rand::N,fringe,хӗрӗ
317,Rand::N,fringe,хӗрри
318,Kante::N,edge,хайкача
319,Kante::N,edge,хысак
320,Ecke::N,corner,кӗтес
321,Spitze::N,tip,вӗҫ
322,Ende::N,end,вӗҫ
323,Loch::N,hole,шӑтӑк
324,Winkel::N,angle,кӗтес
325,Muster::N,pattern,эреш
326,Größe::N,size,пысӑкӑш
327,Länge::N,length,вӑрӑмӑш
328,Höhe::N,height,ҫӳллӗш
329,Gewicht::N,weight,виҫе
330,Gewicht::N,weight,йывӑрӑш
331,Menge::N,amount,йыш
332,Haufen::N,heap,купа
333,Reihe::N,row,рет
334,Boot::N,boat,кимӗ
335,Ruder::N,oar,кӗсмен
336,Schlitten::N,sleigh,ҫуна
337,Ski::N,ski,йӗлтӗр
338,Lagerfeuer::N,campfire,вут
339,Lagerfeuer::N,campfire,кӑвайт
340,Last::N,load,сулмаклӑх
341,Last::N,load,йывӑр япала
342,Gang::N,walk,куҫӑм
343,Schritt::N,step,утӑм
344,Schritt::N,step,пусӑм
345,Norden::N,north,ҫурҫӗр
346,Süden::N,south,кӑнтӑр
347,Westen::N,west,анӑҫ
348,Westen::N,west,хӗвел анӑҫ
349,Osten::N,east,хӗвел тухӑҫ
350,Holz::N,wood,йывӑҫ
351,Brett::N,board,хӑма
352,Platte::N,slab,плита
353,Stütze::N,bracket,ура
354,Stange::N,pole,шерте
355,Stock::N,stick,патак
356,Stab::N,staff,шӑчӑ
357,Rohr::N,pipe,пӑрӑх
358,Haus::N,house,ҫурт
359,Heim::N,home,кил
360,Ofen::N,stove,кӑмака
361,Fußboden::N,floor,урай
362,Tisch::N,table,сӗтел
363,Stuhl::N,chair,пукан
364,Wiege::N,cradle,сӑпка
365,Bett::N,bed,кравать
366,Regal::N,shelf,ҫӳлӗк
367,Regal::N,shelf,сентре
368,Kiste::N,box,ещӗк
369,Kiste::N,box,сунтӑх
370,Fenster::N,window,чӳрече
371,Tür::N,door,алӑк
372,Tor::N,gate,хапха
373,Zaun::N,fence,хӳме
374,Dach::N,roof,тӑрӑ
375,Leiter::N,ladder,пусма
376,Besen::N,broom,шӑпӑр
377,Spaten::N,spade,кӗреҫе
378,Schaufel::N,shovel,кӗреҫе
379,Gabel::N,fork,вилка
380,Löffel::N,spoon,кашӑк
381,Messer::N,knife,ҫӗҫӗ
382,Nagel::N,nail,пӑта
383,Netz::N,net,тетел
384,Haken::N,hook,йӑрхах
385,Haken::N,hook,ҫекӗл
386,Griff::N,handle,хӑлӑп
387,Schloss::N,lock,ҫӑра
388,Bild::N,picture,сӑн
389,Bild::N,picture,сӑнлӑх
390,Bild::N,picture,картина
391,Figur::N,figure,кӗлетке
392,Puppe::N,doll,пукане
393,Beutel::N,pouch,михӗ
394,Bündel::N,bundle,ҫыхӑ
395,Bündel::N,bundle,тӗрке
396,Tasche::N,bag,сумка
397,Eimer::N,bucket,витре
398,Deckel::N,cover,хупӑ
399,Geschirr::N,dishes,савӑт-сапа
400,Sack::N,sack,михӗ
401,Tasse::N,cup,курка
402,Topf::N,pot,кастрюль
403,Kessel::N,kettle,хуран
404,Essen::N,meal,апат
405,Nahrung::N,food,апат-ҫимӗс
406,Speise::N,dish,апат
407,Speise::N,dish,ҫимӗҫ
408,Fleisch::N,meat,аш
409,Fleisch::N,meat,какай
410,Getreide::N,corn,тырӑ
411,Brei::N,mush,пӑтӑ
412,Brot::N,bread,ҫӑкӑр
413,Scheibe::N,slice,чӗлӗ
414,Scheibe::N,slice,касӑк
415,Fett::N,fat,ҫу
416,Butter::N,butter,ҫу
417,Öl::N,oil,ҫу
418,Salz::N,salt,тӑвар
419,Suppe::N,soup,яшка
420,Honig::N,honey,пыл
421,Milch::N,milk,сӗт
422,Tee::N,tea,чей
423,Leder::N,leather,сӑран
424,Wolle::N,wool,ҫӑм
425,Stoff::N,cloth,тӗртӗм
426,Nadel::N,needle,йӗп
427,Faden::N,thread,ҫип
428,Knopf::N,button,тӳме
429,Knoten::N,knot,йӑлӑ
430,Farbe::N,paint,сӑрӑ
431,Kleidung::N,clothes,тум
432,Kleidung::N,clothes,ҫипуҫ
433,Kleidung::N,clothes,тум-тир
434,Hemd::N,shirt,кӗпе
435,Kragen::N,collar,ҫуха
436,Ärmel::N,sleeve,ҫанӑ
437,Hose::N,trousers,шӑлавар
438,Gürtel::N,belt,пиҫиххи
439,Mütze::N,cap,ҫӗлӗк
440,Schuh::N,shoe,пушмак
441,Schuh::N,shoe,ботинок
442,Stiefel::N,boot,атӑ
443,Ring::N,ring,ҫӗрӗ
444,Band::N,ribbon,хаю
445,Band::N,ribbon,йӗсме
446,Kamm::N,comb,тура
447,Spiegel::N,mirror,тӗкӗр
448,Spiegel::N,mirror,куҫ кӗски
449,Riemen::N,strap,чӗн
450,Schnur::N,string,кантра
451,Leine::N,leash,касмӑк
452,Decke::N,blanket,утиял
453,Kissen::N,pillow,ҫытар
454,Kissen::N,pillow,минтер
455,Tuch::N,scarf,тутӑр
456,Handtuch::N,towel,ал шӑлли
457,Kraft::N,force,вӑй
458,Kraft::N,force,хӑват
459,Stärke::N,strength,хал
460,Stärke::N,strength,хӑват
461,Gesundheit::N,health,хал
462,Gesundheit::N,health,сывлӑх
463,Krankheit::N,illness,чир
464,Schmerz::N,pain,ырату
465,Wunde::N,wound,суран
466,Fieber::N,fever,сив чир
467,Arznei::N,medicine,эмел
468,Brücke::N,bridge,кӗпер
469,Brunnen::N,well,ҫӑл
470,Brunnen::N,well,пусӑ
471,Weide::N,pasture,ҫаран
472,Pfad::N,path,йӗр
473,Pfad::N,path,сукмак
474,Weg::N,way,ҫул
475,Weg::N,way,ҫул-йӗр
476,Straße::N,road,ҫӳрев
477,Straße::N,road,ҫул ҫӳрени
478,Dorf::N,village,ял
479,Stadt::N,town,хула
480,Brief::N,letter,ҫыру
481,Buch::N,book,кӗнеке
482,Buchstabe::N,character,сас палли
483,Zeitung::N,newspaper,хаҫат
484,Leben::N,life,пурнӑҫ
485,Tod::N,death,вилӗм
486,Grab::N,grave,масар шӑтӑкӗ
487,Kirche::N,church,чиркӳ
488,Sünde::N,sin,ҫылӑх
489,Gott::N,god,турӑ
490,Arbeiter::N,worker,рабочи
491,Chef::N,boss,пуҫлӑх
492,Meister::N,master,ӑста
493,Meister::N,master,мастер
494,Arzt::N,doctor,врач
495,Arzt::N,doctor,тухтӑр
496,Lehrer::N,teacher,учитель
497,Lehrer::N,teacher,вӗрентекен
498,Geld::N,money,укҫа
499,Geschäft::N,business,бизнес
500,Laden::N,shop,магазин
501,Preis::N,price,хак
502,Ware::N,ware,тавар
503,Nutzen::N,profit,пайта
504,Reichtum::N,wealth,мул
505,Welt::N,world,тӗнче
506,Land::N,country,ҫӗр-шыв
507,Staat::N,state,патшàлӑх
508,König::N,king,король
509,Macht::N,power,власть
510,Grenze::N,border,чикӗ
511,Krieg::N,war,вӑрҫӑ
512,Feind::N,enemy,тӑшман
513,Gewalt::N,violence,ирӗксӗрлӳ
514,Kampf::N,fight,кӗрешӳ
515,Bogen[Waffe]::N,bow,ухӑ
516,Pfeil::N,arrow,ҫӗмрен
517,Pfeil::N,arrow,ухӑ йӗппи
518,Gewehr::N,gun,пӑшал
519,Fehler::N,mistake,йӑнӑш
520,Lüge::N,lie,суя
521,Lüge::N,lie,ултав
522,Schaden::N,damage,сиен
523,Unglück::N,misfortune,шар
524,Unglück::N,misfortune,инкек
525,Schuld::N,fault,айӑп
526,Alter::N,age,ҫул шучӗ
527,Schluss::N,conclusion,пӗтни
528,Schluss::N,conclusion,пӗтмӗш
529,Zeit::N,time,вӑхӑт
530,Tag::N,day,кун
531,Morgen::N,morning,ир
532,Mittag::N,noon,кӑнтӑрла
533,Abend::N,evening,каҫ
534,Nacht::N,night,каҫ
535,Woche::N,week,эрне
536,Monat::N,month,уйӑх
537,Jahr::N,year,ҫулталӑк
538,Frühling::N,spring,ҫур
539,Frühling::N,spring,ҫуркунне
540,Sommer::N,summer,ҫу
541,Sommer::N,summer,ҫулла
542,Herbst::N,autumn,кӗр
543,Herbst::N,autumn,кӗркунне
544,Winter::N,winter,хӗл
545,Winter::N,winter,хӗлле
546,Januar::N,January,январь
547,Februar::N,February,февраль
548,Februar::N,February,кӗҫӗн кӑрлач
549,März::N,March,март
550,März::N,March,пуш уйӑхӗ
551,April::N,April,апрель
552,Mai::N,May,май
553,Juni::N,June,июнь
554,Juli::N,July,июль
555,August::N,August,август
556,September::N,September,сентябрь
557,September::N,September,авӑн уйӑхӗ
558,Oktober::N,October,октябрь
559,November::N,November,ноябрь
560,Dezember::N,December,раштав
561,Dezember::N,December,декабрь
562,Montag::N,Monday,тунти кун
563,Dienstag::N,Tuesday,ытлари кун
564,Mittwoch::N,Wednesday,юн кун
565,Donnerstag::N,Thursday,кӗҫнерни кун
566,Freitag::N,Friday,эрне кун
567,Samstag::N,Saturday,шӑмат кун
568,Sonntag::N,Sunday,вырсарни кун
569,groß::A,big,пысӑк
570,klein::A,little,пӗчӗк
571,lang::A,long,вӑрӑм
572,kurz::A,short,кӗске
573,breit::A,wide,сарлака
574,schmal::A,narrow,ансӑр
575,dicht::A,dense,йӑвӑ
576,dick[Gegenstand]::A,thick,хулӑн
577,dünn::A,thin,ҫинҫе
578,dünn::A,thin,ҫӳхе
579,fein::A,delicate,тарай
580,fein::A,delicate,вӗлтӗрти
581,fest::A,firm,тӗреклӗ
582,flach::A,flat,лаптак
583,glatt::A,smooth,такӑр
584,hart::A,hard,хытӑ
585,weich::A,soft,ҫемҫе
586,rund::A,round,ҫавра
587,spitz::A,pointed,шӗвӗр
588,scharf::A,sharp,ҫивӗч
589,stumpf::A,blunt,мӑка
590,stumpf::A,blunt,пуклак
591,stumpf::A,blunt,тӗрӗнчӗк
592,stumpf::A,blunt,ӑнкарусӑр
593,schwer::A,heavy,йывӑр
594,schön::A,beautiful,илемлӗ
595,heiß::A,hot,вӗри
596,warm::A,warm,ӑшӑ
597,kalt::A,cold,сивӗ
598,kühl::A,cool,уҫӑ
599,frisch::A,fresh,уҫӑ
600,feucht::A,damp,йӗпе
601,nass::A,wet,нӳрӗ
602,trocken::A,dry,типӗ
603,voll::A,full,тулли
604,leer::A,empty,пушӑ
605,offen::A,open,уҫӑ
606,geschlossen::A,closed,хупӑ
607,sauber::A,clean,таса
608,schmutzig::A,dirty,пылчӑклӑ
609,schmutzig::A,dirty,вараланчӑк
610,roh::A,raw,чӗрӗ
611,reif::A,ripe,пулнӑ
612,reif::A,ripe,пиҫӗхнӗ
613,reif::A,ripe,аталаннӑ
614,reif::A,ripe,пиҫсе ҫитнӗ
615,lecker::A,delicious,тутлӑ
616,lecker::A,delicious,техӗмлӗ
617,süß::A,sweet,пылак
618,bitter::A,bitter,йӳҫӗ
619,sauer::A,sour,йӳҫӗ
620,sauer::A,sour,йӳҫек
621,sauer::A,sour,кӑвасак
622,hell::A,bright,ҫутӑ
623,dunkel::A,dark,тӗттӗм
624,schwarz::A,black,хура
625,weiß::A,white,шурӑ
626,rot::A,red,хӗрлӗ
627,gelb::A,yellow,сарӑ
628,blau::A,blue,кӑвак
629,grün::A,green,симӗс
630,grün::A,green,пиҫмен
631,grün::A,green,ӑс пухман
632,grau::A,grey,кӑвак
633,bunt::A,colourful,чӑпар
634,bunt::A,colorful,чӑпар
635,billig::A,cheap,йӳнӗ
636,teuer::A,dear,хаклӑ
637,wertvoll::A,precious,паха
638,blind::A,blind,суккӑр
639,taub::A,deaf,хӑлхасӑр
640,kräftig::A,powerful,хӑватлӑ
641,stark::A,strong,вирлӗ
642,schwach::A,weak,халсӑр
643,fett::A,fat,самӑр
644,fett::A,fat,мӑнтӑр
645,schlank::A,slim,йӑрӑс
646,schlank::A,slim,яштака
647,hübsch::A,pretty,хитре
648,böse::A,evil,усал
649,dumm::A,stupid,ухмах
650,faul::A,lazy,наян
651,faul::A,lazy,юлхав
652,faul::A,lazy,ӳркенчӗк
653,fleißig::A,diligent,хастар
654,geizig::A,stingy,хытӑ
655,klug::A,clever,ӑслӑ
656,geschickt::A,skilful,ӑста
657,geschickt::A,skillful,ӑста
658,lieb::A,dear,савнӑ
659,lustig::A,merry,хаваслӑ
660,sanft::A,gentle,ачаш
661,hungrig::A,hungry,выҫӑ
662,krank::A,sick,чирлӗ
663,nackt::A,naked,ҫара
664,traurig::A,sad,салхуллӑ
665,lebendig::A,living,чӗрӗ
666,gut::A,good,аван
667,gut::A,good,лайӑх
668,schlecht::A,bad,япӑх
669,schlecht::A,bad,начар
670,richtig::A,correct,тӗрӗс
671,schlimm::A,nasty,йӗрӗнчӗк
672,wahr::A,true,чӑн
673,alt::A,old,кивӗ
674,neu::A,new,ҫӗнӗ
675,ehemalig::A,former,пулнӑ
676,alt[Lebewesen]::A,aged,ватӑ
677,jung::A,young,яш
678,jung::A,young,ҫамрӑк
679,arm::A,poor,чухӑн
680,reich::A,rich,пуян
681,bekannt::A,familiar,пӗлӗш
682,berühmt::A,famous,чаплӑ
683,fremd::A,foreign,ют
684,verschieden::A,different,расна
685,nah::A,near,ҫывӑх
686,nah::A,near,ҫывӑхри
687,fern::A,far,инҫе
688,fern::A,far,аякри
689,linker::A,left,сулахай
690,rechter::A,right,сылтӑм
691,anderer::A,other,урӑх
692,erster::A,first,пӗрремӗш
693,zweiter::A,second,иккӗмӗш
694,dritter::A,third,виҫҫӗмӗш
695,letzter::A,last,юлашки
696,allein::ADV,alone,пӗччен
697,auf einmal::ADV,at once,кӗмӗрккен
698,zusammen::ADV,together,пӗрле
699,lange::ADV,long,вӑрах
700,plötzlich::ADV,suddenly,сасартӑк
701,sofort::ADV,instantly,тӳрех
702,später::ADV,later,кайран
703,jetzt::ADV,now,халь
704,jetzt::ADV,now,халӗ
705,heute::ADV,today,паян
706,morgen::ADV,tomorrow,ыран
707,bald::ADV,soon,халех
708,bald::ADV,soon,кӗҫех
709,dann::ADV,then,унтан
710,gestern::ADV,yesterday,ӗнер
711,einst::ADV,once,пӗррехинче
712,damals::ADV,at that time,ун чухне
713,damals::ADV,at that time,апла пулсан
714,danach::ADV,afterwards,унтан
715,vorher::ADV,before,малтан
716,zuerst::ADV,at first,пирвай
717,einmal::ADV,once,пӗррехинче
718,manchmal::ADV,sometimes,хӑш чухне
719,oft::ADV,often,тӑтӑш
720,immer::ADV,always,ялан
721,niemals::ADV,never,нихӑҫан та
722,hier::ADV,here,кунта
723,hierhin::ADV,hither,кунта
724,hierhin::ADV,to here,кунта
725,hierhin::ADV,here,кунта
726,von hier::ADV,hence,кунтан
727,dort::ADV,there,унта
728,dort::ADV,there,ҫавӑнта
729,dorthin::ADV,thither,унта
730,dorthin::ADV,thither,ҫавӑнта
731,dorthin::ADV,there,унта
732,dorthin::ADV,there,ҫавӑнта
733,dorthin::ADV,to there,унта
734,dorthin::ADV,to there,ҫавӑнта
735,geradeaus::ADV,ahead,тикӗс
736,vorwärts::ADV,forward,малалла
737,rückwärts::ADV,backward,хыҫала
738,zurück::ADV,back,каялла
739,unten::ADV,below,аялта
740,hinab::ADV,down,аялта
741,oben::ADV,above,ҫӳлте
742,hinauf::ADV,up,ҫӳле
743,überall::ADV,everywhere,таҫта та
744,überall::ADV,everywhere,пур ҫӗрте те
745,überall::ADV,everywhere,кирек ӑҫта та
746,nicht::ADV,not,мар
747,ein wenig::ADV,a little,пӑртак
748,kaum::ADV,hardly,аран
749,sehr::ADV,very,питӗ
750,so::ADV,so,апла
751,noch::ADV,still,татах
752,nur::ADV,only,ҫех
753,schon::ADV,already,ӗнтӗ
754,wieder::ADV,again,каллех
755,vergebens::ADV,in vain,харам
756,vor::PRP,in front of,умӗнче
757,hinter::PRP,behind,кайра
758,unter::PRP,under,айне
759,unter::PRP,under,айӗпе
760,unter::PRP,under,айӗнче
761,unter::PRP,under,ҫитеспе
762,durch::PRP,through,витӗр
763,neben::PRP,next to,патӗнче
764,zwischen::PRP,between,хушшинче
765,wegen::PRP,because of,пула
766,wegen::PRP,because of,пирки
767,dies::PRN,this,ку
768,dies::PRN,this,ҫак
769,das::PRN,that,ҫав
770,alles::PRN,everything,пурте
771,alles::PRN,everything,йӑлт
772,ich::PRN,I,эп
773,du::PRN,you,эс
774,du::PRN,thou,эс
775,er::PRN,he,вӑл
