,Concept_ID,tt,ab
728,vorher::ADV,элек,уаанӡа
729,zuerst::ADV,башта,азнаказы
730,zuerst::ADV,башта,аҧхьа
731,einmal::ADV,бер,зны
732,einmal::ADV,бер мәртәбә,зны
733,manchmal::ADV,кайчакта,зны-зынла
734,oft::ADV,еш,лассы-лассы
735,immer::ADV,һәркайчан,енагь
736,immer::ADV,һәркайчан,еснагь
737,niemals::ADV,hичбер вакыт,ианакəызаалак
738,hier::ADV,монда,ара
739,hier::ADV,монда,абра
740,hier::ADV,монда,араҟа
741,hier::ADV,биредә,ара
742,hier::ADV,биредә,абра
743,hier::ADV,биредә,араҟа
744,hierhin::ADV,монда,ара
745,hierhin::ADV,монда,араҟа
746,von hier::ADV,моннан,арантә
747,dort::ADV,анда,уа
748,dorthin::ADV,тегеләй,уахь
749,dorthin::ADV,тегеләй,анахь
750,geradeaus::ADV,турыдан-туры,ишиашоу
751,vorwärts::ADV,алга,ҕхьаҟа
752,rückwärts::ADV,кире,шьҭахьла
753,zurück::ADV,кире,шьҭахьҟа
754,unten::ADV,түбәндә,лбаа
755,hinab::ADV,аска,алада
756,oben::ADV,өстә,хыхь
757,oben::ADV,югарыда,хыхь
758,hinauf::ADV,өскә,аҩада
759,überall::ADV,hәркайда,зегьынцьара
760,nicht::ADV,түгел,-м
761,ein wenig::ADV,бераз,ҕыҭк
762,kaum::ADV,көчкә,аарлаҳәа
763,kaum::ADV,көчкә,афергьҳәа
764,sehr::ADV,бик,даара
765,so::ADV,алай,ас
766,so::ADV,алай,абас
767,noch::ADV,янә,макьана
768,noch::ADV,тагын,макьана
769,nur::ADV,фәкать,заҵәык
770,schon::ADV,инде,уажәшьҭа
771,schon::ADV,инде,аиҳа ипоу
772,wieder::ADV,янә,ҿыц
773,wieder::ADV,янә,дырҩегь
774,wieder::ADV,янә,дырҩегьых
775,wieder::ADV,тагын,ҿыц
776,wieder::ADV,тагын,дырҩегь
777,wieder::ADV,тагын,дырҩегьых
778,vergebens::ADV,юкка,баша
779,vor::PRP,алдыннан,аҕхьа
780,hinter::PRP,арттан,нхыҵ
781,unter::PRP,астында,амҵа
782,unter::PRP,астында,амҵан
783,durch::PRP,аша,
784,neben::PRP,тирәсендә,ааигуара
785,zwischen::PRP,арасында,абжьара
786,wegen::PRP,сәбәпле,-иззы
787,wegen::PRP,сәбәпле,-ҟнытә
788,dies::PRN,бу,ари
789,dies::PRN,бу,абри
790,das::PRN,ул,Абни
791,das::PRN,ул,убри
792,alles::PRN,һәммә,зегьы
793,ich::PRN,мин,са
794,ich::PRN,мин,сара
795,du::PRN,син,бара
796,er::PRN,ул,иара
797,wir::PRN,без,ҳара
798,ihr::PRN,сез,шәара
799,sie::PRN,ул,дара
800,was::FPRN,ни,
801,was::FPRN,нәрсә,
802,wer::FPRN,кем,дарбан
803,wo::FADV,кайда,иабыкуу
804,wo::FADV,кайда,аба-
805,wo::FADV,кайда,ахь-
806,wohin::FADV,кая,иабыкуу
807,wohin::FADV,кая,аба-
808,wohin::FADV,кая,ахь-
809,wie::FADV,ничек,-шҕа
810,warum::FADV,нигә,избан
811,wieviel::FNUM,ничә,заҟа
812,eins::NUM,бер,акы
813,eins::NUM,бер,аӡәы
814,zwei::NUM,ике,ҩба
815,drei::NUM,өч,хҕа
816,vier::NUM,дүрт,ҕшьба
817,fünf::NUM,биш,хəба
818,sechs::NUM,алты,фба
819,sieben::NUM,җиде,Бжьба
820,acht::NUM,сигез,ааба
821,neun::NUM,тугыз,жәба
822,zehn::NUM,ун,жәаба
823,elf::NUM,унбер,жәеизатәи
824,zwölf::NUM,унике,жәаҩа
825,zwanzig::NUM,егерме,ҩажәа
826,dreißig::NUM,утыз,ҩажәижәабатәи
827,vierzig::NUM,кырык,ҩынҩажәа
828,fünfzig::NUM,илле,ҩынҩажәеижәаба
829,sechzig::NUM,алтмыш,хынҩажәа
830,siebzig::NUM,җитмеш,хынҩажәижәаба
831,achtzig::NUM,сиксән,ҕшьынҩажәа
832,neunzig::NUM,туксан,ҕшьынҩажәижәаба
833,hundert::NUM,йөз,шәкы
834,tausend::NUM,мең,зқьы
835,und::CNJ,вә,-и
836,oder::CNJ,яки,ма
837,oder::CNJ,яисә,ма
838,stehen::V,тору,агылазаара
839,sitzen::V,утыру,атəара
840,sitzen::V,утыру,атəа(заа)ра
841,liegen::V,яту,аиара
842,hängen::V,эленү,акнаҳара
843,werden::V,булу,аҟалара
844,passieren::V,булу,аҟалара
845,beginnen::V,башлану,алагара
846,enden::V,бетү,алгара
847,wechseln::V,үзгәртү,аҽыҧсахра
848,aufgehen[Sonne]::V,чыгу,агылара
849,aufgehen[Sonne]::V,чыгу,ахашлара
850,aufgehen[Sonne]::V,чыгу,аҩаҵхахара
851,untergehen[Sonne]::V,бату,аҭашəара
852,scheinen[Sonne]::V,яктырту,акаҧхара
853,donnern::V,күкрәү,адыдра
854,wehen::V,исү,асра
855,strömen::V,агу,акаҭəара
856,fließen::V,агу,ацара
857,sich drehen::V,бөтерелү,ахагьежьра
858,schwanken::V,икеләнү,аҵысра
859,schwingen::V,тирбәлү,ахызазара
860,schwingen::V,тирбәлү,акьаандара
861,fallen::V,егылу,акаҳара
862,brennen::V,яну,абылра
863,rauchen::V,төтәү,ахылҵра
864,rauchen::V,төтенләү,ахылҵра
865,regnen::V,яву,аура
866,gefrieren::V,кату,аҵаара
867,tauen::V,эрү,аӡҭра
868,tauen::V,эретү,аӡҭра
869,schmelzen::V,эрү,ақəӡыҭра
870,schmelzen::V,эрү,аҭəара
871,schmelzen::V,эретү,ақəӡыҭра
872,schmelzen::V,эретү,аҭəара
873,trocknen::V,кибү,абара
874,sieden::V,ургылу,ашра
875,faulen::V,черү,абаара
876,verfaulen::V,черү,абаара
877,verfaulen::V,черү,аилашра
878,reißen::V,өзелү,аҧжəара
879,versinken::V,бату,аӡааҟəрылара
880,vergehen::V,авышу,ацара
881,erscheinen::V,пәйда булу,ацəырҵра
882,verschwinden::V,югалу,аҵашəкəара
883,verschwinden::V,юк булу,аҵашəкəара
884,sinken::V,кимү,атəара
885,sinken::V,кимү,алаҟəра
886,sinken::V,кайту,атəара
887,sinken::V,кайту,алаҟəра
888,abnehmen::V,азаю,ацӡаара
889,abnehmen::V,азаю,аиҵалара
890,zunehmen::V,арту,аҽырҭбаара
891,zunehmen::V,арту,аиҵыҵра
892,zunehmen::V,арту,арацəахара
893,zunehmen::V,күбәю,аҽырҭбаара
894,zunehmen::V,күбәю,аиҵыҵра
895,zunehmen::V,күбәю,арацəахара
896,zunehmen::V,ишәю,аҽырҭбаара
897,zunehmen::V,ишәю,аиҵыҵра
898,zunehmen::V,ишәю,арацəахара
899,steigen::V,үсү,азҳара
900,steigen::V,үсү,ашьҭыҵра
901,steigen::V,үсү,адухара
902,steigen::V,үсү,ацлара
903,wachsen::V,үсү,азҳара
904,glänzen::V,ялкылдау,ацыр-цырра
905,glänzen::V,ялкылдау,ацыҩ-цыҩра
906,glänzen::V,ялкылдау,аказказра
907,funkeln::V,ялтырау,ашап-шапра
908,funkeln::V,ялтырау,ацым-цымра
909,lärmen::V,шаулау,ашьҭыбжьгара
910,lärmen::V,шаулау,аҕьҕьаҳәа аилалара
911,läuten::V,шалтырату,аҵəҵəасра
912,klingeln::V,шалтырату,аҵəҵəасра
913,klirren::V,чылтырау,ахьархьарра
914,klirren::V,чылтырау,архьархьарра
915,brausen::V,давыллау,аилаҽҽара
916,brausen::V,давыллау,еилашуера
917,brausen::V,дулау,аилаҽҽара
918,brausen::V,дулау,еилашуера
919,rauschen::V,кыштырдау,
920,klingen::V,ишетелү,агара
921,klingen::V,ишетелү,ашьҭыбжь гара
922,bellen::V,өрү,ашра
923,heulen::V,улау,ауура
924,blasen::V,өрү,аҭəҳəара
925,pfeifen::V,сызгырту,ашəшəра
926,schreien::V,кычкыру,аҳəҳəара
927,schreien::V,кычкыру,ахəаара
928,schreien::V,кычкыру,аҟаара
929,stöhnen::V,ыңгырашу,ақьра
930,zittern::V,калтырау,аҵыс-ҵысра
931,zittern::V,калтырану,аҵыс-ҵысра
932,leben::V,яшәү,аҟазаара
933,leben::V,гомер итү,аҟазаара
934,geboren werden::V,туу,Аира
935,atmen::V,сулау,аҕсыҕ лагаҩагара
936,trinken::V,эчү,ажəра
937,essen::V,ашау,акрыфара
938,schlucken::V,йоту,албаадара
939,müde werden::V,ялыгу,ааҕсара
940,müde werden::V,йөгенү,ааҕсара
941,einschlafen::V,йокыга китү,ацəара
942,schlafen::V,йоклау,ацəазаара
943,aufwachen::V,уяну,аҿыхара
944,aufstehen::V,тору,Агəылҵра
945,sich erholen::V,ял алу,аҧсшьара
946,sich erholen::V,истирахәт итү,аҧсшьара
947,krank werden::V,чирләү,ачмазаҩхара
948,krank sein::V,чирләү,аҳəарҧсарра
949,schmerzen::V,авырту,ахьра
950,husten::V,ютәлләү,аимҳәара
951,genesen::V,савыгу,абзиахара
952,genesen::V,савыгу,аӷəӷəахара
953,genesen::V,сәламәтләнү,абзиахара
954,genesen::V,сәламәтләнү,аӷəӷəахара
955,sterben::V,үлү,аҧсра
956,sterben::V,дөнья кую,аҧсра
957,sterben::V,вафат булу,аҧсра
958,umkommen::V,үлү,аҭахара
959,sich bewegen::V,йөрү,аиҭаҵра
960,sich rühren::V,кыймылдау,ақəацара
961,sich erheben::V,басу,аҩагылара
962,sich setzen::V,утыру,атəара
963,hinfallen::V,егылу,акаҳара
964,laufen::V,җәяүләү,аныҟəара
965,schreiten::V,атлау,ашьаҿа еихгара
966,spazierengehen::V,йөрү,анеи-ааира
967,spazierengehen::V,йөргенү,анеи-ааира
968,eilen::V,ашыгу,аццакра
969,sich beeilen::V,ашыгу,аццакра
970,sich beeilen::V,кызулау,аццакра
971,sausen::V,җилдерү,аҧырра
972,sausen::V,җилдерү,иҭрысны
973,sausen::V,җилдерү,ишьҭҟьаны ацара
974,rennen::V,йөгерү,аҩра
975,springen::V,сикерү,аҧара
976,klettern::V,үрмәләү,ақəлара
977,schaukeln::V,атыну,аҟəараҟəанҽара
978,kriechen::V,шуышу,аҳəазара
979,kriechen::V,үрмәләү,аҳəазара
980,schwimmen::V,йөзү,аӡсара
981,tauchen::V,чуму,ахəӡааҵəира
982,rudern::V,ишү,аҵшьра
983,fahren::V,бару,акала
984,fliegen::V,очу,аҧырра
985,gehen::V,йөрү,аиҭаҵра
986,weggehen::V,китү,ацара
987,abfahren::V,кузгалу,адəықəлара
988,abfahren::V,кузгалу,ацара
989,anhalten::V,тукталу,ааныргылара
990,hineingehen::V,инү,аҭалара
991,eintreten::V,инү,аҩналара
992,kommen::V,килү,аара
993,kommen::V,килү,ааира
994,ankommen::V,бару,ааира
995,ankommen::V,бару,аара
996,ankommen::V,бару,анеира
997,zurückkommen::V,кире кайту,азыхынҳəра
998,bleiben::V,калу,аанхара
999,bleiben::V,калу,анхара
1000,bleiben::V,калу,аангылара
1001,warten::V,көтү,азҧшзаара
1002,erwarten::V,көтү,азҧшра
1003,suchen::V,эзләү,ашьҭазаара
1004,finden::V,табу,аҧшаара
1005,versuchen::V,маташу,аҽазкра
1006,vorbereiten::V,хәзерләү,армазеира
1007,lieben::V,сөю,абзиабара
1008,lieben::V,ярату,абзиабара
1009,mögen::V,өнәү,агəаҧхара
1010,lachen::V,көлү,аччара
1011,rühren::V,дулкынландыру,арҵəуара
1012,weinen::V,елау,аҵəуара
1013,schimpfen::V,сүгү,ацəҳара
1014,schimpfen::V,сүгенү,ацəҳара
1015,sich ärgern::V,ачулану,агəаара
1016,sich fürchten::V,курку,аӡыӡара
1017,fürchten::V,калтырау,ацəшəара
1018,fürchten::V,калтырану,ацəшəара
1019,fliehen::V,арка бирү,абналара
1020,fliehen::V,арка бирү,ацəцара
1021,flüchten::V,качу,абналара
1022,flüchten::V,качу,ацəцара
1023,sehen::V,күрү,абара
1024,anschauen::V,карау,ахəаҧшра
1025,ansehen::V,карау,ахəаҧшра
1026,ansehen::V,күзәтү,ахəаҧшра
1027,hören::V,ишетү,аҳара
1028,zuhören::V,тыңлау,азыӡырҩра
1029,probieren::V,тату,аҧышəара
1030,riechen::V,иснәү,афыҩра
1031,fühlen::V,тою,анырра
1032,fühlen::V,тою,ацәакырра
1033,fühlen::V,сизү,анырра
1034,fühlen::V,сизү,ацәакырра
1035,scheinen::V,күренү,шәа
1036,scheinen::V,күренү,аацәырҵа
1037,zu sehen sein::V,күренү,
1038,vernehmen::V,ишетү,аҳара
1039,frieren::V,өшү,ашəра
1040,frieren::V,өшү,аҵаара
1041,frieren::V,күшегү,ашəра
1042,frieren::V,күшегү,аҵаара
1043,tun::V,итү,аҟаҵара
1044,können::V,алу,алшара
1045,wollen::V,теләү,аҭахра
1046,anfangen::V,керешү,алагара
1047,beenden::V,бетерү,алгара
1048,beenden::V,тәмамлау,алгара
1049,aufhören::V,бетү,аҟəыҵра
1050,gelingen::V,уңу,аура
1051,gelingen::V,уңу,аманшəалахара
1052,gelingen::V,уңу,алҵра
1053,geraten::V,сабышу,нзаарын
1054,öffnen::V,ачу,аартра
1055,schließen::V,ябу,аркра
1056,stellen::V,кую,аргылара
1057,setzen::V,утырту,артəара
1058,legen::V,яткыру,ақəҵара
1059,berühren::V,тию,акьысра
1060,berühren::V,тию,алакьысра
1061,verbinden::V,ялгау,аҿаҳəара
1062,bedecken::V,өрту,ақəршəра
1063,bedecken::V,каплау,ақəршəра
1064,bedecken::V,томалау,ақəршəра
1065,aufhängen::V,асу,акнаҳара
1066,anzünden::V,кабызу,аркра
1067,aufheben::V,күтәрү,ашьҭыхра
1068,zurücklassen::V,калдыру,аныжьра
1069,verlieren::V,югалту,ацəыӡра
1070,fallen lassen::V,төшерү,ацəкаҳара
1071,machen::V,ясау,ачаҧара
1072,machen::V,эшләү,ачаҧара
1073,herstellen::V,ясау,аиҵдара
1074,bauen::V,кору,аргылара
1075,reparieren::V,төзәтү,арҽеира
1076,verbessern::V,яхшырту,аиҕьтəра
1077,ändern::V,үзгәртү,аҧсахра
1078,graben::V,казу,ажра
1079,beugen::V,ию,арҟəра
1080,beugen::V,ию,архəара
1081,biegen::V,бөгү,арҟəра
1082,biegen::V,бөгү,архəара
1083,drehen::V,бору,аргьежьра
1084,drehen::V,бөтерү,аргьежьра
1085,wenden::V,бору,
1086,umdrehen::V,түнтәрү,аарҳәра
1087,heben::V,күтәрү,аҩахара
1088,heben::V,күтәрү,араҳара
1089,hochheben::V,күтәрү,ахагалара
1090,hochheben::V,күтәрү,ашьҭҳəара
1091,ergreifen::V,эләктерү,
1092,halten::V,тоту,акра
1093,drücken::V,кысу,ақəрӷəӷəара
1094,schieben::V,кузгату,аҵгəара
1095,schieben::V,кузгату,агəара
1096,kratzen::V,тырнау,ацəҟьара
1097,lecken::V,ялау,арбзара
1098,beißen::V,тешләү,ацҳара
1099,abreißen::V,өзү,амжəара
1100,abschneiden::V,кыю,ахҵəара
1101,abschneiden::V,кыю,аҿахҵəара
1102,abschneiden::V,кисү,ахҵəара
1103,abschneiden::V,кисү,аҿахҵəара
1104,binden::V,бәйләү,аҿаҳəара
1105,stecken::V,төртү,алаҵара
1106,stecken::V,тыгу,алаҵара
1107,brechen::V,сындыру,аҧҵəара
1108,klopfen::V,шаку,асра
1109,klopfen::V,шакылдау,асра
1110,hauen::V,кыйнау,ақəкшара
1111,kleben::V,ябыштыру,аҷабра
1112,reiben::V,ышку,арҟəыҷра
1113,streichen::V,ягу,ахьшьра
1114,schleifen::V,кайрау,ахра
1115,schneiden::V,кисү,аҧҟара
1116,rütteln::V,селкетү,арҵысра
1117,schütteln::V,селкетү,аршəшəара
1118,schwenken::V,болгау,аҟьара
1119,schütten::V,кою,аҭаҭəара
1120,füllen::V,тутыру,арҭəра
1121,einwickeln::V,төрү,алаҳəара
1122,tragen::V,ташу,аҩагара
1123,schleppen::V,сөйрәү,арҳəазара
1124,schleppen::V,өстерәү,арҳəазара
1125,ziehen::V,тарту,ахара
1126,aufbewahren::V,саклау,аҵəахра
1127,werfen::V,ыргыту,аршəра
1128,fangen::V,тоту,акра
1129,packen::V,эләктерү,анкра
1130,packen::V,эләктерү,аҵкаара
1131,verstecken::V,яшерү,аҵəахра
1132,teilen::V,бүлү,ашара
1133,schicken::V,җибәрү,ашьҭра
1134,bringen::V,китерү,аагара
1135,hinzufügen::V,өстәү,ацҵара
1136,bekommen::V,алу,аҧшаара
1137,bekommen::V,алу,архиара
1138,bekommen::V,алу,аура
1139,erhalten::V,алу,аиура
1140,nehmen::V,алу,агара
1141,wählen::V,сайлау,алҧшаара
1142,auswählen::V,сайлау,алхра
1143,bewahren::V,саклау,
1144,behindern::V,комачаулау,аҧырхагахара
1145,verderben::V,бозу,алгара
1146,verderben::V,бозу,абжьыхра
1147,verderben::V,бозу,аҧхасҭатəра
1148,beschädigen::V,бозу,аҧхасҭатəра
1149,zerbrechen::V,вату,аҧҽра
1150,zerreißen::V,өзү,аҧжəара
1151,zerreißen::V,ерту,аҧжəара
1152,zerstören::V,җимерү,аилаҧыххаара
1153,verbrennen::V,яндыру,абылра
1154,verbrennen::V,көйдерү,абылра
1155,geben::V,бирү,аҭара
1156,reichen::V,тапшыру,аҭара
1157,schenken::V,бүләкләү,аҩгара
1158,versprechen::V,вәгъдә бирү,ақəргəыӷра
1159,wünschen::V,котлау,
1160,loben::V,мактау,арҽхəара
1161,küssen::V,үбү,агəӡра
1162,wiegen::V,тирбәтү,
1163,zudecken::V,ябу,аҵахҩара
1164,zudecken::V,ябу,ақəршəра
1165,zudecken::V,бөркәү,аҵахҩара
1166,zudecken::V,бөркәү,ақəршəра
1167,wecken::V,уяту,арҿыхара
1168,zeigen::V,күрсәтү,арбара
1169,führen::V,йөртү,аныҟəгара
1170,lehren::V,өйрәтү,арҵара
1171,unterrichten::V,укыту,арҧхьара
1172,aufziehen::V,асрау,ааӡара
1173,leiten::V,җитәкләү,ахагылазаара
1174,antreiben::V,куалау,арццакра
1175,antreiben::V,әйдәләү,арццакра
1176,antreiben::V,ашыктыру,арццакра
1177,lassen::V,мәҗбүр итү,арҟаҵара
1178,einladen::V,чакыру,ааҕхьара
1179,einladen::V,чакыру,анаҧхьара
1180,vereinigen::V,берләштерү,аилаҵара
1181,besuchen::V,керешү,абара
1182,treffen::V,очрату,аҧылара
1183,sich versammeln::V,җыелышу,аизара
1184,spielen::V,уйнау,ахəмарра
1185,singen::V,җырлау,ашəаҳəара
1186,tanzen::V,бию,акəашара
1187,sich trennen::V,аерылу,аилыҵра
1188,sich trennen::V,ташлашу,аилыҵра
1189,verlassen::V,ташлау,акажьра
1190,verlassen::V,калдыру,акажьра
1191,retten::V,коткару,Аиқəрхара
1192,bewachen::V,каравыллау,ахьчара
1193,schützen::V,ышыклау,ацəыхьчара
1194,verteidigen::V,яклау,ахьчара
1195,verteidigen::V,саклау,ахьчара
1196,sich schlagen::V,сугышу,аисра
1197,schießen::V,ату,ахысра
1198,siegen::V,җиңү,аиааира
1199,ärgern::V,ачуландыру,аргəаара
1200,schlagen::V,ору,асра
1201,schlagen::V,ору,аҭасра
1202,schlagen::V,бәрү,асра
1203,schlagen::V,бәрү,аҭасра
1204,schlagen::V,тукмау,асра
1205,schlagen::V,тукмау,аҭасра
1206,treten::V,тибү,
1207,stechen::V,кадау,алакшара
1208,stoßen::V,этү,агəҭасра
1209,stehlen::V,урлау,аӡара
1210,stören::V,комачаулау,аҧырхагахара
1211,belästigen::V,борчу,аргəамҵра
1212,belästigen::V,билмазалау,аргəамҵра
1213,verbergen::V,яшерү,аӡара
1214,täuschen::V,алдату,ажьара
1215,betrügen::V,хәрәмләшү,ажьара
1216,töten::V,үтерү,ашьра
1217,wohnen::V,яшәү,анхара
1218,arbeiten::V,эшләү,аусура
1219,sammeln::V,туплау,аҟəшəара
1220,pflücken::V,өзү,аҿыршəара
1221,pflücken::V,өзү,аҿыхра
1222,jagen::V,аулау,ашəарыцара
1223,fischen::V,балык тоту,аҧсыӡ икуеит
1224,fassen::V,тоту,акра
1225,hüten::V,көтү,арҳəра
1226,hüten::V,көтү,ахьчара
1227,treiben::V,куалау,акацара
1228,anbinden::V,бәйләү,адҳəалара
1229,füttern::V,туйдыру,акырҿаҵара
1230,melken::V,саву,ахьара
1231,hacken::V,чабу,аҟəаҟəара
1232,gießen::V,сугару,аҵаҭəара
1233,reifen::V,җитешү,ашəра
1234,reifen::V,җитешү,аҟалара
1235,zubereiten::V,пешеренү,ацура
1236,kochen::V,пешерү,ажəра
1237,kochen::V,кайнату,ажəра
1238,backen::V,пешерү,аӡра
1239,braten::V,куыру,аӡра
1240,braten::V,кыздыру,аӡра
1241,umrühren::V,бутау,аилрыхра
1242,umrühren::V,болгату,аилрыхра
1243,stricken::V,бәйләү,аҧара
1244,nähen::V,тегү,аӡахра
1245,färben::V,ману,ашəра
1246,reinigen::V,чистарту,арыцқьара
1247,waschen::V,юу,аӡәӡәара
1248,abwischen::V,сөртү,арбара
1249,spülen::V,чайкау,аҭыршара
1250,fegen::V,себерү,аҧссара
1251,kehren::V,себерү,
1252,baden::V,коену,аҽыкəабара
1253,sich waschen::V,юыну,аҽыӡəӡəара
1254,ausziehen::V,чишенү,ашəыхра
1255,anziehen::V,кию,ашəҵара
1256,sich anziehen::V,киенү,аҽеилаҳəара
1257,kämmen::V,тарау,аҳəара
1258,schmücken::V,бизәү,арҧшӡара
1259,schmücken::V,бизәкләү,арҧшӡара
1260,sagen::V,дию,аҳəара
1261,sagen::V,әйтү,аҳəара
1262,sprechen::V,сөйләү,ацəажəара
1263,sprechen::V,сөйләшү,ацəажəара
1264,reden::V,сөйләү,ацəажəара
1265,reden::V,сөйләү,аицәажәара
1266,sich unterhalten::V,сөйләшү,аицәажәара
1267,fragen::V,сорау,азҵаара
1268,fragen::V,сорашу,азҵаара
1269,bitten::V,үтенү,аҳəара
1270,erzählen::V,сөйләү,аҳəара
1271,mitteilen::V,белдерү,азыцҳара
1272,nennen::V,дию,ахьӡҵара
1273,rufen::V,дәшү,азҿыҭра
1274,prahlen::V,мактану,аҽхəара
1275,prahlen::V,шапырыну,аҽхəара
1276,übersetzen::V,күчерү,аиҭагара
1277,denken::V,уйлау,азхəыцра
1278,glauben::V,инану,ахаҵара
1279,bemerken::V,искәрү,агəаҭара
1280,erkennen::V,тану,адырра
1281,begreifen::V,аңлау,аилкаара
1282,begreifen::V,төшенү,аилкаара
1283,verstehen::V,аңлау,аҳара
1284,verstehen::V,төшенү,аҳара
1285,lernen::V,уку,аҵара
1286,lernen::V,өйрәнү,аҵара
1287,wissen::V,белү,адырра
1288,sich erinnern an::V,хәтерләү,агəаларшəара
1289,vergessen::V,оныту,ахашҭра
1290,messen::V,үлчәү,ашəара
1291,zählen::V,санау,аҧхьаӡара
1292,rechnen::V,исәпләү,аҳасабра
1293,lesen::V,уку,аҧхьара
1294,malen::V,рәсем ясау,
1295,malen::V,сурәт ясау,
1296,malen::V,сурәтләү,
1297,zeichnen::V,язу-сызу,
1298,zeichnen::V,сурәт ясау,
1299,schreiben::V,язу,
1300,besitzen::V,биләү,амазаара
1301,kaufen::V,алу,Аахəара
1302,verkaufen::V,сату,аҭира
1303,bezahlen::V,түләү,ахҭынҵара
1304,bezahlen::V,түләү,ашəара
1305,zahlen::V,түләү,ашəара
1306,beherrschen::V,ия булу,
1307,ertragen::V,чыдау,ачҳара
