,Concept_ID,mrj,ady
646,klug::A,ышан,акъылышӏу́
647,geschickt::A,мастар,ӏэпэӏэсэ́
648,geschickt::A,мастар,шо́у шӏыгъэ́
649,lieb::A,тыри,псэм фэд
650,lustig::A,мындыр,чэф
651,lustig::A,сусу,чэф
652,sanft::A,йӹвӹжӓ,ӏушъа́б
653,hungrig::A,шужышы,гъаблэ́
654,krank::A,церлӹ,сыма́дж
655,krank::A,хворой,сыма́дж
656,nackt::A,цӓрӓ,пцӏанэ́
657,traurig::A,сы́лыкан,нэшхъэй
658,traurig::A,кымы́лдымы,нэшхъэй
659,lebendig::A,живой,
660,gut::A,яжо,дэгъу́
661,schlecht::A,уда,дэи
662,schlecht::A,худа,дэи
663,richtig::A,вургамла,тэрэз
664,schlimm::A,йӹрнык,щынэгъо
665,wahr::A,настоящий,шъыпкъэ́
666,wahr::A,настояшый,шъыпкъэ́
667,alt::A,шонгы,жъы
668,neu::A,у,кӏэ
669,ehemalig::A,тошты,-щтыгъэ
670,ehemalig::A,тошты,-гъэ
671,alt[Lebewesen]::A,ӹлалшӹ,жъы
672,jung::A,нöргӹ,ныбжьыкӏэ́
673,jung::A,молода,ныбжьыкӏэ́
674,arm::A,укеӓн,тхьамы́кӏ
675,reich::A,паян,бай
676,reich::A,пурлыкан,бай
677,bekannt::A,палӹмӹ,нэӏуа́с
678,berühmt::A,лӹмлы,цӏэры́ӏу
679,fremd::A,эдемӹн,хымэ
680,verschieden::A,тӹрлӹ,зэфэшъхьафы
681,nah::A,лишӹл,благъэ́
682,fern::A,мӹндӹр,чыжьэ
683,linker::A,шалахай,сэмэ́гу
684,rechter::A,вургамла,джабгъу
685,anderer::A,вес,нэмы́кӏ
686,anderer::A,весӹ,нэмы́кӏ
687,erster::A,икшӹ,апэр
688,erster::A,икӹмшӹ,апэр
689,zweiter::A,кокшы,я́тӏонэр
690,dritter::A,кымшы,ящэнэр
691,letzter::A,остатка,аужыр
692,allein::ADV,иктӹ,зы
693,allein::ADV,иктӹт,зы
694,auf einmal::ADV,тöрöк,ардэдэм
695,auf einmal::ADV,тöрöк,асыхьатым
696,zusammen::ADV,икараш,зэгъусэхэ́у
697,zusammen::ADV,цымырын,зэгъусэхэ́у
698,lange::ADV,кужын,бэрэ́
699,plötzlich::ADV,трӱк,зэкӏэм
700,sofort::ADV,полт,ардэдэм
701,sofort::ADV,полт,асыхьатым
702,sofort::ADV,тöрöк,ардэдэм
703,sofort::ADV,тöрöк,асыхьатым
704,sofort::ADV,тӹшӓкок,ардэдэм
705,sofort::ADV,тӹшӓкок,асыхьатым
706,später::ADV,вара,нэужым
707,heute::ADV,тагачы,непэ́
708,morgen::ADV,иргод,неу́щы
709,morgen::ADV,иргодым,неу́щы
710,bald::ADV,чӹнь,псынкӏэу
711,bald::ADV,вӓшке,псынкӏэу
712,bald::ADV,выртышты,псынкӏэу
713,dann::ADV,пакыла,нэужым
714,gestern::ADV,тенгечӹ,тыгъуа́с
715,einst::ADV,икӓнӓ,зэгорэ́м
716,damals::ADV,тӹнӓм,армэ
717,damals::ADV,тӹнӓм,ащыгъум
718,danach::ADV,пакыла,нэужым
719,vorher::ADV,перви,нахьыпэм
720,zuerst::ADV,андак,
721,einmal::ADV,гӓнӓк,зэ
722,einmal::ADV,гӓнӓ,зэ
723,manchmal::ADV,кынамжы,
724,oft::ADV,чӹчкӹдӹн,бэрэ
725,immer::ADV,со,ренэ́у
726,immer::ADV,соок,ренэ́у
727,niemals::ADV,нинам,
728,niemals::ADV,нигынам,
729,niemals::ADV,нигынамат,
730,hier::ADV,тиштӹ,
731,hierhin::ADV,тишкӹ,
732,von hier::ADV,тишец,
733,von hier::ADV,тишецӹн,
734,dort::ADV,тӹштӹ,модэ
735,dorthin::ADV,тӹшкӹ,модэ́
736,dorthin::ADV,тӹшкӹлӓ,модэ́
737,geradeaus::ADV,вик,занкӏэу
738,geradeaus::ADV,тура,занкӏэу
739,vorwärts::ADV,анзыкы,ыпэкӏэ
740,rückwärts::ADV,мӹнгеш,ыужыкӏэ́
741,zurück::ADV,мӹнгеш,ыужыкӏэ́
742,unten::ADV,ӱлнӹ,ычӏэкӏэ́
743,unten::ADV,лӹвӓлнӹ,ычӏэкӏэ́
744,hinab::ADV,ӱлӹкӹ,ычӏэгъы́
745,hinab::ADV,ӱлӹкӹ,ычӏэкӏэ́
746,hinab::ADV,лӹвӓкӹ,ычӏэгъы́
747,hinab::ADV,лӹвӓкӹ,ычӏэкӏэ́
748,oben::ADV,вӹлнӹ,ышъхьагъы
749,hinauf::ADV,кӱшкӹлӓ,ышъхьагъыкӏэ
750,hinauf::ADV,кӱш,ышъхьагъыкӏэ
751,überall::ADV,йӹлт,тыди́
752,überall::ADV,йӹлт,тыдэкӏи́
753,überall::ADV,цилӓ вӓре,тыди́
754,überall::ADV,цилӓ вӓре,тыдэкӏи́
755,nicht::ADV,уке,-п
756,nicht::ADV,уке,мы-
757,ein wenig::ADV,изиш,тӏэкӏу
758,ein wenig::ADV,иклаштык,тӏэкӏу
759,kaum::ADV,цылик,къоды́й
760,kaum::ADV,чучок-чучок,къоды́й
761,sehr::ADV,чоте,дэд
762,so::ADV,тенге,ащ фэд
763,so::ADV,тенге,мыщ фэд
764,so::ADV,тенге,джащ фэд
765,so::ADV,тенгелӓ,ащ фэд
766,so::ADV,тенгелӓ,мыщ фэд
767,so::ADV,тенгелӓ,джащ фэд
768,noch::ADV,мол,джыри
769,noch::ADV,моло,джыри
770,nur::ADV,веле,ныӏэ́п
771,schon::ADV,уже,
772,schon::ADV,ӹнде,
773,wieder::ADV,уэш,джыри
774,vergebens::ADV,зря,пкӏэнчъэ́у
775,vergebens::ADV,ӹзрӓ,пкӏэнчъэ́у
776,vergebens::ADV,ӹзӹрӓ,пкӏэнчъэ́у
777,vor::PRP,анзыц,пашъхьэ́
778,vor::PRP,анзыцын,пашъхьэ́
779,hinter::PRP,шайылан,кӏы́б
780,hinter::PRP,шайылный,кӏы́б
781,unter::PRP,лӹвӓкӹ,чӏэ-
782,durch::PRP,вашт,пхыры-
783,neben::PRP,сага,дэжь
784,zwischen::PRP,лош,азыфа́гу
785,zwischen::PRP,лошкы,азыфа́гу
786,wegen::PRP,мычыц,къы-
787,dies::PRN,тидӹ,ар
788,dies::PRN,ти,ар
789,das::PRN,тидӹ,а
790,das::PRN,тидӹ,мо
791,das::PRN,ти,а
792,das::PRN,ти,мо
793,alles::PRN,цилӓ,зэкӏэ́
794,ich::PRN,мый,сэ
795,du::PRN,тӹнь,о
796,er::PRN,тӹдӹ,ар
797,wir::PRN,мӓ,тэ
798,ihr::PRN,вӓ,шъо
799,sie::PRN,нӹнӹ,ахэр
800,was::FPRN,ма,сыд
801,wer::FPRN,кӱ,хэт
802,wo::FADV,кышан,тыдэ́
803,wo::FADV,кыштакен,тыдэ́
804,wohin::FADV,кышкы,тыдэ́
805,wie::FADV,кыце,сыдэущтэ́у
806,warum::FADV,малын,сыд пае́
807,wieviel::FNUM,кынар,тхьапш
808,wieviel::FNUM,кынар,сыд фэди́з
809,wieviel::FNUM,кынары,тхьапш
810,wieviel::FNUM,кынары,сыд фэди́з
811,wieviel::FNUM,кынаркы,тхьапш
812,wieviel::FNUM,кынаркы,сыд фэди́з
813,eins::NUM,иктӹ,зы
814,eins::NUM,иктӹт,зы
815,zwei::NUM,кок,тӏу
816,zwei::NUM,кокты,тӏу
817,drei::NUM,кым,щы
818,drei::NUM,кымыт,щы
819,vier::NUM,нӹл,плӏы
820,fünf::NUM,вӹц,тфы
821,sechs::NUM,куд,хы
822,sechs::NUM,кудытмозн,хы
823,sieben::NUM,шӹм,блы
824,sieben::NUM,шӹмӹт,блы
825,acht::NUM,кӓндӓкш,и
826,acht::NUM,кӓндӓкшӹ,и
827,neun::NUM,ӹндекшшӱдӹ,бгъу
828,zehn::NUM,лу,пшӏы
829,elf::NUM,луатик,пшӏыкӏузы́
830,elf::NUM,луатиктӹ,пшӏыкӏузы́
831,zwölf::NUM,луаткок,пшӏыкӏутӏу
832,zwölf::NUM,луаткокты,пшӏыкӏутӏу
833,zwanzig::NUM,коклы,тӏокӏы́
834,dreißig::NUM,кымлы,щэкӏы
835,vierzig::NUM,нӹллӹ,тӏокӏи́тӏу
836,fünfzig::NUM,вӹцлӹ,шъэны́ыкъу
837,sechzig::NUM,кудлу,тӏокӏи́щ
838,siebzig::NUM,шӹмлу,тӏокӏищырэ́ пшӏырэ́
839,achtzig::NUM,кӓндӓкшлу,тӏокӏи́пӏ
840,neunzig::NUM,ӹндекшлу,тӏокӏиилӏырэ́ пшӏырэ́
841,hundert::NUM,шӱдӹ,шъэ
842,tausend::NUM,тӹжем,мин
843,und::CNJ,дöн,ыкӏи
844,oder::CNJ,льывы,е
845,stehen::V,шалшаг,ущытын
846,stehen::V,шалшаг,умыхъыен
847,sitzen::V,шӹнзӓш,уисын
848,sitzen::V,шӹнзӓш,утесын
849,liegen::V,киӓш,телъы́н
850,hängen::V,кечӓш,къыщылэлын
851,hängen::V,кечӓш,къыщылэлын щыгъын быхъур
852,werden::V,шагалаш,хъун
853,passieren::V,ӹштӓ́лтӓш,къэхъун
854,beginnen::V,тӹнгӓлӓлтӓш,къежьэн
855,beginnen::V,тӹнгӓлӓлтӓш,къыублэн
856,enden::V,пӹтӓш,ухы́н
857,wechseln::V,весемӓш,зэхъожьы́н
858,wechseln::V,весемӓлтӓш,зэхъожьы́н
859,aufgehen[Sonne]::V,авараш,къыкъокӏы́н
860,untergehen[Sonne]::V,шӹ́нзӓш,къохьан
861,scheinen[Sonne]::V,сотемдӓрӓш,къепсыи
862,donnern::V,хӹдӹртӓш,гъогъон
863,wehen::V,ӹфӹлӓш,епщэ́н
864,strömen::V,йогащ,чъэн
865,fließen::V,йогащ,чъэн
866,sich drehen::V,пöрдӓш,зыгъэчэрэгъу́н
867,schwanken::V,лыпшалташ,хъые́н
868,schwingen::V,кӓчӓйӓш,зыгъэхъые́н
869,fallen::V,кенвазаш,къефэхы́н
870,fallen::V,шынгалташ,къефэхы́н
871,brennen::V,йылаш,стын
872,rauchen::V,шыпшаш,ӏугъо къикӏын
873,regnen::V,юраш,къещхы́н
874,gefrieren::V,гӓш,дыкъын
875,gefrieren::V,кӹлмаш,дыкъын
876,tauen::V,шылаш,жъун
877,schmelzen::V,шӹрӓнӓш,ткӏун
878,trocknen::V,кошкаш,гъушъы́н
879,trocknen::V,кошкаш,чъэпхъу́н
880,sieden::V,шолаш,жъон
881,faulen::V,шӱӓш,шъун
882,verfaulen::V,йӓнгӓрӓлтӓш,шъун
883,reißen::V,кышкедӓлтӓш,зэӏэтхъы́н
884,versinken::V,ва́лаш,чӏихьан
885,vergehen::V,эртӓш,блэкӏы́н
886,erscheinen::V,каяш,къэлъэгъон
887,verschwinden::V,ямаш,кӏодыжьы́н
888,sinken::V,пычаш,
889,abnehmen::V,чӹдемӓш,къыкӏичын
890,abnehmen::V,кöтӹргӓш,къыкӏичын
891,zunehmen::V,когоэмӓш,хэхъо́н
892,steigen::V,лӱлта́лташ,къежьэн
893,wachsen::V,кушкаш,хэхъо́н
894,wachsen::V,кушкаш,къэкӏы́н
895,glänzen::V,йӹлгӹжӓш,цӏыу́н
896,funkeln::V,валгалташ,жъыу́н
897,lärmen::V,юкланаш,бырсыры́н
898,läuten::V,цоргаш,теон
899,klingeln::V,цоргаш,теон
900,klirren::V,цонгырталгаш,
901,brausen::V,ышдымыла́наш,шъуин
902,rauschen::V,шу́жгаш,макъэ гъэӏун
903,klingen::V,йо́нгаш,къыхэӏукӏын
904,bellen::V,опташ,хьакъу́н
905,heulen::V,урмыжаш,быун
906,blasen::V,ӹфӹлӓш,епщэ́н
907,pfeifen::V,ши́шкаш,шъуин
908,schreien::V,уташ,куо́н
909,schreien::V,уташ,кӏыи́н
910,schreien::V,саслаш,куо́н
911,schreien::V,саслаш,кӏыи́н
912,schreien::V,варгынзаш,куо́н
913,schreien::V,варгынзаш,кӏыи́н
914,stöhnen::V,ӹнгӹрӓш,щэӏун
915,zittern::V,цӹтӹрӓш,кӏэзэзын
916,leben::V,ӹлӓш,псэу́н
917,geboren werden::V,шачаш,къэхъун
918,atmen::V,шӱлӓш,жьы къэщэ́н
919,trinken::V,йӱӓш,ешъо́н
920,essen::V,качкаш,шхын
921,schlucken::V,нелӓш,бдырыин
922,müde werden::V,янгылаш,пшъын
923,einschlafen::V,амален кеӓш,хэчъыен
924,schlafen::V,амалаш,чъые́н
925,aufwachen::V,понгыжалташ,къэущы́н
926,aufstehen::V,кӹньӹл шагалаш,уцу́н
927,sich erholen::V,кӓнаш,зыгъэпсэфын
928,krank werden::V,церлӓнен вазаш,сымаджэ́ хъун
929,krank sein::V,церлӓнӓш,сымэджэ́н
930,krank sein::V,ясланаш,сымэджэ́н
931,krank sein::V,ясыланаш,сымэджэ́н
932,schmerzen::V,каршташ,сымэджэ́н
933,husten::V,кахыраш,пскэ́н
934,genesen::V,паремӓш,хъужьын
935,genesen::V,тöрлӓнӓш,хъужьын
936,sterben::V,вазын колаш,лӏэн
937,umkommen::V,пӹтӓш,хэкӏодэн
938,sich bewegen::V,кашташ,хъые́н
939,sich rühren::V,тӓрвӓнӓш,хъые́н
940,sich erheben::V,кӹньӹлӓш,къэтэджын
941,sich setzen::V,шӹнзӓш,тӏысы́н
942,hinfallen::V,кенвазаш,ебэджы́н
943,hinfallen::V,шынгалташ,ебэджы́н
944,laufen::V,кашташ,кӏон
945,schreiten::V,ашкедӓш,кӏон
946,spazierengehen::V,мадын кашташ,къэкӏухьэн
947,eilen::V,вӓшкӓш,гузэжъон
948,sich beeilen::V,вӓшкӓш,гуӏэ́н
949,sich beeilen::V,талашаш,гуӏэ́н
950,sausen::V,хойхаланаш,псынкӏэ́у чъэн
951,sausen::V,хояш,псынкӏэ́у чъэн
952,rennen::V,кыргыжаш,чъэн
953,springen::V,тӹршештӓш,пкӏэн
954,klettern::V,ку́заш,дэцохъоен
955,schaukeln::V,лыпшалташ,уешӏэн
956,kriechen::V,авалянаш,цохъо́н
957,kriechen::V,ньыжиклӓш,цохъо́н
958,schwimmen::V,илӓш,есы́н
959,tauchen::V,цымаш,зычӏэгъэо́н
960,rudern::V,шуалташ,къошъо бэщкӏэ фын
961,fahren::V,кеӓш,кӏон
962,fliegen::V,чонгештӓш,быбы́н
963,gehen::V,кеӓш,кӏон
964,weggehen::V,кеӓш,ӏукӏын
965,abfahren::V,кеӓш,ежьэн
966,anhalten::V,цӓрнӓш,къэуцу́н
967,hineingehen::V,пыраш,ихьан
968,eintreten::V,пыраш,чӏэхьан
969,kommen::V,толаш,къэкӏо́н
970,ankommen::V,шоаш,къэсы́н
971,zurückkommen::V,пöртӹлӓш,гъэзэжьын
972,bleiben::V,кодаш,къэнэ́н
973,warten::V,вычаш,пэплъэ́н
974,erwarten::V,вычаш,ежэн
975,suchen::V,кӹчӓлӓш,лъыхъу́н
976,finden::V,моаш,къэгъоты́н
977,finden::V,моаш,къыхэгъэщы́н
978,versuchen::V,путаяш,пылъы́н
979,versuchen::V,цацаш,пылъы́н
980,vorbereiten::V,поспейӹктӓш,гъэхьазыры́н
981,lieben::V,яраташ,шӏу плъэгъу́н
982,mögen::V,яраташ,шӏу плъэгъу́н
983,lachen::V,ваштылаш,щхын
984,rühren::V,тӓрвӓтӓш,гур гъэузын
985,weinen::V,мӓгӹрӓш,гъын
986,schimpfen::V,свырседӓлӓш,хъонэн
987,sich ärgern::V,шӹдешкӓш,губжы́н
988,sich fürchten::V,лӱдӓш,щынэ́н
989,fürchten::V,лӱдӓш,щынэ́н
990,fliehen::V,кыргыжаш,
991,flüchten::V,кыргыж шӹлӓш,
992,sehen::V,ужаш,льэгъу́н
993,anschauen::V,анжалаш,плъэн
994,anschauen::V,анжалаш,еплъы́н
995,ansehen::V,анжаш,плъэн
996,hören::V,колаш,зэхэхын
997,zuhören::V,колышташ,дэӏо́н
998,probieren::V,тотештӓш,хэӏэн
999,probieren::V,подыл анжаш,хэӏэн
1000,riechen::V,ӱпшӹнзӓш,пэмэ́н
1001,fühlen::V,шижӓш,зэхэпшӏэн
1002,scheinen::V,каяш,уащыхъу́н
1003,scheinen::V,каяш,уашӏошӏы́н
1004,zu sehen sein::V,каяш,зэрэлъэгъу́н
1005,vernehmen::V,колын колташ,зэхэхын
1006,frieren::V,кӹлмаш,дыкъын
1007,frieren::V,кӹлмаш,пӏыкӏэн
1008,frieren::V,кӹлмаш,чъыӏэ́ лӏэн
1009,frieren::V,тӹнгӹргӓш,дыкъын
1010,frieren::V,тӹнгӹргӓш,пӏыкӏэн
1011,frieren::V,тӹнгӹргӓш,чъыӏэ́ лӏэн
1012,tun::V,ӹштӓш,шӏын
1013,können::V,кердӓш,лъэкӏы́н
1014,wollen::V,жалаяш,фэе́н
1015,anfangen::V,тӹнгӓлӓш,ублэн
1016,beenden::V,пӹтӓрӓш,ухы́н
1017,aufhören::V,цӓрнӓш,щыгъэтын
1018,gelingen::V,цӓш лиӓш,хъун
1019,geraten::V,лиӓш,
1020,öffnen::V,пачаш,ӏухы́н
1021,schließen::V,чӱчӓш,игъэсэн
1022,stellen::V,шӹндӓш,бгъэуцун
1023,setzen::V,шӹндӓш,гъэтӏысы́н
1024,legen::V,опташ,хэлъхьа́н
1025,legen::V,пиштӓш,хэлъхьа́н
1026,berühren::V,тӹкӓлӓш,эӏэн
1027,berühren::V,тӹкӓлӓш,нэсын
1028,verbinden::V,пидӓш,зэхэпхэ́н
1029,verbinden::V,пидӓш,пхын
1030,bedecken::V,леведӓш,техъо́н
1031,aufhängen::V,сӓкӓш,пылъэ́н
1032,anzünden::V,чӱктӓш,хэгъэнэ́н
1033,aufheben::V,кузыкташ,
1034,zurücklassen::V,кодаш,къэгъэнэ́н
1035,verlieren::V,ямдаш,чӏэ́нэн
1036,verlieren::V,ямдаш,шӏокӏоды́н
1037,fallen lassen::V,кенвацтараш,чӏэунэн
1038,fallen lassen::V,кенвацтараш,пӏэпызын
1039,machen::V,ӹштӓш,шӏын
1040,herstellen::V,йӓмдӹлӓш,шӏы́н
1041,bauen::V,ӹштӓш,шӏы́н
1042,reparieren::V,чиняш,дыжьы́н
1043,reparieren::V,алалаш,дыжьы́н
1044,verbessern::V,яжоэмден шӹндӓш,нахьышӏу пшӏын
1045,verbessern::V,яжоэмден шӹндӓш,нахь дэгъу пшӏын
1046,ändern::V,вашталташ,зэблэхъу́н
1047,graben::V,капаяш,тӏын
1048,beugen::V,лывырташ,
1049,beugen::V,каклярташ,
1050,biegen::V,лывырташ,уфэн
1051,drehen::V,сӓрӓш,гъэчэрегъу́
1052,drehen::V,сӓрӹкӓлӓш,гъэчэрегъу́
1053,wenden::V,сӓрӓлӓш,пӏонтӏэн
1054,wenden::V,сӓрӓлӓш,бгъэзэн
1055,wenden::V,сӓрӓлӓш,уӏубын
1056,umdrehen::V,сӓрӓлӓш,
1057,heben::V,лӱктӓш,ӏэты́н
1058,hochheben::V,кузыкташ,ӏэты́н
1059,ergreifen::V,хватяш,къэубыты́н
1060,halten::V,кычаш,ӏыгъы́н
1061,drücken::V,темдӓш,тэӏункӏэн
1062,schieben::V,шӹкӓш,уеӏункӏын
1063,schieben::V,шӹкӓш,уетӏыргун
1064,kratzen::V,нӹжӓш,цӏэнтхъун
1065,lecken::V,нылаш,бзэи́н
1066,beißen::V,пыралаш,ецэкъэ́н
1067,abreißen::V,кӹрӓш,къичын
1068,abreißen::V,кӹрӓш,пытхъын
1069,abreißen::V,кышкед нӓлӓш,къичын
1070,abreißen::V,кышкед нӓлӓш,пытхъын
1071,abschneiden::V,шулаш,пыупкӏын
1072,abschneiden::V,шулаш,гобзыкӏын
1073,abschneiden::V,лаштыклаш,пыупкӏын
1074,abschneiden::V,лаштыклаш,гобзыкӏын
1075,binden::V,пидӓш,епхын
1076,stecken::V,шыралаш,хэсэн
1077,brechen::V,тодылаш,зэпыпкӏын
1078,brechen::V,пыдырташ,зэпыпкӏын
1079,klopfen::V,рушткаш,теон
1080,hauen::V,шелӹштӓш,теон
1081,kleben::V,клейӓш,щхэн
1082,reiben::V,нӹжӓш,пӏотын
1083,streichen::V,шӹрӓш,щыфэн
1084,schleifen::V,шымаш,гъэчаны́н
1085,schleifen::V,шымаш,кӏэлыкӏы́н
1086,schneiden::V,пӹчкӓш,бзын
1087,rütteln::V,мыльгыкташ,гъэсысын
1088,schütteln::V,цӹтӹртӓш,гъэсысын
1089,schütteln::V,мыльгыкташ,гъэсысын
1090,schwenken::V,машыяш,ӏэ шӏын
1091,schütten::V,опталаш,икӏэ́н
1092,füllen::V,темӓш,из шӏын
1093,einwickeln::V,пӹтӹрӓ́лӓш,кӏоцӏыщыхьа́н
1094,tragen::V,намалаш,хьын
1095,schleppen::V,шӹдӹрӓш,пхьын
1096,schleppen::V,шӹдӹрӓш,плъэшъун
1097,ziehen::V,шыпшаш,пкъудыин
1098,ziehen::V,шыпшаш,пщэн
1099,ziehen::V,шыпшаш,плъэшъун
1100,aufbewahren::V,перегӓш,пӏыгъын
1101,aufbewahren::V,перегӓш,уухъумэн
1102,werfen::V,кӹшкӓш,дзын
1103,fangen::V,кычаш,къэубыты́н
1104,packen::V,хватяш,къэубыты́н
1105,verstecken::V,шӹлтӓш,бгъэбылъын
1106,teilen::V,пайылаш,гощы́н
1107,schicken::V,колташ,гъахьы́н
1108,bringen::V,кандаш,къэхьы́н
1109,bekommen::V,лыкташ,
1110,erhalten::V,получаяш,
1111,nehmen::V,налаш,къытехы́н
1112,wählen::V,айыраш,къыхэхы́н
1113,auswählen::V,айыраш,къыхэхы́н
1114,bewahren::V,перегӓш,къэухъумэн
1115,behindern::V,мешӓйӓш,пэрыохъу хъун
1116,verderben::V,портяш,къутэн
1117,beschädigen::V,шушырташ,къутэн
1118,zerbrechen::V,пыдырташ,къутэн
1119,zerreißen::V,кӹрӓш,зэӏэтхъы́н
1120,zerstören::V,шӓлӓтӓш,къутэ́н
1121,verbrennen::V,йылаташ,гъэсты́н
1122,verbrennen::V,йылалташ,гъэсты́н
1123,geben::V,пуаш,еты́н
1124,reichen::V,пуаш,еты́н
1125,schenken::V,подараш,еты́н
1126,versprechen::V,сöрӓш,гъэгугъэ́н
1127,wünschen::V,жалаяш,шӏоигъо́н
1128,loben::V,хваляш,щытхъун
1129,küssen::V,шышшалаш,ебэу́н
1130,wiegen::V,лӱнгӓлтӓш,гъэхъыен
1131,zudecken::V,пиштӓш,техъо́н
1132,wecken::V,понгыжалтараш,къэгъэущы́н
1133,zeigen::V,анжыкташ,гъэлъэгъо́н
1134,führen::V,видӓш,щэн
1135,lehren::V,тымдаш,егъэджэ́н
1136,lehren::V,тымдаш,егъэшӏэн
1137,unterrichten::V,тымдаш,егъэджэ́н
1138,aufziehen::V,кушташ,пӏун
1139,leiten::V,видӓш,гъэзекӏон
1140,leiten::V,вуйлаташ,гъэзекӏон
1141,leiten::V,вуйлалташ,гъэзекӏон
1142,antreiben::V,талаштараш,къепфылӏэн
1143,lassen::V,-ыкт,еты́н
1144,einladen::V,ӱжӓш,къегъэблэгъэн
1145,vereinigen::V,иктештӓш,зэгогъэхьан
1146,besuchen::V,толаш,щыӏэ́н
1147,treffen::V,вӓшлиӓш,ӏукӏэ́н
1148,treffen::V,вӓшлиӓш,пэгъокӏы́н
1149,treffen::V,вӓшлиӓлтӓш,ӏукӏэ́н
1150,treffen::V,вӓшлиӓлтӓш,пэгъокӏы́н
1151,sich versammeln::V,цымыргаш,зэхэхьан
1152,spielen::V,мадаш,джэгу́н
1153,singen::V,мыраш,орэ́д къэӏо́н
1154,tanzen::V,кушташ,къэшъо́н
1155,sich trennen::V,айырлаш,зэгокӏыжьы́ных
1156,verlassen::V,шуаш,бгынэн
1157,verlassen::V,шуаш,хэкӏыжьын
1158,retten::V,ытараш,къыхэпхыжьын
1159,retten::V,ытараш,къэбгъэнэжьын
1160,bewachen::V,оролаш,къэгъэгъунэн
1161,schützen::V,перегӓш,ухъумэ́н
1162,verteidigen::V,перегӓш,къэухъумэн
1163,sich schlagen::V,шидӓлӓш,эзэон
1164,sich schlagen::V,шиэдӓлӓш,эзэон
1165,schießen::V,лӱӓш,он
1166,siegen::V,сӹнгӓш,текӏо́н
1167,ärgern::V,шӹдештӓрӓш,бгъэгубжын
1168,schlagen::V,пӓрен колташ,ео́н
1169,schlagen::V,хӹрӹктен колташ,ео́н
1170,treten::V,чымаш,
1171,stechen::V,пышкылаш,хэӏун
1172,stoßen::V,шыркедӓш,тӏыро́н
1173,stoßen::V,шыркедӓш,уеӏункӏын
1174,stehlen::V,шолышт толаш,тыгъу́н
1175,stören::V,ӓрештӹлӓш,бгъэгумэкӏын
1176,belästigen::V,кӓньӹсӹрлӓндӓрӓш,бгъэгумэкӏын
1177,belästigen::V,шытырланыкташ,бгъэгумэкӏын
1178,verbergen::V,шӹлтӓш,ушъэфын
1179,täuschen::V,алталаш,гъэпцӏэ́н
1180,täuschen::V,аталаш,гъэпцӏэ́н
1181,betrügen::V,мошеньӹчӓйӓш,гъэпцӏэ́н
1182,töten::V,пуштын шуаш,уикӏын
1183,wohnen::V,ӹлӓш,дэсын
1184,arbeiten::V,пӓшӓлӓш,лэжьэ́н
1185,arbeiten::V,ровотаяш,лэжьэ́н
1186,sammeln::V,погаш,угъои́н
1187,pflücken::V,кӹрӓш,къыпычы́н
1188,jagen::V,охотничӓйӓш,шэкӏон
1189,jagen::V,охотничӓйӓш,ешэкӏон
1190,fischen::V,кол кычаш,пцэжъые уешэн
1191,fassen::V,кычаш,къэубыты́н
1192,hüten::V,кӹтӓш,хэхъо́н
1193,treiben::V,шуруяш,пфын
1194,anbinden::V,ялшташ,епхын
1195,anbinden::V,ялышташ,епхын
1196,füttern::V,пукшаш,гъэшхэ́н
1197,melken::V,шыпшылаш,щын
1198,hacken::V,роаш,упкӏэтэн
1199,gießen::V,шӓвӓш,тепкӏэн
1200,reifen::V,кӱӓш,игъо хъун
1201,reifen::V,поспейӓш,игъо хъун
1202,zubereiten::V,йӓмдӹлӓш,бгъэхьазырын
1203,kochen::V,шолташ,шӏы́н
1204,backen::V,кӱктӓш,гъэжъэ́н
1205,braten::V,жӓрӓш,гъэжъэ́н
1206,umrühren::V,намалаш,зэхэгъэкӏухьан
1207,stricken::V,пидӓш,хъын
1208,nähen::V,ыргаш,дэн
1209,färben::V,пидӓш,бгъэлэн
1210,reinigen::V,чиӓлтӓш,укъэбзы́н
1211,waschen::V,мышкаш,бгыкӏын
1212,abwischen::V,ӹштӓш,лъэкӏы́н
1213,spülen::V,шӱӓлтӓш,дэгъэчъыхьан
1214,fegen::V,ӹштӓш,пхъэнкӏы́н
1215,kehren::V,ӹштӓш,пхъэнкӏы́н
1216,baden::V,нӱштӹлӓш,зыгъэпскӏын
1217,sich waschen::V,мышкылташ,зытхьакӏы́н
1218,ausziehen::V,кыдашаш,къытехы́н
1219,anziehen::V,чиӓш,щылъэ́н
1220,sich anziehen::V,чиӓш,зыфэпэн
1221,kämmen::V,шерӓш,жьын
1222,schmücken::V,цеверемдӓш,гъэдэхэ́н
1223,sagen::V,манаш,къэӏон
1224,sagen::V,келесӓш,къэӏон
1225,sprechen::V,манаш,псэлъэ́н
1226,reden::V,шайышташ,гущыӏэ́н
1227,sich unterhalten::V,хытыраш,зэдэгущыӏэн
1228,sich unterhalten::V,хытыргаш,зэдэгущыӏэн
1229,fragen::V,ядаш,упчӏэ́н
1230,bitten::V,ядаш,лъэӏо́н
1231,erzählen::V,келесӓш,къэпӏотэ́н
1232,mitteilen::V,попаш,макъэ егъэӏун
1233,mitteilen::V,увертӓш,макъэ егъэӏун
1234,mitteilen::V,увертӓрӓш,макъэ егъэӏун
1235,nennen::V,лӹмдӓш,цӏэ фэусы́н
