,Concept_ID,mrj,kk
96,Raureif::N,пöрш,қырау
97,Regenbogen::N,шанавӹл,кемпірқосақ
98,Donner::N,хӹдӹртӹш,күн күркіреу
99,Strömung::N,йогы,ағын
100,Tropfen::N,капльы,тамшы
101,Tropfen::N,капльык,тамшы
102,Schaum::N,шонг,көбік
103,Schmutz::N,лявӹрӓ,кір
104,See::N,йӓр,көл
105,Sumpf::N,лӱкӹ,саз
106,Moor::N,куп,саз
107,Wiese::N,алык,шалғын
108,Wald::N,шӹргӹ,орман
109,Hügel::N,пӱгӹрикӓ,төбе
110,Hügel::N,пӱгӹрикӓ,белес
111,Hügel::N,пӱгӹрикӓ,белес-белес
112,Anhöhe::N,кӱкшикӓ,дөң
113,Anhöhe::N,кӱкшикӓ,адыр
114,Anhöhe::N,кӱкшикӓ,қырат
115,Berg::N,кырык,тау
116,Gipfel::N,неркӓ,төбе
117,Höhle::N,ы́раж,үңгір
118,Abhang::N,полом,бауыр
119,Quelle::N,вӹдсӹнзӓ,қайнар
120,Bach::N,ӓнгӹр,жылға
121,Fluss::N,вӹд,өзен
122,Ufer::N,сир,жиек
123,Küste::N,сир,жиегі
124,Küste::N,сир,жағалау
125,Festland::N,мӱлӓндӹ,құрылық
126,Meer::N,тангыж,теңіз
127,Bucht::N,вӹдъял,шығанақ
128,Insel::N,острок,арал
129,Blume::N,пеледӹш,гүл
130,Gras::N,шуды,от
131,Wurzel::N,важ,түбір
132,Baum::N,пушӓнгӹ,ағаш
133,Baum::N,пушӓнгӹ,дарақ
134,Stamm::N,пушӓнгӹ тӹнг,сояу
135,Stamm::N,пушӓнгӹ тӹнг,оқпан
136,Rinde::N,каргыж,қабық
137,Ast::N,укш,бұтақ
138,Zweig::N,укш,шыбық
139,Blatt::N,листӹ,жапырақ
140,Birke::N,куги,қайың
141,Kiefer[Baum]::N,йӓктӹ,қарағай
142,Weide[Baum]::N,уа,тал
143,Tanne::N,кож,шырша
144,Horn::N,шур,мүйіз
145,Feder::N,пын,қаламұш
146,Fell::N,кавашты,тері
147,Flügel::N,шылдыр,қанат
148,Klaue::N,кӹч,тырнақ
149,Kralle::N,лапа,аяқ
150,Schwanz::N,пач,құйрық
151,Ei::N,мыны,жұмыртқа
152,Nest::N,пӹжӓш,ұя
153,Bau::N,ыраж,жатақ
154,Tier::N,во́льык,айуан
155,Tier::N,во́льык,жануар
156,Herde::N,кӹтö,пада
157,Kuh::N,ышкал,сиыр
158,Bulle::N,ӱшкӱж,өгіз
159,Pferd::N,имни,жылқы
160,Schaf::N,шарык,қой
161,Schwein::N,сасна,шошқа
162,Hund::N,пи,ит
163,Katze::N,коти,мысық
164,Bär::N,мöскӓ,аю
165,Eichhörnchen::N,ур,тиін
166,Elch::N,шарды,бұғы
167,Fuchs::N,рӹвӹж,түлкі
168,Hase::N,морен,қоян
169,Maus::N,каля,қаптесер
170,Wolf::N,пирӹ,бөрі
171,Wolf::N,пирӹ,қасқыр
172,Vogel::N,кек,құс
173,Schwarm::N,цуца,топ
174,Schwarm::N,цуца,үйір
175,Huhn::N,цӹвӹ,тауық
176,Huhn::N,цӹвӹ,мекиен
177,Hahn::N,ӓптӓн,әтеш
178,Hahn::N,ӓптӓн,қораз
179,Gans::N,комбы,қаз
180,Adler::N,кучкыж,бүркіт
181,Ente::N,лыды,үйрек
182,Eule::N,тымана,жапалақ
183,Kranich::N,тырня,тырна
184,Kranich::N,тыртня,тырна
185,Krähe::N,лудыгарак,қарға
186,Kuckuck::N,куку,көкек
187,Schwan::N,йӱксӹ,аққу
188,Fisch::N,кол,балық
189,Barsch::N,алангы,алабұға
190,Hecht::N,нуж,шортан
191,Hecht::N,нужгол,шортан
192,Schlange[Tier]::N,кӹшкы,жылан
193,Wurm::N,шукш,шұбалшаң
194,Spinne::N,ӓнгӹремшӹ,өрмекші
195,Ameise::N,кыткы,қүмырска
196,Laus::N,ти,бит
197,Mücke::N,кужнер,маса
198,Mücke::N,кужынер,маса
199,Fliege::N,шӹнгӓ,шыбын
200,Schmetterling::N,лӹпӹ,көбелек
201,Beere::N,мöр,жидек
202,Apfel::N,олма,алма
203,Pilz::N,понгы,қозықұйрық
204,Pilz::N,понгы,саңыраукулақ
205,Zwiebel::N,охыра,жуа
206,Saat::N,нӱшмӹ,тұқым
207,Saat::N,нӱшмӱ,тұқым
208,Korn::N,пӹрцӹ,дән
209,Heu::N,шуды,шөп
210,Schale::N,аваха,қабық
211,Schale::N,аваха,қабығы
212,Schale::N,карлангы,қабық
213,Schale::N,карлангы,қабығы
214,Grube::N,йӓм,ор
215,Falle::N,лӱдӹ,дұзақ
216,Falle::N,лӱдӹ,қақпан
217,Falle::N,лӱдӹш,дұзақ
218,Falle::N,лӱдӹш,қақпан
219,Schlinge::N,онгы,ілмек
220,Spur::N,кишӓ,із
221,Asche::N,ломых,күл
222,Asche::N,ломпыж,күл
223,Dreck::N,лявӹрӓ,былғаныш
224,Eisen::N,кӹртни,темір
225,Gold::N,шöртни,алтын
226,Gold::N,шöртньӹ,алтын
227,Silber::N,ши,күміс
228,Kohle::N,шӱ,көмір
229,Glas::N,охоница,шыны
230,Lehm::N,шун,балшық
231,Sand::N,ошма,құм
232,Mensch::N,эдем,адам
233,Mann::N,пӱэргӹ,еркек
234,Mann::N,пӱэргӹ,ер адам
235,Frau::N,ӹдӹрӓмӓш,бике
236,Frau::N,ӹдӹрӓмӓш,қатын
237,Kind::N,ӓзӓ,бала
238,Kind::N,ӓзӓ,перзент
239,Kind::N,шачшы,бала
240,Kind::N,шачшы,перзент
241,Junge::N,рвезӹ,бала
242,Junge::N,рвезӹ,ер бала
243,Junge::N,ӹрвезӹ,бала
244,Junge::N,ӹрвезӹ,ер бала
245,Mädchen::N,ӹдӹрӓш,қыз
246,Familie::N,йиш,жанұя
247,Familie::N,семня,жанұя
248,Großvater::N,тьоти,ата
249,Großmutter::N,папа,әже
250,Großmutter::N,папа,әжей
251,Eltern::N,ӓтя-ӓвӓ,ата-аналар
252,Vater::N,ӓтя,әке
253,Mutter::N,ӓвӓ,ана
254,Sohn::N,эргӹ,ұл
255,Tochter::N,ӹдӹр,қызым
256,Bruder::N,ӹза,бауырым
257,Schwester::N,ӓкӓ,әпке
258,Onkel::N,кугуза,көке
259,Tante::N,куака,тәте
260,Ehemann::N,мары,ер
261,Ehefrau::N,вӓтӹ,зайып
262,Freude::N,ӹвӹртӹмӓш,қуаныш
263,Freude::N,ӹвӹртӹмӓш,сүйініш
264,Freude::N,ӹвӹртӹмӓш,шат-думан
265,Freude::N,ӹвӹртӹмӓш,қуаныштылық
266,Gelächter::N,ваштылмаш,күлу
267,Glück::N,пиӓл,бақыт
268,Glück::N,пиӓл,бақыттылық
269,Kummer::N,ясы,аза
270,Kummer::N,ясы,қайғы
271,Kummer::N,ясы,қасырет
272,Wunsch::N,охата,мүдде
273,Wunsch::N,шанымаш,мүдде
274,Lust::N,шӓр,тәбет
275,Lust::N,шӓр,ынтызар
276,Lust::N,шӓр,құштарлық
277,Lust::N,охата,тәбет
278,Lust::N,охата,ынтызар
279,Lust::N,охата,құштарлық
280,Lust::N,шанымаш,тәбет
281,Lust::N,шанымаш,ынтызар
282,Lust::N,шанымаш,құштарлық
283,Geist::N,тух,рух
284,Gedanke::N,шанымаш,ой
285,Gedächtnis::N,ӓш,ес
286,Gedächtnis::N,ӓш,жады
287,Gedächtnis::N,ӓш,ақыл-ес
288,Verstand::N,ыш,ақыл
289,Verstand::N,ыш,парасат
290,Sinn::N,кын,мән
291,Sinn::N,кын,маныз
292,Sinn::N,кын,мағына
293,Sinn::N,кын,мән-мағына
294,Grund::N,вир,себеп
295,Wahrheit::N,тöр,рас
296,Gespräch::N,хытырымаш,әңгіме
297,Märchen::N,ямак,ертеп
298,Märchen::N,ямак,ертек
299,Erzählung::N,шайыштмаш,әңгіме
300,Nachricht::N,увертӓрӹмӓш,хабар
301,Neuigkeit::N,увер,жаңалық
302,Name::N,лӹм,ат
303,Name::N,лӹм,атау
304,Rätsel::N,тышты,жұмбақ
305,Rede::N,шая,сөз
306,Rede::N,шамак,сөз
307,Sprache::N,йӹлмӹ,тіл
308,Stimme::N,юк,үн
309,Stimme::N,юк,әуен
310,Stimme::N,юк,дауыс
311,Wort::N,шамак,сөз
312,Zeichen::N,палӹ,ишара
313,Ruf::N,сӹгӹрӹмӓш,айғай
314,Lärm::N,юкланымащ,айғай-шу
315,Lärm::N,юкланымащ,айғай-ұйғай
316,Laut::N,юк,дыбыс
317,Laut::N,юк,дауыс
318,Ton::N,юк,әуен
319,Lied::N,мыры,ән
320,Lied::N,мыры,жыр
321,Lied::N,мыры,ән-жыр
322,Ruhe::N,тыр,тыныштық
323,Leute::N,эдемвлӓ,кісілер
324,Volk::N,халык,халық
325,Arbeit::N,пӓшӓ,еңбек
326,Gast::N,хына,қонақ
327,Gast::N,хына,мейман
328,Geschenk::N,подарка,қадия
329,Spiel::N,мадыш,ойын
330,Gesellschaft::N,йӓл,қауым
331,Gesellschaft::N,йӓл,жұртшылық
332,Gesellschaft::N,йӓлвлӓ,қауым
333,Gesellschaft::N,йӓлвлӓ,жұртшылық
334,Hilfe::N,палшык,жэрдем
335,Freund::N,тӓнг,дос
336,Kamerad::N,тос,дос-жар
337,Angelegenheit::N,дела,жұмыс
338,Angelegenheit::N,йела,жұмыс
339,Angelegenheit::N,йыла,жұмыс
340,Angelegenheit::N,пӓшӓ,жұмыс
341,Anzahl::N,шот,сан
342,Anzahl::N,шот,саны
343,Art::N,цӹре,түр
344,Stück::N,лаштык,тілім
345,Teil::N,пай,үлес
346,Teil::N,пай,бөлшек
347,Teil::N,часть,үлес
348,Teil::N,часть,бөлшек
349,Hälfte::N,пел,жарты
350,Kreis::N,тӹртӹш,шеңбер
351,Kreuz::N,крестӹ,крест
352,Abstand::N,ло,ара
353,Abstand::N,ло,аралық
354,Entfernung::N,ло,аралық
355,Gegend::N,вӓр,өңір
356,Platz::N,вӓр,орны
357,Ort::N,вӓр,орын
358,Seite::N,öрдӹж,жақ
359,Seite::N,öрдӹж,бүйір
360,Mitte::N,ло,ортасы
361,Gegenstand::N,хӓдӹр,зат
362,Gegenstand::N,хӓдӹр,нәрсе
363,Sache::N,хӓдӹр,бұйым
364,Rand::N,шöр,шет
365,Rand::N,шöр,шеті
366,Kante::N,шöр,қыр
367,Kante::N,шöр,қыры
368,Ecke::N,лык,қыры
369,Ecke::N,лык,бұрыш
370,Spitze::N,вуй,ұшы
371,Ende::N,вуй,аяқ
372,Ende::N,вуй,соңы
373,Ende::N,мычаш,аяқ
374,Ende::N,мычаш,соңы
375,Loch::N,ыраж,тесік
376,Winkel::N,лык,мүйіс
377,Muster::N,тӹрлец,мәнер
378,Größe::N,кӱкшӹц,ауқым
379,Größe::N,кӱкшӹц,көлемдік
380,Länge::N,кыт,бой
381,Länge::N,кыт,ұзындық
382,Höhe::N,кӱкшӹц,жоғарылық
383,Höhe::N,кӱкшӹц,биіктік
384,Gewicht::N,нелӹц,салмақ
385,Menge::N,шот,мөлшер
386,Haufen::N,ара,үйме
387,Haufen::N,ара,үйінді
388,Reihe::N,ряд,сап
389,Boot::N,пыш,қайық
390,Ruder::N,вешлӓ,ескек
391,Schlitten::N,тир,шана
392,Ski::N,ечӹ,шаңғы
393,Lagerfeuer::N,тыл,алау
394,Last::N,нелӹц,ауырлық
395,Last::N,нелӹц,ауыр зат
396,Gang::N,ход,жүріс
397,Schritt::N,ашкыл,адым
398,Norden::N,йыдпелвел,солтүстік
399,Norden::N,йыдпелвел,терістік
400,Süden::N,кечӹвӓлвел,оңтүстік
401,Westen::N,кечӹ шӹцмӹ,батыс
402,Osten::N,ирвел,күншығыс
403,Osten::N,кечӹ лӱлтмӹ,күншығыс
404,Holz::N,пушӓнгӹ,ағаш
405,Holz::N,пушӓнгӹ,сүрек
406,Brett::N,ханга,тақта
407,Platte::N,плитӓ,тақта
408,Stütze::N,цӓрӓк,тіреу
409,Stange::N,равы,қада
410,Stange::N,намаш,қада
411,Stock::N,панды,сойыл
412,Stab::N,равы,сырық
413,Rohr::N,пыч,құбыр
414,Haus::N,пöрт,үй
415,Heim::N,пöрт,үйлі
416,Heim::N,пöрт,шаңырақ
417,Ofen::N,камака,ошақ
418,Ofen::N,камака,пеш
419,Fußboden::N,седӹрӓ,еден
420,Tisch::N,стöл,үстел
421,Stuhl::N,пöкен,орындық
422,Wiege::N,шипкӓ,бесік
423,Bett::N,койка,кереует
424,Bett::N,кравать,кереует
425,Regal::N,полицӓ,сөре
426,Kiste::N,шӱ́ндӹк,жәшік
427,Fenster::N,окня,терезе
428,Tür::N,амаса,есік
429,Tor::N,хапка,дарбаза
430,Zaun::N,забор,дуал
431,Dach::N,левӓш,шатыр
432,Leiter::N,ташкалтыш,саты
433,Leiter::N,ташкалтыш,басқыш
434,Besen::N,сало,сыпырғыш
435,Besen::N,салко,сыпырғыш
436,Spaten::N,кольмы,күрек
437,Schaufel::N,лоток,қалақ
438,Gabel::N,ви́лка,аша
439,Gabel::N,ви́лка,шанышқы
440,Löffel::N,савала,қасық
441,Messer::N,кӹзӹ,пышақ
442,Nagel::N,пыда,мық
443,Nagel::N,пыда,шеге
444,Netz::N,вӓпш,керегекөз
445,Haken::N,крӱк,ілмек
446,Haken::N,кагак,ілмек
447,Griff::N,кычем,сап
448,Griff::N,кычем,тұтқа
449,Schloss::N,замок,құлып
450,Schloss::N,замок,бекіткіш
451,Schloss::N,сыравач,құлып
452,Schloss::N,сыравач,бекіткіш
453,Bild::N,картин,сурет
454,Figur::N,кӓн,тұлға
455,Puppe::N,поханя,қуыршақ
456,Beutel::N,мешӓк,қапшық
457,Bündel::N,топ,байлам
458,Bündel::N,пидӹш,байлам
459,Bündel::N,кӹлдӹш,байлам
460,Tasche::N,сумкы,дорба
461,Eimer::N,ведӹрӓ,шелек
462,Deckel::N,комдыш,жапқыш
463,Geschirr::N,ӓтӹ,ыдыс
464,Sack::N,мешӓк,қап
465,Tasse::N,цӓшкӓ,шыныаяқ
466,Topf::N,ми́ска,кәстрөл
467,Kessel::N,пад,қазан
468,Essen::N,качкыш,ас
469,Essen::N,качкыш-йӱш,ас
470,Nahrung::N,качкыш,ас
471,Nahrung::N,качкыш,тамақ
472,Nahrung::N,качкыш-йӱш,ас
473,Nahrung::N,качкыш-йӱш,тамақ
474,Speise::N,няня,тағам
475,Fleisch::N,пай,ет
476,Getreide::N,киндӹ,дәнді
477,Brei::N,шӹрӓш,ботқа
478,Brot::N,сыкыр,күлше
479,Scheibe::N,ламыт,тілім
480,Scheibe::N,лаштык,тілім
481,Fett::N,кая,май
482,Butter::N,ӱ,май
483,Öl::N,ӱ,май
484,Salz::N,санзал,тұз
485,Suppe::N,лем,көже
486,Honig::N,мӱ,бал
487,Milch::N,шӹшер,сүт
488,Tee::N,чӓй,шай
489,Leder::N,шарга,көн
490,Leder::N,кавашты,көн
491,Wolle::N,миж,жүн
492,Stoff::N,матер,мата
493,Stoff::N,матер,кездеме
494,Stoff::N,матери,мата
495,Stoff::N,матери,кездеме
496,Nadel::N,им,ине
497,Faden::N,шӹртӹ,жіп
498,Knopf::N,полдыш,түйме
499,Knoten::N,пӱкшем,түйін
500,Farbe::N,чиӓ,рең
501,Farbe::N,крӓскӓ,рең
502,Kleidung::N,выргем,киім
503,Hemd::N,тыгыр,жейде
504,Kragen::N,шӱ,жаға
505,Ärmel::N,шокш,жең
506,Hose::N,ялаш,шалбар
507,Gürtel::N,ӹштӹ,белбеу
508,Mütze::N,упш,қалпақ
509,Schuh::N,ту́фльы,кебіс
510,Stiefel::N,кем,етік
511,Ring::N,шӓргӓш,жүзік
512,Band::N,лемтӓ,таспа
513,Kamm::N,шерге,тарақ
514,Spiegel::N,тӹгӹр,айна
515,Riemen::N,прӓжӓ,қайыс
516,Schnur::N,кӓндӹра,жіп
517,Leine::N,керем,тізгін
518,Decke::N,одеял,көрпе
519,Kissen::N,кӹпцӹк,жастық
520,Tuch::N,савыц,орамал
521,Handtuch::N,шӹргӹсавыц,сүлгі
522,Handtuch::N,шӹргӹмсавыц,сүлгі
523,Kraft::N,ви,қуат
524,Kraft::N,ви,қарқын
525,Kraft::N,ви,әл-шама
526,Kraft::N,ви,әл-дәрмен
527,Stärke::N,ви,әл
528,Stärke::N,ви,күш
529,Gesundheit::N,шу,денсаулык
530,Gesundheit::N,шулык,денсаулык
531,Krankheit::N,мыж,ауру
532,Schmerz::N,карштыш,ауру
533,Wunde::N,шушыр,зақым
534,Wunde::N,шушыр,жарақат
535,Fieber::N,ӱштӹмыж,безгек
536,Fieber::N,ӱштӹмыж,қалтырау
537,Fieber::N,ӱштӹмыж,қызу көтерілуі
538,Arznei::N,лекӓрцӹ,дәрі
539,Arznei::N,лекӓрцӹ,дәрі-дәрмек
540,Brücke::N,кӹвер,көпір
541,Brunnen::N,вӹдсӹнзӓ,құдық
542,Weide::N,ныр,өріс
543,Weide::N,ныр,жайылым
544,Pfad::N,ялгорны,жол
545,Weg::N,корны,жол
546,Straße::N,корны,жол
547,Dorf::N,сола,ауыл
548,Stadt::N,города,қала
549,Stadt::N,города,шаһар
550,Brief::N,сирмӓш,хат
551,Brief::N,сирмӓш,жазу
552,Buch::N,книгӓ,кітап
553,Buchstabe::N,буква́,әріп
554,Buchstabe::N,буква́,қаріп
555,Zeitung::N,газет,газет
556,Zeitung::N,кайзет,газет
557,Leben::N,житя,өмір
558,Leben::N,житя,тіршілік
559,Tod::N,смöрт,опат
560,Grab::N,шӹгер,мола
561,Grab::N,шӹгер,мазар
562,Grab::N,мыгилӓ,мола
563,Grab::N,мыгилӓ,мазар
564,Grab::N,шӹгерлӓ,мола
565,Grab::N,шӹгерлӓ,мазар
566,Kirche::N,церкӹ,шіркеу
567,Sünde::N,сулык,күнә
568,Gott::N,йымы,алла
569,Gott::N,йымы,құдай
570,Gott::N,йымы,тәңірі
571,Gott::N,йымы,пәруардігер
572,Gott::N,йымы,жаратқан тәңірі
573,Arbeiter::N,пӓшӓзӹ,жүмысшы
574,Chef::N,вуй,басшы
575,Chef::N,вуй,жұмыс басқарушысы
576,Meister::N,мастар,шебер
577,Meister::N,мастар,өнерпаз
578,Arzt::N,доктор,дәрігер
579,Lehrer::N,тымдышы,мұғалім
580,Geld::N,окса,пұл
581,Geschäft::N,торге́йӹмӓш,бизнес
582,Laden::N,лапка,дүкен
583,Laden::N,магазин,дүкен
584,Preis::N,ӓк,ақы
585,Preis::N,ӓк,құны
586,Preis::N,ӓк,нарық
587,Ware::N,товар,тауар
588,Nutzen::N,пайда,пайда
589,Reichtum::N,перке,бақ-дәулет
590,Welt::N,сӓндӓлӹк,әлем
591,Welt::N,сӓндӓлӹк,жиһан
592,Welt::N,свет,әлем
593,Welt::N,свет,жиһан
594,Land::N,сӓндӓлӹк,аймақ
595,Staat::N,кугижӓншӹ,мемлекет
596,König::N,король,патша
597,Macht::N,власть,өкімет
598,Macht::N,власть,қожалық
599,Grenze::N,пӹсмӓн,шек
600,Krieg::N,вырсы,соғыс
601,Feind::N,тышман,жау
602,Feind::N,тышман,дұшпан
603,Gewalt::N,ви,зорлык
604,Gewalt::N,ви,зорлық-зомбылык
605,Kampf::N,кредӓлмӓш,күрес
606,Kampf::N,кредӓлмӓш,алыспақ
607,Bogen[Waffe]::N,янгеж,саржа
608,Pfeil::N,пикш,жебе
609,Gewehr::N,пичӓл,қару
610,Fehler::N,самынь,әбес
611,Fehler::N,самынь,қаталық
612,Lüge::N,шая,өтірік
613,Schaden::N,вре́дӓ,зиян
614,Schaden::N,вре́дӓ,зарар
615,Unglück::N,пёда,пәле
616,Unglück::N,пёда,қасырет
617,Unglück::N,пёда,ауыртпалық
618,Unglück::N,тымаша,пәле
619,Unglück::N,тымаша,қасырет
620,Unglück::N,тымаша,ауыртпалық
621,Schuld::N,вуйнамат,айыптылық
622,Alter::N,иӓш,жас
623,Alter::N,иӓш,жас шамасы
624,Alter::N,игечӹ,жас
625,Alter::N,игечӹ,жас шамасы
626,Schluss::N,пӹтӓртӹш,ада
627,Schluss::N,пӹтӓртӹш,бітуі
628,Zeit::N,веремӓ,уақыт
629,Tag::N,кечӹ,күн
630,Morgen::N,ир,таң
631,Morgen::N,ир,таңертең
632,Morgen::N,ирок,таң
633,Morgen::N,ирок,таңертең
634,Mittag::N,кечӹвӓл,талтүс
635,Abend::N,вады,кеш
636,Nacht::N,йыд,түн
637,Woche::N,ӓрня,апта
638,Monat::N,тӹ́лзӹ,ай
639,Jahr::N,год,жыл
640,Frühling::N,шошым,көктем
641,Sommer::N,кӓнгӹж,жаз
642,Herbst::N,шӹжӹ,күз
643,Winter::N,тел,қыс
644,Winter::N,телӹ,қыс
645,Januar::N,январ,каңтар
646,Januar::N,январь,каңтар
647,Februar::N,февраль,ақпан
648,März::N,март,наурыз
649,April::N,апрель,сәуір
650,Mai::N,май,мамыр
651,Juni::N,июнь,маусым
652,Juli::N,июль,шілде
653,August::N,август,сүмбіле
654,August::N,август,тамыз
655,September::N,сентябрь,қыркүйек
656,Oktober::N,октябрь,ақырап
657,November::N,ноябрь,қараша
658,Dezember::N,декавыр,желтоқсан
659,Montag::N,шачмы,дүйсенбі
660,Dienstag::N,кышкыжмы,сейсенбі
661,Mittwoch::N,вӹрчегӹ,сәрсенбі
662,Donnerstag::N,изӓрня,бейсенбі
663,Freitag::N,когарня,жұма
664,Samstag::N,кукшыгечӹ,сенбі
665,Sonntag::N,рушӓрня,жексембі
666,groß::A,кого,алпамсадай
667,klein::A,изи,кішкене
668,klein::A,изи,қарғадай
669,lang::A,кужы,сопақ
670,lang::A,кужы,сорайған
671,kurz::A,кӹтӹк,кеспелтек
672,breit::A,кымда,айдынды
673,schmal::A,ӓнгӹсӹр,қысық
674,dicht::A,шӹре,жиі
675,dick[Gegenstand]::A,кӹжгӹ,шомбал
676,dünn::A,вӹцкӹж,жұқа
677,dünn::A,вӹцкӹж,жіңішке
678,fein::A,пыльга,қаңылтақ
679,fest::A,цаткыды,берік
680,fest::A,цаткыды,мызғымас
681,flach::A,тӓлякӓ,жалпак
682,glatt::A,ягылгы,типыл
683,hart::A,пингӹдӹ,қатты
684,weich::A,пышкыды,жұмсақ
685,rund::A,тӹртӹш,домалақ
686,spitz::A,кашар,үшкір
687,scharf::A,кашар,сүйрік
688,stumpf::A,нӹшкӹ,доғал
689,stumpf::A,нӹшкӹ,өтпейтін
690,schwer::A,нелӹ,салмақты
691,schön::A,цевер,сұлу
692,schön::A,олмыдшы,сұлу
693,heiß::A,шокшы,ыссы
694,warm::A,шокшы,жылы
695,kalt::A,ӱштӹ,аязды
696,kühl::A,юалгы,салқын
697,kühl::A,йонгата,салқын
698,frisch::A,йонгата,таза
699,frisch::A,йонгата,жаңа
700,feucht::A,ӹлӹкшӹ,нам
701,feucht::A,ӹлӹкшӹ,дымқылды
702,feucht::A,вӹдӹжгӹ,нам
703,feucht::A,вӹдӹжгӹ,дымқылды
704,nass::A,начкы,сулы
705,trocken::A,кукшы,құрғақ
706,voll::A,темшӹ,толы
707,voll::A,темыман,толы
708,leer::A,йӓрӓ,бос
709,offen::A,виш,ашып қойылған
710,geschlossen::A,чӱчмӹ,жабулы
711,geschlossen::A,тӹкӹлӓлтшӹ,жабулы
712,sauber::A,ире,дақсыз
713,sauber::A,ире,мұнтаздай
714,schmutzig::A,шоран,айғыз
715,schmutzig::A,шоран,сатпақ
716,schmutzig::A,шоран,сатал-сатал
717,schmutzig::A,лявӹрӓн,айғыз
718,schmutzig::A,лявӹрӓн,сатпақ
719,schmutzig::A,лявӹрӓн,сатал-сатал
720,schmutzig::A,шорангшы,айғыз
721,schmutzig::A,шорангшы,сатпақ
722,schmutzig::A,шорангшы,сатал-сатал
723,roh::A,пеле кӱшӹ,шикі
724,reif::A,кӱшӹ,піскен
725,lecker::A,тотан,дәмді
726,süß::A,мӱӓн,тәтті
727,bitter::A,качы,ащы
728,sauer::A,шапы,қышқыл
729,hell::A,соты,жарық
730,hell::A,соты,жарқын
731,hell::A,валгыды,жарық
732,hell::A,валгыды,жарқын
733,dunkel::A,пӹц,қараңғы
