,Concept_ID,uk,kv
810,verschwinden::V,щезнути,ӧшны
811,verschwinden::V,зникнути,ӧшны
812,sinken::V,спадати,ямны
813,abnehmen::V,поменшитися,ямны
814,zunehmen::V,збільшуватися,паськавны
815,steigen::V,підніматися,лэбтiсьны
816,wachsen::V,рости,быдмыны
817,glänzen::V,блищати,свиттявны
818,funkeln::V,блискати,югйовтлыны
819,funkeln::V,блискати,югйӧв-керны
820,lärmen::V,шуміти,чавзыны
821,läuten::V,дзвонити,диньгыны
822,klingeln::V,дзвонити,силькӧтны
823,klirren::V,дзвякати,жольӧтны
824,brausen::V,бушувати,гуасьны
825,rauschen::V,шелестіти,кышӧтны
826,klingen::V,лунати,горавны
827,klingen::V,звучати,горавны
828,bellen::V,гавкати,увтны
829,bellen::V,гавкати,вувтны
830,heulen::V,вити,уннявны
831,blasen::V,дунути,пӧлявны
832,pfeifen::V,свистіти,пиксыны
833,schreien::V,кричати,айзыны
834,stöhnen::V,стогнати,ойзыны
835,stöhnen::V,стогнати,ружтыны
836,zittern::V,тремтіти,легьявны
837,leben::V,жити,овны
838,geboren werden::V,народитися,шогмыны
839,atmen::V,дихати,лолавны
840,trinken::V,пити,юны
841,essen::V,їсти,сёйны
842,schlucken::V,ковтати,ньылавны
843,müde werden::V,втомитися,мыдзны
844,einschlafen::V,заснути,ланьтны
845,schlafen::V,спати,узьны
846,aufwachen::V,прокинутися,саймыны
847,aufwachen::V,прокинутися,пальмыны
848,aufstehen::V,встати,сувтны
849,sich erholen::V,відпочивати,шоччисьлыны
850,krank werden::V,захворіти,моржитны
851,krank sein::V,хворіти,шогавны
852,krank sein::V,хворіти,визьӧтны
853,schmerzen::V,боліти,висьны
854,husten::V,кашляти,кашляйтны
855,genesen::V,одужати,бурдны
856,genesen::V,видужати,бурдны
857,sterben::V,померти,кувны
858,umkommen::V,згинути,вийсьыны
859,sich bewegen::V,рухатися,локны
860,sich bewegen::V,рухатися,ветлӧтны
861,sich rühren::V,ворушитися,вӧрзьӧтчыны
862,sich erheben::V,встати,сувтны
863,sich setzen::V,сісти,пуксьыны
864,hinfallen::V,упасти,пӧрласьны
865,laufen::V,ходити,мунны
866,schreiten::V,крокувати,тальччавны
867,spazierengehen::V,гуляти,котрасьны
868,eilen::V,спішити,тэрмасьны
869,sich beeilen::V,поспішати,тэрмасьны
870,sausen::V,мчатися,вирдавны-котӧртны
871,rennen::V,бігати,
872,springen::V,скакати,чеччавны
873,springen::V,стрибати,чеччавны
874,klettern::V,лазити,кышасьны
875,schaukeln::V,гойдатися,чурликасьны
876,kriechen::V,повзати,кыскасьны-мунны
877,schwimmen::V,пливти,вартчыны
878,schwimmen::V,плавати,вартчыны
879,tauchen::V,пірнати,сунгисьны ваӧ
880,rudern::V,гребти,сынны
881,rudern::V,веслувати,сынны
882,fahren::V,їхати,мунны
883,fliegen::V,літати,лэбавны
884,gehen::V,іти,мунны
885,weggehen::V,піти,мунны
886,abfahren::V,від’їхати,иньдӧтчыны
887,abfahren::V,від’їхати,мунны
888,abfahren::V,відправитися,иньдӧтчыны
889,abfahren::V,відправитися,мунны
890,anhalten::V,зупинитися,сувтны
891,hineingehen::V,входити,пырны
892,eintreten::V,увійти,пырны
893,kommen::V,прийти,локны
894,ankommen::V,прибути,локны
895,zurückkommen::V,повернутися,бертны
896,zurückkommen::V,повернутися,панӧвтсьыны
897,bleiben::V,залишитися,кольччыны
898,warten::V,чекати,видзчисьны
899,erwarten::V,чекати,видзчисьны
900,suchen::V,шукати,кошшыны
901,finden::V,знайти,адззыны
902,versuchen::V,випробовувати,пондыны
903,versuchen::V,випробовувати,пондӧтны
904,vorbereiten::V,підготувати,лӧсьӧтны
905,lieben::V,любити,милуйтны
906,mögen::V,любити,радейтны
907,mögen::V,подобатися,радейтны
908,lachen::V,сміятися,серавны
909,rühren::V,розчулити,сьӧлӧм вӧрзьӧтны
910,weinen::V,плакати,горзыны
911,schimpfen::V,лаятися,видчыны
912,sich ärgern::V,сердитися,лёкавны
913,sich fürchten::V,боятися,повны
914,fürchten::V,боятися,повны
915,fliehen::V,тікати,пышшыны
916,flüchten::V,утекти,пышшыны
917,sehen::V,бачити,адззыны
918,anschauen::V,поглянути,видзӧтны
919,ansehen::V,дивитися на,видзӧтны
920,hören::V,чути,кывны
921,zuhören::V,слухати,кывзыны
922,probieren::V,покуштувати,пешлыны
923,riechen::V,нюхати,дукавны
924,fühlen::V,відчувати,кывны
925,scheinen::V,здаватися,декуйтчыны
926,zu sehen sein::V,виднітися,тыдавны
927,vernehmen::V,почути,тӧдмавны
928,frieren::V,мерзнути,гегдыны
929,tun::V,робити,керны
930,können::V,могти,вермыны
931,wollen::V,хотіти,мӧдны
932,anfangen::V,почати,петны
933,beenden::V,закінчити,ештӧтны
934,beenden::V,закінчити,керыштны
935,aufhören::V,перестати,дугдыны
936,gelingen::V,вдатися,шогмыны
937,geraten::V,опинитися,мыччисьны
938,öffnen::V,відкрити,осьтны
939,schließen::V,закрити,пӧднавны
940,stellen::V,поставити,сувтӧтны
941,setzen::V,посадити,пуксьӧтны
942,legen::V,класти,пуктыны
943,berühren::V,чіпати,вӧрзьӧтны
944,verbinden::V,зв’язати,йитны
945,bedecken::V,покрити,вевттьыны
946,aufhängen::V,повісити,ӧшӧтны
947,anzünden::V,запалити,ӧзтыны
948,aufheben::V,підняти,лэбтыны
949,zurücklassen::V,залишити,кольны
950,verlieren::V,загубити,ӧштыны
951,fallen lassen::V,упустити,уськӧтны
952,machen::V,зробити,керны
953,herstellen::V,виготовити,вӧчны
954,bauen::V,будувати,строитны
955,reparieren::V,лагодити,вочны
956,verbessern::V,поліпшити,бурсьӧтны
957,ändern::V,змінити,вежны
958,graben::V,копати,гарйыны
959,beugen::V,зігнути,кусіньтны
960,biegen::V,погнути,чукыльтыштны
961,drehen::V,вертіти,бергӧтны
962,wenden::V,повернути,бергӧтны
963,umdrehen::V,перевернути,бергӧтны
964,heben::V,піднімати,лэбтыны
965,hochheben::V,підняти,лэбтыны
966,ergreifen::V,схопити,кватитны
967,halten::V,тримати,видзны
968,drücken::V,натискати,личкыны
969,schieben::V,пхати,тойлавны
970,schieben::V,штовхати,тойлавны
971,kratzen::V,шкребти,шаркӧтны
972,lecken::V,лизати,нювны
973,beißen::V,кусати,йирны
974,abreißen::V,відірвати,орӧтны
975,abschneiden::V,відрізати,шӧрыштны
976,abschneiden::V,відрізати,вундыштны
977,binden::V,в’язати,гӧрдззыны
978,stecken::V,увіткнути,мӧртны
979,brechen::V,зламати,жугдыны
980,klopfen::V,стукати,зукӧтны
981,hauen::V,бити,желльыны
982,kleben::V,клеїти,лякӧтны
983,reiben::V,терти,зыртны
984,streichen::V,намазати,мавтны
985,schleifen::V,точити,кыскыны
986,schneiden::V,різати,вундавны
987,rütteln::V,хитати,шатлавны
988,schütteln::V,трясти,зыбӧтны
989,schwenken::V,махати,ӧвтны
990,schwenken::V,махати,макайтны
991,schütten::V,налити,кисьтны
992,füllen::V,наповнити,тыртны
993,füllen::V,наповнити,тырсьӧтны
994,einwickeln::V,загорнути,тубны
995,tragen::V,нести,новйӧтны
996,schleppen::V,тягти,кыскыны
997,ziehen::V,тягнути,кыскыны
998,aufbewahren::V,зберігати,видзны
999,werfen::V,кидати,шентывлыны
1000,fangen::V,ловити,кутны
1001,packen::V,схопити,кутасьны
1002,packen::V,схопити,кватитны
1003,verstecken::V,сховати,дзебны
1004,teilen::V,розділити,торйӧтны
1005,schicken::V,посилати,иньдыны
1006,bringen::V,принести,вайны
1007,hinzufügen::V,додати,содтыны
1008,bekommen::V,дістати,получитны
1009,erhalten::V,одержати,получитны
1010,nehmen::V,взяти,босьтны
1011,wählen::V,вибрати,бӧрйыны
1012,auswählen::V,відібрати,бӧрйыны
1013,bewahren::V,зберегти,видзны
1014,behindern::V,перешкоджати,падтыны
1015,verderben::V,зіпсувати,изводавны
1016,beschädigen::V,зашкодити,паздыны
1017,zerbrechen::V,розбити,паздыны
1018,zerreißen::V,розірвати,косявны
1019,zerstören::V,зруйнувати,паздыны
1020,verbrennen::V,спалити,сотны
1021,geben::V,дати,сетны
1022,reichen::V,передати,сетны
1023,schenken::V,дарувати,козьнавны
1024,versprechen::V,обіцяти,кӧсйыны
1025,wünschen::V,бажати,бурсьыны
1026,loben::V,хвалити,ошкыны
1027,küssen::V,цілувати,окавны
1028,wiegen::V,качати,тюттьӧтны
1029,zudecken::V,накрити,вевттьыны
1030,wecken::V,розбудити,саймӧтны
1031,zeigen::V,показати,мыччавны
1032,führen::V,вести,нуӧтны
1033,lehren::V,вчити,велӧтны
1034,unterrichten::V,викладати,велӧтны
1035,aufziehen::V,виховати,быдтыны
1036,leiten::V,керувати,юравны
1037,leiten::V,керувати,веськӧтлыны
1038,antreiben::V,підганяти,тэрмӧтны
1039,lassen::V,змусити,-ӧтыны
1040,einladen::V,запросити,корны
1041,vereinigen::V,об’єднати,ӧтувтны
1042,vereinigen::V,об’єднати,ӧтлаавны
1043,besuchen::V,завітати,пыравлыны
1044,besuchen::V,відвідати,пыравлыны
1045,treffen::V,зустріти,пантавны
1046,sich versammeln::V,зібратися,ӧксьыны
1047,spielen::V,грати,орсны
1048,singen::V,співати,сьывны
1049,tanzen::V,танцювати,йӧктыны
1050,sich trennen::V,розлучитися,торьясьны
1051,verlassen::V,покинути,кольны
1052,retten::V,врятувати,мынтны
1053,bewachen::V,охороняти,смекайтны
1054,schützen::V,уберігати,дорйыны
1055,verteidigen::V,захистити,дорйыны
1056,sich schlagen::V,битися,тышкасьны
1057,sich schlagen::V,дратися,тышкасьны
1058,schießen::V,стріляти,лыйны
1059,siegen::V,перемогти,вермыны
1060,ärgern::V,сердити,лӧгӧтны
1061,schlagen::V,ударити,базнитны
1062,treten::V,штовхати,чужьявны
1063,stechen::V,вколоти,бытшкыны
1064,stoßen::V,штовхнути,тапкыны
1065,stoßen::V,штовхнути,тойыштны
1066,stehlen::V,украсти,гусявны
1067,stören::V,перешкодити,костіавны
1068,belästigen::V,докучати,назыляйтны
1069,verbergen::V,сховати,дзебны
1070,täuschen::V,обдурити,бӧбӧтны
1071,täuschen::V,обдурити,пӧрьявны
1072,betrügen::V,зшахраювати,муклачитны
1073,töten::V,убити,вийны
1074,wohnen::V,жити,овны
1075,wohnen::V,мешкати,овны
1076,arbeiten::V,працювати,уджавны
1077,sammeln::V,зібрати,ӧктыны
1078,pflücken::V,зривати,судзлавны
1079,jagen::V,полювати,вӧравны
1080,fischen::V,рибалити,чериавны
1081,fassen::V,піймати,кутны
1082,hüten::V,пасти,вердны
1083,hüten::V,пасти,йирсьӧтны
1084,treiben::V,гнати,вашӧтны
1085,anbinden::V,прив’язати,кӧртавны
1086,füttern::V,годувати,вердны
1087,füttern::V,харчувати,вердны
1088,melken::V,доїти,высьтыны
1089,melken::V,доїти,чилькӧтны
1090,hacken::V,рубати,керавны
1091,gießen::V,полити,киськавны
1092,reifen::V,дозріти,кисьмыны
1093,zubereiten::V,зготовити,лӧсьӧтны
1094,zubereiten::V,приготувати,лӧсьӧтны
1095,kochen::V,варити,пуны
1096,kochen::V,готувати,пуны
1097,backen::V,пекти,пӧжавны
1098,braten::V,смажити,жаритны
1099,umrühren::V,переміщати,соравны
1100,stricken::V,в’язати,домавны
1101,nähen::V,шити,вурны
1102,färben::V,пофарбувати,краситны
1103,reinigen::V,очистити,весӧтны
1104,waschen::V,мити,пеславны
1105,abwischen::V,витерти,чышкыны
1106,spülen::V,полоскати,гывьявны
1107,fegen::V,підмітати,чышкыны
1108,kehren::V,мести,чышкыны
1109,baden::V,купатися,купайтчыны 
1110,sich waschen::V,митися,миссьыны
1111,ausziehen::V,зняти,гыжтӧтны
1112,ausziehen::V,зняти,пӧрччавны
1113,anziehen::V,надіти,пасьтавны
1114,sich anziehen::V,одягтися,пасьтасьны
1115,sich anziehen::V,одягнутися,пасьтасьны
1116,kämmen::V,зачесати,сынавны
1117,schmücken::V,оздобити,баситны
1118,sagen::V,сказати,висьтавны
1119,sprechen::V,говорити,шуны
1120,reden::V,розмовляти,баитны
1121,sich unterhalten::V,бесідувати,сёрнитны
1122,fragen::V,запитати,юавны
1123,bitten::V,просити,корны
1124,erzählen::V,розповісти,висьтавны
1125,mitteilen::V,повідомити,висьтавны
1126,nennen::V,назвати,нимтны
1127,rufen::V,кликати,китсавны
1128,rufen::V,кликати,корны
1129,rufen::V,кликати,чукӧстны
1130,prahlen::V,хвалитися,ошшасьны
1131,übersetzen::V,перекласти,вуджӧтны
1132,denken::V,думати,чайтны
1133,denken::V,мислити,чайтны
1134,glauben::V,вірити,веритны
1135,bemerken::V,помітити,казявны
1136,erkennen::V,пізнати,тӧдсавны
1137,begreifen::V,осягнути,вежӧртны
1138,verstehen::V,почути,кывны
1139,lernen::V,навчатися,велӧтчыны
1140,wissen::V,знати,тӧдны
1141,sich erinnern an::V,пам’ятати,касьтывны
1142,vergessen::V,забути,вунӧтны
1143,messen::V,міряти,меряйтны
1144,zählen::V,лічити,лыддьыны
1145,rechnen::V,рахувати,лыддьыны
1146,lesen::V,читати,лыддьӧтны
1147,malen::V,малювати,
1148,zeichnen::V,рисувати,гижмавны
1149,schreiben::V,писати,гижны
1150,besitzen::V,мати,лоны
1151,kaufen::V,купити,небны
1152,verkaufen::V,продати,вузавны
1153,bezahlen::V,заплатити,вештыны
1154,zahlen::V,платити,вештыны
1155,beherrschen::V,володіти,
1156,ertragen::V,витерпіти,терпитны
