,Concept_ID,cs,lbe
758,dann::ADV,pak,яла
759,dann::ADV,potom,яла
760,gestern::ADV,včera,лахьхьу
761,einst::ADV,kdysi,
762,damals::ADV,tehdy,та чӏумал
763,damals::ADV,tenkrát,та чӏумал
764,danach::ADV,podle toho,яла
765,vorher::ADV,dříve,хьхьнчӏ
766,vorher::ADV,dříve,хьхьичӏва
767,vorher::ADV,napřed,хьхьнчӏ
768,vorher::ADV,napřed,хьхьичӏва
769,zuerst::ADV,nejprve,бакӏрай
770,zuerst::ADV,nejprve,цӏу бутӏуй
771,zuerst::ADV,nejdříve,бакӏрай
772,zuerst::ADV,nejdříve,цӏу бутӏуй
773,einmal::ADV,jednou,цал
774,manchmal::ADV,někdy,ваксса-таксса
775,oft::ADV,často,чӏявуну
776,immer::ADV,vždy,мудан
777,immer::ADV,vždy,даиман
778,immer::ADV,stále,мудан
779,immer::ADV,stále,даиман
780,niemals::ADV,nikdy,тачӏав
781,hier::ADV,zde,шикку
782,hier::ADV,tady,шикку
783,hierhin::ADV,sem,шиккун
784,von hier::ADV,odtud,шичча
785,dort::ADV,tam,гикку
786,dorthin::ADV,tam,тиккун
787,geradeaus::ADV,rovně,тӏайланм
788,vorwärts::ADV,kupředu,хьхьичӏунмай
789,rückwärts::ADV,zpět,махъа-хьхьичӏунмай
790,zurück::ADV,zpět,махъунмай
791,zurück::ADV,nazpět,махъунмай
792,unten::ADV,dole,лув
793,hinab::ADV,dolů,бакӏ-ялавай
794,hinab::ADV,dolů,бакӏъялавай
795,oben::ADV,nahoře,ялув
796,oben::ADV,navrchu,ялув
797,hinauf::ADV,nahoru,лавай
798,überall::ADV,všude,гьариий
799,überall::ADV,všude,хьу-хьуний
800,überall::ADV,všude,гьарца кӏанай
801,nicht::ADV,ne,къа-
802,ein wenig::ADV,trochu,чанни
803,ein wenig::ADV,trochu,ца чансса
804,kaum::ADV,sotva,дахьа
805,sehr::ADV,velmi,оьну
806,sehr::ADV,velmi,гужну
807,sehr::ADV,velmi,хъинну
808,sehr::ADV,velice,оьну
809,sehr::ADV,velice,гужну
810,sehr::ADV,velice,хъинну
811,so::ADV,tak,укукн
812,so::ADV,takto,укукн
813,noch::ADV,ještě,гьала
814,noch::ADV,ještě,уттигу
815,noch::ADV,ještě,цакьинва
816,noch::ADV,ještě,ттигу-шилагу
817,nur::ADV,jen,анжагь
818,nur::ADV,jenom,анжагь
819,schon::ADV,už,
820,schon::ADV,již,
821,wieder::ADV,zase,цӏуницӏа
822,vergebens::ADV,marně,аьдада
823,vergebens::ADV,marně,нахӏакь
824,vor::PRP,před,хьхьичӏ
825,hinter::PRP,za,махъ
826,unter::PRP,pod,лув
827,durch::PRP,skrz,-х
828,neben::PRP,vedle,чӏарав
829,zwischen::PRP,mezi,дянив
830,wegen::PRP,pro,цӏаний
831,dies::PRN,toto,ва
832,dies::PRN,tohle,ва
833,das::PRN,to,та
834,das::PRN,to,кӏа
835,das::PRN,to,га
836,alles::PRN,všechno,щала
837,ich::PRN,já,на
838,du::PRN,ty,ина
839,er::PRN,on,му
840,wir::PRN,my,жу
841,ihr::PRN,vy,зу
842,sie::PRN,oni,
843,was::FPRN,co,ци
844,wer::FPRN,kdo,цу
845,wo::FADV,kde,чув
846,wohin::FADV,kam,чун
847,wie::FADV,jak,цукун
848,warum::FADV,proč,цан
849,wieviel::FNUM,kolik,циксса
850,eins::NUM,jeden,ца
851,zwei::NUM,dva,кӏива
852,drei::NUM,tři,шамма
853,vier::NUM,čtyři,мукьа
854,vier::NUM,čtyři,мукьва
855,fünf::NUM,pět,ххюва
856,sechs::NUM,šest,ряхва
857,sieben::NUM,sedm,арула
858,acht::NUM,osm,мяйва
859,neun::NUM,devět,урчӏва
860,zehn::NUM,deset,ацӏва
861,elf::NUM,jedenáct,ацӏния цава
862,zwölf::NUM,dvanáct,ацӏиия кӏива
863,zwanzig::NUM,dvacet,кьува
864,dreißig::NUM,třicet,зувира
865,vierzig::NUM,čtyřicet,мукьцӏала
866,fünfzig::NUM,padesát,ххюцӏала
867,sechzig::NUM,šedesát,ряхцӏала
868,siebzig::NUM,sedmdesát,
869,achtzig::NUM,osmdesát,мяйцӏала
870,neunzig::NUM,devadesát,урчӏцӏала
871,hundert::NUM,sto,ттурш
872,hundert::NUM,sto,ттуршва
873,tausend::NUM,tisíc,азарва
874,und::CNJ,a,-гу
875,oder::CNJ,nebo,я
876,oder::CNJ,nebo,ягу
877,stehen::V,stát,ацӏан
878,sitzen::V,sedět,щяивкӏун икӏан
879,liegen::V,ležet,утту нвхьуну икӏан
880,hängen::V,viset,зурчӏай тӏун
881,werden::V,stát se,хьун
882,passieren::V,stát se,хьун
883,beginnen::V,počít,дайдишин
884,beginnen::V,počít,дайдирхьуну дикӏан
885,enden::V,končit,къуртал дан
886,enden::V,skončit,къуртал дан
887,wechseln::V,měnit se,даххана хьун
888,wechseln::V,měnit se,даххана дуллан
889,aufgehen[Sonne]::V,vyjít,буклай бур
890,untergehen[Sonne]::V,zapadnout,лаглай бур
891,scheinen[Sonne]::V,svítit,битан
892,scheinen[Sonne]::V,svítit,чани буллан
893,donnern::V,hřmět,тӏий бур
894,wehen::V,vát,бишлай бур
895,wehen::V,vanout,бишлай бур
896,strömen::V,proudit,экьинан
897,fließen::V,téct,экьинан
898,sich drehen::V,točit se,гьанан
899,schwanken::V,kolísat,хъюлчу тӏун
900,schwanken::V,kolísat,хӏуркку тӏун
901,schwanken::V,houpat se,хъюлчу тӏун
902,schwanken::V,houpat se,хӏуркку тӏун
903,schwingen::V,kývat se,хъюлчай тӏун
904,schwingen::V,kývat se,хъюлчу тӏун
905,fallen::V,padat,багьлан
906,brennen::V,hořet,ччучлан
907,rauchen::V,kouřit,пуркӏу тӏун
908,regnen::V,pršet,лачӏун
909,regnen::V,pršet,лачIлай дур
910,gefrieren::V,zamrznout,микӏ лачӏун
911,tauen::V,tát,баслан
912,schmelzen::V,tavit,баслан
913,trocknen::V,schnout,кьакьан
914,sieden::V,vřít,щаран
915,faulen::V,hnít,аьллан
916,verfaulen::V,shnít,аьллан
917,verfaulen::V,shnít,аьян
918,reißen::V,roztrhat se,ххя дукан
919,versinken::V,topit se,оькьлан
920,versinken::V,topit se,оькьан
921,versinken::V,ponořit se,оькьлан
922,versinken::V,ponořit se,оькьан
923,vergehen::V,plynout,лялиян
924,erscheinen::V,objevit se,буккан
925,erscheinen::V,objevit se,загьир хьун
926,verschwinden::V,zmizet,бат хьун
927,verschwinden::V,zmizet,акъа хьун
928,sinken::V,klesat,чахь учин
929,abnehmen::V,ubýt,чан хьун
930,abnehmen::V,ubýt,ссуссукьу хьун
931,zunehmen::V,přibýt,гьарза хьун
932,steigen::V,stoupat,гьаз хьун
933,wachsen::V,růst,ххяххан
934,glänzen::V,lesknout se,цӏай буккан
935,funkeln::V,jiskřit se,цӏай-цӏай тӏун
936,lärmen::V,dělat hluk,чӏу буллан
937,lärmen::V,dělat hluk,аьлагъужа буллан
938,läuten::V,zvonit,занг ришлан
939,läuten::V,zvonit,занг дуллан
940,klingeln::V,zvonit,занг ришлан
941,klingeln::V,zvonit,занг дуллан
942,klirren::V,řinčet,
943,brausen::V,hučet,никъащилан
944,rauschen::V,šumět,щурщур тӏун
945,klingen::V,znít,чӏу буклан
946,bellen::V,štěkat,хӏап тӏун
947,heulen::V,výt,
948,blasen::V,foukat,уф тӏун
949,pfeifen::V,pískat,щютӏа тӏун
950,schreien::V,křičet,чӏу бан
951,stöhnen::V,sténat,угь-къак тӏун
952,zittern::V,třást se,зурзу чин
953,zittern::V,třást se,зурзу тӏун
954,leben::V,žít,ялапар хъанан
955,geboren werden::V,rodit se,ан
956,atmen::V,dýchat,ссихӏ ласлан
957,atmen::V,dýchat,ссихӏ бигьлан
958,trinken::V,pít,хӏачӏан
959,trinken::V,pít,хӏачӏлан
960,essen::V,jíst,канан
961,schlucken::V,polykat,кьюлтӏа тӏун
962,müde werden::V,unavit se,аьхчӏин
963,einschlafen::V,usnout,шанан икӏан
964,schlafen::V,spát,шанан
965,aufwachen::V,probudit se,чантӏ учин
966,aufstehen::V,vstát,бизан
967,sich erholen::V,zotavovat se,бигьалаган
968,krank werden::V,onemocnět,къашай хьун
969,krank sein::V,být nemocný,къашай хъанан
970,krank sein::V,být nemocný,къашавай икӏан
971,schmerzen::V,bolet,цӏун
972,husten::V,kašlat,хъугьу чин
973,husten::V,kašlat,хъугьу тӏун
974,genesen::V,uzdravit se,хъин хьун
975,genesen::V,uzdravit se,сагъ лаган
976,sterben::V,umřít,ивчӏан
977,umkommen::V,zahynout,лиллан
978,umkommen::V,zahynout,литӏлан
979,umkommen::V,zahynout,ажал биян
980,umkommen::V,zahynout,личӏи хьун
981,umkommen::V,zahynout,иакьлу хьун
982,umkommen::V,zahynout,ахир жан хъанан
983,umkommen::V,zahynout,рухӏирачӏа икӏан
984,sich bewegen::V,pohnout se,сукку хьун
985,sich rühren::V,hnout se,сукку хьун
986,sich erheben::V,zdvihnout se,бизан
987,sich setzen::V,posadit se,щяикӏан
988,sich setzen::V,posadit se,щябикӏан
989,hinfallen::V,upadnout,багьан
990,laufen::V,běžet,занан
991,schreiten::V,kráčet,ша ласлан
992,spazierengehen::V,procházet se,сайр буллан
993,eilen::V,spěchat,анавар буккан
994,sich beeilen::V,pospíšit si,анавар буккан
995,sausen::V,fičet,никъа щилан
996,sausen::V,fičet,никъа щун
997,rennen::V,pádit,лечлан
998,springen::V,skákat,тӏанкӏ дан
999,klettern::V,lézt,лахълан
1000,klettern::V,šplhat,лахълан
1001,schaukeln::V,houpat,гьайжак бигьлан
1002,kriechen::V,lézt,ххярк тӏун
1003,kriechen::V,plazit se,ххярк тӏун
1004,schwimmen::V,plavat,гьузун
1005,tauchen::V,nořit se,лултту уккан
1006,rudern::V,veslovat,бяхлан
1007,rudern::V,veslovat,батӏлан
1008,rudern::V,veslovat,ххялаххи дуклан
1009,fahren::V,jet,гьан
1010,fahren::V,jezdit,гьан
1011,fliegen::V,létat,лехлан
1012,gehen::V,jít,нан
1013,weggehen::V,odejít,ялагьан
1014,abfahren::V,odjet,гьан
1015,anhalten::V,zastavit se,бацӏан
1016,hineingehen::V,vcházet se,буххан
1017,eintreten::V,vstoupit,буххан
1018,kommen::V,přijít,учӏан
1019,ankommen::V,dojít,биян
1020,ankommen::V,dojít,бучӏан
1021,zurückkommen::V,vrátit se,зана хъун
1022,zurückkommen::V,vrátit se,зана бикӏан
1023,bleiben::V,zůstat,личӏан
1024,warten::V,čekat,ялугьлан
1025,erwarten::V,čekat na,ялугьлан
1026,suchen::V,hledat,луглан
1027,finden::V,najít,лякъин
1028,versuchen::V,zkoušet,ххал буллан
1029,vorbereiten::V,připravit,хӏадур бан
1030,lieben::V,milovat,эшкьи хьуиу бикӏан
1031,mögen::V,mít rád,ххиран бикӏан
1032,lachen::V,smát se,хъян
1033,rühren::V,dojmout,
1034,weinen::V,plakat,аьтӏун
1035,schimpfen::V,nadávat,дяъван
1036,schimpfen::V,nadávat,ссугайи агьан
1037,sich ärgern::V,pohoršit se,ссибизлан
1038,sich fürchten::V,bát se,ингъауслан
1039,fürchten::V,bát se,хӏучӏ тӏун
1040,fliehen::V,utéct,ака бан
1041,flüchten::V,prchnout,лихъан
1042,sehen::V,vidět,чӏалан
1043,anschauen::V,podívat se na,урган
1044,ansehen::V,sledovat,буруглан
1045,hören::V,slyšet,баллан
1046,zuhören::V,poslouchat,вичӏи дихьлан
1047,probieren::V,ochutnávat,тӏин ххал буллан
1048,riechen::V,cítit,ссунтӏа тӏун
1049,fühlen::V,cítit,дакӏнил буслан
1050,scheinen::V,zdát se,ххан
1051,scheinen::V,zdát se,бизан
1052,scheinen::V,zdát se,ххан бикӏлай бикӏан
1053,zu sehen sein::V,moci být viděn,
1054,vernehmen::V,uslyšet,баян
1055,frieren::V,mrznout,лигьулул хъанан
1056,tun::V,dělat,бан
1057,können::V,moct,хьун
1058,wollen::V,chtít,
1059,anfangen::V,začít,дайдишин
1060,beenden::V,ukončit,къуртал бан
1061,aufhören::V,přestat,кьабагьан
1062,gelingen::V,podařit se,бюхъан
1063,geraten::V,dařit se,
1064,öffnen::V,otevřít,тӏитӏин
1065,schließen::V,zavřít,лакьин
1066,stellen::V,postavit,дацӏан дан
1067,stellen::V,postavit,бишин
1068,setzen::V,posadit,щяитан
1069,legen::V,klást,бишин
1070,legen::V,položit,бишин
1071,berühren::V,dotýkat se,ка щун
1072,verbinden::V,spojit,бахӏин
1073,verbinden::V,spojit,дахӏин
1074,bedecken::V,pokrýt,ялтту бущин
1075,bedecken::V,pokrýt,ялтту бакьин
1076,aufhängen::V,oběsit,лахъан
1077,aufhängen::V,pověsit,лахъан
1078,anzünden::V,zapálit,лахъан
1079,anzünden::V,podpálit,лахъан
1080,aufheben::V,zvednout,гьаз бан
1081,aufheben::V,zdvihnout,гьаз бан
1082,zurücklassen::V,zanechat,кьаитан
1083,zurücklassen::V,zanechat,битан
1084,verlieren::V,ztratit,дакъа дан
1085,fallen lassen::V,upustit,рутан
1086,machen::V,udělat,дан
1087,herstellen::V,vyrobit,яраг ишла бувиу бан
1088,bauen::V,stavět,дан
1089,bauen::V,budovat,дан
1090,reparieren::V,opravit,дакьин дан
1091,verbessern::V,zlepšit,ххуй дан
1092,ändern::V,změnit,баххана бан
1093,graben::V,rýt,дуклан
1094,graben::V,kopat,дуклан
1095,beugen::V,ohnout,лахӏан бан
1096,beugen::V,ohnout,кьус бикӏан
1097,biegen::V,ohnout,баччин
1098,biegen::V,ohnout,лахӏан бан
1099,drehen::V,točit,гьанан
1100,wenden::V,obrátit,кӏура баен бан
1101,umdrehen::V,obrátit,кӏура баен бан
1102,heben::V,zdvihnout,гьаз бан
1103,hochheben::V,zvednout,гьаз бан
1104,ergreifen::V,chopit se,хъап дан
1105,ergreifen::V,chopit se,хъап увиу угьан
1106,halten::V,držet,бугьлан
1107,drücken::V,stisknout,кьюч бигьлан
1108,schieben::V,posouvat,щун
1109,kratzen::V,škrábat,
1110,lecken::V,lízat,ланцӏа тӏун
1111,beißen::V,kousat,хъапа тӏун
1112,beißen::V,kousat,кьацӏа тӏун
1113,abreißen::V,utrhat,буцан
1114,abreißen::V,odtrhat,буцан
1115,abschneiden::V,uřezat,бухъан
1116,abschneiden::V,uřezat,кьукьин
1117,abschneiden::V,ukrojit,бухъан
1118,abschneiden::V,ukrojit,кьукьин
1119,binden::V,přivázat,бахӏин
1120,binden::V,přivázat,дахӏин
1121,stecken::V,strčit,
1122,brechen::V,lomit,гъагъан
1123,klopfen::V,ťukat,кьутӏа тӏун
1124,klopfen::V,klepat,кьутӏа тӏун
1125,hauen::V,bít,рищун
1126,kleben::V,lepit,лачӏун буллан
1127,reiben::V,třít,ссуку буллан
1128,streichen::V,mazat,дугъан
1129,streichen::V,mazat,аьгъу дан
1130,schleifen::V,brousit,
1131,schneiden::V,řezat,духълан
1132,schneiden::V,řezat,кьукьлан
1133,schneiden::V,střihat,духълан
1134,schneiden::V,střihat,кьукьлан
1135,rütteln::V,třást,
1136,rütteln::V,otřást,
1137,schütteln::V,třást,хъюлчу буллан
1138,schütteln::V,zatřást,хъюлчу буллан
1139,schwenken::V,mávat,палцӏ дуллан
1140,schütten::V,nasypat,рутӏин
1141,füllen::V,naplnit,буцӏин бан
1142,einwickeln::V,zavinout,кай-кай бан
1143,tragen::V,nést,ларсун занан
1144,tragen::V,nést,ларсун ачин
1145,schleppen::V,vléct,ххилан
1146,ziehen::V,tahat,
1147,ziehen::V,táhnout,
1148,aufbewahren::V,schovat,ядан
1149,aufbewahren::V,schovat,ядуллан
1150,werfen::V,házet,личин
1151,fangen::V,chytat,бугьан
1152,fangen::V,chytat,бугьлан
1153,packen::V,uchvátit,
1154,verstecken::V,schovat,ладитан
1155,verstecken::V,schovat,кьюлтӏ дан
1156,verstecken::V,schovat,дахьлаган дан
1157,teilen::V,rozdělit,бачӏин
1158,teilen::V,rozdělit,бутӏа бан
1159,schicken::V,posílat,тӏайла буккан
1160,bringen::V,přinést,диян дан
1161,hinzufügen::V,připojit,ххи бан
1162,bekommen::V,dostat,ласун
1163,erhalten::V,uchovat,ласун
1164,nehmen::V,vzít,ласун
1165,wählen::V,zvolit,бувчӏин
1166,auswählen::V,vybrat,бувчӏин
1167,auswählen::V,vybrat,язи бугьан
1168,bewahren::V,uchránit,ядан
1169,behindern::V,překážet,дайщишруду дуллан
1170,verderben::V,zkazit,зия дан
1171,beschädigen::V,porušit,зарал буллан
1172,beschädigen::V,poškodit,зарал буллан
1173,zerbrechen::V,rozlámat,гьагъан
1174,zerbrechen::V,rozlámat,гьагъан бан
1175,zerreißen::V,roztrhnout,ххяхха дуккан
1176,zerstören::V,zničit,лекьан дан
1177,verbrennen::V,spálit,ччуччин
1178,geben::V,dát,дулун
1179,reichen::V,podat,дулун
1180,schenken::V,darovat,пишкаш дан
1181,schenken::V,darovat,багъишла дан
1182,schenken::V,darovat,ихӏсандалун дуллун
1183,versprechen::V,slíbit,банна чин
1184,wünschen::V,přát,
1185,loben::V,chválit,цӏа дан
1186,küssen::V,líbat,ппай тӏун
1187,wiegen::V,chovat,гьуркку тӏун
1188,wiegen::V,chovat,гьуркку буллан
1189,wiegen::V,chovat,гьуркку бан
1190,wiegen::V,kolébat,гьуркку тӏун
1191,wiegen::V,kolébat,гьуркку буллан
1192,wiegen::V,kolébat,гьуркку бан
1193,zudecken::V,přikrýt,
1194,zudecken::V,přiklopit,
1195,wecken::V,vzbudit,чантӏ учин ан
1196,zeigen::V,ukázat,ккаккан бан
1197,führen::V,vést,буцин
1198,lehren::V,učit,лахьхьин бан
1199,lehren::V,učit,лахьхьин буллан
1200,unterrichten::V,vyučovat,дарс дишаван
1201,aufziehen::V,vychovat,хъуна ан
1202,aufziehen::V,vychovat,тарбия ан
1203,leiten::V,vodit,каялувшиву дан
1204,antreiben::V,nutit,
1205,lassen::V,dát,
1206,einladen::V,pozvat,хъамалу оьвчин
1207,vereinigen::V,spojit,ца бан
1208,besuchen::V,návštívit,ялун уххан
1209,treffen::V,potkat,хьуна бакьин
1210,sich versammeln::V,shromáždit se,батӏин
1211,spielen::V,hrát,тӏуркӏу тӏун
1212,singen::V,zpívat,балай тӏун
1213,tanzen::V,tančit,къавтӏун
1214,sich trennen::V,rozejít se,ппив хьун
1215,verlassen::V,opustit,увккун гьан
1216,retten::V,zachránit,ххассал бан
1217,bewachen::V,hlídat,къарал бан
1218,schützen::V,chránit,ябан
1219,verteidigen::V,obhájit,буруччин
1220,sich schlagen::V,bít se,биян
1221,schießen::V,střílet,битлан
1222,siegen::V,zvítězit,ххув хьун
1223,siegen::V,zvítězit,ххувшаву ласун
1224,ärgern::V,zlobit,ссибизан уллан
1225,ärgern::V,pohoršit,ссибизан уллан
1226,schlagen::V,udeřit,рищун
1227,schlagen::V,praštit,рищун
1228,treten::V,kopnout,
1229,stechen::V,bodnout,кьутӏин
1230,stechen::V,píchnout,кьутӏин
1231,stoßen::V,strčit,щун
1232,stehlen::V,ukrást,дацин
1233,stören::V,vyrušit,кьючин
1234,belästigen::V,obtěžovat,бизар уллан
1235,verbergen::V,skrýt,лабитан
1236,verbergen::V,skrýt,кӏучӏ бан
1237,täuschen::V,klamat,хъяврин ан
1238,betrügen::V,podvést,аьикьин ан
1239,töten::V,zabít,ивчӏан
1240,wohnen::V,bydlit,оьрму бутлан
1241,arbeiten::V,pracovat,зун
1242,sammeln::V,sebrat,ттихӏин
1243,sammeln::V,sebrat,вив дишин
1244,pflücken::V,česat,риттун
1245,jagen::V,uhonit,авли занан
1246,fischen::V,chytat ryby,чавахъру бугьлан
1247,fassen::V,ulovit,бугьан
1248,hüten::V,pást,урттуйн бакьлан
1249,treiben::V,hnát,дачин дуллан
1250,treiben::V,hnát,лихъан буллан
1251,anbinden::V,přivázat,бахӏин
1252,füttern::V,krmit,канаки буллан
1253,melken::V,dojit,ттизин
1254,hacken::V,seknout,мюрш буллан
1255,hacken::V,seknout,мюрш бан
1256,gießen::V,zalít,щин дишин
1257,reifen::V,uzrát,диян
1258,zubereiten::V,připravit,хӏадур дан
1259,zubereiten::V,připravit,хӏадур бан
1260,kochen::V,vařit,шашан
1261,kochen::V,vařit,шашан дуллан
1262,backen::V,péct,бишлан
1263,backen::V,péct,шахьлан
1264,braten::V,smažit,цӏарайх дуллан
1265,umrühren::V,zamíchat,хӏала бан
1266,stricken::V,plést,щащлан
1267,stricken::V,plést,щащан
1268,nähen::V,šít,дуруххан
1269,färben::V,nabarvit,ранг щун
1270,reinigen::V,očistit,марцӏ бан
1271,waschen::V,mýt,шюшин
1272,abwischen::V,utřít,лишин
1273,spülen::V,spláchnout,вилаган
1274,fegen::V,zamést,башин
1275,kehren::V,mést,бахьлан
1276,baden::V,koupat se,щинавун учӏлан
1277,sich waschen::V,mýt se,диссун
1278,sich waschen::V,mýt se,лажин диссун
1279,sich waschen::V,mýt se,лажин дислан
1280,sich waschen::V,mýt se,биссун
1281,sich waschen::V,mýt se,чурх бислан
1282,ausziehen::V,svléct,ликкан
1283,anziehen::V,obléct,лаххан
1284,sich anziehen::V,oblékat se,янна лаххан
1285,kämmen::V,učesat,ттарал дуккан
1286,schmücken::V,ozdobit,чӏюлу бан
1287,sagen::V,říct,учин
1288,sprechen::V,mluvit,гъалгъа тӏун
1289,reden::V,hovořit,гъалгъа тӏун
1290,sich unterhalten::V,povídat se,гъалгъа тӏун
1291,fragen::V,zeptat se,цӏуххин
1292,bitten::V,prosit,тавакъю буллан
1293,erzählen::V,povídat,хавар бусан
1294,mitteilen::V,sdělit,баян бан
1295,mitteilen::V,sdělit,хавар бан
1296,mitteilen::V,oznámit,баян бан
1297,mitteilen::V,oznámit,хавар бан
1298,nennen::V,nazvat,цӏа дизан
1299,rufen::V,volat,оьвтӏун
1300,rufen::V,zavolat,оьвтӏун
1301,prahlen::V,chlubit se,цӏа дуллан
1302,übersetzen::V,přeložit,таржума бан
1303,denken::V,myslit,пикри буллан
1304,glauben::V,věřit,вих хьун
1305,bemerken::V,zpozorovat,хӏисав хъун
1306,erkennen::V,poznat,увчӏин
1307,begreifen::V,pochopit,бувчӏин
1308,verstehen::V,porozumět,
1309,lernen::V,učit se,лахьлан
1310,lernen::V,učit se,лахьхьин
1311,wissen::V,vědět,кӏулну бикӏан
1312,wissen::V,vědět,хавар бикӏан
1313,sich erinnern an::V,vzpomínat si na,дакӏнин бутан
1314,vergessen::V,zapomínat,хъама битан
1315,messen::V,měřit,дуцин дуллан
1316,messen::V,měřit,дуцин дан
1317,zählen::V,spočítat,дуккин
1318,rechnen::V,počítat,хӏисав дан
1319,lesen::V,číst,ккалан
1320,malen::V,malovat,сурат дуллан
1321,zeichnen::V,rýsovat,сурат дуллан
1322,schreiben::V,psát,чичин
1323,schreiben::V,psát,чичлан
1324,besitzen::V,mít,дуну икӏан
1325,besitzen::V,mít,дуну дикӏан
1326,besitzen::V,mít,заллуну икӏан
1327,besitzen::V,vlastnit,дуну икӏан
1328,besitzen::V,vlastnit,дуну дикӏан
1329,besitzen::V,vlastnit,заллуну икӏан
1330,kaufen::V,koupit,машан ласун
1331,verkaufen::V,prodat,баххан
1332,bezahlen::V,zaplatit,арцу дулун
1333,bezahlen::V,zaplatit,багьа булун
1334,zahlen::V,platit,арцу дулун
1335,zahlen::V,platit,багьа булун
1336,beherrschen::V,ovládat,дуну икӏан
1337,beherrschen::V,ovládat,заллуну икӏан
1338,ertragen::V,snést,бухӏан
