,Concept_ID,os,is
64,Schlaf::N,хуыссӕг,svefn
65,Traum::N,фын,draumur
66,Himmel::N,арв,himinn
67,Himmel::N,уӕларв,himinn
68,Sonne::N,хур,sól
69,Mond::N,мӕй,tungl
70,Stern::N,стъалы,stjarna
71,Luft::N,уӕлдӕф,loft
72,Wind::N,дымгӕ,vindur
73,Welle::N,уылӕн,alda
74,Welle::N,уылӕн,bylgja
75,Wasser::N,дон,vatn
76,Stein::N,дур,steinn
77,Boden::N,зӕхх,botn
78,Erde::N,сыджыт,jörð
79,Staub::N,рыг,ryk
80,Staub::N,рыг,duft
81,Rauch::N,фӕздӕг,reykur
82,Funke::N,цӕхӕр,neisti
83,Feuer::N,зынг,eldur
84,Licht::N,рухс,ljós
85,Schatten::N,аууон,skuggi
86,Wetter::N,боныхъӕд,veður
87,Nebel::N,мигъ,þoka
88,Wolke::N,ӕврагъ,ský
89,Regen::N,уарын,regn
90,Schnee::N,мит,snjór
91,Eis::N,их,ís
92,Frost::N,ихæн,frost
93,Kälte::N,уазал,kuldi
94,Hitze::N,ӕнтӕф,hiti
95,Raureif::N,халас,hrím
96,Regenbogen::N,арвырон,regnbogi
97,Regenbogen::N,арвырдын,regnbogi
98,Donner::N,æрвнæрын,þruma
99,Strömung::N,цыд,straumur
100,Tropfen::N,æртах,dropi
101,Schaum::N,фынк,froða
102,Schmutz::N,цъыф,óhreinindi
103,See::N,цад,stöðuvatn
104,Sumpf::N,цъыфдзаст,fen
105,Moor::N,цъыфдзаст,mýri
106,Wiese::N,уыгӕрдӕн,engi
107,Wald::N,хъӕд,skógur
108,Hügel::N,обау,hæð
109,Hügel::N,обау,hóll
110,Hügel::N,къуыбыр,hæð
111,Hügel::N,къуыбыр,hóll
112,Anhöhe::N,уæлвæз,hæð
113,Anhöhe::N,уæлвæз,hóll
114,Anhöhe::N,уæлхох,hæð
115,Anhöhe::N,уæлхох,hóll
116,Berg::N,хох,fell
117,Berg::N,хох,fjall
118,Gipfel::N,цъупп,tindur
119,Höhle::N,лӕгӕт,hellir
120,Abhang::N,къул,hlíð
121,Abhang::N,къул,brekka
122,Quelle::N,суадон,lind
123,Quelle::N,суадон,uppspretta
124,Bach::N,мӕсчъыдон,lækur
125,Fluss::N,дон,á
126,Fluss::N,дон,fljót
127,Fluss::N,цӕугӕдон,á
128,Fluss::N,цӕугӕдон,fljót
129,Ufer::N,был,árbakki
130,Ufer::N,был,sjávarbakki
131,Küste::N,донбыл,strönd
132,Festland::N,сурзæхх,meginland
133,Meer::N,денджыз,haf
134,Meer::N,денджыз,sjór
135,Bucht::N,донбакæлæн,vík
136,Insel::N,сакъадах,eyja
137,Blume::N,дидинӕг,blóm
138,Gras::N,кӕрдӕг,gras
139,Wurzel::N,уидаг,rót
140,Baum::N,бӕлас,tré
141,Stamm::N,хӕтӕл,stofn
142,Rinde::N,цъар,börkur
143,Ast::N,арх,grein
144,Zweig::N,къалиу,angi
145,Zweig::N,къалиу,kvistur
146,Blatt::N,сыф,blað
147,Birke::N,бæрз,birki
148,Kiefer[Baum]::N,нӕзы,fura
149,Weide[Baum]::N,хӕрис,víðir
150,Tanne::N,наз,greni
151,Horn::N,сыкъа,horn
152,Feder::N,сис,fjöður
153,Fell::N,царм,skinn
154,Flügel::N,базыр,vængur
155,Klaue::N,ных,kló
156,Kralle::N,дзӕмбы,kló
157,Schwanz::N,къӕдзил,rófa
158,Schwanz::N,къӕдзил,skott
159,Ei::N,айк,egg
160,Nest::N,ахстон,hreiður
161,Bau::N,хуынкъ,greni
162,Bau::N,хуынкъ,bæli
163,Tier::N,сырд,dýr
164,Tier::N,цӕрӕгой,dýr
165,Herde::N,дзуг,hjörð
166,Herde::N,рӕгъау,hjörð
167,Kuh::N,хъуг,kýr
168,Bulle::N,гал,boli
169,Pferd::N,бӕх,hestur
170,Schaf::N,фыс,kind
171,Schwein::N,хуы,svín
172,Hund::N,куыдз,hundur
173,Katze::N,гӕды,köttur
174,Bär::N,арс,björn
175,Eichhörnchen::N,æхсæрæг,íkorni
176,Elch::N,цæгатаг саг,elgur
177,Fuchs::N,рувас,refur
178,Hase::N,тæрхъус,héri
179,Maus::N,мыст,mús
180,Wolf::N,бирӕгъ,úlfur
181,Vogel::N,цъиу,fugl
182,Vogel::N,маргъ,fugl
183,Schwarm::N,бал,sægur
184,Huhn::N,карк,hæna
185,Hahn::N,уасӕг,hani
186,Gans::N,хъаз,gæs
187,Adler::N,цӕргӕс,örn
188,Ente::N,ацц,önd
189,Eule::N, уыг,uggla
190,Eule::N,сидахъ,uggla
191,Kranich::N,зырнæг,trana
192,Kranich::N,хърихъупп,trana
193,Krähe::N,халон,kráka
194,Kuckuck::N,гаккук,gaukur
195,Schwan::N,доныхъаз,svanur
196,Fisch::N,кӕсаг,fiskur
197,Barsch::N,окунь,aborri
198,Hecht::N,хихор кӕсаг,gedda
199,Schlange[Tier]::N,калм,naðra
200,Wurm::N,зулкъ,ormur
201,Wurm::N,къуыдыргалм,ormur
202,Spinne::N,хӕлуарӕг,kónguló
203,Ameise::N,мæлдзыг,maur
204,Laus::N,сыст,lús
205,Mücke::N,къогъо,mý
206,Mücke::N,къогъо,mýfluga
207,Fliege::N,бындз,fluga
208,Schmetterling::N,гæлæбу,fiðrildi
209,Beere::N,гагадыргъ,ber
210,Apfel::N,фӕткъуы,epli
211,Pilz::N,зокъо,sveppur
212,Pilz::N,къозо,sveppur
213,Zwiebel::N,хъӕдындз,laukur
214,Saat::N,тауинаг,fræ
215,Saat::N,тауинаг,útsæði
216,Saat::N,мыггаг,fræ
217,Saat::N,мыггаг,útsæði
218,Korn::N,мыггаг,korn
219,Korn::N,тауинаг,korn
220,Heu::N,хос,hey
221,Schale::N,цъар,hýði
222,Grube::N,урм,gryfja
223,Grube::N,къахт,gryfja
224,Grube::N,дзыхъхъ,gryfja
225,Falle::N,цъысым,gildra
226,Falle::N,къӕппӕг,gildra
227,Schlinge::N,цасм,snara
228,Spur::N,фæд,spor
229,Asche::N,фӕнык,aska
230,Asche::N,ӕртхутӕг,aska
231,Dreck::N,цъыф,óþverri
232,Eisen::N,ӕфсӕйнаг,járn
233,Gold::N,сыгъзӕрин,gull
234,Silber::N,ӕвзист,silfur
235,Kohle::N,ӕвзалы,kol
236,Glas::N,авг,gler
237,Lehm::N,ӕлыг,leir
238,Sand::N,змис,sandur
239,Mensch::N,лӕг,maður
240,Mensch::N,лӕг,manneskja
241,Mensch::N,адӕймаг,maður
242,Mensch::N,адӕймаг,manneskja
243,Mensch::N,удгоймаг,maður
244,Mensch::N,удгоймаг,manneskja
245,Mann::N,лӕг,maður
246,Mann::N,лӕг,karlmaður
247,Mann::N,нӕлгоймаг,maður
248,Mann::N,нӕлгоймаг,karlmaður
249,Frau::N,сылгоймаг,kona
250,Kind::N,сывӕллон,barn
251,Kind::N,сывӕллон,krakki
252,Junge::N,лӕппу,drengur
253,Mädchen::N,чызг,stelpa
254,Familie::N,бинонтæ,fjölskylda
255,Großvater::N,фыдыфыд,afi
256,Großvater::N,мадыфыд,afi
257,Großmutter::N,фыды мад,amma
258,Großmutter::N,мады мад,amma
259,Eltern::N,ныййарджытæ,foreldrar
260,Vater::N,фыд,faðir
261,Mutter::N,мад,móðir
262,Sohn::N,фырт,sonur
263,Tochter::N,чызг,dóttir
264,Bruder::N,ӕфсымӕр,bróðir
265,Schwester::N,хо,systir
266,Onkel::N,фыдыфсымӕр,föðurbróðir
267,Tante::N,мадыхо,frænka
268,Tante::N,мадыхо,móðursystir
269,Ehemann::N,мой,eiginmaður
270,Ehefrau::N,ус,eiginkona
271,Freude::N,цин,gleði
272,Freude::N,циндзинад,gleði
273,Gelächter::N,худын,hlátur
274,Gelächter::N,худт,hlátur
275,Gelächter::N,худæг,hlátur
276,Glück::N,амонд,gæfa
277,Kummer::N,хъыг,sorg
278,Wunsch::N,бӕллиц,ósk
279,Lust::N,монц,fýsn
280,Lust::N,монц,löngun
281,Geist::N,уд,andi
282,Gedanke::N,хъуыды,hugsun
283,Gedächtnis::N,мысæн,minni
284,Gedächtnis::N,мысын,minni
285,Gedächtnis::N,зæрдылдарын,minni
286,Verstand::N,зонд,vit
287,Sinn::N,нысаниуæг,merking
288,Grund::N,ӕфсон,ástæða
289,Wahrheit::N,æцæг,sannleikur
290,Gespräch::N,ныхас,samtal
291,Märchen::N,аргъау,ævintýri
292,Erzählung::N,радзырд,saga
293,Nachricht::N,уац,frétt
294,Neuigkeit::N,хабар,frétt
295,Name::N,ном,nafn
296,Rätsel::N,уыци-уыци,gáta
297,Rätsel::N,базон-базон,gáta
298,Rede::N,раныхас,ræða
299,Sprache::N,ӕвзаг,mál
300,Sprache::N,ӕвзаг,tungumál
301,Stimme::N,хъӕлӕс,rödd
302,Wort::N,дзырд,orð
303,Zeichen::N,нысан,tákn
304,Zeichen::N,нысан,merki
305,Ruf::N,сидт,kall
306,Lärm::N,уынæр,hávaði
307,Laut::N,зӕл,hljóð
308,Laut::N,мыр,hljóð
309,Ton::N,мыр,tónn
310,Lied::N,зарӕг,ljóð
311,Lied::N,зарӕг,söngur
312,Ruhe::N,æнцой,ró
313,Ruhe::N,æнцой,kyrrð
314,Leute::N,адӕм,fólk
315,Volk::N,адӕм,þjóð
316,Arbeit::N,фӕллой,vinna
317,Gast::N,уазӕг,gestur
318,Geschenk::N,хуын,gjöf
319,Spiel::N,хъазт,leikur
320,Gesellschaft::N,дзыллæ,selskapur
321,Gesellschaft::N,æхсæнад,selskapur
322,Hilfe::N,æххуыс,hjálp
323,Hilfe::N,ахъаз,hjálp
324,Freund::N,лымӕн,vinur
325,Kamerad::N,ӕмбал,félagi
326,Angelegenheit::N,хъуыддаг,mál
327,Angelegenheit::N,хъуыддаг,málefni
328,Anzahl::N,бӕрц,tala
329,Anzahl::N,бӕрц,fjöldi
330,Art::N,хуыз,tegund
331,Art::N,хуызад,tegund
332,Stück::N,кæрдих,biti
333,Stück::N,кæрдих,stykki
334,Stück::N,комдзаг,biti
335,Stück::N,комдзаг,stykki
336,Teil::N,хай,hluti
337,Teil::N,хай,partur
338,Hälfte::N,æрдæг,helmingur
339,Hälfte::N,æмбис,helmingur
340,Kreis::N,зиллакк,hringur
341,Kreuz::N,дзуар,kross
342,Kreuz::N,дзуар,krossmark
343,Linie::N,хахх,lína
344,Strich::N,хахх,strik
345,Abstand::N,æхсæнуат,millibil
346,Entfernung::N,дæрддзæг,fjarlægð
347,Entfernung::N,дардцæг,fjarlægð
348,Gegend::N,ран,hérað
349,Platz::N,бууат,pláss
350,Ort::N,ран,staður
351,Ort::N,бынат,staður
352,Seite::N,фахс,hlið
353,Mitte::N,астӕу,miðja
354,Gegenstand::N,дзаума,hlutur
355,Sache::N,дзаума,mál
356,Rand::N,кӕрон,brún
357,Kante::N,фӕрск,rönd
358,Ecke::N,тигъ,horn
359,Ecke::N,фисын,horn
360,Spitze::N,бырынкъ,oddur
361,Ende::N,кӕрон,endi
362,Loch::N,хуынкъ,gat
363,Loch::N,хуынкъ,hola
364,Winkel::N,къуым,skot
365,Winkel::N,къуым,krókur
366,Muster::N,нывæфтыд,munstur
367,Muster::N,кæдзист,munstur
368,Größe::N,ас,stærð
369,Länge::N,дӕргъ,lengd
370,Höhe::N,бæрзонд,hæð
371,Höhe::N,бæрзæнд,hæð
372,Höhe::N,бæрзонддзинад,hæð
373,Gewicht::N,уӕз,vigt
374,Gewicht::N,уӕз,þyngd
375,Menge::N,бӕрц,magn
376,Haufen::N,кӕри,hrúga
377,Haufen::N,кӕри,haugur
378,Reihe::N,рӕнхъ,röð
379,Boot::N,чема,bátur
380,Ruder::N,къохар,ár
381,Schlitten::N,дзоныгъ,sleði
382,Ski::N,къахдзоныгътæ,skíði
383,Ski::N,лыжæтæ,skíði
384,Lagerfeuer::N,арт,varðeldur
385,Last::N,уаргъ,byrði
386,Last::N,уаргъ,farmur
387,Gang::N,цыд,ganga
388,Schritt::N,санчъех,skref
389,Schritt::N,къахдзӕф,skref
390,Norden::N,цæгат,norður
391,Süden::N,хуссар,suður
392,Westen::N,ныгуылæн,vestur
393,Osten::N,скæсæн,austur
394,Holz::N,хъӕдӕрмӕг,viður
395,Brett::N,фæйнæг,fjöl
396,Platte::N,къӕй,flötur
397,Stütze::N,быцæу,stoð
398,Stange::N,хъил,stöng
399,Stock::N,лӕдзӕг,prik
400,Stock::N,лӕдзӕг,stafur
401,Stab::N,хъил,prik
402,Stab::N,хъил,stafur
403,Rohr::N,хӕтӕл,rör
404,Rohr::N,хӕтӕл,pípa
405,Haus::N,хӕдзар,hús
406,Heim::N,къона,heimili
407,Ofen::N,пец,ofn
408,Fußboden::N,астӕрд,gólf
409,Tisch::N,стъол,borð
410,Stuhl::N,бандон,stóll
411,Wiege::N,авдæн,vagga
412,Bett::N,сынтӕг,rúm
413,Bett::N,сынтӕг,hvíla
414,Regal::N,тӕрхӕг,hilla
415,Regal::N,уӕлвӕйнӕг,hilla
416,Kiste::N,асыкк,kassi
417,Fenster::N,рудзынг,gluggi
418,Fenster::N,фæрссаг,gluggi
419,Tür::N,дуар,dyr
420,Tür::N,дуар,hurð
421,Tor::N,кулдуар,hlið
422,Zaun::N,æмбонд,girðing
423,Zaun::N,æмбонд,limgarður
424,Zaun::N,быру,girðing
425,Zaun::N,быру,limgarður
426,Zaun::N,гæрæн,girðing
427,Zaun::N,гæрæн,limgarður
428,Dach::N,уӕлхӕдзар,þak
429,Leiter::N,асин,stigi
430,Besen::N,уисой,sópur
431,Spaten::N,бел,spaði
432,Schaufel::N,æвгæнæн,skófla
433,Schaufel::N,кæфой,skófla
434,Gabel::N,вилкæ,gaffall
435,Löffel::N,уидыг,skeið
436,Messer::N,кард,hnífur
437,Nagel::N,зӕгӕл,nögl
438,Netz::N,хыз,net
439,Haken::N,хæдз,krókur
440,Haken::N,хæбырæгъ,krókur
441,Griff::N,фистон,tak
442,Schloss::N,гуыдыр,lás
443,Bild::N,ныв,mynd
444,Figur::N,кæрдгæныв,stytta
445,Puppe::N,чындз,brúða
446,Beutel::N,дзӕкъул,poki
447,Beutel::N,дзӕкъул,baggi
448,Bündel::N,баст,böggull
449,Tasche::N,хызын,veski
450,Tasche::N,дзæкъул,veski
451,Eimer::N,къæрта,fata
452,Eimer::N,чъыбыла,fata
453,Eimer::N,ведра,fata
454,Deckel::N,сæр,lok
455,Deckel::N,æмбæрзæн,lok
456,Geschirr::N,мигæнæн,leirtau
457,Geschirr::N,мигæнæнтæ,leirtau
458,Sack::N,голлаг,sekkur
459,Tasse::N,пиала,bolli
460,Tasse::N,къус,bolli
461,Topf::N,аг,pottur
462,Topf::N,чысыл аг,pottur
463,Kessel::N,аг,ketill
464,Essen::N,хӕрд,matur
465,Nahrung::N,хойраг,fæða
466,Speise::N,хӕринаг,réttur
467,Speise::N,хӕринаг,matarréttur
468,Fleisch::N,дзидза,kjöt
469,Fleisch::N,фыдызгъӕл,kjöt
470,Getreide::N,халсар,korn
471,Brei::N,кас,grautur
472,Brot::N,дзул,brauð
473,Scheibe::N,къӕбӕр,sneið
474,Fett::N,сой,fita
475,Butter::N,нӕлхӕ,smjör
476,Öl::N,зети,olía
477,Salz::N,цӕхх,salt
478,Suppe::N,бас,súpa
479,Honig::N,мыд,hunang
480,Milch::N,ӕхсыр,mjólk
481,Tee::N,цай,te
482,Leder::N,мæскуы,skinn
483,Wolle::N,фӕсмын,ull
484,Stoff::N,хъуымац,dúkur
485,Nadel::N,судзин,nál
486,Faden::N,ӕндах,þráður
487,Knopf::N,цӕппӕр,tala
488,Knopf::N,цӕппӕр,hnappur
489,Knoten::N,ӕлхынцъ,hnútur
490,Farbe::N,ахорæн,málning
491,Kleidung::N,дарӕс,búningur
492,Kleidung::N,дарӕс,klæðnaður
493,Hemd::N,хӕдон,skyrta
494,Kragen::N,æфцæггот,kragi
495,Kragen::N,æфцæггот,flibbi
496,Ärmel::N,дыс,ermi
497,Hose::N,хæлаф,buxur
498,Hose::N,æддаг хæлаф,buxur
499,Hose::N,салбар,buxur
500,Gürtel::N,рон,belti
501,Mütze::N,худ,húfa
502,Schuh::N,басмахъ,skór
503,Stiefel::N,цырыхъхъ,stígvél
504,Ring::N,къухдарӕн,hringur
505,Band::N,лент,band
506,Kamm::N,сӕрвасӕн,greiða
507,Spiegel::N,айдæн,spegill
508,Spiegel::N,кæсæн,spegill
509,Riemen::N,гӕрз,ól
510,Riemen::N,гӕрз,reim
511,Schnur::N,бӕндӕн,snúra
512,Decke::N,хъӕццул,teppi
513,Kissen::N,баз,koddi
514,Tuch::N,кæлмæрзæн,klútur
515,Tuch::N,кæрдæн,klútur
516,Handtuch::N,хисæрфæн,þurrka
517,Handtuch::N,хисæрфæн,handklæði
518,Kraft::N,тых,afl
519,Kraft::N,тых,kraftur
520,Kraft::N,хъомыс,afl
521,Kraft::N,хъомыс,kraftur
522,Stärke::N,тых,styrkur
523,Stärke::N,æхсар,styrkur
524,Gesundheit::N,æнæниздзинад,heilsa
525,Gesundheit::N,æнæниздзинад,heilbrigði
526,Krankheit::N,низ,sjúkdómur
527,Krankheit::N,рын,sjúkdómur
528,Schmerz::N,рис,sársauki
529,Wunde::N,цӕф,sár
530,Fieber::N,ризӕг,hitasótt
531,Fieber::N,тӕфсӕг,hitasótt
532,Arznei::N,хос,lyf
533,Brücke::N,хид,brú
534,Brunnen::N,цъай,brunnur
535,Weide::N,хизæн,hagi
536,Weide::N,хизæнуат,hagi
537,Weide::N,сæрвæт,hagi
538,Pfad::N,къахвæндаг,stígur
539,Pfad::N,къахвæд,stígur
540,Weg::N,фӕндаг,vegur
541,Straße::N,фӕндаг,gata
542,Straße::N,фӕндаг,stræti
543,Dorf::N,хъӕу,þorp
544,Stadt::N,сахар,borg
545,Brief::N,фыстӕг,bréf
546,Buch::N,чиныг,bók
547,Buchstabe::N,дамгъӕ,bókstafur
548,Zeitung::N,газет,dagblað
549,Leben::N,цард,líf
550,Leben::N,цӕрӕнбон,líf
551,Tod::N,мæлæт,dauði
552,Tod::N,адзал,dauði
553,Grab::N,ингӕн,gröf
554,Kirche::N,аргъуан,kirkja
555,Sünde::N,тæригъæд,synd
556,Gott::N,хуыцау,guð
557,Arbeiter::N,кусæг,verkamaður
558,Chef::N,ӕмцег,yfirmaður
559,Meister::N,мастер,meistari
560,Meister::N,дæсны,meistari
561,Arzt::N,хосгæнæг,læknir
562,Arzt::N,дохтыр,læknir
563,Lehrer::N,ахуыргæнæг,kennari
564,Geld::N,ӕхца,peningar
565,Geschäft::N,бизнес,viðskipti
566,Geschäft::N,хъуыддаг,viðskipti
567,Laden::N,дукани,búð
568,Laden::N,дукани,verslun
569,Preis::N,аргъ,verð
570,Ware::N,базайраг,vara
571,Nutzen::N,пайда,gagn
572,Reichtum::N,хъæздыгдзинад,auður
573,Reichtum::N,исбон,auður
574,Reichtum::N,мулк,auður
575,Welt::N,дуне,veröld
576,Land::N,бӕстӕ,land
577,Staat::N,паддзахад,ríki
578,König::N,къарол,konungur
579,Macht::N,хицаудзинад,vald
580,Grenze::N,арӕн,landamæri
581,Krieg::N,хӕст,stríð
582,Feind::N,знаг,fjandmaður
583,Feind::N,фыдгул,fjandmaður
584,Feind::N,фыдзæрдæ,fjandmaður
585,Feind::N,сон,fjandmaður
586,Gewalt::N,тыхми,ofbeldi
587,Gewalt::N,тыхдзинад,ofbeldi
588,Kampf::N,хæст,bardagi
589,Kampf::N,хъæбысæйхæст,bardagi
590,Kampf::N,тох,bardagi
591,Bogen[Waffe]::N,ӕрдын,bogi
592,Pfeil::N,фат,ör
593,Gewehr::N,топп,byssa
594,Fehler::N,рӕдыд,villa
595,Lüge::N,мӕнг,lygi
596,Lüge::N,гӕдыдзинад,lygi
597,Schaden::N,зиан,skemmd
598,Unglück::N,бæллæх,óhamingja
599,Schuld::N,азым,sök
600,Alter::N,кар,aldur
601,Schluss::N,кæрон,lok
602,Schluss::N,кæрон,endir
603,Zeit::N,рӕстӕг,tími
604,Tag::N,бон,dagur
605,Morgen::N,райсом,morgunn
606,Mittag::N,æмбисбон,hádegi
607,Abend::N,изӕр,kvöld
608,Nacht::N,ӕхсӕв,nótt
609,Woche::N,къуыри,vika
610,Monat::N,мӕй,mánuður
611,Jahr::N,аз,ár
612,Jahr::N,афӕдз,ár
613,Frühling::N,уалдзæг,vor
614,Sommer::N,сӕрд,sumar
615,Herbst::N,фæззæг,haust
616,Winter::N,зымӕг,vetur
617,Januar::N,январь,janúar
618,Februar::N,февраль,február
619,März::N,мартъи,mars
620,April::N,апрель,apríl
621,Mai::N,май,maí
622,Juni::N,июнь,júní
623,Juli::N,июль,júlí
624,August::N,август,ágúst
625,September::N,сентябрь,september
626,Oktober::N,октябрь,október
627,November::N,ноябрь,nóvember
628,Dezember::N,декабрь,desember
629,Montag::N,къуырисæр,mánudagur
630,Dienstag::N,дыццæг,þriðjudagur
631,Mittwoch::N,æртыццæг,miðvikudagur
632,Donnerstag::N,цыппæрæм,fimmtudagur
633,Freitag::N,майрæмбон,föstudagur
634,Samstag::N,сабат,laugardagur
635,Sonntag::N,хуыцаубон,sunnudagur
636,groß::A,дынджыр,stór
637,klein::A,гыццыл,lítill
638,lang::A,даргъ,langur
639,kurz::A,цыбыр,stuttur
640,breit::A,фӕтӕн,breiður
641,schmal::A,нарӕг,mjór
642,schmal::A,уынгӕг,mjór
643,dicht::A,бæзджын,þéttur
644,dicht::A,тар,þéttur
645,dick[Gegenstand]::A,сӕвджын,þykkur
646,dünn::A,тæнæг,þunnur
647,fein::A,лыстӕг,fíngerður
648,fest::A,фидар,fastur
649,fest::A,хъӕддых,fastur
650,flach::A,тъӕпӕн,flatur
651,glatt::A,лӕгъз,háll
652,glatt::A,лӕгъз,sléttur
653,hart::A,хъӕбӕр,harður
654,weich::A,фӕлмӕн,mjúkur
655,rund::A,тымбыл,kringlóttur
656,spitz::A,цыргъбырынкъ,oddhvass
657,spitz::A,цыргъфындз,oddhvass
658,scharf::A,цыргъ,beittur
659,stumpf::A,къуымых,bitlaus
660,schwer::A,уӕззау,þungur
661,schön::A,аив,fagur
662,schön::A,аив,fallegur
663,schön::A,рӕсугъд,fagur
664,schön::A,рӕсугъд,fallegur
665,heiß::A,тӕвд,heitur
666,warm::A,хъарм,hlýr
667,warm::A,хъарм,heitur
668,kalt::A,уазал,kaldur
669,kühl::A,сатæг,svalur
670,kühl::A,уазалгомау,svalur
671,frisch::A,сатæг,frískur
672,feucht::A,уымӕл,rakur
673,feucht::A,уымӕл,þvalur
674,nass::A,хуылыдз,votur
675,nass::A,хуылыдз,blautur
676,trocken::A,хус,þurr
677,voll::A,дзаг,fullur
678,voll::A,йедзаг ,fullur
679,leer::A,афтид,tómur
680,offen::A,гом,opinn
681,geschlossen::A,æхгæд,lokaður
682,sauber::A,сыгъдæг,þrifinn
683,schmutzig::A,чъиллон,óhreinn
684,schmutzig::A,чъиллон,sóðalegur
685,roh::A,хом,hrár
686,reif::A,рӕгъӕд,þroskaður
687,lecker::A,хӕрзад,ljúffengur
688,süß::A,адджын,sætur
689,bitter::A,судзаг,beiskur
690,sauer::A,туаг,súr
691,hell::A,рухс,bjartur
692,dunkel::A,талынг,dimmur
693,schwarz::A,сау,svartur
694,weiß::A,урс,hvítur
695,rot::A,сырх,rauður
696,gelb::A,бур,gulur
697,blau::A,цъӕх,blár
698,grün::A,цъӕх,grænn
699,grün::A,кӕрдӕгхуыз,grænn
700,grau::A,цъӕх,grár
701,grau::A,фӕныкхуыз,grár
702,bunt::A,хъулон,marglitur
703,bunt::A,гæрæм,marglitur
704,billig::A,аслам,ódýr
705,teuer::A,зынаргъ,dýr
706,wertvoll::A,зынаргъ,verðmætur
707,blind::A,куырм,blindur
708,taub::A,къуырма,heyrnarlaus
709,kräftig::A,домбай,öflugur
710,kräftig::A,тыхджын,öflugur
711,stark::A,тыхджын,sterkur
712,schwach::A,ӕнӕбон,veill
713,fett::A,нард,feitur
714,schlank::A,гуырвидыц,grannur
715,schlank::A,гуырвидыц,spengilegur
716,schlank::A,хæрзконд,grannur
717,schlank::A,хæрзконд,spengilegur
718,schlank::A,рæхснæг,grannur
719,schlank::A,рæхснæг,spengilegur
720,schlank::A,сагамад,grannur
721,schlank::A,сагамад,spengilegur
722,hübsch::A,аив,snotur
723,hübsch::A,аив,laglegur
724,hübsch::A,рӕсугъд,snotur
725,hübsch::A,рӕсугъд,laglegur
726,böse::A,фыдзӕрдӕ,illur
727,böse::A,фыдзӕрдӕ,vondur
728,dumm::A,ӕдылы,heimskur
729,faul::A,зивӕг,latur
730,faul::A,зивӕггӕнаг,latur
731,fleißig::A,æнæзивæг,iðinn
732,fleißig::A,æнувыд,iðinn
733,geizig::A,чъынды,nískur
734,geizig::A,æлгъин,nískur
735,geizig::A,мæрддзæст,nískur
736,klug::A,зондджын,hygginn
737,geschickt::A,хӕрзарӕхст,fimur
738,geschickt::A,хӕрзарӕхст,laginn
739,lieb::A,уарзон,kær
740,lieb::A,уарзон,ljúfur
741,lustig::A,хъӕлдзӕг,kátur
742,sanft::A,мынчын,blíður
743,hungrig::A,ӕххормаг,soltinn
744,hungrig::A,ӕххормаг,hungraður
745,krank::A,нӕфӕразгӕ,sjúkur
746,nackt::A,бӕгънӕг,nakinn
747,traurig::A,ӕрхӕндӕг,dapur
748,traurig::A,ӕрхӕндӕг,hryggur
749,lebendig::A,цардӕгас,lifandi
750,gut::A,хорз,góður
