,Concept_ID,sv,ja
169,Bär::N,björn,熊
170,Eichhörnchen::N,ekorre,栗鼠
171,Elch::N,älg,ヘラジカ
172,Fuchs::N,räv,狐
173,Hase::N,hare,兎
174,Maus::N,mus,鼠
175,Wolf::N,varg,狼
176,Vogel::N,fågel,鳥
177,Schwarm::N,svärm,群れ
178,Huhn::N,höns,鶏
179,Hahn::N,tupp,雄鶏
180,Gans::N,gås,ガチョウ
181,Adler::N,örn,鷲
182,Ente::N,anka,鴨
183,Eule::N,uggla,フクロウ
184,Kranich::N,trana,鶴
185,Krähe::N,kråka,烏
186,Kuckuck::N,gök,郭公
187,Schwan::N,svan,白鳥
188,Fisch::N,fisk,魚
189,Barsch::N,abborre,鱸
190,Hecht::N,gädda,川魳
191,Schlange[Tier]::N,orm,蛇
192,Wurm::N,mask,虫
193,Spinne::N,spindel,蜘蛛
194,Ameise::N,myra,蟻
195,Laus::N,lus,虱
196,Mücke::N,mygga,蚊
197,Fliege::N,fluga,蝿
198,Schmetterling::N,fjäril,蝶
199,Beere::N,bär,漿果
200,Apfel::N,äpple,林檎
201,Pilz::N,svamp,茸
202,Zwiebel::N,lök,玉葱
203,Saat::N,sådd,種
204,Korn::N,korn,粒
205,Heu::N,hö,干し草
206,Schale::N,skal,皮
207,Grube::N,grop,穴
208,Falle::N,fälla,わな
209,Schlinge::N,snara,輪
210,Spur::N,spår,跡
211,Asche::N,aska,灰
212,Dreck::N,lort,泥
213,Eisen::N,järn,鉄
214,Gold::N,guld,金
215,Silber::N,silver,銀
216,Kohle::N,kol,炭
217,Glas::N,glas,ガラス
218,Lehm::N,lera,ローム
219,Sand::N,sand,砂
220,Mensch::N,människa,人
221,Mann::N,man,男
222,Mann::N,man,男性
223,Frau::N,kvinna,女
224,Frau::N,kvinna,女性
225,Kind::N,barn,子
226,Kind::N,barn,子供
227,Junge::N,pojke,男の子
228,Mädchen::N,flicka,女の子
229,Familie::N,familj,家族
230,Großvater::N,morfar,祖父
231,Großvater::N,morfar,おじいさん
232,Großmutter::N,farmor,祖母
233,Großmutter::N,farmor,おばあさん
234,Eltern::N,föräldrar,親
235,Eltern::N,föräldrar,両親
236,Vater::N,far,父
237,Vater::N,far,お父さん
238,Mutter::N,mor,母
239,Mutter::N,mor,お母さん
240,Sohn::N,son,息子
241,Sohn::N,son,息子さん
242,Tochter::N,dotter,娘
243,Tochter::N,dotter,お嬢さん
244,Bruder::N,bror,弟
245,Schwester::N,syster,妹
246,Onkel::N,morbror,伯父
247,Onkel::N,morbror,伯父さん
248,Tante::N,tant,叔母
249,Tante::N,tant,叔母さん
250,Ehemann::N,äkta man,夫
251,Ehemann::N,äkta man,主人
252,Ehefrau::N,hustru,妻
253,Ehefrau::N,hustru,奥さん
254,Freude::N,fröjd,喜び
255,Freude::N,glädje,喜び
256,Gelächter::N,åtlöje,笑い
257,Glück::N,lycka,幸せ
258,Kummer::N,sorg,悩み
259,Wunsch::N,önskan,希望
260,Lust::N,lust,気
261,Geist::N,ande,精神
262,Gedanke::N,tanke,考え
263,Gedächtnis::N,minne,記憶
264,Verstand::N,förstånd,理解力
265,Sinn::N,mening,意味
266,Sinn::N,betydelse,意味
267,Grund::N,skäl,理由
268,Grund::N,grund,理由
269,Wahrheit::N,sanning,真実
270,Gespräch::N,samtal,会話
271,Märchen::N,saga,童話
272,Erzählung::N,berättelse,物語
273,Nachricht::N,meddelande,報告
274,Neuigkeit::N,nyhet,ニュース
275,Name::N,namn,名前
276,Rätsel::N,gåta,謎
277,Rede::N,tal,演説
278,Sprache::N,språk,言語
279,Stimme::N,stämma,声
280,Wort::N,ord,言葉
281,Zeichen::N,tecken,記号
282,Ruf::N,rop,呼び声
283,Lärm::N,bråk,騒音
284,Lärm::N,oväsen,騒音
285,Laut::N,ljud,音
286,Ton::N,ton,音
287,Lied::N,sång,歌
288,Ruhe::N,ro,静けさ
289,Ruhe::N,lugn,静けさ
290,Leute::N,folk,人々
291,Volk::N,folk,民族
292,Arbeit::N,arbete,仕事
293,Gast::N,gäst,客
294,Geschenk::N,gåva,贈り物
295,Geschenk::N,present,贈り物
296,Spiel::N,lek,遊び
297,Spiel::N,spel,遊び
298,Gesellschaft::N,sällskap,社会
299,Hilfe::N,hjälp,援助
300,Freund::N,vän,友達
301,Kamerad::N,kamrat,同志
302,Angelegenheit::N,ärende,件
303,Angelegenheit::N,angelägenhet,件
304,Anzahl::N,antal,数
305,Art::N,art,種類
306,Art::N,slag,種類
307,Stück::N,stycke,部分
308,Teil::N,del,部分
309,Hälfte::N,halva,半分
310,Kreis::N,krets,円
311,Kreis::N,cirkel,円
312,Kreuz::N,kors,十字
313,Kreuz::N,kryss,十字
314,Linie::N,linje,線
315,Strich::N,streck,線
316,Abstand::N,avstånd,距離
317,Entfernung::N,avstånd,距離
318,Gegend::N,trakt,辺
319,Gegend::N,trakt,地域
320,Platz::N,plats,ゆとり
321,Ort::N,plats,所
322,Ort::N,plats,場所
323,Ort::N,ställe,所
324,Ort::N,ställe,場所
325,Seite::N,sida,横
326,Mitte::N,mitt,真ん中
327,Gegenstand::N,föremål,物件
328,Sache::N,sak,物
329,Rand::N,rand,端
330,Kante::N,kant,縁
331,Ecke::N,vrå,角
332,Ecke::N,hörn,角
333,Spitze::N,spets,先頭
334,Ende::N,ända,端
335,Loch::N,hål,穴
336,Winkel::N,vinkel,片隅
337,Muster::N,mönster,模様
338,Größe::N,storlek,大きさ
339,Länge::N,längd,長さ
340,Höhe::N,höjd,高さ
341,Gewicht::N,tyngd,重さ
342,Menge::N,mängd,量
343,Haufen::N,hög,堆積
344,Reihe::N,rad,並び
345,Boot::N,båt,ボート
346,Ruder::N,åra,オール
347,Schlitten::N,släde,そり
348,Ski::N,skida,スキー
349,Lagerfeuer::N,lägereld,篝火
350,Last::N,last,荷物
351,Last::N,börda,荷物
352,Gang::N,gång,歩み
353,Schritt::N,steg,歩
354,Norden::N,norr,北
355,Süden::N,söder,南
356,Westen::N,väster,西
357,Osten::N,öster,東
358,Holz::N,trä,木
359,Holz::N,trä,木材
360,Brett::N,bräda,板
361,Platte::N,platta,盤
362,Stütze::N,stöd,支柱
363,Stütze::N,stötta,支柱
364,Stange::N,stång,棒
365,Stock::N,käpp,杖
366,Stock::N,pinne,杖
367,Stab::N,stav,棒
368,Rohr::N,rör,管
369,Haus::N,hus,家
370,Heim::N,hem,家
371,Ofen::N,ugn,ストーブ
372,Fußboden::N,golv,床
373,Tisch::N,bord,机
374,Stuhl::N,stol,椅子
375,Wiege::N,vagga,揺籃
376,Bett::N,säng,ベッド
377,Regal::N,hylla,棚
378,Kiste::N,låda,箱
379,Fenster::N,fönster,窓
380,Tür::N,dörr,戸
381,Tür::N,dörr,ドア
382,Tor::N,port,門
383,Zaun::N,staket,垣根
384,Zaun::N,stängsel,垣根
385,Dach::N,tak,屋根
386,Leiter::N,stege,梯子
387,Besen::N,kvast,ほうき
388,Spaten::N,spade,スコップ
389,Schaufel::N,skovel,シャベル
390,Schaufel::N,skyffel,シャベル
391,Gabel::N,gaffel,フォーク
392,Löffel::N,sked,スプーン
393,Messer::N,kniv,ナイフ
394,Nagel::N,spik,釘
395,Netz::N,nät,網
396,Haken::N,krok,鉤
397,Haken::N,krok,フック
398,Griff::N,tag,取っ手
399,Griff::N,handtag,取っ手
400,Schloss::N,las,錠
401,Bild::N,bild,絵
402,Figur::N,figur,像
403,Puppe::N,docka,人形
404,Beutel::N,påse,袋
405,Bündel::N,bunt,束
406,Bündel::N,bunt,包み
407,Bündel::N,knippa,束
408,Bündel::N,knippa,包み
409,Tasche::N,väska,かばん
410,Eimer::N,hink,バケツ
411,Eimer::N,ämbar,バケツ
412,Deckel::N,lock,蓋
413,Geschirr::N,servis,食器
414,Geschirr::N,porslin,食器
415,Sack::N,säck,袋
416,Tasse::N,kopp,カップ
417,Topf::N,gryta,鍋
418,Topf::N,kastrull,鍋
419,Kessel::N,kittel,釜
420,Essen::N,mål,食事
421,Nahrung::N,näring,食物
422,Speise::N,maträtt,料理
423,Fleisch::N,kött,肉
424,Getreide::N,säd,麦
425,Getreide::N,säd,穀物
426,Getreide::N,spannmål,麦
427,Getreide::N,spannmål,穀物
428,Brei::N,gröt,粥
429,Brot::N,bröd,パン
430,Scheibe::N,skiva,枚
431,Scheibe::N,skiva,切れ
432,Fett::N,fett,脂肪
433,Butter::N,smör,バター
434,Öl::N,olja,油
435,Salz::N,salt,塩
436,Suppe::N,soppa,スープ
437,Honig::N,honung,蜂蜜
438,Milch::N,mjölk,牛乳
439,Tee::N,te,茶
440,Tee::N,te,お茶
441,Leder::N,läder,革
442,Wolle::N,ull,毛糸
443,Wolle::N,ylle,毛糸
444,Stoff::N,tyg,布
445,Stoff::N,stoff,布
446,Nadel::N,nål,針
447,Faden::N,tråd,糸
448,Knopf::N,knapp,ボタン
449,Knoten::N,knut,結び目
450,Farbe::N,färg,ペンキ
451,Kleidung::N,klädsel,衣服
452,Hemd::N,skjorta,シャツ
453,Kragen::N,krage,襟
454,Ärmel::N,ärm,袖
455,Hose::N,byxor,ズボン
456,Gürtel::N,bälte,帯
457,Gürtel::N,bälte,ベルト
458,Mütze::N,mössa,帽子
459,Schuh::N,sko,靴
460,Stiefel::N,stövel,ブーツ
461,Ring::N,ring,輪
462,Band::N,band,リボン
463,Kamm::N,kam,櫛
464,Spiegel::N,spegel,鏡
465,Riemen::N,rem,緒
466,Schnur::N,snöre,紐
467,Leine::N,lina,綱
468,Decke::N,täcke,掛け布団
469,Kissen::N,dyna,枕
470,Kissen::N,kudde,枕
471,Tuch::N,sjal,スカーフ
472,Handtuch::N,handduk,タオル
473,Kraft::N,kraft,力
474,Stärke::N,styrka,強さ
475,Gesundheit::N,hälsa,健康
476,Krankheit::N,sjukdom,病気
477,Schmerz::N,smärta,痛み
478,Wunde::N,sår,傷
479,Fieber::N,feber,熱
480,Arznei::N,medicin,薬
481,Arznei::N,läkemedel,薬
482,Brücke::N,bro,橋
483,Brunnen::N,brunn,井戸
484,Weide::N,bete,牧場
485,Pfad::N,stig,小路
486,Weg::N,väg,道
487,Straße::N,gata,街道
488,Dorf::N,by,村
489,Stadt::N,stad,町
490,Stadt::N,stad,都市
491,Brief::N,brev,手紙
492,Buch::N,bok,本
493,Buchstabe::N,bokstav,文字
494,Zeitung::N,tidning,新聞
495,Leben::N,liv,生活
496,Tod::N,död,死
497,Grab::N,grav,墓
498,Kirche::N,kyrka,教会
499,Sünde::N,synd,罪
500,Gott::N,gud,神
501,Arbeiter::N,arbetare,労働者
502,Chef::N,chef,上司
503,Meister::N,mästare,達人
504,Meister::N,mästare,マイスター
505,Arzt::N,läkare,医者
506,Lehrer::N,lärare,先生
507,Geld::N,pengar,金
508,Geschäft::N,rörelse,取り引き
509,Laden::N,affär,店
510,Preis::N,pris,値段
511,Ware::N,vara,商品
512,Nutzen::N,gagn,利益
513,Nutzen::N,nytta,利益
514,Reichtum::N,rikedom,豊かさ
515,Welt::N,värld,世界
516,Land::N,land,国
517,Staat::N,stat,国家
518,König::N,kung,国王
519,König::N,konung,国王
520,Macht::N,makt,権力
521,Grenze::N,gräns,国境
522,Krieg::N,krig,戦争
523,Feind::N,fiende,敵
524,Gewalt::N,våld,暴力
525,Kampf::N,kamp,戦い
526,Kampf::N,strid,戦い
527,Bogen[Waffe]::N,båge,弓
528,Pfeil::N,pil,矢
529,Gewehr::N,gevär,銃
530,Fehler::N,fel,間違い
531,Lüge::N,lögn,嘘
532,Schaden::N,skada,損害
533,Unglück::N,otur,不幸
534,Unglück::N,olycka,不幸
535,Schuld::N,skuld,罪
536,Alter::N,ålder,年
537,Alter::N,ålder,年齢
538,Schluss::N,slut,終わり
539,Zeit::N,tid,時
540,Zeit::N,tid,時間
541,Tag::N,dag,日
542,Morgen::N,morgon,朝
543,Mittag::N,middag,昼
544,Abend::N,kväll,晩
545,Abend::N,kväll,夕方
546,Nacht::N,natt,夜
547,Woche::N,vecka,週
548,Monat::N,månad,月
549,Jahr::N,år,年
550,Frühling::N,vår,春
551,Sommer::N,sommar,夏
552,Herbst::N,höst,秋
553,Winter::N,vinter,冬
554,Januar::N,januari,一月
555,Februar::N,februari,二月
556,März::N,mars,三月
557,April::N,april,四月
558,Mai::N,maj,五月
559,Juni::N,juni,六月
560,Juli::N,juli,七月
561,August::N,augusti,八月
562,September::N,september,九月
563,Oktober::N,oktober,十月
564,November::N,november,十一月
565,Dezember::N,december,十二月
566,Montag::N,måndag,月曜日
567,Dienstag::N,tisdag,火曜日
568,Mittwoch::N,onsdag,水曜日
569,Donnerstag::N,torsdag,木曜日
570,Freitag::N,fredag,金曜日
571,Samstag::N,lördag,土曜日
572,Sonntag::N,söndag,日曜日
573,groß::A,stor,大きい
574,klein::A,liten,小さい
575,lang::A,lång,長い
576,kurz::A,kort,短い
577,breit::A,bred,広い
578,schmal::A,smal,狭い
579,dicht::A,tät,密な
580,dick[Gegenstand]::A,tjock,厚い
581,dünn::A,tunn,薄い
582,fein::A,fin,細い
583,fest::A,fast,硬い
584,flach::A,platt,平らな
585,glatt::A,glatt,滑らかな
586,hart::A,hård,堅い
587,weich::A,mjuk,柔らかい
588,rund::A,rund,丸い
589,spitz::A,toppig,尖った
590,spitz::A,spetsig,尖った
591,scharf::A,vass,鋭い
592,scharf::A,skarp,鋭い
593,stumpf::A,slö,鈍い
594,schwer::A,tung,重い
595,schön::A,skön,綺麗な
596,schön::A,vacker,綺麗な
597,heiß::A,het,熱い
598,warm::A,varm,温かい
599,kalt::A,kall,寒い
600,kalt::A,kall,冷たい
601,kühl::A,sval,涼しい
602,kühl::A,kylig,涼しい
603,frisch::A,färsk,ひんやりした
604,feucht::A,fuktig,湿った
605,nass::A,våt,濡れた
606,trocken::A,torr,乾いた
607,voll::A,full,いっぱいの
608,leer::A,tom,空の
609,offen::A,öppen,開いた
610,geschlossen::A,stängd,閉まった
611,sauber::A,ren,清潔な
612,schmutzig::A,snuskig,汚い
613,roh::A,rå,生の
614,reif::A,mogen,熟した
615,lecker::A,läcker,美味しい
616,süß::A,söt,甘い
617,bitter::A,besk,苦い
618,bitter::A,bitter,苦い
619,sauer::A,sur,酸っぱい
620,hell::A,ljus,明るい
621,dunkel::A,mörk,暗い
622,schwarz::A,svart,黒い
623,weiß::A,vit,白い
624,rot::A,röd,赤い
625,gelb::A,gul,黄色い
626,blau::A,blå,青い
627,grün::A,grön,緑の
628,grau::A,grå,灰色の
629,bunt::A,brokig,色取り取りの
630,billig::A,billig,安い
631,teuer::A,dyr,高い
632,wertvoll::A,värdefull,貴重な
633,blind::A,blind,盲目の
634,taub::A,döv,耳が聞こえない
635,kräftig::A,kraftig,強力な
636,stark::A,stark,強い
637,schwach::A,svag,弱い
638,fett::A,fet,太った
639,schlank::A,slank,ほっそりした
640,hübsch::A,snygg,素敵な
641,hübsch::A,vacker,素敵な
642,böse::A,ond,悪い
643,böse::A,elak,悪い
644,dumm::A,dum,馬鹿な
645,faul::A,lat,怠惰な
646,fleißig::A,flitig,勤勉な
647,geizig::A,snål,けちな
648,geizig::A,girig,けちな
649,klug::A,klok,賢い
650,klug::A,klok,頭のいい
651,geschickt::A,händig,器用な
652,geschickt::A,skicklig,器用な
653,lieb::A,kär,愛らしい
654,lieb::A,snäll,愛らしい
655,lustig::A,rolig,楽しい
656,lustig::A,lustig,楽しい
657,sanft::A,mild,温和な
658,hungrig::A,hungrig,空腹の
659,krank::A,sjuk,病気の
660,nackt::A,naken,裸の
661,traurig::A,ledsen,悲しい
662,traurig::A,sorgsen,悲しい
663,lebendig::A,levande,生きた
664,gut::A,bra,良い
665,schlecht::A,dålig,悪い
666,schlecht::A,dålig,駄目な
667,richtig::A,riktig,正しい
668,schlimm::A,illa,ひどい
669,wahr::A,sann,本当の
670,alt::A,gammal,古い
671,neu::A,ny,新しい
672,ehemalig::A,forn,以前の
673,ehemalig::A,tidigare,以前の
674,alt[Lebewesen]::A,gammal,年を取った
675,jung::A,ung,若い
676,arm::A,fattig,貧乏な
677,reich::A,rik,裕福な
678,bekannt::A,känd,有名な
679,berühmt::A,berömd,有名な
680,fremd::A,främmande,見知らぬ
681,verschieden::A,åtskillig,色々な
682,nah::A,nära,近い
683,fern::A,fjärran,遠い
684,linker::A,vänster,左の
685,rechter::A,höger,右の
686,anderer::A,annan,別の
687,erster::A,första,一番目
688,zweiter::A,andra,二番目
689,dritter::A,tredje,三番目
690,letzter::A,sist,最後の
691,allein::ADV,allena,一人で
692,auf einmal::ADV,på en gång,同時に
693,zusammen::ADV,tillsammans,一緒に
694,lange::ADV,länge,長い間
695,plötzlich::ADV,plötsligt,急に
696,sofort::ADV,strax,すぐに
697,sofort::ADV,genast,すぐに
698,später::ADV,senare,後で
699,jetzt::ADV,nu,今
700,heute::ADV,i dag,今日
701,morgen::ADV,i morgon,明日
702,bald::ADV,snart,間もなく
703,dann::ADV,då,それから
704,gestern::ADV,i går,昨日
705,einst::ADV,en gång,過去に
706,damals::ADV,då,あの時
707,damals::ADV,den gången,あの時
708,danach::ADV,därefter,その後で
709,vorher::ADV,före,以前に
710,vorher::ADV,förut,以前に
711,zuerst::ADV,först,まず
712,zuerst::ADV,först,最初に
713,einmal::ADV,en gång,一回
714,manchmal::ADV,ibland,時々
715,oft::ADV,ofta,よく
716,immer::ADV,alltid,いつも
717,niemals::ADV,aldrig,一度も...ない
718,hier::ADV,här,こちら
719,hierhin::ADV,hit,ここへ
720,hierhin::ADV,hit,こちらへ
721,von hier::ADV,härifrån,ここから
722,dort::ADV,där,そちら
723,dorthin::ADV,dit,そこへ
724,dorthin::ADV,dit,そちらへ
725,geradeaus::ADV,rätt fram,真っ直ぐに
726,vorwärts::ADV,fram,前へ
727,vorwärts::ADV,framåt,前へ
728,rückwärts::ADV,baklänges,後ろへ
729,zurück::ADV,tillbaka,後ろへ
730,unten::ADV,nere,下に
731,unten::ADV,nedanför,下に
732,hinab::ADV,ned,下へ
733,hinab::ADV,nedåt,下へ
734,oben::ADV,ovan,上に
735,oben::ADV,ovanpå,上に
736,hinauf::ADV,upp,上へ
737,hinauf::ADV,uppåt,上へ
738,überall::ADV,överallt,どこでも
739,nicht::ADV,ej,ない
740,nicht::ADV,inte,ない
741,ein wenig::ADV,litet,少し
742,ein wenig::ADV,litet,ちょっと
743,kaum::ADV,knappt,ほとんど～ない
744,kaum::ADV,knappast,ほとんど～ない
745,sehr::ADV,mycket,とても
746,so::ADV,så,こう
747,noch::ADV,än,まだ
748,noch::ADV,ännu,まだ
749,nur::ADV,bara,～だけ
750,nur::ADV,endast,～だけ
751,schon::ADV,redan,もう
752,wieder::ADV,åter,再び
753,vergebens::ADV,förgäves,無駄に
754,vor::PRP,utanför,前に
755,hinter::PRP,bakom,後ろに
756,unter::PRP,under,下に
757,durch::PRP,genom,通して
758,durch::PRP,igenom,通して
759,neben::PRP,bredvid,横に
760,neben::PRP,vid sidan av,横に
761,zwischen::PRP,mellan,間に
762,wegen::PRP,på grund av,為に
763,wegen::PRP,på grund av,せいで
764,dies::PRN,detta,これ
765,das::PRN,det,それ
766,alles::PRN,allt,全部
767,ich::PRN,jag,私
768,du::PRN,du,あなた
769,er::PRN,han,彼
770,wir::PRN,vi,私達
771,ihr::PRN,ni,あなた達
772,sie::PRN,de,彼ら
773,was::FPRN,vad,何
774,wer::FPRN,vem,誰
775,wer::FPRN,vem,どなた
776,wo::FADV,var,どこ
777,wo::FADV,var,どこに
778,wohin::FADV,vart,どこへ
779,wie::FADV,hur,どう
780,warum::FADV,varför,何故
781,warum::FADV,varför,どうして
782,wieviel::FNUM,hur mycket,どのくらい
783,eins::NUM,en,一
784,eins::NUM,ett,一
785,zwei::NUM,två,二
786,zwei::NUM,två,二つ
787,drei::NUM,tre,三
788,drei::NUM,tre,三つ
789,vier::NUM,fyra,四
790,vier::NUM,fyra,四つ
791,fünf::NUM,fem,五
792,fünf::NUM,fem,五つ
793,sechs::NUM,sex,六
794,sechs::NUM,sex,六つ
795,sieben::NUM,sju,七
796,sieben::NUM,sju,七つ
797,acht::NUM,åtta,八
798,acht::NUM,åtta,八つ
799,neun::NUM,nio,九
800,neun::NUM,nio,九つ
801,zehn::NUM,tio,十
802,elf::NUM,elva,十一
803,zwölf::NUM,tolv,十二
804,zwanzig::NUM,tjugo,二十
805,dreißig::NUM,trettio,三十
806,vierzig::NUM,fyrtio,四十
807,fünfzig::NUM,femtio,五十
808,sechzig::NUM,sextio,六十
809,siebzig::NUM,sjuttio,七十
810,achtzig::NUM,åttio,八十
811,neunzig::NUM,nittio,九十
812,hundert::NUM,hundra,百
813,tausend::NUM,tusen,千
814,und::CNJ,och,-と
815,und::CNJ,och,そして
816,oder::CNJ,eller,或いは
817,stehen::V,stå,立っている
818,sitzen::V,sitta,座っている
819,liegen::V,ligga,横になっている
820,hängen::V,hänga,掛かっている
821,werden::V,bli,なる
822,passieren::V,ske,起こる
823,passieren::V,hända,起こる
824,beginnen::V,börja,始まる
825,enden::V,ända,終わる
826,wechseln::V,växla,変わる
827,aufgehen[Sonne]::V,gå upp,出る
828,untergehen[Sonne]::V,gå ned,沈む
829,scheinen[Sonne]::V,skina,輝く
830,donnern::V,dundra,雷が鳴る
831,wehen::V,blåsa,吹く
832,strömen::V,forsa,流れる
833,strömen::V,strömma,流れる
834,fließen::V,flyta,流れる
835,sich drehen::V,snurra,回転する
836,schwanken::V,vackla,揺れる
837,schwingen::V,svinga,振動する
838,fallen::V,falla,落ちる
839,brennen::V,brinna,燃える
840,rauchen::V,ryka,煙を出す
841,regnen::V,regna,雨が降る
842,gefrieren::V,frysa,凍る
843,tauen::V,töa,溶ける
844,schmelzen::V,smälta,溶ける
845,trocknen::V,torka,乾く
846,sieden::V,koka,沸く
847,sieden::V,sjuda,沸く
848,faulen::V,ruttna,腐る
849,verfaulen::V,ruttna,朽ちる
850,reißen::V,brista,切れる
851,versinken::V,sjunka,沈む
852,vergehen::V,förgå,経つ
853,erscheinen::V,synas,現れる
854,erscheinen::V,visa sig,現れる
855,verschwinden::V,försvinna,消える
856,sinken::V,sjunka,下がる
857,abnehmen::V,avta,減る
858,abnehmen::V,minskas,減る
859,zunehmen::V,tilltaga,増える
860,steigen::V,stiga,上がる
861,wachsen::V,växa,伸びる
862,glänzen::V,glimma,輝く
863,funkeln::V,tindra,ぴかぴか光る
864,funkeln::V,gnistra,ぴかぴか光る
865,lärmen::V,bråka,騒ぐ
866,lärmen::V,väsnas,騒ぐ
867,läuten::V,ringa,鳴る
868,klingeln::V,ringa,鳴る
