,Concept_ID,no,sk
849,vier::NUM,fire,štyri
850,fünf::NUM,fem,päť
851,sechs::NUM,seks,šesť
852,sieben::NUM,sju,sedem
853,acht::NUM,åtte,osem
854,neun::NUM,ni,deväť
855,zehn::NUM,ti,desať
856,elf::NUM,elleve,jedenásť
857,zwölf::NUM,tolv,dvanásť
858,zwanzig::NUM,tjue,dvadsať
859,dreißig::NUM,tretti,tridsať
860,vierzig::NUM,førti,štyridsať
861,fünfzig::NUM,femti,päťdesiat
862,sechzig::NUM,seksti,šesťdesiat
863,siebzig::NUM,sytti,sedemdesiat
864,achtzig::NUM,åtti,osemdesiat
865,neunzig::NUM,nitti,deväťdesiat
866,hundert::NUM,hundre,sto
867,tausend::NUM,tusen,tisíc
868,und::CNJ,og,i
869,oder::CNJ,eller,alebo
870,stehen::V,stå,stáť
871,sitzen::V,sitte,sedieť
872,liegen::V,ligge,ležať
873,hängen::V,henge,visieť
874,werden::V,bli,stať sa
875,passieren::V,skje,stať sa
876,passieren::V,hende,stať sa
877,beginnen::V,begynne,začať sa
878,enden::V,ende,končiť sa
879,enden::V,slutte,končiť sa
880,wechseln::V,veksle,meniť sa
881,aufgehen[Sonne]::V,stå opp,vychádzať
882,untergehen[Sonne]::V,gå ned,zapadnúť
883,scheinen[Sonne]::V,skinne,svietiť
884,donnern::V,tordne,hrmieť
885,wehen::V,blåse,viať
886,strömen::V,strømme,prúdiť
887,fließen::V,flyte,tiecť
888,sich drehen::V,dreie seg,točiť sa
889,sich drehen::V,dreie seg,krútiť sa
890,schwanken::V,svaie,kolísať
891,schwanken::V,svaie,klátiť sa
892,schwingen::V,svinge,kývať sa
893,schwingen::V,svinge,chvieť sa
894,fallen::V,falle,padať
895,brennen::V,brenne,páliť
896,brennen::V,brenne,horieť
897,rauchen::V,ryke,dymiť sa
898,regnen::V,regne,pršať
899,gefrieren::V,fryse,zamrznút
900,tauen::V,tine,taviť sa
901,schmelzen::V,smelte,taviť sa
902,trocknen::V,tørre,schnúť
903,sieden::V,koke,vrieť
904,faulen::V,råtne,hniť
905,verfaulen::V,råtne,zhniť
906,reißen::V,briste,pretrhnúť sa
907,versinken::V,synke,zapadnúť
908,versinken::V,synke,potopiť sa
909,versinken::V,synke ned,zapadnúť
910,versinken::V,synke ned,potopiť sa
911,vergehen::V,forløpe,plynúť
912,erscheinen::V,synes,objaviť sa
913,verschwinden::V,forsvinne,zmiznúť
914,sinken::V,synke,klesať
915,abnehmen::V,avta,ubúdať
916,abnehmen::V,minske,ubúdať
917,zunehmen::V,tilta,pribúdať
918,steigen::V,stige,stúpať
919,wachsen::V,gro,rásť
920,wachsen::V,vokse,rásť
921,glänzen::V,skinne,jagať sa
922,glänzen::V,skinne,lesknúť sa
923,funkeln::V,tindre,iskriť sa
924,lärmen::V,bråke,lomoziť
925,läuten::V,ringe,cengať
926,klingeln::V,ringe,zvoniť
927,klirren::V,klirre,rinčať
928,brausen::V,bruse,hučať
929,rauschen::V,suse,šumieť
930,klingen::V,lyde,znieť
931,klingen::V,lyde,zvoniť
932,klingen::V,klinge,znieť
933,klingen::V,klinge,zvoniť
934,bellen::V,gjø,štekať
935,bellen::V,gjø,brechať
936,bellen::V,bjeffe,štekať
937,bellen::V,bjeffe,brechať
938,heulen::V,ule,vyť
939,blasen::V,blåse,duť
940,blasen::V,blåse,fúkať
941,pfeifen::V,plystre,pískať
942,pfeifen::V,plystre,hvízdať
943,schreien::V,skrike,kričať
944,stöhnen::V,stønne,stenať
945,zittern::V,dirre,triasť sa
946,zittern::V,skjelve,triasť sa
947,leben::V,leve,žiť
948,geboren werden::V,fødes,narodiť sa
949,atmen::V,ånde,dýchať
950,atmen::V,puste,dýchať
951,trinken::V,drikke,piť
952,essen::V,spise,jesť
953,schlucken::V,svelge,zhltnuť
954,müde werden::V,bli trett,unaviť sa
955,einschlafen::V,sovne,usnúť
956,einschlafen::V,sovne,zaspať
957,schlafen::V,sove,spať
958,aufwachen::V,våkne,zobudiť sa
959,aufstehen::V,stå opp,vstať
960,sich erholen::V,bli bra,zotavovať sa
961,sich erholen::V,bli bra,oddýchovať si
962,sich erholen::V,komme seg,zotavovať sa
963,sich erholen::V,komme seg,oddýchovať si
964,krank werden::V,bli syk,ochorieť
965,krank sein::V,være syk,chorieť
966,krank sein::V,være syk,byť chorý
967,schmerzen::V,gjøre vondt,bolieť
968,husten::V,hoste,kašľať
969,genesen::V,komme seg,uzdraviť sa
970,sterben::V,dø,umrieť
971,sterben::V,dø,zomrieť
972,umkommen::V,omkomme,zahynúť
973,sich bewegen::V,bevege seg,pohybovať sa
974,sich rühren::V,røre på seg,hnúť sa
975,sich erheben::V,reise seg,zdvihnúť sa
976,sich setzen::V,sette sig,sadnúť si
977,hinfallen::V,falle over ende,spadnúť
978,laufen::V,løpe,bežať
979,schreiten::V,skride,kráčať
980,spazierengehen::V,spasere,prechádzať sa
981,spazierengehen::V,gå en tur,prechádzať sa
982,eilen::V,ile,súriť
983,sich beeilen::V,skynde seg,ponáhľať sa
984,sausen::V,suse,hučať
985,rennen::V,løpe,bežať
986,springen::V,hoppe,skákať
987,springen::V,springe,skákať
988,klettern::V,klatre,liezť
989,schaukeln::V,huske,húpať
990,schaukeln::V,huske,hojdať
991,kriechen::V,krype,liezť
992,kriechen::V,krype,plaziť sa
993,schwimmen::V,svømme,plávať
994,tauchen::V,dykke,ponoriť sa
995,rudern::V,ro,veslovať
996,fahren::V,kjøre,ísť
997,fahren::V,kjøre,jazdiť
998,fliegen::V,fly,letieť
999,gehen::V,gå,ísť
1000,weggehen::V,gå bort,odísť
1001,weggehen::V,gå bort,odchádzať
1002,abfahren::V,reise,odcestovať
1003,anhalten::V,stanse,zadržať sa
1004,anhalten::V,stanse,zastaviť sa
1005,hineingehen::V,gå inn,vchádzať
1006,eintreten::V,tre inn,vojsť
1007,eintreten::V,tre inn,vstúpiť
1008,kommen::V,komme,prísť
1009,ankommen::V,ankomme,prísť
1010,ankommen::V,ankomme,doraziť
1011,ankommen::V,komme til,prísť
1012,ankommen::V,komme til,doraziť
1013,zurückkommen::V,komme tilbake,vrátiť sa
1014,bleiben::V,bli,ostať
1015,bleiben::V,bli,zostať
1016,bleiben::V,forbli,ostať
1017,bleiben::V,forbli,zostať
1018,warten::V,vente,čakať
1019,erwarten::V,vente,očakávať
1020,suchen::V,søke,hľadať
1021,finden::V,finne,nájsť
1022,versuchen::V,prøve,skúsiť
1023,versuchen::V,prøve,pokúsiť sa
1024,versuchen::V,forsøke,skúsiť
1025,versuchen::V,forsøke,pokúsiť sa
1026,vorbereiten::V,forberede,pripraviť
1027,lieben::V,elske,ľúbiť
1028,lieben::V,elske,milovať
1029,mögen::V,like,mať rád
1030,lachen::V,le,smiať sa
1031,rühren::V,røre,dojať
1032,weinen::V,gråte,plakať
1033,schimpfen::V,skjelle,nadávať
1034,sich ärgern::V,ergre seg,hnevať sa
1035,sich ärgern::V,ergre seg,zlostiť sa
1036,sich fürchten::V,være redd,báť sa
1037,fürchten::V,være redd for,báť sa
1038,fliehen::V,rømme,utekať
1039,fliehen::V,flykte,utekať
1040,flüchten::V,flykte,utiecť
1041,sehen::V,se,vidieť
1042,anschauen::V,se på,pozrieť sa na
1043,anschauen::V,betrakte,pozrieť sa na
1044,ansehen::V,anse,pozrieť
1045,hören::V,høre,počúvať
1046,zuhören::V,tilhøre,počúvať
1047,probieren::V,smake,ochutnať
1048,probieren::V,smake på,ochutnať
1049,riechen::V,lukte,ňuchať
1050,fühlen::V,føle,cítiť
1051,fühlen::V,føle,pociťovať
1052,scheinen::V,se ut,zdať sa
1053,zu sehen sein::V,synes,byť vidieť
1054,vernehmen::V,få vite,počuť
1055,frieren::V,fryse,mrznúť
1056,frieren::V,fryse,oziabať
1057,tun::V,gjøre,robiť
1058,können::V,kunne,môcť
1059,wollen::V,ville,chcieť
1060,anfangen::V,begynne,začať
1061,beenden::V,avslutte,skončiť
1062,aufhören::V,slutte,prestať
1063,aufhören::V,holde opp,prestať
1064,gelingen::V,lykkes,podariť sa
1065,geraten::V,bli,dariť sa
1066,öffnen::V,åpne,otvoriť
1067,schließen::V,lukke,zavrieť
1068,schließen::V,stenge,zavrieť
1069,stellen::V,stille,postaviť
1070,setzen::V,sette,posadiť
1071,legen::V,legge,klásť
1072,legen::V,legge,položiť
1073,berühren::V,berøre,dotykať sa
1074,verbinden::V,forbinde,spojiť
1075,bedecken::V,dekke,pokryť
1076,aufhängen::V,henge,zavesiť
1077,aufhängen::V,henge opp,zavesiť
1078,anzünden::V,tenne,zapáliť
1079,anzünden::V,antenne,zapáliť
1080,anzünden::V,tenne på,zapáliť
1081,aufheben::V,løfte,zdvihnúť
1082,aufheben::V,ta opp,zdvihnúť
1083,zurücklassen::V,slippe tilbake,zanechať
1084,verlieren::V,miste,stratiť
1085,fallen lassen::V,droppe,pustiť
1086,fallen lassen::V,la falle,pustiť
1087,machen::V,lage,robiť
1088,machen::V,gjøre,robiť
1089,herstellen::V,fremstille,vyrobiť
1090,bauen::V,bygge,stavať
1091,bauen::V,bygge,budovať
1092,reparieren::V,reparere,opraviť
1093,verbessern::V,rette,zlepšiť
1094,verbessern::V,forbedre,zlepšiť
1095,ändern::V,forandre,zmeniť
1096,ändern::V,forandre,preinačiť
1097,graben::V,grave,ryť
1098,graben::V,grave,kopať
1099,beugen::V,bøye,ohnúť
1100,biegen::V,bøye,ohnúť
1101,drehen::V,dreie,točiť
1102,drehen::V,dreie,krútiť
1103,wenden::V,vende,obrátiť
1104,wenden::V,vende,prevrátiť
1105,umdrehen::V,snu,otočiť
1106,umdrehen::V,snu,obrátiť
1107,heben::V,heve,dvíhať
1108,heben::V,heve,povzniesť
1109,hochheben::V,løfte,zdvihnúť
1110,ergreifen::V,gripe,uchopiť sa
1111,ergreifen::V,få tak i,uchopiť sa
1112,halten::V,holde,držať
1113,drücken::V,trykke,tisnúť
1114,schieben::V,skyve,posunovať
1115,kratzen::V,klø,škrabať
1116,kratzen::V,klore,škrabať
1117,lecken::V,slikke,lízať
1118,beißen::V,bite,kúsať
1119,abreißen::V,rive av,odtrhnúť
1120,abschneiden::V,skjære av,odrezať
1121,abschneiden::V,skjære av,odkrojiť
1122,binden::V,binde,zaviazať
1123,binden::V,binde,priviazať
1124,stecken::V,stikke,strčiť
1125,brechen::V,bryte,zlomiť
1126,brechen::V,briste,zlomiť
1127,klopfen::V,banke,tĺcť
1128,klopfen::V,banke,klopať
1129,hauen::V,hogge,nabiť
1130,kleben::V,klistre,lepiť
1131,kleben::V,klistre,nalepiť
1132,reiben::V,gni,trieť
1133,streichen::V,stryke,namazať
1134,schleifen::V,slipe,ostríť
1135,schneiden::V,klippe,rezať
1136,schneiden::V,klippe,strihať
1137,rütteln::V,ruske,triasť
1138,rütteln::V,ruske,lomcovať
1139,schütteln::V,riste,triasť
1140,schütteln::V,riste,potriasť
1141,schwenken::V,svinge,mávať
1142,schütten::V,helle,sypať
1143,füllen::V,fylle,plniť
1144,einwickeln::V,vikle inn,zabaliť
1145,tragen::V,bære,niesť
1146,schleppen::V,slepe,vliecť
1147,ziehen::V,dra,ťahať
1148,ziehen::V,trekke,ťahať
1149,aufbewahren::V,oppbevare,uložiť
1150,aufbewahren::V,oppbevare,uschovať
1151,aufbewahren::V,ta vare på,uložiť
1152,aufbewahren::V,ta vare på,uschovať
1153,werfen::V,kaste,hodiť
1154,werfen::V,kaste,vrhnúť
1155,fangen::V,fange,chytať
1156,packen::V,gripe,baliť
1157,packen::V,gripe,chytiť
1158,packen::V,gripe tak i,baliť
1159,packen::V,gripe tak i,chytiť
1160,verstecken::V,gjemme,skryť
1161,verstecken::V,gjemme,schovať
1162,teilen::V,dele,podeliť
1163,teilen::V,dele,rozdeliť
1164,schicken::V,sende,posielať
1165,bringen::V,bringe,priniesť
1166,hinzufügen::V,tilføye,pripojiť
1167,bekommen::V,få,dostať
1168,erhalten::V,få,prijať
1169,nehmen::V,ta,vziať
1170,wählen::V,velge,voliť
1171,auswählen::V,velge ut,vybrať
1172,auswählen::V,velge ut,vyvoliť
1173,bewahren::V,bevare,zachovať
1174,behindern::V,hindre,zavadzať
1175,behindern::V,hindre,byť v ceste
1176,behindern::V,forhindre,zavadzať
1177,behindern::V,forhindre,byť v ceste
1178,verderben::V,ødelegge,skaziť
1179,beschädigen::V,skade,ublížiť
1180,beschädigen::V,skade,poškodiť
1181,zerbrechen::V,brekke i stykker,rozbiť
1182,zerbrechen::V,brekke i stykker,prelomiť
1183,zerreißen::V,rive i stykker,pretrhnúť
1184,zerstören::V,ødelegge,zničiť
1185,verbrennen::V,brenne,spáliť
1186,verbrennen::V,brenne opp,spáliť
1187,geben::V,gi,dať
1188,reichen::V,rekke,podať
1189,schenken::V,forære,darovať
1190,schenken::V,skjenke,darovať
1191,versprechen::V,love,sľúbiť
1192,wünschen::V,ønske,želať
1193,loben::V,rose,chváliť
1194,küssen::V,kysse,bozkať
1195,wiegen::V,vogge,kolísať
1196,zudecken::V,dekke til,prikryť
1197,wecken::V,vekke,zobudiť
1198,zeigen::V,vise,ukázať
1199,führen::V,føre,viesť
1200,lehren::V,lære,učiť
1201,unterrichten::V,undervise,vyučovať
1202,aufziehen::V,oppdra,vychovať
1203,leiten::V,lede,viesť
1204,antreiben::V,drive på,popudiť
1205,lassen::V,få til å,dať
1206,einladen::V,be,pozvať
1207,einladen::V,be,povolať
1208,einladen::V,invitere,pozvať
1209,einladen::V,invitere,povolať
1210,vereinigen::V,forene,spojiť
1211,vereinigen::V,forene,zjednotiť
1212,besuchen::V,besøke,navštíviť
1213,treffen::V,møte,stretnúť
1214,treffen::V,treffe,stretnúť
1215,sich versammeln::V,forsamles,zhromaždiť sa
1216,spielen::V,leke,hrať
1217,spielen::V,spille,hrať
1218,singen::V,synge,spievať
1219,tanzen::V,danse,tancovať
1220,sich trennen::V,skilles,rozísť sa
1221,verlassen::V,forlate,opustiť
1222,retten::V,redde,zachrániť
1223,bewachen::V,bevokte,strážiť
1224,schützen::V,verne,chrániť
1225,schützen::V,beskytte,chrániť
1226,verteidigen::V,forsvare,brániť
1227,sich schlagen::V,slåss,biť sa
1228,schießen::V,skyte,streliť
1229,schießen::V,skyte,strieľať
1230,siegen::V,seire,zvíťaziť
1231,ärgern::V,ergre,hnevať
1232,ärgern::V,ergre,zlostiť
1233,treten::V,sparke,kopnúť
1234,stechen::V,stikke,bodnúť
1235,stechen::V,stikke,pichnúť
1236,stoßen::V,støte,udrieť
1237,stehlen::V,stjele,kradnúť
1238,stören::V,forstyrre,vyrušiť
1239,belästigen::V,plage,obťažovať
1240,belästigen::V,sjenere,obťažovať
1241,verbergen::V,gjemme,skryť
1242,täuschen::V,villede,sklamať
1243,betrügen::V,bedra,klamať
1244,betrügen::V,bedra,podvádzať
1245,töten::V,drepe,zabiť
1246,töten::V,drepe,usmrtiť
1247,wohnen::V,bo,bývať
1248,arbeiten::V,arbeide,pracovať
1249,sammeln::V,samle,zbierať
1250,pflücken::V,plukke,trhať
1251,pflücken::V,plukke,oberať
1252,jagen::V,jage,poľovať
1253,fischen::V,fiske,loviť ryby
1254,fischen::V,fiske,chytať ryby
1255,fassen::V,fange,uloviť
1256,hüten::V,vokte,pásť
1257,treiben::V,drive,hnať
1258,anbinden::V,feste,priviazať
1259,füttern::V,fore,kŕmiť
1260,melken::V,melke,dojiť
1261,hacken::V,hakke,seknúť
1262,gießen::V,helle,polievať
1263,reifen::V,modne,dozrieť
1264,zubereiten::V,lage,pripraviť
1265,zubereiten::V,tilberede,pripraviť
1266,kochen::V,koke,variť
1267,backen::V,bake,piecť
1268,backen::V,bake,smažiť
1269,braten::V,steke,piecť
1270,braten::V,steke,pražiť
1271,umrühren::V,røre om,pomiešať
1272,stricken::V,strikke,pliesť
1273,nähen::V,sy,šiť
1274,färben::V,farge,zafarbiť
1275,reinigen::V,rense,čistiť
1276,reinigen::V,gjøre ren,čistiť
1277,waschen::V,vaske,myť
1278,abwischen::V,tørke av,utrieť
1279,spülen::V,spyle,vyplachovať
1280,spülen::V,skylle,vyplachovať
1281,fegen::V,feie,zametať
1282,kehren::V,koste,zametať
1283,baden::V,bade,kúpať sa
1284,sich waschen::V,vaske seg,umývať sa
1285,ausziehen::V,ta av,zobliecť
1286,anziehen::V,ta på,obliecť
1287,sich anziehen::V,kle på seg,obliecť sa
1288,kämmen::V,gre,česať
1289,kämmen::V,kjemme,česať
1290,schmücken::V,pynte,ozdobiť
1291,schmücken::V,smykke,ozdobiť
1292,sagen::V,si,povedať
1293,sprechen::V,snakke,hovoriť
1294,reden::V,tale,rozprávať
1295,reden::V,snakke,rozprávať
1296,sich unterhalten::V,samtale,rozprávať sa
1297,fragen::V,spørre,spýtať sa
1298,bitten::V,be,prosiť
1299,erzählen::V,fortelle,rozprávať
1300,mitteilen::V,meddele,oznámiť
1301,nennen::V,kalle,nazvať
1302,nennen::V,kalle,menovať
1303,rufen::V,rope,volať
1304,rufen::V,rope,zavolať
1305,prahlen::V,skryte,vystatovať sa
1306,übersetzen::V,oversette,preložiť
1307,denken::V,tenke,myslieť
1308,glauben::V,tro,veriť
1309,bemerken::V,bemerke,podotknuť
1310,bemerken::V,bemerke,spozorovať
1311,bemerken::V,legge merke til,podotknuť
1312,bemerken::V,legge merke til,spozorovať
1313,erkennen::V,gjenkjenne,poznať
1314,begreifen::V,begripe,pochopiť
1315,begreifen::V,begripe,porozumieť
1316,verstehen::V,forstå,rozumieť
1317,verstehen::V,skjønne,rozumieť
1318,lernen::V,lære,učiť sa
1319,wissen::V,vite,vedieť
1320,sich erinnern an::V,huske på,pamätať si na
1321,vergessen::V,glemme,zabudnuť
1322,messen::V,måle,merať
1323,zählen::V,telle,počítať
1324,rechnen::V,regne,rátať
1325,rechnen::V,regne,počítať
1326,lesen::V,lese,čítať
1327,malen::V,male,maľovať
1328,zeichnen::V,tegne,kresliť
1329,schreiben::V,skrive,písať
1330,besitzen::V,eie,mať
1331,besitzen::V,eie,vlastniť
1332,besitzen::V,inneha,mať
1333,besitzen::V,inneha,vlastniť
1334,kaufen::V,kjøpe,kúpiť
1335,verkaufen::V,selge,predať
1336,bezahlen::V,betale,zaplatiť
1337,zahlen::V,betale,platiť
1338,beherrschen::V,beherske,ovládať
1339,ertragen::V,orke,znášať
1340,ertragen::V,orke,vydržať
1341,schlagen::V,,biť
1342,schlagen::V,,udrieť
