,Concept_ID,mrj,ru
773,wohin::FADV,кышкы,куда
774,wie::FADV,кыце,как
775,warum::FADV,малын,почему
776,wieviel::FNUM,кынар,сколько
777,wieviel::FNUM,кынары,сколько
778,wieviel::FNUM,кынаркы,сколько
779,eins::NUM,иктӹ,один
780,eins::NUM,иктӹт,один
781,zwei::NUM,кок,два
782,zwei::NUM,кокты,два
783,drei::NUM,кым,три
784,drei::NUM,кымыт,три
785,vier::NUM,нӹл,четыре
786,fünf::NUM,вӹц,пять
787,sechs::NUM,куд,шесть
788,sechs::NUM,кудытмозн,шесть
789,sieben::NUM,шӹм,семь
790,sieben::NUM,шӹмӹт,семь
791,acht::NUM,кӓндӓкш,восемь
792,acht::NUM,кӓндӓкшӹ,восемь
793,neun::NUM,ӹндекшшӱдӹ,девять
794,zehn::NUM,лу,десять
795,elf::NUM,луатик,одиннадцать
796,elf::NUM,луатиктӹ,одиннадцать
797,zwölf::NUM,луаткок,двенадцать
798,zwölf::NUM,луаткокты,двенадцать
799,zwanzig::NUM,коклы,двадцать
800,dreißig::NUM,кымлы,тридцать
801,vierzig::NUM,нӹллӹ,сорок
802,fünfzig::NUM,вӹцлӹ,пятьдесят
803,sechzig::NUM,кудлу,шестьдесят
804,siebzig::NUM,шӹмлу,семьдесят
805,achtzig::NUM,кӓндӓкшлу,восемьдесят
806,neunzig::NUM,ӹндекшлу,девяносто
807,hundert::NUM,шӱдӹ,сто
808,tausend::NUM,тӹжем,тысяча
809,und::CNJ,дöн,и
810,oder::CNJ,льывы,или
811,oder::CNJ,льывы,либо
812,stehen::V,шалшаг,стоять
813,sitzen::V,шӹнзӓш,сидеть
814,liegen::V,киӓш,лежать
815,hängen::V,кечӓш,висеть
816,werden::V,шагалаш,стать
817,passieren::V,ӹштӓ́лтӓш,случиться
818,beginnen::V,тӹнгӓлӓлтӓш,начаться
819,enden::V,пӹтӓш,кончиться
820,wechseln::V,весемӓш,меняться
821,wechseln::V,весемӓлтӓш,меняться
822,aufgehen[Sonne]::V,авараш,взойти
823,untergehen[Sonne]::V,шӹ́нзӓш,зайти
824,scheinen[Sonne]::V,сотемдӓрӓш,светить
825,donnern::V,хӹдӹртӓш,греметь
826,wehen::V,ӹфӹлӓш,дуть
827,strömen::V,йогащ,литься
828,fließen::V,йогащ,течь
829,sich drehen::V,пöрдӓш,вращаться
830,schwanken::V,лыпшалташ,колебаться
831,schwingen::V,кӓчӓйӓш,качаться
832,fallen::V,кенвазаш,падать
833,fallen::V,шынгалташ,падать
834,brennen::V,йылаш,гореть
835,rauchen::V,шыпшаш,дымить
836,regnen::V,юраш,дождить
837,gefrieren::V,гӓш,замерзнуть
838,gefrieren::V,кӹлмаш,замерзнуть
839,tauen::V,шылаш,таять
840,schmelzen::V,шӹрӓнӓш,плавиться
841,trocknen::V,кошкаш,сохнуть
842,sieden::V,шолаш,кипеть
843,faulen::V,шӱӓш,гнить
844,verfaulen::V,йӓнгӓрӓлтӓш,сгнить
845,reißen::V,кышкедӓлтӓш,рваться
846,versinken::V,ва́лаш,тонуть
847,vergehen::V,эртӓш,проходить
848,erscheinen::V,каяш,появиться
849,verschwinden::V,ямаш,исчезнуть
850,sinken::V,пычаш,спадать
851,abnehmen::V,чӹдемӓш,уменьшиться
852,abnehmen::V,кöтӹргӓш,уменьшиться
853,zunehmen::V,когоэмӓш,увеличиваться
854,steigen::V,лӱлта́лташ,подниматься
855,wachsen::V,кушкаш,расти
856,glänzen::V,йӹлгӹжӓш,блестеть
857,funkeln::V,валгалташ,сверкать
858,lärmen::V,юкланаш,шуметь
859,läuten::V,цоргаш,звонить
860,klingeln::V,цоргаш,звонить
861,klirren::V,цонгырталгаш,звякать
862,brausen::V,ышдымыла́наш,бушевать
863,rauschen::V,шу́жгаш,шелестеть
864,klingen::V,йо́нгаш,звучать
865,bellen::V,опташ,лаять
866,heulen::V,урмыжаш,выть
867,blasen::V,ӹфӹлӓш,дунуть
868,pfeifen::V,ши́шкаш,свистеть
869,schreien::V,уташ,кричать
870,schreien::V,саслаш,кричать
871,schreien::V,варгынзаш,кричать
872,stöhnen::V,ӹнгӹрӓш,стонать
873,zittern::V,цӹтӹрӓш,дрожать
874,leben::V,ӹлӓш,жить
875,geboren werden::V,шачаш,родиться
876,atmen::V,шӱлӓш,дышать
877,trinken::V,йӱӓш,пить
878,essen::V,качкаш,есть
879,essen::V,качкаш,кушать
880,schlucken::V,нелӓш,глотать
881,müde werden::V,янгылаш,устать
882,einschlafen::V,амален кеӓш,заснуть
883,schlafen::V,амалаш,спать
884,aufwachen::V,понгыжалташ,проснуться
885,aufstehen::V,кӹньӹл шагалаш,встать
886,sich erholen::V,кӓнаш,отдыхать
887,krank werden::V,церлӓнен вазаш,заболеть
888,krank sein::V,церлӓнӓш,болеть
889,krank sein::V,ясланаш,болеть
890,krank sein::V,ясыланаш,болеть
891,schmerzen::V,каршташ,болеть
892,husten::V,кахыраш,кашлять
893,genesen::V,паремӓш,поправиться
894,genesen::V,тöрлӓнӓш,поправиться
895,sterben::V,вазын колаш,умереть
896,umkommen::V,пӹтӓш,погибнуть
897,sich bewegen::V,кашташ,двигаться
898,sich rühren::V,тӓрвӓнӓш,шевельнуться
899,sich erheben::V,кӹньӹлӓш,встать
900,sich setzen::V,шӹнзӓш,сесть
901,hinfallen::V,кенвазаш,упасть
902,hinfallen::V,шынгалташ,упасть
903,laufen::V,кашташ,ходить
904,schreiten::V,ашкедӓш,шагать
905,spazierengehen::V,мадын кашташ,гулять
906,eilen::V,вӓшкӓш,спешить
907,sich beeilen::V,вӓшкӓш,торопиться
908,sich beeilen::V,талашаш,торопиться
909,sausen::V,хойхаланаш,мчаться
910,sausen::V,хояш,мчаться
911,rennen::V,кыргыжаш,бегать
912,springen::V,тӹршештӓш,прыгать
913,klettern::V,ку́заш,лазать
914,schaukeln::V,лыпшалташ,раскачиваться
915,kriechen::V,авалянаш,ползать
916,kriechen::V,ньыжиклӓш,ползать
917,schwimmen::V,илӓш,плавать
918,tauchen::V,цымаш,нырять
919,rudern::V,шуалташ,грести
920,fahren::V,кеӓш,ехать
921,fliegen::V,чонгештӓш,летать
922,gehen::V,кеӓш,идти
923,weggehen::V,кеӓш,уйти
924,abfahren::V,кеӓш,отправиться
925,anhalten::V,цӓрнӓш,остановиться
926,hineingehen::V,пыраш,входить
927,eintreten::V,пыраш,войти
928,kommen::V,толаш,прийти
929,ankommen::V,шоаш,прибыть
930,zurückkommen::V,пöртӹлӓш,возвратиться
931,bleiben::V,кодаш,остаться
932,warten::V,вычаш,ждать
933,erwarten::V,вычаш,ожидать
934,suchen::V,кӹчӓлӓш,искать
935,finden::V,моаш,найти
936,versuchen::V,путаяш,пытаться
937,versuchen::V,цацаш,пытаться
938,vorbereiten::V,поспейӹктӓш,подготовить
939,lieben::V,яраташ,любить
940,mögen::V,яраташ,любить
941,lachen::V,ваштылаш,смеяться
942,rühren::V,тӓрвӓтӓш,растрогать
943,weinen::V,мӓгӹрӓш,плакать
944,schimpfen::V,свырседӓлӓш,ругаться
945,sich ärgern::V,шӹдешкӓш,сердиться
946,sich fürchten::V,лӱдӓш,бояться
947,fürchten::V,лӱдӓш,бояться
948,fliehen::V,кыргыжаш,убегать
949,flüchten::V,кыргыж шӹлӓш,убежать
950,sehen::V,ужаш,видеть
951,anschauen::V,анжалаш,посмотреть
952,ansehen::V,анжаш,смотреть
953,hören::V,колаш,слышать
954,zuhören::V,колышташ,слушать
955,probieren::V,тотештӓш,пробовать
956,probieren::V,подыл анжаш,пробовать
957,riechen::V,ӱпшӹнзӓш,нюхать
958,fühlen::V,шижӓш,чувствовать
959,scheinen::V,каяш,казаться
960,zu sehen sein::V,каяш,виднеться
961,vernehmen::V,колын колташ,услышать
962,frieren::V,кӹлмаш,мерзнуть
963,frieren::V,тӹнгӹргӓш,мерзнуть
964,tun::V,ӹштӓш,делать
965,können::V,кердӓш,мочь
966,können::V,кердӓш,уметь
967,wollen::V,жалаяш,хотеть
968,anfangen::V,тӹнгӓлӓш,начать
969,beenden::V,пӹтӓрӓш,закончить
970,aufhören::V,цӓрнӓш,перестать
971,gelingen::V,цӓш лиӓш,удаться
972,geraten::V,лиӓш,оказаться
973,öffnen::V,пачаш,открыть
974,schließen::V,чӱчӓш,закрыть
975,stellen::V,шӹндӓш,поставить
976,setzen::V,шӹндӓш,посадить
977,legen::V,опташ,класть
978,legen::V,пиштӓш,класть
979,berühren::V,тӹкӓлӓш,трогать
980,verbinden::V,пидӓш,связать
981,bedecken::V,леведӓш,покрыть
982,aufhängen::V,сӓкӓш,повесить
983,anzünden::V,чӱктӓш,зажечь
984,aufheben::V,кузыкташ,поднять
985,zurücklassen::V,кодаш,оставить
986,verlieren::V,ямдаш,потерять
987,fallen lassen::V,кенвацтараш,уронить
988,machen::V,ӹштӓш,сделать
989,herstellen::V,йӓмдӹлӓш,изготовить
990,bauen::V,ӹштӓш,строить
991,reparieren::V,чиняш,чинить
992,reparieren::V,алалаш,чинить
993,verbessern::V,яжоэмден шӹндӓш,улучшить
994,ändern::V,вашталташ,изменить
995,graben::V,капаяш,копать
996,beugen::V,лывырташ,согнуть
997,beugen::V,каклярташ,согнуть
998,biegen::V,лывырташ,погнуть
999,drehen::V,сӓрӓш,вертеть
1000,drehen::V,сӓрӹкӓлӓш,вертеть
1001,wenden::V,сӓрӓлӓш,повернуть
1002,umdrehen::V,сӓрӓлӓш,перевернуть
1003,heben::V,лӱктӓш,поднимать
1004,hochheben::V,кузыкташ,поднять
1005,ergreifen::V,хватяш,схватить
1006,halten::V,кычаш,держать
1007,drücken::V,темдӓш,нажимать
1008,schieben::V,шӹкӓш,толкать
1009,kratzen::V,нӹжӓш,скрести
1010,lecken::V,нылаш,лизать
1011,beißen::V,пыралаш,кусать
1012,abreißen::V,кӹрӓш,оторвать
1013,abreißen::V,кышкед нӓлӓш,оторвать
1014,abschneiden::V,шулаш,отрезать
1015,abschneiden::V,лаштыклаш,отрезать
1016,binden::V,пидӓш,вязать
1017,stecken::V,шыралаш,воткнуть
1018,brechen::V,тодылаш,сломать
1019,brechen::V,пыдырташ,сломать
1020,klopfen::V,рушткаш,стучать
1021,hauen::V,шелӹштӓш,бить
1022,kleben::V,клейӓш,клеить
1023,reiben::V,нӹжӓш,тереть
1024,streichen::V,шӹрӓш,намазать
1025,schleifen::V,шымаш,точить
1026,schneiden::V,пӹчкӓш,резать
1027,rütteln::V,мыльгыкташ,шатать
1028,schütteln::V,цӹтӹртӓш,трясти
1029,schütteln::V,мыльгыкташ,трясти
1030,schwenken::V,машыяш,махать
1031,schütten::V,опталаш,налить
1032,füllen::V,темӓш,наполнить
1033,einwickeln::V,пӹтӹрӓ́лӓш,завернуть
1034,tragen::V,намалаш,нести
1035,schleppen::V,шӹдӹрӓш,тащить
1036,ziehen::V,шыпшаш,тянуть
1037,aufbewahren::V,перегӓш,хранить
1038,werfen::V,кӹшкӓш,бросать
1039,fangen::V,кычаш,ловить
1040,packen::V,хватяш,схватить
1041,verstecken::V,шӹлтӓш,спрятать
1042,teilen::V,пайылаш,разделить
1043,schicken::V,колташ,посылать
1044,bringen::V,кандаш,принести
1045,bekommen::V,лыкташ,достать
1046,erhalten::V,получаяш,получить
1047,nehmen::V,налаш,взять
1048,wählen::V,айыраш,выбрать
1049,auswählen::V,айыраш,отобрать
1050,bewahren::V,перегӓш,сохранить
1051,behindern::V,мешӓйӓш,препятствовать
1052,verderben::V,портяш,испортить
1053,beschädigen::V,шушырташ,повредить
1054,zerbrechen::V,пыдырташ,разбить
1055,zerreißen::V,кӹрӓш,разорвать
1056,zerstören::V,шӓлӓтӓш,разрушить
1057,verbrennen::V,йылаташ,сжечь
1058,verbrennen::V,йылалташ,сжечь
1059,geben::V,пуаш,дать
1060,reichen::V,пуаш,передать
1061,schenken::V,подараш,дарить
1062,versprechen::V,сöрӓш,обещать
1063,wünschen::V,жалаяш,желать
1064,loben::V,хваляш,хвалить
1065,küssen::V,шышшалаш,целовать
1066,wiegen::V,лӱнгӓлтӓш,качать
1067,zudecken::V,пиштӓш,накрыть
1068,wecken::V,понгыжалтараш,разбудить
1069,zeigen::V,анжыкташ,показать
1070,führen::V,видӓш,вести
1071,lehren::V,тымдаш,учить
1072,unterrichten::V,тымдаш,преподавать
1073,aufziehen::V,кушташ,воспитать
1074,leiten::V,видӓш,руководить
1075,leiten::V,вуйлаташ,руководить
1076,leiten::V,вуйлалташ,руководить
1077,antreiben::V,талаштараш,подгонять
1078,lassen::V,-ыкт,заставить
1079,einladen::V,ӱжӓш,пригласить
1080,vereinigen::V,иктештӓш,объединить
1081,besuchen::V,толаш,посетить
1082,treffen::V,вӓшлиӓш,встретить
1083,treffen::V,вӓшлиӓлтӓш,встретить
1084,sich versammeln::V,цымыргаш,собраться
1085,spielen::V,мадаш,играть
1086,singen::V,мыраш,петь
1087,tanzen::V,кушташ,плясать
1088,tanzen::V,кушташ,танцевать
1089,sich trennen::V,айырлаш,расстаться
1090,verlassen::V,шуаш,покинуть
1091,retten::V,ытараш,спасти
1092,bewachen::V,оролаш,охранять
1093,schützen::V,перегӓш,уберегать
1094,verteidigen::V,перегӓш,защитить
1095,sich schlagen::V,шидӓлӓш,драться
1096,sich schlagen::V,шиэдӓлӓш,драться
1097,schießen::V,лӱӓш,стрелять
1098,siegen::V,сӹнгӓш,победить
1099,ärgern::V,шӹдештӓрӓш,сердить
1100,schlagen::V,пӓрен колташ,ударить
1101,schlagen::V,хӹрӹктен колташ,ударить
1102,treten::V,чымаш,пинать
1103,stechen::V,пышкылаш,уколоть
1104,stoßen::V,шыркедӓш,толкнуть
1105,stehlen::V,шолышт толаш,украсть
1106,stören::V,ӓрештӹлӓш,помешать
1107,belästigen::V,кӓньӹсӹрлӓндӓрӓш,надоедать
1108,belästigen::V,шытырланыкташ,надоедать
1109,verbergen::V,шӹлтӓш,скрыть
1110,täuschen::V,алталаш,обмануть
1111,täuschen::V,аталаш,обмануть
1112,betrügen::V,мошеньӹчӓйӓш,смошенничать
1113,töten::V,пуштын шуаш,убить
1114,wohnen::V,ӹлӓш,проживать
1115,arbeiten::V,пӓшӓлӓш,работать
1116,arbeiten::V,ровотаяш,работать
1117,sammeln::V,погаш,собрать
1118,pflücken::V,кӹрӓш,рвать
1119,pflücken::V,кӹрӓш,срывать
1120,jagen::V,охотничӓйӓш,охотиться
1121,fischen::V,кол кычаш,рыбачить
1122,fassen::V,кычаш,поймать
1123,hüten::V,кӹтӓш,пасти
1124,treiben::V,шуруяш,гнать
1125,anbinden::V,ялшташ,привязать
1126,anbinden::V,ялышташ,привязать
1127,füttern::V,пукшаш,кормить
1128,melken::V,шыпшылаш,доить
1129,hacken::V,роаш,рубить
1130,gießen::V,шӓвӓш,полить
1131,reifen::V,кӱӓш,созреть
1132,reifen::V,поспейӓш,созреть
1133,zubereiten::V,йӓмдӹлӓш,приготовить
1134,kochen::V,шолташ,варить
1135,backen::V,кӱктӓш,печь
1136,braten::V,жӓрӓш,жарить
1137,umrühren::V,намалаш,перемешать
1138,stricken::V,пидӓш,вязать
1139,nähen::V,ыргаш,шить
1140,färben::V,пидӓш,покрасить
1141,reinigen::V,чиӓлтӓш,очистить
1142,waschen::V,мышкаш,стирать
1143,abwischen::V,ӹштӓш,вытереть
1144,spülen::V,шӱӓлтӓш,полоскать
1145,fegen::V,ӹштӓш,подметать
1146,kehren::V,ӹштӓш,мести
1147,baden::V,нӱштӹлӓш,купаться
1148,sich waschen::V,мышкылташ,мыться
1149,ausziehen::V,кыдашаш,снять
1150,anziehen::V,чиӓш,надеть
1151,sich anziehen::V,чиӓш,одеться
1152,kämmen::V,шерӓш,причесать
1153,schmücken::V,цеверемдӓш,украсить
1154,sagen::V,манаш,сказать
1155,sagen::V,келесӓш,сказать
1156,sprechen::V,манаш,говорить
1157,reden::V,шайышташ,разговаривать
1158,sich unterhalten::V,хытыраш,беседовать
1159,sich unterhalten::V,хытыргаш,беседовать
1160,fragen::V,ядаш,спросить
1161,bitten::V,ядаш,просить
1162,erzählen::V,келесӓш,рассказать
1163,mitteilen::V,попаш,сообщить
1164,mitteilen::V,увертӓш,сообщить
1165,mitteilen::V,увертӓрӓш,сообщить
1166,nennen::V,лӹмдӓш,назвать
1167,rufen::V,ӱжӓш,звать
1168,prahlen::V,хайзаш,хвастаться
1169,prahlen::V,шаргаланаш,хвастаться
1170,übersetzen::V,вашташ,перевести
1171,denken::V,машанаш,думать
1172,glauben::V,ӹнянӓш,верить
1173,bemerken::V,цаклаш,заметить
1174,erkennen::V,пӓлӓш,узнать
1175,begreifen::V,ынгылаш,понять
1176,begreifen::V,ынгылаш,постичь
1177,verstehen::V,ынгылаш,услышать
1178,lernen::V,тыменяш,учиться
1179,wissen::V,пӓлӓш,знать
1180,sich erinnern an::V,ышештӓрӓш,вспомнить
1181,vergessen::V,монден кодаш,забыть
1182,messen::V,висӓш,мерить
1183,zählen::V,шотаяш,считать
1184,rechnen::V,шотаяш,считать
1185,lesen::V,лыдаш,читать
1186,malen::V,рисуяш,рисовать
1187,zeichnen::V,ыдырка́лаш,рисовать
1188,schreiben::V,вазаш,писать
1189,besitzen::V,кы́чаш,иметь
1190,kaufen::V,нӓлӓш,купить
1191,verkaufen::V,выжалаш,продать
1192,bezahlen::V,тӱлӓш,заплатить
1193,zahlen::V,тӱлӓш,платить
1194,beherrschen::V,кы́чаш,владеть
1195,ertragen::V,цӹтӓш,вытерпеть
1196,Linie::N,,линия
1197,Strich::N,,черта
1198,jetzt::ADV,,сейчас
1199,hinzufügen::V,,добавить
