,Concept_ID,de,br
785,sich erheben::V,sich erheben,sevel
786,sich setzen::V,sich setzen,azezañ
787,sich setzen::V,sich setzen,mont en e goazez
788,hinfallen::V,hinfallen,kouezhañ
789,laufen::V,laufen,redek
790,schreiten::V,schreiten,kerzhet
791,spazierengehen::V,spazierengehen,pourmen
792,eilen::V,eilen,hastañ
793,sich beeilen::V,sich beeilen,hastañ
794,sausen::V,sausen,karzhañ
795,rennen::V,rennen,redek
796,springen::V,springen,lammat
797,klettern::V,klettern,krimpat
798,schaukeln::V,schaukeln,brañsellat
799,kriechen::V,kriechen,skrampañ
800,schwimmen::V,schwimmen,neuial
801,tauchen::V,tauchen,splujañ
802,rudern::V,rudern,roeñvat
803,fahren::V,fahren,kas
804,fahren::V,fahren,bleniañ
805,fliegen::V,fliegen,nijal
806,gehen::V,gehen,mont
807,weggehen::V,weggehen,mont kuit
808,abfahren::V,abfahren,mont kuit
809,anhalten::V,anhalten,chom a-sav
810,hineingehen::V,hineingehen,monet e-barzh
811,eintreten::V,eintreten,monet e-barzh
812,kommen::V,kommen,dont
813,ankommen::V,ankommen,erruout
814,zurückkommen::V,zurückkommen,addonet
815,bleiben::V,bleiben,chom
816,warten::V,warten,gortoz
817,erwarten::V,erwarten,gortoz
818,suchen::V,suchen,klask
819,finden::V,finden,kavout
820,versuchen::V,versuchen,klask
821,vorbereiten::V,vorbereiten,aozañ
822,lieben::V,lieben,karout
823,mögen::V,mögen,karout
824,lachen::V,lachen,c'hoarzin
825,rühren::V,rühren,tenerañ
826,weinen::V,weinen,gouelañ
827,schimpfen::V,schimpfen,krozal
828,sich ärgern::V,sich ärgern,fachañ
829,sich ärgern::V,sich ärgern,en em fachañ
830,sich fürchten::V,sich fürchten,
831,fürchten::V,fürchten,
832,fliehen::V,fliehen,tec'het
833,flüchten::V,flüchten,tuzañ
834,sehen::V,sehen,gwelet
835,anschauen::V,anschauen,sellout ouzh
836,ansehen::V,ansehen,sellout ouzh
837,hören::V,hören,klevet
838,zuhören::V,zuhören,selaou
839,probieren::V,probieren,blasa
840,riechen::V,riechen,klevet
841,fühlen::V,fühlen,santout
842,scheinen::V,scheinen,diskouez bezañ
843,zu sehen sein::V,zu sehen sein,bezañ gwelus
844,vernehmen::V,vernehmen,merzhañ
845,frieren::V,frieren,anoued
846,tun::V,tun,ober
847,können::V,können,gouzout
848,wollen::V,wollen,fellout da
849,wollen::V,wollen,kaout c'hoant da
850,anfangen::V,anfangen,kregiñ
851,beenden::V,beenden,achuiñ
852,aufhören::V,aufhören,paouez
853,gelingen::V,gelingen,
854,geraten::V,geraten,
855,öffnen::V,öffnen,digeriñ
856,schließen::V,schließen,serriñ
857,stellen::V,stellen,lakaat
858,setzen::V,setzen,lakaat
859,legen::V,legen,lakaat
860,berühren::V,berühren,touch
861,verbinden::V,verbinden,eren
862,bedecken::V,bedecken,goloiñ
863,aufhängen::V,aufhängen,istribilhañ
864,anzünden::V,anzünden,alumiñ
865,anzünden::V,anzünden,c'hwezzañ
866,aufheben::V,aufheben,dastum
867,zurücklassen::V,zurücklassen,lezel
868,verlieren::V,verlieren,koll
869,fallen lassen::V,fallen lassen,laoskel
870,fallen lassen::V,fallen lassen,lezel da gouezhel
871,machen::V,machen,ober
872,herstellen::V,herstellen,fardañ
873,bauen::V,bauen,sevel
874,reparieren::V,reparieren,adaozañ
875,verbessern::V,verbessern,gwellaat
876,ändern::V,ändern,cheñch
877,graben::V,graben,kleuzañ
878,beugen::V,beugen,plegañ
879,biegen::V,biegen,krommañ
880,drehen::V,drehen,treiñ
881,wenden::V,wenden,treiñ
882,umdrehen::V,umdrehen,treiñ
883,heben::V,heben,sevel
884,hochheben::V,hochheben,sevel
885,ergreifen::V,ergreifen,kemer
886,halten::V,halten,dalc'hen
887,drücken::V,drücken,bountañ
888,schieben::V,schieben,poulzañ
889,kratzen::V,kratzen,skrabat
890,lecken::V,lecken,lipat
891,beißen::V,beißen,kregiñ
892,abreißen::V,abreißen,diframmañ
893,abschneiden::V,abschneiden,troc'hañ
894,binden::V,binden,stagañ
895,stecken::V,stecken,sankañ
896,brechen::V,brechen,darnaouiñ
897,klopfen::V,klopfen,skoiñ
898,hauen::V,hauen,dornañ
899,kleben::V,kleben,pegañ
900,reiben::V,reiben,taravat
901,reiben::V,reiben,trekiñ
902,streichen::V,streichen,toazañ
903,schleifen::V,schleifen,lemmañ
904,schneiden::V,schneiden,troc'hañ
905,rütteln::V,rütteln,tordorosañ
906,schütteln::V,schütteln,hejañ
907,schwenken::V,schwenken,
908,schütten::V,schütten,diskargañ
909,füllen::V,füllen,kargañ
910,einwickeln::V,einwickeln,gronnañ
911,tragen::V,tragen,dougen
912,schleppen::V,schleppen,stlejal
913,ziehen::V,ziehen,sachañ
914,aufbewahren::V,aufbewahren,miret
915,werfen::V,werfen,teuler
916,fangen::V,fangen,tapañ
917,packen::V,packen,krapat
918,verstecken::V,verstecken,kuzhat
919,teilen::V,teilen,rannañ
920,schicken::V,schicken,kas
921,bringen::V,bringen,degas
922,hinzufügen::V,hinzufügen,lakat ouzhpenn
923,bekommen::V,bekommen,kaout
924,erhalten::V,erhalten,kaout
925,nehmen::V,nehmen,kemer
926,wählen::V,wählen,choaz
927,auswählen::V,auswählen,dibab
928,bewahren::V,bewahren,mirout
929,behindern::V,behindern,diaezañ
930,verderben::V,verderben,lovrañ
931,beschädigen::V,beschädigen,gwallegañ
932,zerbrechen::V,zerbrechen,torriñ
933,zerreißen::V,zerreißen,diroegiñ
934,zerstören::V,zerstören,distrujañ
935,verbrennen::V,verbrennen,deviñ
936,geben::V,geben,reiñ
937,reichen::V,reichen,
938,schenken::V,schenken,donezonañ
939,versprechen::V,versprechen,prometiñ
940,wünschen::V,wünschen,hetiñ
941,loben::V,loben,feurmiñ
942,küssen::V,küssen,pokat
943,wiegen::V,wiegen,pouezañ
944,zudecken::V,zudecken,goloiñ
945,wecken::V,wecken,dihuniñ
946,zeigen::V,zeigen,diskouez
947,führen::V,führen,kas
948,lehren::V,lehren,deskiñ
949,unterrichten::V,unterrichten,kelenn
950,aufziehen::V,aufziehen,
951,leiten::V,leiten,bleinañ
952,antreiben::V,antreiben,poulzañ
953,lassen::V,lassen,leuskel
954,einladen::V,einladen,pediñ
955,vereinigen::V,vereinigen,unisañ
956,besuchen::V,besuchen,gweladenniñ
957,treffen::V,treffen,kejal
958,treffen::V,treffen,ankontrañ
959,sich versammeln::V,sich versammeln,bodennañ
960,spielen::V,spielen,c'hoari
961,singen::V,singen,kanañ
962,tanzen::V,tanzen,dañsal
963,sich trennen::V,sich trennen,dispartiañ
964,verlassen::V,verlassen,lezel
965,retten::V,retten,saveteiñ
966,bewachen::V,bewachen,mesa
967,schützen::V,schützen,diwall
968,verteidigen::V,verteidigen,difenn
969,sich schlagen::V,sich schlagen,lopañ
970,schießen::V,schießen,
971,siegen::V,siegen,trec'hiñ
972,ärgern::V,ärgern,hegasiñ
973,schlagen::V,schlagen,skeiñ
974,treten::V,treten,botaouiñ
975,stechen::V,stechen,pikat
976,stoßen::V,stoßen,stokañ
977,stehlen::V,stehlen,laerezh
978,stören::V,stören,direnkañ
979,belästigen::V,belästigen,dregasiñ
980,verbergen::V,verbergen,skoachañ
981,täuschen::V,täuschen,tromplañ
982,betrügen::V,betrügen,lorbañ
983,töten::V,töten,lazhañ
984,wohnen::V,wohnen,bezañ o chom
985,arbeiten::V,arbeiten,labourat
986,sammeln::V,sammeln,dastum
987,pflücken::V,pflücken,kuntuilhañ
988,jagen::V,jagen,chaseal
989,fischen::V,fischen,pesketa
990,fassen::V,fassen,pakañ
991,hüten::V,hüten,geota
992,treiben::V,treiben,
993,anbinden::V,anbinden,stagañ
994,füttern::V,füttern,boueta
995,melken::V,melken,goro
996,hacken::V,hacken,difrakal
997,gießen::V,gießen,dourañ
998,reifen::V,reifen,azviñ
999,zubereiten::V,zubereiten,keginañ
1000,kochen::V,kochen,poazhañ
1001,backen::V,backen,fritañ
1002,braten::V,braten,rostañ
1003,umrühren::V,umrühren,
1004,stricken::V,stricken,stammañ
1005,nähen::V,nähen,gwriat
1006,färben::V,färben,livañ
1007,reinigen::V,reinigen,naetañ
1008,waschen::V,waschen,gwalc'hiñ
1009,abwischen::V,abwischen,torchañ
1010,spülen::V,spülen,disgwalc'hiñ
1011,fegen::V,fegen,skubañ
1012,kehren::V,kehren,skubañ
1013,baden::V,baden,kouronkañ
1014,sich waschen::V,sich waschen,en em walc'hiñ
1015,ausziehen::V,ausziehen,
1016,anziehen::V,anziehen,
1017,sich anziehen::V,sich anziehen,gwiskañ
1018,kämmen::V,kämmen,kribat
1019,schmücken::V,schmücken,kinklañ
1020,sagen::V,sagen,larêt
1021,sagen::V,sagen,lavaret
1022,sprechen::V,sprechen,komz
1023,reden::V,reden,kaozeal
1024,sich unterhalten::V,sich unterhalten,balbotal
1025,fragen::V,fragen,goulenn
1026,bitten::V,bitten,goulenn
1027,erzählen::V,erzählen,kontañ
1028,mitteilen::V,mitteilen,kemenn
1029,nennen::V,nennen,anviñ
1030,rufen::V,rufen,gelver
1031,prahlen::V,prahlen,fougeal
1032,übersetzen::V,übersetzen,treiñ
1033,denken::V,denken,soñjal
1034,glauben::V,glauben,krediñ
1035,bemerken::V,bemerken,apresevañ
1036,erkennen::V,erkennen,anavout
1037,begreifen::V,begreifen,meizañ
1038,verstehen::V,verstehen,kompren
1039,lernen::V,lernen,deskiñ
1040,wissen::V,wissen,gouzout
1041,sich erinnern an::V,sich erinnern an,kaout soñj e
1042,vergessen::V,vergessen,ankouaat
1043,messen::V,messen,muzuliañ
1044,zählen::V,zählen,kontañ
1045,rechnen::V,rechnen,jedañ
1046,lesen::V,lesen,lenn
1047,malen::V,malen,livañ
1048,zeichnen::V,zeichnen,tresañ
1049,schreiben::V,schreiben,skrivañ
1050,besitzen::V,besitzen,kaout
1051,kaufen::V,kaufen,prenañ
1052,verkaufen::V,verkaufen,gwerzhañ
1053,bezahlen::V,bezahlen,paeañ
1054,zahlen::V,zahlen,paeañ
1055,beherrschen::V,beherrschen,mestroniañ
1056,ertragen::V,ertragen,anduriñ
