,Concept_ID,it,lbe
758,faul::A,pigro,танмалсса
759,faul::A,pigro,курчӏилсса
760,fleißig::A,diligente,хӏарачат бусса
761,geizig::A,avaro,янттарцӏансса
762,klug::A,intelligente,аькьлу бусса
763,geschickt::A,àbile,паргалсса
764,lieb::A,caro,аьзизсса
765,lustig::A,gaio,тяхъасса
766,lustig::A,allegro,тяхъасса
767,sanft::A,dolce,иминсса
768,hungrig::A,affamato,ккашилсса
769,krank::A,malato,къашавайсса
770,krank::A,infermo,къашавайсса
771,nackt::A,nudo,кӏачӏасса
772,traurig::A,triste,пашмансса
773,lebendig::A,vivo,уттавасса
774,gut::A,buono,ххуйсса
775,schlecht::A,cattivo,оьккисса
776,richtig::A,giusto,саргъунсса
777,schlimm::A,grave,оьккисса
778,wahr::A,vero,хӏакьсса
779,alt::A,vecchio,кугьнасса
780,neu::A,nuovo,цӏусса
781,ehemalig::A,vecchio,хъхъичӏвасса
782,ehemalig::A,d'una_volta,хъхъичӏвасса
783,alt[Lebewesen]::A,anziano,агьилсса
784,jung::A,giovane,чӏавасса
785,jung::A,giovane,жагьилсса
786,arm::A,pòvero,мискинсса
787,reich::A,ricco,авадансса
788,bekannt::A,noto,дусъсса
789,bekannt::A,conosciuto,дусъсса
790,berühmt::A,famoso,машгьурсса
791,berühmt::A,cèlebre,машгьурсса
792,fremd::A,estràneo,чил
793,fremd::A,straniero,чил
794,verschieden::A,diverso,личӏи-личӏисса
795,verschieden::A,differente,личӏи-личӏисса
796,nah::A,vicino,гъансса
797,nah::A,propinquo,гъансса
798,fern::A,lontano,архсса
799,linker::A,sinistro,кияхсса
800,linker::A,sinistro,кюччахсса
801,rechter::A,destro,урчӏахсса
802,anderer::A,altro,цамур
803,erster::A,primo,цалчинмур
804,erster::A,primo,цалчиннсса
805,zweiter::A,secondo,кӏилчиимур
806,dritter::A,terzo,шамулчинмур
807,letzter::A,ùltimo,махъва-махъмур
808,allein::ADV,solo,ялгъузну
809,allein::ADV,da solo,ялгъузну
810,auf einmal::ADV,insieme,
811,zusammen::ADV,insieme,цачӏу
812,zusammen::ADV,insieme,архӏал
813,lange::ADV,a lungo,батӏи къабуклай
814,lange::ADV,a lungo,хъунмасса хӏаллай
815,plötzlich::ADV,all'improvviso,цакуну
816,sofort::ADV,sùbito,мугьлат бакъа
817,sofort::ADV,all'istante,мугьлат бакъа
818,später::ADV,più tardi,махъ
819,jetzt::ADV,ora,утти
820,jetzt::ADV,ora,цӏана
821,jetzt::ADV,adesso,утти
822,jetzt::ADV,adesso,цӏана
823,heute::ADV,oggi,хӏакьину
824,morgen::ADV,domani,гьуит
825,morgen::ADV,domani,гьунттий
826,bald::ADV,presto,
827,bald::ADV,tra poco,
828,dann::ADV,allora,яла
829,gestern::ADV,ieri,лахьхьу
830,einst::ADV,prima,
831,einst::ADV,un tempo,
832,damals::ADV,allora,та чӏумал
833,danach::ADV,poi,яла
834,danach::ADV,dopo,яла
835,vorher::ADV,prima,хьхьнчӏ
836,vorher::ADV,prima,хьхьичӏва
837,zuerst::ADV,prima,бакӏрай
838,zuerst::ADV,prima,цӏу бутӏуй
839,zuerst::ADV,dapprima,бакӏрай
840,zuerst::ADV,dapprima,цӏу бутӏуй
841,einmal::ADV,una volta,цал
842,manchmal::ADV,talvolta,ваксса-таксса
843,manchmal::ADV,qualche volta,ваксса-таксса
844,oft::ADV,spesso,чӏявуну
845,immer::ADV,sempre,мудан
846,immer::ADV,sempre,даиман
847,niemals::ADV,non mai,тачӏав
848,hier::ADV,qua,шикку
849,hierhin::ADV,qua,шиккун
850,von hier::ADV,ne,шичча
851,von hier::ADV,da qui,шичча
852,dort::ADV,lì,гикку
853,dorthin::ADV,là,тиккун
854,geradeaus::ADV,diritto,тӏайланм
855,vorwärts::ADV,avanti,хьхьичӏунмай
856,rückwärts::ADV,all'indietro,махъа-хьхьичӏунмай
857,zurück::ADV,di indietro,махъунмай
858,unten::ADV,giù,лув
859,unten::ADV,sotto,лув
860,hinab::ADV,giù,бакӏ-ялавай
861,hinab::ADV,giù,бакӏъялавай
862,hinab::ADV,in giù,бакӏ-ялавай
863,hinab::ADV,in giù,бакӏъялавай
864,oben::ADV,su,ялув
865,oben::ADV,sopra,ялув
866,hinauf::ADV,in sù,лавай
867,hinauf::ADV,in alto,лавай
868,überall::ADV,dappertutto,гьариий
869,überall::ADV,dappertutto,хьу-хьуний
870,überall::ADV,dappertutto,гьарца кӏанай
871,nicht::ADV,non,къа-
872,ein wenig::ADV,un po',чанни
873,ein wenig::ADV,un po',ца чансса
874,ein wenig::ADV,un poco,чанни
875,ein wenig::ADV,un poco,ца чансса
876,kaum::ADV,a appena,дахьа
877,sehr::ADV,molto,оьну
878,sehr::ADV,molto,гужну
879,sehr::ADV,molto,хъинну
880,so::ADV,così,укукн
881,so::ADV,tanto,укукн
882,noch::ADV,ancora,гьала
883,noch::ADV,ancora,уттигу
884,noch::ADV,ancora,цакьинва
885,noch::ADV,ancora,ттигу-шилагу
886,nur::ADV,solo,анжагь
887,nur::ADV,soltanto,анжагь
888,schon::ADV,già,
889,wieder::ADV,di nuovo,цӏуницӏа
890,vergebens::ADV,invano,аьдада
891,vergebens::ADV,invano,нахӏакь
892,vor::PRP,davanti a,хьхьичӏ
893,hinter::PRP,dietro,махъ
894,unter::PRP,sotto,лув
895,durch::PRP,per,-х
896,durch::PRP,attraverso,-х
897,neben::PRP,a accanto a,чӏарав
898,zwischen::PRP,fra,дянив
899,wegen::PRP,a causa di,цӏаний
900,dies::PRN,ciò,ва
901,dies::PRN,questo,ва
902,das::PRN,ciò,та
903,das::PRN,ciò,кӏа
904,das::PRN,ciò,га
905,das::PRN,quello,та
906,das::PRN,quello,кӏа
907,das::PRN,quello,га
908,alles::PRN,tutto,щала
909,ich::PRN,ìo,на
910,du::PRN,tu,ина
911,er::PRN,lui,му
912,er::PRN,egli,му
913,wir::PRN,noi,жу
914,ihr::PRN,voi,зу
915,sie::PRN,loro,
916,was::FPRN,che,ци
917,was::FPRN,che cosa,ци
918,wer::FPRN,chi,цу
919,wo::FADV,dove,чув
920,wohin::FADV,dove,чун
921,wie::FADV,come,цукун
922,warum::FADV,perche,цан
923,wieviel::FNUM,quanto,циксса
924,eins::NUM,uno,ца
925,zwei::NUM,due,кӏива
926,drei::NUM,tre,шамма
927,vier::NUM,quattro,мукьа
928,vier::NUM,quattro,мукьва
929,fünf::NUM,cinque,ххюва
930,sechs::NUM,sei,ряхва
931,sieben::NUM,sette,арула
932,acht::NUM,otto,мяйва
933,neun::NUM,nove,урчӏва
934,zehn::NUM,dieci,ацӏва
935,elf::NUM,ùndici,ацӏния цава
936,zwölf::NUM,dodici,ацӏиия кӏива
937,zwanzig::NUM,venti,кьува
938,dreißig::NUM,trenta,зувира
939,vierzig::NUM,quaranta,мукьцӏала
940,fünfzig::NUM,cinquanta,ххюцӏала
941,sechzig::NUM,sessanta,ряхцӏала
942,siebzig::NUM,settanta,
943,achtzig::NUM,ottanta,мяйцӏала
944,neunzig::NUM,novanta,урчӏцӏала
945,hundert::NUM,cento,ттурш
946,hundert::NUM,cento,ттуршва
947,tausend::NUM,mille,азарва
948,und::CNJ,e,-гу
949,oder::CNJ,o,я
950,oder::CNJ,o,ягу
951,stehen::V,stare in piedi,ацӏан
952,sitzen::V,sedere,щяивкӏун икӏан
953,sitzen::V,stare seduto,щяивкӏун икӏан
954,liegen::V,giacere,утту нвхьуну икӏан
955,hängen::V,pèndere,зурчӏай тӏун
956,hängen::V,èssere appeso,зурчӏай тӏун
957,werden::V,farsi,хьун
958,werden::V,diventare,хьун
959,passieren::V,succèdere,хьун
960,beginnen::V,cominciare,дайдишин
961,beginnen::V,cominciare,дайдирхьуну дикӏан
962,enden::V,finire,къуртал дан
963,enden::V,terminare,къуртал дан
964,wechseln::V,variare,даххана хьун
965,wechseln::V,variare,даххана дуллан
966,wechseln::V,cambiare,даххана хьун
967,wechseln::V,cambiare,даххана дуллан
968,aufgehen[Sonne]::V,sòrgere,буклай бур
969,aufgehen[Sonne]::V,spuntare,буклай бур
970,untergehen[Sonne]::V,tramontare,лаглай бур
971,scheinen[Sonne]::V,splèndere,битан
972,scheinen[Sonne]::V,splèndere,чани буллан
973,donnern::V,tonare,тӏий бур
974,wehen::V,soffiare,бишлай бур
975,strömen::V,fluire,экьинан
976,fließen::V,fluire,экьинан
977,fließen::V,scorrere,экьинан
978,sich drehen::V,girarsi,гьанан
979,schwanken::V,oscillare,хъюлчу тӏун
980,schwanken::V,oscillare,хӏуркку тӏун
981,schwanken::V,barcollare,хъюлчу тӏун
982,schwanken::V,barcollare,хӏуркку тӏун
983,schwingen::V,vibrare,хъюлчай тӏун
984,schwingen::V,vibrare,хъюлчу тӏун
985,schwingen::V,oscillare,хъюлчай тӏун
986,schwingen::V,oscillare,хъюлчу тӏун
987,fallen::V,cadere,багьлан
988,brennen::V,àrdere,ччучлан
989,brennen::V,bruciare,ччучлан
990,rauchen::V,fumare,пуркӏу тӏун
991,regnen::V,piòvere,лачӏун
992,regnen::V,piòvere,лачIлай дур
993,gefrieren::V,gelarsi,микӏ лачӏун
994,gefrieren::V,congelarsi,микӏ лачӏун
995,tauen::V,sciògliersi,баслан
996,schmelzen::V,fòndere,баслан
997,schmelzen::V,sciògliersi,баслан
998,trocknen::V,asciugarsi,кьакьан
999,sieden::V,bollire,щаран
1000,faulen::V,marcire,аьллан
1001,verfaulen::V,imputridire,аьллан
1002,verfaulen::V,imputridire,аьян
1003,reißen::V,strapparsi,ххя дукан
1004,versinken::V,affondare,оькьлан
1005,versinken::V,affondare,оькьан
1006,vergehen::V,passare,лялиян
1007,erscheinen::V,apparire,буккан
1008,erscheinen::V,apparire,загьир хьун
1009,erscheinen::V,comparire,буккан
1010,erscheinen::V,comparire,загьир хьун
1011,verschwinden::V,sparire,бат хьун
1012,verschwinden::V,sparire,акъа хьун
1013,verschwinden::V,scomparire,бат хьун
1014,verschwinden::V,scomparire,акъа хьун
1015,sinken::V,calare,чахь учин
1016,sinken::V,scendere,чахь учин
1017,abnehmen::V,diminuire,чан хьун
1018,abnehmen::V,diminuire,ссуссукьу хьун
1019,zunehmen::V,aumentare,гьарза хьун
1020,steigen::V,salire,гьаз хьун
1021,steigen::V,montare,гьаз хьун
1022,wachsen::V,crescere,ххяххан
1023,glänzen::V,splèndere,цӏай буккан
1024,funkeln::V,brillare,цӏай-цӏай тӏун
1025,funkeln::V,scintillare,цӏай-цӏай тӏун
1026,lärmen::V,strepitare,чӏу буллан
1027,lärmen::V,strepitare,аьлагъужа буллан
1028,lärmen::V,fare chiasso,чӏу буллан
1029,lärmen::V,fare chiasso,аьлагъужа буллан
1030,läuten::V,suonare,занг ришлан
1031,läuten::V,suonare,занг дуллан
1032,klingeln::V,suonare,занг ришлан
1033,klingeln::V,suonare,занг дуллан
1034,klirren::V,tintinnare,
1035,brausen::V,rombare,никъащилан
1036,brausen::V,rumoreggiare,никъащилан
1037,rauschen::V,frusciare,щурщур тӏун
1038,klingen::V,suonare,чӏу буклан
1039,bellen::V,latrare,хӏап тӏун
1040,bellen::V,abbaiare,хӏап тӏун
1041,heulen::V,urlare,
1042,heulen::V,ululare,
1043,blasen::V,soffiare,уф тӏун
1044,pfeifen::V,fischiare,щютӏа тӏун
1045,schreien::V,gridare,чӏу бан
1046,stöhnen::V,gèmere,угь-къак тӏун
1047,zittern::V,tremare,зурзу чин
1048,zittern::V,tremare,зурзу тӏун
1049,leben::V,vìvere,ялапар хъанан
1050,geboren werden::V,nàscere,ан
1051,atmen::V,respirare,ссихӏ ласлан
1052,atmen::V,respirare,ссихӏ бигьлан
1053,trinken::V,bere,хӏачӏан
1054,trinken::V,bere,хӏачӏлан
1055,essen::V,mangiare,канан
1056,schlucken::V,inghiottire,кьюлтӏа тӏун
1057,müde werden::V,stancarsi,аьхчӏин
1058,einschlafen::V,addormentarsi,шанан икӏан
1059,schlafen::V,dormire,шанан
1060,aufwachen::V,svegliarsi,чантӏ учин
1061,aufstehen::V,levarsi,бизан
1062,sich erholen::V,riposarsi,бигьалаган
1063,krank werden::V,ammalarsi,къашай хьун
1064,krank sein::V,èssere malato,къашай хъанан
1065,krank sein::V,èssere malato,къашавай икӏан
1066,schmerzen::V,dolere,цӏун
1067,husten::V,tossire,хъугьу чин
1068,husten::V,tossire,хъугьу тӏун
1069,genesen::V,guarire,хъин хьун
1070,genesen::V,guarire,сагъ лаган
1071,sterben::V,morire,ивчӏан
1072,umkommen::V,perire,лиллан
1073,umkommen::V,perire,литӏлан
1074,umkommen::V,perire,ажал биян
1075,umkommen::V,perire,личӏи хьун
1076,umkommen::V,perire,иакьлу хьун
1077,umkommen::V,perire,ахир жан хъанан
1078,umkommen::V,perire,рухӏирачӏа икӏан
1079,sich bewegen::V,agitarsi,сукку хьун
1080,sich rühren::V,muòversi,сукку хьун
1081,sich erheben::V,alzarsi,бизан
1082,sich setzen::V,sedersi,щяикӏан
1083,sich setzen::V,sedersi,щябикӏан
1084,hinfallen::V,cadere,багьан
1085,laufen::V,camminare,занан
1086,laufen::V,andare a piedi,занан
1087,schreiten::V,andare,ша ласлан
1088,schreiten::V,procedere,ша ласлан
1089,spazierengehen::V,passeggiare,сайр буллан
1090,spazierengehen::V,andare a passeggio,сайр буллан
1091,eilen::V,andare in fretta,анавар буккан
1092,sich beeilen::V,affrettarsi,анавар буккан
1093,sausen::V,volare,никъа щилан
1094,sausen::V,volare,никъа щун
1095,sausen::V,correre,никъа щилан
1096,sausen::V,correre,никъа щун
1097,rennen::V,correre,лечлан
1098,springen::V,saltare,тӏанкӏ дан
1099,klettern::V,arrampicarsi,лахълан
1100,schaukeln::V,fare l'altalena,гьайжак бигьлан
1101,kriechen::V,strisciare,ххярк тӏун
1102,schwimmen::V,nuotare,гьузун
1103,tauchen::V,tuffarsi,лултту уккан
1104,tauchen::V,immèrgersi,лултту уккан
1105,rudern::V,remare,бяхлан
1106,rudern::V,remare,батӏлан
1107,rudern::V,remare,ххялаххи дуклан
1108,fahren::V,andare,гьан
1109,fahren::V,viaggiare,гьан
1110,fliegen::V,volare,лехлан
1111,gehen::V,andare,нан
1112,weggehen::V,andàrsene,ялагьан
1113,weggehen::V,andare via,ялагьан
1114,abfahren::V,partire,гьан
1115,anhalten::V,fermarsi,бацӏан
1116,hineingehen::V,entrare,буххан
1117,eintreten::V,entrare,буххан
1118,kommen::V,venire,учӏан
1119,ankommen::V,arrivare,биян
1120,ankommen::V,arrivare,бучӏан
1121,zurückkommen::V,ritornare,зана хъун
1122,zurückkommen::V,ritornare,зана бикӏан
1123,bleiben::V,restare,личӏан
1124,bleiben::V,rimanere,личӏан
1125,warten::V,aspettare,ялугьлан
1126,erwarten::V,attèndere,ялугьлан
1127,suchen::V,cercare,луглан
1128,finden::V,trovare,лякъин
1129,versuchen::V,tentare,ххал буллан
1130,vorbereiten::V,preparare,хӏадур бан
1131,lieben::V,amare,эшкьи хьуиу бикӏан
1132,mögen::V,piacere a,ххиран бикӏан
1133,mögen::V,volere bene a,ххиран бикӏан
1134,lachen::V,rìdere,хъян
1135,rühren::V,commuòvere,
1136,weinen::V,piàngere,аьтӏун
1137,schimpfen::V,imprecare,дяъван
1138,schimpfen::V,imprecare,ссугайи агьан
1139,sich ärgern::V,stizzirsi,ссибизлан
1140,sich ärgern::V,arrabbiarsi,ссибизлан
1141,sich fürchten::V,avere paura,ингъауслан
1142,fürchten::V,temere,хӏучӏ тӏун
1143,fliehen::V,fuggire,ака бан
1144,flüchten::V,sfuggire,лихъан
1145,sehen::V,vedere,чӏалан
1146,anschauen::V,guardare,урган
1147,ansehen::V,guardare,буруглан
1148,hören::V,udire,баллан
1149,hören::V,sentire,баллан
1150,zuhören::V,ascoltare,вичӏи дихьлан
1151,probieren::V,degustare,тӏин ххал буллан
1152,probieren::V,assaggiare,тӏин ххал буллан
1153,riechen::V,sentire,ссунтӏа тӏун
1154,fühlen::V,sentire,дакӏнил буслан
1155,scheinen::V,parere,ххан
1156,scheinen::V,parere,бизан
1157,scheinen::V,parere,ххан бикӏлай бикӏан
1158,scheinen::V,sembrare,ххан
1159,scheinen::V,sembrare,бизан
1160,scheinen::V,sembrare,ххан бикӏлай бикӏан
1161,zu sehen sein::V,vedersi,
1162,vernehmen::V,sentire,баян
1163,vernehmen::V,percepire,баян
1164,frieren::V,aver freddo,лигьулул хъанан
1165,tun::V,fare,бан
1166,können::V,sapere,хьун
1167,wollen::V,volere,
1168,anfangen::V,iniziare,дайдишин
1169,anfangen::V,cominciare,дайдишин
1170,beenden::V,finire,къуртал бан
1171,beenden::V,terminare,къуртал бан
1172,aufhören::V,finire,кьабагьан
1173,aufhören::V,cessare,кьабагьан
1174,gelingen::V,riuscire,бюхъан
1175,geraten::V,stare,
1176,öffnen::V,aprire,тӏитӏин
1177,schließen::V,chiùdere,лакьин
1178,stellen::V,porre,дацӏан дан
1179,stellen::V,porre,бишин
1180,stellen::V,mettere,дацӏан дан
1181,stellen::V,mettere,бишин
1182,setzen::V,porre,щяитан
1183,setzen::V,mettere,щяитан
1184,legen::V,posare,бишин
1185,legen::V,mettere,бишин
1186,berühren::V,toccare,ка щун
1187,verbinden::V,unire,бахӏин
1188,verbinden::V,unire,дахӏин
1189,verbinden::V,congiùngere,бахӏин
1190,verbinden::V,congiùngere,дахӏин
1191,bedecken::V,coprire,ялтту бущин
1192,bedecken::V,coprire,ялтту бакьин
1193,bedecken::V,ricoprire,ялтту бущин
1194,bedecken::V,ricoprire,ялтту бакьин
1195,aufhängen::V,attaccare,лахъан
1196,anzünden::V,accèndere,лахъан
1197,anzünden::V,incendiare,лахъан
1198,aufheben::V,raccògliere,гьаз бан
1199,zurücklassen::V,lasciare,кьаитан
1200,zurücklassen::V,lasciare,битан
1201,zurücklassen::V,lasciare indietro,кьаитан
1202,zurücklassen::V,lasciare indietro,битан
1203,verlieren::V,pèrdere,дакъа дан
1204,fallen lassen::V,lasciare cadere,рутан
1205,machen::V,fare,дан
1206,herstellen::V,produrre,яраг ишла бувиу бан
1207,herstellen::V,fabbricare,яраг ишла бувиу бан
1208,bauen::V,costruire,дан
1209,reparieren::V,riparare,дакьин дан
1210,verbessern::V,migliorare,ххуй дан
1211,ändern::V,mutare,баххана бан
1212,ändern::V,cambiare,баххана бан
1213,graben::V,scavare,дуклан
1214,beugen::V,chinare,лахӏан бан
1215,beugen::V,chinare,кьус бикӏан
1216,beugen::V,flettere,лахӏан бан
1217,beugen::V,flettere,кьус бикӏан
1218,biegen::V,tòrcere,баччин
1219,biegen::V,tòrcere,лахӏан бан
1220,drehen::V,girare,гьанан
1221,wenden::V,girare,кӏура баен бан
1222,wenden::V,voltare,кӏура баен бан
1223,umdrehen::V,rivoltare,кӏура баен бан
1224,heben::V,levare,гьаз бан
1225,hochheben::V,levare,гьаз бан
1226,hochheben::V,sollevare,гьаз бан
1227,ergreifen::V,afferrare,хъап дан
1228,ergreifen::V,afferrare,хъап увиу угьан
1229,halten::V,tenere,бугьлан
1230,drücken::V,premere,кьюч бигьлан
1231,schieben::V,spìngere,щун
1232,kratzen::V,grattare,
1233,kratzen::V,graffiare,
1234,lecken::V,leccare,ланцӏа тӏун
1235,beißen::V,mòrdere,хъапа тӏун
1236,beißen::V,mòrdere,кьацӏа тӏун
1237,abreißen::V,staccarsi,буцан
1238,abreißen::V,strapparsi,буцан
1239,abschneiden::V,tagliare,бухъан
1240,abschneiden::V,tagliare,кьукьин
1241,binden::V,legare,бахӏин
1242,binden::V,legare,дахӏин
1243,binden::V,bendare,бахӏин
1244,binden::V,bendare,дахӏин
1245,stecken::V,ficcare,
1246,brechen::V,rompere,гъагъан
1247,klopfen::V,bàttere,кьутӏа тӏун
1248,hauen::V,picchiare,рищун
1249,kleben::V,incollare,лачӏун буллан
1250,reiben::V,fregare,ссуку буллан
1251,streichen::V,spalmare,дугъан
1252,streichen::V,spalmare,аьгъу дан
1253,schleifen::V,arrotare,
1254,schneiden::V,tagliare,духълан
1255,schneiden::V,tagliare,кьукьлан
1256,rütteln::V,scuòtere,
1257,schütteln::V,agitare,хъюлчу буллан
1258,schütteln::V,scuòtere,хъюлчу буллан
1259,schwenken::V,agitare,палцӏ дуллан
1260,schwenken::V,sventolare,палцӏ дуллан
1261,schütten::V,versare,рутӏин
1262,füllen::V,riempire,буцӏин бан
1263,einwickeln::V,involtare,кай-кай бан
1264,tragen::V,portare,ларсун занан
1265,tragen::V,portare,ларсун ачин
1266,schleppen::V,trainare,ххилан
1267,schleppen::V,trascinare,ххилан
1268,ziehen::V,tirare,
1269,aufbewahren::V,custodire,ядан
1270,aufbewahren::V,custodire,ядуллан
1271,aufbewahren::V,conservare,ядан
1272,aufbewahren::V,conservare,ядуллан
1273,werfen::V,gettare,личин
1274,werfen::V,lanciare,личин
1275,fangen::V,prèndere,бугьан
1276,fangen::V,prèndere,бугьлан
1277,fangen::V,acchiappare,бугьан
1278,fangen::V,acchiappare,бугьлан
1279,packen::V,pigliare,
1280,packen::V,afferrare,
1281,verstecken::V,nascondere,ладитан
1282,verstecken::V,nascondere,кьюлтӏ дан
1283,verstecken::V,nascondere,дахьлаган дан
1284,teilen::V,divìdere,бачӏин
1285,teilen::V,divìdere,бутӏа бан
1286,schicken::V,inviare,тӏайла буккан
1287,bringen::V,portare,диян дан
1288,bringen::V,apportare,диян дан
1289,hinzufügen::V,aggiùngere,ххи бан
1290,bekommen::V,ricevere,ласун
1291,erhalten::V,ricevere,ласун
1292,nehmen::V,prèndere,ласун
1293,wählen::V,elèggere,бувчӏин
1294,wählen::V,scegliere,бувчӏин
1295,auswählen::V,scegliere,бувчӏин
1296,auswählen::V,scegliere,язи бугьан
1297,bewahren::V,conservare,ядан
1298,behindern::V,impedire,дайщишруду дуллан
1299,verderben::V,guastare,зия дан
1300,beschädigen::V,danneggiare,зарал буллан
1301,zerbrechen::V,rompere,гьагъан
1302,zerbrechen::V,rompere,гьагъан бан
1303,zerbrechen::V,spezzare,гьагъан
1304,zerbrechen::V,spezzare,гьагъан бан
1305,zerreißen::V,stracciare,ххяхха дуккан
1306,zerstören::V,distrùggere,лекьан дан
1307,verbrennen::V,bruciare,ччуччин
1308,geben::V,dare,дулун
1309,reichen::V,pòrgere,дулун
1310,schenken::V,regalare,пишкаш дан
1311,schenken::V,regalare,багъишла дан
1312,schenken::V,regalare,ихӏсандалун дуллун
1313,versprechen::V,promettere,банна чин
1314,wünschen::V,augurare,
1315,loben::V,lodare,цӏа дан
1316,küssen::V,baciare,ппай тӏун
1317,wiegen::V,cullare,гьуркку тӏун
1318,wiegen::V,cullare,гьуркку буллан
1319,wiegen::V,cullare,гьуркку бан
1320,wiegen::V,dondolare,гьуркку тӏун
1321,wiegen::V,dondolare,гьуркку буллан
1322,wiegen::V,dondolare,гьуркку бан
1323,zudecken::V,coprire,
1324,wecken::V,svegliare,чантӏ учин ан
1325,zeigen::V,indicare,ккаккан бан
1326,führen::V,guidare,буцин
1327,führen::V,condurre,буцин
1328,lehren::V,insegnare,лахьхьин бан
1329,lehren::V,insegnare,лахьхьин буллан
1330,unterrichten::V,istruire,дарс дишаван
1331,unterrichten::V,insegnare,дарс дишаван
1332,aufziehen::V,allevare,хъуна ан
1333,aufziehen::V,allevare,тарбия ан
1334,leiten::V,avviare,каялувшиву дан
1335,leiten::V,dirìgere,каялувшиву дан
1336,antreiben::V,incitare,
1337,lassen::V,fare,
1338,einladen::V,invitare,хъамалу оьвчин
1339,vereinigen::V,unire,ца бан
1340,besuchen::V,visitare,ялун уххан
1341,besuchen::V,far vìsita a,ялун уххан
1342,treffen::V,incontrare,хьуна бакьин
1343,sich versammeln::V,rinunirsi,батӏин
1344,spielen::V,giocare,тӏуркӏу тӏун
1345,singen::V,cantare,балай тӏун
1346,tanzen::V,danzare,къавтӏун
1347,sich trennen::V,separarsi,ппив хьун
1348,verlassen::V,lasciare,увккун гьан
1349,verlassen::V,abbandonare,увккун гьан
1350,retten::V,salvare,ххассал бан
1351,bewachen::V,custodire,къарал бан
1352,schützen::V,protèggere,ябан
1353,verteidigen::V,difèndere,буруччин
1354,sich schlagen::V,bàttersi,биян
1355,schießen::V,sparare,битлан
1356,siegen::V,vìncere,ххув хьун
1357,siegen::V,vìncere,ххувшаву ласун
1358,ärgern::V,stizzire,ссибизан уллан
1359,schlagen::V,bàttere,рищун
1360,treten::V,calciare,
1361,stechen::V,pùngere,кьутӏин
1362,stoßen::V,urtare,щун
1363,stoßen::V,spìngere,щун
1364,stehlen::V,rubare,дацин
1365,stören::V,disturbare,кьючин
1366,belästigen::V,molestare,бизар уллан
1367,belästigen::V,importunare,бизар уллан
1368,verbergen::V,celare,лабитан
1369,verbergen::V,celare,кӏучӏ бан
1370,verbergen::V,nascondere,лабитан
1371,verbergen::V,nascondere,кӏучӏ бан
1372,täuschen::V,ingannare,хъяврин ан
1373,betrügen::V,frodare,аьикьин ан
1374,betrügen::V,truffare,аьикьин ан
1375,töten::V,uccìdere,ивчӏан
1376,wohnen::V,abitare,оьрму бутлан
1377,arbeiten::V,lavorare,зун
1378,sammeln::V,raccògliere,ттихӏин
1379,sammeln::V,raccògliere,вив дишин
1380,sammeln::V,collezionare,ттихӏин
1381,sammeln::V,collezionare,вив дишин
1382,pflücken::V,cògliere,риттун
1383,jagen::V,cacciare,авли занан
1384,fischen::V,pescare,чавахъру бугьлан
1385,fassen::V,catturare,бугьан
1386,fassen::V,acchiappare,бугьан
1387,hüten::V,pascolare,урттуйн бакьлан
1388,treiben::V,spìngere,дачин дуллан
1389,treiben::V,spìngere,лихъан буллан
1390,anbinden::V,legare,бахӏин
1391,anbinden::V,attaccare,бахӏин
1392,füttern::V,dar da mangiare a,канаки буллан
1393,melken::V,mùngere,ттизин
1394,hacken::V,tritare,мюрш буллан
1395,hacken::V,tritare,мюрш бан
1396,hacken::V,spaccare,мюрш буллан
1397,hacken::V,spaccare,мюрш бан
1398,gießen::V,annaffiare,щин дишин
1399,reifen::V,maturare,диян
1400,zubereiten::V,preparare,хӏадур дан
1401,zubereiten::V,preparare,хӏадур бан
1402,kochen::V,cuòcere,шашан
1403,kochen::V,cuòcere,шашан дуллан
1404,backen::V,cuòcere,бишлан
1405,backen::V,cuòcere,шахьлан
1406,backen::V,cuòcere al forno,бишлан
1407,backen::V,cuòcere al forno,шахьлан
1408,braten::V,frìggere,цӏарайх дуллан
1409,braten::V,arrostire,цӏарайх дуллан
1410,umrühren::V,mescolare,хӏала бан
1411,stricken::V,llavorare a maglia,щащлан
1412,stricken::V,llavorare a maglia,щащан
1413,nähen::V,cucire,дуруххан
1414,färben::V,tìngere,ранг щун
1415,reinigen::V,pulire,марцӏ бан
1416,reinigen::V,nettare,марцӏ бан
1417,waschen::V,lavare,шюшин
1418,abwischen::V,asciugare,лишин
1419,spülen::V,lavare,вилаган
1420,spülen::V,sciacquare,вилаган
1421,fegen::V,spazzare,башин
1422,kehren::V,spazzare,бахьлан
1423,baden::V,bagnarsi,щинавун учӏлан
1424,baden::V,fare il bagno,щинавун учӏлан
1425,sich waschen::V,lavarsi,диссун
1426,sich waschen::V,lavarsi,лажин диссун
1427,sich waschen::V,lavarsi,лажин дислан
1428,sich waschen::V,lavarsi,биссун
1429,sich waschen::V,lavarsi,чурх бислан
1430,ausziehen::V,tògliersi,ликкан
1431,anziehen::V,mettersi,лаххан
1432,anziehen::V,indossare,лаххан
1433,sich anziehen::V,vestirsi,янна лаххан
1434,kämmen::V,pettinare,ттарал дуккан
1435,schmücken::V,ornare,чӏюлу бан
1436,schmücken::V,decorare,чӏюлу бан
1437,sagen::V,dire,учин
1438,sprechen::V,parlare,гъалгъа тӏун
1439,reden::V,parlare,гъалгъа тӏун
1440,sich unterhalten::V,conversare,гъалгъа тӏун
