,Concept_ID,uk,cy
814,warum::FADV,чому,pam
815,wieviel::FNUM,скільки,faint
816,eins::NUM,один,un
817,zwei::NUM,два,dau
818,drei::NUM,три,tri
819,vier::NUM,чотири,pedwar
820,fünf::NUM,п’ять,pump
821,sechs::NUM,шість,chwech
822,sieben::NUM,сім,saith
823,acht::NUM,вісім,wyth
824,neun::NUM,дев’ять,naw
825,zehn::NUM,десять,deg
826,elf::NUM,одинадцять,un ar ddeg
827,zwölf::NUM,дванадцять,deuddeg
828,zwölf::NUM,дванадцять,un deg dau
829,zwanzig::NUM,двадцять,ugain
830,dreißig::NUM,тридцять,tri deg
831,dreißig::NUM,тридцять,deg ar hugain
832,vierzig::NUM,сорок,deugain
833,fünfzig::NUM,п’ятдесят,hanner cant
834,sechzig::NUM,шістдесят,chwe deg
835,siebzig::NUM,сімдесят,saith deg
836,siebzig::NUM,сімдесят,deg a thrigain
837,achtzig::NUM,вісімдесят,wyth deg
838,achtzig::NUM,вісімдесят,pedar ugain
839,neunzig::NUM,дев’яносто,naw deg
840,neunzig::NUM,дев’яносто,deg a phedwar ugain
841,hundert::NUM,сто,cant
842,tausend::NUM,тисяча,mil
843,und::CNJ,і,a
844,oder::CNJ,або,neu
845,stehen::V,стояти,sefyll
846,sitzen::V,сидіти,eistedd
847,liegen::V,лежати,gorwedd
848,hängen::V,висіти,hongian
849,werden::V,стати,dod yn
850,werden::V,стати,mynd yn
851,werden::V,робитися,dod yn
852,werden::V,робитися,mynd yn
853,passieren::V,трапитися,digwydd
854,beginnen::V,початися,cychwyn
855,enden::V,кінчитися,gorffen
856,wechseln::V,мінятися,newid
857,aufgehen[Sonne]::V,зійти,codi
858,untergehen[Sonne]::V,зайти,machlud
859,scheinen[Sonne]::V,світити,tywynnu
860,donnern::V,гриміти,taranu
861,wehen::V,віяти,chwythu
862,strömen::V,литися,ffrydio
863,fließen::V,текти,llifo
864,sich drehen::V,обертатися,troi
865,sich drehen::V,обертатися,cylchdroi
866,schwanken::V,коливатися,siglo
867,schwingen::V,хитатися,siglo
868,schwingen::V,гойдатися,siglo
869,fallen::V,падати,cwympo
870,brennen::V,горіти,llosgi
871,rauchen::V,диміти,mygu
872,regnen::V,дощити,glawio
873,gefrieren::V,змерзнути,rhewi
874,tauen::V,танути,toddi
875,tauen::V,танути,meirioli
876,schmelzen::V,плавитися,toddi
877,trocknen::V,сохнути,sychu
878,sieden::V,кипіти,berwi
879,faulen::V,гнити,pydru
880,faulen::V,гнити,braenu
881,verfaulen::V,згнити,pydru
882,verfaulen::V,згнити,dadfeilio
883,reißen::V,рватися,clecian
884,reißen::V,рватися,torri'n glats
885,versinken::V,тонути,suddo
886,vergehen::V,проходити,myned heibio
887,vergehen::V,проходити,pasio
888,erscheinen::V,з’явитися,ymddangos
889,verschwinden::V,щезнути,diflannu
890,verschwinden::V,зникнути,diflannu
891,sinken::V,спадати,syrthio
892,abnehmen::V,поменшитися,lleihau
893,zunehmen::V,збільшуватися,cynyddu
894,steigen::V,підніматися,codi
895,wachsen::V,рости,tyfu
896,glänzen::V,блищати,disgleirio
897,funkeln::V,блискати,pefrio
898,lärmen::V,шуміти,cadw sŵn
899,lärmen::V,шуміти,gwneud twrw
900,läuten::V,дзвонити,canu
901,klingeln::V,дзвонити,canu
902,klingeln::V,дзвонити,seinio
903,klirren::V,дзвякати,tincian
904,brausen::V,бушувати,rhuo
905,rauschen::V,шелестіти,siffrwd
906,rauschen::V,шелестіти,chwithrwd
907,klingen::V,лунати,seinio
908,klingen::V,звучати,seinio
909,bellen::V,гавкати,cyfarth
910,heulen::V,вити,udo
911,heulen::V,вити,oernadu
912,blasen::V,дунути,chwythu
913,pfeifen::V,свистіти,chwibanu
914,schreien::V,кричати,gweiddi
915,schreien::V,кричати,bloeddio
916,stöhnen::V,стогнати,griddfan
917,zittern::V,тремтіти,crynu
918,leben::V,жити,byw
919,geboren werden::V,народитися,cael eich geni
920,atmen::V,дихати,anadlu
921,trinken::V,пити,yfed
922,essen::V,їсти,bwyta
923,schlucken::V,ковтати,llyncu
924,müde werden::V,втомитися,blino
925,einschlafen::V,заснути,mynd i gysgu
926,einschlafen::V,заснути,syrthio i gysgu
927,schlafen::V,спати,huno
928,schlafen::V,спати,cysgu
929,aufwachen::V,прокинутися,dihuno
930,aufstehen::V,встати,codi
931,sich erholen::V,відпочивати,ymlacio
932,sich erholen::V,відпочивати,dadflino
933,krank werden::V,захворіти,mynd yn sâl
934,krank werden::V,захворіти,mynd yn wael
935,krank sein::V,хворіти,gwaelu
936,schmerzen::V,боліти,brifo
937,husten::V,кашляти,pesychu
938,genesen::V,одужати,gwella
939,genesen::V,одужати,cael yn ôl
940,genesen::V,видужати,gwella
941,genesen::V,видужати,cael yn ôl
942,sterben::V,померти,marw
943,umkommen::V,згинути,trengi
944,sich bewegen::V,рухатися,symud
945,sich rühren::V,ворушитися,syflyd
946,sich erheben::V,встати,codi
947,sich setzen::V,сісти,eistedd
948,hinfallen::V,упасти,cwympo
949,laufen::V,ходити,cerdded
950,schreiten::V,крокувати,camu
951,spazierengehen::V,гуляти,mynd am dro
952,eilen::V,спішити,rhuthro
953,sich beeilen::V,поспішати,brysio
954,sausen::V,мчатися,rhuthro
955,rennen::V,бігати,rhedeg
956,springen::V,скакати,llamu
957,springen::V,скакати,neidio
958,springen::V,стрибати,llamu
959,springen::V,стрибати,neidio
960,klettern::V,лазити,dringo
961,schaukeln::V,гойдатися,siglo
962,kriechen::V,повзати,cropian
963,schwimmen::V,пливти,nofio
964,schwimmen::V,плавати,nofio
965,tauchen::V,пірнати,plymio
966,tauchen::V,пірнати,ymsuddo
967,rudern::V,гребти,rhwyfo
968,rudern::V,веслувати,rhwyfo
969,fahren::V,їхати,gyrru
970,fahren::V,їхати,dreifio
971,fliegen::V,літати,hedfan
972,gehen::V,іти,mynd
973,weggehen::V,піти,mynd
974,weggehen::V,піти,ymadael
975,abfahren::V,від’їхати,ymadael
976,abfahren::V,відправитися,ymadael
977,anhalten::V,зупинитися,stopio
978,hineingehen::V,входити,mynd i mewn
979,eintreten::V,увійти,mynd i
980,kommen::V,прийти,dod
981,ankommen::V,прибути,cyrraedd
982,zurückkommen::V,повернутися,dychwelyd
983,bleiben::V,залишитися,aros
984,bleiben::V,залишитися,sefyll
985,warten::V,чекати,aros
986,warten::V,чекати,disgwyl
987,erwarten::V,чекати,disgwyl
988,suchen::V,шукати,chwilio am
989,finden::V,знайти,darganfod
990,versuchen::V,випробовувати,profi
991,versuchen::V,випробовувати,ceisio
992,vorbereiten::V,підготувати,paratoi
993,lieben::V,любити,caru
994,mögen::V,любити,hoffi
995,mögen::V,подобатися,hoffi
996,lachen::V,сміятися,chwerthin
997,rühren::V,розчулити,cynhyrfu
998,weinen::V,плакати,wylo
999,weinen::V,плакати,llefain
1000,schimpfen::V,лаятися,grwgnach
1001,sich ärgern::V,сердитися,gofidio
1002,sich fürchten::V,боятися,ofni
1003,fürchten::V,боятися,arswydo
1004,fliehen::V,тікати,ffoi
1005,flüchten::V,утекти,dianc
1006,sehen::V,бачити,gweld
1007,anschauen::V,поглянути,syllu
1008,anschauen::V,поглянути,edrych
1009,ansehen::V,дивитися на,gwylio
1010,hören::V,чути,clywed
1011,zuhören::V,слухати,gwrando
1012,probieren::V,покуштувати,profi
1013,riechen::V,нюхати,arogli
1014,fühlen::V,відчувати,teimlo
1015,fühlen::V,відчувати,clywed
1016,scheinen::V,здаватися,ymddangos
1017,zu sehen sein::V,виднітися,dod i'r golwg
1018,vernehmen::V,почути,clywed sôn am
1019,frieren::V,мерзнути,bod yn oer
1020,tun::V,робити,gwneud
1021,können::V,могти,gallu
1022,wollen::V,хотіти,bod mewn angen
1023,anfangen::V,почати,dechrau
1024,beenden::V,закінчити,darfod
1025,beenden::V,закінчити,gorffen
1026,aufhören::V,перестати,peidio
1027,gelingen::V,вдатися,llwyddo
1028,geraten::V,опинитися,diweddu
1029,öffnen::V,відкрити,agor
1030,schließen::V,закрити,cau
1031,stellen::V,поставити,gosod
1032,setzen::V,посадити,gosod
1033,legen::V,класти,gosod
1034,berühren::V,чіпати,cyffwrdd
1035,verbinden::V,зв’язати,cysylltu
1036,bedecken::V,покрити,gorchuddio
1037,aufhängen::V,повісити,crogi
1038,aufhängen::V,повісити,hongian
1039,anzünden::V,запалити,cynnau
1040,aufheben::V,підняти,codi
1041,zurücklassen::V,залишити,gadael
1042,verlieren::V,загубити,colli
1043,fallen lassen::V,упустити,gollwng
1044,machen::V,зробити,gwneud
1045,herstellen::V,виготовити,cynhyrchu
1046,bauen::V,будувати,adeiladu
1047,reparieren::V,лагодити,trwsio
1048,reparieren::V,лагодити,atgyweirio
1049,verbessern::V,поліпшити,diwygio
1050,ändern::V,змінити,altro
1051,graben::V,копати,palu
1052,graben::V,копати,cloddio
1053,beugen::V,зігнути,plygu
1054,biegen::V,погнути,plygu
1055,drehen::V,вертіти,troelli
1056,wenden::V,повернути,troi
1057,umdrehen::V,перевернути,troi
1058,heben::V,піднімати,codi
1059,hochheben::V,підняти,dyrchafu
1060,ergreifen::V,схопити,gafael
1061,halten::V,тримати,dal
1062,drücken::V,натискати,pwyso
1063,drücken::V,натискати,gwasgu
1064,schieben::V,пхати,gwthio
1065,schieben::V,штовхати,gwthio
1066,kratzen::V,шкребти,crafu
1067,lecken::V,лизати,llyfu
1068,beißen::V,кусати,cnoi
1069,beißen::V,кусати,brathu
1070,abreißen::V,відірвати,tynnu ymaith
1071,abschneiden::V,відрізати,torri
1072,binden::V,в’язати,clymu
1073,stecken::V,увіткнути,plannu
1074,brechen::V,зламати,torri
1075,klopfen::V,стукати,taro
1076,hauen::V,бити,taro
1077,kleben::V,клеїти,gludio
1078,reiben::V,терти,rhwbio
1079,streichen::V,намазати,taenu
1080,schleifen::V,точити,hogi
1081,schneiden::V,різати,torri
1082,rütteln::V,хитати,ysgytio
1083,schütteln::V,трясти,siglo
1084,schütteln::V,трясти,ysgwyd
1085,schwenken::V,махати,siglo
1086,schütten::V,налити,tywallt
1087,füllen::V,наповнити,llenwi
1088,einwickeln::V,загорнути,lapio
1089,tragen::V,нести,cludo
1090,schleppen::V,тягти,llusgo
1091,ziehen::V,тягнути,tynnu
1092,aufbewahren::V,зберігати,cadw
1093,werfen::V,кидати,taflu
1094,fangen::V,ловити,dal
1095,packen::V,схопити,cipio
1096,packen::V,схопити,crafangu
1097,verstecken::V,сховати,celu
1098,verstecken::V,сховати,cuddio
1099,teilen::V,розділити,rhannu
1100,schicken::V,посилати,anfon
1101,bringen::V,принести,dod â
1102,hinzufügen::V,додати,chwanegu
1103,bekommen::V,дістати,cael
1104,erhalten::V,одержати,derbyn
1105,nehmen::V,взяти,cymryd
1106,wählen::V,вибрати,dewis
1107,auswählen::V,відібрати,dethol
1108,bewahren::V,зберегти,cadw
1109,behindern::V,перешкоджати,atal
1110,behindern::V,перешкоджати,rhwystro
1111,verderben::V,зіпсувати,difetha
1112,beschädigen::V,зашкодити,niweidio
1113,zerbrechen::V,розбити,torri
1114,zerreißen::V,розірвати,rhwygo
1115,zerstören::V,зруйнувати,dinistrio
1116,verbrennen::V,спалити,llosgi
1117,geben::V,дати,rhoi
1118,reichen::V,передати,estyn
1119,schenken::V,дарувати,rhoddi
1120,versprechen::V,обіцяти,addo
1121,wünschen::V,бажати,dymuno
1122,loben::V,хвалити,canmol
1123,küssen::V,цілувати,cusanu
1124,wiegen::V,качати,siglo
1125,zudecken::V,накрити,gorchuddio
1126,wecken::V,розбудити,deffro
1127,zeigen::V,показати,dangos
1128,führen::V,вести,arwain
1129,lehren::V,вчити,dysgu
1130,unterrichten::V,викладати,hyfforddi
1131,aufziehen::V,виховати,dod i fyny
1132,leiten::V,керувати,arwain
1133,antreiben::V,підганяти,annog
1134,lassen::V,змусити,gadael
1135,einladen::V,запросити,gwahodd
1136,vereinigen::V,об’єднати,uno
1137,vereinigen::V,об’єднати,cyfuno
1138,besuchen::V,завітати,ymweld â
1139,besuchen::V,відвідати,ymweld â
1140,treffen::V,зустріти,cwrdd
1141,treffen::V,зустріти,cyfarfod
1142,sich versammeln::V,зібратися,casglu
1143,sich versammeln::V,зібратися,cynnull
1144,spielen::V,грати,chwarae
1145,singen::V,співати,canu
1146,tanzen::V,танцювати,dawnsio
1147,sich trennen::V,розлучитися,ymwahanu
1148,verlassen::V,покинути,gadael
1149,retten::V,врятувати,achub
1150,bewachen::V,охороняти,gwarchod
1151,schützen::V,уберігати,noddi
1152,verteidigen::V,захистити,amddiffyn
1153,sich schlagen::V,битися,ffraeo
1154,sich schlagen::V,битися,terfysgu
1155,sich schlagen::V,дратися,ffraeo
1156,sich schlagen::V,дратися,terfysgu
1157,schießen::V,стріляти,saethu
1158,siegen::V,перемогти,ennill
1159,ärgern::V,сердити,cythruddo
1160,schlagen::V,ударити,curo
1161,treten::V,штовхати,cicio
1162,stechen::V,вколоти,pigo
1163,stoßen::V,штовхнути,gwthio
1164,stehlen::V,украсти,dwyn
1165,stehlen::V,украсти,lladrata
1166,stören::V,перешкодити,aflonyddu
1167,belästigen::V,докучати,trafferthu
1168,verbergen::V,сховати,cuddio
1169,täuschen::V,обдурити,twyllo
1170,betrügen::V,зшахраювати,hocedu
1171,töten::V,убити,lladd
1172,wohnen::V,жити,byw
1173,wohnen::V,мешкати,byw
1174,arbeiten::V,працювати,gweithio
1175,sammeln::V,зібрати,casglu
1176,pflücken::V,зривати,casglu
1177,jagen::V,полювати,hela
1178,fischen::V,рибалити,pysgota
1179,fassen::V,піймати,dal
1180,hüten::V,пасти,bugeilio
1181,treiben::V,гнати,gyrru
1182,anbinden::V,прив’язати,clymu
1183,füttern::V,годувати,porthi
1184,füttern::V,харчувати,porthi
1185,melken::V,доїти,godro
1186,hacken::V,рубати,torri
1187,gießen::V,полити,dyfrhau
1188,reifen::V,дозріти,aeddfedu
1189,zubereiten::V,зготовити,coginio
1190,zubereiten::V,приготувати,coginio
1191,kochen::V,варити,berwi
1192,kochen::V,готувати,berwi
1193,backen::V,пекти,pobi
1194,backen::V,пекти,crasu
1195,braten::V,смажити,ffrio
1196,umrühren::V,переміщати,cyffroi
1197,stricken::V,в’язати,gwau
1198,nähen::V,шити,gwnïo
1199,färben::V,пофарбувати,lliwio
1200,reinigen::V,очистити,glanhau
1201,waschen::V,мити,golchi
1202,abwischen::V,витерти,sychu
1203,spülen::V,полоскати,streulio
1204,fegen::V,підмітати,ysgubo
1205,kehren::V,мести,ysgubo
1206,baden::V,купатися,cael bath
1207,sich waschen::V,митися,ymolchi
1208,ausziehen::V,зняти,tynnu
1209,anziehen::V,надіти,gwisgo
1210,sich anziehen::V,одягтися,ymwisgo
1211,sich anziehen::V,одягнутися,ymwisgo
1212,kämmen::V,зачесати,cribo
1213,schmücken::V,оздобити,harddu
1214,schmücken::V,оздобити,addurno
1215,sagen::V,сказати,dweud
1216,sprechen::V,говорити,llefaru
1217,reden::V,розмовляти,siarad
1218,sich unterhalten::V,бесідувати,sgwrsio
1219,fragen::V,запитати,gofyn
1220,bitten::V,просити,gofyn am
1221,erzählen::V,розповісти,dweud
1222,mitteilen::V,повідомити,cyfleu
1223,nennen::V,назвати,enwi
1224,rufen::V,кликати,galw
1225,prahlen::V,хвалитися,brolio
1226,prahlen::V,хвалитися,ymffrostio
1227,übersetzen::V,перекласти,cyfieithu
1228,denken::V,думати,meddwl
1229,denken::V,мислити,meddwl
1230,glauben::V,вірити,credu
1231,glauben::V,вірити,coelio
1232,bemerken::V,помітити,sylwi
1233,erkennen::V,пізнати,adnabod
1234,begreifen::V,осягнути,amgyffred
1235,verstehen::V,почути,deall
1236,lernen::V,навчатися,dysgu
1237,wissen::V,знати,gwybod
1238,sich erinnern an::V,пам’ятати,cofio
1239,vergessen::V,забути,anghofio
1240,messen::V,міряти,mesur
1241,zählen::V,лічити,cyfrif
1242,rechnen::V,рахувати,cyfrifo
1243,lesen::V,читати,darllen
1244,malen::V,малювати,peintio
1245,zeichnen::V,рисувати,tynnu
1246,schreiben::V,писати,ysgrifennu
1247,besitzen::V,мати,meddu
1248,kaufen::V,купити,prynu
1249,verkaufen::V,продати,gwerthu
1250,bezahlen::V,заплатити,talu am
1251,zahlen::V,платити,talu
1252,beherrschen::V,володіти,rheoli
1253,beherrschen::V,володіти,llywodraethu
1254,ertragen::V,витерпіти,dioddef
