,Concept_ID,tt,kv
364,Stuhl::N,утыргыч,стул
365,Wiege::N,бишек,зыбка
366,Bett::N,ятак,кровать
367,Bett::N,урын-җир,кровать
368,Regal::N,киштә,джадж
369,Regal::N,шүрлек,джадж
370,Kiste::N,әрҗә,ящик
371,Fenster::N,тәрәзә,ӧшын
372,Tür::N,ишек,ыбӧс
373,Tor::N,капка,ворота
374,Zaun::N,койма,забор
375,Dach::N,түбә,крыша
376,Leiter::N,баскыч,лиснич
377,Besen::N,себерке,рос
378,Spaten::N,көрәк,зыр
379,Schaufel::N,көрәк,зыр
380,Gabel::N,чәннечке,вила
381,Löffel::N,кашык,пань
382,Messer::N,пычак,пурт
383,Nagel::N,кадак,кӧрттув
384,Netz::N,челтәр,кыйӧт
385,Haken::N,ыргак,ем
386,Griff::N,тотка,пу
387,Schloss::N,йозак,замок
388,Bild::N,рәсем,картина
389,Bild::N,картина,картина
390,Figur::N,сын,мыгӧр
391,Figur::N,фигура,мыгӧр
392,Puppe::N,курчак,акань
393,Beutel::N,луза,мешӧк
394,Bündel::N,бәйләм,нин
395,Tasche::N,букча,сумка
396,Eimer::N,чиләк,ведра
397,Deckel::N,капкач,вевт
398,Geschirr::N,савыт-саба,доз
399,Geschirr::N,савыт-саба,бекӧрпань
400,Geschirr::N,кашык-аяк,доз
401,Geschirr::N,кашык-аяк,бекӧрпань
402,Sack::N,капчык,мешӧк
403,Tasse::N,чынаяк,бекӧр
404,Topf::N,чүлмәк,кастрюля
405,Kessel::N,казан,пӧрт
406,Essen::N,ашау,сёйӧм
407,Nahrung::N,азык,вердан
408,Nahrung::N,тәгам,вердан
409,Nahrung::N,ашамлык,вердан
410,Speise::N,ризык,сёян
411,Fleisch::N,ит,яй
412,Getreide::N,ашлык,сю
413,Brei::N,ботка,каша
414,Brot::N,ипи,нянь
415,Brot::N,икмәк,нянь
416,Scheibe::N,телем,шӧрӧм
417,Fett::N,май,гос
418,Butter::N,май,ви
419,Öl::N,май,ви
420,Salz::N,тоз,сов
421,Suppe::N,шулпа,шыд
422,Honig::N,бал,ма
423,Milch::N,сөт,йӧв
424,Tee::N,чәй,чай
425,Leder::N,күн,кучик
426,Wolle::N,йон,гӧн
427,Stoff::N,тукыма,дӧра
428,Nadel::N,энә,ем
429,Faden::N,җеп,сунис
430,Knopf::N,төймә,кизь
431,Knoten::N,төен,узӧв
432,Knoten::N,төен,гӧрӧд
433,Farbe::N,буяу,краска
434,Kleidung::N,кием,паськӧм
435,Hemd::N,күлмәк,йӧрнӧс
436,Kragen::N,яка,воротник
437,Ärmel::N,җиң,сос
438,Hose::N,чалбар,вешьян
439,Gürtel::N,билбау,йи
440,Mütze::N,бүрек,шапка
441,Schuh::N,башмак,ботинки
442,Stiefel::N,итек,сапог
443,Ring::N,балдак,чунькытш
444,Band::N,тасма,ленточка
445,Kamm::N,тарак,сынан
446,Spiegel::N,көзге,зеркало
447,Riemen::N,каеш,ремень
448,Schnur::N,бау,гез
449,Leine::N,тезген,повод
450,Decke::N,юрган,одеяло
451,Kissen::N,мендәр,подушка
452,Tuch::N,яулык,чышьян
453,Handtuch::N,сөлгә,чышкӧт
454,Kraft::N,егәр,прак
455,Kraft::N,дәрман,прак
456,Stärke::N,көч,вын
457,Stärke::N,дәрман,вын
458,Gesundheit::N,саулык,здоровье
459,Krankheit::N,чир,шог
460,Krankheit::N,хаста,шог
461,Krankheit::N,сырхау,шог
462,Schmerz::N,авырту,зубыт
463,Wunde::N,яра,рана
464,Wunde::N,җәрәхәт,рана
465,Fieber::N,бизгәк,лёк тресся
466,Fieber::N,бизгәк,кынтан шогӧт
467,Arznei::N,дару,лекарство
468,Brücke::N,күпер,пос
469,Brunnen::N,кое,колодец 
470,Weide::N,утлавык,пода йирсян
471,Pfad::N,сукмак,туй
472,Weg::N,юл,туй
473,Straße::N,урам,туй
474,Dorf::N,авыл,деревня
475,Stadt::N,шәһәр,город
476,Brief::N,хат,гижӧт
477,Buch::N,китап,книга
478,Buchstabe::N,хәреф,буква
479,Zeitung::N,газет,газета
480,Zeitung::N,газета,газета
481,Leben::N,гомер,олан
482,Leben::N,тормыш,олан
483,Leben::N,тереклек,олан
484,Tod::N,үлем,кулӧм
485,Grab::N,гүр,гу
486,Grab::N,кабер,гу
487,Kirche::N,чиркәү,вичку
488,Sünde::N,язык,грек
489,Sünde::N,гөнаһ,грек
490,Gott::N,алла,ен
491,Gott::N,ходай,ен
492,Arbeiter::N,эшче,уджалiсь
493,Chef::N,башлык,начальник
494,Meister::N,оста,мастер
495,Arzt::N,врач,врач
496,Arzt::N,табиб,врач
497,Lehrer::N,укытучы,велӧтісь
498,Lehrer::N,мөгаллим,велӧтісь
499,Geld::N,акча,деньга
500,Geschäft::N,эш,удж
501,Laden::N,кибет,магазин
502,Laden::N,магазин,магазин
503,Preis::N,бәя,дон
504,Preis::N,бәһа,дон
505,Ware::N,товар,товар
506,Nutzen::N,файда,путь
507,Reichtum::N,байлык,богатство
508,Welt::N,дөнья,му
509,Land::N,ил,страна
510,Staat::N,дәүләт,государство
511,König::N,патша,кан
512,Macht::N,хакимият,власть
513,Grenze::N,чик,граница
514,Krieg::N,сугыш,война
515,Feind::N,дошман,враг
516,Gewalt::N,көчләү,
517,Kampf::N,көрәш,нярасьӧм
518,Kampf::N,көрәш,вермасьӧм
519,Bogen[Waffe]::N,җәя,лук
520,Pfeil::N,ук,ньӧв
521,Gewehr::N,мылтык,ружьё
522,Fehler::N,хата,ошибка
523,Lüge::N,ялган,ылӧтӧм
524,Lüge::N,ялган,пӧрьялӧм
525,Schaden::N,зыян,лёк
526,Schaden::N,зарар,лёк
527,Unglück::N,бәла,пик
528,Unglück::N,бәла,оказзё
529,Schuld::N,гаеп,вина
530,Alter::N,яшь,
531,Schluss::N,ахыр,ком
532,Zeit::N,заман,кад
533,Tag::N,көн,лун
534,Morgen::N,иртә,асыв
535,Mittag::N,өйлә,луншӧр кад
536,Abend::N,кич,рыт
537,Nacht::N,төн,ой
538,Woche::N,атна,неделя
539,Monat::N,ай,тӧлicь
540,Jahr::N,ел,год
541,Frühling::N,яз,тулыс
542,Sommer::N,җәй,гожум
543,Herbst::N,көз,ар
544,Winter::N,кыш,тӧв
545,Januar::N,гыйнвар,январ
546,Februar::N,февраль,февраль
547,März::N,март,март
548,April::N,апрель,апрель
549,Mai::N,май,май
550,Juni::N,июнь,юнь
551,Juli::N,июль,юль
552,August::N,август,август
553,September::N,сентябрь,сентяб
554,Oktober::N,октябрь,октяб
555,November::N,ноябрь,нояб
556,Dezember::N,декабрь,декаб
557,Montag::N,дүшәмбе,вильлун
558,Dienstag::N,сишәмбе,мӧдӧдзлун
559,Mittwoch::N,чәршәмбе,шӧрлун
560,Donnerstag::N,атнакич,нёльӧдзлун
561,Donnerstag::N,пәнҗешәмбе,нёльӧдзлун
562,Freitag::N,җомга,витӧдзлун
563,Samstag::N,шимбә,пывсянлун
564,Sonntag::N,якшәмбе,кресення
565,groß::A,зур,ыджыт
566,klein::A,кечкенә,учӧтик
567,lang::A,озын,кузь
568,kurz::A,кыска,дженыт
569,breit::A,киң,ота
570,schmal::A,кысык,векнит
571,dicht::A,куе,тшӧк
572,dick[Gegenstand]::A,калын,кыз
573,dünn::A,нечкә,вӧснит
574,fein::A,нәзакәтле,вӧснит
575,fest::A,нык,крепыт
576,flach::A,яссы,лапкӧса
577,flach::A,ялпак,лапкӧса
578,glatt::A,шома,волькыт
579,hart::A,каты,чӧрыт
580,weich::A,йомшак,небыт
581,rund::A,түгәрәк,гӧгрӧса
582,spitz::A,очлы,ёся
583,scharf::A,үткен,лэчыт
584,stumpf::A,үтмәс,ныж
585,schwer::A,салмак,сьӧкыт
586,schön::A,гүзәл,басӧк
587,heiß::A,эссе,жар
588,warm::A,җылы,шоныт
589,kalt::A,суык,кӧдзыт
590,kalt::A,салкын,кӧдзыт
591,kühl::A,салкынча,сайкыт
592,frisch::A,салкынча,виль
593,feucht::A,юеш,вакодь
594,nass::A,дымлы,ва
595,trocken::A,коры,кӧс
596,voll::A,тулы,тыра
597,leer::A,буш,тыртӧм
598,offen::A,ачык,оссьӧм
599,geschlossen::A,йомык,игана
600,geschlossen::A,йомык,пӧдана
601,sauber::A,пакь,сӧдз
602,sauber::A,пакь,сӧстӧм
603,sauber::A,чиста,сӧдз
604,sauber::A,чиста,сӧстӧм
605,schmutzig::A,керле,нятьӧсь
606,schmutzig::A,пычрак,нятьӧсь
607,roh::A,чи,путӧм
608,reif::A,өлгергән,кисьмалӧм
609,lecker::A,тәмле,кӧра 
610,süß::A,татлы,чӧскыт
611,bitter::A,ачы,курыт
612,sauer::A,әче,шӧма 
613,hell::A,якты,югыт
614,dunkel::A,кара,пемыт
615,schwarz::A,кара,сьӧд
616,weiß::A,ак,чочком
617,rot::A,кызыл,гӧрд
618,gelb::A,сары,веж
619,blau::A,күк,лӧз
620,grün::A,яшел,веж
621,grau::A,соры,руд
622,grau::A,соры,бусӧй
623,bunt::A,чуар,быдрӧма
624,billig::A,арзан,донтӧм
625,teuer::A,хаклы,дона
626,wertvoll::A,кыйммәтле,дона
627,blind::A,сукыр,синтӧм
628,blind::A,күзсез,синтӧм
629,taub::A,чукрак,пельтӧм
630,taub::A,саңгырау,пельтӧм
631,kräftig::A,егәрле,вына
632,stark::A,нык,вына
633,stark::A,базык,вына
634,schwach::A,зәгыйфь,некодя
635,fett::A,симез,госа
636,schlank::A,нәзек,статя
637,hübsch::A,чибәр,басӧк
638,böse::A,усал,лёк
639,dumm::A,акылсыз,бӧбӧв
640,dumm::A,акылсыз,вежӧртӧм
641,faul::A,ялкау,дыш
642,faul::A,иренчәк,дыш
643,fleißig::A,тырыш,уджалicь
644,fleißig::A,тырышучан,уджалicь
645,geizig::A,саран,жикмӧра
646,geizig::A,саран,горшаліcь
647,klug::A,акыллы,авья
648,klug::A,акыллы,вежӧра
649,geschickt::A,маһир,кипода
650,lieb::A,сөекле,муса
651,lieb::A,сөекле,дзулиньӧй
652,lustig::A,күңелле,гажа
653,sanft::A,басынкы,лебезнӧй
654,hungrig::A,ач,тшыг
655,krank::A,чирле,шогалiсь
656,krank::A,сырхау,шогалiсь
657,nackt::A,шәрә,куш
658,traurig::A,ямансу,жугыль
659,lebendig::A,тере,ловья
660,gut::A,яхшы,бур
661,schlecht::A,начар,умӧль
662,richtig::A,дөрес,
663,schlimm::A,әшәкә,нештӧм
664,wahr::A,чып-чын,
665,alt::A,иске,важ
666,neu::A,яңа,виль
667,ehemalig::A,элекке,вӧвлӧм
668,alt[Lebewesen]::A,карт,года
669,alt[Lebewesen]::A,карт,годдэза
670,jung::A,яшь,том
671,arm::A,фәкыйрь,гов
672,arm::A,фәкыйрь,беднӧй
673,reich::A,бай,эма
674,bekannt::A,таныш,тӧдса
675,berühmt::A,атаклы,
676,fremd::A,ят,чужӧй
677,verschieden::A,төрле,быдкодь
678,nah::A,якын,матiсь
679,fern::A,ерак,ылicь
680,linker::A,сул,шульга
681,rechter::A,уң,веськытланись
682,anderer::A,бүтән,мукӧд
683,erster::A,беренче,медодзза
684,zweiter::A,икенче,кыкӧт
685,dritter::A,өченче,куимӧт
686,dritter::A,өченче,куимӧдз
687,letzter::A,ахыргы,бӧрья
688,letzter::A,ахыргы,мёдбӧрья
689,allein::ADV,ялгыз,
690,auf einmal::ADV,бердән,тшӧтш
691,zusammen::ADV,бергә,ӧтлаын
692,lange::ADV,озак,дыр
693,plötzlich::ADV,искәрмәстән,друг
694,sofort::ADV,хәзер,тшӧтш
695,später::ADV,соңрак,медбӧрын
696,jetzt::ADV,хәзер,ӧні
697,heute::ADV,бүген,талун
698,morgen::ADV,иртәгә,ашын
699,bald::ADV,тиздән,чожа
700,dann::ADV,аннары,сыбӧрын
701,gestern::ADV,кичә,тӧн
702,einst::ADV,берчак,ӧтпыр
703,damals::ADV,ул вакытта,сэк
704,damals::ADV,ул вакытта,сэки
705,damals::ADV,ул чакта,сэк
706,damals::ADV,ул чакта,сэки
707,danach::ADV,да,сэсся
708,vorher::ADV,элек,одзжык
709,zuerst::ADV,башта,наперво
710,einmal::ADV,бер,ӧтпыр
711,einmal::ADV,бер мәртәбә,ӧтпыр
712,manchmal::ADV,кайчакта,мукӧдпыр
713,oft::ADV,еш,-лы-
714,immer::ADV,һәркайчан,быдпыр
715,immer::ADV,һәркайчан,быдпырся
716,niemals::ADV,hичбер вакыт,некӧр
717,hier::ADV,монда,татӧн
718,hier::ADV,биредә,татӧн
719,hierhin::ADV,монда,татчӧ
720,von hier::ADV,моннан,тасянь
721,dort::ADV,анда,сэтӧн
722,dorthin::ADV,тегеләй,сэтчин
723,geradeaus::ADV,турыдан-туры,веськыта
724,vorwärts::ADV,алга,одзӧ
725,rückwärts::ADV,кире,бӧр
726,zurück::ADV,кире,бӧр
727,unten::ADV,түбәндә,увтын
728,hinab::ADV,аска,увтас
729,oben::ADV,өстә,вевдӧрас
730,oben::ADV,югарыда,вевдӧрас
731,hinauf::ADV,өскә,вывлань
732,hinauf::ADV,өскә,вывланьӧ
733,überall::ADV,hәркайда,быдлан
734,nicht::ADV,түгел,ог
735,ein wenig::ADV,бераз,-ышт
736,ein wenig::ADV,бераз,невна
737,kaum::ADV,көчкә,ӧдва
738,sehr::ADV,бик,вывтi
739,so::ADV,алай,сiдз
740,noch::ADV,янә,эшӧ
741,noch::ADV,тагын,эшӧ
742,nur::ADV,фәкать,только
743,schon::ADV,инде,ни
744,wieder::ADV,янә,бӧра
745,wieder::ADV,тагын,бӧра
746,vergebens::ADV,юкка,весись
747,vor::PRP,алдыннан,одзас
748,hinter::PRP,арттан,бӧрӧ
749,unter::PRP,астында,увтын
750,durch::PRP,аша,пыр
751,neben::PRP,тирәсендә,бокам
752,neben::PRP,тирәсендә,боксиным
753,zwischen::PRP,арасында,коласас
754,wegen::PRP,сәбәпле,понда
755,dies::PRN,бу,эта
756,das::PRN,ул,сiя
757,alles::PRN,һәммә,быдӧс
758,ich::PRN,мин,ме
759,du::PRN,син,тэ
760,er::PRN,ул,сiя
761,wir::PRN,без,мийӧ
762,ihr::PRN,сез,ті
763,sie::PRN,ул,нія
764,was::FPRN,ни,мый
765,was::FPRN,нәрсә,мый
766,wer::FPRN,кем,кин
767,wo::FADV,кайда,кытӧн
768,wohin::FADV,кая,кытчӧ
769,wie::FADV,ничек,дзик
770,warum::FADV,нигә,мыля
771,warum::FADV,нигә,мыйсянь
772,wieviel::FNUM,ничә,мымда
773,eins::NUM,бер,ӧт
774,zwei::NUM,ике,кык
775,drei::NUM,өч,куим
776,vier::NUM,дүрт,нёль
777,fünf::NUM,биш,вит
778,sechs::NUM,алты,квать
779,sieben::NUM,җиде,сизим
780,acht::NUM,сигез,кыкьямыс
781,neun::NUM,тугыз,ӧкмыс
782,zehn::NUM,ун,дас
783,elf::NUM,унбер,дасотік
784,zwölf::NUM,унике,даскык
785,zwanzig::NUM,егерме,кыкдас
786,dreißig::NUM,утыз,куимдас
787,vierzig::NUM,кырык,нёльдас
788,fünfzig::NUM,илле,витдас
789,sechzig::NUM,алтмыш,кватьдас
790,siebzig::NUM,җитмеш,сизимдас
791,achtzig::NUM,сиксән,кыкьямысдас
792,neunzig::NUM,туксан,ӧкмысдас
793,hundert::NUM,йөз,сто
