,Concept_ID,lbe,av
691,ehemalig::A,хъхъичӏвасса,цебе́госеб
692,alt[Lebewesen]::A,агьилсса,хераб
693,jung::A,чӏавасса,тӏинчӏаб
694,jung::A,чӏавасса,гӏолохъанаб
695,jung::A,жагьилсса,тӏинчӏаб
696,jung::A,жагьилсса,гӏолохъанаб
697,arm::A,мискинсса,пакъираб
698,reich::A,авадансса,бечедаб
699,bekannt::A,дусъсса,лъалеб
700,berühmt::A,машгьурсса,машгьураб
701,fremd::A,чил,чияр
702,verschieden::A,личӏи-личӏисса,батӏи-батӏияб
703,nah::A,гъансса,гӏагарда бугеб
704,fern::A,архсса,рикӏкӏадаб
705,linker::A,кияхсса,квегӏаб
706,linker::A,кюччахсса,квегӏаб
707,rechter::A,урчӏахсса,кваранаб
708,anderer::A,цамур,батӏияб
709,erster::A,цалчинмур,тӏоцебесеб
710,erster::A,цалчиннсса,тӏоцебесеб
711,zweiter::A,кӏилчиимур,кӏиабилеб
712,dritter::A,шамулчинмур,лъабабилеб
713,letzter::A,махъва-махъмур,ахирисеб
714,allein::ADV,ялгъузну,ялгъузго
715,zusammen::ADV,цачӏу,цойида
716,zusammen::ADV,архӏал,цойида
717,lange::ADV,батӏи къабуклай,
718,lange::ADV,хъунмасса хӏаллай,
719,plötzlich::ADV,цакуну,цойидасанго
720,sofort::ADV,мугьлат бакъа,гьебсагӏат
721,später::ADV,махъ,
722,jetzt::ADV,утти,гьанже
723,jetzt::ADV,цӏана,гьанже
724,heute::ADV,хӏакьину,жакъа
725,morgen::ADV,гьуит,метер
726,morgen::ADV,гьунттий,метер
727,dann::ADV,яла,цинги
728,gestern::ADV,лахьхьу,сон
729,damals::ADV,та чӏумал,гьебмехалъ
730,damals::ADV,та чӏумал,гьебмехалда
731,danach::ADV,яла,цинги
732,danach::ADV,яла,хадуса
733,vorher::ADV,хьхьнчӏ,цебе
734,vorher::ADV,хьхьичӏва,цебе
735,zuerst::ADV,бакӏрай,тӏоцебе
736,zuerst::ADV,цӏу бутӏуй,тӏоцебе
737,einmal::ADV,цал,цинцӏул
738,einmal::ADV,цал,цихӏин
739,einmal::ADV,цал,цоцӏул
740,manchmal::ADV,ваксса-таксса,олоцӏул
741,oft::ADV,чӏявуну,гӏемерго
742,immer::ADV,мудан,кидаго
743,immer::ADV,даиман,кидаго
744,niemals::ADV,тачӏав,киданиги
745,hier::ADV,шикку,аниб
746,hierhin::ADV,шиккун,анибехун
747,von hier::ADV,шичча,гьаниса
748,dort::ADV,гикку,гьениб
749,dorthin::ADV,тиккун,гьадаба
750,geradeaus::ADV,тӏайланм,битӏутӏа
751,vorwärts::ADV,хьхьичӏунмай,цебехун
752,rückwärts::ADV,махъа-хьхьичӏунмай,нахъ-нахъ
753,zurück::ADV,махъунмай,нахъе
754,unten::ADV,лув,ахакь
755,unten::ADV,лув,гъоркь
756,hinab::ADV,бакӏ-ялавай,эхебе
757,hinab::ADV,бакӏъялавай,эхебе
758,oben::ADV,ялув,тӏад
759,oben::ADV,ялув,тӏадехун
760,hinauf::ADV,лавай,эхеде
761,überall::ADV,гьариий,кибго
762,überall::ADV,хьу-хьуний,кибго
763,überall::ADV,гьарца кӏанай,кибго
764,nicht::ADV,къа-,
765,ein wenig::ADV,чанни,дагьабго
766,ein wenig::ADV,ца чансса,дагьабго
767,kaum::ADV,дахьа,хӏалалъ
768,sehr::ADV,оьну,кутакалда
769,sehr::ADV,гужну,кутакалда
770,sehr::ADV,хъинну,кутакалда
771,so::ADV,укукн,гьедин
772,noch::ADV,гьала,жеги
773,noch::ADV,уттигу,жеги
774,noch::ADV,цакьинва,жеги
775,noch::ADV,ттигу-шилагу,жеги
776,nur::ADV,анжагь,гӏӣцӏго
777,wieder::ADV,цӏуницӏа,на́хъеги
778,vergebens::ADV,аьдада,чӏалгӏаде
779,vergebens::ADV,нахӏакь,чӏалгӏаде
780,vor::PRP,хьхьичӏ,цебе
781,hinter::PRP,махъ,хадуса
782,unter::PRP,лув,ахакь
783,unter::PRP,лув,гъоркь
784,durch::PRP,-х,
785,neben::PRP,чӏарав,аскӏо
786,zwischen::PRP,дянив,гьоркьоб
787,wegen::PRP,цӏаний,гьелда
788,dies::PRN,ва,гьаб
789,dies::PRN,ва,гьеб
790,das::PRN,та,доб
791,das::PRN,кӏа,доб
792,das::PRN,га,доб
793,alles::PRN,щала,
794,ich::PRN,на,дун
795,du::PRN,ина,дуца
796,er::PRN,му,доб
797,wir::PRN,жу,ниж
798,ihr::PRN,зу,нуж
799,was::FPRN,ци,щиб
800,wer::FPRN,цу,щиб
801,wo::FADV,чув,киб
802,wo::FADV,чув,кибехун
803,wohin::FADV,чун,кибехун
804,wie::FADV,цукун,кин
805,warum::FADV,цан,щай
806,wieviel::FNUM,циксса,кигӏан
807,eins::NUM,ца,цо
808,zwei::NUM,кӏива,кӏиго
809,drei::NUM,шамма,лъабго
810,vier::NUM,мукьа,ункъо
811,vier::NUM,мукьва,ункъо
812,fünf::NUM,ххюва,щуго
813,sechs::NUM,ряхва,анлъго
814,sieben::NUM,арула,анкьго
815,acht::NUM,мяйва,микьго
816,neun::NUM,урчӏва,ичӏго
817,zehn::NUM,ацӏва,анцӏго
818,elf::NUM,ацӏния цава,анцӏила цо
819,zwölf::NUM,ацӏиия кӏива,кӏиго-анцӏила
820,zwanzig::NUM,кьува,къого
821,dreißig::NUM,зувира,лъеберго
822,vierzig::NUM,мукьцӏала,кӏикъого
823,fünfzig::NUM,ххюцӏала,кӏикъо́ялда анцӏго
824,sechzig::NUM,ряхцӏала,лъабкъого
825,achtzig::NUM,мяйцӏала,ункъого
826,neunzig::NUM,урчӏцӏала,ункъоялда а́нцӏила
827,hundert::NUM,ттурш,нусго
828,hundert::NUM,ттуршва,нусго
829,tausend::NUM,азарва,азарго
830,und::CNJ,-гу,ва
831,und::CNJ,-гу,-ги
832,oder::CNJ,я,ялъуни
833,oder::CNJ,ягу,ялъуни
834,stehen::V,ацӏан,бахъунчӏезе
835,sitzen::V,щяивкӏун икӏан,гӏодов чӏезе
836,liegen::V,утту нвхьуну икӏан,бегизе
837,hängen::V,зурчӏай тӏун,базе
838,werden::V,хьун,бахъине
839,passieren::V,хьун,лъугьине
840,passieren::V,хьун,лъугьа-бахъине
841,beginnen::V,дайдишин,байбихьизе
842,beginnen::V,дайдирхьуну дикӏан,байбихьизе
843,enden::V,къуртал дан,лъугӏизе
844,wechseln::V,даххана хьун,хиса-басизе
845,wechseln::V,даххана хьун,хисизе
846,wechseln::V,даххана дуллан,хиса-басизе
847,wechseln::V,даххана дуллан,хисизе
848,aufgehen[Sonne]::V,буклай бур,баккизе
849,untergehen[Sonne]::V,лаглай бур,щинкӏизе
850,scheinen[Sonne]::V,битан,къалъ-къалъизе
851,scheinen[Sonne]::V,чани буллан,къалъ-къалъизе
852,donnern::V,тӏий бур,гъугъазе
853,wehen::V,бишлай бур,пуйзе
854,strömen::V,экьинан,чвахизе
855,fließen::V,экьинан,чвахизе
856,sich drehen::V,гьанан,сверизе
857,schwanken::V,хъюлчу тӏун,хьвагӏезе
858,schwanken::V,хъюлчу тӏун,багъа-бачаризе
859,schwanken::V,хӏуркку тӏун,хьвагӏезе
860,schwanken::V,хӏуркку тӏун,багъа-бачаризе
861,schwingen::V,хъюлчай тӏун,щвартӏезе
862,schwingen::V,хъюлчу тӏун,щвартӏезе
863,fallen::V,багьлан,бортизе
864,brennen::V,ччучлан,рекӏине
865,rauchen::V,пуркӏу тӏун,кӏкӏуй буризе
866,regnen::V,лачӏун,базе
867,regnen::V,лачIлай дур,базе
868,gefrieren::V,микӏ лачӏун,гӏу́низе
869,tauen::V,баслан,биаризе
870,schmelzen::V,баслан,биине
871,trocknen::V,кьакьан,бакъвазе
872,sieden::V,щаран,гьалдезе
873,faulen::V,аьллан,махӏцине
874,verfaulen::V,аьллан,туризе
875,verfaulen::V,аьян,туризе
876,reißen::V,ххя дукан,бихъизе
877,versinken::V,оькьлан,гъанкъизе
878,versinken::V,оькьан,гъанкъизе
879,vergehen::V,лялиян,базе
880,vergehen::V,лялиян,бахъизе
881,vergehen::V,лялиян,ине
882,erscheinen::V,буккан,баккизе
883,erscheinen::V,загьир хьун,баккизе
884,verschwinden::V,бат хьун,къине
885,verschwinden::V,бат хьун,билизе
886,verschwinden::V,акъа хьун,къине
887,verschwinden::V,акъа хьун,билизе
888,sinken::V,чахь учин,гӏодо́бе ккезе
889,abnehmen::V,чан хьун,тӏаса камизе
890,abnehmen::V,ссуссукьу хьун,тӏаса камизе
891,zunehmen::V,гьарза хьун,гӏемерлъизе
892,steigen::V,гьаз хьун,бахине
893,wachsen::V,ххяххан,кӏодолъизе
894,glänzen::V,цӏай буккан,цӏвакизе
895,funkeln::V,цӏай-цӏай тӏун,паркъезе
896,lärmen::V,чӏу буллан,хъудизе
897,lärmen::V,чӏу буллан,чӏиргъдизе
898,lärmen::V,аьлагъужа буллан,хъудизе
899,lärmen::V,аьлагъужа буллан,чӏиргъдизе
900,läuten::V,занг ришлан,кьабизе
901,läuten::V,занг дуллан,кьабизе
902,klingeln::V,занг ришлан,кьабизе
903,klingeln::V,занг дуллан,кьабизе
904,brausen::V,никъащилан,гьалаглъизе
905,rauschen::V,щурщур тӏун,шуршудизе
906,klingen::V,чӏу буклан,бахъине
907,bellen::V,хӏап тӏун,гъанчдезе
908,blasen::V,уф тӏун,гьохьизе
909,pfeifen::V,щютӏа тӏун,гьещтӏезе
910,schreien::V,чӏу бан,ахӏизе
911,schreien::V,чӏу бан,ахӏдезе
912,stöhnen::V,угь-къак тӏун,зигардизе
913,zittern::V,зурзу чин,дарран
914,zittern::V,зурзу чин,гьаргьадизе
915,zittern::V,зурзу тӏун,дарран
916,zittern::V,зурзу тӏун,гьаргьадизе
917,leben::V,ялапар хъанан,бетӏербахъизе
918,geboren werden::V,ан,лъугьине
919,atmen::V,ссихӏ ласлан,хӏухьел биччазе
920,atmen::V,ссихӏ бигьлан,хӏухьел биччазе
921,trinken::V,хӏачӏан,гьекъезе
922,trinken::V,хӏачӏлан,гьекъезе
923,essen::V,канан,квине
924,essen::V,канан,кваназе
925,schlucken::V,кьюлтӏа тӏун,кӏкӏвине
926,schlucken::V,кьюлтӏа тӏун,къулчӏизе
927,müde werden::V,аьхчӏин,сваказе
928,einschlafen::V,шанан икӏан,кьижизе
929,einschlafen::V,шанан икӏан,гъапуллъизе
930,schlafen::V,шанан,кьижизе
931,aufwachen::V,чантӏ учин,бигьине
932,aufstehen::V,бизан,бахъине
933,aufstehen::V,бизан,тӏадебахъине
934,sich erholen::V,бигьалаган,хьи бахъизе
935,sich erholen::V,бигьалаган,хӏалхьи гьабизе
936,krank werden::V,къашай хьун,унтизе
937,krank sein::V,къашай хъанан,унтизе
938,krank sein::V,къашавай икӏан,унтизе
939,schmerzen::V,цӏун,унтизе
940,husten::V,хъугьу чин,хъегӏизе
941,husten::V,хъугьу тӏун,хъегӏизе
942,genesen::V,хъин хьун,лъилъизе
943,genesen::V,сагъ лаган,лъилъизе
944,sterben::V,ивчӏан,хвезе
945,umkommen::V,лиллан,гьалаглъизе
946,umkommen::V,литӏлан,гьалаглъизе
947,umkommen::V,ажал биян,гьалаглъизе
948,umkommen::V,личӏи хьун,гьалаглъизе
949,umkommen::V,иакьлу хьун,гьалаглъизе
950,umkommen::V,ахир жан хъанан,гьалаглъизе
951,umkommen::V,рухӏирачӏа икӏан,гьалаглъизе
952,sich bewegen::V,сукку хьун,багъаризе
953,sich bewegen::V,сукку хьун,багъаргъизе
954,sich rühren::V,сукку хьун,багъаризе
955,sich erheben::V,бизан,тӏадебахъине
956,sich erheben::V,бизан,бахъине
957,sich setzen::V,щяикӏан,гӏодов чӏезе
958,sich setzen::V,щябикӏан,гӏодов чӏезе
959,hinfallen::V,багьан,щапизе
960,laufen::V,занан,хьвадизе
961,schreiten::V,ша ласлан,чӏезе
962,spazierengehen::V,сайр буллан,тира-сверизе
963,eilen::V,анавар буккан,ракӏхӏалакине
964,eilen::V,анавар буккан,дуризе
965,sich beeilen::V,анавар буккан,дуризе
966,sich beeilen::V,анавар буккан,гӏедегӏизе
967,sausen::V,никъа щилан,тӏуризе
968,sausen::V,никъа щун,тӏуризе
969,rennen::V,лечлан,бекеризе
970,springen::V,тӏанкӏ дан,кӏанцӏизе
971,klettern::V,лахълан,хархадизе
972,schaukeln::V,гьайжак бигьлан,гьерщезе
973,kriechen::V,ххярк тӏун,хъурщизе
974,schwimmen::V,гьузун,лъедезе
975,tauchen::V,лултту уккан,букъардизе
976,rudern::V,бяхлан,хазе
977,rudern::V,батӏлан,хазе
978,rudern::V,ххялаххи дуклан,хазе
979,fahren::V,гьан,ине
980,fliegen::V,лехлан,боржине
981,gehen::V,нан,ине
982,weggehen::V,ялагьан,ине
983,abfahren::V,гьан,къокъине
984,anhalten::V,бацӏан,чӏезе
985,anhalten::V,бацӏан,тархъизе
986,anhalten::V,бацӏан,лъалхъизе
987,hineingehen::V,буххан,тӏаделъугьине
988,eintreten::V,буххан,лъугьине
989,kommen::V,учӏан,бачӏине
990,ankommen::V,биян,щвезе
991,ankommen::V,биян,тӏадебачӏине
992,ankommen::V,бучӏан,щвезе
993,ankommen::V,бучӏан,тӏадебачӏине
994,zurückkommen::V,зана хъун,тадбуссине
995,zurückkommen::V,зана хъун,тӏадбуссине
996,zurückkommen::V,зана бикӏан,тадбуссине
997,zurückkommen::V,зана бикӏан,тӏадбуссине
998,bleiben::V,личӏан,чӏезе
999,bleiben::V,личӏан,хутӏизе
1000,warten::V,ялугьлан,чӏезе
1001,erwarten::V,ялугьлан,балагьизе
1002,suchen::V,луглан,балагьизе
1003,finden::V,лякъин,батизе
1004,versuchen::V,ххал буллан,хӏалбихьизе
1005,vorbereiten::V,хӏадур бан,хӏадурлъизабизе
1006,lieben::V,эшкьи хьуиу бикӏан,балай бегьизе
1007,mögen::V,ххиран бикӏан,бокьизе
1008,lachen::V,хъян,белъизе
1009,weinen::V,аьтӏун,гӏодизе
1010,schimpfen::V,дяъван,гъанчдезе
1011,schimpfen::V,ссугайи агьан,гъанчдезе
1012,sich ärgern::V,ссибизлан,вагъизе
1013,sich ärgern::V,ссибизлан,ццида́хине
1014,sich fürchten::V,ингъауслан,хӏинкъизе
1015,fürchten::V,хӏучӏ тӏун,беркъазе
1016,fürchten::V,хӏучӏ тӏун,хӏинкъа-къазе
1017,fliehen::V,ака бан,лъутизе
1018,flüchten::V,лихъан,лъутизе
1019,sehen::V,чӏалан,бихьизе
1020,anschauen::V,урган,бертӏамизе
1021,anschauen::V,урган,балагьизе
1022,ansehen::V,буруглан,бала-гъалагьизе
1023,hören::V,баллан,рагӏизе
1024,zuhören::V,вичӏи дихьлан,гӏенеккизе
1025,probieren::V,тӏин ххал буллан,кӏалдиб хъва́зе
1026,probieren::V,тӏин ххал буллан,чӏамизе
1027,riechen::V,ссунтӏа тӏун,су́нтӏизе
1028,fühlen::V,дакӏнил буслан,чӏвазе
1029,scheinen::V,ххан,
1030,scheinen::V,бизан,
1031,scheinen::V,ххан бикӏлай бикӏан,
1032,vernehmen::V,баян,рагӏизе
1033,frieren::V,лигьулул хъанан,цӏорозе
1034,tun::V,бан,гьабизе
1035,können::V,хьун,кӏвезе
1036,können::V,хьун,лъазе
1037,anfangen::V,дайдишин,байбихьизе
1038,beenden::V,къуртал бан,тӏубазабизе
1039,beenden::V,къуртал бан,лъугӏизабизе
1040,aufhören::V,кьабагьан,бахъизе
1041,gelingen::V,бюхъан,бахъизе
1042,öffnen::V,тӏитӏин,рагьизе
1043,schließen::V,лакьин,къазе
1044,stellen::V,дацӏан дан,чӏвазе
1045,stellen::V,бишин,чӏвазе
1046,setzen::V,щяитан,рекӏинабизе
1047,setzen::V,щяитан,гӏодор чӏезаризе
1048,legen::V,бишин,лъезе
1049,berühren::V,ка щун,хъвазе
1050,verbinden::V,бахӏин,хьухьине
1051,verbinden::V,бахӏин,бухьине
1052,verbinden::V,дахӏин,хьухьине
1053,verbinden::V,дахӏин,бухьине
1054,bedecken::V,ялтту бущин,кквезе
1055,bedecken::V,ялтту бакьин,кквезе
1056,aufhängen::V,лахъан,базе
1057,anzünden::V,лахъан,бакизе
1058,anzünden::V,лахъан,рекӏинабизе
1059,aufheben::V,гьаз бан,
1060,zurücklassen::V,кьаитан,тезе
1061,zurücklassen::V,битан,тезе
1062,verlieren::V,дакъа дан,билизабизе
1063,fallen lassen::V,рутан,бортизабизе
1064,machen::V,дан,гьабизе
1065,herstellen::V,яраг ишла бувиу бан,гьабизе
1066,herstellen::V,яраг ишла бувиу бан,хӏадурлъизабизе
1067,bauen::V,дан,базе
1068,bauen::V,дан,гьабизе
1069,reparieren::V,дакьин дан,къачӏазе
1070,verbessern::V,ххуй дан,лъикӏлъизабизе
1071,ändern::V,баххана бан,хисизабизе
1072,graben::V,дуклан,бухъизе
1073,beugen::V,лахӏан бан,хьетӏизабизе
1074,beugen::V,кьус бикӏан,хьетӏизабизе
1075,biegen::V,баччин,гьетӏизабизе
1076,biegen::V,лахӏан бан,гьетӏизабизе
1077,drehen::V,гьанан,тиризабизе
1078,drehen::V,гьанан,свердизабизе
1079,wenden::V,кӏура баен бан,бегизе
1080,umdrehen::V,кӏура баен бан,бегизе
1081,umdrehen::V,кӏура баен бан,бега-битӏизе
1082,heben::V,гьаз бан,борхизе
1083,hochheben::V,гьаз бан,борхалъизабизе
1084,hochheben::V,гьаз бан,борхизе
1085,ergreifen::V,хъап дан,кквезе
1086,ergreifen::V,хъап увиу угьан,кквезе
1087,halten::V,бугьлан,кквезе
1088,drücken::V,кьюч бигьлан,къазе
1089,drücken::V,кьюч бигьлан,къанцӏу́зе
1090,drücken::V,кьюч бигьлан,къвал ба́зе
1091,schieben::V,щун,хъилдизе
1092,lecken::V,ланцӏа тӏун,чӏикӏизе
1093,beißen::V,хъапа тӏун,хӏанчӏизе
1094,beißen::V,хъапа тӏун,хӏанчӏизабизе
1095,beißen::V,кьацӏа тӏун,хӏанчӏизе
1096,beißen::V,кьацӏа тӏун,хӏанчӏизабизе
1097,abreißen::V,буцан,тӏезе
1098,abreißen::V,буцан,тӏезабизе
1099,abschneiden::V,бухъан,къотӏизе
1100,abschneiden::V,кьукьин,къотӏизе
1101,binden::V,бахӏин,бухьине
1102,binden::V,дахӏин,бухьине
1103,brechen::V,гъагъан,бекизе
1104,klopfen::V,кьутӏа тӏун,дванкезе
1105,hauen::V,рищун,базе
1106,kleben::V,лачӏун буллан,бацӏцӏине
1107,reiben::V,ссуку буллан,хачазе
1108,streichen::V,дугъан,бахине
1109,streichen::V,дугъан,жужазе
1110,streichen::V,аьгъу дан,бахине
1111,streichen::V,аьгъу дан,жужазе
1112,schneiden::V,духълан,къотӏизе
1113,schneiden::V,кьукьлан,къотӏизе
1114,schütteln::V,хъюлчу буллан,кӏобокӏизе
1115,schwenken::V,палцӏ дуллан,гьесадизе
1116,schwenken::V,палцӏ дуллан,хьвагӏезабизе
1117,schütten::V,рутӏин,тӏезе
1118,füllen::V,буцӏин бан,цӏезабизе
1119,einwickeln::V,кай-кай бан,жемизе
1120,tragen::V,ларсун занан,баччизе
1121,tragen::V,ларсун ачин,баччизе
1122,schleppen::V,ххилан,бехъерхъизе
1123,aufbewahren::V,ядан,цӏунизе
1124,aufbewahren::V,ядуллан,цӏунизе
1125,werfen::V,личин,рехизе
1126,fangen::V,бугьан,кквезе
1127,fangen::V,бугьлан,кквезе
1128,verstecken::V,ладитан,бахчизе
1129,verstecken::V,кьюлтӏ дан,бахчизе
1130,verstecken::V,дахьлаган дан,бахчизе
1131,teilen::V,бачӏин,бикьизе
1132,teilen::V,бутӏа бан,бикьизе
1133,schicken::V,тӏайла буккан,битӏизе
1134,bringen::V,диян дан,баччизе
1135,hinzufügen::V,ххи бан,жубазе
1136,bekommen::V,ласун,щвезе
1137,erhalten::V,ласун,щвезе
1138,erhalten::V,ласун,босизе
1139,nehmen::V,ласун,босизе
1140,wählen::V,бувчӏин,бищизе
1141,auswählen::V,бувчӏин,тӏасабищизе
1142,auswählen::V,язи бугьан,тӏасабищизе
1143,bewahren::V,ядан,цӏунизе
1144,behindern::V,дайщишруду дуллан,квекӏен гьабизе
1145,verderben::V,зия дан,хвезабизе
1146,beschädigen::V,зарал буллан,галгъазабизе
1147,zerbrechen::V,гьагъан,щущазабизе
1148,zerbrechen::V,гьагъан бан,щущазабизе
1149,zerreißen::V,ххяхха дуккан,бихъизе
1150,zerstören::V,лекьан дан,биххизабизе
1151,verbrennen::V,ччуччин,бухӏизе
1152,geben::V,дулун,кьезе
1153,reichen::V,дулун,кьезе
1154,schenken::V,пишкаш дан,кьезе
1155,schenken::V,багъишла дан,кьезе
1156,schenken::V,ихӏсандалун дуллун,кьезе
1157,versprechen::V,банна чин,назру гьабизе
1158,loben::V,цӏа дан,беццизе
1159,loben::V,цӏа дан,бецца-бекъизе
1160,küssen::V,ппай тӏун,баизе
1161,wiegen::V,гьуркку тӏун,чӏучӏадизабизе
1162,wiegen::V,гьуркку буллан,чӏучӏадизабизе
1163,wiegen::V,гьуркку бан,чӏучӏадизабизе
1164,wecken::V,чантӏ учин ан,бигьинабизе
1165,zeigen::V,ккаккан бан,бихьизабизе
1166,führen::V,буцин,бачине
1167,lehren::V,лахьхьин бан,малъизе
1168,lehren::V,лахьхьин бан,цӏализабизе
1169,lehren::V,лахьхьин буллан,малъизе
1170,lehren::V,лахьхьин буллан,цӏализабизе
1171,unterrichten::V,дарс дишаван,цӏализабизе
1172,aufziehen::V,хъуна ан,гӏезабизе
1173,aufziehen::V,тарбия ан,гӏезабизе
1174,leiten::V,каялувшиву дан,нухмалъи гьабизе
1175,einladen::V,хъамалу оьвчин,ахӏизе
1176,einladen::V,хъамалу оьвчин,тӏадеахӏизе
1177,vereinigen::V,ца бан,цолъизабизе
1178,besuchen::V,ялун уххан,баккизе
1179,besuchen::V,ялун уххан,хьвадизе
1180,treffen::V,хьуна бакьин,дандчӏвазе
1181,sich versammeln::V,батӏин,данделъизе
1182,sich versammeln::V,батӏин,бакӏаризе
1183,spielen::V,тӏуркӏу тӏун,басандизе
1184,singen::V,балай тӏун,ахӏизе
1185,tanzen::V,къавтӏун,кьурдизе
1186,sich trennen::V,ппив хьун,батӏалъизе
1187,verlassen::V,увккун гьан,тезе
1188,verlassen::V,увккун гьан,рехунтезе
1189,retten::V,ххассал бан,хвасар гьабизе
1190,retten::V,ххассал бан,хвасарлъизабизе
1191,bewachen::V,къарал бан,цӏунизе
1192,schützen::V,ябан,цӏунизе
1193,verteidigen::V,буруччин,цӏунизе
1194,sich schlagen::V,биян,багъизе
1195,schießen::V,битлан,речӏчӏизе
1196,siegen::V,ххув хьун,бергьине
1197,siegen::V,ххувшаву ласун,бергьине
1198,ärgern::V,ссибизан уллан,вагъизавизе
1199,schlagen::V,рищун,кьабизе
1200,stechen::V,кьутӏин,къазабизе
1201,stoßen::V,щун,тункизе
1202,stoßen::V,щун,хъилдизе
1203,stehlen::V,дацин,щинкӏизабизе
1204,stören::V,кьючин,квекӏен гьабизе
1205,stören::V,кьючин,татубахъи гьабизе
1206,belästigen::V,бизар уллан,рахӏатхвезабизе
1207,verbergen::V,лабитан,бахчизе
1208,verbergen::V,лабитан,балъго тезе
1209,verbergen::V,кӏучӏ бан,бахчизе
1210,verbergen::V,кӏучӏ бан,балъго тезе
1211,täuschen::V,хъяврин ан,божуда рекӏкӏ гьабизе
1212,täuschen::V,хъяврин ан,гуккизе
1213,betrügen::V,аьикьин ан,хӏилла гьабизе
1214,betrügen::V,аьикьин ан,сандирахълъи гьабизе
1215,töten::V,ивчӏан,чӏвазе
1216,wohnen::V,оьрму бутлан,яшав гьабизе
1217,arbeiten::V,зун,хӏалтӏизе
1218,sammeln::V,ттихӏин,бакӏаризе
1219,sammeln::V,вив дишин,бакӏаризе
1220,pflücken::V,риттун,бетӏизе
1221,jagen::V,авли занан,чан гьабизе
1222,fischen::V,чавахъру бугьлан,ччугӏа кквезе
1223,fassen::V,бугьан,кквезе
1224,hüten::V,урттуйн бакьлан,кваназабизе
1225,treiben::V,дачин дуллан,гъезе
1226,treiben::V,лихъан буллан,гъезе
1227,anbinden::V,бахӏин,бухьине
1228,füttern::V,канаки буллан,кваназабизе
1229,melken::V,ттизин,бечӏчӏизе
1230,hacken::V,мюрш буллан,чӏвазе
1231,hacken::V,мюрш бан,чӏвазе
1232,gießen::V,щин дишин,лъалъазе
1233,reifen::V,диян,барщизе
1234,zubereiten::V,хӏадур дан,бежа-белъине
1235,zubereiten::V,хӏадур бан,бежа-белъине
1236,kochen::V,шашан,белъине
1237,kochen::V,шашан дуллан,белъине
1238,backen::V,бишлан,базе
1239,backen::V,шахьлан,базе
1240,braten::V,цӏарайх дуллан,бежизе
1241,umrühren::V,хӏала бан,багъаризе
1242,stricken::V,щащлан,хьухьине
1243,stricken::V,щащан,хьухьине
1244,nähen::V,дуруххан,букъизе
1245,färben::V,ранг щун,кьер гьабизе
1246,reinigen::V,марцӏ бан,бацӏцӏине
1247,waschen::V,шюшин,чуризе
1248,abwischen::V,лишин,бацӏцӏине
1249,spülen::V,вилаган,хулизе
1250,fegen::V,башин,лъухьизе
1251,kehren::V,бахьлан,лъухьизе
1252,baden::V,щинавун учӏлан,чордезе
1253,sich waschen::V,диссун,
1254,sich waschen::V,лажин диссун,
1255,sich waschen::V,лажин дислан,
1256,sich waschen::V,биссун,
1257,sich waschen::V,чурх бислан,
1258,ausziehen::V,ликкан,бахъизе
1259,anziehen::V,лаххан,ретӏине
1260,sich anziehen::V,янна лаххан,ретӏине
1261,kämmen::V,ттарал дуккан,хазе
1262,schmücken::V,чӏюлу бан,чӏухӏизабизе
1263,sagen::V,учин,бицине
1264,sprechen::V,гъалгъа тӏун,бицине
1265,reden::V,гъалгъа тӏун,гаргадизе
1266,sich unterhalten::V,гъалгъа тӏун,гаргадизе
1267,fragen::V,цӏуххин,цӏехезе
1268,fragen::V,цӏуххин,гьикъизе
1269,bitten::V,тавакъю буллан,гьаризе
1270,erzählen::V,хавар бусан,бицине
1271,mitteilen::V,баян бан,лъазабизе
1272,mitteilen::V,хавар бан,лъазабизе
1273,nennen::V,цӏа дизан,цӏар лъезе
1274,rufen::V,оьвтӏун,ахӏизе
1275,prahlen::V,цӏа дуллан,беццаризе
1276,übersetzen::V,таржума бан,буссинабизе
1277,denken::V,пикри буллан,ургъизе
1278,glauben::V,вих хьун,божизе
1279,bemerken::V,хӏисав хъун,берречӏчӏизе
1280,erkennen::V,увчӏин,лъазе
1281,erkennen::V,увчӏин,батӏаго бахъизе
1282,begreifen::V,бувчӏин,бичӏчӏизе
1283,lernen::V,лахьлан,цӏализе
1284,lernen::V,лахьхьин,цӏализе
1285,wissen::V,кӏулну бикӏан,лъазе
1286,wissen::V,хавар бикӏан,лъазе
1287,sich erinnern an::V,дакӏнин бутан,ракӏалде щвезе
1288,vergessen::V,хъама битан,кӏочене
1289,messen::V,дуцин дуллан,борцине
1290,messen::V,дуцин дан,борцине
1291,zählen::V,дуккин,рикӏкӏине
1292,rechnen::V,хӏисав дан,рикӏкӏине
1293,lesen::V,ккалан,цӏализе
1294,malen::V,сурат дуллан,бахъизе
1295,zeichnen::V,сурат дуллан,бахъизе
1296,schreiben::V,чичин,хъвазе
1297,schreiben::V,чичлан,хъвазе
1298,besitzen::V,дуну икӏан,щвезе
1299,besitzen::V,дуну икӏан,бу́кӏине
1300,besitzen::V,дуну дикӏан,щвезе
1301,besitzen::V,дуну дикӏан,бу́кӏине
1302,besitzen::V,заллуну икӏан,щвезе
1303,besitzen::V,заллуну икӏан,бу́кӏине
1304,kaufen::V,машан ласун,босизе
1305,verkaufen::V,баххан,бичизе
1306,bezahlen::V,арцу дулун,кьезе
