,Concept_ID,fr,ce
818,wir::PRN,nous,тхо
819,wir::PRN,nous,вай
820,ihr::PRN,vous,шу
821,sie::PRN,ils,уьш
822,sie::PRN,elles,уьш
823,was::FPRN,que,хӏун
824,was::FPRN,quoi,хӏун
825,wer::FPRN,qui,мила
826,wo::FADV,où,мичaхь
827,wohin::FADV,où,мича
828,wie::FADV,comment,муха
829,warum::FADV,pourquoi,хӏунда
830,wieviel::FNUM,combien,мел
831,wieviel::FNUM,combien,маса
832,eins::NUM,un,цхьаъ
833,zwei::NUM,deux,шиъ
834,drei::NUM,trois,кхоъ
835,vier::NUM,quatre,диъ
836,fünf::NUM,cinq,пхиъ
837,sechs::NUM,six,ялх
838,sieben::NUM,sept,ворхӏ
839,acht::NUM,huit,бархӏ
840,neun::NUM,neuf,исс
841,zehn::NUM,dix,итт
842,elf::NUM,onze,цхьайтта
843,zwölf::NUM,douze,шийтта
844,zwanzig::NUM,vingt,ткъа
845,dreißig::NUM,trente,ткъе итт
846,vierzig::NUM,quarante,шовзткъа
847,fünfzig::NUM,cinquante,шовзткъе итт
848,sechzig::NUM,soixante,кхузткъа
849,siebzig::NUM,soixante-dix,кхузткъе итт
850,achtzig::NUM,quatre-vingt,дезткъа
851,neunzig::NUM,quatre-vingt-dix,дезткъе итт
852,hundert::NUM,cent,бӏе
853,tausend::NUM,mille,эзар
854,und::CNJ,et,a
855,oder::CNJ,ou,я
856,stehen::V,être debout,латта
857,sitzen::V,être assis,хиъна ӏан
858,liegen::V,être couché,ӏилла
859,hängen::V,pendre,кхаза
860,werden::V,devenir,хила
861,passieren::V,se passer,хила
862,beginnen::V,commencer,доло
863,enden::V,finir,дӏадерза
864,enden::V,se terminer,дӏадерза
865,wechseln::V,changer,хийца
866,wechseln::V,alterner,хийца
867,aufgehen[Sonne]::V,se lever,кхета
868,untergehen[Sonne]::V,se coucher,чубуза
869,scheinen[Sonne]::V,briller,серло яла
870,donnern::V,tonner,къекъа
871,wehen::V,souffler,хьекха
872,strömen::V,affluer,эха
873,fließen::V,couler,охьаэха
874,sich drehen::V,tourner,хьийза
875,schwanken::V,osciller,леста
876,schwanken::V,chanceler,леста
877,schwingen::V,vibrer,лесто
878,schwingen::V,osciller,лесто
879,fallen::V,tomber,охьакхета
880,brennen::V,brûler,дага
881,brennen::V,flamber,дага
882,rauchen::V,fumer,оза
883,regnen::V,pleuvoir,догlа догlу
884,gefrieren::V,geler,гӏоро
885,tauen::V,dégeler,даша
886,schmelzen::V,fondre,лала
887,trocknen::V,sécher,дакъо
888,sieden::V,bouillir,кхехка
889,faulen::V,pourrir,дахкадала
890,faulen::V,se putréfier,дахкадала
891,verfaulen::V,pourrir,дахкадала
892,reißen::V,rompre,хеда
893,reißen::V,se déchirer,хеда
894,versinken::V,s'enfoncer,хичудаха
895,vergehen::V,passer,дlаэха
896,erscheinen::V,apparaître,схьадала
897,erscheinen::V,apparaître,ӏоттадала
898,verschwinden::V,disparaître,къайладала
899,sinken::V,descendre,лахдала
900,sinken::V,s'abaisser,лахдала
901,abnehmen::V,diminuer,
902,zunehmen::V,augmenter,лакхадала
903,steigen::V,monter,хьаладала
904,wachsen::V,croître,кхиа
905,glänzen::V,briller,лепа
906,funkeln::V,étinceler,къега
907,lärmen::V,faire du bruit,гӏовгӏаян
908,läuten::V,sonner,детта
909,klingeln::V,sonner,дека
910,klirren::V,cliqueter,дека
911,brausen::V,mugir,хьаьдда даха
912,rauschen::V,bruire,леста
913,klingen::V,sonner,дека
914,bellen::V,aboyer,лета
915,heulen::V,hurler,угӏа
916,blasen::V,souffler,хӏуп баха
917,pfeifen::V,siffler,шок етта
918,schreien::V,crier,мохь бетта
919,stöhnen::V,gémir,узарш дан
920,zittern::V,trembler,дега
921,leben::V,vivre,даха
922,geboren werden::V,naître,хила
923,atmen::V,respirer,садеӏа
924,trinken::V,boire,мала
925,essen::V,manger,кхалла
926,schlucken::V,avaler,къурдбан
927,müde werden::V,se lasser,кӏаддала
928,müde werden::V,se fatiguer,кӏаддала
929,einschlafen::V,s'endormir,наб кхета
930,schlafen::V,dormir,вижа
931,schlafen::V,dormir,наб ян
932,schlafen::V,dormir,дижина хила
933,aufwachen::V,se réveiller,самадала
934,aufstehen::V,se lever,гӏатта
935,sich erholen::V,se reposer,садаӏа
936,sich erholen::V,se détendre,садаӏа
937,krank werden::V,tomber malade,цомгуш хила
938,krank sein::V,être malade,цомгуш хила
939,schmerzen::V,faire mal,лаза
940,schmerzen::V,faire mal,ӏийжа
941,husten::V,tousser,йовхарш етта
942,genesen::V,guérir,тадала
943,genesen::V,se remettre,тадала
944,sterben::V,mourir,дала
945,umkommen::V,périr,хӏаллакхила
946,sich bewegen::V,bouger,лела
947,sich rühren::V,broncher,меттахъхьен
948,sich erheben::V,se lever,хьалагlатта
949,sich setzen::V,s'asseoir,хаа
950,hinfallen::V,tomber,дожа
951,hinfallen::V,tomber,охьакхета
952,laufen::V,marcher,вада
953,laufen::V,marcher,хьада
954,laufen::V,aller à pied,вада
955,laufen::V,aller à pied,хьада
956,schreiten::V,marcher,болар дан
957,schreiten::V,marcher,ког баккха
958,spazierengehen::V,se promener,доладала
959,eilen::V,courir,сихдала
960,sich beeilen::V,se hâter,сихдала
961,sich beeilen::V,se dépêcher,сихдала
962,sausen::V,filer,
963,rennen::V,courir,дада
964,springen::V,sauter,ирхкхийсадала
965,klettern::V,grimper,тӏедийла
966,schaukeln::V,se balancer,техко
967,kriechen::V,ramper,такха
968,schwimmen::V,nager,некадан
969,tauchen::V,plonger,чулелха
970,rudern::V,ramer,дига лело
971,rudern::V,ramer,кема лело
972,fahren::V,aller,хахка
973,fahren::V,rouler,хахка
974,fliegen::V,voler,тӏемадала
975,gehen::V,aller,лeла
976,weggehen::V,s'en aller,дӏадаха
977,abfahren::V,partir,дӏадаха
978,anhalten::V,s'arrêter,саца
979,hineingehen::V,entrer,чудала
980,eintreten::V,entrer,чудала
981,kommen::V,venir,кхача
982,kommen::V,venir,дӏакхача
983,kommen::V,venir,схьакхача
984,ankommen::V,arriver,кхача
985,ankommen::V,arriver,схьакхача
986,zurückkommen::V,revenir,юхада
987,bleiben::V,rester,диса
988,bleiben::V,demeurer,диса
989,warten::V,attendre,хьежа
990,warten::V,attendre,cобар дан
991,erwarten::V,attendre,хьоьжуш ӏан
992,suchen::V,chercher,леха
993,finden::V,trouver,каро
994,versuchen::V,essayer,дан хьажа
995,vorbereiten::V,préparer,кечъян
996,lieben::V,aimer,деза
997,mögen::V,aimer,безамхила
998,mögen::V,vouloir,безамхила
999,lachen::V,rire,дела
1000,rühren::V,toucher,хьедан
1001,rühren::V,attendrir,хьедан
1002,weinen::V,pleurer,делха
1003,schimpfen::V,gronder,чехо
1004,sich ärgern::V,se fâcher,оьгӏазъэха
1005,sich fürchten::V,avoir peur,кхера
1006,fürchten::V,craindre,кхера
1007,fürchten::V,avoir peur de,кхера
1008,fliehen::V,fuir,дӏадада
1009,flüchten::V,s'enfuir,дӏадада
1010,sehen::V,voir,ган
1011,anschauen::V,regarder,хьажа
1012,anschauen::V,regarder,хьежа
1013,ansehen::V,regarder,хьовса
1014,hören::V,entendre,хаза
1015,zuhören::V,écouter,ладогӏа
1016,probieren::V,goûter,хьажа
1017,riechen::V,sentir,хьожа яха
1018,fühlen::V,sentir,хаадала
1019,scheinen::V,sembler,мотта
1020,scheinen::V,paraître,мотта
1021,zu sehen sein::V,se voir,гуш хила
1022,zu sehen sein::V,être visible,гуш хила
1023,vernehmen::V,entendre,бартхатта
1024,vernehmen::V,percevoir,бартхатта
1025,frieren::V,avoir froid,гӏоро
1026,tun::V,faire,дан
1027,können::V,savoir,дадала
1028,können::V,pouvoir,дадала
1029,wollen::V,vouloir,тӏергӏа
1030,anfangen::V,commencer,доло
1031,beenden::V,finir,довла
1032,beenden::V,terminer,довла
1033,aufhören::V,cesser,саца
1034,aufhören::V,arrêter,саца
1035,gelingen::V,réussir,кадала
1036,geraten::V,réussir,хила
1037,öffnen::V,ouvrir,дӏаделла
1038,öffnen::V,ouvrir,схьаделла
1039,schließen::V,fermer,къовла
1040,schließen::V,fermer,дӏачӏагӏа
1041,stellen::V,poser,хlотто
1042,stellen::V,mettre,хlотто
1043,setzen::V,placer,дийгӏа
1044,legen::V,placer,охьадилла
1045,berühren::V,toucher,хьедан
1046,verbinden::V,lier,вовшахтаса
1047,bedecken::V,couvrir,тилла
1048,bedecken::V,couvrir,тӏетаса
1049,aufhängen::V,accrocher,хьалаолла
1050,anzünden::V,allumer,лато
1051,aufheben::V,ramasser,айа
1052,zurücklassen::V,laisser,дита
1053,verlieren::V,perdre,дайа
1054,fallen lassen::V,lâcher,охьадожо
1055,fallen lassen::V,laisser tomber,охьадожо
1056,machen::V,faire,дан
1057,herstellen::V,produire,дан
1058,herstellen::V,fabriquer,дан
1059,bauen::V,bâtir,гӏишлоян
1060,bauen::V,construire,гӏишлоян
1061,reparieren::V,réparer,тадан
1062,verbessern::V,améliorer,нисдан
1063,ändern::V,changer,хийца
1064,ändern::V,modifier,хийца
1065,graben::V,creuser,ахка
1066,beugen::V,plier,сатто
1067,beugen::V,ployer,сатто
1068,biegen::V,courber,сатто
1069,drehen::V,tordre,хьовзо
1070,drehen::V,tourner,хьовзо
1071,wenden::V,retourner,
1072,umdrehen::V,tourner,хьовзo
1073,heben::V,soulever,айа
1074,heben::V,soulever,хьалаайа
1075,hochheben::V,lever,хьалаайа
1076,ergreifen::V,saisir,дӏалаца
1077,ergreifen::V,prendre,дӏалаца
1078,halten::V,tenir,латто
1079,drücken::V,presser,тӏетаӏо
1080,schieben::V,pousser,татта
1081,kratzen::V,gratter,мӏараш тийса
1082,kratzen::V,égratigner,мӏараш тийса
1083,lecken::V,lécher,мотт хьекха
1084,beißen::V,mordre,катoха
1085,abreißen::V,arracher,схьадаккха
1086,abschneiden::V,couper,кхада
1087,binden::V,lier,дӏадехка
1088,binden::V,lier,вовшахтаса
1089,binden::V,attacher,дӏадехка
1090,binden::V,attacher,вовшахтаса
1091,stecken::V,enfoncer,чудахийта
1092,brechen::V,rompre,кагдан
1093,klopfen::V,frapper,детта
1094,hauen::V,frapper,етта
1095,kleben::V,coller,тӏелато
1096,reiben::V,frotter,хьекхо
1097,streichen::V,empâter,тlехьакха
1098,schleifen::V,affiler,ирдан
1099,schleifen::V,aiguiser,ирдан
1100,schneiden::V,couper,ларга
1101,schneiden::V,trancher,ларга
1102,rütteln::V,cahoter,лесто
1103,schütteln::V,secouer,лесто
1104,schwenken::V,agiter,лесто
1105,schütten::V,verser,дотта
1106,füllen::V,remplir,дуза
1107,einwickeln::V,envelopper,хьарчо
1108,tragen::V,porter,дахьа
1109,schleppen::V,traîner,ийзо
1110,ziehen::V,tirer,озо
1111,aufbewahren::V,garder,ӏалашдан
1112,aufbewahren::V,conserver,ӏалашдан
1113,werfen::V,jeter,кхосса
1114,werfen::V,lancer,кхосса
1115,fangen::V,attraper,леца
1116,packen::V,agripper,леца
1117,verstecken::V,cacher,къайладаккха
1118,teilen::V,diviser,декъа
1119,schicken::V,envoyer,дӏадахьийта
1120,bringen::V,apporter,дан
1121,hinzufügen::V,ajouter,тӏетоха
1122,bekommen::V,obtenir,даккха
1123,erhalten::V,recevoir,даккха
1124,nehmen::V,prendre,схьаэца
1125,wählen::V,choisir,харжа
1126,auswählen::V,choisir,харжа
1127,auswählen::V,sélectionner,харжа
1128,bewahren::V,préserver,lалашдан
1129,behindern::V,gêner,новкъарло ян
1130,verderben::V,gâter,талхо
1131,verderben::V,corrompre,талхо
1132,beschädigen::V,endommager,дохо
1133,zerbrechen::V,casser,дохо
1134,zerbrechen::V,casser,кагдан
1135,zerreißen::V,déchirer,хадо
1136,zerstören::V,détruire,дохо
1137,zerstören::V,détruire,кагдан
1138,verbrennen::V,brûler,даго
1139,geben::V,donner,яла
1140,reichen::V,tendre,дӏадала
1141,reichen::V,tendre,дӏакховдо
1142,schenken::V,offrir,совгӏат дан
1143,versprechen::V,promettre,ваӏда дан
1144,wünschen::V,souhaiter,лаа
1145,loben::V,louer,хасто
1146,küssen::V,embrasser,оба яккха
1147,wiegen::V,bercer,тахка
1148,zudecken::V,couvrir,тӏетаса
1149,wecken::V,éveiller,самадаккха
1150,wecken::V,réveiller,самадаккха
1151,zeigen::V,montrer,гайта
1152,zeigen::V,faire voir,гайта
1153,führen::V,guider,дига
1154,lehren::V,apprendre,ӏамо
1155,unterrichten::V,instruire,хьеха
1156,aufziehen::V,élever,кхио
1157,leiten::V,diriger,урхалла дан
1158,leiten::V,conduire,урхалла дан
1159,antreiben::V,pousser,сихдан
1160,lassen::V,faire,-йта
1161,einladen::V,inviter,кхайкха
1162,vereinigen::V,unir,цхьаьнатоха
1163,vereinigen::V,réunir,цхьаьнатоха
1164,besuchen::V,visiter,хьажахIотта
1165,besuchen::V,aller voir,хьажахIотта
1166,treffen::V,rencontrer,дуьхьалкхета
1167,sich versammeln::V,s'assembler,гулдан
1168,spielen::V,jouer,ловза
1169,singen::V,chanter,лакха
1170,tanzen::V,danser,хелхадала
1171,sich trennen::V,se séparer,къаста
1172,verlassen::V,quitter,дита
1173,retten::V,sauver,кӏелхьардаккха
1174,bewachen::V,garder,ха дан
1175,schützen::V,protéger,лардан
1176,verteidigen::V,défendre,лардан
1177,sich schlagen::V,se taper,етта
1178,schießen::V,tirer,детта
1179,siegen::V,vaincre,тола
1180,ärgern::V,agacer,оьгӏаздахийта
1181,schlagen::V,battre,тоха
1182,schlagen::V,frapper,тоха
1183,treten::V,botter,мийра тоха
1184,treten::V,donner un coup de pied à,мийра тоха
1185,stechen::V,piquer,ӏотта
1186,stechen::V,piquer,къовзо
1187,stoßen::V,heurter,татта
1188,stehlen::V,voler,лачкъо
1189,stören::V,gêner,новкъарло ян
1190,stören::V,déranger,новкъарло ян
1191,belästigen::V,molester,сагатдан
1192,belästigen::V,importuner,сагатдан
1193,verbergen::V,cacher,къайладаккха
1194,verbergen::V,dissimuler,къайладаккха
1195,täuschen::V,abuser,ӏexo
1196,täuschen::V,tromper,ӏexo
1197,betrügen::V,duper,ледан
1198,betrügen::V,frauder,ледан
1199,töten::V,tuer,ден
1200,wohnen::V,habiter,даха
1201,wohnen::V,demeurer,даха
1202,arbeiten::V,travailler,къахьега
1203,sammeln::V,collectionner,гулдан
1204,pflücken::V,cueillir,даха
1205,jagen::V,chasser,талла
1206,fischen::V,pêcher,чӏерий леца
1207,fassen::V,capturer,лаца
1208,fassen::V,capturer,схьалаца
1209,hüten::V,garder,лардан
1210,treiben::V,mener,лахка
1211,anbinden::V,attacher,дӏадехка
1212,füttern::V,faire manger,хӏума яла
1213,melken::V,traire,оза
1214,hacken::V,fendre,
1215,gießen::V,arroser,хи тоха
1216,reifen::V,mûrir,хьекъа
1217,zubereiten::V,préparer,кечъян
1218,zubereiten::V,préparer,кхача бан
1219,kochen::V,cuire,кхача бан
1220,backen::V,cuire,датта
1221,braten::V,rôtir,кхарза
1222,umrühren::V,remuer,кего
1223,stricken::V,tricoter,
1224,nähen::V,coudre,тега
1225,färben::V,teindre,басардан
1226,reinigen::V,nettoyer,цӏандан
1227,waschen::V,laver,йила
1228,waschen::V,laver,йитта
1229,waschen::V,laver,дӏадайа
1230,abwischen::V,essuyer,дӏадайа
1231,spülen::V,rincer,хи кхарза
1232,fegen::V,balayer,нуй хьакха
1233,kehren::V,balayer,нуй хьакха
1234,baden::V,se baigner,лийча
1235,sich waschen::V,se laver,юьхь йила
1236,ausziehen::V,ôter,духар дӏадаккха
1237,ausziehen::V,enlever,духар дӏадаккха
1238,anziehen::V,mettre,
1239,sich anziehen::V,s'habiller,духа
1240,kämmen::V,peigner,ехк хьакха
1241,schmücken::V,orner,хаздан
1242,schmücken::V,décorer,хаздан
1243,sagen::V,dire,ала
1244,sprechen::V,parler,баха
1245,sprechen::V,parler,мотт бийца
1246,reden::V,parler,къамел дан
1247,sich unterhalten::V,bavarder,къамел дан
1248,sich unterhalten::V,s'entretenir,къамел дан
1249,fragen::V,demander,хатта
1250,bitten::V,prier,деха
1251,erzählen::V,raconter,дийца
1252,mitteilen::V,communiquer,хаам бан
1253,nennen::V,nommer,цӏе яккха
1254,nennen::V,appeler,цӏе яккха
1255,rufen::V,appeler,кхайкха
1256,prahlen::V,se vanter,куралла ян
1257,prahlen::V,se vanter,дозалла дан
1258,übersetzen::V,traduire,гоч дан
1259,denken::V,penser,ойла ян
1260,glauben::V,croire,теша
1261,bemerken::V,remarquer,ган
1262,bemerken::V,apercevoir,ган
1263,erkennen::V,reconnaître,довза
1264,begreifen::V,concevoir,кхета
1265,verstehen::V,entendre,кхета
1266,verstehen::V,comprendre,кхета
1267,lernen::V,apprendre,деша
1268,wissen::V,savoir,хаа
1269,sich erinnern an::V,se souvenir de,дагадан
1270,vergessen::V,oublier,дицдала
1271,messen::V,mesurer,дуста
1272,zählen::V,compter,дагардан
1273,rechnen::V,calculer,лара
1274,lesen::V,lire,еша
1275,malen::V,peindre,сурт дилла
1276,zeichnen::V,dessiner,сурт дилла
1277,schreiben::V,écrire,яздан
1278,besitzen::V,posséder,доладан
1279,kaufen::V,acheter,эца
1280,verkaufen::V,vendre,дохка
1281,bezahlen::V,payer,мах бала
1282,zahlen::V,payer,мах бала
1283,beherrschen::V,dominer,собаре хила
1284,beherrschen::V,maîtriser,собаре хила
1285,ertragen::V,tolérer,лан
1286,ertragen::V,tolérer,сатоха
1287,ertragen::V,tolérer,садетта
1288,ertragen::V,supporter,лан
1289,ertragen::V,supporter,сатоха
1290,ertragen::V,supporter,садетта
