,Concept_ID,ar,ba
751,zurück::ADV,إلى الخلف,кирегә
752,unten::ADV,تحت,түбәндә
753,unten::ADV,في الأسفل,түбәндә
754,hinab::ADV,إلى تحت,түбәнгә
755,oben::ADV,فوق,юғарыла
756,oben::ADV,في الأعلى,юғарыла
757,hinauf::ADV,إلى فوق,юғарыға
758,hinauf::ADV,إلى الأعلى,юғарыға
759,überall::ADV,في كل مكان,бөтә урында
760,nicht::ADV,لا,тугел
761,nicht::ADV,لم,тугел
762,ein wenig::ADV,قليلا,аҙ
763,kaum::ADV,كاد لا,көскә
764,kaum::ADV,كاد لا,саҡ-саҡ
765,sehr::ADV,جدا,ифат
766,sehr::ADV,كثيرا,ифат
767,so::ADV,كذا,шулай
768,so::ADV,كذلك,шулай
769,noch::ADV,ما زال,йәнә
770,nur::ADV,فقط,бары
771,schon::ADV,قد,инде
772,wieder::ADV,من جديد,тағы
773,wieder::ADV,مرة أخرى,тағы
774,vergebens::ADV,عبثا,бушҡа
775,vor::PRP,أمام,алдында
776,hinter::PRP,خلف,артында
777,hinter::PRP,وراء,артында
778,unter::PRP,تحت,аҫтында
779,durch::PRP,عبر,үтә
780,durch::PRP,خلال,үтә
781,neben::PRP,جنب,эргәһендә
782,neben::PRP,بجانب,эргәһендә
783,zwischen::PRP,بين,араһында
784,wegen::PRP,بسبب,өсөн
785,wegen::PRP,بسبب,сәбәпле
786,dies::PRN,هذا,был
787,dies::PRN,هذا,ошо
788,das::PRN,ذلك,ул
789,alles::PRN,الكل,бөтә
790,ich::PRN,أنا,мин
791,du::PRN,أنت,һин
792,er::PRN,هو,ул
793,wir::PRN,نحن,беҙ
794,ihr::PRN,أنتم,һеҙ
795,ihr::PRN,أنتن,һеҙ
796,sie::PRN,هم,улар
797,sie::PRN,هن,улар
798,was::FPRN,ما,ә
799,was::FPRN,ما,ни
800,was::FPRN,ما,нәмә
801,wer::FPRN,من,ҡем
802,wo::FADV,أين,ҡайҙа
803,wohin::FADV,إلى أين,ҡайҙа
804,wie::FADV,كيف,инидәй
805,warum::FADV,لماذا,ин өсөн
806,wieviel::FNUM,كم,күпме
807,eins::NUM,واحد,бер
808,zwei::NUM,اثنين,ике
809,zwei::NUM,اثنين,икәү
810,drei::NUM,ثلاثة,өс
811,vier::NUM,أربعة,дүрт
812,fünf::NUM,خمسة,биш
813,sechs::NUM,ستة,алты
814,sieben::NUM,سبعة,ете
815,acht::NUM,ثمانية,һигеҙ
816,neun::NUM,تسعة,туғыҙ
817,zehn::NUM,عشرة,ун
818,elf::NUM,أحد عشر,ун бер
819,zwölf::NUM,اثنا عشر,ун ике
820,zwanzig::NUM,عشرون,егерме
821,dreißig::NUM,ثلاثون,утыҙ
822,vierzig::NUM,أربعون,ҡырҡ
823,fünfzig::NUM,خمسون,илле
824,sechzig::NUM,ستون,алтмыш
825,siebzig::NUM,سبعون,етмеш
826,achtzig::NUM,ثمانون,һикһән
827,neunzig::NUM,تسعون,туҡһан
828,hundert::NUM,مئة,йөҙ
829,tausend::NUM,ألف,мең
830,und::CNJ,و,да
831,oder::CNJ,أو,йәки
832,stehen::V,وقف,тороу
833,sitzen::V,جلس,ултырыу
834,liegen::V,رقد,ятыу
835,hängen::V,تعلق,аҫылынып тороу
836,werden::V,صار,булыу
837,werden::V,أصبح,булыу
838,passieren::V,حدث,булыу
839,beginnen::V,ابتدأ,башлау
840,enden::V,انتهى,бөтөү
841,enden::V,انتهى,тамамланыү
842,wechseln::V,تغير,үҙгәреү
843,aufgehen[Sonne]::V,شرق,ҡалҡыу
844,untergehen[Sonne]::V,غرب,байыу
845,scheinen[Sonne]::V,أضاء,яҡтыртып тороу
846,donnern::V,رعد,күкрәү
847,wehen::V,هب,иҫеү
848,strömen::V,جرى,ташыу
849,fließen::V,سال,ағыу
850,sich drehen::V,دار,әйләнеү
851,schwanken::V,ترنح,тирбәлеү
852,schwingen::V,ترجح,бәүетеү
853,fallen::V,سقط,йығылыу
854,brennen::V,احترق,яныу
855,rauchen::V,دخن,төтәү
856,regnen::V,أمطر,ямғыр яуа
857,gefrieren::V,تجمد,туңыү
858,tauen::V,ذاب,иреү
859,schmelzen::V,ذاب,иреү
860,trocknen::V,نشف,кибеү
861,sieden::V,غلى,ҡайнау
862,faulen::V,فسد,сереу
863,verfaulen::V,تعفن,сереу
864,reißen::V,انقطع,өҙөү
865,reißen::V,انقطع,йыртылыу
866,versinken::V,غرق,батыу
867,vergehen::V,مضى,үтеү
868,erscheinen::V,لاح,килеп сығыу
869,erscheinen::V,ظهر,килеп сығыу
870,verschwinden::V,غاب,юғалыу
871,sinken::V,هبط,түбәнәйеү
872,abnehmen::V,نقص,кәметеү
873,zunehmen::V,ازداد,артыу
874,steigen::V,صعد,күтәрелеү
875,steigen::V,ارتفع,күтәрелеү
876,wachsen::V,نما,үҫеү
877,wachsen::V,نبت,үҫеү
878,glänzen::V,لمع,ялтырау
879,funkeln::V,تلألأ,баҙлау
880,lärmen::V,ضج,шаулау
881,lärmen::V,صخب,шаулау
882,läuten::V,قرع,ҡағыу
883,klingeln::V,دق,ҡағыу
884,klingeln::V,دق,шылтыратыу
885,klirren::V,قعقع,шылтыратыу
886,brausen::V,عج,ҡотороноу
887,rauschen::V,حف,шыптырлау
888,klingen::V,رن,яңғырау
889,bellen::V,نبح,өрөү
890,heulen::V,عوى,олоу
891,blasen::V,نفخ,өрөү
892,pfeifen::V,صفر,һызғырып ебәреү
893,schreien::V,صرخ,ҡысҡырыу
894,stöhnen::V,أن,уңғырашыу
895,zittern::V,ارتعش,ҡалтырау
896,leben::V,عاش,йәшәү
897,geboren werden::V,ولد,тыуыу
898,atmen::V,تنفس,тын алыү
899,trinken::V,شرب,эсеү
900,essen::V,أكل,ашау
901,schlucken::V,جرع,йотоу
902,müde werden::V,تعب,арыу
903,einschlafen::V,نام,йоҡлап китеү
904,schlafen::V,نام,йоҡлау
905,aufwachen::V,استيقظ,уяныу
906,aufstehen::V,قام,тороу
907,sich erholen::V,استجم,ял итеү
908,krank werden::V,مرض,сирләү
909,krank sein::V,مرض,сирләү
910,schmerzen::V,آلم,ауыртыу
911,husten::V,كح,йүтәлләү
912,husten::V,سعل,йүтәлләү
913,genesen::V,نقه,һауығыу
914,sterben::V,مات,үлеү
915,umkommen::V,هلك,һәләк булыу
916,sich bewegen::V,تحرك,хәрәкәт итеү
917,sich rühren::V,تحرك,ҡуҙғалыу
918,sich erheben::V,قام,тороу
919,sich setzen::V,جلس,ултырыу
920,hinfallen::V,وقع,ҡолау
921,laufen::V,مشى,йөрөү
922,schreiten::V,خطا,атлау
923,spazierengehen::V,تنزه,ял итеп йороү
924,eilen::V,عجل,ашығыу
925,eilen::V,عجل,ҡабаланыу
926,sich beeilen::V,استعجل,ашығыу
927,sich beeilen::V,استعجل,ҡабаланыу
928,sausen::V,أسرع,елеү
929,rennen::V,عدا,йүгеп йөрөү
930,rennen::V,ركض,йүгеп йөрөү
931,springen::V,قفز,һикереү
932,klettern::V,تسلق,үрмәләү
933,klettern::V,تسلق,үрмәләп менеү
934,schaukeln::V,تأرجح,сайҡалыу
935,kriechen::V,دب,шыуышыу
936,kriechen::V,زحف,шыуышыу
937,schwimmen::V,سبح,йоҙөү
938,tauchen::V,غطس,сумыу
939,rudern::V,جذف,ишеү
940,fahren::V,ركب,йөрөү
941,fahren::V,سافر,йөрөү
942,fliegen::V,طار,осоу
943,gehen::V,سار,барыу
944,gehen::V,ذهب,барыу
945,weggehen::V,ذهب,китеү
946,weggehen::V,انصرف,китеү
947,abfahren::V,رحل,сығыу
948,anhalten::V,توقف,тукталыу
949,hineingehen::V,دخل,инеү
950,eintreten::V,دخل,инеү
951,kommen::V,أتى,килеү
952,kommen::V,جاء,килеү
953,ankommen::V,وصل,килеү
954,zurückkommen::V,عاد,ҡайтыу
955,zurückkommen::V,رجع,ҡайтыу
956,bleiben::V,مكث,ҡалыу
957,warten::V,انتظر,көтөп тороу
958,erwarten::V,ترقب,көтөү
959,erwarten::V,انتظر,көтөү
960,suchen::V,بحث,эҙләү
961,finden::V,وجد,табыу
962,versuchen::V,حاول,тырышып ҡарау
963,vorbereiten::V,أعد,әҙерләү
964,vorbereiten::V,حضر,әҙерләү
965,lieben::V,أحب,яратыу
966,mögen::V,أحب,һөйөү
967,mögen::V,أحب,яратыу
968,lachen::V,ضحك,көлөү
969,rühren::V,أثر,ҡағылыу
970,weinen::V,بكى,илау
971,schimpfen::V,سب,һүгенеү
972,schimpfen::V,سب,тиргәнеү
973,schimpfen::V,سب,һуҡраныу
974,schimpfen::V,شتم,һүгенеү
975,schimpfen::V,شتم,тиргәнеү
976,schimpfen::V,شتم,һуҡраныу
977,sich ärgern::V,زعل,асыуланыу
978,sich fürchten::V,هاب,ҡурҡыу
979,fürchten::V,خاف,ҡурҡыу
980,fürchten::V,خشي,ҡурҡыу
981,fliehen::V,هرب,ҡасыу
982,flüchten::V,فر,ҡасыу
983,sehen::V,رأى,күреү
984,anschauen::V,نظر,ҡарау
985,ansehen::V,نظر,ҡарау
986,ansehen::V,نظر,тикшереү
987,hören::V,سمع,ишетеү
988,zuhören::V,أصغى,тыңлау
989,probieren::V,ذاق,татыу
990,riechen::V,شم,еҫкәү
991,riechen::V,استنشق,еҫкәү
992,fühlen::V,شعر,тойоу
993,scheinen::V,ظهر,кеүек күренеү
994,scheinen::V,ظهر,тойолоу
995,zu sehen sein::V,ظهر,күренеү
996,vernehmen::V,سمع,ишетеү
997,frieren::V,بردان,туңыү
998,tun::V,فعل,яһау
999,tun::V,فعل,әшләү
1000,können::V,قدر,алыу
1001,können::V,قدر,мөмкин булыу
1002,können::V,استطاع,алыу
1003,können::V,استطاع,мөмкин булыу
1004,wollen::V,شاء,теләү
1005,wollen::V,أراد,теләү
1006,anfangen::V,بدأ,башлау
1007,beenden::V,أنهى,бөтөрөү
1008,beenden::V,أنهى,тамамлау
1009,aufhören::V,توقف,туктау
1010,aufhören::V,انقطع,туктау
1011,gelingen::V,نجح,уңышлы булыу
1012,geraten::V,طلع,булып сығыу
1013,öffnen::V,فتح,асыу
1014,schließen::V,أغلق,йомоу
1015,stellen::V,وضع,ҡуйыу
1016,stellen::V,أقام,ҡуйыу
1017,setzen::V,أجلس,урынлаштырыу
1018,legen::V,وضع,һалыу
1019,berühren::V,مس,тейеү
1020,berühren::V,مس,ҡағылыу
1021,berühren::V,لمس,тейеү
1022,berühren::V,لمس,ҡағылыу
1023,verbinden::V,ربط,ҡушыу
1024,verbinden::V,ربط,бәйләү
1025,verbinden::V,وصل,ҡушыу
1026,verbinden::V,وصل,бәйләү
1027,bedecken::V,غطى,ҡаплау
1028,aufhängen::V,علق,элеү
1029,anzünden::V,أوقد,тоҡандырыу
1030,aufheben::V,لقط,мендереү
1031,zurücklassen::V,ترك,ҡалдырыу
1032,verlieren::V,فقد,юғалтыу
1033,fallen lassen::V,أسقط,төшөрөп ебәреү
1034,machen::V,فعل,яһау
1035,machen::V,فعل,эшләү
1036,herstellen::V,صنع,эшләп сығарыу
1037,herstellen::V,أنتج,эшләп сығарыу
1038,bauen::V,بنى,төҙөү
1039,bauen::V,شيد,төҙөү
1040,reparieren::V,صلح,төҙәтеү
1041,verbessern::V,صحح,яҡшыртыу
1042,ändern::V,غير,үҙгәртеү
1043,graben::V,حفر,ҡаҙыу
1044,beugen::V,ثنى,бөгөү
1045,beugen::V,أحنى,бөгөү
1046,biegen::V,لوى,бөгөү
1047,drehen::V,أدار,өйрөлтөү
1048,drehen::V,أدار,әйләндереү
1049,drehen::V,دور,өйрөлтөү
1050,drehen::V,دور,әйләндереү
1051,wenden::V,قلب,әйләндереү
1052,umdrehen::V,قلب,түңкәреү
1053,heben::V,رفع,күтәреү
1054,heben::V,رفع,мендереү
1055,hochheben::V,رفع,күтәреү
1056,ergreifen::V,مسك,тотоп алыу
1057,halten::V,مسك,тотоу
1058,drücken::V,ضغط,ҡыҫыу
1059,schieben::V,حرك,этеү
1060,schieben::V,حرك,төртөү
1061,kratzen::V,خدش,ҡырыу
1062,lecken::V,لعق,ялау
1063,beißen::V,عض,тешләү
1064,abreißen::V,قلع,өҙөү
1065,abschneiden::V,قطع,ҡырҡыу
1066,binden::V,ربط,бәйләү
1067,stecken::V,دس,ҡаҙау
1068,brechen::V,كسر,боҙоу
1069,klopfen::V,طرق,шаҡылдау
1070,hauen::V,ضرب,туҡмау
1071,kleben::V,ألصق,йәбештереү
1072,reiben::V,حك,ыуыу
1073,reiben::V,حك,ышҡыу
1074,streichen::V,نشر,яғыу
1075,schleifen::V,سن,үткерләү
1076,schneiden::V,قطع,ҡырҡыу
1077,rütteln::V,رج,һелкетеү
1078,schütteln::V,هز,һелкетеү
1079,schwenken::V,لوح,болғау
1080,schütten::V,صب,ҡойоу
1081,füllen::V,ملأ,тултырыу
1082,einwickeln::V,لف,төрөү
1083,tragen::V,حمل,алып барыу
1084,schleppen::V,سحب,һөйрәү
1085,ziehen::V,سحب,тартыу
1086,aufbewahren::V,حفظ,һаҡлау
1087,werfen::V,رمى,ырғытыу
1088,werfen::V,ألقى,ырғытыу
1089,fangen::V,التقط,тотоу
1090,packen::V,مسك,етеү
1091,packen::V,مسك,тотоп алыу
1092,verstecken::V,خبأ,йәшереү
1093,teilen::V,قسم,бүлеү
1094,schicken::V,بعث,ебәреү
1095,schicken::V,أرسل,ебәреү
1096,bringen::V,جلب,килтереү
1097,hinzufügen::V,أضاف,өтәү
1098,bekommen::V,حصل,алыу
1099,erhalten::V,استلم,алыу
1100,nehmen::V,أخذ,алыу
1101,wählen::V,اختار,һайлаү
1102,auswählen::V,انتقى,һайлап алыу
1103,bewahren::V,حافظ,һаҡлау
1104,behindern::V,عاق,тотҡарлыҡ яһау
1105,verderben::V,أفسد,боҙоу
1106,beschädigen::V,أضر,боҙоу
1107,zerbrechen::V,كسر,ҡыйратыу
1108,zerreißen::V,مزق,йыртыу
1109,zerstören::V,دمر,емереү
1110,verbrennen::V,حرق,үртәү
1111,geben::V,أعطى,биреү
1112,reichen::V,ناول,биреү
1113,schenken::V,وهب,бүләк итеү
1114,versprechen::V,وعد,вәғәҙә биреү
1115,wünschen::V,تمنى,теләу
1116,loben::V,مدح,маҡтау
1117,küssen::V,قبل,үбеү
1118,wiegen::V,هدهد,бәүетеү
1119,wiegen::V,هدهد,тирбәтеү
1120,zudecken::V,غطى,ҡаплау
1121,wecken::V,أيقظ,уятыу
1122,zeigen::V,أرى,күрһәтеү
1123,führen::V,دل,етәкләү
1124,lehren::V,علم,уҡытыу
1125,lehren::V,علم,өйрәтеү
1126,unterrichten::V,علم,уҡытыу
1127,aufziehen::V,ربى,тәрбиәле
1128,leiten::V,دل,етәкләү
1129,leiten::V,دل,етәкселек итеү
1130,leiten::V,أدار,етәкләү
1131,leiten::V,أدار,етәкселек итеү
1132,antreiben::V,حث,ашыҡтырыу
1133,lassen::V,حدا,мәжбүр итеү
1134,einladen::V,دعا,саҡырыу
1135,vereinigen::V,وحد,берләштереү
1136,besuchen::V,زار,килеп сығыу
1137,treffen::V,قابل,тойоү
1138,treffen::V,قابل,осратыу
1139,treffen::V,قابل,ҡаршылау
1140,sich versammeln::V,اجتمع,йыйылыу
1141,spielen::V,لعب,тартыу
1142,singen::V,غنى,йырлау
1143,tanzen::V,رقص,бейеү
1144,sich trennen::V,افترق,айырылышыу
1145,verlassen::V,ترك,ташлау
1146,verlassen::V,ترك,ташлап китеү
1147,retten::V,نجى,ҡотҡарыу
1148,retten::V,أنقذ,ҡотҡарыу
1149,bewachen::V,حرس,һаҡлау
1150,schützen::V,حمى,һаҡлау
1151,verteidigen::V,دافع,яҡлау
1152,sich schlagen::V,تضارب,һуғышыу
1153,schießen::V,أطلق,атыу
1154,siegen::V,انتصر,еңеү
1155,ärgern::V,أزعل,асыуландырыу
1156,schlagen::V,ضرب,бәреү
1157,schlagen::V,ضرب,туҡмау
1158,treten::V,رفس,тибеү
1159,treten::V,رفس,типкеләү
1160,stechen::V,شك,сәнсеү
1161,stoßen::V,دفع,этеү
1162,stoßen::V,دفع,төртөү
1163,stehlen::V,سرق,урлау
1164,stören::V,ضايق,ҡамасаулау
1165,belästigen::V,أزعج,бимазалау
1166,belästigen::V,أزعج,ҡамасаулау
1167,verbergen::V,كتم,йәшереү
1168,täuschen::V,خدع,ултыртыу
1169,betrügen::V,غش,алдау
1170,töten::V,قتل,үлтереү
1171,wohnen::V,سكن,йәшәү
1172,arbeiten::V,عمل,эшләү
1173,arbeiten::V,اشتغل,эшләү
1174,sammeln::V,جمع,йыйыу
1175,pflücken::V,جنى,өҙөү
1176,pflücken::V,قطف,өҙөү
1177,jagen::V,صاد,аулау
1178,fischen::V,اصطاد,аулау
1179,fassen::V,قبض,тотоу
1180,hüten::V,رعى,көтөү
1181,treiben::V,ساق,ҡыуыу
1182,anbinden::V,ربط,бәйләү
1183,füttern::V,علف,ашатыу
1184,melken::V,حلب,һауыү
1185,hacken::V,فرم,турау
1186,hacken::V,فرم,тапау
1187,gießen::V,سقى,ҡойоу
1188,reifen::V,نضج,өлғөрөү
1189,zubereiten::V,حضر,бешереү
1190,kochen::V,طبخ,бешереү
1191,backen::V,خبز,бешереү
1192,braten::V,قلى,ҡурыу
1193,braten::V,حمر,ҡурыу
1194,umrühren::V,قلب,ҡатнаштырыу
1195,stricken::V,حاك,бәйләү
1196,nähen::V,خاط,тегеү
1197,färben::V,صبغ,буяу
1198,färben::V,لون,буяу
1199,reinigen::V,نظف,таҙартыу
1200,waschen::V,غسل,йыуыу
1201,abwischen::V,مسح,һөртөү
1202,spülen::V,شطف,сайҡау
1203,fegen::V,كنس,һепереү
1204,kehren::V,كنس,һепереү
1205,baden::V,استحم,һыу инеү
1206,sich waschen::V,اغتسل,йыуыныу
1207,ausziehen::V,خلع,сисеү
1208,anziehen::V,لبس,кейеү
1209,sich anziehen::V,اكتسى,кейенеү
1210,kämmen::V,مشط,тарау
1211,schmücken::V,زين,биҙәү
1212,sagen::V,قال,әйтеү
1213,sprechen::V,تكلم,әйтеү
1214,sprechen::V,تكلم,һөйләшеү
1215,reden::V,تكلم,һөйләшеү
1216,sich unterhalten::V,تحادث,әңгәмәләшеү
1217,fragen::V,سأل,һорау
1218,bitten::V,رجا,үтенеү
1219,erzählen::V,حكي,һөйләү
1220,mitteilen::V,بلغ,әйтеү
1221,nennen::V,سمى,атау
1222,nennen::V,سمى,исемләү
1223,rufen::V,نادى,саҡырыу
1224,prahlen::V,فشر,маҡтаныу
1225,prahlen::V,فشر,шапырыныу
1226,prahlen::V,تفاخر,маҡтаныу
1227,prahlen::V,تفاخر,шапырыныу
1228,übersetzen::V,ترجم,тәржемә итеү
1229,denken::V,فكر,уйлау
1230,glauben::V,اعتقد,ышаныу
1231,bemerken::V,لاحظ,күреү
1232,erkennen::V,عرف,таныу
1233,begreifen::V,فهم,аңлау
1234,begreifen::V,أدرك,аңлау
1235,verstehen::V,فهم,аңлау
1236,lernen::V,درس,өйрәнеү
1237,wissen::V,علم,белеү
1238,sich erinnern an::V,تذكر,хәтергә алыу
1239,vergessen::V,نسي,онотоу
1240,messen::V,قاس,үлсәү
1241,zählen::V,عد,һанау
1242,zählen::V,أحصى,һанау
1243,rechnen::V,حسب,һанау
1244,lesen::V,قرأ,уҡыу
1245,malen::V,صور,һүрәт яһау
1246,malen::V,صور,рәсем төшөрөү
1247,zeichnen::V,رسم,һүрәт яһау
1248,zeichnen::V,رسم,рәсем төшөрөү
1249,schreiben::V,كتب,яҙыу
1250,besitzen::V,حاز,биләү
1251,besitzen::V,ملك,биләү
1252,kaufen::V,اشترى,һатып алыу
1253,verkaufen::V,باع,һатыу
1254,bezahlen::V,دفع,түләү
1255,zahlen::V,سدد,түләү
1256,beherrschen::V,حكم,биләү
1257,ertragen::V,أطاق,түҙеү
1258,ertragen::V,تحمل,түҙеү
