,Concept_ID,is,udm
317,Volk::N,þjóð,калык
318,Arbeit::N,vinna,уж
319,Gast::N,gestur,куно
320,Geschenk::N,gjöf,салам
321,Geschenk::N,gjöf,кузьым
322,Spiel::N,leikur,шудон
323,Gesellschaft::N,selskapur,калык
324,Hilfe::N,hjálp,юрттон
325,Freund::N,vinur,эш
326,Freund::N,vinur,юлтош
327,Kamerad::N,félagi,тодмо
328,Angelegenheit::N,mál,уж
329,Angelegenheit::N,málefni,уж
330,Anzahl::N,tala,лыд
331,Anzahl::N,fjöldi,лыд
332,Art::N,tegund,тус
333,Stück::N,biti,юдэс
334,Stück::N,stykki,юдэс
335,Teil::N,hluti,люкет
336,Teil::N,partur,люкет
337,Hälfte::N,helmingur,ӝыны
338,Kreis::N,hringur,котырес
339,Kreuz::N,kross,крест
340,Kreuz::N,krossmark,крест
341,Linie::N,lína,гож
342,Strich::N,strik,гож
343,Abstand::N,millibil,вис
344,Abstand::N,millibil,кусып
345,Entfernung::N,fjarlægð,кусып
346,Gegend::N,hérað,инты
347,Platz::N,pláss,инты
348,Ort::N,staður,инты
349,Ort::N,staður,места
350,Seite::N,hlið,пал
351,Mitte::N,miðja,шор
352,Gegenstand::N,hlutur,арбери
353,Sache::N,mál,котыр
354,Rand::N,brún,дур
355,Rand::N,brún,шаер
356,Kante::N,rönd,дур
357,Ecke::N,horn,сэрег
358,Spitze::N,oddur,йыл
359,Ende::N,endi,пум
360,Loch::N,gat,пась
361,Loch::N,hola,пась
362,Winkel::N,skot,сэрег
363,Winkel::N,krókur,сэрег
364,Muster::N,munstur,пужы
365,Größe::N,stærð,быдӟала
366,Länge::N,lengd,кузьдала
367,Höhe::N,hæð,ӝуждала
368,Gewicht::N,vigt,сектала
369,Gewicht::N,vigt,секытлык
370,Gewicht::N,þyngd,сектала
371,Gewicht::N,þyngd,секытлык
372,Menge::N,magn,лыд
373,Menge::N,magn,лыдпус
374,Haufen::N,hrúga,люк
375,Haufen::N,haugur,люк
376,Reihe::N,röð,чур
377,Boot::N,bátur,пыж
378,Boot::N,bátur,лодка
379,Ruder::N,ár,полыс
380,Schlitten::N,sleði,додьы
381,Ski::N,skíði,куас
382,Lagerfeuer::N,varðeldur,тылскем
383,Last::N,byrði,секыт
384,Last::N,farmur,секыт
385,Gang::N,ganga,ветлон
386,Schritt::N,skref,вамыш
387,Norden::N,norður,уйпал
388,Süden::N,suður,лымшор
389,Westen::N,vestur,шунды пуксён
390,Osten::N,austur,шунды ӝужан
391,Holz::N,viður,пу
392,Brett::N,fjöl,пул
393,Platte::N,flötur,плита
394,Stütze::N,stoð,пыкет
395,Stange::N,stöng,пуӵ
396,Stock::N,prik,боды
397,Stock::N,stafur,боды
398,Stab::N,prik,пуӵ
399,Stab::N,prik,боды
400,Stab::N,stafur,пуӵ
401,Stab::N,stafur,боды
402,Rohr::N,rör,труба
403,Rohr::N,pípa,труба
404,Haus::N,hús,юрт
405,Heim::N,heimili,корка
406,Ofen::N,ofn,гур
407,Fußboden::N,gólf,выж
408,Tisch::N,borð,ӝӧк
409,Stuhl::N,stóll,пукон
410,Wiege::N,vagga,кӧкы
411,Wiege::N,vagga,зыбка
412,Bett::N,rúm,валес
413,Bett::N,hvíla,валес
414,Regal::N,hilla,ӝажы
415,Kiste::N,kassi,ящик
416,Fenster::N,gluggi,укно
417,Fenster::N,gluggi,косяк
418,Tür::N,dyr,ӧс
419,Tür::N,hurð,ӧс
420,Tor::N,hlið,ӟезьы
421,Zaun::N,girðing,забор
422,Zaun::N,limgarður,забор
423,Dach::N,þak,липет
424,Leiter::N,stigi,падӟа
425,Besen::N,sópur,ӵужон
426,Besen::N,sópur,исьнер
427,Spaten::N,spaði,лопатка
428,Schaufel::N,skófla,ютырон
429,Gabel::N,gaffall,тэчы
430,Gabel::N,gaffall,вилка
431,Löffel::N,skeið,пуньы
432,Messer::N,hnífur,пурт
433,Nagel::N,nögl,кортӵог
434,Netz::N,net,сеть
435,Haken::N,krókur,курик
436,Griff::N,tak,ныд
437,Schloss::N,lás,тунгон
438,Bild::N,mynd,суред
439,Figur::N,stytta,фигура
440,Puppe::N,brúða,мунё
441,Beutel::N,poki,пуйы
442,Beutel::N,baggi,пуйы
443,Bündel::N,böggull,керттэт
444,Tasche::N,veski,пуйы
445,Tasche::N,veski,сумка
446,Eimer::N,fata,ведра
447,Deckel::N,lok,ӵоксэт
448,Geschirr::N,leirtau,тусьты-пуньы
449,Sack::N,sekkur,пуйы
450,Tasse::N,bolli,ӵаша
451,Topf::N,pottur,миска
452,Kessel::N,ketill,пурты
453,Essen::N,matur,сиськон
454,Nahrung::N,fæða,сион
455,Speise::N,réttur,сиён
456,Speise::N,matarréttur,сиён
457,Fleisch::N,kjöt,сӥль
458,Getreide::N,korn,ю тысь
459,Brei::N,grautur,ӝук
460,Brot::N,brauð,нянь
461,Scheibe::N,sneið,шорем
462,Fett::N,fita,кӧй
463,Butter::N,smjör,вӧй
464,Öl::N,olía,вӧй
465,Salz::N,salt,сылал
466,Suppe::N,súpa,шыд
467,Honig::N,hunang,чечы
468,Milch::N,mjólk,йӧл
469,Tee::N,te,чай
470,Leder::N,skinn,сурон
471,Wolle::N,ull,гон
472,Wolle::N,ull,ыжгон
473,Stoff::N,dúkur,куэм
474,Nadel::N,nál,вень
475,Faden::N,þráður,сӥньыс
476,Knopf::N,tala,бирды
477,Knopf::N,hnappur,бирды
478,Knoten::N,hnútur,герд
479,Farbe::N,málning,буёл
480,Kleidung::N,búningur,дӥсь
481,Kleidung::N,klæðnaður,дӥсь
482,Hemd::N,skyrta,дэрем
483,Kragen::N,kragi,сирес
484,Kragen::N,flibbi,сирес
485,Ärmel::N,ermi,саес
486,Hose::N,buxur,брюки
487,Hose::N,buxur,штань
488,Gürtel::N,belti,кускерттон
489,Mütze::N,húfa,ызьы
490,Schuh::N,skór,ботинка
491,Stiefel::N,stígvél,сапег
492,Ring::N,hringur,зундэс
493,Band::N,band,лента
494,Kamm::N,greiða,сын
495,Spiegel::N,spegill,синучкон
496,Riemen::N,ól,е
497,Riemen::N,reim,е
498,Schnur::N,snúra,гозы
499,Leine::N,band,думет
500,Decke::N,teppi,шобрет
501,Kissen::N,koddi,миндэр
502,Tuch::N,klútur,кышет
503,Handtuch::N,þurrka,ӵушкон
504,Handtuch::N,handklæði,ӵушкон
505,Kraft::N,afl,кать
506,Kraft::N,afl,ӟигар
507,Kraft::N,kraftur,кать
508,Kraft::N,kraftur,ӟигар
509,Stärke::N,styrkur,юнлык
510,Gesundheit::N,heilsa,тазалык
511,Gesundheit::N,heilbrigði,тазалык
512,Krankheit::N,sjúkdómur,висён
513,Schmerz::N,sársauki,висён
514,Wunde::N,sár,яра
515,Fieber::N,hitasótt,кезег
516,Arznei::N,lyf,эмъюм
517,Brücke::N,brú,выж
518,Brunnen::N,brunnur,колдэч
519,Weide::N,hagi,возь
520,Pfad::N,stígur,сюрес
521,Weg::N,vegur,сюрес
522,Straße::N,gata,сюрес
523,Straße::N,stræti,сюрес
524,Dorf::N,þorp,гурт
525,Stadt::N,borg,кар
526,Stadt::N,borg,город
527,Brief::N,bréf,гожтэт
528,Buch::N,bók,книга
529,Buchstabe::N,bókstafur,буква
530,Zeitung::N,dagblað,газет
531,Leben::N,líf,улон
532,Tod::N,dauði,кулон
533,Grab::N,gröf,шайгу
534,Kirche::N,kirkja,черк
535,Sünde::N,synd,сьӧлык
536,Gott::N,guð,ӥнмар
537,Arbeiter::N,verkamaður,рабочий
538,Chef::N,yfirmaður,начальник
539,Meister::N,meistari,кибашлы
540,Arzt::N,læknir,врач
541,Lehrer::N,kennari,дышетӥсь
542,Geld::N,peningar,уксё
543,Geld::N,peningar,коньдон
544,Geschäft::N,viðskipti,уж
545,Laden::N,búð,магазин
546,Laden::N,verslun,магазин
547,Preis::N,verð,дун
548,Ware::N,vara,вуз
549,Nutzen::N,gagn,пайда
550,Reichtum::N,auður,узырлык
551,Welt::N,veröld,дунне
552,Land::N,land,шаер
553,Staat::N,ríki,кун
554,König::N,konungur,эксэй
555,Macht::N,vald,власть
556,Grenze::N,landamæri,кунгож
557,Krieg::N,stríð,ож
558,Feind::N,fjandmaður,тушмон
559,Gewalt::N,ofbeldi,эриктэман
560,Kampf::N,bardagi,нюръяськон
561,Bogen[Waffe]::N,bogi,пукыӵ
562,Pfeil::N,ör,пукыӵ вень
563,Gewehr::N,byssa,пыӵал
564,Fehler::N,villa,янгыш
565,Lüge::N,lygi,пӧян
566,Lüge::N,lygi,алдан
567,Lüge::N,lygi,ӧрекчан
568,Schaden::N,skemmd,изъян
569,Unglück::N,óhamingja,куректон
570,Unglück::N,óhamingja,шудтэме усён
571,Schuld::N,sök,янгыш
572,Alter::N,aldur,арлыд
573,Schluss::N,lok,пум
574,Schluss::N,endir,пум
575,Zeit::N,tími,дыр
576,Tag::N,dagur,нунал
577,Morgen::N,morgunn,ӵукна
578,Mittag::N,hádegi,лымшор
579,Abend::N,kvöld,ӝыт
580,Abend::N,kvöld,акшан
581,Nacht::N,nótt,уй
582,Woche::N,vika,арня
583,Monat::N,mánuður,толэзь
584,Jahr::N,ár,ар
585,Frühling::N,vor,тулыс
586,Sommer::N,sumar,гужем
587,Herbst::N,haust,сӥзьыл
588,Winter::N,vetur,тол
589,Januar::N,janúar,выльартолэзь
590,Februar::N,február,тулыспал
591,März::N,mars,южтолэзь
592,April::N,apríl,оштолэзь
593,Mai::N,maí,куартолэзь
594,Juni::N,júní,вожотолэзь
595,Juli::N,júlí,пӧсьтолэзь
596,August::N,ágúst,гудырикошкон
597,September::N,september,куарусён
598,Oktober::N,október,выльӝуктолэзь
599,November::N,nóvember,шуркынмон
600,Dezember::N,desember,толсур
601,Montag::N,mánudagur,вордӥськон
602,Dienstag::N,þriðjudagur,вторник
603,Mittwoch::N,miðvikudagur,вирнунал
604,Donnerstag::N,fimmtudagur,покчиарня
605,Freitag::N,föstudagur,удмуртарня
606,Samstag::N,laugardagur,кӧснунал
607,Sonntag::N,sunnudagur,арня
608,groß::A,stór,бадӟым
609,klein::A,lítill,пичи
610,lang::A,langur,кузь
611,kurz::A,stuttur,вакчи
612,breit::A,breiður,паськыт
613,schmal::A,mjór,сюлэг
614,dicht::A,þéttur,ӵем
615,dick[Gegenstand]::A,þykkur,зӧк
616,dünn::A,þunnur,векчи
617,fein::A,fíngerður,векчи
618,fest::A,fastur,юн
619,fest::A,fastur,чурыт
620,flach::A,flatur,ӵошкыт
621,glatt::A,háll,гылыт
622,glatt::A,háll,вольыт
623,glatt::A,sléttur,гылыт
624,glatt::A,sléttur,вольыт
625,hart::A,harður,чурыт
626,weich::A,mjúkur,небыт
627,rund::A,kringlóttur,котырес
628,spitz::A,oddhvass,йылсо
629,scharf::A,beittur,лэчыт
630,stumpf::A,bitlaus,ныж
631,schwer::A,þungur,секыт
632,schön::A,fagur,чебер
633,schön::A,fallegur,чебер
634,heiß::A,heitur,пӧсь
635,warm::A,hlýr,шуныт
636,warm::A,heitur,шуныт
637,kalt::A,kaldur,кезьыт
638,kühl::A,svalur,юзмыт
639,kühl::A,svalur,салкым
640,frisch::A,frískur,выль
641,feucht::A,rakur,мускыт
642,feucht::A,þvalur,мускыт
643,nass::A,votur,котмем
644,nass::A,blautur,котмем
645,trocken::A,þurr,кӧс
646,voll::A,fullur,тыр
647,leer::A,tómur,буш
648,leer::A,tómur,тырттэм
649,offen::A,opinn,усьтэм
650,geschlossen::A,lokaður,ӵогам
651,geschlossen::A,lokaður,пунням
652,sauber::A,þrifinn,ӝикыт
653,sauber::A,þrifinn,чылкыт
654,schmutzig::A,óhreinn,нӧд
655,schmutzig::A,sóðalegur,нӧд
656,roh::A,hrár,ыль
657,reif::A,þroskaður,вуэм
658,lecker::A,ljúffengur,ческыт
659,süß::A,sætur,ческыт
660,bitter::A,beiskur,курыт
661,sauer::A,súr,чырс
662,hell::A,bjartur,югыт
663,dunkel::A,dimmur,пеймыт
664,schwarz::A,svartur,сьӧд
665,weiß::A,hvítur,тӧдьы
666,rot::A,rauður,горд
667,gelb::A,gulur,ӵуж
668,blau::A,blár,лыз
669,grün::A,grænn,вож
670,grau::A,grár,пурысь
671,bunt::A,marglitur,куӵо
672,billig::A,ódýr,дунтэм
673,teuer::A,dýr,дуно
674,wertvoll::A,verðmætur,дуно
675,blind::A,blindur,сукыр
676,blind::A,blindur,синтэм
677,taub::A,heyrnarlaus,пельтэм
678,kräftig::A,öflugur,кужмо
679,stark::A,sterkur,юн
680,stark::A,sterkur,кужмо
681,schwach::A,veill,ляб
682,schwach::A,veill,начар
683,fett::A,feitur,кӧй
684,schlank::A,grannur,веськыт
685,schlank::A,grannur,веськрес
686,schlank::A,spengilegur,веськыт
687,schlank::A,spengilegur,веськрес
688,hübsch::A,snotur,чебер
689,hübsch::A,snotur,синмаськымон
690,hübsch::A,laglegur,чебер
691,hübsch::A,laglegur,синмаськымон
692,böse::A,illur,лек
693,böse::A,vondur,лек
694,dumm::A,heimskur,шузи
695,dumm::A,heimskur,визьтэм
696,faul::A,latur,азьтэм
697,fleißig::A,iðinn,сюлмо
698,geizig::A,nískur,сук
699,klug::A,hygginn,визьмо
700,geschickt::A,fimur,усто
701,geschickt::A,fimur,быгатӥсь
702,geschickt::A,laginn,усто
703,geschickt::A,laginn,быгатӥсь
704,lieb::A,kær,мусо
705,lieb::A,ljúfur,мусо
706,lustig::A,kátur,шулдыр
707,sanft::A,blíður,мусо
708,sanft::A,blíður,эрке
709,hungrig::A,soltinn,сютэм
710,hungrig::A,hungraður,сютэм
711,krank::A,sjúkur,висись
712,nackt::A,nakinn,гольык
713,traurig::A,dapur,мӧзмыт
714,traurig::A,hryggur,мӧзмыт
715,lebendig::A,lifandi,улэп
716,gut::A,góður,ӟеч
717,gut::A,góður,умой
718,schlecht::A,slæmur,урод
719,schlecht::A,slæmur,алама
720,schlecht::A,lélegur,урод
721,schlecht::A,lélegur,алама
722,richtig::A,réttur,шонер
723,schlimm::A,slæmur,алама
724,wahr::A,sannur,зэмос
725,alt::A,gamall,вуж
726,neu::A,nýr,выль
727,ehemalig::A,fyrrverandi,азьвылэз
728,alt[Lebewesen]::A,gamall,пересь
729,jung::A,ungur,егит
730,jung::A,ungur,пинал
731,arm::A,vesall,начар
732,arm::A,vesall,куанер
733,arm::A,fátækur,начар
734,arm::A,fátækur,куанер
735,reich::A,ríkur,узыр
736,reich::A,auðugur,узыр
737,bekannt::A,kunnugur,тодмо
738,berühmt::A,frægur,дано
739,fremd::A,framandi,ят
740,fremd::A,ókunnugur,ят
741,verschieden::A,ýmis,пӧртэм
742,nah::A,nálægur,матысь
743,fern::A,fjarri,кыдёкысь
744,fern::A,fjarlægur,кыдёкысь
745,linker::A,vinstri,паллян
746,rechter::A,hægri,бур
747,rechter::A,hægri,бурпал
748,anderer::A,annar,мукет
749,erster::A,fyrsti,нырысетӥез
750,zweiter::A,annar,кыктэтӥез
751,dritter::A,þriðji,кунньметӥез
752,letzter::A,síðasti,берло
753,letzter::A,síðasti,берпум
754,allein::ADV,einn,огназ
755,allein::ADV,aleinn,огназ
756,auf einmal::ADV,allt í einu,огдыре
757,zusammen::ADV,saman,ӵош
758,zusammen::ADV,saman,валче
759,lange::ADV,lengi,кема
760,plötzlich::ADV,skyndilega,мапламтэ шорысь
761,sofort::ADV,strax,али ик
762,sofort::ADV,þegar í stað,али ик
763,später::ADV,seinna,бергес
764,später::ADV,seinna,берлогес
765,jetzt::ADV,nú,али
766,jetzt::ADV,nú,табере
767,jetzt::ADV,núna,али
768,jetzt::ADV,núna,табере
769,heute::ADV,í dag,туннэ
770,morgen::ADV,á morgun,ӵуказе
771,bald::ADV,brátt,ӝоген
772,bald::ADV,bráðum,ӝоген
773,dann::ADV,svo,берло
774,dann::ADV,síðan,берло
775,gestern::ADV,í gær,толон
776,einst::ADV,forðum,огпол
777,einst::ADV,forðum,одӥг пол
778,damals::ADV,þá,соку
779,damals::ADV,á þeim tímum,соку
780,danach::ADV,á eftir því,собере
781,vorher::ADV,áður,азьло
782,vorher::ADV,áður,азьвыл
783,zuerst::ADV,fyrst,азьло
784,einmal::ADV,einu sinni,огпол
785,manchmal::ADV,stundum,куддыръя
786,oft::ADV,oft,ӵем
787,immer::ADV,alltaf,пыр
788,immer::ADV,alltaf,котьку
789,immer::ADV,sífellt,пыр
790,immer::ADV,sífellt,котьку
791,niemals::ADV,aldrei,уз ноку
792,hier::ADV,hér,татын
793,hierhin::ADV,hingað,татчы
794,von hier::ADV,héðan,татысь
795,dort::ADV,þar,отӥ
796,dort::ADV,þar,отын
797,dort::ADV,þarna,отӥ
798,dort::ADV,þarna,отын
799,dorthin::ADV,þangað,отчы
800,geradeaus::ADV,beint áfram,меӵак
801,vorwärts::ADV,áfram,азьлань
802,rückwärts::ADV,aftur á bak,берлань
803,zurück::ADV,aftur,берен
