,Concept_ID,la,de
58,Himmel::N,caelum,Himmel
59,Sonne::N,sol,Sonne
60,Mond::N,luna,Mond
61,Stern::N,sidus,Stern
62,Stern::N,stella,Stern
63,Luft::N,aer,Luft
64,Wind::N,ventus,Wind
65,Welle::N,unda,Welle
66,Wasser::N,aqua,Wasser
67,Stein::N,lapis,Stein
68,Boden::N,solum,Boden
69,Erde::N,terra,Erde
70,Staub::N,pulvis,Staub
71,Rauch::N,fumus,Rauch
72,Funke::N,scintilla,Funke
73,Feuer::N,ignis,Feuer
74,Licht::N,lux,Licht
75,Licht::N,lumen,Licht
76,Schatten::N,umbra,Schatten
77,Wetter::N,caelum,Wetter
78,Wetter::N,tempestas,Wetter
79,Nebel::N,nebula,Nebel
80,Wolke::N,nubes,Wolke
81,Regen::N,imber,Regen
82,Regen::N,pluvia,Regen
83,Schnee::N,nix,Schnee
84,Eis::N,glacies,Eis
85,Frost::N,gelu,Frost
86,Kälte::N,frigus,Kälte
87,Hitze::N,calor,Hitze
88,Hitze::N,aestus,Hitze
89,Raureif::N,pruina,Raureif
90,Regenbogen::N,arcus,Regenbogen
91,Donner::N,tonitrus,Donner
92,Strömung::N,fluctus,Strömung
93,Tropfen::N,gutta,Tropfen
94,Schaum::N,spuma,Schaum
95,Schmutz::N,sordes,Schmutz
96,Schmutz::N,squalor,Schmutz
97,See::N,lacus,See
98,Sumpf::N,palus,Sumpf
99,Moor::N,palus,Moor
100,Wiese::N,pratum,Wiese
101,Wald::N,silva,Wald
102,Hügel::N,collis,Hügel
103,Anhöhe::N,specula,Anhöhe
104,Berg::N,mons,Berg
105,Gipfel::N,vertex,Gipfel
106,Höhle::N,caverna,Höhle
107,Höhle::N,spelunca,Höhle
108,Abhang::N,declivum,Abhang
109,Quelle::N,fons,Quelle
110,Bach::N,rivus,Bach
111,Fluss::N,flumen,Fluss
112,Ufer::N,ripa,Ufer
113,Küste::N,litus,Küste
114,Festland::N,continens,Festland
115,Meer::N,mare,Meer
116,Bucht::N,sinus,Bucht
117,Insel::N,insula,Insel
118,Blume::N,flos,Blume
119,Gras::N,herba,Gras
120,Gras::N,gramen,Gras
121,Wurzel::N,radix,Wurzel
122,Baum::N,arbor,Baum
123,Stamm::N,truncus,Stamm
124,Rinde::N,cortex,Rinde
125,Ast::N,ramus,Ast
126,Zweig::N,ramus,Zweig
127,Blatt::N,folium,Blatt
128,Birke::N,betulla,Birke
129,Kiefer[Baum]::N,pinus,Kiefer
130,Weide[Baum]::N,salix,Weide
131,Tanne::N,abies,Tanne
132,Horn::N,cornu,Horn
133,Feder::N,penna,Feder
134,Fell::N,pellis,Fell
135,Flügel::N,ala,Flügel
136,Klaue::N,unguis,Klaue
137,Kralle::N,unguis,Kralle
138,Schwanz::N,cauda,Schwanz
139,Ei::N,ovum,Ei
140,Nest::N,nidus,Nest
141,Bau::N,cavum,Bau
142,Bau::N,latibulum,Bau
143,Tier::N,bestia,Tier
144,Herde::N,grex,Herde
145,Kuh::N,vacca,Kuh
146,Bulle::N,taurus,Bulle
147,Pferd::N,equus,Pferd
148,Schaf::N,ovis,Schaf
149,Schwein::N,sus,Schwein
150,Schwein::N,porcus,Schwein
151,Hund::N,canis,Hund
152,Katze::N,felis,Katze
153,Bär::N,ursus,Bär
154,Eichhörnchen::N,sciurus,Eichhörnchen
155,Elch::N,alces,Elch
156,Fuchs::N,vulpes,Fuchs
157,Hase::N,lepus,Hase
158,Maus::N,mus,Maus
159,Wolf::N,lupus,Wolf
160,Vogel::N,avis,Vogel
161,Schwarm::N,examen,Schwarm
162,Huhn::N,gallina,Huhn
163,Hahn::N,gallus,Hahn
164,Gans::N,anser,Gans
165,Adler::N,aquila,Adler
166,Ente::N,anas,Ente
167,Eule::N,ulula,Eule
168,Eule::N,noctua,Eule
169,Kranich::N,grus,Kranich
170,Krähe::N,cornix,Krähe
171,Kuckuck::N,cuculus,Kuckuck
172,Schwan::N,olor,Schwan
173,Schwan::N,cycnus,Schwan
174,Fisch::N,piscis,Fisch
175,Barsch::N,perca,Barsch
176,Hecht::N,esox,Hecht
177,Schlange[Tier]::N,serpens,Schlange
178,Wurm::N,vermis,Wurm
179,Spinne::N,aranea,Spinne
180,Ameise::N,formica,Ameise
181,Laus::N,pediculus,Laus
182,Mücke::N,culex,Mücke
183,Fliege::N,musca,Fliege
184,Schmetterling::N,papilio,Schmetterling
185,Beere::N,baca,Beere
186,Apfel::N,malum,Apfel
187,Pilz::N,fungus,Pilz
188,Zwiebel::N,cepa,Zwiebel
189,Saat::N,seges,Saat
190,Korn::N,granum,Korn
191,Heu::N,faenum,Heu
192,Schale::N,putamen,Schale
193,Grube::N,fovea,Grube
194,Falle::N,pedica,Falle
195,Schlinge::N,laqueus,Schlinge
196,Spur::N,vestigium,Spur
197,Asche::N,cinis,Asche
198,Dreck::N,lutum,Dreck
199,Eisen::N,ferrum,Eisen
200,Gold::N,aurum,Gold
201,Silber::N,argentum,Silber
202,Kohle::N,carbo,Kohle
203,Glas::N,vitrum,Glas
204,Lehm::N,lutum,Lehm
205,Sand::N,arena,Sand
206,Mensch::N,homo,Mensch
207,Mann::N,vir,Mann
208,Frau::N,mulier,Frau
209,Kind::N,puer,Kind
210,Kind::N,infans,Kind
211,Junge::N,puer,Junge
212,Mädchen::N,puella,Mädchen
213,Familie::N,familia,Familie
214,Großvater::N,avus,Großvater
215,Großmutter::N,avia,Großmutter
216,Eltern::N,parentes,Eltern
217,Vater::N,pater,Vater
218,Mutter::N,mater,Mutter
219,Sohn::N,filius,Sohn
220,Tochter::N,filia,Tochter
221,Bruder::N,frater,Bruder
222,Schwester::N,soror,Schwester
223,Onkel::N,patruus,Onkel
224,Onkel::N,avunculus,Onkel
225,Tante::N,amita,Tante
226,Ehemann::N,maritus,Ehemann
227,Ehefrau::N,uxor,Ehefrau
228,Freude::N,gaudium,Freude
229,Freude::N,laetitia,Freude
230,Gelächter::N,risus,Gelächter
231,Glück::N,felicitas,Glück
232,Kummer::N,aegritudo,Kummer
233,Wunsch::N,voluntas,Wunsch
234,Wunsch::N,desiderium,Wunsch
235,Lust::N,libido,Lust
236,Lust::N,voluptas,Lust
237,Geist::N,mens,Geist
238,Geist::N,animus,Geist
239,Gedanke::N,sententia,Gedanke
240,Gedächtnis::N,memoria,Gedächtnis
241,Verstand::N,ratio,Verstand
242,Verstand::N,ingenium,Verstand
243,Sinn::N,sensus,Sinn
244,Grund::N,causa,Grund
245,Wahrheit::N,veritas,Wahrheit
246,Gespräch::N,sermo,Gespräch
247,Märchen::N,fabula,Märchen
248,Erzählung::N,fabula,Erzählung
249,Erzählung::N,narratio,Erzählung
250,Nachricht::N,nuntius,Nachricht
251,Neuigkeit::N,novitas,Neuigkeit
252,Name::N,nomen,Name
253,Rätsel::N,aenigma,Rätsel
254,Rede::N,oratio,Rede
255,Sprache::N,lingua,Sprache
256,Stimme::N,vox,Stimme
257,Wort::N,verbum,Wort
258,Wort::N,vocabulum,Wort
259,Zeichen::N,signum,Zeichen
260,Ruf::N,clamor,Ruf
261,Lärm::N,strepitus,Lärm
262,Laut::N,sonus,Laut
263,Ton::N,sonus,Ton
264,Lied::N,carmen,Lied
265,Ruhe::N,quies,Ruhe
266,Leute::N,homines,Leute
267,Volk::N,populus,Volk
268,Arbeit::N,labor,Arbeit
269,Gast::N,hospes,Gast
270,Gast::N,conviva,Gast
271,Geschenk::N,munus,Geschenk
272,Spiel::N,ludus,Spiel
273,Gesellschaft::N,societas,Gesellschaft
274,Hilfe::N,auxilium,Hilfe
275,Hilfe::N,subsidium,Hilfe
276,Freund::N,amicus,Freund
277,Kamerad::N,socius,Kamerad
278,Angelegenheit::N,res,Angelegenheit
279,Anzahl::N,numerus,Anzahl
280,Art::N,genus,Art
281,Stück::N,frustum,Stück
282,Stück::N,fragmentum,Stück
283,Teil::N,pars,Teil
284,Hälfte::N,dimidium,Hälfte
285,Kreis::N,orbis,Kreis
286,Kreis::N,circus,Kreis
287,Kreuz::N,crux,Kreuz
288,Linie::N,linea,Linie
289,Strich::N,lineamentum,Strich
290,Abstand::N,intervallum,Abstand
291,Entfernung::N,spatium,Entfernung
292,Gegend::N,loca,Gegend
293,Gegend::N,regio,Gegend
294,Platz::N,locus,Platz
295,Ort::N,locus,Ort
296,Seite::N,latus,Seite
297,Mitte::N,medium,Mitte
298,Gegenstand::N,res,Gegenstand
299,Sache::N,res,Sache
300,Rand::N,margo,Rand
301,Kante::N,angulus,Kante
302,Ecke::N,angulus,Ecke
303,Spitze::N,cacumen,Spitze
304,Ende::N,caput,Ende
305,Loch::N,foramen,Loch
306,Winkel::N,angulus,Winkel
307,Muster::N,exemplum,Muster
308,Größe::N,magnitudo,Größe
309,Länge::N,longitudo,Länge
310,Höhe::N,altitudo,Höhe
311,Gewicht::N,pondus,Gewicht
312,Menge::N,copia,Menge
313,Haufen::N,acervus,Haufen
314,Reihe::N,ordo,Reihe
315,Boot::N,navicula,Boot
316,Ruder::N,remus,Ruder
317,Schlitten::N,sclodia,Schlitten
318,Ski::N,narta,Ski
319,Lagerfeuer::N,ignis,Lagerfeuer
320,Last::N,onus,Last
321,Gang::N,cursus,Gang
322,Schritt::N,gradus,Schritt
323,Norden::N,septentriones,Norden
324,Süden::N,meridies,Süden
325,Westen::N,occidens,Westen
326,Osten::N,oriens,Osten
327,Holz::N,lignum,Holz
328,Brett::N,tabula,Brett
329,Platte::N,lamina,Platte
330,Stütze::N,adminiculum,Stütze
331,Stange::N,pertica,Stange
332,Stock::N,baculum,Stock
333,Stab::N,scipio,Stab
334,Rohr::N,tubus,Rohr
335,Haus::N,aedes,Haus
336,Heim::N,domicilium,Heim
337,Ofen::N,fornax,Ofen
338,Fußboden::N,solum,Fußboden
339,Tisch::N,mensa,Tisch
340,Stuhl::N,sella,Stuhl
341,Wiege::N,cunae,Wiege
342,Bett::N,lectus,Bett
343,Regal::N,foruli,Regal
344,Kiste::N,cista,Kiste
345,Fenster::N,fenestra,Fenster
346,Tür::N,ianua,Tür
347,Tor::N,porta,Tor
348,Zaun::N,saepes,Zaun
349,Dach::N,tectum,Dach
350,Leiter::N,scalae,Leiter
351,Besen::N,scopae,Besen
352,Spaten::N,pala,Spaten
353,Schaufel::N,pala,Schaufel
354,Gabel::N,fuscinula,Gabel
355,Löffel::N,coclear,Löffel
356,Messer::N,culter,Messer
357,Nagel::N,clavus,Nagel
358,Netz::N,rete,Netz
359,Haken::N,hamus,Haken
360,Griff::N,manubrium,Griff
361,Schloss::N,claustra,Schloss
362,Bild::N,tabula,Bild
363,Bild::N,pictura,Bild
364,Figur::N,statunculum,Figur
365,Puppe::N,pupa,Puppe
366,Beutel::N,sacculus,Beutel
367,Bündel::N,fascis,Bündel
368,Tasche::N,sacculus,Tasche
369,Eimer::N,situla,Eimer
370,Deckel::N,operculum,Deckel
371,Geschirr::N,vasa,Geschirr
372,Sack::N,saccus,Sack
373,Tasse::N,pocillum,Tasse
374,Topf::N,olla,Topf
375,Kessel::N,aenum,Kessel
376,Essen::N,cena,Essen
377,Nahrung::N,cibus,Nahrung
378,Nahrung::N,alimenta,Nahrung
379,Speise::N,cibus,Speise
380,Fleisch::N,caro,Fleisch
381,Getreide::N,frumentum,Getreide
382,Brei::N,puls,Brei
383,Brot::N,panis,Brot
384,Scheibe::N,frustum,Scheibe
385,Fett::N,pingue,Fett
386,Butter::N,butȳrum,Butter
387,Öl::N,oleum,Öl
388,Salz::N,sal,Salz
389,Suppe::N,ius,Suppe
390,Honig::N,mel,Honig
391,Milch::N,lac,Milch
392,Tee::N,thea,Tee
393,Leder::N,corium,Leder
394,Wolle::N,lana,Wolle
395,Stoff::N,textum,Stoff
396,Nadel::N,acus,Nadel
397,Faden::N,filum,Faden
398,Knopf::N,bulla,Knopf
399,Knoten::N,nodus,Knoten
400,Farbe::N,pigmentum,Farbe
401,Kleidung::N,vestimenta,Kleidung
402,Hemd::N,tunica,Hemd
403,Kragen::N,collare,Kragen
404,Ärmel::N,manica,Ärmel
405,Hose::N,bracae,Hose
406,Gürtel::N,cingulum,Gürtel
407,Mütze::N,pilleus,Mütze
408,Schuh::N,calceus,Schuh
409,Stiefel::N,pero,Stiefel
410,Stiefel::N,caliga,Stiefel
411,Ring::N,anulus,Ring
412,Band::N,redimiculum,Band
413,Kamm::N,pecten,Kamm
414,Spiegel::N,speculum,Spiegel
415,Riemen::N,lorum,Riemen
416,Schnur::N,linum,Schnur
417,Leine::N,retinaculum,Leine
418,Decke::N,lodix,Decke
419,Kissen::N,pulvinus,Kissen
420,Tuch::N,velum,Tuch
421,Handtuch::N,mantele,Handtuch
422,Kraft::N,vis,Kraft
423,Stärke::N,robur,Stärke
424,Gesundheit::N,valetudo,Gesundheit
425,Krankheit::N,morbus,Krankheit
426,Schmerz::N,dolor,Schmerz
427,Wunde::N,vulnus,Wunde
428,Fieber::N,febris,Fieber
429,Arznei::N,remedium,Arznei
430,Brücke::N,pons,Brücke
431,Brunnen::N,puteus,Brunnen
432,Weide::N,pascua,Weide
433,Pfad::N,semita,Pfad
434,Weg::N,iter,Weg
435,Straße::N,via,Straße
436,Dorf::N,vicus,Dorf
437,Stadt::N,urbs,Stadt
438,Stadt::N,oppidum,Stadt
439,Brief::N,epistula,Brief
440,Buch::N,liber,Buch
441,Buchstabe::N,littera,Buchstabe
442,Zeitung::N,diurnum,Zeitung
443,Leben::N,vita,Leben
444,Tod::N,mors,Tod
445,Grab::N,sepulcrum,Grab
446,Kirche::N,ecclesia,Kirche
447,Sünde::N,peccatum,Sünde
448,Gott::N,deus,Gott
449,Arbeiter::N,operarius,Arbeiter
450,Chef::N,praefectus,Chef
451,Meister::N,magister,Meister
452,Arzt::N,medicus,Arzt
453,Lehrer::N,magister,Lehrer
454,Geld::N,aes,Geld
455,Geld::N,pecunia,Geld
456,Geschäft::N,negotium,Geschäft
457,Laden::N,taberna,Laden
458,Preis::N,pretium,Preis
459,Ware::N,merx,Ware
460,Nutzen::N,utilitas,Nutzen
461,Reichtum::N,opes,Reichtum
462,Reichtum::N,divitiae,Reichtum
463,Welt::N,mundus,Welt
464,Land::N,terra,Land
465,Staat::N,res publica,Staat
466,König::N,rex,König
467,Macht::N,potestas,Macht
468,Grenze::N,limes,Grenze
469,Krieg::N,bellum,Krieg
470,Feind::N,inimicus,Feind
471,Gewalt::N,vis,Gewalt
472,Kampf::N,pugna,Kampf
473,Bogen[Waffe]::N,arcus,Bogen
474,Pfeil::N,sagitta,Pfeil
475,Gewehr::N,sclopetum,Gewehr
476,Fehler::N,error,Fehler
477,Lüge::N,mendacium,Lüge
478,Schaden::N,damnum,Schaden
479,Schaden::N,detrimentum,Schaden
480,Unglück::N,miseria,Unglück
481,Unglück::N,calamitas,Unglück
482,Schuld::N,culpa,Schuld
483,Alter::N,aetas,Alter
484,Schluss::N,finis,Schluss
485,Zeit::N,tempus,Zeit
486,Tag::N,dies,Tag
487,Morgen::N,mane,Morgen
488,Mittag::N,meridies,Mittag
489,Abend::N,vesper,Abend
490,Nacht::N,nox,Nacht
491,Woche::N,septimana,Woche
492,Monat::N,mensis,Monat
493,Jahr::N,annus,Jahr
494,Frühling::N,ver,Frühling
495,Sommer::N,aestas,Sommer
496,Herbst::N,autumnus,Herbst
497,Winter::N,hiems,Winter
498,Januar::N,Ianuarius,Januar
499,Februar::N,Februarius,Februar
500,März::N,Martius,März
501,April::N,Aprilis,April
502,Mai::N,Maius,Mai
503,Juni::N,Iunius,Juni
504,Juli::N,Iulius,Juli
505,August::N,Augustus,August
506,September::N,September,September
507,Oktober::N,Octobris,Oktober
508,November::N,Novembris,November
509,Dezember::N,December,Dezember
510,Montag::N,dies lunae,Montag
511,Dienstag::N,dies Martis ,Dienstag
512,Mittwoch::N,dies Mercurii,Mittwoch
513,Donnerstag::N,dies Iovis,Donnerstag
514,Freitag::N,dies Veneris,Freitag
515,Samstag::N,dies Saturni,Samstag
516,Sonntag::N,dominicus,Sonntag
517,Sonntag::N,dies solis,Sonntag
518,groß::A,magnus,groß
519,klein::A,parvus,klein
520,lang::A,longus,lang
521,kurz::A,brevis,kurz
522,breit::A,latus,breit
523,schmal::A,angustus,schmal
524,dicht::A,densus,dicht
525,dick[Gegenstand]::A,crassus,dick
526,dünn::A,tenuis,dünn
527,fein::A,subtilis,fein
528,fest::A,solidus,fest
529,fest::A,stabilis,fest
530,flach::A,planus,flach
531,glatt::A,levis,glatt
532,hart::A,durus,hart
533,weich::A,mollis,weich
534,rund::A,rotundus,rund
535,spitz::A,acutus,spitz
536,scharf::A,acer,scharf
537,stumpf::A,hebes,stumpf
538,schwer::A,gravis,schwer
539,schön::A,pulcher,schön
540,schön::A,formosus,schön
541,heiß::A,fervidus,heiß
542,warm::A,calidus,warm
543,kalt::A,frigidus,kalt
544,kühl::A,frigidus,kühl
545,frisch::A,recens,frisch
546,feucht::A,umidus,feucht
547,nass::A,madidus,nass
548,trocken::A,aridus,trocken
549,voll::A,plenus,voll
550,leer::A,vacuus,leer
551,offen::A,apertus,offen
552,geschlossen::A,clausus,geschlossen
553,sauber::A,lautus,sauber
554,schmutzig::A,sordidus,schmutzig
555,roh::A,crudus,roh
556,reif::A,maturus,reif
557,lecker::A,delicatus,lecker
558,süß::A,dulcis,süß
559,bitter::A,amarus,bitter
560,bitter::A,acerbus,bitter
561,sauer::A,acidus,sauer
562,hell::A,clarus,hell
563,dunkel::A,obscurus,dunkel
564,schwarz::A,niger,schwarz
565,weiß::A,albus,weiß
566,rot::A,ruber,rot
567,gelb::A,flavus,gelb
568,blau::A,caeruleus,blau
569,grün::A,viridis,grün
570,grau::A,canus,grau
571,bunt::A,varius,bunt
572,billig::A,vilis,billig
573,teuer::A,carus,teuer
574,wertvoll::A,pretiosus,wertvoll
575,blind::A,caecus,blind
576,taub::A,surdus,taub
577,kräftig::A,robustus,kräftig
578,stark::A,firmus,stark
579,stark::A,validus,stark
580,schwach::A,debilis,schwach
581,schwach::A,infirmus,schwach
582,fett::A,crassus,fett
583,schlank::A,procerus,schlank
584,hübsch::A,pulcher,hübsch
585,böse::A,improbus,böse
586,dumm::A,stultus,dumm
587,dumm::A,stupidus,dumm
588,faul::A,piger,faul
589,fleißig::A,sedulus,fleißig
590,geizig::A,avarus,geizig
591,klug::A,prudens,klug
592,geschickt::A,sollers,geschickt
593,lieb::A,carus,lieb
594,lustig::A,iocosus,lustig
595,sanft::A,clemens,sanft
596,hungrig::A,impastus,hungrig
597,krank::A,aeger,krank
598,nackt::A,nudus,nackt
599,traurig::A,maestus,traurig
600,lebendig::A,vivus,lebendig
601,gut::A,bonus,gut
602,schlecht::A,malus,schlecht
603,richtig::A,rectus,richtig
604,schlimm::A,malus,schlimm
605,wahr::A,verus,wahr
606,alt::A,antiquus,alt
607,neu::A,novus,neu
608,ehemalig::A,pristinus,ehemalig
609,alt[Lebewesen]::A,vetus,alt
610,jung::A,iuvenis,jung
611,arm::A,pauper,arm
612,reich::A,dives,reich
613,bekannt::A,notus,bekannt
614,berühmt::A,celeber,berühmt
615,berühmt::A,illustris,berühmt
616,fremd::A,peregrinus,fremd
617,verschieden::A,varius,verschieden
618,nah::A,propinquus,nah
619,fern::A,longinquus,fern
620,linker::A,sinister,linker
621,rechter::A,dexter,rechter
622,anderer::A,alius,anderer
623,erster::A,primus,erster
624,zweiter::A,secundus,zweiter
625,dritter::A,tertius,dritter
626,letzter::A,ultimus,letzter
627,allein::ADV,solum,allein
628,auf einmal::ADV,simul,auf einmal
629,zusammen::ADV,una,zusammen
630,lange::ADV,diu,lange
631,plötzlich::ADV,subito,plötzlich
632,plötzlich::ADV,repente,plötzlich
633,sofort::ADV,statim,sofort
634,später::ADV,postea,später
635,jetzt::ADV,nunc,jetzt
636,heute::ADV,hodie,heute
637,morgen::ADV,cras,morgen
638,bald::ADV,mox,bald
639,dann::ADV,deinde,dann
640,gestern::ADV,heri,gestern
641,einst::ADV,olim,einst
642,damals::ADV,tum,damals
643,danach::ADV,postea,danach
644,vorher::ADV,antea,vorher
645,zuerst::ADV,primo,zuerst
646,einmal::ADV,semel,einmal
647,manchmal::ADV,interdum,manchmal
648,oft::ADV,saepe,oft
649,immer::ADV,semper,immer
650,niemals::ADV,numquam,niemals
651,hier::ADV,hic,hier
652,hierhin::ADV,huc,hierhin
653,von hier::ADV,hinc,von hier
654,dort::ADV,ibi,dort
655,dorthin::ADV,eo,dorthin
656,geradeaus::ADV,recte,geradeaus
657,vorwärts::ADV,porro,vorwärts
658,rückwärts::ADV,retro,rückwärts
659,zurück::ADV,retro,zurück
660,unten::ADV,infra,unten
661,hinab::ADV,pessum,hinab
662,oben::ADV,supra,oben
663,hinauf::ADV,sursum,hinauf
664,überall::ADV,ubique,überall
665,nicht::ADV,non,nicht
666,ein wenig::ADV,paulum,ein wenig
667,kaum::ADV,vix,kaum
668,kaum::ADV,aegre,kaum
669,sehr::ADV,valde,sehr
670,sehr::ADV,magnopere,sehr
671,so::ADV,ita,so
672,noch::ADV,etiam,noch
673,nur::ADV,solum,nur
674,nur::ADV,tantum,nur
675,schon::ADV,iam,schon
676,wieder::ADV,rursus,wieder
677,vergebens::ADV,frustra,vergebens
678,vor::PRP,ante,vor
679,hinter::PRP,post,hinter
680,unter::PRP,sub,unter
681,durch::PRP,per,durch
682,neben::PRP,iuxta,neben
683,zwischen::PRP,inter,zwischen
684,wegen::PRP,propter,wegen
685,dies::PRN,hoc,dies
686,das::PRN,id,das
687,alles::PRN,omnia,alles
688,ich::PRN,ego,ich
689,du::PRN,tu,du
690,er::PRN,is,er
691,er::PRN,ille,er
692,wir::PRN,nos,wir
693,ihr::PRN,vos,ihr
694,sie::PRN,ii,sie
695,sie::PRN,illi,sie
696,was::FPRN,quid,was
697,wer::FPRN,quis,wer
698,wo::FADV,ubi,wo
699,wohin::FADV,quo,wohin
700,wie::FADV,quomodo,wie
701,warum::FADV,cur,warum
702,wieviel::FNUM,quantum,wieviel
703,eins::NUM,unus,eins
704,zwei::NUM,duo,zwei
705,drei::NUM,tres,drei
706,vier::NUM,quattuor,vier
707,fünf::NUM,quinque,fünf
708,sechs::NUM,sex,sechs
709,sieben::NUM,septem,sieben
710,acht::NUM,octo,acht
711,neun::NUM,novem,neun
712,zehn::NUM,decem,zehn
713,elf::NUM,undecim,elf
714,zwölf::NUM,duodecim,zwölf
715,zwanzig::NUM,viginti,zwanzig
716,dreißig::NUM,triginta,dreißig
717,vierzig::NUM,quadraginta,vierzig
718,fünfzig::NUM,quinquaginta,fünfzig
719,sechzig::NUM,sexaginta,sechzig
720,siebzig::NUM,septuaginta,siebzig
721,achtzig::NUM,octoginta,achtzig
722,neunzig::NUM,nonaginta,neunzig
723,hundert::NUM,centum,hundert
724,tausend::NUM,mille,tausend
725,und::CNJ,et,und
726,und::CNJ,-que,und
727,oder::CNJ,vel,oder
728,stehen::V,stare,stehen
729,sitzen::V,sedere,sitzen
730,liegen::V,iacere,liegen
731,hängen::V,pendere,hängen
732,werden::V,fieri,werden
733,passieren::V,accidere,passieren
734,beginnen::V,incipere,beginnen
735,enden::V,finem habere,enden
736,wechseln::V,mutari,wechseln
737,aufgehen[Sonne]::V,oriri,aufgehen
738,untergehen[Sonne]::V,occidere,untergehen
739,scheinen[Sonne]::V,lucere,scheinen
740,donnern::V,tonare,donnern
741,wehen::V,flare,wehen
742,strömen::V,fluere,strömen
743,fließen::V,manare,fließen
744,sich drehen::V,torqueri,sich drehen
745,schwanken::V,vacillare,schwanken
746,schwingen::V,vibrare,schwingen
747,fallen::V,cadere,fallen
748,brennen::V,ardere,brennen
749,rauchen::V,fumare,rauchen
750,regnen::V,pluere,regnen
751,gefrieren::V,congelari,gefrieren
752,tauen::V,rorare,tauen
753,schmelzen::V,liquescere,schmelzen
754,trocknen::V,arescere,trocknen
755,sieden::V,fervere,sieden
756,faulen::V,putescere,faulen
757,verfaulen::V,putescere,verfaulen
758,reißen::V,scindi,reißen
759,versinken::V,mergi,versinken
760,vergehen::V,praeterire,vergehen
761,erscheinen::V,apparere,erscheinen
762,verschwinden::V,discedere,verschwinden
763,sinken::V,labi,sinken
764,abnehmen::V,deminui,abnehmen
765,zunehmen::V,augeri,zunehmen
766,steigen::V,augescere,steigen
767,wachsen::V,crescere,wachsen
768,glänzen::V,splendere,glänzen
769,funkeln::V,micare,funkeln
770,lärmen::V,strepere,lärmen
771,läuten::V,sonare,läuten
772,klingeln::V,tinnire,klingeln
773,klirren::V,crepare,klirren
774,brausen::V,saevire,brausen
775,rauschen::V,crepare,rauschen
776,klingen::V,sonare,klingen
777,bellen::V,latrare,bellen
778,heulen::V,ululare,heulen
779,blasen::V,flare,blasen
780,pfeifen::V,sibilare,pfeifen
781,schreien::V,clamare,schreien
782,stöhnen::V,gemere,stöhnen
783,zittern::V,tremere,zittern
784,zittern::V,trepidare,zittern
785,leben::V,vivere,leben
786,geboren werden::V,nasci,geboren werden
787,atmen::V,spirare,atmen
788,trinken::V,bibere,trinken
789,essen::V,edere,essen
790,schlucken::V,devorare,schlucken
791,müde werden::V,fatigari,müde werden
792,einschlafen::V,obdormiscere,einschlafen
793,schlafen::V,dormire,schlafen
794,aufwachen::V,expergisci,aufwachen
795,aufstehen::V,exsurgere,aufstehen
796,sich erholen::V,se reficere,sich erholen
797,krank werden::V,aegrescere,krank werden
798,krank sein::V,aegrotare,krank sein
799,schmerzen::V,dolere,schmerzen
800,husten::V,tussire,husten
801,genesen::V,convalescere,genesen
802,sterben::V,mori,sterben
803,umkommen::V,perire,umkommen
804,sich bewegen::V,se movere,sich bewegen
805,sich rühren::V,micare,sich rühren
806,sich erheben::V,surgere,sich erheben
807,sich setzen::V,considere,sich setzen
808,hinfallen::V,cadere,hinfallen
