,Concept_ID,eu,av
760,hübsch::A,polit,гьайбатаб
761,böse::A,tzar,ракӏквешаб
762,böse::A,gaizto,ракӏквешаб
763,dumm::A,lelo,гьагаб
764,dumm::A,lelo,гӏантаб
765,dumm::A,pello,гьагаб
766,dumm::A,pello,гӏантаб
767,faul::A,nagi,кӏохӏалаб
768,faul::A,nagi,кӏухӏа́лаб
769,faul::A,alfer,кӏохӏалаб
770,faul::A,alfer,кӏухӏа́лаб
771,fleißig::A,maratz,хӏаракатаб
772,fleißig::A,lanzale,хӏаракатаб
773,geizig::A,zeken,къарумаб
774,geizig::A,zikoitz,къарумаб
775,klug::A,zuhur,лумияб
776,geschickt::A,trebe,махщел бугев
777,geschickt::A,antzetsu,махщел бугев
778,lieb::A,maite,гӏазизаб
779,lieb::A,laztan,гӏазизаб
780,lustig::A,alaitsu,кепаб
781,sanft::A,eme,хӏалимаб
782,sanft::A,eme,хӏере́наб
783,sanft::A,ezti,хӏалимаб
784,sanft::A,ezti,хӏере́наб
785,hungrig::A,gose,бакъараб
786,krank::A,eri,щокъаб
787,krank::A,eri,унтараб
788,krank::A,gaixo,щокъаб
789,krank::A,gaixo,унтараб
790,nackt::A,biluzi,гӏицӏаб
791,nackt::A,biluzi,чӏанкӏараб
792,traurig::A,itun,пашманаб
793,traurig::A,betilun,пашманаб
794,lebendig::A,bizirik,чӏагояб
795,gut::A,on,лъикӏаб
796,schlecht::A,txar,къадараб
797,richtig::A,zuzen,битӏараб
798,schlimm::A,larri,нажасаб
799,schlimm::A,larri,къабихӏаб
800,wahr::A,egiazko,хӏакъаб
801,wahr::A,egiazko,битӏараб
802,alt::A,zahar,басрияб
803,neu::A,berri,цӏияб
804,ehemalig::A,lehengo,цебе́госеб
805,alt[Lebewesen]::A,adindun,хераб
806,jung::A,gazte,тӏинчӏаб
807,jung::A,gazte,гӏолохъанаб
808,arm::A,txiro,пакъираб
809,arm::A,behartsu,пакъираб
810,reich::A,dirudun,бечедаб
811,bekannt::A,ezagun,лъалеб
812,berühmt::A,entzun,машгьураб
813,berühmt::A,ospetsu,машгьураб
814,fremd::A,arrotz,чияр
815,verschieden::A,ezberdin,батӏи-батӏияб
816,verschieden::A,desberdin,батӏи-батӏияб
817,nah::A,hurre,гӏагарда бугеб
818,nah::A,hurbil,гӏагарда бугеб
819,fern::A,urrun,рикӏкӏадаб
820,linker::A,ezker,квегӏаб
821,rechter::A,eskuin,кваранаб
822,anderer::A,beste,батӏияб
823,erster::A,lehen,тӏоцебесеб
824,erster::A,aurren,тӏоцебесеб
825,zweiter::A,bigarren,кӏиабилеб
826,dritter::A,hirugarren,лъабабилеб
827,letzter::A,azken,ахирисеб
828,letzter::A,hondar,ахирисеб
829,allein::ADV,bakarrik,ялгъузго
830,auf einmal::ADV,batera,цихӏинтӏаго
831,zusammen::ADV,elkarrekin,цойида
832,lange::ADV,luzaro,
833,plötzlich::ADV,bat-batean,цойидасанго
834,sofort::ADV,berehala,гьебсагӏат
835,später::ADV,gero,
836,jetzt::ADV,orain,гьанже
837,heute::ADV,gaur,жакъа
838,morgen::ADV,bihar,метер
839,bald::ADV,aurki,гьабсагӏаталъ
840,bald::ADV,laster,гьабсагӏаталъ
841,dann::ADV,ondoren,цинги
842,gestern::ADV,atzo,сон
843,einst::ADV,antzina,цин
844,damals::ADV,orduan,гьебмехалъ
845,damals::ADV,orduan,гьебмехалда
846,danach::ADV,gerora,цинги
847,danach::ADV,gerora,хадуса
848,danach::ADV,ondoren,цинги
849,danach::ADV,ondoren,хадуса
850,vorher::ADV,lehenago,цебе
851,zuerst::ADV,aurrena,тӏоцебе
852,zuerst::ADV,lehenbizi,тӏоцебе
853,einmal::ADV,behin,цинцӏул
854,einmal::ADV,behin,цихӏин
855,einmal::ADV,behin,цоцӏул
856,einmal::ADV,aldi bat,цинцӏул
857,einmal::ADV,aldi bat,цихӏин
858,einmal::ADV,aldi bat,цоцӏул
859,manchmal::ADV,batzuetan,олоцӏул
860,manchmal::ADV,zenbaitetan,олоцӏул
861,oft::ADV,maiz,гӏемерго
862,oft::ADV,askotan,гӏемерго
863,immer::ADV,beti,кидаго
864,niemals::ADV,inoiz ez,киданиги
865,niemals::ADV,sekula ez,киданиги
866,hier::ADV,hemen,аниб
867,hierhin::ADV,hona,анибехун
868,von hier::ADV,hemendik,гьаниса
869,von hier::ADV,honetatik,гьаниса
870,dort::ADV,han,гьениб
871,dorthin::ADV,hara,гьадаба
872,geradeaus::ADV,artez,битӏутӏа
873,vorwärts::ADV,aurrera,цебехун
874,rückwärts::ADV,atzera,нахъ-нахъ
875,rückwärts::ADV,atzerantz,нахъ-нахъ
876,zurück::ADV,atzera,нахъе
877,unten::ADV,behean,ахакь
878,unten::ADV,behean,гъоркь
879,hinab::ADV,behera,эхебе
880,hinab::ADV,beherantz,эхебе
881,oben::ADV,goian,тӏад
882,oben::ADV,goian,тӏадехун
883,hinauf::ADV,gora,эхеде
884,hinauf::ADV,gorantz,эхеде
885,überall::ADV,edonon,кибго
886,nicht::ADV,ez,
887,ein wenig::ADV,apur bat,дагьабго
888,ein wenig::ADV,pixka bat,дагьабго
889,kaum::ADV,ozta,хӏалалъ
890,kaum::ADV,nekez,хӏалалъ
891,sehr::ADV,oso,кутакалда
892,so::ADV,hala,гьедин
893,so::ADV,honela,гьедин
894,noch::ADV,oraindik,жеги
895,nur::ADV,bakarrik,гӏӣцӏго
896,schon::ADV,ja,
897,schon::ADV,jada,
898,wieder::ADV,berriro,на́хъеги
899,vergebens::ADV,alferrik,чӏалгӏаде
900,vor::PRP,aurrean,цебе
901,hinter::PRP,ostean,хадуса
902,hinter::PRP,gibelean,хадуса
903,unter::PRP,pean,ахакь
904,unter::PRP,pean,гъоркь
905,unter::PRP,azpian,ахакь
906,unter::PRP,azpian,гъоркь
907,durch::PRP,zehar,
908,neben::PRP,ondoan,аскӏо
909,neben::PRP,aldamenean,аскӏо
910,zwischen::PRP,artean,гьоркьоб
911,wegen::PRP,-gatik,гьелда
912,dies::PRN,hau,гьаб
913,dies::PRN,hau,гьеб
914,das::PRN,hura,доб
915,alles::PRN,dena,
916,ich::PRN,ni,дун
917,du::PRN,zu,дуца
918,er::PRN,bera,доб
919,wir::PRN,gu,ниж
920,ihr::PRN,zuek,нуж
921,sie::PRN,berak,дол
922,sie::PRN,berak,эл
923,was::FPRN,zer,щиб
924,wer::FPRN,nor,щиб
925,wo::FADV,non,киб
926,wo::FADV,non,кибехун
927,wohin::FADV,nora,кибехун
928,wie::FADV,nola,кин
929,wie::FADV,zelan,кин
930,warum::FADV,zeren,щай
931,warum::FADV,zergatik,щай
932,wieviel::FNUM,zenbat,кигӏан
933,eins::NUM,bat,цо
934,zwei::NUM,bi,кӏиго
935,zwei::NUM,biga,кӏиго
936,drei::NUM,hiru,лъабго
937,vier::NUM,lau,ункъо
938,fünf::NUM,bost,щуго
939,sechs::NUM,sei,анлъго
940,sieben::NUM,zazpi,анкьго
941,acht::NUM,zortzi,микьго
942,neun::NUM,bederatzi,ичӏго
943,zehn::NUM,hamar,анцӏго
944,elf::NUM,hamaika,анцӏила цо
945,zwölf::NUM,hamabi,кӏиго-анцӏила
946,zwanzig::NUM,hogei,къого
947,dreißig::NUM,hogeita hamar,лъеберго
948,vierzig::NUM,berrogei,кӏикъого
949,fünfzig::NUM,berrogeita hamar,кӏикъо́ялда анцӏго
950,sechzig::NUM,hirurogei,лъабкъого
951,siebzig::NUM,hirurogeita hamar,лъабкъо́ялда анцӏго
952,achtzig::NUM,laurogei,ункъого
953,neunzig::NUM,laurogeita hamar,ункъоялда а́нцӏила
954,hundert::NUM,ehun,нусго
955,tausend::NUM,mila,азарго
956,und::CNJ,eta,ва
957,und::CNJ,eta,-ги
958,oder::CNJ,edo,ялъуни
959,stehen::V,zutik egon,бахъунчӏезе
960,sitzen::V,eserita egon,гӏодов чӏезе
961,liegen::V,etzan,бегизе
962,hängen::V,eskegita egon,базе
963,hängen::V,zintzilik egon,базе
964,werden::V,bihurtu,бахъине
965,werden::V,bilakatu,бахъине
966,passieren::V,pasatu,лъугьине
967,passieren::V,pasatu,лъугьа-бахъине
968,passieren::V,gertatu,лъугьине
969,passieren::V,gertatu,лъугьа-бахъине
970,beginnen::V,hasi,байбихьизе
971,enden::V,bukatu,лъугӏизе
972,wechseln::V,aldatu,хиса-басизе
973,wechseln::V,aldatu,хисизе
974,aufgehen[Sonne]::V,ilki,баккизе
975,aufgehen[Sonne]::V,sortu,баккизе
976,untergehen[Sonne]::V,sartu,щинкӏизе
977,scheinen[Sonne]::V,eguzkia egon,къалъ-къалъизе
978,donnern::V,trumoia jo,гъугъазе
979,wehen::V,haizea ibili,пуйзе
980,strömen::V,zorrotadaka isuri,чвахизе
981,fließen::V,isuri,чвахизе
982,sich drehen::V,biratu,сверизе
983,schwanken::V,zabuka ibili,хьвагӏезе
984,schwanken::V,zabuka ibili,багъа-бачаризе
985,schwingen::V,kulunkatu,щвартӏезе
986,fallen::V,erori,бортизе
987,brennen::V,sutan egon,рекӏине
988,rauchen::V,kea bota,кӏкӏуй буризе
989,regnen::V,euria ari izan,базе
990,gefrieren::V,izoztu,гӏу́низе
991,gefrieren::V,hormatu,гӏу́низе
992,tauen::V,gesaldu,биаризе
993,schmelzen::V,urtu,биине
994,trocknen::V,idortu,бакъвазе
995,trocknen::V,lehortu,бакъвазе
996,sieden::V,irakin,гьалдезе
997,faulen::V,hirotu,махӏцине
998,faulen::V,usteldu,махӏцине
999,verfaulen::V,hirotu,туризе
1000,verfaulen::V,usteldu,туризе
1001,reißen::V,eten,бихъизе
1002,reißen::V,tarrat egin,бихъизе
1003,versinken::V,urperatu,гъанкъизе
1004,vergehen::V,iragan,базе
1005,vergehen::V,iragan,бахъизе
1006,vergehen::V,iragan,ине
1007,erscheinen::V,agertu,баккизе
1008,verschwinden::V,desagertu,къине
1009,verschwinden::V,desagertu,билизе
1010,sinken::V,beheititu,гӏодо́бе ккезе
1011,abnehmen::V,gutxitu,тӏаса камизе
1012,abnehmen::V,beheratu,тӏаса камизе
1013,zunehmen::V,gora egin,гӏемерлъизе
1014,steigen::V,igo,бахине
1015,wachsen::V,hazi,кӏодолъизе
1016,glänzen::V,distiratu,цӏвакизе
1017,funkeln::V,izarniatu,паркъезе
1018,lärmen::V,zarata atera,хъудизе
1019,lärmen::V,zarata atera,чӏиргъдизе
1020,läuten::V,jo,кьабизе
1021,läuten::V,hots egin,кьабизе
1022,klingeln::V,txirrina jo,кьабизе
1023,klirren::V,tintin egin,зваргъизе
1024,brausen::V,marru egin,гьалаглъизе
1025,rauschen::V,fir-fir egin,шуршудизе
1026,klingen::V,soinu egin,бахъине
1027,bellen::V,zaunkatu,гъанчдезе
1028,heulen::V,ulu egin,рурудизе
1029,heulen::V,uhuri egin,рурудизе
1030,blasen::V,ufa egin,гьохьизе
1031,blasen::V,putz egin,гьохьизе
1032,pfeifen::V,txistu egin,гьещтӏезе
1033,schreien::V,oihu egin,ахӏизе
1034,schreien::V,oihu egin,ахӏдезе
1035,schreien::V,garrasi egin,ахӏизе
1036,schreien::V,garrasi egin,ахӏдезе
1037,stöhnen::V,intziri egin,зигардизе
1038,zittern::V,ikara egin,дарран
1039,zittern::V,ikara egin,гьаргьадизе
1040,zittern::V,dar-dar egin,дарран
1041,zittern::V,dar-dar egin,гьаргьадизе
1042,leben::V,bizi izan,бетӏербахъизе
1043,geboren werden::V,jaio,лъугьине
1044,atmen::V,hats egin,хӏухьел биччазе
1045,atmen::V,arnasa egin,хӏухьел биччазе
1046,trinken::V,edan,гьекъезе
1047,essen::V,jan,квине
1048,essen::V,jan,кваназе
1049,schlucken::V,irentsi,кӏкӏвине
1050,schlucken::V,irentsi,къулчӏизе
1051,müde werden::V,unatu,сваказе
1052,müde werden::V,nekatu,сваказе
1053,einschlafen::V,lokartu,кьижизе
1054,einschlafen::V,lokartu,гъапуллъизе
1055,schlafen::V,lo egin,кьижизе
1056,aufwachen::V,esnatu,бигьине
1057,aufwachen::V,atzarri,бигьине
1058,aufstehen::V,jaiki,бахъине
1059,aufstehen::V,jaiki,тӏадебахъине
1060,sich erholen::V,atseden egin,хьи бахъизе
1061,sich erholen::V,atseden egin,хӏалхьи гьабизе
1062,krank werden::V,gaixotu,унтизе
1063,krank sein::V,eri izan,унтизе
1064,krank sein::V,gaixo izan,унтизе
1065,schmerzen::V,min egin,унтизе
1066,husten::V,eztul egin,хъегӏизе
1067,genesen::V,osatu,лъилъизе
1068,sterben::V,hil,хвезе
1069,sterben::V,zendu,хвезе
1070,umkommen::V,istripuz hil,гьалаглъизе
1071,sich bewegen::V,higitu,багъаризе
1072,sich bewegen::V,higitu,багъаргъизе
1073,sich rühren::V,zirkin egin,багъаризе
1074,sich erheben::V,zutitu,тӏадебахъине
1075,sich erheben::V,zutitu,бахъине
1076,sich erheben::V,altxatu,тӏадебахъине
1077,sich erheben::V,altxatu,бахъине
1078,sich setzen::V,eseri,гӏодов чӏезе
1079,sich setzen::V,jesarri,гӏодов чӏезе
1080,hinfallen::V,erori,щапизе
1081,laufen::V,ibili,хьвадизе
1082,schreiten::V,oinkatu,чӏезе
1083,spazierengehen::V,paseatu,тира-сверизе
1084,spazierengehen::V,ostera bat egin,тира-сверизе
1085,eilen::V,lasterkatu,ракӏхӏалакине
1086,eilen::V,lasterkatu,дуризе
1087,sich beeilen::V,lehiatu,дуризе
1088,sich beeilen::V,lehiatu,гӏедегӏизе
1089,sausen::V,ziztu bizian joan,тӏуризе
1090,rennen::V,lasterka egin,бекеризе
1091,springen::V,jauzi egin,кӏанцӏизе
1092,klettern::V,igo,хархадизе
1093,schaukeln::V,zabu egin,гьерщезе
1094,schaukeln::V,zanbulu egin,гьерщезе
1095,kriechen::V,narras egin,хъурщизе
1096,schwimmen::V,igerikatu,лъедезе
1097,schwimmen::V,igeri egin,лъедезе
1098,tauchen::V,murgildu,букъардизе
1099,tauchen::V,pulunpatu,букъардизе
1100,rudern::V,bogatu,хазе
1101,rudern::V,arraun egin,хазе
1102,fahren::V,joan,ине
1103,fliegen::V,hegaldatu,боржине
1104,fliegen::V,hegan egin,боржине
1105,gehen::V,joan,ине
1106,weggehen::V,alde egin,ине
1107,abfahren::V,abiatu,къокъине
1108,anhalten::V,geratu,чӏезе
1109,anhalten::V,geratu,тархъизе
1110,anhalten::V,geratu,лъалхъизе
1111,anhalten::V,gelditu,чӏезе
1112,anhalten::V,gelditu,тархъизе
1113,anhalten::V,gelditu,лъалхъизе
1114,hineingehen::V,sartu,тӏаделъугьине
1115,eintreten::V,sartu,лъугьине
1116,kommen::V,etorri,бачӏине
1117,ankommen::V,heldu,щвезе
1118,ankommen::V,heldu,тӏадебачӏине
1119,ankommen::V,iritsi,щвезе
1120,ankommen::V,iritsi,тӏадебачӏине
1121,zurückkommen::V,itzuli,тадбуссине
1122,zurückkommen::V,itzuli,тӏадбуссине
1123,bleiben::V,gelditu,чӏезе
1124,bleiben::V,gelditu,хутӏизе
1125,warten::V,itxaron,чӏезе
1126,warten::V,zain egon,чӏезе
1127,erwarten::V,iguriki,балагьизе
1128,suchen::V,bilatu,балагьизе
1129,finden::V,idoro,батизе
1130,finden::V,aurkitu,батизе
1131,versuchen::V,saiatu,хӏалбихьизе
1132,versuchen::V,ahalegindu,хӏалбихьизе
1133,vorbereiten::V,gertatu,хӏадурлъизабизе
1134,lieben::V,maitatu,балай бегьизе
1135,lieben::V,maite izan,балай бегьизе
1136,mögen::V,laket izan,бокьизе
1137,mögen::V,atsegin izan,бокьизе
1138,lachen::V,irri egin,белъизе
1139,lachen::V,barre egin,белъизе
1140,rühren::V,hunkitu,
1141,weinen::V,negar egin,гӏодизе
1142,schimpfen::V,erneguka ari izan,гъанчдезе
1143,sich ärgern::V,ernegatu,вагъизе
1144,sich ärgern::V,ernegatu,ццида́хине
1145,sich ärgern::V,haserretu,вагъизе
1146,sich ärgern::V,haserretu,ццида́хине
1147,sich fürchten::V,beldur izan,хӏинкъизе
1148,fürchten::V,beldur izan,беркъазе
1149,fürchten::V,beldur izan,хӏинкъа-къазе
1150,fliehen::V,ihes egin,лъутизе
1151,flüchten::V,ihes egin,лъутизе
1152,sehen::V,ikusi,бихьизе
1153,anschauen::V,begietsi,бертӏамизе
1154,anschauen::V,begietsi,балагьизе
1155,ansehen::V,begiratu,бала-гъалагьизе
1156,hören::V,aditu,рагӏизе
1157,zuhören::V,entzun,гӏенеккизе
1158,probieren::V,dastatu,кӏалдиб хъва́зе
1159,probieren::V,dastatu,чӏамизе
1160,riechen::V,usnatu,су́нтӏизе
1161,riechen::V,usaindu,су́нтӏизе
1162,fühlen::V,sentitu,чӏвазе
1163,scheinen::V,iruditu,
1164,scheinen::V,begitandu,
1165,zu sehen sein::V,azaldu,бихьизе
1166,vernehmen::V,aditu,рагӏизе
1167,frieren::V,hotz izan,цӏорозе
1168,tun::V,egin,гьабизе
1169,können::V,ahal izan,кӏвезе
1170,können::V,ahal izan,лъазе
1171,wollen::V,nahi izan,бокьизе
1172,anfangen::V,hasi,байбихьизе
1173,beenden::V,bukatu,тӏубазабизе
1174,beenden::V,bukatu,лъугӏизабизе
1175,aufhören::V,utzi,бахъизе
1176,gelingen::V,lortu,бахъизе
1177,geraten::V,heldu,бахъизе
1178,öffnen::V,ireki,рагьизе
1179,öffnen::V,zabaldu,рагьизе
1180,schließen::V,itxi,къазе
1181,stellen::V,ipini,чӏвазе
1182,setzen::V,jesarri,рекӏинабизе
1183,setzen::V,jesarri,гӏодор чӏезаризе
1184,legen::V,jarri,лъезе
1185,berühren::V,ukitu,хъвазе
1186,verbinden::V,uztartu,хьухьине
1187,verbinden::V,uztartu,бухьине
1188,bedecken::V,estali,кквезе
1189,aufhängen::V,eseki,базе
1190,aufhängen::V,eskegi,базе
1191,anzünden::V,piztu,бакизе
1192,anzünden::V,piztu,рекӏинабизе
1193,aufheben::V,jaso,
1194,zurücklassen::V,atzean utzi,тезе
1195,verlieren::V,galdu,билизабизе
1196,fallen lassen::V,erortzen utzi,бортизабизе
1197,machen::V,egin,гьабизе
1198,herstellen::V,ekoiztu,гьабизе
1199,herstellen::V,ekoiztu,хӏадурлъизабизе
1200,bauen::V,eraiki,базе
1201,bauen::V,eraiki,гьабизе
1202,reparieren::V,konpondu,къачӏазе
1203,verbessern::V,hobetu,лъикӏлъизабизе
1204,ändern::V,mudatu,хисизабизе
1205,graben::V,aitzurtu,бухъизе
1206,beugen::V,makurtu,хьетӏизабизе
1207,biegen::V,malgutu,гьетӏизабизе
1208,biegen::V,makolatu,гьетӏизабизе
1209,drehen::V,jiratu,тиризабизе
1210,drehen::V,jiratu,свердизабизе
1211,wenden::V,bihurtu,бегизе
1212,umdrehen::V,biratu,бегизе
1213,umdrehen::V,biratu,бега-битӏизе
1214,umdrehen::V,alderantzikatu,бегизе
1215,umdrehen::V,alderantzikatu,бега-битӏизе
1216,heben::V,jaso,борхизе
1217,heben::V,goratu,борхизе
1218,hochheben::V,goratu,борхалъизабизе
1219,hochheben::V,goratu,борхизе
1220,hochheben::V,altxatu,борхалъизабизе
1221,hochheben::V,altxatu,борхизе
1222,ergreifen::V,oratu,кквезе
1223,halten::V,eutsi,кквезе
1224,drücken::V,sakatu,къазе
1225,drücken::V,sakatu,къанцӏу́зе
1226,drücken::V,sakatu,къвал ба́зе
1227,schieben::V,bultzatu,хъилдизе
1228,kratzen::V,hatz egin,хачазе
1229,kratzen::V,hazka egin,хачазе
1230,lecken::V,miaztu,чӏикӏизе
1231,lecken::V,lamikatu,чӏикӏизе
1232,beißen::V,hozka egin,хӏанчӏизе
1233,beißen::V,hozka egin,хӏанчӏизабизе
1234,beißen::V,ausiki egin,хӏанчӏизе
1235,beißen::V,ausiki egin,хӏанчӏизабизе
1236,abreißen::V,kendu,тӏезе
1237,abreißen::V,kendu,тӏезабизе
1238,abschneiden::V,moztu,къотӏизе
1239,abschneiden::V,pikatu,къотӏизе
1240,binden::V,lotu,бухьине
1241,binden::V,estekatu,бухьине
1242,stecken::V,sartu,къазабизе
1243,brechen::V,apurtu,бекизе
1244,klopfen::V,jo,дванкезе
1245,hauen::V,jo,базе
1246,kleben::V,itsatsi,бацӏцӏине
1247,reiben::V,igurtzi,хачазе
1248,streichen::V,igurtzi,бахине
1249,streichen::V,igurtzi,жужазе
1250,schleifen::V,zorroztu,лъухьизе
1251,schneiden::V,moztu,къотӏизе
1252,rütteln::V,astindu,багъа-бачаризабизе
1253,rütteln::V,inarrosi,багъа-бачаризабизе
1254,schütteln::V,astindu,кӏобокӏизе
1255,schütteln::V,inarrosi,кӏобокӏизе
1256,schwenken::V,zabukatu,гьесадизе
1257,schwenken::V,zabukatu,хьвагӏезабизе
1258,schütten::V,isuri,тӏезе
1259,füllen::V,bete,цӏезабизе
1260,einwickeln::V,bildu,жемизе
1261,tragen::V,eroan,баччизе
1262,tragen::V,eraman,баччизе
1263,schleppen::V,narrastu,бехъерхъизе
1264,schleppen::V,herrestatu,бехъерхъизе
1265,ziehen::V,tira egin,цӏазе
1266,aufbewahren::V,gorde,цӏунизе
1267,werfen::V,jaurti,рехизе
1268,werfen::V,aurtiki,рехизе
1269,fangen::V,atzeman,кквезе
1270,packen::V,heldu,кквезе
1271,verstecken::V,ostendu,бахчизе
1272,verstecken::V,ezkutatu,бахчизе
1273,teilen::V,zatitu,бикьизе
1274,schicken::V,bidali,битӏизе
1275,bringen::V,ekarri,баччизе
1276,hinzufügen::V,eratxiki,жубазе
1277,hinzufügen::V,gaineratu,жубазе
1278,bekommen::V,jaso,щвезе
1279,erhalten::V,jaso,щвезе
1280,erhalten::V,jaso,босизе
1281,nehmen::V,hartu,босизе
1282,wählen::V,hautatu,бищизе
1283,wählen::V,aukeratu,бищизе
1284,auswählen::V,hautatu,тӏасабищизе
1285,auswählen::V,aukeratu,тӏасабищизе
1286,bewahren::V,begiratu,цӏунизе
1287,behindern::V,oztopatu,квекӏен гьабизе
1288,verderben::V,hondatu,хвезабизе
1289,beschädigen::V,akastu,галгъазабизе
1290,zerbrechen::V,apurtu,щущазабизе
1291,zerreißen::V,zarratatu,бихъизе
1292,zerstören::V,suntsitu,биххизабизе
1293,verbrennen::V,erre,бухӏизе
1294,verbrennen::V,kiskali,бухӏизе
1295,geben::V,eman,кьезе
1296,reichen::V,luzatu,кьезе
1297,reichen::V,helarazi,кьезе
1298,schenken::V,oparitu,кьезе
1299,versprechen::V,agindu,назру гьабизе
1300,wünschen::V,opatu,бокьизе
1301,wünschen::V,opetsi,бокьизе
1302,loben::V,laudatu,беццизе
1303,loben::V,laudatu,бецца-бекъизе
1304,loben::V,goraipatu,беццизе
1305,loben::V,goraipatu,бецца-бекъизе
1306,küssen::V,musu eman,баизе
1307,wiegen::V,kulunkatu,чӏучӏадизабизе
1308,zudecken::V,estali,тӏадбигъине
1309,wecken::V,esnatu,бигьинабизе
1310,wecken::V,iratzartu,бигьинабизе
1311,zeigen::V,erakutsi,бихьизабизе
1312,führen::V,gidatu,бачине
1313,lehren::V,irakatsi,малъизе
1314,lehren::V,irakatsi,цӏализабизе
1315,unterrichten::V,eskolak eman,цӏализабизе
1316,aufziehen::V,hazi,гӏезабизе
1317,leiten::V,arteztu,нухмалъи гьабизе
1318,antreiben::V,bulkatu,гӏедегӏизабизе
1319,lassen::V,-arazi,
1320,einladen::V,gonbidatu,ахӏизе
1321,einladen::V,gonbidatu,тӏадеахӏизе
1322,vereinigen::V,batu,цолъизабизе
1323,vereinigen::V,bateratu,цолъизабизе
1324,besuchen::V,ikustatu,баккизе
1325,besuchen::V,ikustatu,хьвадизе
1326,treffen::V,topatu,дандчӏвазе
1327,sich versammeln::V,bildu,данделъизе
1328,sich versammeln::V,bildu,бакӏаризе
1329,spielen::V,jolastu,басандизе
1330,singen::V,abestu,ахӏизе
1331,singen::V,kantatu,ахӏизе
1332,tanzen::V,dantzatu,кьурдизе
1333,tanzen::V,dantzan egin,кьурдизе
1334,sich trennen::V,banandu,батӏалъизе
1335,verlassen::V,utzietsi,тезе
1336,verlassen::V,utzietsi,рехунтезе
1337,retten::V,salbatu,хвасар гьабизе
1338,retten::V,salbatu,хвасарлъизабизе
1339,retten::V,gaizkatu,хвасар гьабизе
1340,retten::V,gaizkatu,хвасарлъизабизе
1341,bewachen::V,jagon,цӏунизе
1342,bewachen::V,zaindu,цӏунизе
1343,schützen::V,babestu,цӏунизе
1344,schützen::V,gerizatu,цӏунизе
1345,verteidigen::V,aldeztu,цӏунизе
1346,sich schlagen::V,elkar jo,багъизе
1347,sich schlagen::V,elkar borrokatu,багъизе
1348,schießen::V,tiro egin,речӏчӏизе
1349,siegen::V,irabazi,бергьине
1350,ärgern::V,ernegatu,вагъизавизе
1351,ärgern::V,haserretu,вагъизавизе
1352,schlagen::V,jo,кьабизе
1353,schlagen::V,erauntsi,кьабизе
1354,treten::V,zapaldu,мал тункизе
1355,treten::V,ostiaktu,мал тункизе
1356,stechen::V,sastatu,къазабизе
1357,stoßen::V,bultzatu,тункизе
1358,stoßen::V,bultzatu,хъилдизе
1359,stehlen::V,ostu,щинкӏизабизе
1360,stehlen::V,lapurtu,щинкӏизабизе
1361,stören::V,galarazi,квекӏен гьабизе
1362,stören::V,galarazi,татубахъи гьабизе
1363,belästigen::V,gohaindu,рахӏатхвезабизе
1364,belästigen::V,alamena eman,рахӏатхвезабизе
1365,verbergen::V,ezkutatu,бахчизе
1366,verbergen::V,ezkutatu,балъго тезе
1367,täuschen::V,tronpatu,божуда рекӏкӏ гьабизе
1368,täuschen::V,tronpatu,гуккизе
1369,täuschen::V,engainatu,божуда рекӏкӏ гьабизе
1370,täuschen::V,engainatu,гуккизе
1371,betrügen::V,iruzurtu,хӏилла гьабизе
1372,betrügen::V,iruzurtu,сандирахълъи гьабизе
1373,töten::V,hil,чӏвазе
1374,töten::V,heriotza eman,чӏвазе
1375,wohnen::V,bizi izan,яшав гьабизе
1376,arbeiten::V,lan egin,хӏалтӏизе
1377,arbeiten::V,behar egin,хӏалтӏизе
1378,sammeln::V,bildu,бакӏаризе
1379,sammeln::V,bildumatu,бакӏаризе
1380,pflücken::V,batu,бетӏизе
1381,pflücken::V,bildu,бетӏизе
1382,jagen::V,ehizatu,чан гьабизе
1383,fischen::V,arrantzatu,ччугӏа кквезе
1384,fischen::V,arrantza egin,ччугӏа кквезе
1385,fassen::V,harrapatu,кквезе
1386,hüten::V,begiratu,кваназабизе
1387,treiben::V,bultza egin,гъезе
1388,anbinden::V,estekatu,бухьине
1389,füttern::V,bazkatu,кваназабизе
1390,melken::V,jetzi,бечӏчӏизе
1391,hacken::V,xehatu,чӏвазе
1392,gießen::V,isuri,лъалъазе
1393,reifen::V,heldu,барщизе
1394,reifen::V,zoritu,барщизе
1395,zubereiten::V,prestatu,бежа-белъине
1396,kochen::V,egosi,белъине
1397,backen::V,labean egin,базе
1398,braten::V,erregosi,бежизе
1399,umrühren::V,eragin,багъаризе
1400,stricken::V,trikotatu,хьухьине
1401,stricken::V,puntu egin,хьухьине
1402,nähen::V,josi,букъизе
1403,färben::V,tindatu,кьер гьабизе
1404,reinigen::V,ikuzi,бацӏцӏине
1405,reinigen::V,garbitu,бацӏцӏине
1406,waschen::V,xahutu,чуризе
1407,waschen::V,garbitu,чуризе
1408,abwischen::V,xukatu,бацӏцӏине
1409,spülen::V,irakutzi,хулизе
1410,fegen::V,erraztatu,лъухьизе
1411,kehren::V,isastu,лъухьизе
1412,baden::V,bainatu,чордезе
1413,baden::V,bainua hartu,чордезе
1414,sich waschen::V,burua garbitu,
1415,ausziehen::V,erantzi,бахъизе
1416,anziehen::V,jantzi,ретӏине
1417,sich anziehen::V,jantzi,ретӏине
1418,kämmen::V,orraztu,хазе
1419,schmücken::V,apaindu,чӏухӏизабизе
