,Concept_ID,ab,fi
725,nah::A,ааигəа,läheinen
726,fern::A,ахара,etäinen
727,linker::A,арма,vasen
728,rechter::A,арҕьа,oikea
729,anderer::A,даҽа,muu
730,anderer::A,даҽа,toinen
731,anderer::A,даҽакы,muu
732,anderer::A,даҽакы,toinen
733,erster::A,актәи,ensimmäinen
734,zweiter::A,аҩбатəи,toinen
735,dritter::A,ахҕатәи,kolmas
736,letzter::A,аҵыхəтəантəи,viimeinen
737,allein::ADV,мацара,yksin
738,auf einmal::ADV,зныкала,yhdellä kertaa
739,auf einmal::ADV,зныкҟьара,yhdellä kertaa
740,zusammen::ADV,аиц...,yhdessä
741,lange::ADV,акыраамҭа,kauan
742,lange::ADV,акыраамҭа,pitkään
743,plötzlich::ADV,иаалырҟьаны,äkkiä
744,sofort::ADV,иаразнакҵәҟьа,heti
745,später::ADV,уажəшьҭаншəа,myöhemmin
746,jetzt::ADV,уажәы,nyt
747,heute::ADV,иахьа,tänään
748,morgen::ADV,уаҵәы,huomenna
749,bald::ADV,иласны,pian
750,dann::ADV,нас,sitten
751,gestern::ADV,иацы,eilen
752,einst::ADV,зны,aikanaan
753,damals::ADV,усҟан,silloin
754,damals::ADV,усҟан,siihen aikaan
755,danach::ADV,нас,sen jälkeen
756,vorher::ADV,уаанӡа,ennen
757,zuerst::ADV,азнаказы,ensin
758,zuerst::ADV,азнаказы,ensiksi
759,zuerst::ADV,аҧхьа,ensin
760,zuerst::ADV,аҧхьа,ensiksi
761,einmal::ADV,зны,kerran
762,manchmal::ADV,зны-зынла,joskus
763,oft::ADV,лассы-лассы,usein
764,immer::ADV,енагь,aina
765,immer::ADV,еснагь,aina
766,niemals::ADV,ианакəызаалак,ei koskaan
767,hier::ADV,ара,tässä
768,hier::ADV,ара,täällä
769,hier::ADV,абра,tässä
770,hier::ADV,абра,täällä
771,hier::ADV,араҟа,tässä
772,hier::ADV,араҟа,täällä
773,hierhin::ADV,ара,tähän
774,hierhin::ADV,араҟа,tähän
775,von hier::ADV,арантә,tästä
776,von hier::ADV,арантә,täältä
777,dort::ADV,уа,siinä
778,dort::ADV,уа,siellä
779,dorthin::ADV,уахь,sinne
780,dorthin::ADV,уахь,tuonne
781,dorthin::ADV,анахь,sinne
782,dorthin::ADV,анахь,tuonne
783,geradeaus::ADV,ишиашоу,suoraan
784,vorwärts::ADV,ҕхьаҟа,eteenpäin
785,rückwärts::ADV,шьҭахьла,taaksepäin
786,zurück::ADV,шьҭахьҟа,takaisin
787,unten::ADV,лбаа,alhaalla
788,hinab::ADV,алада,alas
789,oben::ADV,хыхь,ylhäällä
790,hinauf::ADV,аҩада,ylös
791,überall::ADV,зегьынцьара,kaikkialla
792,nicht::ADV,-м,ei
793,ein wenig::ADV,ҕыҭк,vähän
794,kaum::ADV,аарлаҳәа,tuskin
795,kaum::ADV,афергьҳәа,tuskin
796,sehr::ADV,даара,kovin
797,sehr::ADV,даара,oikein
798,so::ADV,ас,näin
799,so::ADV,абас,näin
800,noch::ADV,макьана,vielä
801,nur::ADV,заҵәык,vain
802,nur::ADV,заҵәык,ainoastaan
803,schon::ADV,уажәшьҭа,jo
804,schon::ADV,аиҳа ипоу,jo
805,wieder::ADV,ҿыц,taas
806,wieder::ADV,ҿыц,jälleen
807,wieder::ADV,дырҩегь,taas
808,wieder::ADV,дырҩегь,jälleen
809,wieder::ADV,дырҩегьых,taas
810,wieder::ADV,дырҩегьых,jälleen
811,vergebens::ADV,баша,turhaan
812,vor::PRP,аҕхьа,edessä
813,hinter::PRP,нхыҵ,takana
814,unter::PRP,амҵа,alla
815,unter::PRP,амҵан,alla
816,neben::PRP,ааигуара,vieressä
817,zwischen::PRP,абжьара,välillä
818,wegen::PRP,-иззы,takia
819,wegen::PRP,-иззы,vuoksi
820,wegen::PRP,-ҟнытә,takia
821,wegen::PRP,-ҟнытә,vuoksi
822,dies::PRN,ари,tämä
823,dies::PRN,абри,tämä
824,das::PRN,Абни,se
825,das::PRN,убри,se
826,alles::PRN,зегьы,kaikki
827,ich::PRN,са,minä
828,ich::PRN,сара,minä
829,du::PRN,бара,sinä
830,er::PRN,иара,hän
831,wir::PRN,ҳара,me
832,ihr::PRN,шәара,te
833,sie::PRN,дара,he
834,wer::FPRN,дарбан,ken
835,wer::FPRN,дарбан,kuka
836,wo::FADV,иабыкуу,missä
837,wo::FADV,аба-,missä
838,wo::FADV,ахь-,missä
839,wohin::FADV,иабыкуу,mihin
840,wohin::FADV,аба-,mihin
841,wohin::FADV,ахь-,mihin
842,wie::FADV,-шҕа,miten
843,wie::FADV,-шҕа,kuinka
844,warum::FADV,избан,miksi
845,wieviel::FNUM,заҟа,paljonko
846,wieviel::FNUM,заҟа,kuinka paljon
847,eins::NUM,акы,yksi
848,eins::NUM,аӡәы,yksi
849,zwei::NUM,ҩба,kaksi
850,drei::NUM,хҕа,kolme
851,vier::NUM,ҕшьба,neljä
852,fünf::NUM,хəба,viisi
853,sechs::NUM,фба,kuusi
854,sieben::NUM,Бжьба,seitsemän
855,acht::NUM,ааба,kahdeksan
856,neun::NUM,жәба,yhdeksän
857,zehn::NUM,жәаба,kymmenen
858,elf::NUM,жәеизатәи,yksitoista
859,zwölf::NUM,жәаҩа,kaksitoista
860,zwanzig::NUM,ҩажәа,kaksikymmentä
861,dreißig::NUM,ҩажәижәабатәи,kolmekymmentä
862,vierzig::NUM,ҩынҩажәа,neljäkymmentä
863,fünfzig::NUM,ҩынҩажәеижәаба,viisikymmentä
864,sechzig::NUM,хынҩажәа,kuusikymmentä
865,siebzig::NUM,хынҩажәижәаба,seitsemänkymmentä
866,achtzig::NUM,ҕшьынҩажәа,kahdeksankymmentä
867,neunzig::NUM,ҕшьынҩажәижәаба,yhdeksänkymmentä
868,hundert::NUM,шәкы,sata
869,tausend::NUM,зқьы,tuhat
870,und::CNJ,-и,ja
871,oder::CNJ,ма,tai
872,stehen::V,агылазаара,seisoa
873,sitzen::V,атəара,istua
874,sitzen::V,атəа(заа)ра,istua
875,liegen::V,аиара,maata
876,hängen::V,акнаҳара,riippua
877,werden::V,аҟалара,tulla
878,werden::V,аҟалара,joutua
879,passieren::V,аҟалара,sattua
880,passieren::V,аҟалара,tapahtua
881,beginnen::V,алагара,alkaa
882,enden::V,алгара,loppua
883,enden::V,алгара,päättyä
884,wechseln::V,аҽыҧсахра,vaihtua
885,wechseln::V,аҽыҧсахра,vaihdella
886,aufgehen[Sonne]::V,агылара,nousta
887,aufgehen[Sonne]::V,ахашлара,nousta
888,aufgehen[Sonne]::V,аҩаҵхахара,nousta
889,untergehen[Sonne]::V,аҭашəара,laskea
890,scheinen[Sonne]::V,акаҧхара,paistaa
891,donnern::V,адыдра,jyristä
892,wehen::V,асра,tuulla
893,wehen::V,асра,puhaltaa
894,strömen::V,акаҭəара,virrata
895,fließen::V,ацара,valua
896,fließen::V,ацара,juosta
897,sich drehen::V,ахагьежьра,pyöriä
898,schwanken::V,аҵысра,horjua
899,schwingen::V,ахызазара,heilua
900,schwingen::V,ахызазара,värähdellä
901,schwingen::V,акьаандара,heilua
902,schwingen::V,акьаандара,värähdellä
903,fallen::V,акаҳара,pudota
904,fallen::V,акаҳара,langeta
905,brennen::V,абылра,palaa
906,rauchen::V,ахылҵра,savuta
907,regnen::V,аура,sataa
908,gefrieren::V,аҵаара,jäätyä
909,tauen::V,аӡҭра,sulaa
910,schmelzen::V,ақəӡыҭра,sulaa
911,schmelzen::V,аҭəара,sulaa
912,trocknen::V,абара,kuivua
913,sieden::V,ашра,kiehua
914,faulen::V,абаара,mädätä
915,verfaulen::V,абаара,mädätä
916,verfaulen::V,абаара,mädäntyä
917,verfaulen::V,аилашра,mädätä
918,verfaulen::V,аилашра,mädäntyä
919,reißen::V,аҧжəара,revetä
920,versinken::V,аӡааҟəрылара,upota
921,versinken::V,аӡааҟəрылара,vajota
922,vergehen::V,ацара,kulua
923,erscheinen::V,ацəырҵра,ilmestyä
924,verschwinden::V,аҵашəкəара,kadota
925,sinken::V,атəара,vajota
926,sinken::V,алаҟəра,vajota
927,abnehmen::V,ацӡаара,vähetä
928,abnehmen::V,аиҵалара,vähetä
929,zunehmen::V,аҽырҭбаара,kasvaa
930,zunehmen::V,аҽырҭбаара,lisääntyä
931,zunehmen::V,аиҵыҵра,kasvaa
932,zunehmen::V,аиҵыҵра,lisääntyä
933,zunehmen::V,арацəахара,kasvaa
934,zunehmen::V,арацəахара,lisääntyä
935,steigen::V,азҳара,nousta
936,steigen::V,ашьҭыҵра,nousta
937,steigen::V,адухара,nousta
938,steigen::V,ацлара,nousta
939,wachsen::V,азҳара,kasvaa
940,glänzen::V,ацыр-цырра,kiiltää
941,glänzen::V,ацыҩ-цыҩра,kiiltää
942,glänzen::V,аказказра,kiiltää
943,funkeln::V,ашап-шапра,kipinöidä
944,funkeln::V,ацым-цымра,kipinöidä
945,lärmen::V,ашьҭыбжьгара,meluta
946,lärmen::V,аҕьҕьаҳәа аилалара,meluta
947,läuten::V,аҵəҵəасра,soida
948,klingeln::V,аҵəҵəасра,soida
949,klirren::V,ахьархьарра,kalista
950,klirren::V,архьархьарра,kalista
951,brausen::V,аилаҽҽара,kohista
952,brausen::V,еилашуера,kohista
953,klingen::V,агара,soida
954,klingen::V,ашьҭыбжь гара,soida
955,bellen::V,ашра,haukkua
956,heulen::V,ауура,ulvoa
957,blasen::V,аҭəҳəара,puhaltaa
958,pfeifen::V,ашəшəра,viheltää
959,schreien::V,аҳəҳəара,kirkua
960,schreien::V,ахəаара,kirkua
961,schreien::V,аҟаара,kirkua
962,stöhnen::V,ақьра,voihkia
963,zittern::V,аҵыс-ҵысра,vapista
964,leben::V,аҟазаара,elää
965,geboren werden::V,Аира,syntyä
966,atmen::V,аҕсыҕ лагаҩагара,hengittää
967,trinken::V,ажəра,juoda
968,essen::V,акрыфара,syödä
969,schlucken::V,албаадара,niellä
970,müde werden::V,ааҕсара,uupua
971,einschlafen::V,ацəара,uinahtaa
972,schlafen::V,ацəазаара,maata
973,schlafen::V,ацəазаара,nukkua
974,aufwachen::V,аҿыхара,herätä
975,aufstehen::V,Агəылҵра,nousta
976,aufstehen::V,Агəылҵра,nousta ylös
977,sich erholen::V,аҧсшьара,levätä
978,krank werden::V,ачмазаҩхара,sairastua
979,krank sein::V,аҳəарҧсарра,potea
980,krank sein::V,аҳəарҧсарра,sairastaa
981,schmerzen::V,ахьра,särkeä
982,schmerzen::V,ахьра,kivistää
983,husten::V,аимҳәара,yskiä
984,genesen::V,абзиахара,toipua
985,genesen::V,аӷəӷəахара,toipua
986,sterben::V,аҧсра,kuolla
987,umkommen::V,аҭахара,saada surmansa
988,umkommen::V,аҭахара,kuolla
989,sich bewegen::V,аиҭаҵра,liikkua
990,sich rühren::V,ақəацара,liikahtaa
991,sich erheben::V,аҩагылара,nousta
992,sich setzen::V,атəара,istuutua
993,hinfallen::V,акаҳара,kaatua
994,laufen::V,аныҟəара,kävellä
995,schreiten::V,ашьаҿа еихгара,astua
996,schreiten::V,ашьаҿа еихгара,astella
997,spazierengehen::V,анеи-ааира,kävellä
998,eilen::V,аццакра,kiirehtiä
999,sich beeilen::V,аццакра,kiirehtiä
1000,sich beeilen::V,аццакра,olla kiireissään
1001,sausen::V,аҧырра,rynnätä
1002,sausen::V,аҧырра,viilettää
1003,sausen::V,иҭрысны,rynnätä
1004,sausen::V,иҭрысны,viilettää
1005,sausen::V,ишьҭҟьаны ацара,rynnätä
1006,sausen::V,ишьҭҟьаны ацара,viilettää
1007,rennen::V,аҩра,juosta
1008,springen::V,аҧара,hypätä
1009,klettern::V,ақəлара,kiivetä
1010,schaukeln::V,аҟəараҟəанҽара,kiikkua
1011,kriechen::V,аҳəазара,ryömiä
1012,schwimmen::V,аӡсара,uida
1013,tauchen::V,ахəӡааҵəира,sukeltaa
1014,rudern::V,аҵшьра,soutaa
1015,fahren::V,акала,ajaa
1016,fahren::V,акала,kulkea
1017,fliegen::V,аҧырра,lentää
1018,gehen::V,аиҭаҵра,käydä
1019,weggehen::V,ацара,lähteä
1020,weggehen::V,ацара,poistua
1021,abfahren::V,адəықəлара,lähteä
1022,abfahren::V,ацара,lähteä
1023,anhalten::V,ааныргылара,pysähtyä
1024,anhalten::V,ааныргылара,seisahtua
1025,hineingehen::V,аҭалара,mennä sisään
1026,eintreten::V,аҩналара,astua sisään
1027,kommen::V,аара,tulla
1028,kommen::V,ааира,tulla
1029,ankommen::V,ааира,saapua
1030,ankommen::V,аара,saapua
1031,ankommen::V,анеира,saapua
1032,zurückkommen::V,азыхынҳəра,palata
1033,bleiben::V,аанхара,jäädä
1034,bleiben::V,аанхара,viipyä
1035,bleiben::V,анхара,jäädä
1036,bleiben::V,анхара,viipyä
1037,bleiben::V,аангылара,jäädä
1038,bleiben::V,аангылара,viipyä
1039,warten::V,азҧшзаара,odottaa
1040,erwarten::V,азҧшра,odottaa
1041,suchen::V,ашьҭазаара,etsiä
1042,finden::V,аҧшаара,löytää
1043,versuchen::V,аҽазкра,yrittää
1044,vorbereiten::V,армазеира,valmistaa
1045,lieben::V,абзиабара,pitää
1046,lieben::V,абзиабара,rakastaa
1047,mögen::V,агəаҧхара,pitää
1048,mögen::V,агəаҧхара,tykätä
1049,lachen::V,аччара,nauraa
1050,rühren::V,арҵəуара,liikuttaa
1051,weinen::V,аҵəуара,itkeä
1052,schimpfen::V,ацəҳара,haukkua
1053,sich ärgern::V,агəаара,suuttua
1054,sich fürchten::V,аӡыӡара,pelätä
1055,fürchten::V,ацəшəара,pelätä
1056,fliehen::V,абналара,paeta
1057,fliehen::V,ацəцара,paeta
1058,flüchten::V,абналара,paeta
1059,flüchten::V,ацəцара,paeta
1060,sehen::V,абара,nähdä
1061,anschauen::V,ахəаҧшра,katsoa
1062,ansehen::V,ахəаҧшра,katsoa
1063,hören::V,аҳара,kuulla
1064,zuhören::V,азыӡырҩра,kuunnella
1065,probieren::V,аҧышəара,maistaa
1066,riechen::V,афыҩра,haistaa
1067,fühlen::V,анырра,tuntea
1068,fühlen::V,ацәакырра,tuntea
1069,scheinen::V,шәа,tuntua
1070,scheinen::V,аацәырҵа,tuntua
1071,vernehmen::V,аҳара,kuulla
1072,frieren::V,ашəра,palella
1073,frieren::V,аҵаара,palella
1074,tun::V,аҟаҵара,tehdä
1075,können::V,алшара,osata
1076,wollen::V,аҭахра,tahtoa
1077,anfangen::V,алагара,ruveta
1078,anfangen::V,алагара,aloittaa
1079,beenden::V,алгара,lopettaa
1080,aufhören::V,аҟəыҵра,loppua
1081,gelingen::V,аура,onnistua
1082,gelingen::V,аманшəалахара,onnistua
1083,gelingen::V,алҵра,onnistua
1084,geraten::V,нзаарын,sujua
1085,geraten::V,нзаарын,joutua
1086,öffnen::V,аартра,avata
1087,öffnen::V,аартра,aukaista
1088,schließen::V,аркра,sulkea
1089,stellen::V,аргылара,panna
1090,stellen::V,аргылара,asettaa
1091,setzen::V,артəара,panna
1092,setzen::V,артəара,istuttaa
1093,legen::V,ақəҵара,panna
1094,legen::V,ақəҵара,asettaa
1095,berühren::V,акьысра,koskea
1096,berühren::V,акьысра,koskettaa
1097,berühren::V,алакьысра,koskea
1098,berühren::V,алакьысра,koskettaa
1099,verbinden::V,аҿаҳəара,liittää
1100,verbinden::V,аҿаҳəара,yhdistää
1101,bedecken::V,ақəршəра,kattaa
1102,bedecken::V,ақəршəра,peittää
1103,aufhängen::V,акнаҳара,ripustaa
1104,anzünden::V,аркра,sytyttää
1105,aufheben::V,ашьҭыхра,ylös nostaa
1106,aufheben::V,ашьҭыхра,nostaa
1107,zurücklassen::V,аныжьра,jättää
1108,verlieren::V,ацəыӡра,kadottaa
1109,fallen lassen::V,ацəкаҳара,pudottaa
1110,machen::V,ачаҧара,tehdä
1111,herstellen::V,аиҵдара,tuottaa
1112,herstellen::V,аиҵдара,valmistaa
1113,bauen::V,аргылара,rakentaa
1114,reparieren::V,арҽеира,korjata
1115,verbessern::V,аиҕьтəра,parantaa
1116,ändern::V,аҧсахра,muuttaa
1117,graben::V,ажра,kaivaa
1118,beugen::V,арҟəра,taivuttaa
1119,beugen::V,архəара,taivuttaa
1120,biegen::V,арҟəра,taivuttaa
1121,biegen::V,архəара,taivuttaa
1122,drehen::V,аргьежьра,kääntää
1123,umdrehen::V,аарҳәра,kääntää
1124,heben::V,аҩахара,nostaa
1125,heben::V,аҩахара,kohottaa
1126,heben::V,араҳара,nostaa
1127,heben::V,араҳара,kohottaa
1128,hochheben::V,ахагалара,nostaa
1129,hochheben::V,ашьҭҳəара,nostaa
1130,halten::V,акра,pitää
1131,drücken::V,ақəрӷəӷəара,painaa
1132,drücken::V,ақəрӷəӷəара,puristaa
1133,schieben::V,аҵгəара,työntää
1134,schieben::V,агəара,työntää
1135,kratzen::V,ацəҟьара,raapia
1136,lecken::V,арбзара,nuolla
1137,beißen::V,ацҳара,purra
1138,abreißen::V,амжəара,repiä
1139,abschneiden::V,ахҵəара,leikata poikki
1140,abschneiden::V,ахҵəара,leikata
1141,abschneiden::V,аҿахҵəара,leikata poikki
1142,abschneiden::V,аҿахҵəара,leikata
1143,binden::V,аҿаҳəара,sitoa
1144,stecken::V,алаҵара,pistää
1145,brechen::V,аҧҵəара,murtaa
1146,klopfen::V,асра,koputtaa
1147,klopfen::V,асра,kolkuttaa
1148,hauen::V,ақəкшара,lyödä
1149,kleben::V,аҷабра,liimata
1150,reiben::V,арҟəыҷра,hieroa
1151,reiben::V,арҟəыҷра,hangata
1152,streichen::V,ахьшьра,sivellä
1153,schleifen::V,ахра,hioa
1154,schneiden::V,аҧҟара,leikata
1155,rütteln::V,арҵысра,ravistaa
1156,schütteln::V,аршəшəара,pudistaa
1157,schwenken::V,аҟьара,heiluttaa
1158,schütten::V,аҭаҭəара,kaataa
1159,füllen::V,арҭəра,täyttää
1160,einwickeln::V,алаҳəара,kääriä
1161,tragen::V,аҩагара,kantaa
1162,schleppen::V,арҳəазара,raahata
1163,ziehen::V,ахара,vetää
1164,aufbewahren::V,аҵəахра,säilyttää
1165,werfen::V,аршəра,viskata
1166,fangen::V,акра,napata
1167,fangen::V,акра,ottaa kiinni
1168,packen::V,анкра,tarttua
1169,packen::V,аҵкаара,tarttua
1170,verstecken::V,аҵəахра,kätkeä
1171,verstecken::V,аҵəахра,piilottaa
1172,teilen::V,ашара,jakaa
1173,schicken::V,ашьҭра,lähettää
1174,bringen::V,аагара,viedä
1175,hinzufügen::V,ацҵара,lisätä
1176,bekommen::V,аҧшаара,saada
1177,bekommen::V,архиара,saada
1178,bekommen::V,аура,saada
1179,erhalten::V,аиура,saada
1180,nehmen::V,агара,ottaa
1181,wählen::V,алҧшаара,valita
1182,auswählen::V,алхра,valikoida
1183,behindern::V,аҧырхагахара,estää
1184,verderben::V,алгара,pilata
1185,verderben::V,алгара,turmella
1186,verderben::V,абжьыхра,pilata
1187,verderben::V,абжьыхра,turmella
1188,verderben::V,аҧхасҭатəра,pilata
1189,verderben::V,аҧхасҭатəра,turmella
1190,beschädigen::V,аҧхасҭатəра,vioittaa
1191,beschädigen::V,аҧхасҭатəра,vahingoittaa
1192,zerbrechen::V,аҧҽра,rikkoa
1193,zerreißen::V,аҧжəара,repiä rikki
1194,zerreißen::V,аҧжəара,repiä palasiksi
1195,zerstören::V,аилаҧыххаара,hävittää
1196,verbrennen::V,абылра,polttaa
1197,geben::V,аҭара,antaa
1198,reichen::V,аҭара,ojentaa
1199,schenken::V,аҩгара,lahjoittaa
1200,versprechen::V,ақəргəыӷра,luvata
1201,loben::V,арҽхəара,ylistää
1202,küssen::V,агəӡра,suudella
1203,zudecken::V,аҵахҩара,peittää
1204,zudecken::V,ақəршəра,peittää
1205,wecken::V,арҿыхара,herättää
1206,zeigen::V,арбара,näyttää
1207,zeigen::V,арбара,osoittaa
1208,führen::V,аныҟəгара,johdattaa
1209,lehren::V,арҵара,opettaa
1210,unterrichten::V,арҧхьара,opettaa
1211,aufziehen::V,ааӡара,kasvattaa
1212,leiten::V,ахагылазаара,johtaa
1213,antreiben::V,арццакра,hoputtaa
1214,lassen::V,арҟаҵара,antaa
1215,einladen::V,ааҕхьара,kutsua
1216,einladen::V,анаҧхьара,kutsua
1217,vereinigen::V,аилаҵара,yhdistää
1218,besuchen::V,абара,vierailla
1219,treffen::V,аҧылара,tavata
1220,sich versammeln::V,аизара,kokoontua
1221,spielen::V,ахəмарра,pelata
1222,spielen::V,ахəмарра,leikkiä
1223,singen::V,ашəаҳəара,laulaa
1224,tanzen::V,акəашара,tanssia
1225,sich trennen::V,аилыҵра,erota
1226,verlassen::V,акажьра,jättää
1227,retten::V,Аиқəрхара,pelastaa
1228,bewachen::V,ахьчара,vartioida
1229,schützen::V,ацəыхьчара,suojella
1230,verteidigen::V,ахьчара,puolustaa
1231,sich schlagen::V,аисра,tapella
1232,schießen::V,ахысра,ampua
1233,siegen::V,аиааира,voittaa
1234,ärgern::V,аргəаара,ärsyttää
1235,schlagen::V,асра,lyödä
1236,schlagen::V,аҭасра,lyödä
1237,stechen::V,алакшара,pistää
1238,stoßen::V,агəҭасра,sysätä
1239,stoßen::V,агəҭасра,työntää
1240,stehlen::V,аӡара,varastaa
1241,stören::V,аҧырхагахара,häiritä
1242,belästigen::V,аргəамҵра,häiritä
1243,verbergen::V,аӡара,kätkeä
1244,täuschen::V,ажьара,harhauttaa
1245,betrügen::V,ажьара,pettää
1246,betrügen::V,ажьара,petkuttaa
1247,töten::V,ашьра,tappaa
1248,wohnen::V,анхара,asua
1249,arbeiten::V,аусура,tehdä työtä
1250,arbeiten::V,аусура,työskennellä
1251,sammeln::V,аҟəшəара,koota
1252,sammeln::V,аҟəшəара,kerätä
1253,pflücken::V,аҿыршəара,poimia
1254,pflücken::V,аҿыхра,poimia
1255,jagen::V,ашəарыцара,metsästää
1256,fischen::V,аҧсыӡ икуеит,kalastaa
1257,fassen::V,акра,pyydystää
1258,fassen::V,акра,saalistaa
1259,hüten::V,арҳəра,paimentaa
1260,hüten::V,ахьчара,paimentaa
1261,treiben::V,акацара,ajaa
1262,anbinden::V,адҳəалара,kytkeä
1263,füttern::V,акырҿаҵара,ruokkia
1264,melken::V,ахьара,lypsää
1265,hacken::V,аҟəаҟəара,hakata
1266,gießen::V,аҵаҭəара,kastella
1267,reifen::V,ашəра,kypsyä
1268,reifen::V,аҟалара,kypsyä
1269,zubereiten::V,ацура,valmistaa
1270,kochen::V,ажəра,keittää
1271,backen::V,аӡра,leipoa
1272,braten::V,аӡра,paistaa
1273,umrühren::V,аилрыхра,hämmentää
1274,stricken::V,аҧара,kutoa
1275,stricken::V,аҧара,neuloa
1276,nähen::V,аӡахра,ommella
1277,färben::V,ашəра,värjätä
1278,färben::V,ашəра,värittää
1279,reinigen::V,арыцқьара,puhdistaa
1280,waschen::V,аӡәӡәара,pestä
1281,abwischen::V,арбара,pyyhkiä
1282,spülen::V,аҭыршара,huuhtoa
1283,fegen::V,аҧссара,pyyhkäistä
1284,baden::V,аҽыкəабара,kylpeä
1285,sich waschen::V,аҽыӡəӡəара,peseytyä
1286,ausziehen::V,ашəыхра,riisua
1287,anziehen::V,ашəҵара,pukea ylleen
1288,sich anziehen::V,аҽеилаҳəара,pukeutua
1289,kämmen::V,аҳəара,kammata
1290,schmücken::V,арҧшӡара,koristaa
1291,schmücken::V,арҧшӡара,kaunistaa
1292,sagen::V,аҳəара,sanoa
1293,sprechen::V,ацəажəара,puhua
1294,reden::V,ацəажəара,keskustella
1295,reden::V,аицәажәара,keskustella
1296,sich unterhalten::V,аицәажәара,jutella
1297,fragen::V,азҵаара,kysyä
1298,bitten::V,аҳəара,pyytää
1299,erzählen::V,аҳəара,kertoa
1300,mitteilen::V,азыцҳара,ilmoittaa
1301,nennen::V,ахьӡҵара,kutsua
1302,nennen::V,ахьӡҵара,nimittää
1303,rufen::V,азҿыҭра,kutsua
1304,prahlen::V,аҽхəара,kerskailla
1305,übersetzen::V,аиҭагара,kääntää
1306,denken::V,азхəыцра,miettiä
1307,denken::V,азхəыцра,ajatella
1308,glauben::V,ахаҵара,uskoa
1309,bemerken::V,агəаҭара,huomata
1310,erkennen::V,адырра,tunnistaa
1311,begreifen::V,аилкаара,ymmärtää
1312,verstehen::V,аҳара,ymmärtää
1313,lernen::V,аҵара,oppia
1314,wissen::V,адырра,tietää
1315,sich erinnern an::V,агəаларшəара,muistaa
1316,vergessen::V,ахашҭра,unohtaa
1317,messen::V,ашəара,mitata
1318,zählen::V,аҧхьаӡара,laskea
1319,rechnen::V,аҳасабра,laskea
1320,lesen::V,аҧхьара,lukea
1321,besitzen::V,амазаара,omistaa
1322,kaufen::V,Аахəара,ostaa
1323,verkaufen::V,аҭира,myydä
1324,bezahlen::V,ахҭынҵара,maksaa
1325,bezahlen::V,ашəара,maksaa
1326,zahlen::V,ашəара,maksaa
1327,ertragen::V,ачҳара,kestää
1328,Moor::N,,räme
1329,Kralle::N,,kynsi
1330,Schwarm::N,,parvi
1331,Sache::N,,asia
1332,Menge::N,,määrä
1333,Essen::N,,syönti
1334,Geschäft::N,,liike
1335,Monat::N,,kuukausi
1336,Jahr::N,,vuosi
1337,dünn::A,,ohut
1338,roh::A,,raaka
1339,durch::PRP,,läpi
1340,durch::PRP,,kautta
1341,was::FPRN,,mikä
1342,rauschen::V,,kohista
1343,zu sehen sein::V,,näkyä
1344,wenden::V,,kääntää
1345,ergreifen::V,,tarttua
1346,bewahren::V,,säilyttää
1347,wünschen::V,,toivottaa
1348,wiegen::V,,tuudittaa
1349,wiegen::V,,keinuttaa
1350,treten::V,,potkaista
1351,kehren::V,,lakaista
1352,malen::V,,maalata
1353,zeichnen::V,,piirtää
1354,zeichnen::V,,piirustaa
1355,schreiben::V,,kirjoittaa
1356,beherrschen::V,,hallita
