,Concept_ID,es,is
83,Schatten::N,sombra,skuggi
84,Wetter::N,tiempo,veður
85,Nebel::N,niebla,þoka
86,Wolke::N,nube,ský
87,Regen::N,lluvia,regn
88,Schnee::N,nieve,snjór
89,Eis::N,hielo,ís
90,Frost::N,helada,frost
91,Kälte::N,frío,kuldi
92,Hitze::N,calor,hiti
93,Raureif::N,escarcha,hrím
94,Regenbogen::N,arco iris,regnbogi
95,Donner::N,trueno,þruma
96,Strömung::N,corriente,straumur
97,Tropfen::N,gota,dropi
98,Schaum::N,espuma,froða
99,Schmutz::N,suciedad,óhreinindi
100,See::N,lago,stöðuvatn
101,Sumpf::N,pantano,fen
102,Moor::N,turbera,mýri
103,Wiese::N,prado,engi
104,Wiese::N,pradera,engi
105,Wald::N,bosque,skógur
106,Hügel::N,colina,hæð
107,Hügel::N,colina,hóll
108,Anhöhe::N,cerro,hæð
109,Anhöhe::N,cerro,hóll
110,Berg::N,monte,fell
111,Berg::N,monte,fjall
112,Berg::N,montaña,fell
113,Berg::N,montaña,fjall
114,Gipfel::N,cima,tindur
115,Gipfel::N,cumbre,tindur
116,Höhle::N,cueva,hellir
117,Höhle::N,caverna,hellir
118,Abhang::N,cuesta,hlíð
119,Abhang::N,cuesta,brekka
120,Abhang::N,declive,hlíð
121,Abhang::N,declive,brekka
122,Quelle::N,fuente,lind
123,Quelle::N,fuente,uppspretta
124,Quelle::N,manantial,lind
125,Quelle::N,manantial,uppspretta
126,Bach::N,arroyo,lækur
127,Fluss::N,río,á
128,Fluss::N,río,fljót
129,Ufer::N,orilla,árbakki
130,Ufer::N,orilla,sjávarbakki
131,Küste::N,costa,strönd
132,Festland::N,tierra firme,meginland
133,Meer::N,mar,haf
134,Meer::N,mar,sjór
135,Bucht::N,cala,vík
136,Bucht::N,bahía,vík
137,Insel::N,isla,eyja
138,Blume::N,flor,blóm
139,Gras::N,hierba,gras
140,Wurzel::N,raíz,rót
141,Baum::N,árbol,tré
142,Stamm::N,tronco,stofn
143,Rinde::N,corteza,börkur
144,Ast::N,rama,grein
145,Zweig::N,ramo,angi
146,Zweig::N,ramo,kvistur
147,Blatt::N,hoja,blað
148,Birke::N,abedul,birki
149,Kiefer[Baum]::N,pino,fura
150,Weide[Baum]::N,sauce,víðir
151,Tanne::N,abeto,greni
152,Horn::N,asta,horn
153,Horn::N,cuerno,horn
154,Feder::N,pluma,fjöður
155,Fell::N,piel,skinn
156,Flügel::N,ala,vængur
157,Klaue::N,garra,kló
158,Kralle::N,uña,kló
159,Kralle::N,garra,kló
160,Schwanz::N,cola,rófa
161,Schwanz::N,cola,skott
162,Ei::N,huevo,egg
163,Nest::N,nido,hreiður
164,Bau::N,madriguera,greni
165,Bau::N,madriguera,bæli
166,Tier::N,animal,dýr
167,Herde::N,rebaño,hjörð
168,Kuh::N,vaca,kýr
169,Bulle::N,toro,boli
170,Pferd::N,caballo,hestur
171,Schaf::N,oveja,kind
172,Schwein::N,cerdo,svín
173,Hund::N,perro,hundur
174,Katze::N,gato,köttur
175,Bär::N,oso,björn
176,Eichhörnchen::N,ardilla,íkorni
177,Elch::N,alce,elgur
178,Fuchs::N,zorro,refur
179,Hase::N,liebre,héri
180,Maus::N,ratón,mús
181,Wolf::N,lobo,úlfur
182,Vogel::N,ave,fugl
183,Vogel::N,pájaro,fugl
184,Schwarm::N,bandada,sægur
185,Huhn::N,gallina,hæna
186,Hahn::N,gallo,hani
187,Gans::N,oca,gæs
188,Gans::N,ganso,gæs
189,Adler::N,águila,örn
190,Ente::N,pato,önd
191,Eule::N,lechuza,uggla
192,Kranich::N,grulla,trana
193,Krähe::N,corneja,kráka
194,Kuckuck::N,cuco,gaukur
195,Schwan::N,cisne,svanur
196,Fisch::N,pez,fiskur
197,Barsch::N,perca,aborri
198,Hecht::N,lucio,gedda
199,Schlange[Tier]::N,serpiente,naðra
200,Wurm::N,gusano,ormur
201,Spinne::N,araña,kónguló
202,Ameise::N,hormiga,maur
203,Laus::N,piojo,lús
204,Mücke::N,mosquito,mý
205,Mücke::N,mosquito,mýfluga
206,Fliege::N,mosca,fluga
207,Schmetterling::N,mariposa,fiðrildi
208,Beere::N,baya,ber
209,Apfel::N,manzana,epli
210,Pilz::N,seta,sveppur
211,Pilz::N,hongo,sveppur
212,Zwiebel::N,cebolla,laukur
213,Saat::N,siembra,fræ
214,Saat::N,siembra,útsæði
215,Korn::N,grano,korn
216,Heu::N,heno,hey
217,Schale::N,cáscara,hýði
218,Grube::N,foso,gryfja
219,Falle::N,trampa,gildra
220,Schlinge::N,lazo,snara
221,Spur::N,huella,spor
222,Asche::N,ceniza,aska
223,Dreck::N,suciedad,óþverri
224,Eisen::N,hierro,járn
225,Gold::N,oro,gull
226,Silber::N,plata,silfur
227,Kohle::N,carbón,kol
228,Glas::N,vidrio,gler
229,Glas::N,cristal,gler
230,Lehm::N,barro,leir
231,Sand::N,arena,sandur
232,Mensch::N,hombre,maður
233,Mensch::N,hombre,manneskja
234,Mensch::N,ser humano,maður
235,Mensch::N,ser humano,manneskja
236,Mann::N,hombre,maður
237,Mann::N,hombre,karlmaður
238,Frau::N,mujer,kona
239,Kind::N,niño,barn
240,Kind::N,niño,krakki
241,Junge::N,chico,drengur
242,Junge::N,muchacho,drengur
243,Mädchen::N,chica,stelpa
244,Mädchen::N,muchacha,stelpa
245,Familie::N,familia,fjölskylda
246,Großvater::N,abuelo,afi
247,Großmutter::N,abuela,amma
248,Eltern::N,padres,foreldrar
249,Vater::N,padre,faðir
250,Mutter::N,madre,móðir
251,Sohn::N,hijo,sonur
252,Tochter::N,hija,dóttir
253,Bruder::N,hermano,bróðir
254,Schwester::N,hermana,systir
255,Onkel::N,tío,föðurbróðir
256,Tante::N,tía,frænka
257,Tante::N,tía,móðursystir
258,Ehemann::N,esposo,eiginmaður
259,Ehefrau::N,esposa,eiginkona
260,Freude::N,placer,gleði
261,Freude::N,alegría,gleði
262,Gelächter::N,risa,hlátur
263,Gelächter::N,carcajada,hlátur
264,Glück::N,felicidad,gæfa
265,Kummer::N,pena,sorg
266,Wunsch::N,deseo,ósk
267,Lust::N,ganas,fýsn
268,Lust::N,ganas,löngun
269,Geist::N,mente,andi
270,Geist::N,espíritu,andi
271,Gedanke::N,idea,hugsun
272,Gedanke::N,pensamiento,hugsun
273,Gedächtnis::N,memoria,minni
274,Verstand::N,razón,vit
275,Verstand::N,entendimiento,vit
276,Sinn::N,sentido,merking
277,Sinn::N,significado,merking
278,Grund::N,causa,ástæða
279,Wahrheit::N,verdad,sannleikur
280,Gespräch::N,conversación,samtal
281,Märchen::N,cuento,ævintýri
282,Erzählung::N,cuento,saga
283,Erzählung::N,narración,saga
284,Nachricht::N,mensaje,frétt
285,Neuigkeit::N,noticia,frétt
286,Name::N,nombre,nafn
287,Rätsel::N,acertijo,gáta
288,Rätsel::N,adivinanza,gáta
289,Rede::N,discurso,ræða
290,Sprache::N,lengua,mál
291,Sprache::N,lengua,tungumál
292,Stimme::N,voz,rödd
293,Wort::N,palabra,orð
294,Zeichen::N,señal,tákn
295,Zeichen::N,señal,merki
296,Ruf::N,llamada,kall
297,Lärm::N,ruido,hávaði
298,Lärm::N,barullo,hávaði
299,Laut::N,sonido,hljóð
300,Ton::N,tono,tónn
301,Lied::N,canción,ljóð
302,Lied::N,canción,söngur
303,Ruhe::N,calma,ró
304,Ruhe::N,calma,kyrrð
305,Ruhe::N,silencio,ró
306,Ruhe::N,silencio,kyrrð
307,Leute::N,gente,fólk
308,Volk::N,pueblo,þjóð
309,Arbeit::N,trabajo,vinna
310,Gast::N,huésped,gestur
311,Gast::N,invitado,gestur
312,Geschenk::N,regalo,gjöf
313,Spiel::N,juego,leikur
314,Gesellschaft::N,compañía,selskapur
315,Hilfe::N,ayuda,hjálp
316,Hilfe::N,socorro,hjálp
317,Freund::N,amigo,vinur
318,Kamerad::N,camarada,félagi
319,Kamerad::N,compañero,félagi
320,Angelegenheit::N,asunto,mál
321,Angelegenheit::N,asunto,málefni
322,Anzahl::N,cantidad,tala
323,Anzahl::N,cantidad,fjöldi
324,Art::N,tipo,tegund
325,Art::N,clase,tegund
326,Stück::N,pieza,biti
327,Stück::N,pieza,stykki
328,Teil::N,parte,hluti
329,Teil::N,parte,partur
330,Hälfte::N,mitad,helmingur
331,Kreis::N,círculo,hringur
332,Kreuz::N,cruz,kross
333,Kreuz::N,cruz,krossmark
334,Linie::N,línea,lína
335,Strich::N,raya,strik
336,Strich::N,trazo,strik
337,Abstand::N,distancia,millibil
338,Entfernung::N,distancia,fjarlægð
339,Gegend::N,región,hérað
340,Gegend::N,comarca,hérað
341,Platz::N,espacio,pláss
342,Ort::N,sitio,staður
343,Seite::N,lado,hlið
344,Seite::N,costado,hlið
345,Mitte::N,medio,miðja
346,Mitte::N,centro,miðja
347,Gegenstand::N,objeto,hlutur
348,Sache::N,cosa,mál
349,Rand::N,borde,brún
350,Kante::N,borde,rönd
351,Ecke::N,esquina,horn
352,Spitze::N,punta,oddur
353,Ende::N,cabo,endi
354,Ende::N,extremo,endi
355,Loch::N,agujero,gat
356,Loch::N,agujero,hola
357,Loch::N,abertura,gat
358,Loch::N,abertura,hola
359,Winkel::N,ángulo,skot
360,Winkel::N,ángulo,krókur
361,Muster::N,dibujo,munstur
362,Größe::N,tamaño,stærð
363,Länge::N,longitud,lengd
364,Höhe::N,altura,hæð
365,Höhe::N,altitud,hæð
366,Gewicht::N,peso,vigt
367,Gewicht::N,peso,þyngd
368,Menge::N,cantidad,magn
369,Haufen::N,montón,hrúga
370,Haufen::N,montón,haugur
371,Reihe::N,fila,röð
372,Boot::N,bote,bátur
373,Boot::N,barca,bátur
374,Ruder::N,remo,ár
375,Schlitten::N,trineo,sleði
376,Ski::N,esquí,skíði
377,Lagerfeuer::N,hoguera,varðeldur
378,Last::N,carga,byrði
379,Last::N,carga,farmur
380,Gang::N,marcha,ganga
381,Schritt::N,paso,skref
382,Norden::N,norte,norður
383,Süden::N,sur,suður
384,Westen::N,oeste,vestur
385,Osten::N,este,austur
386,Holz::N,madera,viður
387,Brett::N,tabla,fjöl
388,Platte::N,placa,flötur
389,Platte::N,plancha,flötur
390,Stütze::N,sostén,stoð
391,Stütze::N,soporte,stoð
392,Stange::N,vara,stöng
393,Stange::N,percha,stöng
394,Stock::N,palo,prik
395,Stock::N,palo,stafur
396,Stock::N,bastón,prik
397,Stock::N,bastón,stafur
398,Stab::N,vara,prik
399,Stab::N,vara,stafur
400,Stab::N,bastón,prik
401,Stab::N,bastón,stafur
402,Rohr::N,tubo,rör
403,Rohr::N,tubo,pípa
404,Haus::N,casa,hús
405,Heim::N,hogar,heimili
406,Ofen::N,estufa,ofn
407,Fußboden::N,suelo,gólf
408,Tisch::N,mesa,borð
409,Stuhl::N,silla,stóll
410,Wiege::N,cuna,vagga
411,Bett::N,cama,rúm
412,Bett::N,cama,hvíla
413,Regal::N,estantería,hilla
414,Kiste::N,caja,kassi
415,Fenster::N,ventana,gluggi
416,Tür::N,puerta,dyr
417,Tür::N,puerta,hurð
418,Tor::N,puerta,hlið
419,Zaun::N,valla,girðing
420,Zaun::N,valla,limgarður
421,Zaun::N,cercado,girðing
422,Zaun::N,cercado,limgarður
423,Dach::N,techo,þak
424,Dach::N,tejado,þak
425,Leiter::N,escalera,stigi
426,Besen::N,escoba,sópur
427,Spaten::N,pala,spaði
428,Schaufel::N,pala,skófla
429,Schaufel::N,paleta,skófla
430,Gabel::N,tenedor,gaffall
431,Löffel::N,cuchara,skeið
432,Messer::N,cuchillo,hnífur
433,Nagel::N,clavo,nögl
434,Netz::N,red,net
435,Haken::N,gancho,krókur
436,Haken::N,corchete,krókur
437,Griff::N,asa,tak
438,Griff::N,mango,tak
439,Schloss::N,cerradura,lás
440,Bild::N,imagen,mynd
441,Figur::N,figura,stytta
442,Puppe::N,muñeca,brúða
443,Beutel::N,bolsa,poki
444,Beutel::N,bolsa,baggi
445,Bündel::N,haz,böggull
446,Tasche::N,bolso,veski
447,Eimer::N,cubo,fata
448,Deckel::N,tapa,lok
449,Deckel::N,tapadera,lok
450,Geschirr::N,vajilla,leirtau
451,Sack::N,saco,sekkur
452,Tasse::N,taza,bolli
453,Topf::N,olla,pottur
454,Topf::N,marmita,pottur
455,Kessel::N,caldera,ketill
456,Essen::N,comida,matur
457,Nahrung::N,alimento,fæða
458,Speise::N,plato,réttur
459,Speise::N,plato,matarréttur
460,Fleisch::N,carne,kjöt
461,Getreide::N,cereales,korn
462,Brei::N,puré,grautur
463,Brei::N,papilla,grautur
464,Brot::N,pan,brauð
465,Scheibe::N,lonja,sneið
466,Scheibe::N,rebanada,sneið
467,Fett::N,grasa,fita
468,Butter::N,mantequilla,smjör
469,Öl::N,aceite,olía
470,Salz::N,sal,salt
471,Suppe::N,sopa,súpa
472,Honig::N,miel,hunang
473,Milch::N,leche,mjólk
474,Tee::N,té,te
475,Leder::N,cuero,skinn
476,Wolle::N,lana,ull
477,Stoff::N,tela,dúkur
478,Stoff::N,tejido,dúkur
479,Nadel::N,aguja,nál
480,Faden::N,hilo,þráður
481,Knopf::N,botón,tala
482,Knopf::N,botón,hnappur
483,Knoten::N,nudo,hnútur
484,Farbe::N,pintura,málning
485,Kleidung::N,ropa,búningur
486,Kleidung::N,ropa,klæðnaður
487,Kleidung::N,vestidos,búningur
488,Kleidung::N,vestidos,klæðnaður
489,Hemd::N,camisa,skyrta
490,Kragen::N,cuello,kragi
491,Kragen::N,cuello,flibbi
492,Ärmel::N,manga,ermi
493,Hose::N,pantalón,buxur
494,Gürtel::N,cinturón,belti
495,Mütze::N,gorro,húfa
496,Schuh::N,zapato,skór
497,Stiefel::N,bota,stígvél
498,Ring::N,anillo,hringur
499,Band::N,cinta,band
500,Kamm::N,peine,greiða
501,Spiegel::N,espejo,spegill
502,Riemen::N,correa,ól
503,Riemen::N,correa,reim
504,Schnur::N,cuerda,snúra
505,Leine::N,correa,band
506,Decke::N,manta,teppi
507,Kissen::N,almohada,koddi
508,Tuch::N,pañuelo,klútur
509,Handtuch::N,toalla,þurrka
510,Handtuch::N,toalla,handklæði
511,Kraft::N,fuerza,afl
512,Kraft::N,fuerza,kraftur
513,Stärke::N,fuerza,styrkur
514,Gesundheit::N,salud,heilsa
515,Gesundheit::N,salud,heilbrigði
516,Krankheit::N,enfermedad,sjúkdómur
517,Schmerz::N,dolor,sársauki
518,Wunde::N,llaga,sár
519,Wunde::N,herida,sár
520,Fieber::N,fiebre,hitasótt
521,Arznei::N,medicina,lyf
522,Arznei::N,medicamento,lyf
523,Brücke::N,puente,brú
524,Brunnen::N,pozo,brunnur
525,Weide::N,pasto,hagi
526,Pfad::N,sendero,stígur
527,Weg::N,camino,vegur
528,Straße::N,vía,gata
529,Straße::N,vía,stræti
530,Straße::N,carretera,gata
531,Straße::N,carretera,stræti
532,Dorf::N,aldea,þorp
533,Dorf::N,pueblo,þorp
534,Stadt::N,ciudad,borg
535,Brief::N,carta,bréf
536,Buch::N,libro,bók
537,Buchstabe::N,letra,bókstafur
538,Buchstabe::N,carácter,bókstafur
539,Zeitung::N,diario,dagblað
540,Zeitung::N,periódico,dagblað
541,Leben::N,vida,líf
542,Tod::N,muerte,dauði
543,Grab::N,tumba,gröf
544,Grab::N,sepulcro,gröf
545,Kirche::N,iglesia,kirkja
546,Sünde::N,pecado,synd
547,Gott::N,dios,guð
548,Arbeiter::N,obrero,verkamaður
549,Arbeiter::N,trabajador,verkamaður
550,Chef::N,jefe,yfirmaður
551,Meister::N,maestro,meistari
552,Arzt::N,médico,læknir
553,Lehrer::N,profesor,kennari
554,Geld::N,dinero,peningar
555,Geschäft::N,negocio,viðskipti
556,Laden::N,tienda,búð
557,Laden::N,tienda,verslun
558,Preis::N,precio,verð
559,Ware::N,mercancía,vara
560,Nutzen::N,provecho,gagn
561,Reichtum::N,riqueza,auður
562,Welt::N,mundo,veröld
563,Land::N,país,land
564,Staat::N,Estado,ríki
565,König::N,rey,konungur
566,Macht::N,poder,vald
567,Macht::N,potencia,vald
568,Grenze::N,frontera,landamæri
569,Krieg::N,guerra,stríð
570,Feind::N,enemigo,fjandmaður
571,Gewalt::N,violencia,ofbeldi
572,Kampf::N,lucha,bardagi
573,Kampf::N,combate,bardagi
574,Bogen[Waffe]::N,arco,bogi
575,Pfeil::N,flecha,ör
576,Gewehr::N,fusil,byssa
577,Gewehr::N,escopeta,byssa
578,Fehler::N,error,villa
579,Lüge::N,mentira,lygi
580,Schaden::N,daño,skemmd
581,Unglück::N,desgracia,óhamingja
582,Schuld::N,culpa,sök
583,Alter::N,edad,aldur
584,Schluss::N,fin,lok
585,Schluss::N,fin,endir
586,Schluss::N,final,lok
587,Schluss::N,final,endir
588,Zeit::N,tiempo,tími
589,Tag::N,día,dagur
590,Morgen::N,mañana,morgunn
591,Mittag::N,mediodía,hádegi
592,Abend::N,noche,kvöld
593,Nacht::N,noche,nótt
594,Woche::N,semana,vika
595,Monat::N,mes,mánuður
596,Jahr::N,año,ár
597,Frühling::N,primavera,vor
598,Sommer::N,verano,sumar
599,Herbst::N,otoño,haust
600,Winter::N,invierno,vetur
601,Januar::N,enero,janúar
602,Februar::N,febrero,február
603,März::N,marzo,mars
604,April::N,abril,apríl
605,Mai::N,mayo,maí
606,Juni::N,junio,júní
607,Juli::N,julio,júlí
608,August::N,agosto,ágúst
609,September::N,septiembre,september
610,Oktober::N,octubre,október
611,November::N,noviembre,nóvember
612,Dezember::N,diciembre,desember
613,Montag::N,lunes,mánudagur
614,Dienstag::N,martes,þriðjudagur
615,Mittwoch::N,miércoles,miðvikudagur
616,Donnerstag::N,jueves,fimmtudagur
617,Freitag::N,viernes,föstudagur
618,Samstag::N,sábado,laugardagur
619,Sonntag::N,domingo,sunnudagur
620,groß::A,grande,stór
621,klein::A,pequeño,lítill
622,lang::A,largo,langur
623,kurz::A,corto,stuttur
624,breit::A,ancho,breiður
625,schmal::A,estrecho,mjór
626,dicht::A,denso,þéttur
627,dick[Gegenstand]::A,grueso,þykkur
628,dünn::A,fino,þunnur
629,dünn::A,delgado,þunnur
630,fein::A,fino,fíngerður
631,fein::A,delicado,fíngerður
632,fest::A,firme,fastur
633,fest::A,sólido,fastur
634,flach::A,plano,flatur
635,glatt::A,liso,háll
636,glatt::A,liso,sléttur
637,hart::A,duro,harður
638,weich::A,muelle,mjúkur
639,rund::A,redondo,kringlóttur
640,spitz::A,agudo,oddhvass
641,spitz::A,apuntado,oddhvass
642,scharf::A,agudo,beittur
643,scharf::A,afilado,beittur
644,stumpf::A,sin filo,bitlaus
645,schwer::A,pesado,þungur
646,schön::A,bello,fagur
647,schön::A,bello,fallegur
648,schön::A,hermoso,fagur
649,schön::A,hermoso,fallegur
650,heiß::A,caluroso,heitur
651,warm::A,cálido,hlýr
652,warm::A,cálido,heitur
653,warm::A,caliente,hlýr
654,warm::A,caliente,heitur
655,kalt::A,frío,kaldur
656,kühl::A,fresco,svalur
657,frisch::A,fresco,frískur
658,feucht::A,húmedo,rakur
659,feucht::A,húmedo,þvalur
660,nass::A,mojado,votur
661,nass::A,mojado,blautur
662,trocken::A,seco,þurr
663,voll::A,lleno,fullur
664,leer::A,vacío,tómur
665,offen::A,abierto,opinn
666,geschlossen::A,cerrado,lokaður
667,sauber::A,limpio,þrifinn
668,schmutzig::A,sucio,óhreinn
669,schmutzig::A,sucio,sóðalegur
670,roh::A,crudo,hrár
671,reif::A,maduro,þroskaður
672,lecker::A,rico,ljúffengur
673,lecker::A,sabroso,ljúffengur
674,süß::A,dulce,sætur
675,bitter::A,amargo,beiskur
676,sauer::A,agrio,súr
677,hell::A,claro,bjartur
678,dunkel::A,oscuro,dimmur
679,schwarz::A,negro,svartur
680,weiß::A,blanco,hvítur
681,rot::A,rojo,rauður
682,gelb::A,amarillo,gulur
683,blau::A,azul,blár
684,grün::A,verde,grænn
685,grau::A,gris,grár
686,bunt::A,multicolor,marglitur
687,billig::A,barato,ódýr
688,teuer::A,caro,dýr
689,wertvoll::A,valioso,verðmætur
690,wertvoll::A,precioso,verðmætur
691,blind::A,ciego,blindur
692,taub::A,sordo,heyrnarlaus
693,kräftig::A,fuerte,öflugur
694,stark::A,fuerte,sterkur
695,stark::A,vigoroso,sterkur
696,schwach::A,débil,veill
697,fett::A,obeso,feitur
698,schlank::A,esbelto,grannur
699,schlank::A,esbelto,spengilegur
700,hübsch::A,mono,snotur
701,hübsch::A,mono,laglegur
702,hübsch::A,guapo,snotur
703,hübsch::A,guapo,laglegur
704,böse::A,malo,illur
705,böse::A,malo,vondur
706,dumm::A,tonto,heimskur
707,dumm::A,estúpido,heimskur
708,faul::A,vago,latur
709,faul::A,perezoso,latur
710,fleißig::A,aplicado,iðinn
711,fleißig::A,diligente,iðinn
712,geizig::A,avaro,nískur
713,klug::A,sensato,hygginn
714,klug::A,inteligente,hygginn
715,geschickt::A,hábil,fimur
716,geschickt::A,hábil,laginn
717,lieb::A,querido,kær
718,lieb::A,querido,ljúfur
719,lustig::A,alegre,kátur
720,sanft::A,suave,blíður
721,hungrig::A,hambriento,soltinn
722,hungrig::A,hambriento,hungraður
723,krank::A,enfermo,sjúkur
724,nackt::A,desnudo,nakinn
725,traurig::A,triste,dapur
726,traurig::A,triste,hryggur
727,lebendig::A,vivo,lifandi
728,lebendig::A,viviente,lifandi
729,gut::A,bueno,góður
730,schlecht::A,malo,slæmur
731,schlecht::A,malo,lélegur
732,richtig::A,justo,réttur
733,richtig::A,correcto,réttur
734,schlimm::A,malo,slæmur
735,schlimm::A,grave,slæmur
736,wahr::A,verídico,sannur
737,wahr::A,verdadero,sannur
738,alt::A,viejo,gamall
739,neu::A,nuevo,nýr
740,ehemalig::A,antiguo,fyrrverandi
741,alt[Lebewesen]::A,viejo,gamall
742,jung::A,joven,ungur
743,arm::A,pobre,vesall
744,arm::A,pobre,fátækur
745,reich::A,rico,ríkur
746,reich::A,rico,auðugur
747,bekannt::A,conocido,kunnugur
748,berühmt::A,famoso,frægur
749,berühmt::A,célebre,frægur
750,fremd::A,extraño,framandi
751,fremd::A,extraño,ókunnugur
752,verschieden::A,diverso,ýmis
753,verschieden::A,distinto,ýmis
754,verschieden::A,diferente,ýmis
755,nah::A,cercano,nálægur
756,fern::A,lejano,fjarri
757,fern::A,lejano,fjarlægur
758,linker::A,izquierdo,vinstri
759,rechter::A,derecho,hægri
760,anderer::A,otro,annar
761,erster::A,primero,fyrsti
762,zweiter::A,segundo,annar
763,dritter::A,tercero,þriðji
764,letzter::A,último,síðasti
765,allein::ADV,a solo,einn
766,allein::ADV,a solo,aleinn
767,auf einmal::ADV,de una vez,allt í einu
768,zusammen::ADV,juntos,saman
769,lange::ADV,mucho tiempo,lengi
770,plötzlich::ADV,de repente,skyndilega
771,sofort::ADV,en seguida,strax
772,sofort::ADV,en seguida,þegar í stað
773,später::ADV,más tarde,seinna
774,jetzt::ADV,ahora,nú
775,jetzt::ADV,ahora,núna
776,heute::ADV,hoy,í dag
777,morgen::ADV,mañana,á morgun
778,bald::ADV,pronto,brátt
779,bald::ADV,pronto,bráðum
780,bald::ADV,en breve,brátt
781,bald::ADV,en breve,bráðum
782,dann::ADV,luego,svo
783,dann::ADV,luego,síðan
784,dann::ADV,entonces,svo
785,dann::ADV,entonces,síðan
786,gestern::ADV,ayer,í gær
787,einst::ADV,antaño,forðum
788,damals::ADV,entonces,þá
789,damals::ADV,entonces,á þeim tímum
790,danach::ADV,después,á eftir því
791,vorher::ADV,antes,áður
792,zuerst::ADV,primero,fyrst
793,einmal::ADV,una vez,einu sinni
794,manchmal::ADV,a veces,stundum
795,oft::ADV,a menudo,oft
796,oft::ADV,con frecuencia,oft
797,immer::ADV,siempre,alltaf
798,immer::ADV,siempre,sífellt
799,niemals::ADV,jamás,aldrei
800,hier::ADV,aquí,hér
801,hierhin::ADV,acá,hingað
802,von hier::ADV,desde aquí,héðan
803,dort::ADV,ahí,þar
804,dort::ADV,ahí,þarna
805,dort::ADV,allí,þar
806,dort::ADV,allí,þarna
807,dorthin::ADV,allí,þangað
808,dorthin::ADV,hacia allí,þangað
809,geradeaus::ADV,todo derecho,beint áfram
810,vorwärts::ADV,adelante,áfram
811,rückwärts::ADV,hacia atrás,aftur á bak
812,zurück::ADV,atrás,aftur
813,zurück::ADV,atrás,til baka
814,unten::ADV,abajo,niðri
815,unten::ADV,abajo,fyrir neðan
816,hinab::ADV,hacia abajo,niður
817,hinab::ADV,hacia abajo,niður eftir
818,oben::ADV,arriba,uppi
819,hinauf::ADV,hacia arriba,upp
820,hinauf::ADV,hacia arriba,upp eftir
821,überall::ADV,por todas partes,alls staðar
822,nicht::ADV,no,ekki
823,ein wenig::ADV,un poco,dálítið
824,kaum::ADV,apenas,varla
825,kaum::ADV,apenas,tæplega
826,sehr::ADV,muy,mjög
827,sehr::ADV,mucho,mjög
828,so::ADV,tan,svo
829,so::ADV,tan,þannig
830,noch::ADV,aún,enn
831,noch::ADV,aún,ennþá
832,noch::ADV,todavía,enn
