,Concept_ID,,fi
262,Erzählung::N,,tarina
263,Erzählung::N,,kertomus
264,Nachricht::N,,tieto
265,Nachricht::N,,ilmoitus
266,Neuigkeit::N,,uutinen
267,Name::N,,nimi
268,Rätsel::N,,arvoitus
269,Rede::N,,puhe
270,Sprache::N,,kieli
271,Stimme::N,,ääni
272,Wort::N,,sana
273,Zeichen::N,,merkki
274,Ruf::N,,kutsu
275,Lärm::N,,melu
276,Lärm::N,,hälinä
277,Laut::N,,ääni
278,Ton::N,,sävel
279,Lied::N,,laulu
280,Ruhe::N,,lepo
281,Ruhe::N,,rauha
282,Leute::N,,väki
283,Leute::N,,ihmiset
284,Volk::N,,kansa
285,Arbeit::N,,työ
286,Gast::N,,vieras
287,Geschenk::N,,lahja
288,Spiel::N,,peli
289,Spiel::N,,leikki
290,Gesellschaft::N,,seura
291,Hilfe::N,,apu
292,Freund::N,,ystävä
293,Kamerad::N,,toveri
294,Angelegenheit::N,,asia
295,Anzahl::N,,lukumäärä
296,Art::N,,laji
297,Stück::N,,pala
298,Stück::N,,kappale
299,Teil::N,,osa
300,Hälfte::N,,puoli
301,Kreis::N,,ympyrä
302,Kreuz::N,,risti
303,Linie::N,,viiva
304,Strich::N,,piirto
305,Abstand::N,,väli
306,Abstand::N,,väljyys
307,Entfernung::N,,etäisyys
308,Gegend::N,,seutu
309,Platz::N,,tila
310,Ort::N,,kohta
311,Ort::N,,paikka
312,Seite::N,,sivu
313,Seite::N,,kylki
314,Mitte::N,,keskus
315,Mitte::N,,puoliväli
316,Gegenstand::N,,kalu
317,Gegenstand::N,,esine
318,Sache::N,,asia
319,Rand::N,,ääri
320,Rand::N,,syrjä
321,Kante::N,,särmä
322,Ecke::N,,nurkka
323,Spitze::N,,terä
324,Spitze::N,,kärki
325,Ende::N,,pää
326,Ende::N,,perä
327,Loch::N,,kolo
328,Loch::N,,reikä
329,Winkel::N,,kulma
330,Muster::N,,kuvio
331,Größe::N,,koko
332,Größe::N,,suuruus
333,Länge::N,,pituus
334,Höhe::N,,korkeus
335,Gewicht::N,,paino
336,Menge::N,,määrä
337,Haufen::N,,kasa
338,Reihe::N,,rivi
339,Boot::N,,vene
340,Ruder::N,,airo
341,Schlitten::N,,reki
342,Schlitten::N,,kelkka
343,Ski::N,,suksi
344,Lagerfeuer::N,,nuotio
345,Last::N,,kuorma
346,Gang::N,,kulku
347,Gang::N,,käynti
348,Schritt::N,,askel
349,Norden::N,,pohjoinen
350,Süden::N,,etelä
351,Westen::N,,länsi
352,Osten::N,,itä
353,Holz::N,,puu
354,Brett::N,,lauta
355,Platte::N,,levy
356,Stütze::N,,noja
357,Stange::N,,tanko
358,Stock::N,,keppi
359,Stab::N,,sauva
360,Stab::N,,seiväs
361,Rohr::N,,putki
362,Haus::N,,talo
363,Heim::N,,koti
364,Ofen::N,,uuni
365,Fußboden::N,,lattia
366,Tisch::N,,pöytä
367,Stuhl::N,,tuoli
368,Wiege::N,,kehto
369,Bett::N,,sänky
370,Regal::N,,hylly
371,Kiste::N,,arkku
372,Kiste::N,,kirstu
373,Kiste::N,,laatikko
374,Fenster::N,,ikkuna
375,Tür::N,,ovi
376,Tor::N,,portti
377,Zaun::N,,aita
378,Dach::N,,katto
379,Leiter::N,,tikkaat
380,Leiter::N,,tikapuut
381,Besen::N,,luuta
382,Spaten::N,,lapio
383,Schaufel::N,,lapio
384,Gabel::N,,haarukka
385,Löffel::N,,lusikka
386,Messer::N,,veitsi
387,Nagel::N,,naula
388,Netz::N,,verkko
389,Haken::N,,haka
390,Haken::N,,koukku
391,Griff::N,,ripa
392,Griff::N,,kahva
393,Schloss::N,,lukko
394,Bild::N,,kuva
395,Figur::N,,kuvio
396,Puppe::N,,nukke
397,Beutel::N,,pussi
398,Bündel::N,,nippu
399,Bündel::N,,kimppu
400,Tasche::N,,laukku
401,Eimer::N,,sanko
402,Eimer::N,,ämpäri
403,Deckel::N,,kansi
404,Geschirr::N,,astia
405,Sack::N,,säkki
406,Tasse::N,,kuppi
407,Topf::N,,pata
408,Kessel::N,,kattila
409,Essen::N,,syönti
410,Nahrung::N,,ruoka
411,Nahrung::N,,ravinto
412,Speise::N,,ruoka
413,Fleisch::N,,liha
414,Getreide::N,,vilja
415,Brei::N,,puuro
416,Brot::N,,leipä
417,Scheibe::N,,viipale
418,Fett::N,,rasva
419,Butter::N,,voi
420,Öl::N,,öljy
421,Salz::N,,suola
422,Suppe::N,,keitto
423,Honig::N,,hunaja
424,Milch::N,,maito
425,Tee::N,,tee
426,Leder::N,,nahka
427,Wolle::N,,villa
428,Stoff::N,,kangas
429,Nadel::N,,neula
430,Faden::N,,lanka
431,Knopf::N,,nappi
432,Knoten::N,,solmu
433,Farbe::N,,maali
434,Kleidung::N,,vaatteet
435,Hemd::N,,paita
436,Kragen::N,,kaulus
437,Ärmel::N,,hiha
438,Hose::N,,housut
439,Gürtel::N,,vyö
440,Mütze::N,,lakki
441,Schuh::N,,kenkä
442,Stiefel::N,,saapas
443,Ring::N,,sormus
444,Band::N,,nauha
445,Kamm::N,,kampa
446,Spiegel::N,,peili
447,Riemen::N,,hihna
448,Schnur::N,,naru
449,Schnur::N,,nuora
450,Leine::N,,talutushihna
451,Decke::N,,peite
452,Kissen::N,,tyyny
453,Kissen::N,,pielus
454,Tuch::N,,huivi
455,Handtuch::N,,pyyheliina
456,Kraft::N,,väki
457,Kraft::N,,voima
458,Stärke::N,,vahvuus
459,Gesundheit::N,,terveys
460,Krankheit::N,,tauti
461,Krankheit::N,,sairaus
462,Schmerz::N,,kipu
463,Schmerz::N,,särky
464,Wunde::N,,haava
465,Fieber::N,,kuume
466,Arznei::N,,lääke
467,Brücke::N,,silta
468,Brunnen::N,,kaivo
469,Weide::N,,laidun
470,Pfad::N,,polku
471,Weg::N,,tie
472,Straße::N,,katu
473,Dorf::N,,kylä
474,Stadt::N,,kaupunki
475,Brief::N,,kirje
476,Buch::N,,kirja
477,Buchstabe::N,,kirjain
478,Zeitung::N,,lehti
479,Zeitung::N,,sanomalehti
480,Leben::N,,elo
481,Leben::N,,elämä
482,Tod::N,,kuolema
483,Grab::N,,hauta
484,Kirche::N,,kirkko
485,Sünde::N,,synti
486,Gott::N,,jumala
487,Arbeiter::N,,työläinen
488,Chef::N,,päällikkö
489,Meister::N,,mestari
490,Arzt::N,,lääkäri
491,Lehrer::N,,opettaja
492,Geld::N,,raha
493,Geschäft::N,,liike
494,Laden::N,,puoti
495,Laden::N,,kauppa
496,Preis::N,,hinta
497,Ware::N,,tavara
498,Nutzen::N,,hyöty
499,Reichtum::N,,rikkaus
500,Welt::N,,maailma
501,Land::N,,maa
502,Staat::N,,valtio
503,König::N,,kuningas
504,Macht::N,,mahti
505,Grenze::N,,raja
506,Krieg::N,,sota
507,Feind::N,,vihollinen
508,Gewalt::N,,väkivalta
509,Kampf::N,,taistelu
510,Bogen[Waffe]::N,,jousi
511,Pfeil::N,,nuoli
512,Gewehr::N,,kivääri
513,Fehler::N,,vika
514,Fehler::N,,virhe
515,Lüge::N,,valhe
516,Schaden::N,,vaurio
517,Schaden::N,,vahinko
518,Unglück::N,,vahinko
519,Unglück::N,,onnettomuus
520,Schuld::N,,syy
521,Alter::N,,ikä
522,Schluss::N,,loppu
523,Zeit::N,,aika
524,Tag::N,,päivä
525,Morgen::N,,aamu
526,Morgen::N,,huomen
527,Mittag::N,,keskipäivä
528,Abend::N,,ilta
529,Nacht::N,,yö
530,Woche::N,,viikko
531,Monat::N,,kuukausi
532,Jahr::N,,vuosi
533,Frühling::N,,kevät
534,Sommer::N,,kesä
535,Herbst::N,,syksy
536,Winter::N,,talvi
537,Januar::N,,tammikuu
538,Februar::N,,helmikuu
539,März::N,,maaliskuu
540,April::N,,huhtikuu
541,Mai::N,,toukokuu
542,Juni::N,,kesäkuu
543,Juli::N,,heinäkuu
544,August::N,,elokuu
545,September::N,,syyskuu
546,Oktober::N,,lokakuu
547,November::N,,marraskuu
548,Dezember::N,,joulukuu
549,Montag::N,,maanantai
550,Dienstag::N,,tiistai
551,Mittwoch::N,,keskiviikko
552,Donnerstag::N,,torstai
553,Freitag::N,,perjantai
554,Samstag::N,,lauantai
555,Sonntag::N,,sunnuntai
556,groß::A,,iso
557,groß::A,,suuri
558,klein::A,,pieni
559,lang::A,,pitkä
560,kurz::A,,lyhyt
561,breit::A,,leveä
562,schmal::A,,kapea
563,dicht::A,,taaja
564,dick[Gegenstand]::A,,paksu
565,dünn::A,,ohut
566,fein::A,,hieno
567,fest::A,,luja
568,flach::A,,litteä
569,flach::A,,tasainen
570,glatt::A,,sileä
571,glatt::A,,siloinen
572,hart::A,,kova
573,weich::A,,pehmeä
574,rund::A,,pyöreä
575,spitz::A,,terävä
576,scharf::A,,terävä
577,stumpf::A,,tylsä
578,schwer::A,,raskas
579,schwer::A,,painava
580,schön::A,,kaunis
581,heiß::A,,kuuma
582,warm::A,,lämmin
583,kalt::A,,kylmä
584,kalt::A,,viluinen
585,kühl::A,,viileä
586,frisch::A,,tuore
587,feucht::A,,kostea
588,nass::A,,märkä
589,trocken::A,,kuiva
590,voll::A,,täysi
591,leer::A,,tyhjä
592,offen::A,,avonainen
593,geschlossen::A,,suljettu
594,sauber::A,,puhdas
595,schmutzig::A,,likainen
596,roh::A,,raaka
597,reif::A,,kypsä
598,lecker::A,,herkullinen
599,süß::A,,makea
600,bitter::A,,karvas
601,bitter::A,,kitkerä
602,sauer::A,,hapan
603,hell::A,,kirkas
604,hell::A,,valoisa
605,dunkel::A,,pimeä
606,schwarz::A,,musta
607,weiß::A,,valkea
608,rot::A,,punainen
609,gelb::A,,keltainen
610,blau::A,,sininen
611,grün::A,,vihreä
612,grau::A,,harmaa
613,bunt::A,,kirjava
614,billig::A,,halpa
615,billig::A,,huokea
616,teuer::A,,kallis
617,wertvoll::A,,arvokas
618,blind::A,,sokea
619,taub::A,,kuuro
620,kräftig::A,,väkevä
621,kräftig::A,,voimakas
622,stark::A,,vahva
623,schwach::A,,heikko
624,fett::A,,lihava
625,schlank::A,,hoikka
626,schlank::A,,solakka
627,hübsch::A,,soma
628,hübsch::A,,sievä
629,böse::A,,paha
630,böse::A,,häijy
631,dumm::A,,tyhmä
632,dumm::A,,typerä
633,faul::A,,laiska
634,fleißig::A,,ahkera
635,geizig::A,,saita
636,klug::A,,älykäs
637,geschickt::A,,taitava
638,lieb::A,,rakas
639,lustig::A,,hauska
640,lustig::A,,iloinen
641,sanft::A,,lauha
642,sanft::A,,lempeä
643,hungrig::A,,nälkäinen
644,krank::A,,sairas
645,nackt::A,,alaston
646,traurig::A,,surullinen
647,traurig::A,,murheellinen
648,lebendig::A,,elävä
649,gut::A,,hyvä
650,schlecht::A,,paha
651,schlecht::A,,huono
652,richtig::A,,oikea
653,schlimm::A,,paha
654,wahr::A,,tosi
655,alt::A,,vanha
656,neu::A,,uusi
657,ehemalig::A,,entinen
658,ehemalig::A,,muinainen
659,alt[Lebewesen]::A,,vanha
660,jung::A,,nuori
661,arm::A,,köyhä
662,reich::A,,rikas
663,bekannt::A,,tuttu
664,bekannt::A,,tunnettu
665,berühmt::A,,kuuluisa
666,fremd::A,,vieras
667,verschieden::A,,eri
668,verschieden::A,,erilainen
669,nah::A,,läheinen
670,fern::A,,etäinen
671,linker::A,,vasen
672,rechter::A,,oikea
673,anderer::A,,muu
674,anderer::A,,toinen
675,erster::A,,ensimmäinen
676,zweiter::A,,toinen
677,dritter::A,,kolmas
678,letzter::A,,viimeinen
679,allein::ADV,,yksin
680,auf einmal::ADV,,yhdellä kertaa
681,zusammen::ADV,,yhdessä
682,lange::ADV,,kauan
683,lange::ADV,,pitkään
684,plötzlich::ADV,,äkkiä
685,sofort::ADV,,heti
686,später::ADV,,myöhemmin
687,jetzt::ADV,,nyt
688,heute::ADV,,tänään
689,morgen::ADV,,huomenna
690,bald::ADV,,pian
691,dann::ADV,,sitten
692,gestern::ADV,,eilen
693,einst::ADV,,aikanaan
694,damals::ADV,,silloin
695,damals::ADV,,siihen aikaan
696,danach::ADV,,sen jälkeen
697,vorher::ADV,,ennen
698,zuerst::ADV,,ensin
699,zuerst::ADV,,ensiksi
700,einmal::ADV,,kerran
701,manchmal::ADV,,joskus
702,oft::ADV,,usein
703,immer::ADV,,aina
704,niemals::ADV,,ei koskaan
705,hier::ADV,,tässä
706,hier::ADV,,täällä
707,hierhin::ADV,,tähän
708,von hier::ADV,,tästä
709,von hier::ADV,,täältä
710,dort::ADV,,siinä
711,dort::ADV,,siellä
712,dorthin::ADV,,sinne
713,dorthin::ADV,,tuonne
714,geradeaus::ADV,,suoraan
715,vorwärts::ADV,,eteenpäin
716,rückwärts::ADV,,taaksepäin
717,zurück::ADV,,takaisin
718,unten::ADV,,alhaalla
719,hinab::ADV,,alas
720,oben::ADV,,ylhäällä
721,hinauf::ADV,,ylös
722,überall::ADV,,kaikkialla
723,nicht::ADV,,ei
724,ein wenig::ADV,,vähän
725,kaum::ADV,,tuskin
726,sehr::ADV,,kovin
727,sehr::ADV,,oikein
728,so::ADV,,näin
729,noch::ADV,,vielä
730,nur::ADV,,vain
731,nur::ADV,,ainoastaan
732,schon::ADV,,jo
733,wieder::ADV,,taas
734,wieder::ADV,,jälleen
735,vergebens::ADV,,turhaan
736,vor::PRP,,edessä
737,hinter::PRP,,takana
738,unter::PRP,,alla
739,durch::PRP,,läpi
740,durch::PRP,,kautta
741,neben::PRP,,vieressä
742,zwischen::PRP,,välillä
743,wegen::PRP,,takia
744,wegen::PRP,,vuoksi
745,dies::PRN,,tämä
746,das::PRN,,se
747,alles::PRN,,kaikki
748,ich::PRN,,minä
749,du::PRN,,sinä
750,er::PRN,,hän
751,wir::PRN,,me
752,ihr::PRN,,te
753,sie::PRN,,he
754,was::FPRN,,mikä
755,wer::FPRN,,ken
756,wer::FPRN,,kuka
757,wo::FADV,,missä
758,wohin::FADV,,mihin
759,wie::FADV,,miten
760,wie::FADV,,kuinka
761,warum::FADV,,miksi
762,wieviel::FNUM,,paljonko
763,wieviel::FNUM,,kuinka paljon
764,eins::NUM,,yksi
765,zwei::NUM,,kaksi
766,drei::NUM,,kolme
767,vier::NUM,,neljä
768,fünf::NUM,,viisi
769,sechs::NUM,,kuusi
770,sieben::NUM,,seitsemän
771,acht::NUM,,kahdeksan
772,neun::NUM,,yhdeksän
773,zehn::NUM,,kymmenen
774,elf::NUM,,yksitoista
775,zwölf::NUM,,kaksitoista
776,zwanzig::NUM,,kaksikymmentä
777,dreißig::NUM,,kolmekymmentä
778,vierzig::NUM,,neljäkymmentä
779,fünfzig::NUM,,viisikymmentä
780,sechzig::NUM,,kuusikymmentä
781,siebzig::NUM,,seitsemänkymmentä
782,achtzig::NUM,,kahdeksankymmentä
783,neunzig::NUM,,yhdeksänkymmentä
784,hundert::NUM,,sata
785,tausend::NUM,,tuhat
786,und::CNJ,,ja
787,oder::CNJ,,tai
788,stehen::V,,seisoa
789,sitzen::V,,istua
790,liegen::V,,maata
791,hängen::V,,riippua
792,werden::V,,tulla
793,werden::V,,joutua
794,passieren::V,,sattua
795,passieren::V,,tapahtua
796,beginnen::V,,alkaa
797,enden::V,,loppua
798,enden::V,,päättyä
799,wechseln::V,,vaihtua
800,wechseln::V,,vaihdella
801,aufgehen[Sonne]::V,,nousta
802,untergehen[Sonne]::V,,laskea
803,scheinen[Sonne]::V,,paistaa
804,donnern::V,,jyristä
805,wehen::V,,tuulla
806,wehen::V,,puhaltaa
807,strömen::V,,virrata
808,fließen::V,,valua
809,fließen::V,,juosta
810,sich drehen::V,,pyöriä
811,schwanken::V,,horjua
812,schwingen::V,,heilua
813,schwingen::V,,värähdellä
814,fallen::V,,pudota
815,fallen::V,,langeta
816,brennen::V,,palaa
817,rauchen::V,,savuta
818,regnen::V,,sataa
819,gefrieren::V,,jäätyä
820,tauen::V,,sulaa
821,schmelzen::V,,sulaa
822,trocknen::V,,kuivua
823,sieden::V,,kiehua
824,faulen::V,,mädätä
825,verfaulen::V,,mädätä
826,verfaulen::V,,mädäntyä
827,reißen::V,,revetä
828,versinken::V,,upota
829,versinken::V,,vajota
830,vergehen::V,,kulua
831,erscheinen::V,,ilmestyä
832,verschwinden::V,,kadota
833,sinken::V,,vajota
834,abnehmen::V,,vähetä
835,zunehmen::V,,kasvaa
836,zunehmen::V,,lisääntyä
837,steigen::V,,nousta
838,wachsen::V,,kasvaa
839,glänzen::V,,kiiltää
840,funkeln::V,,kipinöidä
841,lärmen::V,,meluta
842,läuten::V,,soida
843,klingeln::V,,soida
844,klirren::V,,kalista
845,brausen::V,,kohista
846,rauschen::V,,kohista
847,klingen::V,,soida
848,bellen::V,,haukkua
849,heulen::V,,ulvoa
850,blasen::V,,puhaltaa
851,pfeifen::V,,viheltää
852,schreien::V,,kirkua
853,stöhnen::V,,voihkia
854,zittern::V,,vapista
855,leben::V,,elää
856,geboren werden::V,,syntyä
857,atmen::V,,hengittää
858,trinken::V,,juoda
859,essen::V,,syödä
860,schlucken::V,,niellä
861,müde werden::V,,uupua
862,einschlafen::V,,uinahtaa
863,schlafen::V,,maata
864,schlafen::V,,nukkua
865,aufwachen::V,,herätä
866,aufstehen::V,,nousta
867,aufstehen::V,,nousta ylös
868,sich erholen::V,,levätä
869,krank werden::V,,sairastua
870,krank sein::V,,potea
871,krank sein::V,,sairastaa
872,schmerzen::V,,särkeä
873,schmerzen::V,,kivistää
874,husten::V,,yskiä
875,genesen::V,,toipua
876,sterben::V,,kuolla
877,umkommen::V,,saada surmansa
878,umkommen::V,,kuolla
879,sich bewegen::V,,liikkua
880,sich rühren::V,,liikahtaa
881,sich erheben::V,,nousta
882,sich setzen::V,,istuutua
883,hinfallen::V,,kaatua
884,laufen::V,,kävellä
885,schreiten::V,,astua
886,schreiten::V,,astella
887,spazierengehen::V,,kävellä
888,eilen::V,,kiirehtiä
889,sich beeilen::V,,kiirehtiä
890,sich beeilen::V,,olla kiireissään
891,sausen::V,,rynnätä
892,sausen::V,,viilettää
893,rennen::V,,juosta
894,springen::V,,hypätä
895,klettern::V,,kiivetä
896,schaukeln::V,,kiikkua
897,kriechen::V,,ryömiä
898,schwimmen::V,,uida
899,tauchen::V,,sukeltaa
900,rudern::V,,soutaa
901,fahren::V,,ajaa
902,fahren::V,,kulkea
903,fliegen::V,,lentää
904,gehen::V,,käydä
905,weggehen::V,,lähteä
906,weggehen::V,,poistua
907,abfahren::V,,lähteä
908,anhalten::V,,pysähtyä
909,anhalten::V,,seisahtua
910,hineingehen::V,,mennä sisään
911,eintreten::V,,astua sisään
912,kommen::V,,tulla
913,ankommen::V,,saapua
914,zurückkommen::V,,palata
915,bleiben::V,,jäädä
916,bleiben::V,,viipyä
917,warten::V,,odottaa
918,erwarten::V,,odottaa
919,suchen::V,,etsiä
920,finden::V,,löytää
921,versuchen::V,,yrittää
922,vorbereiten::V,,valmistaa
923,lieben::V,,pitää
924,lieben::V,,rakastaa
925,mögen::V,,pitää
926,mögen::V,,tykätä
927,lachen::V,,nauraa
928,rühren::V,,liikuttaa
929,weinen::V,,itkeä
930,schimpfen::V,,haukkua
931,sich ärgern::V,,suuttua
932,sich fürchten::V,,pelätä
933,fürchten::V,,pelätä
934,fliehen::V,,paeta
935,flüchten::V,,paeta
936,sehen::V,,nähdä
937,anschauen::V,,katsoa
938,ansehen::V,,katsoa
939,hören::V,,kuulla
940,zuhören::V,,kuunnella
941,probieren::V,,maistaa
942,riechen::V,,haistaa
943,fühlen::V,,tuntea
944,scheinen::V,,tuntua
945,zu sehen sein::V,,näkyä
946,vernehmen::V,,kuulla
947,frieren::V,,palella
948,tun::V,,tehdä
949,können::V,,osata
950,wollen::V,,tahtoa
951,anfangen::V,,ruveta
952,anfangen::V,,aloittaa
953,beenden::V,,lopettaa
954,aufhören::V,,loppua
955,gelingen::V,,onnistua
956,geraten::V,,sujua
957,geraten::V,,joutua
958,öffnen::V,,avata
959,öffnen::V,,aukaista
960,schließen::V,,sulkea
961,stellen::V,,panna
962,stellen::V,,asettaa
963,setzen::V,,panna
964,setzen::V,,istuttaa
965,legen::V,,panna
966,legen::V,,asettaa
967,berühren::V,,koskea
968,berühren::V,,koskettaa
969,verbinden::V,,liittää
970,verbinden::V,,yhdistää
971,bedecken::V,,kattaa
972,bedecken::V,,peittää
973,aufhängen::V,,ripustaa
974,anzünden::V,,sytyttää
975,aufheben::V,,ylös nostaa
976,aufheben::V,,nostaa
977,zurücklassen::V,,jättää
