,Concept_ID,ja,da
861,klettern::V,よじ登る,klatre
862,schaukeln::V,ぶらんこに乗る,gynge
863,kriechen::V,這う,krybe
864,schwimmen::V,泳ぐ,svømme
865,tauchen::V,潜る,dykke
866,rudern::V,漕ぐ,ro
867,fahren::V,行く,køre
868,fahren::V,乗車する,køre
869,fliegen::V,飛ぶ,flyve
870,gehen::V,行く,gå
871,weggehen::V,立ち去る,gå bort
872,abfahren::V,出発する,køre bort
873,anhalten::V,止まる,standse
874,hineingehen::V,入る,gå ind
875,eintreten::V,中に入る,træde ind
876,kommen::V,来る,komme
877,ankommen::V,着く,ankomme
878,ankommen::V,到着する,ankomme
879,zurückkommen::V,帰る,komme tilbage
880,bleiben::V,留まる,blive
881,bleiben::V,留まる,forblive
882,warten::V,待つ,vente
883,erwarten::V,期待する,vente
884,erwarten::V,期待する,afvente
885,suchen::V,探る,søge
886,finden::V,見つける,finde
887,versuchen::V,試す,forsøge
888,vorbereiten::V,準備する,forberede
889,lieben::V,愛する,elske
890,mögen::V,好きである,holde af
891,mögen::V,好きである,kunne lide
892,lachen::V,笑う,le
893,rühren::V,感情を動かす,røre
894,weinen::V,泣く,græde
895,schimpfen::V,叱る,skænde
896,sich ärgern::V,怒る,ærgre sig
897,sich ärgern::V,腹を立てる,ærgre sig
898,sich fürchten::V,怖がる,være bange
899,fürchten::V,恐れる,være bange for
900,fliehen::V,逃げる,flygte
901,flüchten::V,逃亡する,flygte
902,sehen::V,見る,se
903,anschauen::V,眺める,se på
904,anschauen::V,眺める,betragte
905,ansehen::V,見る,anse
906,hören::V,聞く,høre
907,zuhören::V,聴く,høre til
908,probieren::V,食べてみる,smage
909,probieren::V,食べてみる,smage på
910,riechen::V,気取る,lugte
911,fühlen::V,感じる,føle
912,scheinen::V,ように見える,synes
913,zu sehen sein::V,見える,synes
914,vernehmen::V,承る,erfare
915,frieren::V,寒気がする,fryse
916,tun::V,する,gøre
917,können::V,出来る,kunne
918,wollen::V,-たい,ville
919,anfangen::V,始める,begynde
920,beenden::V,終える,afslutte
921,aufhören::V,止める,ophøre
922,aufhören::V,止める,holde op
923,gelingen::V,成功する,lykkes
924,geraten::V,当たる,blive
925,öffnen::V,開く,åbne
926,öffnen::V,開ける,åbne
927,schließen::V,閉める,lukke
928,stellen::V,置く,stille
929,stellen::V,据える,stille
930,setzen::V,座らせる,sætte
931,legen::V,置く,lægge
932,berühren::V,触る,berøre
933,berühren::V,触れる,berøre
934,verbinden::V,結びつける,forbinde
935,bedecken::V,覆う,dække
936,bedecken::V,覆う,bedække
937,aufhängen::V,掛ける,hænge
938,aufhängen::V,掛ける,hænge op
939,anzünden::V,燃やす,tænde
940,anzünden::V,燃やす,antænde
941,anzünden::V,火をつける,tænde
942,anzünden::V,火をつける,antænde
943,aufheben::V,拾う,løfte
944,aufheben::V,拾う,tage op
945,zurücklassen::V,残す,lade tilbage
946,verlieren::V,無くす,miste
947,fallen lassen::V,落とす,tabe
948,fallen lassen::V,落とす,droppe
949,machen::V,作る,gøre
950,herstellen::V,製造する,fremstille
951,bauen::V,建設する,bygge
952,reparieren::V,直す,reparere
953,reparieren::V,修理する,reparere
954,verbessern::V,改良する,rette
955,verbessern::V,改良する,forbedre
956,ändern::V,変える,ændre
957,graben::V,掘る,grave
958,beugen::V,折る,bøje
959,biegen::V,曲げる,bøje
960,drehen::V,回す,dreje
961,wenden::V,裏返す,vende
962,umdrehen::V,裏返す,dreje om
963,heben::V,挙げる,hæve
964,hochheben::V,持ち上げる,løfte
965,ergreifen::V,取り上げる,gribe fat i
966,halten::V,持つ,holde
967,drücken::V,押す,trykke
968,schieben::V,ずらす,skyde
969,schieben::V,ずらす,skubbe
970,kratzen::V,引っ掻く,klø
971,kratzen::V,引っ掻く,kradse
972,lecken::V,なめる,slikke
973,beißen::V,噛む,bide
974,abreißen::V,剝ぎ取る,rive af
975,abschneiden::V,切り取る,skære af
976,binden::V,縛る,binde
977,stecken::V,差し込む,stikke
978,brechen::V,破る,brække
979,klopfen::V,とんとん叩く,banke
980,hauen::V,叩く,hugge
981,kleben::V,貼る,klistre
982,kleben::V,くっ付ける,klistre
983,reiben::V,擦る,gnide
984,streichen::V,塗る,smøre
985,schleifen::V,研ぐ,slibe
986,schneiden::V,切る,skære
987,schneiden::V,切る,klippe
988,rütteln::V,揺さぶる,ruske
989,schütteln::V,振る,ryste
990,schütteln::V,揺さぶる,ryste
991,schwenken::V,振る,svinge
992,schütten::V,注ぐ,hælde
993,füllen::V,いっぱいにする,fylde
994,einwickeln::V,包む,pakke ind
995,tragen::V,運ぶ,bære
996,schleppen::V,引きずる,slæbe
997,ziehen::V,引く,trække
998,aufbewahren::V,預かる,opbevare
999,werfen::V,投げる,kaste
1000,fangen::V,受ける,fange
1001,packen::V,掴む,gribe
1002,verstecken::V,隠す,gemme
1003,teilen::V,分ける,dele
1004,schicken::V,送る,sende
1005,bringen::V,持って行く,bringe
1006,hinzufügen::V,加える,tilføje
1007,bekommen::V,得る,få
1008,erhalten::V,受ける,få
1009,nehmen::V,取る,tage
1010,wählen::V,選ぶ,vælge
1011,auswählen::V,選ぶ,udvælge
1012,bewahren::V,保存する,bevare
1013,behindern::V,妨害する,hindre
1014,behindern::V,妨害する,forhindre
1015,verderben::V,台無しにする,ødelægge
1016,beschädigen::V,損傷する,beskadige
1017,zerbrechen::V,割る,brække itu
1018,zerreißen::V,引き裂く,rive itu
1019,zerstören::V,破壊する,ødelægge
1020,verbrennen::V,焼く,brænde
1021,geben::V,上げる,give
1022,reichen::V,渡す,række
1023,schenken::V,贈る,forære
1024,versprechen::V,約束する,love
1025,wünschen::V,望む,ønske
1026,loben::V,褒める,rose
1027,küssen::V,キスする,kysse
1028,wiegen::V,揺する,vugge
1029,zudecken::V,覆う,dække til
1030,wecken::V,起こす,vække
1031,zeigen::V,見せる,vise
1032,führen::V,案内する,føre
1033,lehren::V,教える,lære
1034,unterrichten::V,通知する,undervise
1035,aufziehen::V,育てる,opdrage
1036,leiten::V,導く,lede
1037,antreiben::V,励ます,skynde på
1038,lassen::V,～させる,få til at
1039,einladen::V,誘う,indbyde
1040,einladen::V,誘う,invitere
1041,einladen::V,招待する,indbyde
1042,einladen::V,招待する,invitere
1043,vereinigen::V,一つにする,forene
1044,besuchen::V,訪ねる,besøge
1045,treffen::V,出会う,møde
1046,sich versammeln::V,集まる,forsamles
1047,spielen::V,遊ぶ,lege
1048,spielen::V,遊ぶ,spille
1049,singen::V,歌う,synge
1050,tanzen::V,踊る,danse
1051,sich trennen::V,別れる,skilles
1052,verlassen::V,別れる,forlade
1053,retten::V,救う,redde
1054,retten::V,助ける,redde
1055,bewachen::V,見張る,bevogte
1056,bewachen::V,軽微する,bevogte
1057,schützen::V,保護する,skærme
1058,schützen::V,保護する,beskytte
1059,verteidigen::V,守る,forsvare
1060,sich schlagen::V,殴る,slås
1061,schießen::V,撃つ,skyde
1062,siegen::V,勝つ,sejre
1063,ärgern::V,怒らせる,ærgre
1064,schlagen::V,殴る,slå
1065,treten::V,蹴る,sparke
1066,stechen::V,突く,stikke
1067,stoßen::V,突く,støde
1068,stehlen::V,盗る,stjæle
1069,stören::V,構う,forstyrre
1070,belästigen::V,邪魔する,genere
1071,belästigen::V,邪魔する,ulejlige
1072,verbergen::V,隠す,skjule
1073,täuschen::V,だます,villede
1074,betrügen::V,だます,bedrage
1075,töten::V,殺す,dræbe
1076,wohnen::V,住む,bo
1077,arbeiten::V,働く,arbejde
1078,sammeln::V,集める,samle
1079,sammeln::V,収集する,samle
1080,pflücken::V,摘む,plukke
1081,jagen::V,狩りをする,jage
1082,fischen::V,釣る,fiske
1083,fassen::V,捕る,fange
1084,hüten::V,放牧する,vogte
1085,treiben::V,追う,drive
1086,anbinden::V,繋ぐ,binde fast
1087,füttern::V,餌をやる,fodre
1088,melken::V,搾乳する,malke
1089,hacken::V,刻む,hakke
1090,gießen::V,水をやる,hælde
1091,reifen::V,熟す,modne
1092,zubereiten::V,調理する,tilberede
1093,kochen::V,煮る,koge
1094,backen::V,焼く,bage
1095,braten::V,焼く,stege
1096,braten::V,炒める,stege
1097,umrühren::V,混ぜる,røre om
1098,stricken::V,編む,strikke
1099,nähen::V,縫う,sy
1100,färben::V,染める,farve
1101,reinigen::V,掃除する,rense
1102,reinigen::V,掃除する,gøre ren
1103,waschen::V,洗う,vaske
1104,waschen::V,洗濯する,vaske
1105,abwischen::V,拭く,tørre af
1106,spülen::V,洗う,skylle
1107,spülen::V,すすぐ,skylle
1108,fegen::V,掃除する,feje
1109,kehren::V,掃く,feje
1110,baden::V,入浴する,bade
1111,sich waschen::V,洗う,vaske sig
1112,ausziehen::V,脱ぐ,tage af
1113,anziehen::V,着る,tage på
1114,sich anziehen::V,着る,klæde sig på
1115,kämmen::V,梳く,rede
1116,kämmen::V,梳く,frisere
1117,schmücken::V,飾る,pynte
1118,schmücken::V,飾る,smykke
1119,sagen::V,言う,sige
1120,sprechen::V,話す,snakke
1121,reden::V,話す,tale
1122,reden::V,話す,snakke
1123,sich unterhalten::V,話をする,snakke sammen
1124,fragen::V,聞く,spørge
1125,bitten::V,頼む,bede
1126,bitten::V,お願いする,bede
1127,erzählen::V,物語る,berette
1128,erzählen::V,物語る,fortælle
1129,mitteilen::V,伝える,meddele
1130,nennen::V,名づける,nævne
1131,rufen::V,呼ぶ,råbe
1132,prahlen::V,自慢する,prale
1133,übersetzen::V,訳す,oversætte
1134,denken::V,考える,tænke
1135,glauben::V,信じる,tro
1136,bemerken::V,気が付く,bemærke
1137,bemerken::V,気が付く,lægge mærke til
1138,erkennen::V,認識する,genkende
1139,begreifen::V,分かる,begribe
1140,verstehen::V,聞き取る,forstå
1141,lernen::V,学ぶ,lære
1142,lernen::V,勉強する,lære
1143,wissen::V,知っている,vide
1144,sich erinnern an::V,思い出す,mindes
1145,sich erinnern an::V,思い出す,huske på
1146,vergessen::V,忘れる,glemme
1147,messen::V,計る,måle
1148,messen::V,測定する,måle
1149,zählen::V,数える,tælle
1150,rechnen::V,計算する,regne
1151,lesen::V,読む,læse
1152,malen::V,描く,male
1153,zeichnen::V,写生する,tegne
1154,schreiben::V,書く,skrive
1155,besitzen::V,所持する,eje
1156,besitzen::V,所持する,besidde
1157,kaufen::V,買う,købe
1158,verkaufen::V,売る,sælge
1159,bezahlen::V,払う,betale
1160,zahlen::V,支払う,betale
1161,beherrschen::V,支配する,beherske
1162,ertragen::V,耐える,tåle
1163,ertragen::V,耐える,udholde
