,Concept_ID,bg,be
298,Geschenk::N,дар,падарунак
299,Geschenk::N,подарък,падарунак
300,Spiel::N,игра,гульня
301,Gesellschaft::N,общество,таварыства
302,Hilfe::N,помощ,дапамога
303,Freund::N,приятел,друг
304,Freund::N,приятел,сябар
305,Kamerad::N,другар,прыяцель
306,Angelegenheit::N,работа,справа
307,Anzahl::N,брой,колькасць
308,Anzahl::N,количество,колькасць
309,Art::N,вид,від
310,Stück::N,къс,кусок
311,Stück::N,къс,кавалак
312,Stück::N,парче,кусок
313,Stück::N,парче,кавалак
314,Teil::N,дял,частка
315,Teil::N,част,частка
316,Hälfte::N,половина,палова
317,Hälfte::N,половина,палавіна
318,Kreis::N,кръг,круг
319,Kreuz::N,кръст,крыж
320,Linie::N,черта,лінія
321,Strich::N,щрих,рыса
322,Strich::N,черта,рыса
323,Abstand::N,дистанция,прамежак
324,Abstand::N,разстояние,прамежак
325,Entfernung::N,разстояние,адлегласць
326,Gegend::N,местност,мясцовасць
327,Platz::N,място,месца
328,Ort::N,място,месца
329,Seite::N,страна,бок
330,Mitte::N,среда,сярэдзіна
331,Gegenstand::N,предмет,прадмет
332,Sache::N,вещ,рэч
333,Rand::N,ръб,край
334,Kante::N,ръб,руб
335,Kante::N,ръб,кант
336,Kante::N,кант,руб
337,Kante::N,кант,кант
338,Ecke::N,ъгъл,вугал
339,Spitze::N,връх,кончык
340,Spitze::N,острие,кончык
341,Ende::N,край,канец
342,Loch::N,дупка,дзірка
343,Winkel::N,кът,вугал
344,Winkel::N,ъгъл,вугал
345,Muster::N,десен,узор
346,Muster::N,образец,узор
347,Größe::N,големина,памер
348,Länge::N,дължина,даўжыня
349,Höhe::N,висота,вышыня
350,Höhe::N,височина,вышыня
351,Gewicht::N,тегло,вага
352,Gewicht::N,тежест,вага
353,Menge::N,количество,колькасць
354,Haufen::N,куп,куча
355,Haufen::N,грамада,куча
356,Reihe::N,ред,рад
357,Reihe::N,редица,рад
358,Boot::N,лодка,лодка
359,Ruder::N,весло,вясло
360,Ruder::N,гребло,вясло
361,Schlitten::N,шейна,сані
362,Ski::N,ски,лыжа
363,Lagerfeuer::N,огнище,вогнішча
364,Last::N,товар,цяжар
365,Gang::N,ход,ход
366,Gang::N,вървеж,ход
367,Schritt::N,стъпка,шаг
368,Schritt::N,стъпка,крок
369,Norden::N,север,поўнач
370,Süden::N,юг,поўдзень
371,Westen::N,запад,захад
372,Osten::N,изток,усход
373,Holz::N,дърво,дрэва
374,Holz::N,дърво,драўніна
375,Brett::N,дъска,дошка
376,Stange::N,прът,жэрдка
377,Stange::N,върлина,жэрдка
378,Stock::N,прът,палка
379,Stock::N,тояга,палка
380,Stab::N,прът,шост
381,Rohr::N,цев,труба
382,Rohr::N,тръба,труба
383,Haus::N,къща,дом
384,Heim::N,дом,дом
385,Heim::N,дом,хата
386,Ofen::N,печка,печ
387,Fußboden::N,под,падлога
388,Tisch::N,маса,стол
389,Stuhl::N,стол,стул
390,Stuhl::N,стол,крэсла
391,Wiege::N,люлка,калыска
392,Bett::N,легло,ложак
393,Bett::N,легло,пасцель
394,Bett::N,креват,ложак
395,Bett::N,креват,пасцель
396,Regal::N,рафт,паліца
397,Regal::N,етажерка,паліца
398,Kiste::N,кутия,скрынка
399,Kiste::N,сандък,скрынка
400,Fenster::N,прозорец,акно
401,Tür::N,врата,дзверы
402,Tor::N,врата,вароты
403,Zaun::N,ограда,агароджа
404,Dach::N,покрив,дах
405,Leiter::N,стълба,лесвіца
406,Besen::N,метла,мятла
407,Spaten::N,лопата,лапата
408,Spaten::N,лопата,жалязняк
409,Schaufel::N,лопата,шуфлік
410,Schaufel::N,лопата,лапатка
411,Gabel::N,вилица,відэлец
412,Löffel::N,лъжица,лыжка
413,Messer::N,нож,нож
414,Nagel::N,гвоздей,цвік
415,Netz::N,мрежа,сетка
416,Haken::N,кука,крук
417,Haken::N,закачалка,крук
418,Griff::N,ръчка,ручка
419,Griff::N,дръжка,ручка
420,Schloss::N,брава,замок
421,Schloss::N,ключалка,замок
422,Bild::N,картина,карціна
423,Figur::N,фигура,фігура
424,Puppe::N,кукла,лялька
425,Beutel::N,кесия,мяшок
426,Bündel::N,връзка,вязка
427,Tasche::N,чанта,торба
428,Eimer::N,кофа,вядро
429,Deckel::N,капак,накрыўка
430,Deckel::N,похлупак,накрыўка
431,Geschirr::N,съдове,пасуда
432,Sack::N,чувал,мех
433,Tasse::N,чаша,кубак
434,Topf::N,гърне,каструля
435,Topf::N,тенджера,каструля
436,Kessel::N,котел,кацёл
437,Essen::N,ядене,ежа
438,Nahrung::N,храна,харч
439,Speise::N,ястие,страва
440,Fleisch::N,месо,мяса
441,Getreide::N,зърнено храни,збожжа
442,Brei::N,каша,каша
443,Brot::N,хляб,хлеб
444,Scheibe::N,резен,луста
445,Scheibe::N,резен,скібка
446,Fett::N,мазнина,тлушч
447,Butter::N,масло,масла
448,Öl::N,олио,алей
449,Öl::N,оливия,алей
450,Salz::N,сол,соль
451,Suppe::N,супа,суп
452,Honig::N,мед,мёд
453,Milch::N,мляко,малако
454,Tee::N,чай,чай
455,Tee::N,чай,гарбата
456,Leder::N,кожа,скура
457,Wolle::N,вълна,воўна
458,Stoff::N,плат,тканіна
459,Stoff::N,материал,тканіна
460,Nadel::N,игла,іголка
461,Faden::N,конец,нітка
462,Knopf::N,копче,гузік
463,Knoten::N,възел,вузел
464,Farbe::N,боя,фарба
465,Kleidung::N,дрехи,адзенне
466,Kleidung::N,облекло,адзенне
467,Hemd::N,риза,кашуля
468,Kragen::N,яка,каўнер
469,Ärmel::N,ръкав,рукаў
470,Hose::N,панталони,штаны
471,Gürtel::N,пояс,пояс
472,Gürtel::N,колан,пояс
473,Mütze::N,каскет,шапка
474,Mütze::N,фуражка,шапка
475,Schuh::N,обувка,чаравік
476,Stiefel::N,ботуш,бот
477,Ring::N,пръстен,кольца
478,Band::N,лента,стужка
479,Band::N,връзка,стужка
480,Kamm::N,гребен,расчоска
481,Spiegel::N,огледало,люстра
482,Riemen::N,каиш,рэмень
483,Riemen::N,ремък,рэмень
484,Schnur::N,връв,вяроўка
485,Leine::N,връв,павадок
486,Leine::N,въже,павадок
487,Decke::N,покривка,коўдра
488,Kissen::N,възглавница,падушка
489,Tuch::N,сукно,хустка
490,Handtuch::N,пешкир,ручнік
491,Handtuch::N,кърпа за лице,ручнік
492,Kraft::N,мощ,сіла
493,Kraft::N,сила,сіла
494,Stärke::N,сила,моц
495,Gesundheit::N,здраве,здароўе
496,Krankheit::N,болест,хвароба
497,Schmerz::N,болка,боль
498,Wunde::N,рана,рана
499,Fieber::N,треска,гарачка
500,Fieber::N,треска,ліхаманка
501,Fieber::N,температура,гарачка
502,Fieber::N,температура,ліхаманка
503,Arznei::N,лек,лекі
504,Arznei::N,лекарство,лекі
505,Brücke::N,мост,мост
506,Brunnen::N,чешма,калодзеж
507,Brunnen::N,кладенец,калодзеж
508,Weide::N,паша,паша
509,Weide::N,пасище,паша
510,Pfad::N,пътека,сцежка
511,Weg::N,път,шлях
512,Weg::N,път,дарога
513,Straße::N,шосе,вуліца
514,Dorf::N,село,вёска
515,Stadt::N,град,горад
516,Brief::N,писмо,ліст
517,Brief::N,писмо,пісьмо
518,Buch::N,книга,кніга
519,Buchstabe::N,буква,літара
520,Zeitung::N,вестник,газета
521,Leben::N,живот,жыццё
522,Tod::N,смърт,смерць
523,Grab::N,гроб,магіла
524,Kirche::N,църква,касцёл
525,Kirche::N,църква,царква
526,Sünde::N,грях,грэх
527,Gott::N,бог,бог
528,Arbeiter::N,работник,рабочы
529,Chef::N,шеф,начальнік
530,Chef::N,началник,начальнік
531,Meister::N,майстор,майстар
532,Arzt::N,лекар,урач
533,Lehrer::N,учител,настаўнік
534,Geld::N,пари,грошы
535,Geschäft::N,сделка,заняцце
536,Laden::N,дюкян,крама
537,Laden::N,дюкян,магазін
538,Laden::N,магазин,крама
539,Laden::N,магазин,магазін
540,Preis::N,цена,цана
541,Ware::N,стока,тавар
542,Nutzen::N,полза,выгада
543,Nutzen::N,облага,выгада
544,Reichtum::N,богатство,багацце
545,Welt::N,свят,свет
546,Land::N,страна,краіна
547,Staat::N,щат,дзяржава
548,Staat::N,държава,дзяржава
549,König::N,крал,кароль
550,Macht::N,мощ,улада
551,Macht::N,власт,улада
552,Grenze::N,граница,граніца
553,Krieg::N,война,вайна
554,Feind::N,враг,вораг
555,Feind::N,неприятел,вораг
556,Gewalt::N,сила,насілле
557,Gewalt::N,насилие,насілле
558,Kampf::N,борба,барацьба
559,Kampf::N,сражение,барацьба
560,Bogen[Waffe]::N,лък,лук
561,Pfeil::N,стрела,страла
562,Gewehr::N,пушка,ружжо
563,Fehler::N,грешка,памылка
564,Lüge::N,лъжа,хлусня
565,Schaden::N,повреда,шкода
566,Unglück::N,нещастие,ліха
567,Unglück::N,нещастие,бядота
568,Schuld::N,вина,віна
569,Alter::N,възраст,узрост
570,Schluss::N,край,канец
571,Zeit::N,време,час
572,Tag::N,ден,дзень
573,Morgen::N,утро,ранак
574,Morgen::N,утро,раніца
575,Morgen::N,сутрин,ранак
576,Morgen::N,сутрин,раніца
577,Mittag::N,обед,паўдня
578,Mittag::N,обед,поўдзень
579,Mittag::N,пладне,паўдня
580,Mittag::N,пладне,поўдзень
581,Abend::N,вечер,вечар
582,Nacht::N,нощ,ноч
583,Woche::N,седмица,тыдзень
584,Monat::N,месец,месяц
585,Jahr::N,година,год
586,Frühling::N,пролет,вясна
587,Sommer::N,лято,лета
588,Herbst::N,есен,восень
589,Winter::N,зима,зіма
590,Januar::N,януари,студзень
591,Februar::N,февруари,люты
592,März::N,март,сакавік
593,April::N,април,красавік
594,Mai::N,май,май
595,Mai::N,май,травень
596,Juni::N,юни,чэрвень
597,Juli::N,юли,ліпень
598,August::N,август,жнівень
599,September::N,септември,верасень
600,Oktober::N,октомври,кастрычнік
601,November::N,ноември,лістапад
602,Dezember::N,декември,снежань
603,Montag::N,понеделник,панядзелак
604,Dienstag::N,вторник,аўторак
605,Mittwoch::N,сряда,серада
606,Donnerstag::N,четвъртък,чацвер
607,Freitag::N,петък,пятніца
608,Samstag::N,събота,субота
609,Sonntag::N,неделя,нядзеля
610,groß::A,едър,вялікі
611,groß::A,голям,вялікі
612,klein::A,малък,маленькі
613,klein::A,дребен,маленькі
614,lang::A,дълъг,доўгі
615,kurz::A,къс,кароткі
616,breit::A,широк,шырокі
617,schmal::A,тесен,вузкі
618,dicht::A,гъст,густы
619,dick[Gegenstand]::A,дебел,тоўсты
620,dünn::A,тънък,тонкі
621,fein::A,фин,тонкі
622,fein::A,тънък,тонкі
623,fest::A,твърд,моцны
624,fest::A,плътен,моцны
625,flach::A,равен,плоскі
626,flach::A,плосък,плоскі
627,glatt::A,гладък,гладкі
628,hart::A,твърд,цвёрды
629,hart::A,корав,цвёрды
630,weich::A,мек,мяккі
631,rund::A,кръгъл,круглы
632,spitz::A,островръх,спічасты
633,spitz::A,островръх,востраканцовы
634,scharf::A,остър,востры
635,stumpf::A,тъп,тупы
636,schwer::A,тежък,цяжкі
637,schön::A,хубав,прыгожы
638,schön::A,красив,прыгожы
639,heiß::A,жарък,гарачы
640,warm::A,топъл,цёплы
641,kalt::A,студен,холадны
642,kühl::A,хладен,халаднаваты
643,frisch::A,свеж,свежы
644,feucht::A,влажен,вільготны
645,nass::A,мокър,мокры
646,trocken::A,сух,сухі
647,voll::A,пълен,поўны
648,leer::A,празен,пусты
649,offen::A,откровен,адкрыты
650,offen::A,откровен,адчынены
651,geschlossen::A,закрит,закрыты
652,geschlossen::A,закрит,зачынены
653,geschlossen::A,затворен,закрыты
654,geschlossen::A,затворен,зачынены
655,sauber::A,чист,чысты
656,schmutzig::A,мръсен,брудны
657,roh::A,суров,сыры
658,reif::A,зрял,спелы
659,lecker::A,вкусен,смачны
660,süß::A,сладък,салодкі
661,bitter::A,горчив,горкі
662,sauer::A,кисел,кіслы
663,hell::A,ясен,светлы
664,hell::A,светъл,светлы
665,dunkel::A,тъмен,цёмны
666,schwarz::A,черен,чорны
667,weiß::A,бял,белы
668,rot::A,червен,чырвоны
669,gelb::A,жълт,жоўты
670,blau::A,син,сіні
671,grün::A,зелен,зялёны
672,grau::A,сив,шэры
673,bunt::A,шарен,пяресты
674,bunt::A,пъстър,пяресты
675,billig::A,евтин,танны
676,teuer::A,скъп,дарагі
677,wertvoll::A,ценен,цэнны
678,wertvoll::A,ценен,каштоўны
679,blind::A,сляп,сляпы
680,taub::A,глух,глухі
681,kräftig::A,силен,магутны
682,stark::A,здрав,сільны
683,stark::A,силен,сільны
684,schwach::A,слаб,слабы
685,fett::A,тлъст,тлусты
686,schlank::A,тънък,стройны
687,schlank::A,строен,стройны
688,hübsch::A,хубав,чароўны
689,böse::A,зъл,злы
690,dumm::A,глупав,дурны
691,faul::A,ленив,лянівы
692,faul::A,мързелив,лянівы
693,fleißig::A,прилежен,руплівы
694,geizig::A,скъпернически,прагны
695,klug::A,умен,разумны
696,klug::A,разумен,разумны
697,geschickt::A,умел,умелы
698,geschickt::A,сръчен,умелы
699,lieb::A,мил,мілы
700,lieb::A,драг,мілы
701,lustig::A,весел,вясёлы
702,sanft::A,нежен,ласкавы
703,sanft::A,кротък,ласкавы
704,hungrig::A,гладен,галодны
705,krank::A,болен,хворы
706,nackt::A,гол,голы
707,traurig::A,тъжен,сумны
708,traurig::A,печален,сумны
709,lebendig::A,жив,жывы
710,gut::A,добър,добры
711,schlecht::A,лош,кепскі
712,richtig::A,правилен,правільны
713,schlimm::A,лош,агідны
714,wahr::A,верен,сапраўдны
715,wahr::A,истински,сапраўдны
716,alt::A,стар,стары
717,alt::A,древен,стары
718,neu::A,нов,новы
719,ehemalig::A,бивш,былы
720,alt[Lebewesen]::A,стар,стары
721,jung::A,млад,малады
722,arm::A,беден,бедны
723,reich::A,богат,багаты
724,bekannt::A,познат,знаёмы
725,bekannt::A,известен,знаёмы
726,berühmt::A,почут,славуты
727,berühmt::A,известен,славуты
728,fremd::A,чужд,чужы
729,verschieden::A,разен,розны
730,verschieden::A,различен,розны
731,nah::A,близък,блізкі
732,fern::A,далечен,далёкі
733,linker::A,ляв,левы
734,rechter::A,прав,правы
735,anderer::A,друг,іншы
736,anderer::A,друг,другі
737,erster::A,пръв,першы
738,erster::A,първи,першы
739,zweiter::A,втори,другі
740,dritter::A,трети,трэці
741,letzter::A,последен,апошні
742,allein::ADV,само,сам
743,allein::ADV,само,адзін
744,auf einmal::ADV,същевременно,адразу
745,zusammen::ADV,заедно,разам
746,lange::ADV,дълго,доўга
747,plötzlich::ADV,изведнъж,раптам
748,sofort::ADV,веднага,зараз
749,später::ADV,по-късно,пазней
750,jetzt::ADV,сега,цяпер
751,heute::ADV,днес,сёння
752,morgen::ADV,утре,заўтра
753,bald::ADV,скоро,хутка
754,bald::ADV,скоро,неўзабаве
755,dann::ADV,после,потым
756,dann::ADV,тогава,потым
757,gestern::ADV,вчера,учора
758,einst::ADV,някога,аднойчы
759,damals::ADV,тогава,тады
760,danach::ADV,после,затым
761,danach::ADV,след това,затым
762,vorher::ADV,преди,раней
763,vorher::ADV,преди това,раней
764,zuerst::ADV,най-напред,спярша
765,zuerst::ADV,най-напред,спачатку
766,einmal::ADV,веднъж,адзін раз
767,einmal::ADV,един път,адзін раз
768,manchmal::ADV,понякога,часам
769,oft::ADV,често,часта
770,immer::ADV,винаги,заўсёды
771,niemals::ADV,никога,ніколі
772,hier::ADV,тук,тут
773,hier::ADV,тука,тут
774,hierhin::ADV,насам,сюды
775,von hier::ADV,оттук,адсюль
776,von hier::ADV,оттук,адгэтуль
777,von hier::ADV,оттука,адсюль
778,von hier::ADV,оттука,адгэтуль
779,dort::ADV,там,там
780,dorthin::ADV,натам,туды
781,dorthin::ADV,нататък,туды
782,geradeaus::ADV,направо,прама
783,vorwärts::ADV,напред,наперад
784,rückwärts::ADV,назад,назад
785,zurück::ADV,обратно,назад
786,unten::ADV,долу,унізе
787,hinab::ADV,надолу,уніз
788,oben::ADV,горе,угары
789,oben::ADV,горе,наверсе
790,hinauf::ADV,нагоре,угару
791,überall::ADV,навсякъде,усюды
792,nicht::ADV,не,не
793,ein wenig::ADV,малко,трошкі
794,kaum::ADV,едва,ледзьве
795,kaum::ADV,едвам,ледзьве
796,sehr::ADV,много,вельмі
797,sehr::ADV,твърде,вельмі
798,so::ADV,тъй,так
799,so::ADV,така,так
800,noch::ADV,още,яшчэ
801,nur::ADV,само,толькі
802,schon::ADV,вече,ужо
803,wieder::ADV,пак,зноў
804,wieder::ADV,отново,зноў
805,vergebens::ADV,напразно,дарма
806,vergebens::ADV,напразно,дарэмна
807,vor::PRP,пред,перад
808,hinter::PRP,зад,за
809,hinter::PRP,зад,ззаду
810,unter::PRP,под,пад
811,durch::PRP,през,праз
812,neben::PRP,до,каля
813,neben::PRP,при,каля
814,zwischen::PRP,между,між
815,zwischen::PRP,между,паміж
816,zwischen::PRP,помежду,між
817,zwischen::PRP,помежду,паміж
818,wegen::PRP,заради,з-за
819,dies::PRN,този,гэта
820,das::PRN,туй,тое
821,das::PRN,това,тое
822,alles::PRN,всичко,усё
823,ich::PRN,аз,я
824,du::PRN,ти,ты
825,er::PRN,той,ён
826,wir::PRN,ние,мы
827,ihr::PRN,вие,вы
828,sie::PRN,те,яны
829,was::FPRN,що,што
830,was::FPRN,какво,што
831,wer::FPRN,кой,хто
832,wo::FADV,къде,дзе
833,wohin::FADV,накъде,куды
834,wohin::FADV,накъдето,куды
835,wie::FADV,как,як
836,warum::FADV,защо,чаму
837,wieviel::FNUM,колко,колькі
838,eins::NUM,един,адзін
839,zwei::NUM,два,два
840,drei::NUM,три,тры
841,vier::NUM,четири,чатыры
842,fünf::NUM,пет,пяць
843,sechs::NUM,шест,шесць
844,sieben::NUM,седем,сем
845,acht::NUM,осем,восем
846,neun::NUM,девет,дзевяць
847,zehn::NUM,десет,дзесяць
848,elf::NUM,единайсет,адзінаццаць
