,Concept_ID,kv,hr
815,hier::ADV,татӧн,ovdje
816,hierhin::ADV,татчӧ,amo
817,hierhin::ADV,татчӧ,ovamo
818,von hier::ADV,тасянь,odavde
819,dort::ADV,сэтӧн,ondje
820,dorthin::ADV,сэтчин,onamo
821,geradeaus::ADV,веськыта,ravno
822,vorwärts::ADV,одзӧ,naprijed
823,rückwärts::ADV,бӧр,natrag
824,zurück::ADV,бӧр,nazad
825,zurück::ADV,бӧр,natrag
826,unten::ADV,увтын,dolje
827,hinab::ADV,увтас,nizbrdo
828,oben::ADV,вевдӧрас,gore
829,hinauf::ADV,вывлань,uzbrdo
830,hinauf::ADV,вывланьӧ,uzbrdo
831,überall::ADV,быдлан,svuda
832,überall::ADV,быдлан,svagdje
833,nicht::ADV,ог,ne
834,ein wenig::ADV,-ышт,malo
835,ein wenig::ADV,невна,malo
836,kaum::ADV,ӧдва,tek
837,kaum::ADV,ӧдва,jedva
838,sehr::ADV,вывтi,jako
839,sehr::ADV,вывтi,veoma
840,so::ADV,сiдз,tako
841,so::ADV,сiдз,ovako
842,noch::ADV,эшӧ,još
843,nur::ADV,только,samo
844,schon::ADV,ни,već
845,wieder::ADV,бӧра,opet
846,wieder::ADV,бӧра,ponovo
847,vergebens::ADV,весись,uzalud
848,vergebens::ADV,весись,zabadava
849,vor::PRP,одзас,pred
850,vor::PRP,одзас,ispred
851,hinter::PRP,бӧрӧ,za
852,hinter::PRP,бӧрӧ,iza
853,unter::PRP,увтын,pod
854,unter::PRP,увтын,ispod
855,durch::PRP,пыр,po
856,durch::PRP,пыр,kroz
857,neben::PRP,бокам,kraj
858,neben::PRP,бокам,pored
859,neben::PRP,бокам,pokraj
860,neben::PRP,боксиным,kraj
861,neben::PRP,боксиным,pored
862,neben::PRP,боксиным,pokraj
863,zwischen::PRP,коласас,među
864,zwischen::PRP,коласас,između
865,wegen::PRP,понда,radi
866,wegen::PRP,понда,zbog
867,dies::PRN,эта,ovo
868,das::PRN,сiя,to
869,das::PRN,сiя,ono
870,alles::PRN,быдӧс,sve
871,ich::PRN,ме,ja
872,du::PRN,тэ,ti
873,er::PRN,сiя,on
874,wir::PRN,мийӧ,mi
875,ihr::PRN,ті,vi
876,sie::PRN,нія,oni
877,was::FPRN,мый,što
878,wer::FPRN,кин,tko
879,wo::FADV,кытӧн,gdje
880,wohin::FADV,кытчӧ,kuda
881,wohin::FADV,кытчӧ,kamo
882,wie::FADV,дзик,kako
883,warum::FADV,мыля,zašto
884,warum::FADV,мыйсянь,zašto
885,wieviel::FNUM,мымда,koliko
886,eins::NUM,ӧт,jedan
887,zwei::NUM,кык,dva
888,drei::NUM,куим,tri
889,vier::NUM,нёль,četiri
890,fünf::NUM,вит,pet
891,sechs::NUM,квать,šest
892,sieben::NUM,сизим,sedam
893,acht::NUM,кыкьямыс,osam
894,neun::NUM,ӧкмыс,devet
895,zehn::NUM,дас,deset
896,elf::NUM,дасотік,jedanaest
897,zwölf::NUM,даскык,dvanaest
898,zwanzig::NUM,кыкдас,dvadeset
899,dreißig::NUM,куимдас,trideset
900,vierzig::NUM,нёльдас,četrdeset
901,fünfzig::NUM,витдас,pedeset
902,sechzig::NUM,кватьдас,šezdeset
903,siebzig::NUM,сизимдас,sedamdeset
904,achtzig::NUM,кыкьямысдас,osamdeset
905,neunzig::NUM,ӧкмысдас,devetdeset
906,hundert::NUM,сто,sto
907,tausend::NUM,тысяча,tisuća
908,und::CNJ,и,i
909,und::CNJ,и,te
910,und::CNJ,да,i
911,und::CNJ,да,te
912,oder::CNJ,или,ili
913,stehen::V,сулавны,stajati
914,sitzen::V,пукавны,sjediti
915,liegen::V,куйлыны,ležati
916,hängen::V,ӧшавны,visiti
917,werden::V,лоны,postati
918,werden::V,лоны,činiti se
919,passieren::V,аркмыны,desiti se
920,passieren::V,аркмыны,dogoditi se
921,beginnen::V,петны,početi
922,enden::V,-сь,prestati
923,enden::V,-сь,svršiti se
924,enden::V,бырны,prestati
925,enden::V,бырны,svršiti se
926,wechseln::V,вежсьыны,mijenjati se
927,aufgehen[Sonne]::V,петавны,izići
928,untergehen[Sonne]::V,пуксьыны,zaći
929,scheinen[Sonne]::V,югьявны,sijati
930,donnern::V,гымавны,grmjeti
931,wehen::V,пӧлявны,duhati
932,strömen::V,киссьыны,strujati
933,fließen::V,визывтны,teći
934,sich drehen::V,бергавны,obrtati se
935,sich drehen::V,бергавны,vrtjeti se
936,schwanken::V,кӧвьясьны,teturati
937,schwanken::V,кӧвьясьны,kolebati se
938,schwingen::V,дюттясьны,njihati
939,schwingen::V,дюттясьны,titrati
940,fallen::V,усьны,padati
941,brennen::V,сотчыны,gorjeti
942,rauchen::V,тшынасьны,dimiti se
943,regnen::V,зэрны,kišiti
944,regnen::V,зэрны,daždjeti
945,gefrieren::V,гегдыны,smrznuti se
946,tauen::V,сывны,kopnjeti
947,tauen::V,сывны,kraviti se
948,schmelzen::V,сывны,topiti se
949,trocknen::V,косьмыны,sušiti se
950,sieden::V,пизьны,kipjeti
951,sieden::V,пизьны,ključati
952,faulen::V,нёльзьыны,gnjiti
953,verfaulen::V,тӧрмыны,sagnjiti
954,verfaulen::V,сiсьмыны,sagnjiti
955,reißen::V,косясьны,otrgnuti se
956,versinken::V,вӧйны,tonuti
957,versinken::V,вӧйны,propasti
958,vergehen::V,мунны,prolaziti
959,erscheinen::V,мыччисьны,pojaviti se
960,verschwinden::V,ӧшны,nestati
961,verschwinden::V,ӧшны,izgubiti se
962,sinken::V,ямны,trgnuti
963,sinken::V,ямны,spustiti se
964,abnehmen::V,ямны,opasti
965,zunehmen::V,паськавны,povećati se
966,steigen::V,лэбтiсьны,uzići
967,steigen::V,лэбтiсьны,nadoći
968,wachsen::V,быдмыны,rasti
969,glänzen::V,свиттявны,blistati
970,glänzen::V,свиттявны,sjati se
971,funkeln::V,югйовтлыны,svjetlucati
972,funkeln::V,югйӧв-керны,svjetlucati
973,lärmen::V,чавзыны,bučati
974,lärmen::V,чавзыны,galamiti
975,läuten::V,диньгыны,zvoniti
976,klingeln::V,силькӧтны,zvoniti
977,klirren::V,жольӧтны,zvečati
978,brausen::V,гуасьны,hujati
979,rauschen::V,кышӧтны,šumiti
980,rauschen::V,кышӧтны,šuškati
981,klingen::V,горавны,zvučati
982,bellen::V,увтны,lajati
983,bellen::V,вувтны,lajati
984,heulen::V,уннявны,zavijati
985,blasen::V,пӧлявны,puhati
986,pfeifen::V,пиксыны,fućkati
987,schreien::V,айзыны,vikati
988,schreien::V,айзыны,kričati
989,stöhnen::V,ойзыны,stenjati
990,stöhnen::V,ружтыны,stenjati
991,zittern::V,легьявны,drhtati
992,zittern::V,легьявны,trepetati
993,leben::V,овны,živjeti
994,geboren werden::V,шогмыны,roditi se
995,atmen::V,лолавны,disati
996,trinken::V,юны,piti
997,essen::V,сёйны,jesti
998,schlucken::V,ньылавны,gutati
999,müde werden::V,мыдзны,umoriti se
1000,einschlafen::V,ланьтны,usnuti
1001,einschlafen::V,ланьтны,zaspati
1002,schlafen::V,узьны,spati
1003,aufwachen::V,саймыны,probuditi se
1004,aufwachen::V,пальмыны,probuditi se
1005,aufstehen::V,сувтны,ustati
1006,sich erholen::V,шоччисьлыны,odmoriti se
1007,krank werden::V,моржитны,oboljeti se
1008,krank werden::V,моржитны,razboljeti se
1009,krank sein::V,шогавны,bolovati
1010,krank sein::V,визьӧтны,bolovati
1011,schmerzen::V,висьны,boljeti
1012,husten::V,кашляйтны,kašljati
1013,genesen::V,бурдны,ozdraviti
1014,genesen::V,бурдны,oporaviti se
1015,sterben::V,кувны,umrijeti
1016,umkommen::V,вийсьыны,skapati
1017,sich bewegen::V,локны,gibati se
1018,sich bewegen::V,локны,kretati se
1019,sich bewegen::V,ветлӧтны,gibati se
1020,sich bewegen::V,ветлӧтны,kretati se
1021,sich rühren::V,вӧрзьӧтчыны,maknuti se
1022,sich erheben::V,сувтны,dići se
1023,sich setzen::V,пуксьыны,sjesti
1024,hinfallen::V,пӧрласьны,pasti
1025,laufen::V,мунны,hodati
1026,schreiten::V,тальччавны,stupati
1027,spazierengehen::V,котрасьны,šetati se
1028,eilen::V,тэрмасьны,hitati
1029,sich beeilen::V,тэрмасьны,požuriti se
1030,sausen::V,вирдавны-котӧртны,juriti
1031,springen::V,чеччавны,skakati
1032,klettern::V,кышасьны,popeti se
1033,klettern::V,кышасьны,penjati se
1034,schaukeln::V,чурликасьны,ljuljati se
1035,kriechen::V,кыскасьны-мунны,puzati
1036,kriechen::V,кыскасьны-мунны,gmizati
1037,schwimmen::V,вартчыны,plivati
1038,tauchen::V,сунгисьны ваӧ,roniti
1039,tauchen::V,сунгисьны ваӧ,gnjuriti
1040,rudern::V,сынны,veslati
1041,fahren::V,мунны,voziti se
1042,fliegen::V,лэбавны,letjeti
1043,fliegen::V,лэбавны,lijetati
1044,gehen::V,мунны,ići
1045,weggehen::V,мунны,otići
1046,abfahren::V,иньдӧтчыны,krenuti
1047,abfahren::V,иньдӧтчыны,otputovati
1048,abfahren::V,мунны,krenuti
1049,abfahren::V,мунны,otputovati
1050,anhalten::V,сувтны,stati
1051,anhalten::V,сувтны,zaustaviti
1052,hineingehen::V,пырны,ulaziti
1053,eintreten::V,пырны,ući
1054,kommen::V,локны,doći
1055,ankommen::V,локны,stići
1056,zurückkommen::V,бертны,vratiti se
1057,zurückkommen::V,бертны,povratiti se
1058,zurückkommen::V,панӧвтсьыны,vratiti se
1059,zurückkommen::V,панӧвтсьыны,povratiti se
1060,bleiben::V,кольччыны,ostati
1061,warten::V,видзчисьны,čekati
1062,erwarten::V,видзчисьны,očekivati
1063,suchen::V,кошшыны,tražiti
1064,finden::V,адззыны,naći
1065,versuchen::V,пондыны,pokušati
1066,versuchen::V,пондӧтны,pokušati
1067,vorbereiten::V,лӧсьӧтны,spremiti
1068,vorbereiten::V,лӧсьӧтны,pripremiti
1069,lieben::V,милуйтны,voljeti
1070,mögen::V,радейтны,voljeti
1071,lachen::V,серавны,smijati se
1072,rühren::V,сьӧлӧм вӧрзьӧтны,taknuti
1073,weinen::V,горзыны,plakati
1074,schimpfen::V,видчыны,psovati
1075,sich ärgern::V,лёкавны,ljutiti se
1076,sich fürchten::V,повны,bojati se
1077,fürchten::V,повны,bojati se
1078,fliehen::V,пышшыны,pobjeći
1079,flüchten::V,пышшыны,utjeći
1080,sehen::V,адззыны,vidjeti
1081,anschauen::V,видзӧтны,ogledati
1082,ansehen::V,видзӧтны,gledati
1083,hören::V,кывны,čuti
1084,zuhören::V,кывзыны,slušati
1085,probieren::V,пешлыны,probati
1086,riechen::V,дукавны,osjećati miris
1087,fühlen::V,кывны,osjećati
1088,scheinen::V,декуйтчыны,činiti se
1089,zu sehen sein::V,тыдавны,biti vidljiv
1090,vernehmen::V,тӧдмавны,saznati
1091,frieren::V,гегдыны,zima je
1092,tun::V,керны,raditi
1093,können::V,вермыны,moći
1094,wollen::V,мӧдны,htjeti
1095,anfangen::V,петны,početi
1096,beenden::V,ештӧтны,svršiti
1097,beenden::V,ештӧтны,dovršiti
1098,beenden::V,керыштны,svršiti
1099,beenden::V,керыштны,dovršiti
1100,aufhören::V,дугдыны,prestati
1101,gelingen::V,шогмыны,uspjeti
1102,geraten::V,мыччисьны,desiti se
1103,öffnen::V,осьтны,otvoriti
1104,schließen::V,пӧднавны,zatvoriti
1105,stellen::V,сувтӧтны,metnuti
1106,stellen::V,сувтӧтны,postaviti
1107,setzen::V,пуксьӧтны,posaditi
1108,legen::V,пуктыны,polagati
1109,berühren::V,вӧрзьӧтны,doticati
1110,berühren::V,вӧрзьӧтны,dodirivati
1111,verbinden::V,йитны,spojiti
1112,verbinden::V,йитны,zavezati
1113,bedecken::V,вевттьыны,pokriti
1114,aufhängen::V,ӧшӧтны,objesiti
1115,anzünden::V,ӧзтыны,upaliti
1116,anzünden::V,ӧзтыны,zapaliti
1117,aufheben::V,лэбтыны,podići
1118,aufheben::V,лэбтыны,podignuti
1119,zurücklassen::V,кольны,ostaviti
1120,zurücklassen::V,кольны,pustiti natrag
1121,verlieren::V,ӧштыны,izgubiti
1122,fallen lassen::V,уськӧтны,ispustiti
1123,machen::V,керны,uraditi
1124,machen::V,керны,načiniti
1125,machen::V,керны,napraviti
1126,herstellen::V,вӧчны,proizvesti
1127,bauen::V,строитны,graditi
1128,reparieren::V,вочны,popraviti
1129,verbessern::V,бурсьӧтны,poboljšati
1130,ändern::V,вежны,promijeniti
1131,graben::V,гарйыны,kopati
1132,graben::V,гарйыны,kopkati
1133,beugen::V,кусіньтны,saviti
1134,biegen::V,чукыльтыштны,saviti
1135,biegen::V,чукыльтыштны,sagnuti
1136,drehen::V,бергӧтны,vrtjeti
1137,wenden::V,бергӧтны,obrnuti
1138,umdrehen::V,бергӧтны,okrenuti
1139,umdrehen::V,бергӧтны,prevŕnuti
1140,heben::V,лэбтыны,dizati
1141,hochheben::V,лэбтыны,dignuti
1142,ergreifen::V,кватитны,uhvatiti
1143,ergreifen::V,кватитны,prihvatiti
1144,halten::V,видзны,držati
1145,drücken::V,личкыны,pritiskivati
1146,schieben::V,тойлавны,gurati
1147,kratzen::V,шаркӧтны,česati
1148,kratzen::V,шаркӧтны,grepsti
1149,lecken::V,нювны,lizati
1150,beißen::V,йирны,ujesti
1151,beißen::V,йирны,gristi
1152,abreißen::V,орӧтны,otkinuti
1153,abschneiden::V,шӧрыштны,odrezati
1154,abschneiden::V,вундыштны,odrezati
1155,binden::V,гӧрдззыны,vezati
1156,stecken::V,мӧртны,turiti
1157,brechen::V,жугдыны,slomiti
1158,klopfen::V,зукӧтны,lupati
1159,klopfen::V,зукӧтны,kucati
1160,hauen::V,желльыны,tući
1161,hauen::V,желльыны,udarati
1162,kleben::V,лякӧтны,lijepiti
1163,reiben::V,зыртны,trti
1164,streichen::V,мавтны,namazati
1165,schleifen::V,кыскыны,brusiti
1166,schneiden::V,вундавны,rezati
1167,rütteln::V,шатлавны,drmati
1168,schütteln::V,зыбӧтны,tresti
1169,schwenken::V,ӧвтны,mahati
1170,schwenken::V,макайтны,mahati
1171,schütten::V,кисьтны,sipati
1172,schütten::V,кисьтны,lijevati
1173,füllen::V,тыртны,napuniti
1174,füllen::V,тырсьӧтны,napuniti
1175,einwickeln::V,тубны,umotati
1176,einwickeln::V,тубны,zamotati
1177,tragen::V,новйӧтны,nositi
1178,schleppen::V,кыскыны,tegliti
1179,ziehen::V,кыскыны,vući
1180,aufbewahren::V,видзны,čuvati
1181,werfen::V,шентывлыны,bacati
1182,fangen::V,кутны,loviti
1183,fangen::V,кутны,hvatati
1184,packen::V,кутасьны,ščepati
1185,packen::V,кутасьны,zgrabiti
1186,packen::V,кватитны,ščepati
1187,packen::V,кватитны,zgrabiti
1188,verstecken::V,дзебны,sakriti
1189,teilen::V,торйӧтны,podijeliti
1190,schicken::V,иньдыны,slati
1191,bringen::V,вайны,donijeti
1192,hinzufügen::V,содтыны,dodati
1193,hinzufügen::V,содтыны,pridati
1194,bekommen::V,получитны,dobiti
1195,erhalten::V,получитны,primiti
1196,nehmen::V,босьтны,uzeti
1197,wählen::V,бӧрйыны,izabrati
1198,auswählen::V,бӧрйыны,odabrati
1199,bewahren::V,видзны,sačuvati
1200,behindern::V,падтыны,smetati
1201,verderben::V,изводавны,pokvariti
1202,beschädigen::V,паздыны,oštetiti
1203,zerbrechen::V,паздыны,razbiti
1204,zerbrechen::V,паздыны,prelomiti
1205,zerreißen::V,косявны,poderati
1206,zerreißen::V,косявны,rastrgnuti
1207,zerstören::V,паздыны,razoriti
1208,zerstören::V,паздыны,razrušiti
1209,verbrennen::V,сотны,spaliti
1210,verbrennen::V,сотны,sagorjeti
1211,geben::V,сетны,dati
1212,reichen::V,сетны,pružiti
1213,schenken::V,козьнавны,darivati
1214,versprechen::V,кӧсйыны,obećati
1215,wünschen::V,бурсьыны,željeti
1216,loben::V,ошкыны,hvaliti
1217,küssen::V,окавны,ljubiti
1218,wiegen::V,тюттьӧтны,njihati
1219,wiegen::V,тюттьӧтны,ljuljati
1220,zudecken::V,вевттьыны,pokriti
1221,wecken::V,саймӧтны,probuditi
1222,zeigen::V,мыччавны,pokazati
1223,führen::V,нуӧтны,voditi
1224,lehren::V,велӧтны,učiti
1225,unterrichten::V,велӧтны,poučiti
1226,aufziehen::V,быдтыны,uzgajati
1227,leiten::V,юравны,upravljati
1228,leiten::V,веськӧтлыны,upravljati
1229,antreiben::V,тэрмӧтны,natjeravati
1230,lassen::V,-ӧтыны,dati
1231,einladen::V,корны,pozvati
1232,vereinigen::V,ӧтувтны,ujediniti
1233,vereinigen::V,ӧтлаавны,ujediniti
1234,besuchen::V,пыравлыны,posjetiti
1235,treffen::V,пантавны,sresti
1236,sich versammeln::V,ӧксьыны,okupiti se
1237,spielen::V,орсны,igrati se
1238,singen::V,сьывны,pjevati
1239,tanzen::V,йӧктыны,plesati
1240,sich trennen::V,торьясьны,razići se
1241,verlassen::V,кольны,ostaviti
1242,verlassen::V,кольны,napustiti
1243,retten::V,мынтны,spasiti
1244,bewachen::V,смекайтны,čuvati
1245,bewachen::V,смекайтны,stražariti
1246,schützen::V,дорйыны,čuvati
1247,verteidigen::V,дорйыны,obraniti
1248,sich schlagen::V,тышкасьны,biti se
1249,sich schlagen::V,тышкасьны,udariti se
1250,schießen::V,лыйны,pucati
1251,schießen::V,лыйны,strijeljati
1252,siegen::V,вермыны,pobijediti
1253,ärgern::V,лӧгӧтны,ljutiti
1254,schlagen::V,базнитны,biti
1255,schlagen::V,базнитны,udariti
1256,treten::V,чужьявны,šutnuti
1257,stechen::V,бытшкыны,ubosti
1258,stoßen::V,тапкыны,gurnuti
1259,stoßen::V,тойыштны,gurnuti
1260,stehlen::V,гусявны,ukrasti
1261,stören::V,костіавны,smetati
1262,belästigen::V,назыляйтны,smetati
1263,belästigen::V,назыляйтны,dosaditi
1264,verbergen::V,дзебны,skriti
1265,täuschen::V,бӧбӧтны,obmanuti
1266,täuschen::V,пӧрьявны,obmanuti
1267,betrügen::V,муклачитны,prevarati
1268,töten::V,вийны,ubiti
1269,wohnen::V,овны,stanovati
1270,arbeiten::V,уджавны,raditi
1271,sammeln::V,ӧктыны,sabrati
1272,pflücken::V,судзлавны,ubrati
1273,jagen::V,вӧравны,loviti
1274,fischen::V,чериавны,ribati
1275,fischen::V,чериавны,loviti ribu
1276,fassen::V,кутны,uloviti
1277,hüten::V,вердны,pasti
1278,hüten::V,йирсьӧтны,pasti
1279,treiben::V,вашӧтны,goniti
1280,anbinden::V,кӧртавны,privezati
1281,füttern::V,вердны,hraniti
1282,melken::V,высьтыны,musti
1283,melken::V,чилькӧтны,musti
1284,hacken::V,керавны,sjeckati
1285,gießen::V,киськавны,politi
1286,reifen::V,кисьмыны,sazreti
1287,zubereiten::V,лӧсьӧтны,prigotoviti
1288,kochen::V,пуны,kuhati
1289,backen::V,пӧжавны,peći
1290,braten::V,жаритны,peći
1291,braten::V,жаритны,pržiti
1292,umrühren::V,соравны,promiješati
1293,stricken::V,домавны,plesti
1294,nähen::V,вурны,šiti
1295,färben::V,краситны,obojiti
1296,reinigen::V,весӧтны,očistiti
1297,reinigen::V,весӧтны,počistiti
1298,waschen::V,пеславны,prati
1299,abwischen::V,чышкыны,otrti
1300,spülen::V,гывьявны,isprati
1301,spülen::V,гывьявны,oplakati
1302,fegen::V,чышкыны,mesti
1303,fegen::V,чышкыны,pomesti
1304,kehren::V,чышкыны,mesti
1305,baden::V,купайтчыны ,kupati se
1306,sich waschen::V,миссьыны,umiti se
1307,sich waschen::V,миссьыны,prati se
1308,ausziehen::V,гыжтӧтны,svući
1309,ausziehen::V,пӧрччавны,svući
1310,anziehen::V,пасьтавны,obući
1311,sich anziehen::V,пасьтасьны,obući se
1312,kämmen::V,сынавны,češljati
1313,schmücken::V,баситны,uresiti
1314,schmücken::V,баситны,nakititi
1315,sagen::V,висьтавны,reći
1316,sagen::V,висьтавны,kazati
1317,sprechen::V,шуны,govoriti
1318,reden::V,баитны,govoriti
1319,reden::V,баитны,besjediti
1320,sich unterhalten::V,сёрнитны,razgovarati se
1321,fragen::V,юавны,pitati
1322,bitten::V,корны,moliti
1323,erzählen::V,висьтавны,ispričati
1324,erzählen::V,висьтавны,pripovjediti
1325,mitteilen::V,висьтавны,saopćiti
1326,nennen::V,нимтны,nazvati
1327,rufen::V,китсавны,zvati
1328,rufen::V,китсавны,dozvati
1329,rufen::V,корны,zvati
1330,rufen::V,корны,dozvati
1331,rufen::V,чукӧстны,zvati
1332,rufen::V,чукӧстны,dozvati
1333,prahlen::V,ошшасьны,hvalisati se
1334,übersetzen::V,вуджӧтны,prevesti
1335,denken::V,чайтны,misliti
1336,glauben::V,веритны,vjerovati
1337,bemerken::V,казявны,zapaziti
1338,bemerken::V,казявны,primijetiti
1339,erkennen::V,тӧдсавны,prepoznati
1340,begreifen::V,вежӧртны,pojmiti
1341,begreifen::V,вежӧртны,shvatiti
1342,verstehen::V,кывны,razabrati
1343,lernen::V,велӧтчыны,učiti se
1344,wissen::V,тӧдны,znati
1345,sich erinnern an::V,касьтывны,sjetiti se
1346,vergessen::V,вунӧтны,zaboraviti
1347,messen::V,меряйтны,mjeriti
1348,zählen::V,лыддьыны,brojiti
1349,rechnen::V,лыддьыны,računati
1350,lesen::V,лыддьӧтны,čitati
1351,zeichnen::V,гижмавны,crtati
1352,schreiben::V,гижны,pisati
1353,besitzen::V,лоны,imati
1354,besitzen::V,лоны,posjedovati
1355,kaufen::V,небны,kupiti
1356,verkaufen::V,вузавны,prodati
1357,verkaufen::V,вузавны,raspačati
1358,bezahlen::V,вештыны,platiti
1359,zahlen::V,вештыны,plaćati
1360,ertragen::V,терпитны,trpjeti
1361,ertragen::V,терпитны,podnijeti
1362,Insel::N,,ada
1363,Insel::N,,otok
1364,Menge::N,,mnoštvo
1365,Menge::N,,količina
1366,Gewalt::N,,sila
1367,Gewalt::N,,nasilje
1368,Alter::N,,dob
1369,richtig::A,,tačan
1370,richtig::A,,ispravan
1371,wahr::A,,istinit
1372,berühmt::A,,čuven
1373,berühmt::A,,slavan
1374,allein::ADV,,sam
1375,rennen::V,,trčati
1376,malen::V,,slikati
1377,beherrschen::V,,vladati
1378,beherrschen::V,,gospodariti
