,Concept_ID,ku,az
339,Reihe::N,rêz,səf
340,Reihe::N,rêz,sıra
341,Boot::N,kelek,qayıq
342,Ruder::N,bêrik,kürək
343,Schlitten::N,xîjik,kirşə
344,Ski::N,lakan,xizək
345,Lagerfeuer::N,agir,düşərgə tonqalı
346,Last::N,bar,yük
347,Gang::N,fîtêz,yeriş
348,Schritt::N,gav,addım
349,Norden::N,bakur,şimal
350,Süden::N,başur,cənub
351,Westen::N,rojava,qərb
352,Osten::N,rojhilat,şərq
353,Holz::N,dep,ağac
354,Holz::N,dep,taxta
355,Brett::N,dep,taxta
356,Platte::N,dep,lövhə
357,Stütze::N,destek,dayaq
358,Stütze::N,destek,dəstək
359,Stange::N,sing,şüvül
360,Stock::N,çam,dəyənək
361,Stab::N,qat,əsa
362,Stab::N,qat,şüvül
363,Rohr::N,borî,boru
364,Rohr::N,borî,truba
365,Haus::N,mal,ev
366,Haus::N,xanî,ev
367,Heim::N,mal,ev
368,Ofen::N,sobe,peç
369,Ofen::N,sobe,soba
370,Fußboden::N,binpê,döşəmə
371,Tisch::N,mase,masa
372,Stuhl::N,kursî,stul
373,Wiege::N,derguş,beşik
374,Bett::N,qerewêle,yataq
375,Regal::N,rêbaz,rəf
376,Kiste::N,sindoq,yeşik
377,Kiste::N,sindoq,sandıq
378,Fenster::N,çam,pəncərə
379,Fenster::N,şibeke,pəncərə
380,Tür::N,derî,qapı
381,Tor::N,derge,darvaza
382,Zaun::N,hejik,çəpər
383,Dach::N,sere xanî,dam
384,Leiter::N,pêling,nərdivan
385,Besen::N,melkes,süpürgə
386,Spaten::N,mer,kürək
387,Schaufel::N,bêr,kürək
388,Gabel::N,çetel,çəngəl
389,Löffel::N,kevçî,qaşıq
390,Messer::N,kêr,bıçaq
391,Nagel::N,bizmar,mıx
392,Netz::N,tor,tor
393,Haken::N,çenqel,çəngəl
394,Griff::N,destî,qulp
395,Griff::N,destî,tutacaq
396,Schloss::N,qonax,qıfıl
397,Bild::N,dimen,rəsm
398,Figur::N,figûr,şəkil
399,Figur::N,figûr,heykəl
400,Puppe::N,bûk,kukla
401,Puppe::N,bûk,gəlincik
402,Beutel::N,kîsik,kisə
403,Beutel::N,kîsik,torba
404,Bündel::N,pêçek,bağlama
405,Tasche::N,bêrîk,çanta
406,Eimer::N,dewl,vedrə
407,Eimer::N,dewl,çəllək
408,Deckel::N,devik,qapaq
409,Geschirr::N,ferax,qab-qazan
410,Sack::N,tûr,çuval
411,Tasse::N,kada,fincan
412,Topf::N,beroş,qazan
413,Kessel::N,şîril,qazan
414,Essen::N,xwarin,yemək
415,Nahrung::N,xwarin,qida
416,Speise::N,xwarin,xörək
417,Fleisch::N,goşt,ət
418,Getreide::N,zad,taxıl
419,Brei::N,hewdêl,aş
420,Brei::N,hewdêl,sıyıq
421,Brot::N,,çörək
422,Scheibe::N,parçe,dilim
423,Fett::N,rûn,yağ
424,Butter::N,rûn,kərə yağı
425,Öl::N,rûn,yağ
426,Salz::N,xwe,duz
427,Suppe::N,şorbe,şorba
428,Honig::N,hingiv,bal
429,Milch::N,şîr,süd
430,Tee::N,çay,çay
431,Leder::N,çerm,dəri
432,Wolle::N,herî,yun
433,Stoff::N,paç,qumaş
434,Nadel::N,derzî,iynə
435,Faden::N,ta,sap
436,Knopf::N,bişkok,düymə
437,Knoten::N,girêk,düyün
438,Farbe::N,boyax,boya
439,Kleidung::N,çil,geyim
440,Hemd::N,qutik,köynək
441,Hemd::N,miltan,köynək
442,Kragen::N,stûvang,yaxa
443,Ärmel::N,hûçik,qol
444,Hose::N,şewel,şalvar
445,Gürtel::N,qayiş,kəmər
446,Mütze::N,fîno,şapka
447,Schuh::N,şêkal,tufli
448,Schuh::N,şêkal,ayaqqabı
449,Stiefel::N,gizme,çəkmə
450,Stiefel::N,çizme,çəkmə
451,Ring::N,xelek,üzük
452,Band::N,band,lent
453,Kamm::N,şeh,daraq
454,Spiegel::N,eynik,güzgü
455,Riemen::N,qayiş,qayış
456,Schnur::N,doxin,ip
457,Leine::N,şirît,kəmsik
458,Decke::N,bataniye,ədyal
459,Decke::N,bataniye,yorğan
460,Kissen::N,balgî,yastıq
461,Tuch::N,şar,şarf
462,Tuch::N,şar,kaşne
463,Handtuch::N,dezmal,dəsmal
464,Kraft::N,hêz,güc
465,Kraft::N,qewet,güc
466,Stärke::N,xurtî,qüvvət
467,Gesundheit::N,nojdarî,sağlamlıq
468,Krankheit::N,nexweşî,xəstəlik
469,Schmerz::N,êş,ağrı
470,Schmerz::N,êş,sancı
471,Wunde::N,kul,yara
472,Fieber::N,ta,isitmə
473,Fieber::N,ta,qızdırma
474,Arznei::N,derman,ilaç
475,Arznei::N,derman,dərman
476,Brücke::N,kopî,körpü
477,Brunnen::N,çal,quyu
478,Brunnen::N,kani,quyu
479,Weide::N,beyar,otlaq
480,Pfad::N,xaçirek,cığır
481,Weg::N,rê,yol
482,Straße::N,rê,küçə
483,Dorf::N,gund,kənd
484,Stadt::N,baçar,şəhər
485,Brief::N,name,məktub
486,Buch::N,kitêb,kitab
487,Buch::N,pirtûk,kitab
488,Buchstabe::N,herf,hərf
489,Zeitung::N,rojname,qəzet
490,Leben::N,jiyan,həyat
491,Tod::N,mirin,ölüm
492,Grab::N,mezel,qəbir
493,Kirche::N,gilyas,kilsə
494,Sünde::N,guneh,günah
495,Gott::N,xwedê,tanrı
496,Arbeiter::N,hîşçî,işçi
497,Chef::N,bêg,şef
498,Chef::N,bêg,rəis
499,Meister::N,hoste,usta
500,Arzt::N,doktor,həkim
501,Arzt::N,doktor,doktor
502,Lehrer::N,mamoste,müəllim
503,Geld::N,pere,pul
504,Geschäft::N,firoşgeh,ticarət
505,Laden::N,dikan,dükan
506,Preis::N,buha,qiymət
507,Ware::N,tişt,mal
508,Nutzen::N,fêde,fayda
509,Reichtum::N,serwet,zənginlik
510,Welt::N,dinya,aləm
511,Welt::N,dinya,dünya
512,Land::N,welat,ölkə
513,Staat::N,dewlet,dövlət
514,König::N,şah,kral
515,König::N,şah,məlik
516,König::N,qral,kral
517,König::N,qral,məlik
518,Macht::N,qewet,qüdrət
519,Macht::N,destihilat,qüdrət
520,Grenze::N,kevî,hüdud
521,Grenze::N,kevî,sərhət
522,Krieg::N,çeng,hərb
523,Krieg::N,çeng,müharibə
524,Krieg::N,sêwaş,hərb
525,Krieg::N,sêwaş,müharibə
526,Feind::N,dijmin,düşmən
527,Gewalt::N,zor,cəbr
528,Kampf::N,şer,savaş
529,Bogen[Waffe]::N,kêvan,yay
530,Pfeil::N,çîrik,ox
531,Gewehr::N,tifing,tüfəng
532,Fehler::N,şaşî,xəta
533,Lüge::N,derew,yalan
534,Schaden::N,xisar,ziyan
535,Unglück::N,bêbextî,bəla
536,Schuld::N,suç,təqsir
537,Alter::N,temen,yaş
538,Schluss::N,girtin,son
539,Zeit::N,çax,vaxt
540,Zeit::N,çax,zaman
541,Tag::N,roj,gün
542,Morgen::N,sibeh,sabah
543,Mittag::N,nîro,günorta
544,Abend::N,êvar,axşam
545,Nacht::N,şev,gecə
546,Woche::N,heftî,həftə
547,Monat::N,meh,ay
548,Jahr::N,sal,il
549,Frühling::N,bihar,yaz
550,Frühling::N,bihar,bahar
551,Sommer::N,havîn,yay
552,Herbst::N,payîz,payız
553,Winter::N,zistan,qış
554,Januar::N,çile,Janvar
555,Februar::N,sibat,Fevral
556,März::N,adar,Mart
557,April::N,nîsan,Aprel
558,Mai::N,gûlan,May
559,Juni::N,hezîran,İyun
560,Juli::N,tîmeh,İyul
561,August::N,tebax,Avqust
562,September::N,îlon,Sentyabr
563,Oktober::N,çotmeh,Oktyabr
564,November::N,mijdar,Noyabr
565,Dezember::N,kanûn,Dekabr
566,Montag::N,duşemb,bazar ertəsi
567,Dienstag::N,sêşem,çərşənbə axşamı
568,Mittwoch::N,çarşemb,çərşənbə
569,Donnerstag::N,pêşemb,cüme axşamı
570,Freitag::N,în,cüme
571,Samstag::N,şemî,şənbə
572,Sonntag::N,yekşemb,bazar
573,groß::A,mezin,böyük
574,klein::A,çûçik,kiçik
575,lang::A,dirêj,uzun
576,kurz::A,kin,qısa
577,breit::A,fireh,enli
578,breit::A,fireh,geniş
579,schmal::A,tenik,dar
580,dicht::A,gir,sıx
581,dick[Gegenstand]::A,şîşman,qalın
582,dünn::A,zirav,nazik
583,fein::A,tenik,incə
584,fest::A,saxlem,bərk
585,fest::A,saxlem,möhkəm
586,flach::A,pahn,düz
587,glatt::A,dûz,hamar
588,glatt::A,şayîk,hamar
589,hart::A,hişk,sərt
590,weich::A,nerm,yumşaq
591,rund::A,gilover,yuvarlaq
592,spitz::A,pîj,uclu
593,spitz::A,pîj,sivri
594,scharf::A,tûj,kəskin
595,stumpf::A,ne tûj,küt
596,schwer::A,giran,ağır
597,schön::A,xweş,gözəl
598,schön::A,xweş,gəşəng
599,schön::A,xweşik,gözəl
600,schön::A,xweşik,gəşəng
601,heiß::A,kelandî,isti
602,warm::A,germ,ilıq
603,kalt::A,sar,soyuq
604,kühl::A,jemîrî,sərin
605,frisch::A,ter,təzə
606,feucht::A,şil,nəm
607,nass::A,şilek,yaş
608,trocken::A,zuwa,quru
609,voll::A,tijî,dolu
610,leer::A,vala,boş
611,offen::A,vekirî,açıq
612,geschlossen::A,asê,qapalı
613,sauber::A,pakij,təmiz
614,schmutzig::A,lewitî,kirli
615,roh::A,xav,çiy
616,reif::A,gihaştî,yetişmiş
617,lecker::A,xweş,dadlı
618,lecker::A,xweş,ləzzətli
619,süß::A,şîrîn,şirin
620,bitter::A,tahl,acı
621,sauer::A,tirş,turş
622,hell::A,ronî,aydın
623,dunkel::A,tarî,qaranlıq
624,schwarz::A,reş,qara
625,weiß::A,sipî,ağ
626,rot::A,sor,qırmızı
627,gelb::A,zer,sarı
628,blau::A,şîn,göy
629,blau::A,şîn,mavi
630,grün::A,şîn,yaşıl
631,grau::A,gewr,boz
632,bunt::A,rengîn,əlvan
633,bunt::A,rengîn,rəngli
634,billig::A,erzan,ucuz
635,teuer::A,biha,bahalı
636,wertvoll::A,hêja,qiymətli
637,wertvoll::A,giranbiha,qiymətli
638,blind::A,kor,kor
639,taub::A,kerr,kar
640,kräftig::A,gir,güclü
641,kräftig::A,xurt,güclü
642,stark::A,xurt,qüvvətli
643,schwach::A,kesad,zəif
644,schwach::A,kesad,gücsüz
645,fett::A,qelew,şişman
646,schlank::A,zirav,zərif
647,hübsch::A,xweşik,göyçək
648,böse::A,xerab,fəna
649,böse::A,aciz,fəna
650,dumm::A,gêj,axmaq
651,faul::A,têmbêl,tənbəl
652,fleißig::A,jêhatî,çalışqan
653,geizig::A,destgirtî,xəsis
654,klug::A,baqil,ağıllı
655,geschickt::A,zîrek,bacarıqlı
656,geschickt::A,ziring,bacarıqlı
657,lieb::A,delal,əziz
658,lieb::A,delal,sevimli
659,lustig::A,kêfxweş,məzəli
660,lustig::A,kêfxweş,gülməli
661,sanft::A,nazenîn,mülayim
662,hungrig::A,birçî,ac
663,krank::A,nexweş,xəstə
664,nackt::A,rût,çılpaq
665,nackt::A,tazî,çılpaq
666,traurig::A,xemgîn,qəmgin
667,traurig::A,xemgîn,kədərli
668,lebendig::A,bisaxî,canlı
669,gut::A,baş,yaxşı
670,schlecht::A,xerab,pis
671,richtig::A,rast,doğru
672,richtig::A,saxlem,doğru
673,schlimm::A,nebaş,fəna
674,wahr::A,rast,gərçək
675,alt::A,pîr,əski
676,alt::A,pîr,köhnə
677,alt::A,kevn,əski
678,alt::A,kevn,köhnə
679,neu::A,nû,yeni
680,ehemalig::A,kevnar,əvvəlki
681,ehemalig::A,peşidar,əvvəlki
682,alt[Lebewesen]::A,pîr,qoca
683,jung::A,xort,gənc
684,arm::A,feqîr,kasıb
685,arm::A,feqîr,yoxsul
686,arm::A,desteng,kasıb
687,arm::A,desteng,yoxsul
688,reich::A,dewlemend,zəngin
689,bekannt::A,naskirî,tanış
690,berühmt::A,navdar,məşhur
691,fremd::A,xerîb,yad
692,verschieden::A,çîhê,dürlü
693,nah::A,nêzîk,yaxın
694,fern::A,dûr,uzaq
695,linker::A,çepê,sol
696,rechter::A,rastê,sağ
697,anderer::A,yê din,başqa
698,erster::A,yekemîn,birinci
699,zweiter::A,duda,ikinci
700,dritter::A,sisêya,üçüncü
701,letzter::A,paşîn,sonuncu
702,letzter::A,paşîn,axırıncı
703,allein::ADV,tenê,tək
704,allein::ADV,tenê,yalqız
705,auf einmal::ADV,jar kê,birdən
706,zusammen::ADV,tev,birlikdə
707,zusammen::ADV,bi hev re,birlikdə
708,lange::ADV,dirêj,uzun
709,plötzlich::ADV,ji nişkave,qəfildən
710,sofort::ADV,yekser,həmən
711,sofort::ADV,yekser,dərhal
712,später::ADV,paşiyê,sonra
713,jetzt::ADV,nuha,indi
714,heute::ADV,îro,bugün
715,morgen::ADV,sibeh,sabah
716,bald::ADV,nêzîk,yaxında
717,bald::ADV,nêzîk,tezliklə
718,dann::ADV,paşê,onda
719,gestern::ADV,do,dünən
720,einst::ADV,jar ke,əvvəllər
721,damals::ADV,hîngî,o vaxt
722,danach::ADV,piştra,sonra
723,vorher::ADV,pîşî,qabaqcadan
724,zuerst::ADV,bere,əvvəl
725,einmal::ADV,çarik,bir dəfə
726,manchmal::ADV,çarna,hərdənbir
727,oft::ADV,gelek çaran,tez-tez
728,oft::ADV,gelek çaran,çox vaxt
729,immer::ADV,daîm,daimi
730,immer::ADV,daîm,həmişə
731,niemals::ADV,tu çar,əsla
732,niemals::ADV,tu çar,heç bir zaman
733,hier::ADV,li vir,bura
734,hier::ADV,li vir,burada
735,hierhin::ADV,vir,buraya
736,von hier::ADV,ji vir,buradan
737,dort::ADV,li wê derê,ora
738,dort::ADV,li wê derê,orada
739,dorthin::ADV,wêda,oraya
740,geradeaus::ADV,rastê rast,düz
741,vorwärts::ADV,ber bi pêş,irəli
742,rückwärts::ADV,paşpê,geri
743,zurück::ADV,paşdo,geriyə
744,zurück::ADV,paşvê,geriyə
745,unten::ADV,jêrî,aşağıda
746,hinab::ADV,berjêr,aşağı
747,oben::ADV,banî,yuxarıda
748,hinauf::ADV,banî,yuxarı
749,überall::ADV,li her derê,hər yerdə
750,nicht::ADV,ne,-ma-
751,nicht::ADV,nîn,-ma-
752,nicht::ADV,tine,-ma-
753,ein wenig::ADV,hebkî,bir az
754,kaum::ADV,tema,güclə
755,kaum::ADV,himangi,güclə
756,sehr::ADV,gelek,çox
757,so::ADV,weha,belə
758,noch::ADV,hêj,hələ
759,noch::ADV,dîsa,hələ
760,nur::ADV,tenê,yalnız
761,nur::ADV,bes,yalnız
762,schon::ADV,hew,artıq
763,wieder::ADV,jar din,yenə
764,wieder::ADV,dîsa,yenə
765,vergebens::ADV,deya çun,boş yerə
766,vergebens::ADV,îfleh bûn,boş yerə
767,vor::PRP,li ber,önündə
768,hinter::PRP,li pişt,arxasında
769,unter::PRP,li bin,altında
770,durch::PRP,kura,içindən
771,neben::PRP,li ba,yanında
772,zwischen::PRP,nabeyne,arasında
773,zwischen::PRP,di nav...da,arasında
774,wegen::PRP,ji bo,üçün
775,wegen::PRP,ji bo,ötəri
776,wegen::PRP,ji ber,üçün
777,wegen::PRP,ji ber,ötəri
778,dies::PRN,ev,bu
779,das::PRN,ev,o
780,alles::PRN,hemû,hər şey
781,ich::PRN,ez,mən
782,du::PRN,tu,sən
783,er::PRN,wî,o
784,wir::PRN,êm,biz
785,ihr::PRN,hûn,siz
786,sie::PRN,we,onlar
787,was::FPRN,çi,nə
788,wer::FPRN,ki,kim
789,wo::FADV,li ku dere,harada
790,wohin::FADV,li ku dere,haraya
791,wie::FADV,çawa,necə
792,warum::FADV,çima,niyə
793,warum::FADV,çima,nə üçün
794,wieviel::FNUM,çend,neçə
795,wieviel::FNUM,çend,nə qədər
796,eins::NUM,yek,bir
797,zwei::NUM,didu,iki
798,drei::NUM,sisê,üç
799,vier::NUM,çar,dörd
800,fünf::NUM,penç,beş
801,sechs::NUM,şeş,altı
802,sieben::NUM,heft,yeddi
803,acht::NUM,heşt,səkkiz
