,Concept_ID,ja,lbe
227,Großvater::N,祖父,ниттил ппу
228,Großvater::N,おじいさん,ттатта
229,Großvater::N,おじいさん,ниттил ппу
230,Großmutter::N,祖母,буттал нину
231,Großmutter::N,おばあさん,буттал нину
232,Eltern::N,親,нину-ппу
233,Eltern::N,両親,нину-ппу
234,Vater::N,父,ппу
235,Vater::N,お父さん,ппу
236,Mutter::N,母,нину
237,Mutter::N,お母さん,нину
238,Sohn::N,息子,арс
239,Sohn::N,息子さん,арс
240,Tochter::N,娘,душ
241,Tochter::N,お嬢さん,душ
242,Bruder::N,弟,уссу
243,Schwester::N,妹,ссу
244,Onkel::N,伯父,буттауссу
245,Onkel::N,伯父さん,буттауссу
246,Tante::N,叔母,буттал ссу
247,Tante::N,叔母さん,буттал ссу
248,Ehemann::N,夫,лас
249,Ehemann::N,主人,лас
250,Ehefrau::N,妻,щар
251,Ehefrau::N,妻,щарсса
252,Ehefrau::N,奥さん,щар
253,Ehefrau::N,奥さん,щарсса
254,Freude::N,喜び,шадшиву
255,Freude::N,喜び,ххаришиву
256,Gelächter::N,笑い,хъяхъаву
257,Glück::N,幸せ,талихӏ
258,Kummer::N,悩み,дард
259,Wunsch::N,希望,мурад
260,Lust::N,気,гьавас
261,Lust::N,気,ччаву
262,Geist::N,精神,рухӏ
263,Gedanke::N,考え,пикри
264,Gedächtnis::N,記憶,дакӏний личӏаву
265,Verstand::N,理解力,аькьлу
266,Sinn::N,意味,мяъна
267,Grund::N,理由,багьана
268,Wahrheit::N,真実,тӏайламур
269,Wahrheit::N,真実,хӏакьмур
270,Gespräch::N,会話,ихтилат
271,Märchen::N,童話,магьа
272,Erzählung::N,物語,хавар
273,Nachricht::N,報告,хавар
274,Neuigkeit::N,ニュース,хавар
275,Name::N,名前,цӏа
276,Rätsel::N,謎,ссигьа
277,Rede::N,演説,гъалгъа
278,Sprache::N,言語,маз
279,Stimme::N,声,чӏу
280,Stimme::N,声,чӏукӏа
281,Wort::N,言葉,махъ
282,Zeichen::N,記号,лишан
283,Ruf::N,呼び声,
284,Lärm::N,騒音,чӏу
285,Laut::N,音,чӏу
286,Ton::N,音,чӏу
287,Lied::N,歌,балай
288,Ruhe::N,静けさ,дигьалагру
289,Leute::N,人々,инсантал
290,Volk::N,民族,ил
291,Volk::N,民族,халкь
292,Arbeit::N,仕事,заву
293,Gast::N,客,хъамаличу
294,Geschenk::N,贈り物,бухчакарши
295,Geschenk::N,贈り物,лажинккакку
296,Spiel::N,遊び,тӏуркӏу
297,Gesellschaft::N,社会,жямат
298,Gesellschaft::N,社会,ккуран
299,Hilfe::N,援助,кумаг
300,Freund::N,友達,дус
301,Kamerad::N,同志,хӏаласу
302,Angelegenheit::N,件,иш
303,Anzahl::N,数,аьдад
304,Art::N,種類,жинс
305,Stück::N,部分,касак
306,Teil::N,部分,бутӏа
307,Hälfte::N,半分,дачӏи
308,Kreis::N,円,кюрщан
309,Kreuz::N,十字,ххач
310,Linie::N,線,щва
311,Strich::N,線,щва
312,Abstand::N,距離,манзил
313,Entfernung::N,距離,манзил
314,Gegend::N,辺,кӏану
315,Gegend::N,地域,кӏану
316,Platz::N,ゆとり,
317,Ort::N,所,кӏану
318,Ort::N,場所,кӏану
319,Seite::N,横,чул
320,Seite::N,横,чулухалу
321,Mitte::N,真ん中,дя
322,Gegenstand::N,物件,зат
323,Sache::N,物,зат
324,Rand::N,端,зума
325,Kante::N,縁,
326,Ecke::N,角,мурцӏу
327,Spitze::N,先頭,мицӏ
328,Ende::N,端,зума
329,Loch::N,穴,ккутӏ
330,Winkel::N,片隅,мурцӏу
331,Muster::N,模様,накьич
332,Größe::N,大きさ,
333,Länge::N,長さ,лахъишиву
334,Höhe::N,高さ,лахъшиву
335,Gewicht::N,重さ,дуццин
336,Gewicht::N,重さ,кӏушиву
337,Menge::N,量,
338,Haufen::N,堆積,бакӏу
339,Reihe::N,並び,кьюкьа
340,Boot::N,ボート,луткка
341,Ruder::N,オール,весло
342,Ruder::N,オール,чӏатӏа
343,Schlitten::N,そり,чана
344,Schlitten::N,そり,санкка
345,Ski::N,スキー,лижарду
346,Lagerfeuer::N,篝火,къавтӏн
347,Last::N,荷物,гьиву
348,Gang::N,歩み,нанаву
349,Schritt::N,歩,ша
350,Norden::N,北,ухссав
351,Norden::N,北,ухссавнил чулухалу
352,Süden::N,南,кьилва
353,Westen::N,西,баргълагавал
354,Westen::N,西,баргълагавал чул
355,Osten::N,東,баргъбуккай чулухалу
356,Holz::N,木,тӏама
357,Holz::N,木材,тӏама
358,Brett::N,板,тахта
359,Platte::N,盤,гъуни
360,Stütze::N,支柱,гьалакӏу
361,Stange::N,棒,къазихъ
362,Stock::N,杖,ттархь
363,Stab::N,棒,ччантӏакъу
364,Rohr::N,管,бургъу
365,Haus::N,家,къатта
366,Heim::N,家,къатта
367,Ofen::N,ストーブ,пач
368,Fußboden::N,床,чӏанкъатта
369,Tisch::N,机,усттул
370,Stuhl::N,椅子,кӏану
371,Wiege::N,揺籃,оьрчӏал кӏану
372,Bett::N,ベッド,тах
373,Regal::N,棚,чӏаму
374,Kiste::N,箱,яшикӏ
375,Kiste::N,箱,къурши
376,Fenster::N,窓,чӏавахьулу
377,Tür::N,戸,нуз
378,Tür::N,戸,нузкьун
379,Tür::N,ドア,нуз
380,Tür::N,ドア,нузкьун
381,Tor::N,門,къапу
382,Tor::N,門,дарваза
383,Zaun::N,垣根,дайгьузанну
384,Dach::N,屋根,магъи
385,Dach::N,屋根,цӏиялу
386,Leiter::N,梯子,чуртту
387,Besen::N,ほうき,чӏатлу
388,Spaten::N,スコップ,бил
389,Schaufel::N,シャベル,чӏатӏа
390,Gabel::N,フォーク,гьиссилу
391,Löffel::N,スプーン,къуса
392,Messer::N,ナイフ,чӏила
393,Nagel::N,釘,мяр
394,Netz::N,網,къери
395,Haken::N,鉤,къича
396,Haken::N,フック,къича
397,Griff::N,取っ手,куяму
398,Schloss::N,錠,кьункьула
399,Bild::N,絵,сурат
400,Figur::N,像,
401,Puppe::N,人形,ссихьу
402,Beutel::N,袋,чантай
403,Bündel::N,束,гьи
404,Bündel::N,束,къар
405,Bündel::N,包み,гьи
406,Bündel::N,包み,къар
407,Tasche::N,かばん,
408,Eimer::N,バケツ,бадра
409,Deckel::N,蓋,къапаза
410,Geschirr::N,食器,пюрунчӏул
411,Geschirr::N,食器,тӏахӏникӏичӏу
412,Sack::N,袋,къап
413,Sack::N,袋,дарваг
414,Tasse::N,カップ,пижан
415,Tasse::N,カップ,пинжан
416,Tasse::N,カップ,инкираччатӏи
417,Tasse::N,カップ,цинцилттал бушкъап
418,Topf::N,鍋,кӏункӏур
419,Kessel::N,釜,чаг
420,Kessel::N,釜,кӏункӏур
421,Essen::N,食事,дукия
422,Essen::N,食事,дукин
423,Nahrung::N,食物,дукра
424,Speise::N,料理,дукра
425,Fleisch::N,肉,дикӏ
426,Getreide::N,麦,къама
427,Getreide::N,穀物,къама
428,Brei::N,粥,ккурч
429,Brot::N,パン,ччатӏ
430,Scheibe::N,枚,парча
431,Scheibe::N,切れ,парча
432,Fett::N,脂肪,аьгъушиву
433,Butter::N,バター,нагь
434,Butter::N,バター,лагаву
435,Öl::N,油,
436,Salz::N,塩,цӏву
437,Suppe::N,スープ,накь
438,Honig::N,蜂蜜,ницӏ
439,Milch::N,牛乳,накӏ
440,Tee::N,茶,чяй
441,Tee::N,お茶,чяй
442,Leder::N,革,бурчу
443,Wolle::N,毛糸,ппал
444,Stoff::N,布,янна
445,Nadel::N,針,ххалаххи
446,Faden::N,糸,ххал
447,Knopf::N,ボタン,банд
448,Knoten::N,結び目,къурхъ
449,Farbe::N,ペンキ,сир
450,Kleidung::N,衣服,янна
451,Kleidung::N,衣服,лаххия
452,Hemd::N,シャツ,гьухъа
453,Kragen::N,襟,дарвач
454,Ärmel::N,袖,кахха
455,Hose::N,ズボン,хӏажак
456,Gürtel::N,帯,мухӏлу
457,Gürtel::N,ベルト,мухӏлу
458,Mütze::N,帽子,кьяпа
459,Schuh::N,靴,
460,Stiefel::N,ブーツ,чакма
461,Ring::N,輪,кӏисса
462,Band::N,リボン,линт
463,Kamm::N,櫛,ттарал
464,Spiegel::N,鏡,дагьани
465,Riemen::N,緒,эн
466,Schnur::N,紐,хьхьа
467,Leine::N,綱,
468,Decke::N,掛け布団,виргъан
469,Kissen::N,枕,кӏаралу
470,Tuch::N,スカーフ,карщи
471,Handtuch::N,タオル,калихьу
472,Handtuch::N,タオル,лажинлихьу
473,Kraft::N,力,эллаж
474,Stärke::N,強さ,гуж
475,Gesundheit::N,健康,цӏуллу-сагъшиву
476,Krankheit::N,病気,къашайшиву
477,Schmerz::N,痛み,къюву
478,Wunde::N,傷,щаву
479,Fieber::N,熱,кӏиришиву
480,Arznei::N,薬,дару
481,Brücke::N,橋,ламу
482,Brunnen::N,井戸,къуй
483,Weide::N,牧場,бизантту
484,Pfad::N,小路,жегъир ххуллу
485,Weg::N,道,ххуллу
486,Straße::N,街道,ххуллу
487,Dorf::N,村,щар
488,Dorf::N,村,шяравалу
489,Stadt::N,町,шагьру
490,Stadt::N,都市,шагьру
491,Brief::N,手紙,чагъар
492,Buch::N,本,лу
493,Buchstabe::N,文字,хӏарп
494,Zeitung::N,新聞,кказит
495,Leben::N,生活,оьрму
496,Tod::N,死,ажал
497,Tod::N,死,бивкӏу
498,Tod::N,死,ивчӏаву
499,Grab::N,墓,гьав
500,Kirche::N,教会,килиса
501,Sünde::N,罪,бунагъ
502,Gott::N,神,зал
503,Arbeiter::N,労働者,зузала
504,Chef::N,上司,ялувма
505,Meister::N,達人,усттар
506,Meister::N,マイスター,усттар
507,Arzt::N,医者,хӏакин
508,Lehrer::N,先生,учитель
509,Geld::N,金,арцу
510,Geschäft::N,取り引き,даву
511,Laden::N,店,ттучан
512,Preis::N,値段,багъа
513,Ware::N,商品,хъус
514,Nutzen::N,利益,хайр
515,Nutzen::N,利益,мюнпат
516,Reichtum::N,豊かさ,давлат
517,Reichtum::N,豊かさ,аваданшиву
518,Welt::N,世界,дуниял
519,Land::N,国,билаят
520,Staat::N,国家,паччахӏлугъ
521,König::N,国王,
522,Macht::N,権力,власть
523,Grenze::N,国境,дазу
524,Krieg::N,戦争,дяъви
525,Feind::N,敵,душман
526,Gewalt::N,暴力,къия
527,Kampf::N,戦い,лачӏуи уккаву
528,Bogen[Waffe]::N,弓,ккуртта
529,Pfeil::N,矢,чӏатӏаракӏ
530,Gewehr::N,銃,ттупанг
531,Fehler::N,間違い,гъалатӏ
532,Lüge::N,嘘,щялмахъ
533,Schaden::N,損害,зарал
534,Unglück::N,不幸,бала
535,Schuld::N,罪,тахсир
536,Alter::N,年,оьрму
537,Alter::N,年齢,оьрму
538,Schluss::N,終わり,ахир
539,Zeit::N,時,чӏун
540,Zeit::N,時間,чӏун
541,Tag::N,日,кьини
542,Morgen::N,朝,кӏюрх
543,Mittag::N,昼,ахттайн
544,Mittag::N,昼,дяахттайн
545,Mittag::N,昼,ахттайн чӏун
546,Abend::N,晩,маркӏачӏан
547,Abend::N,夕方,маркӏачӏан
548,Nacht::N,夜,хьхьу
549,Woche::N,週,нюжмар
550,Monat::N,月,барз
551,Jahr::N,年,шин
552,Frühling::N,春,инт
553,Sommer::N,夏,гъи
554,Herbst::N,秋,ссут
555,Winter::N,冬,кӏи
556,Januar::N,一月,цалчинмур барз
557,Februar::N,二月,кӏилчинмур барз
558,März::N,三月,шамилчинмур барз
559,April::N,四月,апрель
560,April::N,四月,мукьилчинмур барз
561,Mai::N,五月,май
562,Mai::N,五月,ххюлчинмур барз
563,Juni::N,六月,июнь
564,Juni::N,六月,ряххилчинмур барз
565,Juli::N,七月,июль
566,Juli::N,七月,Арулчинмур барз
567,August::N,八月,мяйлчинмур барз
568,September::N,九月,урчӏилчинмур барз
569,Oktober::N,十月,ацӏилчинмур барз
570,November::N,十一月,ацӏния цалчинмур барз
571,Dezember::N,十二月,ацӏния кӏилчинмур барз
572,Montag::N,月曜日,итин
573,Montag::N,月曜日,итин кьини
574,Dienstag::N,火曜日,тталат
575,Dienstag::N,火曜日,тталат кьини
576,Mittwoch::N,水曜日,арвахӏ
577,Donnerstag::N,木曜日,хамис
578,Freitag::N,金曜日,нюжмар
579,Freitag::N,金曜日,нюжмар кьини
580,Samstag::N,土曜日,ххуллун
581,Samstag::N,土曜日,ххуллун кьини
582,Sonntag::N,日曜日,алхӏат
583,Sonntag::N,日曜日,алхӏат кьини
584,groß::A,大きい,бугъарасса
585,klein::A,小さい,чӏивисса
586,lang::A,長い,лахъисса
587,kurz::A,短い,кутӏасса
588,breit::A,広い,уттасса
589,schmal::A,狭い,уттакӏюласса
590,dicht::A,密な,ццунсса
591,dick[Gegenstand]::A,厚い,ганзсса
592,dünn::A,薄い,кӏюласса
593,fein::A,細い,
594,fest::A,硬い,цӏакьсса
595,fest::A,硬い,кьянкьасса
596,flach::A,平らな,баягъисса
597,flach::A,平らな,цӏубакъасса
598,flach::A,平らな,куртӏ дакъасса
599,glatt::A,滑らかな,дюрчӏусса
600,hart::A,堅い,кьянкьасса
601,weich::A,柔らかい,кӏукӏлусса
602,rund::A,丸い,ккурккисса
603,spitz::A,尖った,ярксса
604,spitz::A,尖った,дайлсса
605,spitz::A,尖った,мицӏ бусса
606,scharf::A,鋭い,ярксса
607,scharf::A,鋭い,дайлсса
608,scharf::A,鋭い,мицӏ бусса
609,stumpf::A,鈍い,къуркъасса
610,schwer::A,重い,кӏусса
611,schön::A,綺麗な,аьнтӏикӏасса
612,heiß::A,熱い,кӏирисса
613,warm::A,温かい,гъелисса
614,kalt::A,寒い,дяркъусса
615,kalt::A,冷たい,дяркъусса
616,kühl::A,涼しい,дюхлулсса
617,frisch::A,ひんやりした,цӏусса
618,feucht::A,湿った,атилсса
619,feucht::A,湿った,хъавтусса
620,nass::A,濡れた,атилсса
621,nass::A,濡れた,хъавтусса
622,trocken::A,乾いた,кьавкьсса
623,trocken::A,乾いた,кьакьан бувсса
624,voll::A,いっぱいの,бувцӏусса
625,leer::A,空の,бачӏвасса
626,offen::A,開いた,тӏивтӏусса
627,geschlossen::A,閉まった,лавкьусса
628,sauber::A,清潔な,марцӏсса
629,schmutzig::A,汚い,чапалсса
630,roh::A,生の,шакъавхьсса
631,reif::A,熟した,дирсса
632,lecker::A,美味しい,нахӏусса
633,lecker::A,美味しい,тӏааьнсса
634,süß::A,甘い,нацӏусса
635,bitter::A,苦い,кьурчӏисса
636,sauer::A,酸っぱい,туршсса
637,hell::A,明るい,чаннасса
638,dunkel::A,暗い,цӏансса
639,schwarz::A,黒い,лухӏисса
640,weiß::A,白い,кӏяласса
641,rot::A,赤い,ятӏулсса
642,gelb::A,黄色い,хъахъисса
643,blau::A,青い,някӏсса
644,grün::A,緑の,щюлисса
645,grau::A,灰色の,оьрусса
646,bunt::A,色取り取りの,оьрчӏикӏурисса
647,billig::A,安い,кьювкьусса
648,teuer::A,高い,ххирасса
649,wertvoll::A,貴重な,багьасса
650,blind::A,盲目の,мурчӏисса
651,taub::A,耳が聞こえない,къюкӏсса
652,kräftig::A,強力な,гужсса
653,stark::A,強い,кьянкьасса
654,schwach::A,弱い,заэвсса
655,fett::A,太った,бучсса
656,schlank::A,ほっそりした,бювхъусса
657,hübsch::A,素敵な,янусса
658,böse::A,悪い,оьсса
659,dumm::A,馬鹿な,ахӏмакьсса
660,faul::A,怠惰な,танмалсса
661,faul::A,怠惰な,курчӏилсса
662,fleißig::A,勤勉な,хӏарачат бусса
663,geizig::A,けちな,янттарцӏансса
664,klug::A,賢い,аькьлу бусса
665,klug::A,頭のいい,аькьлу бусса
666,geschickt::A,器用な,паргалсса
667,lieb::A,愛らしい,аьзизсса
668,lustig::A,楽しい,тяхъасса
669,sanft::A,温和な,иминсса
670,hungrig::A,空腹の,ккашилсса
671,krank::A,病気の,къашавайсса
672,nackt::A,裸の,кӏачӏасса
673,traurig::A,悲しい,пашмансса
674,lebendig::A,生きた,уттавасса
675,gut::A,良い,ххуйсса
676,schlecht::A,悪い,оьккисса
677,schlecht::A,駄目な,оьккисса
678,richtig::A,正しい,саргъунсса
679,schlimm::A,ひどい,оьккисса
680,wahr::A,本当の,хӏакьсса
681,alt::A,古い,кугьнасса
682,neu::A,新しい,цӏусса
683,ehemalig::A,以前の,хъхъичӏвасса
684,alt[Lebewesen]::A,年を取った,агьилсса
685,jung::A,若い,чӏавасса
686,jung::A,若い,жагьилсса
687,arm::A,貧乏な,мискинсса
688,reich::A,裕福な,авадансса
689,bekannt::A,有名な,дусъсса
690,berühmt::A,有名な,машгьурсса
691,fremd::A,見知らぬ,чил
692,verschieden::A,色々な,личӏи-личӏисса
693,nah::A,近い,гъансса
694,fern::A,遠い,архсса
695,linker::A,左の,кияхсса
696,linker::A,左の,кюччахсса
697,rechter::A,右の,урчӏахсса
698,anderer::A,別の,цамур
699,erster::A,一番目,цалчинмур
700,erster::A,一番目,цалчиннсса
701,zweiter::A,二番目,кӏилчиимур
702,dritter::A,三番目,шамулчинмур
703,letzter::A,最後の,махъва-махъмур
704,allein::ADV,一人で,ялгъузну
705,auf einmal::ADV,同時に,
706,zusammen::ADV,一緒に,цачӏу
707,zusammen::ADV,一緒に,архӏал
708,lange::ADV,長い間,батӏи къабуклай
709,lange::ADV,長い間,хъунмасса хӏаллай
710,plötzlich::ADV,急に,цакуну
711,sofort::ADV,すぐに,мугьлат бакъа
712,später::ADV,後で,махъ
713,jetzt::ADV,今,утти
714,jetzt::ADV,今,цӏана
715,heute::ADV,今日,хӏакьину
716,morgen::ADV,明日,гьуит
717,morgen::ADV,明日,гьунттий
718,bald::ADV,間もなく,
719,dann::ADV,それから,яла
720,gestern::ADV,昨日,лахьхьу
721,einst::ADV,過去に,
722,damals::ADV,あの時,та чӏумал
723,danach::ADV,その後で,яла
724,vorher::ADV,以前に,хьхьнчӏ
725,vorher::ADV,以前に,хьхьичӏва
726,zuerst::ADV,まず,бакӏрай
727,zuerst::ADV,まず,цӏу бутӏуй
728,zuerst::ADV,最初に,бакӏрай
729,zuerst::ADV,最初に,цӏу бутӏуй
730,einmal::ADV,一回,цал
731,manchmal::ADV,時々,ваксса-таксса
732,oft::ADV,よく,чӏявуну
733,immer::ADV,いつも,мудан
734,immer::ADV,いつも,даиман
735,niemals::ADV,一度も...ない,тачӏав
736,hier::ADV,こちら,шикку
737,hierhin::ADV,ここへ,шиккун
738,hierhin::ADV,こちらへ,шиккун
739,von hier::ADV,ここから,шичча
740,dort::ADV,そちら,гикку
741,dorthin::ADV,そこへ,тиккун
742,dorthin::ADV,そちらへ,тиккун
743,geradeaus::ADV,真っ直ぐに,тӏайланм
744,vorwärts::ADV,前へ,хьхьичӏунмай
745,rückwärts::ADV,後ろへ,махъа-хьхьичӏунмай
746,zurück::ADV,後ろへ,махъунмай
747,unten::ADV,下に,лув
748,hinab::ADV,下へ,бакӏ-ялавай
749,hinab::ADV,下へ,бакӏъялавай
750,oben::ADV,上に,ялув
751,hinauf::ADV,上へ,лавай
752,überall::ADV,どこでも,гьариий
753,überall::ADV,どこでも,хьу-хьуний
754,überall::ADV,どこでも,гьарца кӏанай
755,nicht::ADV,ない,къа-
756,ein wenig::ADV,少し,чанни
757,ein wenig::ADV,少し,ца чансса
758,ein wenig::ADV,ちょっと,чанни
759,ein wenig::ADV,ちょっと,ца чансса
760,kaum::ADV,ほとんど～ない,дахьа
761,sehr::ADV,とても,оьну
762,sehr::ADV,とても,гужну
763,sehr::ADV,とても,хъинну
764,so::ADV,こう,укукн
765,noch::ADV,まだ,гьала
766,noch::ADV,まだ,уттигу
767,noch::ADV,まだ,цакьинва
768,noch::ADV,まだ,ттигу-шилагу
