,Concept_ID,os,uz
736,hierhin::ADV,ардӕм,beri
737,von hier::ADV,ардыгæй,shu erdan
738,dort::ADV,уым,ana
739,dorthin::ADV,уырдӕм,u yerga
740,geradeaus::ADV,æргом,to'g'ri
741,vorwärts::ADV,размӕ,ilgari
742,rückwärts::ADV,фӕстӕмӕ,qoloq
743,zurück::ADV,фӕстӕмӕ,orqada
744,unten::ADV,дæлæ,pastda
745,unten::ADV,дæлейы,pastda
746,unten::ADV,бынæй,pastda
747,hinab::ADV,дӕлӕмӕ,tubanga
748,hinab::ADV,уырдыгмӕ,tubanga
749,oben::ADV,уӕле,ustida
750,hinauf::ADV,уӕлӕмӕ,yuqorida
751,überall::ADV,алыран,har erda
752,überall::ADV,алкæм,har erda
753,überall::ADV,кæмдæриддæр,har erda
754,nicht::ADV,нӕ,ämas
755,ein wenig::ADV,чысыл,biroz
756,kaum::ADV,цъус,arang
757,sehr::ADV,тынг,ancha
758,sehr::ADV,иттӕг,ancha
759,so::ADV,афтӕ,shunday
760,noch::ADV,ма,hali
761,nur::ADV,канд,yolg'iz
762,nur::ADV,ӕрмӕст,yolg'iz
763,schon::ADV,нырид,endi
764,wieder::ADV,ногӕй,yana
765,vergebens::ADV,дзæгъæлы,bekorga
766,vergebens::ADV,уæгъды,bekorga
767,vergebens::ADV,æнæхъуаджы,bekorga
768,vor::PRP,разы,burun
769,hinter::PRP,фӕстӕ,ketida
770,unter::PRP,бын,ostida
771,durch::PRP,æхсæнты,bo'ylab
772,neben::PRP,цур,yonida
773,zwischen::PRP,астӕу,orada
774,wegen::PRP,тыххай,sababli
775,dies::PRN,ай,o'sha
776,das::PRN,уый,narigi
777,alles::PRN,алцы,har nima
778,alles::PRN,æппæтдæр,har nima
779,alles::PRN,иууылдӕр,har nima
780,ich::PRN,æз,men
781,du::PRN,ды,sen
782,er::PRN,уый,u
783,wir::PRN,мах,biz
784,ihr::PRN,сымах,siz
785,sie::PRN,уыдон,ular
786,was::FPRN,цы,nima
787,wer::FPRN,чи,kim
788,wo::FADV,кӕм,qaerda
789,wohin::FADV,кӕдӕм,qayerga
790,wie::FADV,куыд,qanday
791,warum::FADV,цӕмӕн,nega
792,wieviel::FNUM,цал,qancha
793,eins::NUM,иу,bir
794,zwei::NUM,дыууӕ,ikki
795,drei::NUM,ӕртӕ,uch
796,vier::NUM,цыппар,to'rt
797,fünf::NUM,фондз,besh
798,sechs::NUM,ӕхсӕз,olti
799,sieben::NUM,авд,etti
800,acht::NUM,аст,sakkiz
801,neun::NUM,фараст,to'qqiz
802,zehn::NUM,дӕс,o'n
803,elf::NUM,иуæндæс,o'n bir
804,zwölf::NUM,дыууадæс,o'n ikki
805,zwanzig::NUM,дыууын,yigirma
806,dreißig::NUM,æртын,o'ttiz
807,dreißig::NUM,дæсæмæссæдз,o'ttiz
808,vierzig::NUM,цыппор,qirq
809,vierzig::NUM,цыппур,qirq
810,vierzig::NUM,дыууиссæдзы,qirq
811,fünfzig::NUM,фӕндзай,ällik
812,sechzig::NUM,æхсай,oltmish
813,sechzig::NUM,æртиссæдзы,oltmish
814,siebzig::NUM,æвдай,etmish
815,siebzig::NUM,дæс æмæ æртиссæдзы,etmish
816,achtzig::NUM,цыппарыссæдзы,sakson
817,achtzig::NUM,æстай,sakson
818,neunzig::NUM,нæуæдз,to'qson
819,neunzig::NUM,дæс æмæ цыппарыссæдзы,to'qson
820,hundert::NUM,сӕдӕ,yuz
821,tausend::NUM,мин,ming
822,und::CNJ,ӕмӕ,va
823,oder::CNJ,кӕнӕ,yo
824,stehen::V,лӕууын,turmoq
825,sitzen::V,бадын,o'tirmoq
826,liegen::V,хуыссын,yotmoq
827,hängen::V,ауыгъд уын,osilmoq
828,werden::V,суӕвын,bo'lmoq
829,passieren::V,æрцæуын,bo'lib o'tmoq
830,beginnen::V,райдайын,boshlanmoq
831,enden::V,фæуын,bitmoq
832,wechseln::V,ивын,o'zgarmoq
833,aufgehen[Sonne]::V,скæсын,chiqmoq
834,untergehen[Sonne]::V, аныгуылын,botmoq
835,scheinen[Sonne]::V,рухс кӕнын,yaraqlamoq
836,donnern::V,нæрын,gulduramoq
837,wehen::V,дымын,elpimoq
838,strömen::V,кӕлын,oqmoq
839,fließen::V,цæуын,oqmoq
840,fließen::V,уайын,oqmoq
841,fließen::V,кæлын,oqmoq
842,sich drehen::V,зилын,aylanmoq
843,schwanken::V,æнкъуысын,qoqilmoq
844,schwingen::V,æнкъуысын,lopillamoq
845,schwingen::V,змæлын,lopillamoq
846,fallen::V,хауын,tushmoq
847,brennen::V,судзын,yonmoq
848,rauchen::V,фæздæг кæнын,tutamoq
849,regnen::V,уарын,yomg'ir yog'moq
850,gefrieren::V,сӕлын,muzlamoq
851,tauen::V,стайын,ärimoq
852,schmelzen::V,тайын,ärimoq
853,trocknen::V,хус кæнын,qurimoq
854,sieden::V,фыцын,qaynamoq
855,faulen::V,ӕмбийын,chirimoq
856,verfaulen::V,бамбийын,chirimoq
857,reißen::V,скъуийын,qayt qilmoq
858,versinken::V,дӕлдон_кӕнын,g'arq bo'lmoq
859,vergehen::V,аивгъуийын,o'tmoq
860,erscheinen::V,разынын,zuhur ätmoq
861,verschwinden::V,фæтары уын,yo'qolmoq
862,verschwinden::V,фæдæлдзæх уын,yo'qolmoq
863,verschwinden::V,фесæфын,yo'qolmoq
864,verschwinden::V,æрбайсæфын,yo'qolmoq
865,sinken::V,дæлæмæ æрхауын,pasaymoq
866,abnehmen::V,фæкъаддæр уын,kamaymoq
867,abnehmen::V,фæцух уын,kamaymoq
868,zunehmen::V,фæфылдæр уын,urchimoq
869,zunehmen::V,сбирæ уын,urchimoq
870,zunehmen::V,сахадын,urchimoq
871,steigen::V,сыстын,oshmoq
872,wachsen::V,рӕзын,o'smoq
873,glänzen::V,ӕрттивын,porlamoq
874,funkeln::V,тыбар-тыбур_кӕнын,yalt ätmoq
875,lärmen::V,хъæлæба кæнын,taraq ätmoq
876,läuten::V,цæгъдын,jiringlamoq
877,klingeln::V,цæгъдын,jiringlamoq
878,klirren::V,дзыгъал-мыгъул кæнын,sharaqlamoq
879,klirren::V,дзæгъ-дзæгъ кæнын,sharaqlamoq
880,brausen::V,абухын,vag'illamoq
881,klingen::V,зæлын,yangramoq
882,klingen::V,азæлын,yangramoq
883,klingen::V,хъуысын,yangramoq
884,bellen::V,рæйын,hurmoq
885,heulen::V,ниуын,uvlamoq
886,blasen::V,фу кӕнын,puflamoq
887,pfeifen::V,æхситт кæнын,xushtak chalmoq 
888,pfeifen::V,къуыззитт кæнын,xushtak chalmoq 
889,schreien::V,хъӕр кӕнын,qiyqirmoq
890,stöhnen::V,хъæрзын,nola qilmoq
891,stöhnen::V,дзыназын,nola qilmoq
892,zittern::V,ризын,titramoq
893,leben::V,цӕрын,yashamoq
894,geboren werden::V,райгуырын,tug'ilmoq
895,atmen::V,улӕфын,nafas chiqarmoq
896,trinken::V,нуазын,ichmoq
897,essen::V,хӕрын,emoq
898,schlucken::V,ныхъуырын,yutmoq
899,müde werden::V,бафæллайын,horimoq
900,müde werden::V,бафæлмæцын,horimoq
901,müde werden::V,сфæлмæцын,horimoq
902,einschlafen::V,бафынæй уын,uxlab qolmoq
903,schlafen::V,хуыссын,uxlamoq
904,schlafen::V,фынӕй кӕнын,uxlamoq
905,aufwachen::V,райхъал уын,uyg'onmoq
906,aufstehen::V,стын,qo'pmoq
907,sich erholen::V,фæллад уадзын,dam olmoq
908,sich erholen::V,улæфын,dam olmoq
909,krank werden::V,фӕрынчын уын,kasallanmoq
910,krank sein::V,сӕйын,betob yotmoq
911,schmerzen::V,риссын,og'rimoq
912,husten::V,хуыфын,yo'talmoq
913,genesen::V,сдзæбæх уын,tuzalmoq
914,genesen::V,рандидзын,tuzalmoq
915,genesen::V,сæндидзын,tuzalmoq
916,sterben::V,мӕлын,o'lmoq
917,umkommen::V,фесæфын,halok bo'lmoq
918,umkommen::V,байсæфын,halok bo'lmoq
919,umkommen::V,бабын уын,halok bo'lmoq
920,umkommen::V,мард фæуын,halok bo'lmoq
921,sich bewegen::V,тæлфын,harakat qilmoq
922,sich bewegen::V,цæуын,harakat qilmoq
923,sich rühren::V,змӕлын,qimirlamoq
924,sich erheben::V,стын,qo'pmoq
925,sich setzen::V,сбадын,o'tirmoq
926,hinfallen::V,ӕрхауын,yiqilmoq
927,laufen::V,цӕуын,yurmoq
928,laufen::V,рацу-бацу_кӕнын,yurmoq
929,schreiten::V,къахдзæф кæнын,yurmoq
930,schreiten::V,санчъех кæнын,yurmoq
931,schreiten::V,цæуын,yurmoq
932,spazierengehen::V,озер кæнын,sayr ätmoq
933,spazierengehen::V,тезгъо кæнын,sayr ätmoq
934,eilen::V,тагъд кæнын,tezlamoq
935,eilen::V,тындзын,tezlamoq
936,sich beeilen::V,тагъд кæнын,shoshmoq
937,sich beeilen::V,тындзын,shoshmoq
938,sausen::V,уайын,chopqillamoq
939,sausen::V,тæхын,chopqillamoq
940,rennen::V,згъорын,yugurmoq
941,springen::V,гæпп кæнын,sakramoq
942,springen::V,сæррæтт кæнын,sakramoq
943,springen::V,лиуырын,sakramoq
944,klettern::V,хилын,yuqorilamoq
945,schaukeln::V,хецъро кæнын,irg'amoq
946,schaukeln::V,херыйыл бадын,irg'amoq
947,kriechen::V,бырын,ämaklamoq
948,schwimmen::V,ленк кӕнын,suzmoq
949,tauchen::V,ныгъуылын,chu'mmoq
950,rudern::V,бæлæгъ тæрын,eshkak eshmoq
951,rudern::V,чема тæрын,eshkak eshmoq
952,fahren::V,цӕуын,haydamoq
953,fliegen::V,тӕхын,uchmoq
954,gehen::V,цӕуын,bormoq
955,weggehen::V,ацӕуын,ketoq
956,abfahren::V,араст уын,jo'namoq
957,anhalten::V,æрлæууын,to'xtamoq
958,hineingehen::V,мидæмæ цæуын,kirmoq
959,eintreten::V,бацӕуын,kirmoq
960,kommen::V,æрцæуын,kelmoq
961,ankommen::V,æрцæуын,etib kelmoq
962,zurückkommen::V,раздæхын,qaytib kelmoq
963,zurückkommen::V,фæстæмæ_раздæхын,qaytib kelmoq
964,zurückkommen::V,æрбаздæхын,qaytib kelmoq
965,zurückkommen::V,аздæхын,qaytib kelmoq
966,bleiben::V,лӕууын,qolmoq
967,warten::V,ӕнхъӕлмӕ кӕсын,poylamoq
968,erwarten::V,ӕнхъӕлмӕ кӕсын,kutmoq
969,suchen::V,агурын,izlamoq
970,finden::V,ссарын,topmoq
971,versuchen::V,фӕлварын,chalishmoq
972,vorbereiten::V,бацаттæ кæнын,hozirlamoq
973,vorbereiten::V,æрæввонг кæнын,hozirlamoq
974,lieben::V,уарзын,sevmoq
975,mögen::V,зæрдæмæ цæуын,ardoqlamoq
976,lachen::V,худын,kulmoq
977,rühren::V,зæрдæ суынгæг кæнын,ta'sirlantirmoq
978,weinen::V,кӕуын,yig'lamoq
979,schimpfen::V,æлгъитын,koyinmoq
980,sich ärgern::V,мæсты кæнын,g'azab qilmoq
981,sich fürchten::V,тæрсын,hurkmoq
982,fürchten::V,тæрсын,qo'rqmoq
983,fliehen::V,лидзын,qochmoq
984,flüchten::V,алидзын,qochmoq
985,sehen::V,уынын,ko'rmoq
986,anschauen::V,акӕсын,razm solmoq
987,ansehen::V,кӕсын,razm qilmoq
988,hören::V,хъусын,äshitmoq
989,zuhören::V,хъусын,tinglamoq
990,probieren::V,уынын,tatib ko'rmoq
991,probieren::V,аходын,tatib ko'rmoq
992,riechen::V,смудын,iskamoq
993,fühlen::V,ӕнкъарын,sezmoq
994,scheinen::V,зынын,tuyilmoq
995,zu sehen sein::V,зынын,ko'rinmoq
996,vernehmen::V,фехъусын,äshitmoq
997,frieren::V,сийын,sovuq qotmoq
998,tun::V,кӕнын,ätmoq
999,können::V,фӕразын,-a olmoq
1000,können::V,фӕразын,-y olmoq
1001,wollen::V,фӕндын,istamoq
1002,anfangen::V,райдайын,boshlamoq
1003,beenden::V,фӕуын,bitirmoq
1004,aufhören::V,банцайын,tinmoq
1005,aufhören::V,фенцайын,tinmoq
1006,gelingen::V,бантысын,muvaffaqiyat qozonmoq
1007,geraten::V,разынын,bo'lmoq
1008,öffnen::V,гом кӕнын,ochmoq
1009,schließen::V,ӕхгӕнын,yopmoq
1010,stellen::V,ӕвӕрын,qo'ymoq
1011,setzen::V,сбадын кӕнын,o'tqazmoq
1012,legen::V,ӕрӕвӕрын,yotqizmoq
1013,berühren::V,агайын,tegmoq
1014,verbinden::V,бӕттын,ulamoq
1015,bedecken::V,ӕмбӕрзын,bekitmoq
1016,aufhängen::V,ауындзын,ildirmoq
1017,anzünden::V,ссудзын,yondirmoq
1018,aufheben::V,сисын,ko'tarmoq
1019,zurücklassen::V,ныууадзын,ayrilmoq
1020,verlieren::V,фесафын,yo'qotmoq
1021,fallen lassen::V,ӕрӕппарын,tushirmoq
1022,fallen lassen::V,къухтӕй феуӕгъд кӕнын,tushirmoq
1023,machen::V,саразын,qilmoq
1024,herstellen::V,сцæттæ кæнын,chiqarmoq
1025,herstellen::V,саразын,chiqarmoq
1026,bauen::V,амайын,solmoq
1027,reparieren::V,æмпъузын,tuzatmoq
1028,reparieren::V,цалцæг кæнын,tuzatmoq
1029,verbessern::V,фæхуыздæр кæнын,isloh qilmoq
1030,ändern::V,аивын,o'zgartirmoq
1031,graben::V,къахын,qazimoq
1032,beugen::V,æркъæдз кæнын,bukmoq
1033,beugen::V,æртасын кæнын,bukmoq
1034,biegen::V,тасын кӕнын,bukmoq
1035,drehen::V,здухын,aylantirmoq
1036,wenden::V,афæлдахын,burmoq
1037,wenden::V,рафæлдахын,burmoq
1038,umdrehen::V,афæлдахын,ag'darmoq
1039,heben::V,сдарын,yuksaltirmoq
1040,heben::V,схæцын,yuksaltirmoq
1041,hochheben::V,уæлæмæ хæцын,ko'tarmoq
1042,ergreifen::V,фӕлӕбурын,tutamlamoq
1043,halten::V,дарын,tutmoq
1044,drücken::V,æлхъивын,bosmoq
1045,drücken::V,хæцын,bosmoq
1046,schieben::V,схойын,surmoq
1047,kratzen::V,хафын,qashimoq
1048,lecken::V,сдæрын,mijimoq
1049,beißen::V,хæцын,tishlamoq
1050,abreißen::V,ратонын,emirmoq
1051,abschneiden::V,ралыг кӕнын,cho'rt kesmoq
1052,binden::V,бабӕттын,bog'lamoq
1053,stecken::V,ныссадзын,suqmoq
1054,brechen::V,асæттын,sindirmoq
1055,brechen::V,басæттын,sindirmoq
1056,brechen::V,ныссæттын,sindirmoq
1057,klopfen::V,хойын,dukurlamoq
1058,klopfen::V,гуыпп-гуыпп кæнын,dukurlamoq
1059,klopfen::V,къуырцц-къуырцц кæнын,dukurlamoq
1060,hauen::V,цӕвын,urmoq
1061,hauen::V,нӕмын,urmoq
1062,kleben::V,ныхасын,yopishtirmoq
1063,kleben::V,æндадзын,yopishtirmoq
1064,reiben::V,сӕрфын,surkamoq
1065,reiben::V,хафын,surkamoq
1066,streichen::V,байсæрдын,surkamoq
1067,streichen::V,сахорын,surkamoq
1068,schleifen::V,ссын,qayramoq
1069,schleifen::V,цыргъ кӕнын,qayramoq
1070,schneiden::V,кӕрдын,kesmoq
1071,rütteln::V,æнкъусын,chayqamoq
1072,schütteln::V,уигъын,chayqamoq
1073,schwenken::V,тилын,chayqatmoq
1074,schwenken::V,уигъын,chayqatmoq
1075,schütten::V,ныккӕнын,quymoq
1076,füllen::V,байдзаг кæнын,to'ldirmoq
1077,einwickeln::V,батухын,chulg'amoq
1078,tragen::V,хӕссын,tashimoq
1079,schleppen::V,ласын,sudramoq
1080,ziehen::V,ласын,tortmoq
1081,aufbewahren::V,æвæрын,tutmoq
1082,werfen::V,зыввытт кӕнын,tashlamoq
1083,fangen::V,ӕрцахсын,tutmoq
1084,packen::V,рацахсын,opqochmoq
1085,verstecken::V,æмбæхсын,yashirmoq
1086,verstecken::V,нымæхсын,yashirmoq
1087,teilen::V,уарын,bo'lmoq
1088,schicken::V,ӕрвитын,yubormoq
1089,bringen::V,æрхæссын,keltirmoq
1090,bringen::V,æрбахæссын,keltirmoq
1091,hinzufügen::V,ӕфтауын,tirkamoq
1092,bekommen::V,ссарын,olmoq
1093,bekommen::V,сфæрæз кæнын,olmoq
1094,bekommen::V,самал кæнын,olmoq
1095,erhalten::V,райсын,olmoq
1096,nehmen::V,райсын,olmoq
1097,wählen::V,равзарын,saylamoq
1098,auswählen::V,авзарын,saylamoq
1099,bewahren::V,бавæрын,saqlamoq
1100,bewahren::V,нывæрын,saqlamoq
1101,behindern::V,цæлхдур æвæрын,xalal bermoq
1102,behindern::V,ныхдур æвæрын,xalal bermoq
1103,behindern::V,къуылымпы кæнын,xalal bermoq
1104,behindern::V,хъыг дарын,xalal bermoq
1105,verderben::V,фесафын,xazon qilmoq
1106,beschädigen::V,халын,buzmoq
1107,zerbrechen::V,асӕттын,sindirmoq
1108,zerreißen::V,аскъуынын,yirtmoq
1109,zerstören::V,фехалын,vayron qilmoq
1110,verbrennen::V,басудзын,kuydirmoq
1111,geben::V,дӕттын,bermoq
1112,reichen::V,адæттын,bermoq
1113,schenken::V,лæвар кæнын,sovg'a qilmoq
1114,versprechen::V,дзырд раттын,va'da bermoq
1115,versprechen::V,зӕрдӕ бавӕрын,va'da bermoq
1116,wünschen::V,зæрдæ зæгъы,orziqmoq
1117,loben::V,раппӕлын,maqtamoq
1118,küssen::V,пъа кæнын,o'pmoq
1119,küssen::V,ба кæнын,o'pmoq
1120,wiegen::V,узын,tebratmoq
1121,zudecken::V,бамбӕрзын,yopmoq
1122,wecken::V,райхъал кӕнын,uyg'otmoq
1123,zeigen::V,амонын,ko'rsatmoq
1124,führen::V,кӕнын,boshlik bo'lmoq
1125,führen::V,фæкæнын,boshlik bo'lmoq
1126,lehren::V,ахуыр кæнын,o'rgatmoq
1127,unterrichten::V,ахуыр кæнын,dars bermoq
1128,aufziehen::V,хъомыл кӕнын,o'stirmoq
1129,leiten::V,разамынд дӕттын,boshqarmoq
1130,antreiben::V,тагъд кæнын,shoshiltirmoq
1131,antreiben::V,рог кæнын,shoshiltirmoq
1132,lassen::V,кæнын,ruxsat bermoq
1133,einladen::V,ӕрхонын,taklif kilmoq
1134,einladen::V,ӕрбахонын,taklif kilmoq
1135,vereinigen::V,баиу кӕнын,qo'shmoq
1136,besuchen::V,абæрæг кæнын,mehmonga bormoq
1137,besuchen::V,бабæрæг кæнын,mehmonga bormoq
1138,besuchen::V,бауайын,mehmonga bormoq
1139,treffen::V,фембæлын,duchor bo'lmoq
1140,sich versammeln::V,æрæмбырд уын,to'planmoq
1141,spielen::V,хъазын,o'ynamoq
1142,singen::V,зарын,yalla qilmoq
1143,tanzen::V,кафын,raqs qilmoq
1144,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,yakkalanmoq
1145,verlassen::V,ныууадзын,qoldirmoq
1146,retten::V,фервӕзын кӕнын,qutqazmoq
1147,bewachen::V,хъахъхъӕнын,qo'rimoq
1148,schützen::V,хъахъхъӕнын,yoniga olmoq
1149,verteidigen::V,бахизын,yoqlamoq
1150,sich schlagen::V,хыл кæнын,yoqalashmoq
1151,schießen::V,ӕхсын,otmoq
1152,siegen::V,басӕттын,engmoq
1153,siegen::V,фӕуӕлахиз уӕвын,engmoq
1154,ärgern::V,мӕсты кӕнын,jahl chiqarmoq
1155,schlagen::V,ныццæвын,urmoq
1156,stechen::V,фæрæхойын,qadamoq
1157,stoßen::V,риуыгъын,turtmoq
1158,stehlen::V,давын,o'g'rilamoq
1159,stören::V,хъыгдарын,tebratmoq
1160,belästigen::V,хъыгдарын,g'ashini keltirmoq
1161,verbergen::V,бамбӕхсын,berkitmoq
1162,verbergen::V,басусӕг кӕнын,berkitmoq
1163,täuschen::V,фӕливын,aldamoq
1164,täuschen::V,асайын,aldamoq
1165,betrügen::V,асайын,tirriq qilmoq
1166,töten::V,амарын,o'ldirmoq
1167,wohnen::V,цӕрын,istiqomat qilmoq
1168,arbeiten::V,кусын,ishlamoq
1169,sammeln::V,æртонын,yig'moq
1170,pflücken::V,тонын,termoq
1171,jagen::V,цуан кæнын,ov qilmoq
1172,fischen::V,кæсаг ахсын æнгуырæй,baliq ovlamoq
1173,fischen::V,æнгуыр дарын,baliq ovlamoq
1174,fassen::V,ӕрцахсын,ilinmoq
1175,hüten::V,хизын,boqtirmoq
1176,treiben::V,скъӕрын,haydamoq
1177,anbinden::V,бабæттын,bog'lamoq
1178,anbinden::V,æрбæттын,bog'lamoq
1179,füttern::V,холлаг дæттын,edirmoq
1180,füttern::V,холлаг æвæрын,edirmoq
1181,füttern::V,дарын,edirmoq
1182,melken::V,дуцын,sog'moq
1183,hacken::V,кæрдын,chopmoq
1184,hacken::V,лыгтæ кæнын,chopmoq
1185,gießen::V,бакалын,oqizmoq
1186,reifen::V,срæгъæд уын,qizarmoq
1187,reifen::V,сцæттæ уын,qizarmoq
1188,zubereiten::V,сцӕттӕ кӕнын,pishirmoq
1189,kochen::V,фыцын,qaynatmoq
1190,backen::V,фыцын,yopmoq
1191,braten::V,цурын,qovurmoq
1192,umrühren::V,ахæццæ кæнын,atalamoq
1193,umrühren::V,азмæнтын,atalamoq
1194,umrühren::V,астауын,atalamoq
1195,stricken::V,кæнын,to'qimoq
1196,stricken::V,бийын,to'qimoq
1197,nähen::V,хуыйын,tikmoq
1198,färben::V,ахорын,bo'yoqlamoq
1199,reinigen::V,ссыгъдæг кæнын,tozalamoq
1200,reinigen::V,ныссыгъдæг кæнын,tozalamoq
1201,reinigen::V,ныссæрфын,tozalamoq
1202,waschen::V,ӕхсын,yuvmoq
1203,abwischen::V,сӕрфын,surkamoq
1204,spülen::V,æнхъæвзын,chaymoq
1205,fegen::V,мӕрзын,cho'tkalamoq
1206,kehren::V,мӕрзын,supurmoq
1207,baden::V,хи найын,cho'milmoq
1208,sich waschen::V,хи æхсын,yuvinmoq
1209,ausziehen::V,ласын,echintirmoq
1210,anziehen::V,скæнын,kiymoq
1211,sich anziehen::V,дзаума скæнын,kiyinmoq
1212,sich anziehen::V,дарæс скæнын,kiyinmoq
1213,kämmen::V,ныффасын,taramoq
1214,kämmen::V,æрфасын,taramoq
1215,schmücken::V,фӕлындын,yasatmoq
1216,sagen::V,зæгъын,aytmoq
1217,sprechen::V,дзурын,so'zlamoq
1218,reden::V,ныхас кӕнын,gapirmoq
1219,sich unterhalten::V,ныхас кæнын,suhbatlashmoq
1220,fragen::V,фӕрсын,so'ramoq
1221,bitten::V,курын,iltimos qilmoq
1222,erzählen::V,радзурын,aytib bermoq
1223,erzählen::V,ратаурæгъ кæнын,aytib bermoq
1224,mitteilen::V,фехъусын кæнын,bildirmoq
1225,nennen::V,хонын,atamoq
1226,rufen::V,сидын,chaqirmoq
1227,prahlen::V,ӕппӕлын,gerdaymoq
1228,übersetzen::V,ратæлмац кæнын,tarjima qilmoq
1229,denken::V,ӕнхъӕлын,o'ylamoq
1230,denken::V,хъуыды кӕнын,o'ylamoq
1231,glauben::V,уырнын,ishonmoq
1232,bemerken::V,фенын,payqamoq
1233,erkennen::V,базонын,tanimoq
1234,begreifen::V,ӕмбарын,tushunmoq
1235,begreifen::V,бамбарын,tushunmoq
1236,lernen::V,ахуыр кӕнын,o'qimoq
1237,wissen::V,зонын,bilmoq
1238,sich erinnern an::V,зæрдыл æрлæууын,äsni tanimoq
1239,sich erinnern an::V,æрымысын,äsni tanimoq
1240,sich erinnern an::V,æрбаймысын,äsni tanimoq
1241,sich erinnern an::V,æрхъуыды кæнын,äsni tanimoq
1242,vergessen::V,ферох кæнын,unutmoq
1243,vergessen::V,айрох кæнын,unutmoq
1244,messen::V,барын,o'lchamoq
1245,zählen::V,нымайын,raqamlamoq
1246,rechnen::V,хынцын,cho'tlamoq
1247,lesen::V,кӕсын,o'qimoq
1248,lesen::V,фӕрсын,o'qimoq
1249,malen::V,ныв кӕнын,rasm solmoq
1250,zeichnen::V,ныв кӕнын,chizmoq
1251,schreiben::V,фыссын,yozmoq
1252,besitzen::V,хицау уын,ägalamoq
1253,kaufen::V,балхӕнын,olmoq
1254,verkaufen::V,уӕй кӕнын,sotmoq
1255,bezahlen::V,бафидын,to'lamoq
1256,zahlen::V,фидын,to'lamoq
1257,beherrschen::V,æлдариуæг кæнын,ägalamoq
1258,ertragen::V,бавзарын,chidamoq
1259,Leine::N,,etak
1260,rauschen::V,,shitirlamoq
1261,treten::V,,tepmoq
1262,verstehen::V,,anglamoq
