,Concept_ID,et,cv
741,gut::A,hea,лайӑх
742,schlecht::A,halb,япӑх
743,schlecht::A,halb,начар
744,richtig::A,õige,тӗрӗс
745,schlimm::A,paha,йӗрӗнчӗк
746,wahr::A,tõene,чӑн
747,alt::A,vana,кивӗ
748,neu::A,uus,ҫӗнӗ
749,ehemalig::A,endine,пулнӑ
750,alt[Lebewesen]::A,vana,ватӑ
751,jung::A,noor,яш
752,jung::A,noor,ҫамрӑк
753,arm::A,vaene,чухӑн
754,reich::A,rikas,пуян
755,bekannt::A,teada,пӗлӗш
756,bekannt::A,tuttav,пӗлӗш
757,berühmt::A,tuntud,чаплӑ
758,fremd::A,võõras,ют
759,verschieden::A,erinev,расна
760,nah::A,lähedane,ҫывӑх
761,nah::A,lähedane,ҫывӑхри
762,fern::A,kauge,инҫе
763,fern::A,kauge,аякри
764,linker::A,vasak,сулахай
765,rechter::A,parem,сылтӑм
766,anderer::A,muu,урӑх
767,anderer::A,teine,урӑх
768,erster::A,esimene,пӗрремӗш
769,zweiter::A,teine,иккӗмӗш
770,dritter::A,kolmas,виҫҫӗмӗш
771,letzter::A,viimane,юлашки
772,allein::ADV,üksi,пӗччен
773,auf einmal::ADV,korraga,кӗмӗрккен
774,auf einmal::ADV,ühekorraga,кӗмӗрккен
775,zusammen::ADV,koos,пӗрле
776,zusammen::ADV,üheskoos,пӗрле
777,lange::ADV,kaua,вӑрах
778,plötzlich::ADV,äkki,сасартӑк
779,plötzlich::ADV,järsku,сасартӑк
780,sofort::ADV,kohe,тӳрех
781,später::ADV,hiljem,кайран
782,jetzt::ADV,nüüd,халь
783,jetzt::ADV,nüüd,халӗ
784,heute::ADV,täna,паян
785,morgen::ADV,homme,ыран
786,bald::ADV,pea,халех
787,bald::ADV,pea,кӗҫех
788,bald::ADV,varsti,халех
789,bald::ADV,varsti,кӗҫех
790,dann::ADV,siis,унтан
791,gestern::ADV,eile,ӗнер
792,einst::ADV,vanasti,пӗррехинче
793,damals::ADV,tookord,ун чухне
794,damals::ADV,tookord,апла пулсан
795,danach::ADV,seejärel,унтан
796,vorher::ADV,enne,малтан
797,zuerst::ADV,enne,пирвай
798,zuerst::ADV,esmalt,пирвай
799,einmal::ADV,kord,пӗррехинче
800,einmal::ADV,üks kord,пӗррехинче
801,manchmal::ADV,mõnikord,хӑш чухне
802,oft::ADV,tihti,тӑтӑш
803,oft::ADV,sageli,тӑтӑш
804,immer::ADV,ikka,ялан
805,immer::ADV,alati,ялан
806,niemals::ADV,mitte kunagi,нихӑҫан та
807,hier::ADV,siin,кунта
808,hierhin::ADV,siia,кунта
809,von hier::ADV,siit,кунтан
810,dort::ADV,seal,унта
811,dort::ADV,seal,ҫавӑнта
812,dorthin::ADV,sinna,унта
813,dorthin::ADV,sinna,ҫавӑнта
814,geradeaus::ADV,otse edasi,тикӗс
815,vorwärts::ADV,edasi,малалла
816,rückwärts::ADV,tagurpidi,хыҫала
817,zurück::ADV,tagasi,каялла
818,unten::ADV,all,аялта
819,unten::ADV,allpool,аялта
820,hinab::ADV,alla,аялта
821,oben::ADV,ülal,ҫӳлте
822,hinauf::ADV,üles,ҫӳле
823,überall::ADV,kõikjal,таҫта та
824,überall::ADV,kõikjal,пур ҫӗрте те
825,überall::ADV,kõikjal,кирек ӑҫта та
826,nicht::ADV,ei,мар
827,nicht::ADV,mitte,мар
828,ein wenig::ADV,veidi,пӑртак
829,ein wenig::ADV,natuke,пӑртак
830,kaum::ADV,vaevalt,аран
831,sehr::ADV,väga,питӗ
832,so::ADV,nii,апла
833,noch::ADV,veel,татах
834,nur::ADV,ainult,ҫех
835,schon::ADV,juba,ӗнтӗ
836,wieder::ADV,jälle,каллех
837,vergebens::ADV,asjata,харам
838,vor::PRP,ees,умӗнче
839,hinter::PRP,taha,кайра
840,unter::PRP,all,айне
841,unter::PRP,all,айӗпе
842,unter::PRP,all,айӗнче
843,unter::PRP,all,ҫитеспе
844,durch::PRP,läbi,витӗр
845,durch::PRP,kaudu,витӗр
846,neben::PRP,kõrval,патӗнче
847,zwischen::PRP,vahel,хушшинче
848,wegen::PRP,tõttu,пула
849,wegen::PRP,tõttu,пирки
850,wegen::PRP,pärast,пула
851,wegen::PRP,pärast,пирки
852,dies::PRN,see,ку
853,dies::PRN,see,ҫак
854,das::PRN,see,ҫав
855,alles::PRN,kõik,пурте
856,alles::PRN,kõik,йӑлт
857,ich::PRN,mina,эп
858,du::PRN,sina,эс
859,er::PRN,tema,вӑл
860,wir::PRN,me,эпир
861,ihr::PRN,te,эсир
862,sie::PRN,nad,вӗсем
863,was::FPRN,mis,мӗн
864,was::FPRN,mis,мӗскер
865,was::FPRN,mis,мӗн те пулин
866,wer::FPRN,kes,кам
867,wo::FADV,kus,ӑҫта
868,wohin::FADV,kuhu,ӑҫта
869,wie::FADV,kuidas,епле
870,wie::FADV,kuidas,мӗнле
871,warum::FADV,miks,ма
872,warum::FADV,miks,мӗншӗн
873,wieviel::FNUM,mitu,миҫе
874,wieviel::FNUM,kui palju,миҫе
875,eins::NUM,üks,пӗр
876,eins::NUM,üks,пӗрре
877,zwei::NUM,kaks,ик
878,zwei::NUM,kaks,икӗ
879,zwei::NUM,kaks,иккӗ
880,drei::NUM,kolm,виҫ
881,drei::NUM,kolm,виҫӗ
882,drei::NUM,kolm,виҫҫӗ
883,vier::NUM,neli,тӑват
884,fünf::NUM,viis,пилӗк
885,fünf::NUM,viis,пиллӗк
886,sechs::NUM,kuus,улт
887,sechs::NUM,kuus,ултӑ
888,sechs::NUM,kuus,улттӑ
889,sieben::NUM,seitse,ҫич
890,sieben::NUM,seitse,ҫичӗ
891,sieben::NUM,seitse,ҫиччӗ
892,acht::NUM,kaheksa,сакӑр
893,acht::NUM,kaheksa,саккӑр
894,neun::NUM,üheksa,тӑхӑр
895,neun::NUM,üheksa,тӑххӑр
896,zehn::NUM,kümme,вунӑ
897,zehn::NUM,kümme,вуннӑ
898,elf::NUM,üksteist,вун пӗр
899,zwölf::NUM,kaksteist,вун ик
900,zwölf::NUM,kaksteist,вун икӗ
901,zwölf::NUM,kaksteist,вун иккӗ
902,zwanzig::NUM,kakskümmend,ҫирӗм
903,dreißig::NUM,kolmkümmend,вӑтӑр
904,vierzig::NUM,nelikümmend,хӗрӗх
905,fünfzig::NUM,viiskümmend,аллӑ
906,sechzig::NUM,kuuskümmend,утмӑл
907,siebzig::NUM,seitsekümmend,ҫитмӗл
908,achtzig::NUM,kaheksakümmend,сакӑр вунӑ
909,achtzig::NUM,kaheksakümmend,сакӑр вуннӑ
910,neunzig::NUM,üheksakümmend,тӑхӑр вун
911,neunzig::NUM,üheksakümmend,тӑхӑр вунӑ
912,neunzig::NUM,üheksakümmend,тӑхӑр вуннӑ
913,hundert::NUM,sada,ҫӗр
914,tausend::NUM,tuhat,пин
915,und::CNJ,ja,та
916,oder::CNJ,või,е
917,stehen::V,seisma,тӑр
918,sitzen::V,istuma,лар
919,liegen::V,lamama,вырт
920,hängen::V,rippuma,усӑнса тӑр
921,hängen::V,rippuma,ҫакӑнса тӑр
922,werden::V,saama,пул
923,werden::V,hakkama,пул
924,passieren::V,juhtuma,пул
925,beginnen::V,algama,пуҫлан
926,beginnen::V,hakkama,пуҫлан
927,enden::V,lõppema,пӗт
928,enden::V,lõppema,вӗҫлен
929,wechseln::V,vahelduma,улшӑн
930,aufgehen[Sonne]::V,tõusma,тух
931,untergehen[Sonne]::V,loojuma,анса лар
932,scheinen[Sonne]::V,paistma,пӑх
933,donnern::V,kõmisema,кӗмсӗртет
934,donnern::V,kõmisema,авӑт
935,wehen::V,puhuma,варкӑш
936,strömen::V,voolama,тӑкӑн
937,fließen::V,voolama,юх
938,sich drehen::V,pöörduma,ҫаврӑн
939,schwanken::V,kõikuma,чӳхен
940,schwingen::V,võnkuma,суллан
941,fallen::V,langema,кип
942,fallen::V,langema,тӳр кип
943,fallen::V,langema,татӑлса ан
944,brennen::V,põlema,ҫун
945,rauchen::V,suitsema,мӑкӑрлан
946,rauchen::V,suitsema,тӗтӗм кӑлар
947,regnen::V,sadama,ҫумӑр ҫӑвать
948,gefrieren::V,kinni külmuma,шӑн
949,tauen::V,sulama,ирӗл
950,schmelzen::V,sulama,ирӗл
951,trocknen::V,kuivama,тип
952,sieden::V,keema,вӗре
953,faulen::V,mädanema,ҫӗр
954,verfaulen::V,mädanema,ҫӗр
955,reißen::V,rebenema,ҫурӑл
956,versinken::V,uppuma,пут
957,vergehen::V,mööduma,ирт
958,erscheinen::V,ilmuma,курӑн
959,erscheinen::V,ilmuma,курӑнса кай
960,verschwinden::V,kaduma,ҫухал
961,sinken::V,vajuma,чак
962,sinken::V,langema,чак
963,abnehmen::V,vähenema,чак
964,abnehmen::V,kahenema,чак
965,zunehmen::V,kasvama,пысӑклан
966,steigen::V,tõusma,ҫӗклен
967,steigen::V,üles minema,ҫӗклен
968,wachsen::V,kasvama,ӳс
969,glänzen::V,läikimä,ҫиҫ
970,funkeln::V,sädelema,ялкӑш
971,funkeln::V,sädelema,йӑлтӑртат
972,lärmen::V,lärmama,шавла
973,läuten::V,helisema,шӑнкӑравла
974,klingeln::V,helisema,шӑнкӑравла
975,klirren::V,kõlisema,калтлат
976,klirren::V,kõlisema,шӑнкӑлтат
977,brausen::V,kohisema,ахӑр
978,rauschen::V,kohisema,вашӑлтат
979,rauschen::V,kohisema,чашӑлтат
980,klingen::V,kõlama,янӑра
981,bellen::V,haukuma,вӗр
982,heulen::V,uluma,ула
983,blasen::V,puhuma,вӗр
984,pfeifen::V,vilistama,шӑхӑр
985,schreien::V,karjuma,кӑшкӑр
986,stöhnen::V,oigama,йынӑш
987,zittern::V,värisema,чӗтре
988,leben::V,elama,пурӑн
989,leben::V,elus olema,пурӑн
990,geboren werden::V,sündima,ҫурал
991,atmen::V,hingama,сывла
992,trinken::V,jooma,ӗҫ
993,essen::V,sööma,ҫи
994,schlucken::V,neelama,ҫӑт
995,müde werden::V,väsima,ӗшен
996,einschlafen::V,uinuma,ыйха пут
997,einschlafen::V,uinuma,ҫывӑрса кай
998,schlafen::V,magama,ҫывӑр
999,aufwachen::V,ärkama,вӑран
1000,aufstehen::V,ärkama,тӑр
1001,aufstehen::V,üles tõusma,тӑр
1002,sich erholen::V,puhkama,кан
1003,krank werden::V,haigestuma,чирле
1004,krank werden::V,haigeks jääma,чирле
1005,krank sein::V,haige olema,чирле
1006,schmerzen::V,valutama,сур
1007,schmerzen::V,valutama,ырат
1008,husten::V,köhima,ӳсӗр
1009,genesen::V,toibuma,сывал
1010,genesen::V,toibuma,тӳрлен
1011,sterben::V,surema,вил
1012,umkommen::V,surma saama,вил
1013,sich bewegen::V,liikuma,куҫ
1014,sich rühren::V,liikuma,хускал
1015,sich erheben::V,kerkima,тӑр
1016,sich setzen::V,istet võtma,лар
1017,hinfallen::V,kukkuma,ӳк
1018,hinfallen::V,maha kukkuma,ӳк
1019,laufen::V,kõndima,ут
1020,schreiten::V,astuma,ут
1021,spazierengehen::V,jalutama,уҫӑлса ҫӳре
1022,spazierengehen::V,jalutama,уткаласа ҫӳре
1023,eilen::V,ruttama,васка
1024,eilen::V,ruttama,хыпалан
1025,eilen::V,kiirustama,васка
1026,eilen::V,kiirustama,хыпалан
1027,sich beeilen::V,ruttama,васка
1028,sich beeilen::V,ruttama,хыпалан
1029,sich beeilen::V,kiirustama,васка
1030,sich beeilen::V,kiirustama,хыпалан
1031,sausen::V,kihutama,ыткӑн
1032,sausen::V,kihutama,вӗҫтер
1033,sausen::V,tormama,ыткӑн
1034,sausen::V,tormama,вӗҫтер
1035,rennen::V,jooksma,чуп
1036,rennen::V,kihutama,чуп
1037,springen::V,hüppama,сик
1038,klettern::V,ronima,улӑх
1039,schaukeln::V,kiikuma,йӳрӗн
1040,kriechen::V,roomama,шу
1041,kriechen::V,roomama,упален
1042,schwimmen::V,ujuma,иш
1043,tauchen::V,sukelduma,чӑм
1044,rudern::V,sõudma,авӑс
1045,fahren::V,sõitma,пыр
1046,fliegen::V,lendama,вӗҫ
1047,gehen::V,käima,кай
1048,gehen::V,minema,кай
1049,weggehen::V,ära minema,кай
1050,weggehen::V,välja minema,кай
1051,abfahren::V,väljuma,тапран
1052,abfahren::V,ära sõitma,тапран
1053,anhalten::V,peatuma,чарӑн
1054,hineingehen::V,sisenema,кӗр
1055,hineingehen::V,sisse minema,кӗр
1056,eintreten::V,sisenema,кӗр
1057,eintreten::V,sisse astuma,кӗр
1058,kommen::V,tulema,кил
1059,ankommen::V,saabuma,ҫит
1060,zurückkommen::V,tagasi tulema,таврӑн
1061,zurückkommen::V,tagasi tulema,каялла кил
1062,bleiben::V,jääma,юл
1063,warten::V,ootama,кӗт
1064,erwarten::V,ootama,кӗт
1065,erwarten::V,lootma,кӗт
1066,suchen::V,otsima,шыра
1067,finden::V,leidma,туп
1068,versuchen::V,püüdma,пикен
1069,versuchen::V,üritama,пикен
1070,versuchen::V,katsetama,пикен
1071,vorbereiten::V,valmistama,хатӗрле
1072,lieben::V,armastama,юрат
1073,mögen::V,sallima,кӑмӑлла
1074,mögen::V,sallima,килӗштер
1075,mögen::V,meeldima,кӑмӑлла
1076,mögen::V,meeldima,килӗштер
1077,lachen::V,naerma,кул
1078,lachen::V,naerma,ахӑлтат
1079,rühren::V,liigutama,ҫулӑх
1080,rühren::V,heldima panema,ҫулӑх
1081,weinen::V,nutma,йӗр
1082,weinen::V,nutma,макӑр
1083,schimpfen::V,sõimama,вӑрҫ
1084,schimpfen::V,sõimama,ятлаҫ
1085,sich ärgern::V,ärrituma,ҫиллен
1086,sich ärgern::V,vihastuma,ҫиллен
1087,sich fürchten::V,kartma,шиклен
1088,sich fürchten::V,hirmu tundma,шиклен
1089,fürchten::V,kartma,хӑра
1090,fliehen::V,põgenema,тар
1091,flüchten::V,põgenema,чупса тар
1092,sehen::V,nägema,кур
1093,anschauen::V,vaatama,пӑхса ил
1094,ansehen::V,vaatama,пӑх
1095,hören::V,kuulma,илт
1096,zuhören::V,kuulama,итле
1097,zuhören::V,kuulama,тӑнла
1098,probieren::V,proovima,астив
1099,riechen::V,nuusutama,шӑршла
1100,fühlen::V,tundma,туй
1101,fühlen::V,tundma,сис
1102,scheinen::V,näida,туйӑн
1103,scheinen::V,ilmuda,туйӑн
1104,zu sehen sein::V,ilmuma,курӑн
1105,vernehmen::V,üle kuulama,пӑл
1106,frieren::V,külmetada,йӳтен
1107,tun::V,tegema,ту
1108,können::V,võima,пултар
1109,können::V,oskama,пултар
1110,wollen::V,tahtma,те
1111,anfangen::V,hakkama,пуҫла
1112,anfangen::V,alustama,пуҫла
1113,beenden::V,lõpetama,пӗтер
1114,aufhören::V,lakkama,пӑрах
1115,gelingen::V,õnnestuma,ӑн
1116,geraten::V,jõudma,пул
1117,öffnen::V,avama,уҫ
1118,schließen::V,sulgema,хуп
1119,stellen::V,panema,ларт
1120,stellen::V,panema,тӑрат
1121,stellen::V,asetama,ларт
1122,stellen::V,asetama,тӑрат
1123,setzen::V,panema,ларт
1124,legen::V,panema,хур
1125,legen::V,asetama,хур
1126,berühren::V,riivama,перӗн
1127,berühren::V,puudutama,перӗн
1128,verbinden::V,ühendama,сып
1129,bedecken::V,katma,вит
1130,aufhängen::V,riputama,ҫак
1131,anzünden::V,süütama,ҫут
1132,aufheben::V,üles tõstma,ҫӗкле
1133,zurücklassen::V,jätma,манса хӑвар
1134,verlieren::V,kaotama,ҫӗтер
1135,fallen lassen::V,maha pillama,ӳкер
1136,fallen lassen::V,kukkuda laskma,ӳкер
1137,machen::V,tegema,ту
1138,herstellen::V,valmistama,ӑстала
1139,bauen::V,ehitama,ту
1140,reparieren::V,parandama,юса
1141,verbessern::V,parandama,лайӑхлат
1142,ändern::V,muutma,улӑштар
1143,ändern::V,ümber tegema,улӑштар
1144,graben::V,kaevama,чав
1145,graben::V,kaevama,чакала
1146,beugen::V,painutama,кукӑрт
1147,biegen::V,painutama,ав
1148,biegen::V,painutama,кукӑрт
1149,drehen::V,keerama,ҫавӑр
1150,wenden::V,ümber pöörama,ӳпӗнтер
1151,umdrehen::V,ümber keerama,ҫавӑр
1152,heben::V,tõstma,хӑпарт
1153,hochheben::V,üles tõstma,йӑт
1154,hochheben::V,kõrgele tõstma,йӑт
1155,ergreifen::V,haarama,тыт
1156,halten::V,hoidma,тыт
1157,drücken::V,pigistama,пус
1158,schieben::V,lükkama,тӗк
1159,schieben::V,lükkama,тӗрт
1160,kratzen::V,kraapima,хыр
1161,lecken::V,lakkuma,ҫула
1162,beißen::V,purema,ҫырт
1163,beißen::V,purema,хып
1164,beißen::V,hammustama,ҫырт
1165,beißen::V,hammustama,хып
1166,abreißen::V,rebima,тат
1167,abreißen::V,ära rebima,тат
1168,abschneiden::V,ära lõikama,кас
1169,binden::V,siduma,ҫых
1170,stecken::V,pistma,чик
1171,brechen::V,murdma,хуҫ
1172,klopfen::V,koputama,такка
1173,hauen::V,lööma,шакка
1174,kleben::V,kleepima,ҫыпӑҫтар
1175,reiben::V,hõõruma,сӑтӑр
1176,streichen::V,silitama,сӗр
1177,schleifen::V,lihvima,хӑйра
1178,schleifen::V,teritama,хӑйра
1179,schneiden::V,lõikama,кас
1180,rütteln::V,raputama,лӑка
1181,rütteln::V,raputama,силлентер
1182,schütteln::V,raputama,лӑка
1183,schütteln::V,raputama,силлентер
1184,schütteln::V,loksutama,лӑка
1185,schütteln::V,loksutama,силлентер
1186,schwenken::V,vehkima,сулла
1187,schwenken::V,lehvitama,сулла
1188,schütten::V,kallama,тултар
1189,füllen::V,täitma,тултар
1190,einwickeln::V,sisse mähkima,чӗрке
1191,tragen::V,kandma,ҫӗкле
1192,schleppen::V,tassima,сӗтӗр
1193,schleppen::V,lohistama,сӗтӗр
1194,ziehen::V,vedama,тӑс
1195,ziehen::V,tõmbama,тӑс
1196,aufbewahren::V,säilitama,усра
1197,aufbewahren::V,alal hoidma,усра
1198,werfen::V,viskama,пӑрах
1199,fangen::V,püüdma,тыт
1200,packen::V,kinni haarama,тыт
1201,packen::V,kinni võtma,тыт
1202,verstecken::V,peitma,пытарса хур
1203,teilen::V,jagama,уйӑр
1204,teilen::V,jagama,пайла
1205,teilen::V,jaotama,уйӑр
1206,teilen::V,jaotama,пайла
1207,schicken::V,saatma,яр
1208,bringen::V,viima,кӳр
1209,hinzufügen::V,lisama,хуш
1210,bekommen::V,saama,ил
1211,bekommen::V,saama,туян
1212,erhalten::V,saama,ил
1213,erhalten::V,saama,туян
1214,nehmen::V,võtma,ил
1215,wählen::V,valima,суйла
1216,auswählen::V,valima,суйла
1217,bewahren::V,hoidma,упра
1218,behindern::V,takistama,кансӗрле
1219,behindern::V,takistama,чӑрмантар
1220,verderben::V,rikkuma,пӑс
1221,beschädigen::V,rikkuma,пӑс
1222,zerbrechen::V,katki tegema,ват
1223,zerbrechen::V,katki tegema,ҫӗмӗр
1224,zerreißen::V,katki rebima,ҫур
1225,zerstören::V,purustama,иш
1226,verbrennen::V,põletama,ҫунтар
1227,geben::V,andma,пар
1228,reichen::V,andma,пар
1229,reichen::V,ulatama,пар
1230,schenken::V,kinkima,парнеле
1231,versprechen::V,lubama,тума пул
1232,versprechen::V,lubama,сӑмах пар
1233,versprechen::V,tõotama,тума пул
1234,versprechen::V,tõotama,сӑмах пар
1235,wünschen::V,soovima,сун
1236,loben::V,kiitma,ырла
1237,küssen::V,suudlema,чуп ту
1238,wiegen::V,hällitama,сиктер
1239,wiegen::V,hällitama,силле
1240,zudecken::V,kaanetama,вит
1241,zudecken::V,kinni katma,вит
1242,wecken::V,äratama,вӑрат
1243,zeigen::V,näitama,кӑтарт
1244,führen::V,juhatama,илсе пыр
1245,führen::V,juhatama,ҫавӑтса пыр
1246,lehren::V,õpetama,вёрент
1247,unterrichten::V,õpetama,вёрент
1248,aufziehen::V,üles kasvatama,вӗрент
1249,leiten::V,juhtima,тытса пыр
1250,antreiben::V,ergutama,васкат
1251,lassen::V,laskma,пусахла
1252,lassen::V,laskma,хуш
1253,einladen::V,kutsuma,чӗн
1254,vereinigen::V,ühendama,пӗрлештер
1255,besuchen::V,külastama,ҫит
1256,besuchen::V,külastama,кӗрсе кур
1257,treffen::V,kohtama,тӗл пул
1258,sich versammeln::V,kogunema,пуҫтарӑн
1259,spielen::V,mängima,выля
1260,singen::V,laulma,юрла
1261,tanzen::V,tantsima,ташла
1262,sich trennen::V,lahku minema,уйрӑл
1263,verlassen::V,maha jätma,хӑвар
1264,retten::V,päästma,ҫӑл
1265,bewachen::V,valvama,хуралла
1266,schützen::V,kaitsma,сыхла
1267,verteidigen::V,kaitsma,хӳтӗле
1268,sich schlagen::V,kaklema,ҫапӑҫ
1269,schießen::V,tulistama,пер
1270,siegen::V,võitma,ҫӗн
1271,siegen::V,võitma,ҫӗнтер
1272,ärgern::V,ärritama,тарӑхтар
1273,ärgern::V,ärritama,ҫиллентер
1274,ärgern::V,vihastama,тарӑхтар
1275,ärgern::V,vihastama,ҫиллентер
1276,schlagen::V,lööma,ҫап
1277,treten::V,sõtkuma,тап
1278,stechen::V,pistma,чик
1279,stechen::V,torkama,чик
1280,stoßen::V,tõukama,чыш
1281,stehlen::V,varastama,вӑрла
1282,stören::V,segama,кансӗрле
1283,stören::V,häirima,кансӗрле
1284,belästigen::V,ahistama,аптӑрат
1285,belästigen::V,ahistama,хупла
1286,verbergen::V,peitma,пытар
1287,verbergen::V,varjama,пытар
1288,täuschen::V,petma,суй
1289,täuschen::V,tüssama,суй
1290,betrügen::V,petma,ултала
1291,betrügen::V,tüssama,ултала
1292,betrügen::V,truudust murtma,ултала
1293,töten::V,tapma,вӗлер
1294,töten::V,surmama,вӗлер
1295,wohnen::V,elama,чуна пар
1296,wohnen::V,elama,парӑнса тӑр
1297,arbeiten::V,töötama,ӗҫле
1298,sammeln::V,koguma,пух
1299,sammeln::V,korjama,пух
1300,pflücken::V,noppima,тат
1301,jagen::V,jahtima,сунара ҫӳре
1302,fischen::V,kalastama,пулӑ тыт
1303,fischen::V,kala püüdma,пулӑ тыт
1304,fassen::V,püüdma,тыт
1305,hüten::V,karjatama,кӗт
1306,treiben::V,ajama,хӑвала
1307,anbinden::V,kinni siduma,кӑкар
1308,füttern::V,söötma,ҫитер
1309,melken::V,lüpsma,су
1310,hacken::V,raiuma,вакла
1311,hacken::V,lõhkuma,вакла
1312,gießen::V,kastma,шӑвар
1313,reifen::V,valmima,пиҫ
1314,zubereiten::V,valmistama,пӗҫер
1315,kochen::V,keetma,пӗҫер
1316,backen::V,küpsetama,пӗҫер
1317,braten::V,praadima,ӑшала
1318,umrühren::V,segama,хутӑштар
1319,stricken::V,kuduma,ҫых
1320,nähen::V,õmblema,ҫӗле
1321,färben::V,värvima,пӗвет
1322,reinigen::V,puhastama,тасат
1323,waschen::V,pesema,ҫу
1324,abwischen::V,puhtaks pühkima,шӑл
1325,spülen::V,uhtma,чӳхе
1326,fegen::V,pühkima,шӑл
1327,kehren::V,pühkima,шӑл
1328,baden::V,suplema,шыва кӗр
1329,baden::V,kümblema,шыва кӗр
1330,sich waschen::V,end pesema,ҫӑвӑн
1331,ausziehen::V,käest võtma,салан
1332,ausziehen::V,jalast võtma,салан
1333,ausziehen::V,seljast võtma,салан
1334,anziehen::V,jalga panema,тӑхӑн
1335,sich anziehen::V,riietuma,тӑхӑн
1336,kämmen::V,kammima,тура
1337,schmücken::V,kaunistama,илемлет
1338,sagen::V,ütlema,те
1339,sprechen::V,rääkima,кала
1340,sprechen::V,kõnelema,кала
1341,reden::V,kõnelema,сӑмахла
1342,reden::V,kõnelema,калаҫ
1343,sich unterhalten::V,vestlema,пупле
1344,fragen::V,küsima,ыйт
1345,bitten::V,paluma,ыйт
1346,erzählen::V,jutustama,каласа пар
1347,mitteilen::V,teatama,пӗлтер
1348,mitteilen::V,teatama,хыпарла
1349,mitteilen::V,teada andma,пӗлтер
1350,mitteilen::V,teada andma,хыпарла
1351,nennen::V,nimetama,те
1352,nennen::V,nimetama,чӗн
1353,rufen::V,kutsuma,чӗн
1354,prahlen::V,hooplema,мухтан
1355,prahlen::V,hooplema,вӗҫкӗнлен
1356,übersetzen::V,tõlkima,куҫар
1357,denken::V,mõtlema,шухӑшла
1358,glauben::V,uskuma,ӗнен
1359,bemerken::V,märkama,асӑрха
1360,erkennen::V,ära tundma,палла
1361,begreifen::V,aru saama,ӑнлан
1362,verstehen::V,mõistma,пӗл
1363,lernen::V,õppima,вӗрен
1364,wissen::V,teadma,пӗл
1365,wissen::V,teadma,ӑнкар
1366,sich erinnern an::V,mäletama,аса ил
1367,vergessen::V,unustama,ман
1368,vergessen::V,unustama,манса кай
1369,messen::V,mõõtma,виҫ
1370,zählen::V,loendama,шутла
1371,rechnen::V,arvutama,шутла
1372,lesen::V,lugema,вула
1373,malen::V,maalima,ӳкер
1374,zeichnen::V,joonistama,ӳкер
1375,schreiben::V,kirjutama,ҫыр
1376,besitzen::V,omama,тыт
1377,kaufen::V,ostma,ил
1378,kaufen::V,ostma,туян
1379,verkaufen::V,müüma,сут
1380,bezahlen::V,tasuma,тӳле
1381,zahlen::V,maksma,тӳле
1382,beherrschen::V,valitsema,тыт
1383,ertragen::V,taluma,тӳс
