,Concept_ID,kl,ps
520,Schmerz::N,anniaat,درد
521,Wunde::N,iki,ټپ
522,Wunde::N,iki,زخم
523,Fieber::N,nappaat qanimanartoq,تبه
524,Arznei::N,imigassaq,دوا
525,Arznei::N,imigassaq,دارو
526,Brücke::N,ikaartarfik,پول
527,Brunnen::N,tissaluttuliaq,څاه
528,Brunnen::N,tissaluttuliaq,کوهی
529,Weide::N,masarsuk,وله
530,Pfad::N,aqqut,تړه
531,Weg::N,aggerfik,لیار
532,Straße::N,aqqusineq,سړک
533,Dorf::N,nunaqarfik,کلی
534,Stadt::N,illorpaat,ښار
535,Stadt::N,illorpalik,ښار
536,Brief::N,allagarsiaq,لیک
537,Brief::N,allagarsiaq,مکتوب
538,Buch::N,atuakkat,کتاب
539,Buch::N,mappersagaq,کتاب
540,Buchstabe::N,naqinneq,حرف
541,Buchstabe::N,naqinneq,توری
542,Zeitung::N,aviisi,اخبار
543,Leben::N,inuussuseq,ژوند
544,Tod::N,toqu,مرګ
545,Tod::N,toqu,مړینه
546,Tod::N,toquneq,مرګ
547,Tod::N,toquneq,مړینه
548,Grab::N,iliveq,قبر
549,Grab::N,iliveq,ډورۍ
550,Grab::N,illissat,قبر
551,Grab::N,illissat,ډورۍ
552,Kirche::N,oqaluffik,کلیسا
553,Sünde::N,ajorti,ګناه
554,Arbeiter::N,sulisoq,کاریګر
555,Chef::N,ittoqut,آمر
556,Meister::N,naalagaq,استاد
557,Arzt::N,katsorsaasoq,طبیب
558,Arzt::N,katsorsaasoq,ډاکټر
559,Lehrer::N,ilinniartitsisoq,معلم
560,Lehrer::N,ilinniartitsisoq,ښوونکی
561,Geld::N,aningaasat,پیسې
562,Geschäft::N,niuertarfik,سوداګري
563,Laden::N,niuertarfik,دکان
564,Laden::N,niuertarfik,مغازه
565,Preis::N,aki,بیه
566,Ware::N,qaliata pii,مال
567,Ware::N,nioqqutissaq,مال
568,Nutzen::N,iluaqut,ګټه
569,Welt::N,nunarsuaq,نړۍ
570,Welt::N,nunarsuaq,دنیا
571,Land::N,nuna,هېواد
572,König::N,kunngi,باچا
573,König::N,kunngi,پادشاه
574,Macht::N,pissaassuseq,قدرت
575,Grenze::N,killik,حد
576,Grenze::N,killik,سرحد
577,Krieg::N,sorsunneq,جګړه
578,Feind::N,akeraq,دښمن
579,Feind::N,akerartorti,دښمن
580,Feind::N,qinngarsuisoq,دښمن
581,Kampf::N,sorsunneq,جنګ
582,Kampf::N,sorsunneq,مبارزه
583,Pfeil::N,qalugiusaq,غشی
584,Gewehr::N,aallaat,ټوپک
585,Fehler::N,kukkuneq,خطا
586,Fehler::N,kukkuneq,غلطي
587,Fehler::N,paarlaappaa,خطا
588,Fehler::N,paarlaappaa,غلطي
589,Unglück::N,perluut,بدبختي
590,Schuld::N,akiitsugaq,ګناه
591,Schuld::N,akiligassaq,ګناه
592,Alter::N,utoqqaq,منګ
593,Schluss::N,isu,اخر
594,Zeit::N,ulloq,وخت
595,Zeit::N,akuttoqatigiinneq,وخت
596,Tag::N,ulloq,ورځ
597,Morgen::N,ullaaq,سبا
598,Morgen::N,ullaaq,سهار
599,Mittag::N,ulloqeqqa,غرمه
600,Abend::N,unnuk,ماښام
601,Nacht::N,unnuaq,شپه
602,Woche::N,sapaatip akunnera,اونۍ
603,Monat::N,qaammat,مياشت
604,Jahr::N,ukioq,کال
605,Frühling::N,upernaaq,پسرلی
606,Sommer::N,aasaq,دوبی
607,Herbst::N,ukiaq,منی
608,Herbst::N,ukiaq,خزان
609,Winter::N,ukioq,ژمی
610,Januar::N,siulleeq,جنوري
611,Januar::N,qaammaliaq,جنوري
612,Februar::N,aarlaat,فبروري
613,März::N,marsi,مارچ
614,März::N,martsi,مارچ
615,Mai::N,maaji,مې
616,Juni::N,juuni,جون
617,Juli::N,juuli,جولای
618,August::N,aggusti,اګست
619,September::N,septembari,سپټامبر
620,Oktober::N,oktobari,اکتوبر
621,November::N,novembari,نومبر
622,Dezember::N,detsembari,دسمبر
623,Montag::N,ataasinngortoq,دوشنبه
624,Dienstag::N,marlunngorneq,سه شنبه
625,Mittwoch::N,pingasunngorneq,چارشنبه
626,Donnerstag::N,sisamanngorneq,پنجشنبه
627,Freitag::N,tallimanngorneq,جمعه
628,Samstag::N,arfininngorneq,خالي
629,Sonntag::N,sapaat,یکشنبه
630,Sonntag::N,sapaati,یکشنبه
631,groß::A,angivoq,لوی
632,klein::A,mikivoq,وړوکی
633,lang::A,takisooq,اوړد
634,kurz::A,naatsoq,لنډ
635,breit::A,silippoq,پراخه
636,schmal::A,amitsoq,تنګ
637,dicht::A,torsusooq,ګڼ
638,dick[Gegenstand]::A,issuvoq,پنډ
639,dick[Gegenstand]::A,issusooq,پنډ
640,dünn::A,amitsoq,نری
641,fein::A,mamarpoq,نازک
642,fest::A,tangeqarpoq,کلک
643,fest::A,tangeqarpoq,ټینګ
644,flach::A,nalimmappoq,هوار
645,glatt::A,quasak,ښوی
646,hart::A,mattusooq,کلک
647,hart::A,manngerpoq,کلک
648,hart::A,titeqquluppoq,کلک
649,weich::A,nerumaarpoq,نرم
650,weich::A,nerumaarpoq,پوست
651,rund::A,ammallorippoq,ګرد
652,spitz::A,qummukujooq,تېره
653,scharf::A,ipippoq,تېز
654,scharf::A,ipippoq,تېره
655,stumpf::A,anngerpoq,پڅ
656,schwer::A,oqimaappoq,دروند
657,schön::A,kusanarpoq,ښکلی
658,heiß::A,kiappoq,تود
659,warm::A,oqorpoq,تود
660,kalt::A,issippoq,ېخ
661,kalt::A,issippoq,سوړ
662,kühl::A,pueqqortippoq,ېخ
663,kühl::A,pueqqortippoq,سوړ
664,feucht::A,isugutavoq,مرطوب
665,feucht::A,qaasernarpoq,مرطوب
666,nass::A,imerorpoq,لوند
667,trocken::A,panerpoq,وچ
668,voll::A,ulikkaarpoq,ډک
669,leer::A,imaattuarpoq,خالی
670,offen::A,ammavoq,خلاص
671,offen::A,ammavoq,پرانیستی
672,geschlossen::A,matuvoq,تړلی
673,sauber::A,eqqippoq,پاک
674,sauber::A,sukuluippoq,پاک
675,sauber::A,ipeqanngilaq,پاک
676,schmutzig::A,tapappoq,چټل
677,schmutzig::A,minguppoq,چټل
678,roh::A,aapavoq,خام
679,reif::A,qaarulerpoq,پوخ
680,reif::A,qaarulerpoq,رسېدلی
681,süß::A,tungusunnippoq,خوږ
682,süß::A,tungusunnippoq,شیرین
683,bitter::A,qasilippoq,تریخ
684,hell::A,qaamavoq,روڼ
685,hell::A,qaamavoq,روښان
686,dunkel::A,qernerpoq,تیاره
687,schwarz::A,qernerpoq,تور
688,weiß::A,qaqorpoq,سپين
689,rot::A,aappaluppoq,سور
690,gelb::A,sungaarpoq,زېړ
691,blau::A,tungujorpoq,شین
692,blau::A,tungujorpoq,اسماني رنګه
693,grün::A,qorsooqqippoq,زرغون
694,grau::A,qaserpoq,خړ
695,billig::A,akikippoq,ارزان
696,wertvoll::A,erlinnarpoq,قیمتي
697,blind::A,tappiippoq,ړوند
698,blind::A,isigisaqanngilaq,ړوند
699,taub::A,tusilarpoq,کوڼ
700,kräftig::A,pissaq,قوی
701,kräftig::A,pissarsuaq,قوی
702,stark::A,sanngivoq,قوی
703,stark::A,sanngivoq,تکړه
704,schwach::A,nakuippoq,ضعیف
705,schwach::A,nakuippoq,کمزوری
706,fett::A,pualavoq,چاغ
707,schlank::A,tuappoq,خوش اندام
708,hübsch::A,aatsialaq,ښکلی
709,hübsch::A,aatsialaq,ښایسته
710,böse::A,ajorpoq,شریر
711,böse::A,ajorpoq,قهرناک
712,dumm::A,taqajak,احمق
713,dumm::A,sikkilluppoq,احمق
714,dumm::A,qaatusimasaqanngilaq,احمق
715,faul::A,eqiasuppoq,لټ
